"Student Counts by School and Race"
"All Districts, All Schools"
"2009-10"

"",,,,"Race",,,,,,
"District","District Code","School","School Code","American Indian","Asian","Black, not of Hispanic Origin","Hispanic/Latino","Not Reported","White, not of Hispanic Origin","Total"
"New Haven School District","""0930011""","Clinton Avenue School","""0930611""",0,"*",119,319,0,"*",455
"New Haven School District","""0930011""","Columbus Family Academy","""0934111""",0,0,"*",392,0,"*",427
"New Haven School District","""0930011""","Conte/West Hills Magnet School","""0933111""","*","*",343,253,0,34,635
"New Haven School District","""0930011""","Cooperative High School","""0936411""",0,8,273,122,0,138,541
"New Haven School District","""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","""0936811""",0,"*",144,38,0,"*",192
"New Haven School District","""0930011""","Davis 21st Century Magnet Elementary School","""0930911""","*","*",269,50,0,81,413
"New Haven School District","""0930011""","Dwight Early Childhood Program","""0938211""",0,0,40,7,0,0,47
"New Haven School District","""0930011""","Early Learning Center","""0938111""",0,"*",102,14,0,"*",118
"New Haven School District","""0930011""","East Rock Community Magnet School","""0934611""","*","*",265,181,0,29,503
"New Haven School District","""0930011""","Engineering - Science University Magnet School","""0931711""",0,12,78,28,0,40,158
"New Haven School District","""0930011""","Fair Haven School","""0931611""","*","*",108,487,0,22,619
"New Haven School District","""0930011""","Headstart","""0938011""",0,"*",129,306,0,"*",441
"New Haven School District","""0930011""","Helene Grant HeadStart","""0938311""","*","*",197,68,0,"*",274
"New Haven School District","""0930011""","High School In The Community","""0936611""",0,"*",158,100,0,"*",327
"New Haven School District","""0930011""","Hill Central Music Academy","""0930711""",0,0,"*",276,0,"*",365
"New Haven School District","""0930011""","Hill Regional Career High School","""0936311""",0,26,340,200,0,133,699
"New Haven School District","""0930011""","James Hillhouse High School","""0936211""",0,"*",786,148,0,"*",948
"New Haven School District","""0930011""","John C. Daniels","""0931311""",0,"*",111,365,0,"*",532
"New Haven School District","""0930011""","John S. Martinez Sea and Sky STEM School","""0930811""","*",0,90,479,0,"*",588
"New Haven School District","""0930011""","Katherine Brennan School","""0930411""","*","*",134,32,0,8,176
"New Haven School District","""0930011""","King/Robinson Magnet School","""0933011""","*","*",355,48,0,57,475
"New Haven School District","""0930011""","Lincoln-Bassett School","""0932011""","*",0,292,19,0,"*",317
"New Haven School District","""0930011""","Mauro-Sheridan Magnet School","""0931911""","*","*",238,219,0,124,596
"New Haven School District","""0930011""","Metropolitan Business Academy","""0936011""",0,"*",104,62,0,"*",184
"New Haven School District","""0930011""","New Haven Academy","""0937011""",0,"*",133,62,"*",41,239
"New Haven School District","""0930011""","Polly T. McCabe Center","""0939211""",0,"*",14,10,0,"*",26
"New Haven School District","""0930011""","Riverside Education Academy","""0939111""",0,0,137,"*",0,"*",190
"New Haven School District","""0930011""","Roberto Clemente Leadership Academy for Global Awareness","""0934211""","*",0,225,145,0,"*",383
"New Haven School District","""0930011""","Ross/Woodward School","""0931011""","*","*",234,213,0,70,536
"New Haven School District","""0930011""","Sound School","""0936711""",0,"*","*",73,0,227,328
"New Haven School District","""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","""0932811""",0,"*",103,136,"*",16,267
"New Haven School District","""0930011""","Truman School","""0932911""","*",0,121,416,0,"*",549
"New Haven School District","""0930011""","Urban Youth Center Middle School","""0939011""",0,0,26,"*",0,"*",34
"New Haven School District","""0930011""","West Rock Authors Academy","""0934911""",0,"*",125,68,0,"*",230
"New Haven School District","""0930011""","Wexler/Grant Community School","""0933211""",0,"*",420,31,0,"*",461
"New Haven School District","""0930011""","Wilbur Cross High School","""0936111""","*","*",679,725,0,181,1620
"New Haven School District","""0930011""","Worthington Hooker School","""0933811""","*",98,95,"*",0,214,433
"New London School District","""0950011""","Jennings School","""0950311""","*","*",92,405,0,42,544
"New London School District","""0950011""","Bennie Dover Jackson Middle School","""0955111""",10,8,211,297,0,84,610
"New London School District","""0950011""","Harbor School","""0950211""",8,6,123,86,0,65,288
"New London School District","""0950011""","Nathan Hale Arts Magnet School","""0950911""","*","*",99,94,0,67,273
"New London School District","""0950011""","New London Clinical Day Program","""0959111""",0,0,"*",10,0,"*",22
"New London School District","""0950011""","New London High School","""0956111""",23,"*",301,373,"*",215,935
"New London School District","""0950011""","Shoreline Academy","""0950511""",0,"*",40,"*",0,35,103
"New London School District","""0950011""","Winthrop STEM Elementary Magnet School","""0950811""","*","*",92,97,0,24,224
"New Milford School District","""0960011""","Hill And Plain School","""0960511""","*",35,"*",35,0,363,449
"New Milford School District","""0960011""","John Pettibone School","""0960711""","*",17,"*",40,0,375,448
"New Milford School District","""0960011""","Litchfield Hills Transition Center","""0969011""",0,0,0,"*",0,"*",7
"New Milford School District","""0960011""","New Milford High School","""0966111""",0,61,23,103,0,1379,1566
"New Milford School District","""0960011""","Northville Elementary School","""0960811""",0,12,10,23,0,489,534
"New Milford School District","""0960011""","Sarah Noble Intermediate School","""0960911""","*",47,"*",90,0,915,1086
"New Milford School District","""0960011""","Schaghticoke Middle School","""0965211""",0,27,14,58,0,675,774
"Newington School District","""0940011""","Anna Reynolds School","""0940611""","*",58,"*",45,0,321,445
"Newington School District","""0940011""","Elizabeth Green School","""0940211""","*","*",21,29,0,236,308
"Newington School District","""0940011""","John Paterson School","""0940811""",0,51,42,45,0,352,490
"Newington School District","""0940011""","John Wallace Middle School","""0945311""","*",65,"*",69,0,546,728
"Newington School District","""0940011""","Martin Kellogg Middle School","""0945111""","*","*",46,87,0,459,633
"Newington School District","""0940011""","Newington High School","""0946111""","*",119,"*",133,0,1142,1468
"Newington School District","""0940011""","Ruth Chaffee School","""0940711""","*","*",41,51,0,264,395
"Newtown School District","""0970011""","Hawley Elementary School","""0970111""",0,21,"*","*",0,389,420
"Newtown School District","""0970011""","Head O'Meadow Elementary School","""0970411""","*",10,"*",11,0,349,375
"Newtown School District","""0970011""","Middle Gate Elementary School","""0970311""",0,18,6,16,0,455,495
"Newtown School District","""0970011""","Newtown High School","""0976111""","*",57,"*",54,0,1601,1731
"Newtown School District","""0970011""","Newtown Middle School","""0975111""","*",28,"*",38,0,818,896
"Newtown School District","""0970011""","Newtown Preschool","""0978011""",0,"*","*","*",0,78,87
"Newtown School District","""0970011""","Reed Intermediate School","""0970511""",0,21,16,23,0,801,861
"Newtown School District","""0970011""","Sandy Hook Elementary School","""0970211""",0,31,12,24,0,558,625
"Norfolk School District","""0980011""","Botelle Elementary School","""0980111""",0,"*","*","*",0,131,137
"Norfolk School District","""0980011""","Bridges II","""0989211""",0,0,0,0,0,"*","*"
"Norfolk School District","""0980011""","IEP Program","""0989011""",0,"*",0,"*",0,"*","*"
"North Branford School District","""0990011""","Jerome Harrison School","""0990411""","*",8,"*",11,0,300,327
"North Branford School District","""0990011""","North Branford High School","""0996111""","*","*",17,24,0,628,686
"North Branford School District","""0990011""","North Branford Intermediate School","""0995111""","*",15,"*",20,0,562,609
"North Branford School District","""0990011""","Stanley T. Williams School","""0990511""","*",6,"*",7,0,234,251
"North Branford School District","""0990011""","Totoket Valley Elementary School","""0990611""",0,6,8,7,0,444,465
"North Canaan School District","""1000011""","North Canaan Elementary School","""1000111""",0,"*","*",14,0,309,328
"North Haven School District","""1010011""","Clintonville Elementary School","""1010811""","*",20,14,"*",0,348,396
"North Haven School District","""1010011""","Green Acres Elementary School","""1010711""","*",35,28,"*",0,312,393
"North Haven School District","""1010011""","Montowese Elementary School","""1010211""",0,24,10,16,0,365,415
"North Haven School District","""1010011""","North Haven High School","""1016111""",0,73,76,72,0,960,1181
"North Haven School District","""1010011""","North Haven Middle School","""1015211""",0,51,38,35,0,748,872
"North Haven School District","""1010011""","Ridge Road Elementary School","""1010311""",0,36,15,15,0,362,428
"North Stonington School District","""1020011""","North Stonington Elementary School","""1020111""",14,7,6,13,0,343,383
"North Stonington School District","""1020011""","Wheeler High School","""1026111""","*","*","*","*",0,210,226
"North Stonington School District","""1020011""","Wheeler Middle School","""1025111""","*","*",8,7,0,158,182
"Norwalk School District","""1030011""","Brien McMahon High School","""1036211""",6,81,512,532,0,563,1694
"Norwalk School District","""1030011""","Brookside Elementary School","""1030211""",0,15,100,260,0,108,483
"Norwalk School District","""1030011""","Columbus Magnet School","""1030311""",0,38,85,46,0,179,348
"Norwalk School District","""1030011""","Cranbury Elementary School","""1030411""",0,24,71,106,0,280,481
"Norwalk School District","""1030011""","Fox Run Elementary School","""1032011""",0,20,108,96,0,236,460
"Norwalk School District","""1030011""","Jefferson Magnet School","""1030711""","*","*",130,253,0,96,539
"Norwalk School District","""1030011""","Kendall Elementary School","""1030811""","*","*",136,231,0,87,483
"Norwalk School District","""1030011""","Marvin Elementary School","""1032211""","*","*",76,174,0,192,457
"Norwalk School District","""1030011""","Naramake Elementary School","""1032111""",0,19,59,118,0,241,437
"Norwalk School District","""1030011""","Nathan Hale Middle School","""1035211""","*","*",88,152,0,311,588
"Norwalk School District","""1030011""","Norwalk High School","""1036111""","*","*",315,447,0,683,1503
"Norwalk School District","""1030011""","Norwalk Pathways Academy at Briggs","""1036311""",0,"*",50,29,0,"*",99
"Norwalk School District","""1030011""","Ponus Ridge Middle School","""1035311""",0,44,193,237,0,212,686
"Norwalk School District","""1030011""","Roton Middle School","""1035511""",0,7,89,143,0,161,400
"Norwalk School District","""1030011""","Rowayton School","""1031311""","*","*",66,95,0,288,468
"Norwalk School District","""1030011""","Silvermine Elementary School","""1032311""","*","*",54,193,0,76,337
"Norwalk School District","""1030011""","Tracey School","""1031411""","*","*",98,181,0,102,401
"Norwalk School District","""1030011""","West Rocks Middle School","""1035411""",0,22,154,227,0,260,663
"Norwalk School District","""1030011""","Wolfpit School","""1032411""",0,12,52,105,0,160,329
"Norwich Free Academy District","""9010022""","Norwich Free Academy","""9016122""",38,159,342,282,0,1600,2421
"Norwich School District","""1040011""","Bishop School Early Learning Center","""1040111""",9,13,46,37,0,68,173
"Norwich School District","""1040011""","Deborah-Tennant Zinewicz  School","""1049111""","*",0,9,"*",0,29,47
"Norwich School District","""1040011""","Greeneville School","""1040611""",7,6,109,128,0,78,328
"Norwich School District","""1040011""","Hickory Street School","""1049011""","*",0,"*","*",0,9,19
"Norwich School District","""1040011""","John B. Stanton Network School","""1041411""",9,45,75,67,0,157,353
"Norwich School District","""1040011""","Kelly Middle School","""1045111""",22,22,165,139,0,283,631
"Norwich School District","""1040011""","Moriarty Magnet School","""1042011""",8,17,70,69,0,202,366
"Norwich School District","""1040011""","Samuel Huntington School","""1040811""","*","*",72,60,0,245,411
"Norwich School District","""1040011""","Teachers' Memorial Middle School","""1045211""",18,70,119,108,0,205,520
"Norwich School District","""1040011""","Thames River Academy","""1046111""","*","*",23,18,0,40,85
"Norwich School District","""1040011""","Thomas W. Mahan School","""1041711""",7,70,53,58,0,112,300
"Norwich School District","""1040011""","Uncas Network School","""1041911""","*","*",53,39,0,56,169
"Norwich School District","""1040011""","Veterans' Memorial School","""1041811""",9,11,60,61,0,92,233
"Norwich School District","""1040011""","Wequonnoc Magnet School","""1041511""","*","*",70,49,0,106,236
"Odyssey Community School District","""2630013""","Odyssey Community School","""2635113""","*","*",48,33,0,89,180
"Old Saybrook School District","""1060011""","Kathleen E. Goodwin School","""1060211""","*",23,"*",21,0,413,465
"Old Saybrook School District","""1060011""","Old Saybrook Middle School","""1065211""","*",33,"*",22,0,528,598
"Old Saybrook School District","""1060011""","Old Saybrook Senior High School","""1066111""","*",31,"*",14,0,476,528
"Orange School District","""1070011""","Mary L. Tracy School","""1070211""",0,17,"*","*",0,161,186
"Orange School District","""1070011""","Peck Place School","""1070511""","*",47,"*",9,0,346,411
"Orange School District","""1070011""","Race Brook School","""1070311""",0,54,7,21,0,318,400
"Orange School District","""1070011""","Turkey Hill School","""1070411""",0,33,"*","*",0,246,300
"Oxford School District","""1080011""","Great Oak School","""1085111""","*","*",17,23,0,452,505
"Oxford School District","""1080011""","Oxford Center School","""1080111""",0,"*","*",14,0,511,536
"Oxford School District","""1080011""","Oxford High School","""1086011""","*","*",14,19,0,519,565
"Oxford School District","""1080011""","Quaker Farms School","""1080311""","*",10,"*",11,0,521,550
"Park City Prep Charter School District","""2830013""","Park City Prep Charter School","""2835113""",0,"*",150,87,0,"*",242
"Plainfield School District","""1090011""","Early Childhood Center","""1090511""","*",8,"*",22,0,237,274
"Plainfield School District","""1090011""","Moosup Elementary School","""1090111""","*","*",6,20,"*",259,295
"Plainfield School District","""1090011""","Plainfield Central School","""1095111""",13,11,21,19,0,509,573
"Plainfield School District","""1090011""","Plainfield High School","""1096111""",8,17,17,30,0,780,852
"Plainfield School District","""1090011""","Plainfield Memorial School","""1090311""",8,11,18,17,0,365,419
"Plainfield School District","""1090011""","Shepard Hill Elementary School","""1090411""","*","*",15,20,0,260,309
"Plainville School District","""1100011""","Frank T. Wheeler School","""1100411""",0,12,33,29,0,209,283
"Plainville School District","""1100011""","Linden Street School","""1100211""","*","*",13,39,0,350,413
"Plainville School District","""1100011""","Louis Toffolon School","""1100511""","*","*",16,26,0,303,350
"Plainville School District","""1100011""","Middle School of Plainville","""1105211""",0,14,39,54,0,467,574
"Plainville School District","""1100011""","Plainville High School","""1106111""","*","*",59,56,0,719,862
"Plainville School District","""1100011""","Prekindergarten Program","""1108011""",0,"*","*",6,0,42,54
"Plymouth School District","""1110011""","Eli Terry Jr. Middle School","""1115111""",0,"*","*",19,0,419,455
"Plymouth School District","""1110011""","Harry S. Fisher Elementary School","""1110411""",0,"*","*",17,0,364,393
"Plymouth School District","""1110011""","Plymouth Center School","""1110211""",0,"*","*",11,0,394,412
"Plymouth School District","""1110011""","Terryville High School","""1116111""",0,"*","*",11,0,497,521
"Pomfret School District","""1120011""","Pomfret Community School","""1120111""",0,13,9,12,0,498,532
"Portland School District","""1130011""","Brownstone Intermediate School","""1130511""","*","*",13,13,0,205,237
"Portland School District","""1130011""","Gildersleeve School","""1130411""",0,6,11,11,0,220,248
"Portland School District","""1130011""","Portland High School","""1136111""","*","*",13,13,0,328,362
"Portland School District","""1130011""","Portland Middle School","""1135111""",0,"*",10,"*",0,224,240
"Portland School District","""1130011""","Valley View School","""1130211""","*","*",19,12,0,306,349
"Preston School District","""1140011""","Preston Plains School","""1145111""",6,"*","*","*",0,130,148
"Preston School District","""1140011""","Preston Veterans' Memorial School","""1140411""",10,10,"*","*",0,256,284
"Putnam School District","""1160011""","Helping Hands","""1169011""",0,0,0,0,0,"*","*"
"Putnam School District","""1160011""","Putnam Elementary School","""1160311""","*","*",19,21,0,593,644
"Putnam School District","""1160011""","Putnam High School","""1166111""","*","*",12,14,0,294,327
"Putnam School District","""1160011""","Putnam Middle School","""1165111""","*","*","*",15,0,230,254
"Redding School District","""1170011""","John Read Middle School","""1175111""","*",23,"*",9,0,554,595
"Redding School District","""1170011""","Redding Elementary School","""1170111""","*",41,"*",23,0,596,670
"Regional School District 01","""2010012""","Housatonic Valley Regional High School","""2016112""",0,"*","*",20,0,479,510
"Regional School District 04","""2040012""","John Winthrop Middle School","""2045112""","*","*",6,12,0,331,354
"Regional School District 04","""2040012""","Valley Regional High School","""2046112""","*",16,"*",16,0,579,618
"Regional School District 05","""2050012""","Amity Middle School: Bethany","""2055112""",0,28,11,18,0,366,423
"Regional School District 05","""2050012""","Amity Middle School: Orange","""2055212""","*",48,"*",13,0,357,430
"Regional School District 05","""2050012""","Amity Regional High School","""2056112""","*",156,51,"*",0,1369,1630
"Regional School District 06","""2060012""","Goshen Center School","""2060112""",0,"*","*","*",0,212,218
"Regional School District 06","""2060012""","James Morris School","""2060212""",0,"*","*","*",0,199,207
"Regional School District 06","""2060012""","Stepping Stones Preschool Program","""2068012""",0,0,"*",0,0,"*",14
"Regional School District 06","""2060012""","Wamogo Regional High School","""2066112""","*",7,"*",8,0,515,536
"Regional School District 06","""2060012""","Warren Elementary School","""2060312""",0,"*","*","*",0,89,96
"Regional School District 07","""2070012""","AIM","""2079112""",0,0,0,"*",0,"*",13
"Regional School District 07","""2070012""","FLEX","""2079012""",0,0,"*",0,0,"*","*"
"Regional School District 07","""2070012""","Intensive Learning Program","""2079412""",0,0,0,0,0,6,6
"Regional School District 07","""2070012""","Links","""2079212""","*",0,"*","*",0,20,23
"Regional School District 07","""2070012""","Northwestern Regional High School","""2076112""",0,6,"*","*",0,742,757
"Regional School District 07","""2070012""","Northwestern Regional Middle School","""2075112""",0,"*","*","*",0,331,342
"Regional School District 07","""2070012""","STEP","""2079312""",0,0,0,0,0,21,21
"Regional School District 08","""2080012""","RHAM High School","""2086112""","*",20,"*",17,0,1037,1085
"Regional School District 08","""2080012""","RHAM Middle School","""2085112""",0,"*","*",14,0,614,644
"Regional School District 09","""2090012""","Joel Barlow High School","""2096112""","*",28,"*",24,0,895,958
"Regional School District 10","""2100012""","Har-Bur Middle School","""2105112""",0,19,"*","*",0,864,906
"Regional School District 10","""2100012""","Harwinton Consolidated School","""2100312""",0,6,"*","*",0,464,477
"Regional School District 10","""2100012""","Lake Garda Elementary School","""2100212""",0,13,7,18,0,583,621
"Regional School District 10","""2100012""","Lewis S. Mills High School","""2106112""","*",16,"*",22,0,767,813
"Regional School District 11","""2110012""","Parish Hill High School","""2116112""","*","*","*",10,0,276,291
"Regional School District 12","""2120012""","Booth Free School","""2120212""",0,0,0,"*",0,"*",112
"Regional School District 12","""2120012""","Early Childhood Education Center","""2128012""",0,0,0,0,0,29,29
"Regional School District 12","""2120012""","Shepaug Valley High School","""2126112""","*","*","*",8,0,302,323
"Regional School District 12","""2120012""","Shepaug Valley Middle School","""2125112""","*",9,"*",7,0,228,248
"Regional School District 12","""2120012""","The Burnham School","""2120112""",0,"*",0,"*",0,85,87
"Regional School District 12","""2120012""","Washington Primary School","""2120412""",0,"*","*",7,0,159,169
"Regional School District 13","""2130012""","Coginchaug Regional High School","""2136112""","*",8,"*",7,0,556,577
"Regional School District 13","""2130012""","Francis E. Korn School","""2130212""","*","*","*",12,0,174,193
"Regional School District 13","""2130012""","Frank Ward Strong School","""2135112""",0,"*","*","*",0,334,346
"Regional School District 13","""2130012""","Frederick Brewster School","""2130112""",0,"*","*",8,0,267,284
"Regional School District 13","""2130012""","John Lyman School","""2130512""",0,12,"*","*",0,304,323
"Regional School District 13","""2130012""","Middlefield Memorial School","""2130412""","*",8,"*",17,0,329,360
"Regional School District 14","""2140012""","Bethlehem Elementary School","""2140112""",0,7,0,8,0,335,350
"Regional School District 14","""2140012""","Integrated Star Preschool Program","""2148012""",0,"*","*","*",0,26,29
"Regional School District 14","""2140012""","Mitchell Elementary School","""2140212""","*",7,"*",12,0,391,415
"Regional School District 14","""2140012""","Nonnewaug High School","""2146112""","*","*",9,18,0,806,842
"Regional School District 14","""2140012""","Woodbury Middle School","""2145112""","*","*","*",8,0,455,473
"Regional School District 15","""2150012""","Gainfield Elementary School","""2150412""",0,31,7,23,0,385,446
"Regional School District 15","""2150012""","Long Meadow Elementary School","""2150712""",0,28,12,17,0,551,608
"Regional School District 15","""2150012""","Memorial Middle School","""2155212""",0,"*","*",11,0,508,532
"Regional School District 15","""2150012""","Middlebury Elementary School","""2150612""",0,"*","*",14,0,425,453
"Regional School District 15","""2150012""","Pomperaug Regional High School","""2156212""",13,40,13,30,0,1322,1418
"Regional School District 15","""2150012""","Pomperaug School","""2150512""","*",27,"*",16,0,481,531
"Regional School District 15","""2150012""","Rochambeau Middle School","""2155112""","*",33,"*",14,0,501,554
"Regional School District 16","""2160012""","Algonquin School","""2160312""",0,"*",11,"*",0,453,473
"Regional School District 16","""2160012""","Community School","""2160212""",0,"*","*",7,0,213,226
"Regional School District 16","""2160012""","Laurel Ledge School","""2160112""",0,6,6,23,0,440,475
"Regional School District 16","""2160012""","Long River Middle School","""2165112""","*","*",9,16,0,594,622
"Regional School District 16","""2160012""","Woodland Regional High School","""2166012""","*","*",28,25,0,728,789
"Regional School District 17","""2170012""","Burr District Elementary School","""2170212""",0,7,"*","*",0,291,304
"Regional School District 17","""2170012""","Haddam Elementary School","""2170112""",0,"*","*",7,0,255,268
"Regional School District 17","""2170012""","Haddam-Killingworth High School","""2176112""","*",8,8,"*",0,665,689
"Regional School District 17","""2170012""","Haddam-Killingworth Middle School","""2175112""","*",21,8,"*",0,763,800
"Regional School District 17","""2170012""","Killingworth Elementary School","""2170312""","*","*","*","*",0,428,440
"Regional School District 18","""2180012""","Center School","""2180312""","*",12,"*","*",0,246,264
"Regional School District 18","""2180012""","Lyme Consolidated School","""2180112""",0,"*","*","*",0,140,145
"Regional School District 18","""2180012""","Lyme-Old Lyme High School","""2186112""",0,10,"*","*",0,420,443
"Regional School District 18","""2180012""","Lyme-Old Lyme Middle School","""2185112""",0,12,"*","*",0,303,325
"Regional School District 18","""2180012""","Mile Creek School","""2180212""","*",15,"*",13,0,272,304
"Regional School District 19","""2190012""","E. O. Smith High School","""2196112""",6,72,34,53,0,1028,1193
"Ridgefield School District","""1180011""","Barlow Mountain Elementary School","""1180811""","*",24,"*",7,0,372,406
"Ridgefield School District","""1180011""","Branchville Elementary School","""1180611""",0,33,6,19,0,367,425
"Ridgefield School District","""1180011""","East Ridge Middle School","""1185111""",0,38,6,17,0,680,741
"Ridgefield School District","""1180011""","Farmingville Elementary School","""1180411""","*",12,0,"*",0,343,368
"Ridgefield School District","""1180011""","Ridgebury Elementary School","""1180311""","*",21,"*",19,0,378,422
"Ridgefield School District","""1180011""","Ridgefield High School","""1186111""",0,50,18,63,0,1621,1752
"Ridgefield School District","""1180011""","Scotland Elementary School","""1180511""",0,"*","*",15,0,358,392
"Ridgefield School District","""1180011""","Scotts Ridge Middle School","""1185211""",0,"*","*",21,0,566,610
"Ridgefield School District","""1180011""","Veterans Park Elementary School","""1180211""","*",10,"*",14,0,297,325
"Rocky Hill School District","""1190011""","Albert D. Griswold Middle School","""1195111""",0,64,36,51,0,498,649
"Rocky Hill School District","""1190011""","Dr. Oran A. Moser School","""1190211""",0,10,"*","*",0,66,83
"Rocky Hill School District","""1190011""","Myrtle H. Stevens School","""1190411""",0,51,20,35,0,395,501
"Rocky Hill School District","""1190011""","Rocky Hill High School","""1196111""","*",65,"*",53,0,627,781
"Rocky Hill School District","""1190011""","West Hill School","""1190511""","*",144,"*",29,0,439,626
"Salem School District","""1210011""","Salem Elementary School","""1210111""",0,27,13,8,0,442,490
"Salisbury School District","""1220011""","Salisbury Central School","""1220111""",0,8,15,11,0,277,311
"Scotland School District","""1230011""","Scotland Elementary School","""1230111""",0,0,"*","*",0,149,161
"Seymour School District","""1240011""","Anna L. Lopresti School","""1240311""","*","*",27,34,0,227,297
"Seymour School District","""1240011""","Bungay School","""1240111""","*",30,"*",35,0,488,563
"Seymour School District","""1240011""","Paul E. Chatfield School","""1240411""",0,7,9,19,0,256,291
"Seymour School District","""1240011""","Seymour High School","""1246111""","*",22,"*",65,0,595,704
"Seymour School District","""1240011""","Seymour Middle School","""1245111""","*","*",24,45,0,486,571
"Sharon School District","""1250011""","Sharon Center School","""1250111""",0,"*","*","*",0,197,205
"Shelton School District","""1260011""","Mohegan School","""1260911""","*",29,"*",16,0,587,645
"Shelton School District","""1260011""","Booth Hill School","""1261011""","*",27,"*",15,0,434,481
"Shelton School District","""1260011""","Elizabeth Shelton School","""1260511""",0,32,6,24,0,528,590
"Shelton School District","""1260011""","Intermediate School","""1265111""","*",35,"*",62,0,749,873
"Shelton School District","""1260011""","Lafayette School","""1260411""","*","*",30,71,0,202,320
"Shelton School District","""1260011""","Long Hill School","""1260811""","*",47,"*",56,0,465,600
"Shelton School District","""1260011""","Shelton High School","""1266111""",6,60,53,126,0,1386,1631
"Shelton School District","""1260011""","Sunnyside School","""1260611""","*",32,"*",27,0,236,318
"Sherman School District","""1270011""","Sherman School","""1270111""","*",8,7,"*",0,422,444
"Side By Side Charter School District","""2700013""","Side By Side Charter School","""2700113""","*","*",77,73,0,56,232
"Simsbury School District","""1280011""","Central School","""1280111""","*",31,"*",21,0,321,391
"Simsbury School District","""1280011""","Henry James Memorial School","""1285111""","*",35,45,"*",0,715,827
"Simsbury School District","""1280011""","Latimer Lane School","""1280611""","*",36,15,"*",0,427,490
"Simsbury School District","""1280011""","Simsbury High School","""1286111""","*",66,59,"*",0,1402,1581
"Simsbury School District","""1280011""","Squadron Line School","""1280711""","*",53,29,"*",0,677,781
"Simsbury School District","""1280011""","Tariffville School","""1280311""","*",16,26,"*",0,228,283
"Simsbury School District","""1280011""","Tootin' Hills School","""1280411""","*",19,"*",19,0,457,512
"Somers School District","""1290011""","Mabelle B. Avery Middle School","""1295111""",0,"*",12,"*",0,390,414
"Somers School District","""1290011""","Somers Elementary School","""1290411""",0,11,15,9,0,629,664
"Somers School District","""1290011""","Somers High School","""1296111""",0,9,13,14,0,536,572
"South Windsor School District","""1320011""","Pleasant Valley School","""1320211""","*",48,39,"*",0,310,436
"South Windsor School District","""1320011""","Eli Terry School","""1320711""","*",40,"*",31,0,333,435
"South Windsor School District","""1320011""","Orchard Hill School","""1320611""","*",64,27,"*",0,346,466
"South Windsor School District","""1320011""","Philip R. Smith School","""1320111""",0,40,25,19,0,276,360
"South Windsor School District","""1320011""","South Windsor High School","""1326211""","*",117,84,"*",0,1296,1575
"South Windsor School District","""1320011""","Timothy Edwards School","""1325111""","*",77,59,"*",0,879,1073
"South Windsor School District","""1320011""","Wapping Elementary School","""1320411""",0,28,21,20,0,240,309
"Southington School District","""1310011""","John F. Kennedy Middle School","""1315311""","*",27,"*",23,0,733,801
"Southington School District","""1310011""","Derynoski Elementary School","""1311511""","*",16,"*",28,0,639,691
"Southington School District","""1310011""","Flanders Elementary School","""1311311""","*",10,"*",31,0,263,307
"Southington School District","""1310011""","Hatton Elementary School","""1310211""","*","*",12,25,0,393,439
"Southington School District","""1310011""","Joseph A. Depaolo Middle School","""1315111""","*",24,"*",53,0,685,783
"Southington School District","""1310011""","Plantsville Elementary School","""1310611""","*","*",8,7,0,197,216
"Southington School District","""1310011""","South End Elementary School","""1310711""",0,"*","*",11,0,198,222
"Southington School District","""1310011""","Southington High School","""1316211""","*",63,"*",86,0,1830,2033
"Southington School District","""1310011""","Strong Elementary School","""1310811""","*",16,19,"*",0,428,477
"Southington School District","""1310011""","Thalberg Elementary School","""1310911""","*",33,"*",16,0,365,422
"Southington School District","""1310011""","Urbin T. Kelley School","""1311411""",0,24,"*","*",0,368,407
"Sprague School District","""1330011""","Sayles School","""1330111""","*","*",31,25,0,283,351
"Stafford School District","""1340011""","Stafford Elementary School","""1340611""","*",11,"*",22,0,483,523
"Stafford School District","""1340011""","Stafford High School","""1346111""",0,12,11,14,0,500,537
"Stafford School District","""1340011""","Stafford Middle School","""1345211""",0,7,9,9,0,382,407
"Stafford School District","""1340011""","Staffordville School","""1340311""","*","*","*",12,0,163,181
"Stafford School District","""1340011""","West Stafford School","""1340411""",0,"*","*",6,0,176,191
"Stamford Academy District","""2820013""","Stamford Academy","""2826013""",0,"*",89,33,0,"*",131
"Stamford School District","""1350011""","Cloonan School","""1355611""",0,44,119,168,0,250,581
"Stamford School District","""1350011""","Davenport Ridge School","""1352011""",0,40,131,140,0,222,533
"Stamford School District","""1350011""","Dolan School","""1355311""",0,16,158,223,0,218,615
"Stamford School District","""1350011""","Hart School","""1352211""",0,54,123,190,0,114,481
"Stamford School District","""1350011""","Julia A. Stark School","""1351211""",0,43,129,238,0,148,558
"Stamford School District","""1350011""","K. T. Murphy School","""1350511""",0,59,69,267,0,129,524
"Stamford School District","""1350011""","Newfield School","""1350611""",0,61,104,161,0,311,637
"Stamford School District","""1350011""","Northeast School","""1351811""","*","*",94,233,0,374,752
"Stamford School District","""1350011""","Preschool Team","""1358011""","*","*","*",18,"*",12,41
"Stamford School District","""1350011""","Rippowam Middle School","""1355811""",0,41,164,207,0,278,690
"Stamford School District","""1350011""","Rogers International School","""1350811""","*","*",95,241,0,282,650
