"Student Counts by School and Race"
"All Districts, All Schools"
"2008-09"

"",,,,"Race",,,,,,
"Essex School District","""0500011""","Essex Elementary School","""0500111""","*",15,"*",18,0,546,594
"Explorations District","""2720013""","Explorations","""2726113""",0,"*","*","*",0,79,85
"Fairfield School District","""0510011""","Burr Elementary School","""0510211""","*",10,"*",14,0,438,469
"Fairfield School District","""0510011""","Dwight Elementary School","""0510111""",0,"*","*",15,0,295,322
"Fairfield School District","""0510011""","Early Childhood Center","""0518011""",0,"*","*",14,0,105,126
"Fairfield School District","""0510011""","Fairfield Ludlowe High School","""0516011""","*",55,"*",56,0,1241,1392
"Fairfield School District","""0510011""","Fairfield Warde High School","""0516211""","*",61,"*",114,0,1044,1273
"Fairfield School District","""0510011""","Fairfield Woods Middle School","""0515211""",0,26,14,25,0,540,605
"Fairfield School District","""0510011""","Holland Hill School","""0510411""",0,43,17,26,0,264,350
"Fairfield School District","""0510011""","Jennings School","""0511711""",0,23,9,16,0,308,356
"Fairfield School District","""0510011""","McKinley School","""0510611""",0,53,29,86,0,268,436
"Fairfield School District","""0510011""","Mill Hill School","""0510711""",0,23,7,27,0,413,470
"Fairfield School District","""0510011""","North Stratfield School","""0511611""","*",29,"*",31,0,434,502
"Fairfield School District","""0510011""","Osborn Hill School","""0511811""",0,23,"*","*",0,485,527
"Fairfield School District","""0510011""","Riverfield School","""0511211""",0,"*","*",17,0,441,478
"Fairfield School District","""0510011""","Roger Ludlowe Middle School","""0515311""",0,46,20,74,0,749,889
"Fairfield School District","""0510011""","Sherman School","""0511311""","*",25,"*",11,0,403,446
"Fairfield School District","""0510011""","Stratfield School","""0511411""","*",39,"*",28,0,462,542
"Fairfield School District","""0510011""","Tomlinson Middle School","""0515111""",0,38,14,41,0,677,770
"Farmington School District","""0520011""","East Farms School","""0520411""",0,58,22,22,0,326,428
"Farmington School District","""0520011""","Farmington Collaborative PK","""0528011""",0,7,"*","*",0,63,72
"Farmington School District","""0520011""","Farmington High School","""0526111""",0,97,81,44,0,1138,1360
"Farmington School District","""0520011""","Irving A. Robbins Middle School","""0525111""","*",75,"*",29,0,539,671
"Farmington School District","""0520011""","Noah Wallace School","""0520211""",0,58,22,24,0,241,345
"Farmington School District","""0520011""","Union School","""0520111""","*",19,24,"*",0,238,295
"Farmington School District","""0520011""","West District School","""0520311""","*",35,10,"*",0,292,345
"Farmington School District","""0520011""","West Woods Upper Elementary School","""0520511""","*",76,43,"*",0,522,676
"Franklin School District","""0530011""","Franklin Elementary School","""0530111""",6,"*","*",6,0,211,225
"Glastonbury School District","""0540011""","Buttonball Lane School","""0540211""","*",59,23,"*",0,468,575
"Glastonbury School District","""0540011""","Eastbury School","""0540311""","*",39,16,"*",0,272,342
"Glastonbury School District","""0540011""","Gideon Welles School","""0540811""",0,44,17,22,0,447,530
"Glastonbury School District","""0540011""","Glastonbury High School","""0546111""","*",130,"*",98,0,1750,2066
"Glastonbury School District","""0540011""","Hebron Avenue School","""0540411""","*",55,17,"*",0,439,525
"Glastonbury School District","""0540011""","Hopewell School","""0540611""","*",40,"*",25,0,455,530
"Glastonbury School District","""0540011""","Naubuc School","""0540711""","*",59,"*",56,0,337,488
"Glastonbury School District","""0540011""","Nayaug Elementary School","""0540911""",0,36,18,13,0,597,664
"Glastonbury School District","""0540011""","Smith Middle School","""0545211""","*",93,"*",45,0,954,1128
"Granby School District","""0560011""","Frank M. Kearns Primary School","""0560111""","*",11,34,"*",0,420,473
"Granby School District","""0560011""","Granby Memorial High School","""0566111""","*","*",24,9,0,694,737
"Granby School District","""0560011""","Granby Memorial Middle School","""0565111""",0,"*",15,"*",0,350,379
"Granby School District","""0560011""","Kelly Lane Primary School","""0560411""","*","*",19,8,0,318,350
"Granby School District","""0560011""","Wells Road Intermediate School","""0560311""",0,"*","*",11,0,306,330
"Greenwich School District","""0570011""","Central Middle School","""0575111""","*",60,"*",90,0,522,690
"Greenwich School District","""0570011""","Cos Cob School","""0570211""",0,65,"*","*",0,298,415
"Greenwich School District","""0570011""","Eastern Middle School","""0575211""",0,73,8,51,0,615,747
"Greenwich School District","""0570011""","Glenville School","""0570411""",0,34,"*","*",0,214,283
"Greenwich School District","""0570011""","Greenwich High School","""0576111""","*",196,"*",384,0,2013,2677
"Greenwich School District","""0570011""","Hamilton Avenue School","""0570511""",0,24,38,151,0,168,381
"Greenwich School District","""0570011""","International School At Dundee","""0571311""",0,50,11,55,0,259,375
"Greenwich School District","""0570011""","Julian Curtiss School","""0570311""",0,33,23,74,0,208,338
"Greenwich School District","""0570011""","New Lebanon School","""0570611""",0,14,10,106,0,97,227
"Greenwich School District","""0570011""","North Mianus School","""0570711""","*",74,"*",37,0,340,457
"Greenwich School District","""0570011""","North Street School","""0570811""","*",40,"*",29,0,419,497
"Greenwich School District","""0570011""","Old Greenwich School","""0570911""",0,20,"*","*",0,406,441
"Greenwich School District","""0570011""","Parkway School","""0571111""","*",26,"*",26,0,270,328
"Greenwich School District","""0570011""","Riverside School","""0571011""",0,"*","*",44,0,437,517
"Greenwich School District","""0570011""","Western Middle School","""0575311""","*",35,"*",142,0,299,494
"Griswold School District","""0580011""","Griswold Elementary School","""0580311""",11,19,35,51,0,815,931
"Griswold School District","""0580011""","Griswold High School","""0586211""",18,15,13,18,0,702,766
"Griswold School District","""0580011""","Griswold Middle School","""0585111""","*","*",11,16,0,378,418
"Groton School District","""0590011""","Carl C. Cutler Middle School","""0595311""","*",26,18,"*",0,314,374
"Groton School District","""0590011""","Catherine Kolnaski Magnet School","""0592011""",7,38,117,102,0,204,468
"Groton School District","""0590011""","Charles Barnum School","""0591811""",7,20,69,32,0,306,434
"Groton School District","""0590011""","Claude Chester School","""0590311""",17,58,66,51,0,177,369
"Groton School District","""0590011""","Fitch Middle School","""0595111""",15,36,68,62,0,251,432
"Groton School District","""0590011""","Mary Morrisson School","""0591711""","*","*",34,27,0,257,326
"Groton School District","""0590011""","Northeast Academy Elementary School","""0591911""","*",38,28,"*",0,319,412
"Groton School District","""0590011""","Pleasant Valley School","""0591211""",6,28,46,43,0,199,322
"Groton School District","""0590011""","Robert E. Fitch High School","""0596111""",15,114,203,101,0,955,1388
"Groton School District","""0590011""","S. B. Butler School","""0590111""","*",19,19,"*",0,285,344
"Groton School District","""0590011""","West Side Middle School","""0595211""",7,19,55,49,0,135,265
"Guilford School District","""0600011""","A. Baldwin Middle School","""0600711""","*",27,"*",27,0,515,574
"Guilford School District","""0600011""","A. W. Cox School","""0600611""",0,13,7,16,0,283,319
"Guilford School District","""0600011""","Calvin Leete School","""0600411""","*",19,"*",18,0,295,335
"Guilford School District","""0600011""","E. C. Adams Middle School","""0605111""","*",17,"*",27,0,551,604
"Guilford School District","""0600011""","Guilford High School","""0606111""",0,39,12,41,0,1046,1138
"Guilford School District","""0600011""","Guilford Lakes School","""0600211""",0,18,8,17,0,395,438
"Guilford School District","""0600011""","Melissa Jones School","""0600311""",0,"*","*",25,0,320,357
"Hamden School District","""0620011""","Alice Peck Learning Center","""0628011""",0,7,24,13,0,47,91
"Hamden School District","""0620011""","Bear Path School","""0621211""","*",40,87,"*",0,298,464
"Hamden School District","""0620011""","Church Street School","""0620211""",0,17,206,88,0,97,408
"Hamden School District","""0620011""","Dunbar Hill School","""0620311""","*","*",138,45,0,129,332
"Hamden School District","""0620011""","Hamden High School","""0626111""","*","*",750,250,0,1016,2113
"Hamden School District","""0620011""","Hamden Middle School","""0625211""","*","*",305,116,0,400,866
"Hamden School District","""0620011""","Helen Street School","""0620411""",0,17,145,72,0,72,306
"Hamden School District","""0620011""","Ridge Hill School","""0621111""","*","*",136,72,0,76,314
"Hamden School District","""0620011""","Shepherd Glen School","""0620111""","*",63,110,"*",0,107,323
"Hamden School District","""0620011""","Spring Glen School","""0621011""",0,15,81,21,0,230,347
"Hamden School District","""0620011""","West Woods School","""0621411""",0,62,66,38,0,335,501
"Hampton School District","""0630011""","Hampton Elementary School","""0630111""","*",0,0,"*",0,138,149
"Hartford School District","""0640011""","Asian Studies Academy at Bellizzi School","""0640711""",0,6,70,250,0,29,355
"Hartford School District","""0640011""","Batchelder School","""0640411""","*","*",114,393,0,24,546
"Hartford School District","""0640011""","Betances Early Reading Lab Magnet School","""0642811""",0,"*",77,349,0,"*",439
"Hartford School District","""0640011""","Breakthrough II Magnet School","""0643511""",0,0,57,"*",0,"*",102
"Hartford School District","""0640011""","Breakthrough Magnet School","""0643311""","*","*",111,118,0,95,342
"Hartford School District","""0640011""","Bulkeley High School Lower School","""0646111""","*","*",307,960,0,91,1381
"Hartford School District","""0640011""","Burns Latino Studies Academy","""0640611""",0,"*",94,432,0,"*",534
"Hartford School District","""0640011""","Burr School","""0642311""",0,17,99,374,0,30,520
"Hartford School District","""0640011""","Capital Preparatory Magnet School","""0646911""",0,7,158,67,0,39,271
"Hartford School District","""0640011""","Clark School","""0642411""",0,"*",286,171,0,"*",466
"Hartford School District","""0640011""","Classical Magnet School","""0646411""","*","*",362,166,0,155,697
"Hartford School District","""0640011""","Culinary Arts Academy at Weaver High School","""0646011""",0,0,182,39,0,0,221
"Hartford School District","""0640011""","Dr. Joseph Bellizzi Middle School","""0645311""",0,9,70,335,0,14,428
"Hartford School District","""0640011""","Environmental Sciences Magnet at Hooker School","""0640911""",0,"*",68,313,0,"*",407
"Hartford School District","""0640011""","Expeditionary Learning Academy at Moylan School","""0643211""",0,"*",78,447,0,"*",537
"Hartford School District","""0640011""","Fox Middle School","""0645111""",0,"*",128,33,0,"*",163
"Hartford School District","""0640011""","Global Communications Academy","""0643611""",0,0,140,"*",0,"*",208
"Hartford School District","""0640011""","Hartford Magnet Trinity College Academy","""0645411""","*","*",180,245,0,176,613
"Hartford School District","""0640011""","Hartford Public High School","""0646211""","*",38,539,928,0,"*",1539
"Hartford School District","""0640011""","Hartford Transitional Learning Academy (Elementary)","""0649011""",0,0,24,35,0,0,59
"Hartford School District","""0640011""","Hartford Transitional Learning Academy (Secondary)","""0649111""",0,0,26,36,0,0,62
"Hartford School District","""0640011""","Kennelly School","""0641011""",6,6,199,553,0,35,799
"Hartford School District","""0640011""","Kinsella Magnet School of Performing Arts","""0641111""","*","*",171,325,"*",65,569
"Hartford School District","""0640011""","Little Owls Learning Center","""0648011""",0,"*",11,"*",0,0,17
"Hartford School District","""0640011""","M. D. Fox School","""0640811""","*","*",113,620,0,41,783
"Hartford School District","""0640011""","M. L. King, Jr. School","""0641611""","*","*",450,67,0,"*",522
"Hartford School District","""0640011""","McDonough Middle School","""0641211""",0,"*",44,341,0,"*",396
"Hartford School District","""0640011""","Milner School","""0641911""","*","*",247,165,0,"*",417
"Hartford School District","""0640011""","Montessori Magnet at Fisher School","""0643711""",0,9,42,20,0,30,101
"Hartford School District","""0640011""","Naylor/CCSU Leadership Academy","""0641411""","*","*",91,383,0,121,608
"Hartford School District","""0640011""","Parkville Community School","""0641511""",0,19,111,405,0,43,578
"Hartford School District","""0640011""","Pathways Academy of Technology and Design","""0646611""","*","*",197,122,0,61,391
"Hartford School District","""0640011""","Quirk Middle School","""0645211""",0,"*",142,415,0,"*",568
"Hartford School District","""0640011""","Rawson School","""0641711""","*",0,700,47,0,"*",755
"Hartford School District","""0640011""","SAND School","""0640111""",0,0,"*",283,0,"*",442
"Hartford School District","""0640011""","STEM Magnet at Fisher School","""0642511""","*",0,316,54,0,"*",376
"Hartford School District","""0640011""","Sanchez School","""0643011""",0,"*",69,456,"*","*",528
"Hartford School District","""0640011""","Simpson-Waverly School","""0642611""",0,0,289,"*",0,"*",347
"Hartford School District","""0640011""","Sports and Medical Sciences Academy","""0646511""","*","*",223,223,0,124,578
"Hartford School District","""0640011""","University High School of Science and Engineering","""0646711""","*","*",155,113,0,59,346
"Hartford School District","""0640011""","Weaver High School","""0646311""","*","*",729,135,0,"*",871
"Hartford School District","""0640011""","Webster Micro Society Magnet School","""0642011""","*","*",301,199,0,90,610
"Hartford School District","""0640011""","West Middle School","""0642111""",0,54,315,283,0,18,670
"Hartford School District","""0640011""","Wish Museum School","""0642211""",0,"*",208,212,0,"*",424
"Hartland School District","""0650011""","Hartland School","""0650111""","*",7,0,"*",0,225,238
"Hebron School District","""0670011""","Gilead Hill School","""0670211""",0,9,"*","*",0,469,489
"Hebron School District","""0670011""","Hebron Elementary School","""0670111""",0,"*","*",10,0,660,683
"Highville Charter School District","""2860013""","Highville Charter School","""2860113""",0,"*",273,21,0,"*",300
"Integrated Day Charter School District","""2640013""","Integrated Day Charter School","""2640113""","*","*",46,27,0,235,330
"Interdistrict School for Arts and Comm District","""2650013""","Interdistrict School For Arts And Communication","""2655113""","*","*",44,66,0,67,182
"Jumoke Academy District","""2610013""","Jumoke Academy","""2610113""",0,"*",398,"*",0,0,412
"Kent School District","""0680011""","Kent Center School","""0680111""",0,13,6,20,0,245,284
"Killingly School District","""0690011""","Goodyear Early Childhood Center","""0698011""",0,"*","*","*",0,74,83
"Killingly School District","""0690011""","Killingly Central School","""0690111""",9,12,18,16,0,410,465
"Killingly School District","""0690011""","Killingly High School","""0696111""",8,13,30,30,0,713,794
"Killingly School District","""0690011""","Killingly Intermediate School","""0695211""","*",20,25,"*",0,767,832
"Killingly School District","""0690011""","Killingly Memorial School","""0690311""",8,11,22,27,0,463,531
"Learn","""2450014""","Learn Special Education","""2459014""","*",0,"*","*",0,22,29
"Learn","""2450014""","Regional Multicultural Magnet School","""2450114""",8,25,91,134,0,251,509
"Learn","""2450014""","The Friendship School","""2450214""",9,30,77,130,0,253,499
"Lebanon School District","""0710011""","Lebanon Elementary School","""0710111""",6,9,10,16,0,480,521
"Lebanon School District","""0710011""","Lebanon Middle School","""0715111""","*","*",9,12,0,385,413
"Lebanon School District","""0710011""","Lyman Memorial High School","""0716211""","*","*","*",13,0,580,599
"Ledyard School District","""0720011""","Gales Ferry School","""0720211""","*",13,13,"*",0,168,208
"Ledyard School District","""0720011""","Gallup Hill School","""0720411""",19,27,31,31,0,237,345
"Ledyard School District","""0720011""","Juliet W. Long School","""0720311""",8,13,25,20,0,285,351
"Ledyard School District","""0720011""","Ledyard Center School","""0720111""",33,19,16,20,0,316,404
"Ledyard School District","""0720011""","Ledyard High School","""0726111""",40,53,53,63,0,768,977
"Ledyard School District","""0720011""","Ledyard Middle School","""0725111""",17,26,18,25,0,369,455
"Lisbon School District","""0730011""","Community Connection - The Big Picture High School","""0736011""",0,0,0,0,0,"*","*"
"Lisbon School District","""0730011""","Lisbon Central School","""0730111""","*",23,"*",14,0,505,557
"Litchfield School District","""0740011""","Center School","""0740211""","*",9,"*",18,0,318,348
"Litchfield School District","""0740011""","Litchfield High School","""0746111""","*",14,"*",9,0,547,578
"Litchfield School District","""0740011""","Litchfield Intermediate School","""0740311""","*",7,"*",7,0,257,276
"Madison School District","""0760011""","Daniel Hand High School","""0766111""","*",49,16,"*",0,1151,1230
"Madison School District","""0760011""","Dr. Robert H. Brown Middle School","""0760611""",0,25,"*","*",0,555,593
"Madison School District","""0760011""","Island Avenue Elementary School","""0760211""","*",8,"*",6,0,303,323
"Madison School District","""0760011""","J. Milton Jeffrey Elementary School","""0760111""","*",17,"*",11,0,568,604
"Madison School District","""0760011""","Kathleen H. Ryerson Elementary School","""0760311""","*",18,"*",6,0,294,320
"Madison School District","""0760011""","Walter C. Polson Upper Middle School","""0765211""","*",19,6,"*",0,607,639
"Manchester School District","""0770011""","Nathan Hale School","""0770911""","*","*",116,112,0,72,311
"Manchester School District","""0770011""","Bowers School","""0770111""","*","*",74,74,0,234,412
"Manchester School District","""0770011""","Buckley School","""0770311""","*","*",42,54,0,190,313
"Manchester School District","""0770011""","Elisabeth M. Bennet Academy","""0771711""","*","*",117,97,0,228,467
"Manchester School District","""0770011""","Highland Park School","""0770411""",0,14,44,39,0,185,282
"Manchester School District","""0770011""","Illing Middle School","""0775311""",6,50,203,182,0,430,871
"Manchester School District","""0770011""","Keeney School","""0770611""","*","*",61,49,0,259,395
"Manchester School District","""0770011""","Manchester High School","""0776111""",7,106,401,383,0,1140,2037
"Manchester School District","""0770011""","Manchester Regional Academy","""0779011""","*","*",38,14,0,38,92
"Manchester School District","""0770011""","Martin School","""0771611""",0,19,33,22,0,134,208
"Manchester School District","""0770011""","Robertson School","""0771011""","*",73,128,109,"*",104,420
"Manchester School District","""0770011""","Verplanck School","""0771211""","*","*",114,134,0,98,395
"Manchester School District","""0770011""","Waddell School","""0771311""","*","*",67,60,0,169,336
"Manchester School District","""0770011""","Washington School","""0771411""","*","*",115,95,0,100,324
"Mansfield School District","""0780011""","Annie E. Vinton School","""0780411""","*",19,"*",13,0,208,249
"Mansfield School District","""0780011""","Dorothy C. Goodwin School","""0780211""","*",37,"*",17,0,142,202
"Mansfield School District","""0780011""","Mansfield Middle School","""0785111""","*",53,"*",35,0,467,580
"Mansfield School District","""0780011""","Southeast Elementary School","""0780511""",0,33,10,14,0,190,247
"Marlborough School District","""0790011""","Elmer Thienes-Mary Hall Elementary School","""0790111""",0,28,14,24,0,607,673
"Meriden School District","""0800011""","Nathan Hale School","""0800711""","*","*",84,297,0,248,648
"Meriden School District","""0800011""","Benjamin Franklin School","""0800111""","*","*",57,182,0,206,466
"Meriden School District","""0800011""","Casimir Pulaski School","""0801111""",0,16,111,340,0,229,696
"Meriden School District","""0800011""","Francis T. Maloney High School","""0806111""","*","*",187,490,0,572,1284
"Meriden School District","""0800011""","Hanover School","""0800311""","*","*",31,170,0,312,520
"Meriden School District","""0800011""","Israel Putnam School","""0800411""","*",16,84,245,"*",212,561
"Meriden School District","""0800011""","John Barry School","""0800511""","*","*",77,347,0,100,533
"Meriden School District","""0800011""","Lincoln Middle School","""0805211""","*","*",102,319,0,324,752
"Meriden School District","""0800011""","Orville H. Platt High School","""0806211""","*","*",160,476,0,527,1182
"Meriden School District","""0800011""","Roger Sherman School","""0800811""","*","*",85,285,0,159,554
"Meriden School District","""0800011""","Thomas Hooker School","""0801011""",0,31,18,223,0,234,506
"Meriden School District","""0800011""","Washington Middle School","""0805411""","*","*",159,395,0,336,911
"Middletown School District","""0830011""","Bielefield School","""0830211""","*","*",90,39,0,175,317
"Middletown School District","""0830011""","DEAL Program","""0839011""",0,0,11,"*",0,"*",25
"Middletown School District","""0830011""","Farm Hill School","""0830511""","*","*",61,48,0,177,303
"Middletown School District","""0830011""","Keigwin Middle School","""0831511""","*","*",106,56,0,197,375
"Middletown School District","""0830011""","Lawrence School","""0831311""","*",51,59,"*",0,166,314
"Middletown School District","""0830011""","MacDonough School","""0830911""",0,"*",94,"*",0,64,218
"Middletown School District","""0830011""","Middletown High School","""0836211""","*","*",352,141,0,779,1339
"Middletown School District","""0830011""","Moody School","""0831211""","*","*",81,72,0,272,449
"Middletown School District","""0830011""","Snow School","""0831111""",0,30,99,45,0,178,352
"Middletown School District","""0830011""","Spencer School","""0830111""","*","*",77,45,0,220,368
"Middletown School District","""0830011""","Wesley School","""0831411""","*","*",77,43,0,215,349
"Middletown School District","""0830011""","Woodrow Wilson Middle School","""0835411""","*","*",178,86,0,431,729
"Milford School District","""0840011""","Calf Pen Meadow School","""0840111""","*",16,"*",9,0,287,321
"Milford School District","""0840011""","East Shore Middle School","""0845111""","*",34,"*",26,0,534,614
"Milford School District","""0840011""","Harborside Middle School","""0845211""",0,34,15,21,0,485,555
"Milford School District","""0840011""","J. F. Kennedy School","""0841911""",0,25,9,22,0,336,392
"Milford School District","""0840011""","Jonathan Law High School","""0846211""","*","*",61,82,0,863,1055
"Milford School District","""0840011""","Joseph A. Foran High School","""0846311""","*",46,"*",51,0,894,1031
"Milford School District","""0840011""","Live Oaks School","""0841611""","*",28,14,"*",0,291,345
"Milford School District","""0840011""","Mathewson School","""0841711""",0,56,24,9,0,383,472
"Milford School District","""0840011""","Meadowside School","""0840711""",0,74,16,23,0,247,360
"Milford School District","""0840011""","Orange Avenue School","""0840811""","*",30,"*",15,0,426,485
"Milford School District","""0840011""","Orchard Hills School","""0841811""",0,28,17,21,0,361,427
"Milford School District","""0840011""","Pumpkin Delight School","""0841011""","*",24,"*",27,0,241,310
"Milford School District","""0840011""","Simon Lake School","""0841411""","*",41,"*",41,0,253,363
"Milford School District","""0840011""","West Shore Middle School","""0845311""","*",43,"*",56,0,439,575
"Monroe School District","""0850011""","Chalk Hill School","""0850611""","*",21,"*",35,0,568,639
"Monroe School District","""0850011""","Fawn Hollow Elementary School","""0850511""","*",20,18,"*",0,512,565
"Monroe School District","""0850011""","Jockey Hollow School","""0855211""","*",21,"*",25,0,601,659
"Monroe School District","""0850011""","Masuk High School","""0856111""","*",42,"*",65,0,1201,1345
"Monroe School District","""0850011""","Monroe Elementary School","""0850111""","*",6,"*","*",0,332,348
"Monroe School District","""0850011""","Stepney Elementary School","""0850311""","*",21,"*",16,0,445,489
"Montville School District","""0860011""","Dr. Charles E. Murphy School","""0860711""",10,14,13,31,0,328,396
"Montville School District","""0860011""","Leonard J. Tyl Middle School","""0865111""",22,39,33,33,0,516,643
"Montville School District","""0860011""","Mohegan School","""0860111""",33,86,34,"*","*",246,425
"Montville School District","""0860011""","Montville High School","""0866111""",17,60,45,53,0,655,830
"Montville School District","""0860011""","Oakdale School","""0860511""",18,26,20,30,0,366,460
"Montville School District","""0860011""","Palmer Academy","""0869011""","*",0,"*","*",0,19,23
"Naugatuck School District","""0880011""","Andrew Avenue School","""0880811""","*",18,"*",45,0,154,227
"Naugatuck School District","""0880011""","Central Avenue School","""0880111""",0,21,32,53,0,199,305
"Naugatuck School District","""0880011""","City Hill Middle School","""0885111""","*",18,47,45,"*",359,472
"Naugatuck School District","""0880011""","Cross Street Intermediate School","""0880211""","*","*",37,32,0,329,407
"Naugatuck School District","""0880011""","Head Start","""0888111""","*","*",15,31,0,46,102
"Naugatuck School District","""0880011""","Hillside Intermediate School","""0880411""","*","*",34,57,0,247,353
"Naugatuck School District","""0880011""","Hillside Middle School","""0885211""","*","*",35,34,0,223,305
"Naugatuck School District","""0880011""","Hop Brook Elementary School","""0880511""","*","*",20,47,0,223,310
"Naugatuck School District","""0880011""","Maple Hill School","""0880311""","*","*",44,34,0,346,455
"Naugatuck School District","""0880011""","Naugatuck High School","""0886111""",0,36,94,145,0,1092,1367
"Naugatuck School District","""0880011""","Salem School","""0880611""","*",7,34,39,"*",168,250
"Naugatuck School District","""0880011""","Western School","""0880711""",0,6,22,28,0,206,262
"New Beginnings Inc Family Academy District","""2800013""","New Beginnings Inc Family Academy","""2800113""",0,0,303,49,0,6,358
"New Britain School District","""0890011""","Chamberlain  Elementary School","""0890311""","*","*",86,266,0,76,438
"New Britain School District","""0890011""","Frank J. DiLoreto School","""0891111""",0,"*","*",603,0,108,795
"New Britain School District","""0890011""","Gaffney School","""0890511""",0,26,80,226,0,158,490
"New Britain School District","""0890011""","Holmes School","""0890611""","*","*",56,304,0,114,493
"New Britain School District","""0890011""","House of Arts Letters and Science (HALS)  Academy","""0895411""",0,7,29,43,0,83,162
"New Britain School District","""0890011""","Jefferson School","""0890711""","*","*",62,184,0,104,399
"New Britain School District","""0890011""","Lincoln School","""0890811""","*","*",95,395,0,114,621
"New Britain School District","""0890011""","New Britain High School","""0896111""","*","*",553,1528,0,825,2972
"New Britain School District","""0890011""","Northend School","""0890911""","*","*",62,187,0,39,295
"New Britain School District","""0890011""","Pulaski Middle School","""0895311""","*","*",110,448,0,128,704
"New Britain School District","""0890011""","Roosevelt Middle School","""0895111""",0,7,119,290,0,61,477
"New Britain School District","""0890011""","Slade Middle School","""0895211""","*","*",157,359,0,135,663
"New Britain School District","""0890011""","Smalley Academy","""0891211""",0,9,161,448,0,115,733
"New Britain School District","""0890011""","Smith School","""0891311""",0,15,127,365,0,131,638
"New Britain School District","""0890011""","Vance School","""0891511""","*","*",108,243,0,157,525
"New Canaan School District","""0900011""","East School","""0900411""","*",27,"*",17,0,493,547
"New Canaan School District","""0900011""","New Canaan High School","""0906111""",0,32,16,22,0,1152,1222
"New Canaan School District","""0900011""","Saxe Middle School","""0905111""","*",36,"*",22,0,1193,1266
"New Canaan School District","""0900011""","South School","""0900211""","*",15,"*",12,0,505,535
"New Canaan School District","""0900011""","West School","""0900311""","*",8,"*",11,0,498,519
"New Fairfield School District","""0910011""","Consolidated School","""0910111""","*",12,"*",28,0,612,664
"New Fairfield School District","""0910011""","Meeting House Hill School","""0910211""",0,6,6,25,0,631,668
"New Fairfield School District","""0910011""","New Fairfield High School","""0916111""","*",21,"*",30,0,910,972
"New Fairfield School District","""0910011""","New Fairfield Middle School","""0915211""",0,8,8,28,0,704,748
"New Hartford School District","""0920011""","Ann Antolini School","""0920311""",0,"*",0,"*",0,334,338
"New Hartford School District","""0920011""","Bakerville Consolidated School","""0920111""",0,"*","*","*",0,154,159
"New Hartford School District","""0920011""","Bridges I","""0929011""",0,0,"*",0,0,"*",7
"New Hartford School District","""0920011""","New Hartford Elementary School","""0920211""",0,0,0,"*",0,"*",116
"New Haven School District","""0930011""","Edgewood School","""0931211""","*","*",271,54,0,115,451
"New Haven School District","""0930011""","Nathan Hale School","""0931411""","*",8,70,174,"*",297,555
"New Haven School District","""0930011""","Augusta Lewis Troup School","""0931511""",0,"*",376,161,0,"*",549
"New Haven School District","""0930011""","Barnard Environmental Magnet School","""0930211""","*",0,333,85,0,"*",479
"New Haven School District","""0930011""","Beecher School","""0930311""",0,8,398,61,0,25,492
"New Haven School District","""0930011""","Benjamin Jepson Magnet School","""0931811""",0,6,191,153,0,122,472
"New Haven School District","""0930011""","Betsy Ross Arts Magnet School","""0935511""",0,"*",225,"*",0,120,458
"New Haven School District","""0930011""","Bishop Woods Architecture and Design Magnet School","""0934311""",0,14,160,142,0,37,353
"New Haven School District","""0930011""","Celentano BioTech, Health and Medical Magnet School","""0934811""","*","*",306,98,0,49,467
"New Haven School District","""0930011""","Clarence Rogers School","""0930511""","*","*",96,24,0,9,132
"New Haven School District","""0930011""","Clinton Avenue School","""0930611""",0,"*",137,383,0,"*",546
"New Haven School District","""0930011""","Columbus Family Academy","""0934111""",0,0,"*",366,0,"*",396
"New Haven School District","""0930011""","Conte/West Hills Magnet School","""0933111""","*","*",325,252,0,49,629
"New Haven School District","""0930011""","Cooperative High School","""0936411""",0,6,226,112,0,110,454
"New Haven School District","""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","""0936811""",0,"*",150,31,0,"*",192
"New Haven School District","""0930011""","Davis 21st Century Magnet Elementary School","""0930911""",6,10,260,41,0,74,391
"New Haven School District","""0930011""","Dwight Early Childhood Program","""0938211""",0,0,34,"*",0,"*",43
"New Haven School District","""0930011""","Early Learning Center","""0938111""",0,"*",86,17,0,"*",107
"New Haven School District","""0930011""","East Rock Community Magnet School","""0934611""","*","*",329,196,0,44,590
"New Haven School District","""0930011""","Engineering - Science University Magnet School","""0931711""",0,"*",41,"*",0,18,80
"New Haven School District","""0930011""","Fair Haven School","""0931611""",0,0,91,455,0,15,561
"New Haven School District","""0930011""","Headstart","""0938011""",0,"*",114,290,0,"*",413
"New Haven School District","""0930011""","Helene Grant HeadStart","""0938311""","*","*",295,113,0,9,422
"New Haven School District","""0930011""","High School In The Community","""0936611""",0,"*",148,84,0,"*",311
"New Haven School District","""0930011""","Hill Central Music Academy","""0930711""",0,0,"*",338,0,"*",439
"New Haven School District","""0930011""","Hill Regional Career High School","""0936311""",0,20,368,202,0,119,709
"New Haven School District","""0930011""","James Hillhouse High School","""0936211""","*","*",846,151,0,13,1015
"New Haven School District","""0930011""","John C. Daniels","""0931311""",0,"*",109,378,0,"*",530
"New Haven School District","""0930011""","John S. Martinez Sea and Sky STEM School","""0930811""","*",0,98,461,0,"*",580
"New Haven School District","""0930011""","Katherine Brennan School","""0930411""",0,0,157,31,0,6,194
"New Haven School District","""0930011""","King/Robinson Magnet School","""0933011""",0,14,344,37,0,46,441
