"Student Counts by School and Race"
"All Districts, All Schools"
"2014-15"

"",,,,"Race",,,,,,,
"East Hartford School District","""0430011""","Joseph O. Goodwin School","""0430411""",0,"*",95,96,0,"*",92,298
"East Hartford School District","""0430011""","Robert J. O'Brien School","""0431811""","*",19,184,237,0,"*",45,494
"East Hartford School District","""0430011""","Silver Lane School","""0431211""","*",0,117,138,0,"*",26,284
"East Hartford School District","""0430011""","Stevens Alternate High School","""0436411""",0,"*",46,56,0,0,"*",119
"East Hartford School District","""0430011""","Sunset Ridge Middle School","""0432411""",0,"*",56,66,0,0,"*",146
"East Hartford School District","""0430011""","Willowbrook Early Childhood","""0438011""",0,"*",55,126,0,"*",32,229
"East Hartford School District","""0430011""","Woodland School","""0439011""",0,0,52,74,0,0,44,170
"East Haven School District","""0440011""","Carbone School/East Haven Academy","""0441711""",0,16,"*",35,0,"*",205,265
"East Haven School District","""0440011""","D. C. Moore School","""0441411""","*",11,"*",46,0,"*",143,208
"East Haven School District","""0440011""","Deer Run School","""0440111""",0,21,7,52,0,9,223,312
"East Haven School District","""0440011""","Dominick H. Ferrara School","""0441311""","*",8,7,36,0,"*",124,178
"East Haven School District","""0440011""","East Haven High School","""0446111""","*",27,29,152,"*",6,664,880
"East Haven School District","""0440011""","Grove J. Tuttle School","""0441011""",0,8,"*",42,0,"*",117,178
"East Haven School District","""0440011""","Joseph Melillo Middle School","""0445111""",0,32,26,148,0,12,364,582
"East Haven School District","""0440011""","Momauguin School","""0440711""",0,"*",12,40,0,"*",86,147
"East Haven School District","""0440011""","Overbrook Elementary School","""0441811""","*","*",9,68,0,6,96,183
"East Lyme School District","""0450011""","Abilities in Motion (AIM) Program","""0450511""",0,0,0,0,0,0,16,16
"East Lyme School District","""0450011""","Coastal Connections","""0450611""",0,0,0,"*",0,0,"*",16
"East Lyme School District","""0450011""","East Lyme High School","""0456111""","*",97,23,35,0,"*",885,1053
"East Lyme School District","""0450011""","East Lyme Middle School","""0455111""","*",90,21,51,"*",12,684,861
"East Lyme School District","""0450011""","Flanders School","""0450111""",0,38,"*",20,0,"*",278,348
"East Lyme School District","""0450011""","Integrated Preschool","""0458011""",0,"*",0,"*",0,0,42,46
"East Lyme School District","""0450011""","Lillie B. Haynes School","""0450411""","*",31,6,24,"*","*",245,314
"East Lyme School District","""0450011""","Niantic Center School","""0450211""",0,"*","*",10,0,9,149,179
"East Windsor School District","""0470011""","Broad Brook Elementary School","""0470111""","*",43,44,86,"*",22,283,480
"East Windsor School District","""0470011""","East Windsor High School","""0476111""",0,10,46,47,0,16,213,332
"East Windsor School District","""0470011""","East Windsor Middle School","""0475411""","*","*",41,40,0,16,205,313
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","Arts at the Capitol Theater Magnet School (ACT)","""2536014""","*","*",11,20,0,"*",102,141
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","EastConn Special Education","""2539014""",0,"*",8,14,0,"*",83,110
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","Quinebaug Middle College","""2536114""","*","*","*",37,0,"*",114,160
"Eastford School District","""0390011""","Eastford Elementary School","""0390111""","*","*",0,"*",0,"*",129,139
"Easton School District","""0460011""","Helen Keller Middle School","""0465111""",0,14,"*",13,0,"*",289,323
"Easton School District","""0460011""","Samuel Staples Elementary School","""0460111""","*",38,"*",38,"*",22,507,612
"EdAdvance","""2420014""","EdAdvance Headstart","""2428014""",18,6,"*",27,"*","*",159,220
"EdAdvance","""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","""2429014""",0,0,"*",11,0,"*",14,30
"Ellington School District","""0480011""","Center School","""0480111""",0,"*","*",13,0,"*",348,376
"Ellington School District","""0480011""","Crystal Lake School","""0480211""",0,"*","*",11,0,7,172,198
"Ellington School District","""0480011""","Ellington High School","""0486111""","*",28,31,37,0,"*",649,773
"Ellington School District","""0480011""","Ellington Middle School","""0485111""",0,24,21,19,0,10,360,434
"Ellington School District","""0480011""","Windermere Intermediate School","""0480711""",0,30,14,18,0,12,361,435
"Ellington School District","""0480011""","Windermere School","""0480611""","*",74,28,24,0,"*",298,439
"Elm City College Preparatory School District","""2890013""","Elm City College Preparatory School","""2890113""","*","*",473,146,0,"*",8,635
"Elm City Montessori School District","""2910013""","Elm City Montessori School","""2910113""",0,"*",29,19,0,"*",19,70
"Enfield School District","""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","""0490511""",0,"*",0,"*",0,0,"*",6
"Enfield School District","""0490011""","Edgar H. Parkman School","""0491311""","*",7,16,35,"*",17,248,326
"Enfield School District","""0490011""","Eli Whitney School","""0491611""","*","*",17,52,0,21,273,377
"Enfield School District","""0490011""","Enfield High School","""0496111""","*",14,54,80,"*",22,537,709
"Enfield School District","""0490011""","Enfield Street - Autism Spectrum Disorder (ASD)","""0490311""",0,0,0,"*",0,0,"*",6
"Enfield School District","""0490011""","Enfield Street School","""0490211""",0,17,9,49,0,14,197,286
"Enfield School District","""0490011""","Enfield Transitional Learning Academy","""0499011""",0,0,0,0,0,"*","*",10
"Enfield School District","""0490011""","Enrico Fermi High School","""0496211""","*",23,48,56,"*",38,715,887
"Enfield School District","""0490011""","Hazardville Memorial School","""0490411""","*",12,17,56,0,"*",263,360
"Enfield School District","""0490011""","Head Start Program","""0498011""",0,"*",10,30,0,"*",54,104
"Enfield School District","""0490011""","Henry Barnard - Educational Counseling Program (ECP)","""0490611""",0,0,0,0,0,"*","*","*"
"Enfield School District","""0490011""","Henry Barnard School","""0491811""",0,15,28,50,0,17,246,356
"Enfield School District","""0490011""","John F. Kennedy Middle School","""0495211""","*",30,67,131,"*",60,806,1099
"Enfield School District","""0490011""","Nathan Hale - Primary Adaptive Learning (PAL)","""0490811""",0,"*",0,0,0,0,"*",6
"Enfield School District","""0490011""","Nathan Hale School","""0491111""",0,"*","*",16,0,6,195,223
"Enfield School District","""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","""0490711""",0,0,0,"*",0,"*","*",6
"Enfield School District","""0490011""","Prudence Crandall School","""0491511""","*",8,15,43,"*",25,293,389
"Essex School District","""0500011""","Essex Elementary School","""0500111""",0,"*","*",22,0,19,394,451
"Explorations District","""2720013""","Explorations","""2726113""","*",0,"*","*",0,"*",77,88
"Fairfield School District","""0510011""","Burr Elementary School","""0510211""",0,26,10,21,0,20,351,428
"Fairfield School District","""0510011""","Dwight Elementary School","""0510111""","*",15,"*",16,0,8,272,319
"Fairfield School District","""0510011""","Early Childhood Center","""0518011""",0,8,"*",20,0,"*",79,111
"Fairfield School District","""0510011""","Fairfield Ludlowe High School","""0516011""",0,65,33,100,0,31,1312,1541
"Fairfield School District","""0510011""","Fairfield Warde High School","""0516211""","*",84,58,160,0,"*",1106,1442
"Fairfield School District","""0510011""","Fairfield Woods Middle School","""0515211""",0,68,22,74,0,20,731,915
"Fairfield School District","""0510011""","Holland Hill School","""0510411""",0,36,"*",71,"*",17,272,407
"Fairfield School District","""0510011""","Jennings School","""0511711""",0,12,13,30,0,8,261,324
"Fairfield School District","""0510011""","McKinley School","""0510611""",0,57,36,102,0,22,225,442
"Fairfield School District","""0510011""","Mill Hill School","""0510711""",0,14,"*",27,"*",7,359,413
"Fairfield School District","""0510011""","North Stratfield School","""0511611""",0,25,9,42,0,21,344,441
"Fairfield School District","""0510011""","Osborn Hill School","""0511811""",0,26,8,13,0,14,442,503
"Fairfield School District","""0510011""","Riverfield School","""0511211""","*",14,"*",15,0,14,349,398
"Fairfield School District","""0510011""","Roger Ludlowe Middle School","""0515311""","*",31,"*",45,0,20,696,805
"Fairfield School District","""0510011""","Sherman School","""0511311""","*",15,"*",28,0,18,410,475
"Fairfield School District","""0510011""","Stratfield School","""0511411""",0,25,"*",42,"*",16,372,460
"Fairfield School District","""0510011""","Tomlinson Middle School","""0515111""","*",43,"*",95,0,34,525,720
"Fairfield School District","""0510011""","Walter Fitzgerald Campus","""0510311""",0,0,"*","*",0,"*",24,33
"Farmington School District","""0520011""","East Farms School","""0520411""",0,116,25,31,0,6,267,445
"Farmington School District","""0520011""","Farmington Alternative High School","""0520611""",0,0,"*","*",0,0,9,13
"Farmington School District","""0520011""","Farmington Collaborative PK","""0528011""",0,13,"*",6,0,"*",52,78
"Farmington School District","""0520011""","Farmington High School","""0526111""","*",164,82,79,0,"*",929,1264
"Farmington School District","""0520011""","Irving A. Robbins Middle School","""0525111""",0,104,"*",33,0,"*",399,570
"Farmington School District","""0520011""","Noah Wallace School","""0520211""",0,84,15,22,0,10,203,334
"Farmington School District","""0520011""","Union School","""0520111""",0,43,"*",38,0,"*",203,305
"Farmington School District","""0520011""","West District School","""0520311""","*",60,10,19,0,"*",222,315
"Farmington School District","""0520011""","West Woods Upper Elementary School","""0520511""","*",112,28,31,0,"*",494,673
"Franklin School District","""0530011""","Franklin Elementary School","""0530111""",0,"*",0,9,"*","*",150,167
"Glastonbury School District","""0540011""","Alternate Program","""0541311""",0,0,0,0,0,0,"*","*"
"Glastonbury School District","""0540011""","Buttonball Lane School","""0540211""",0,53,9,29,0,27,332,450
"Glastonbury School District","""0540011""","Eastbury School","""0540311""","*",30,"*",7,0,14,207,260
"Glastonbury School District","""0540011""","Gideon Welles School","""0540811""","*",46,"*",37,0,24,397,519
"Glastonbury School District","""0540011""","Glastonbury High School","""0546111""","*",212,87,157,"*",49,1530,2038
"Glastonbury School District","""0540011""","Hebron Avenue School","""0540411""","*",40,"*",21,0,12,314,397
"Glastonbury School District","""0540011""","Hopewell School","""0540611""",0,49,"*",29,0,"*",310,411
"Glastonbury School District","""0540011""","Links Academy","""0540111""",0,0,0,"*",0,0,"*",16
"Glastonbury School District","""0540011""","Links Transition","""0541411""",0,"*","*",0,0,"*",12,17
"Glastonbury School District","""0540011""","Naubuc School","""0540711""","*",44,27,61,0,"*",232,387
"Glastonbury School District","""0540011""","Nayaug Elementary School","""0540911""",0,19,13,44,0,26,448,550
"Glastonbury School District","""0540011""","PreK-Eastbury","""0540511""",0,0,0,"*",0,0,"*",18
"Glastonbury School District","""0540011""","PreK-Nayaug","""0541011""",0,"*","*",0,0,0,16,20
"Glastonbury School District","""0540011""","Pride-Hebron Avenue","""0541111""",0,0,0,"*",0,"*","*","*"
"Glastonbury School District","""0540011""","Pride-Nayaug","""0541211""",0,"*",0,"*",0,"*","*",8
"Glastonbury School District","""0540011""","Smith Middle School","""0545211""","*",89,30,71,"*",39,798,1031
"Granby School District","""0560011""","Frank M. Kearns Primary School","""0560111""","*",9,26,"*",0,9,328,378
"Granby School District","""0560011""","Granby Memorial High School","""0566111""","*","*",27,26,0,16,600,683
"Granby School District","""0560011""","Granby Memorial Middle School","""0565111""","*","*",16,16,0,12,279,330
"Granby School District","""0560011""","Kelly Lane Primary School","""0560411""","*","*",12,9,0,10,247,280
"Granby School District","""0560011""","Wells Road Intermediate School","""0560311""",0,"*",10,13,0,"*",249,283
"Great Oaks Charter School District","""2940013""","Great Oaks Charter School","""2940113""",0,"*",71,50,0,"*","*",127
"Greenwich School District","""0570011""","Central Middle School","""0575111""","*",52,"*",88,0,22,401,578
"Greenwich School District","""0570011""","Community Connections","""0571211""",0,0,"*",0,0,0,"*",10
"Greenwich School District","""0570011""","Cos Cob School","""0570211""",0,48,6,68,0,33,283,438
"Greenwich School District","""0570011""","Eastern Middle School","""0575211""","*",74,7,90,"*",30,608,811
"Greenwich School District","""0570011""","Glenville School","""0570411""",0,52,"*",53,0,"*",300,424
"Greenwich School District","""0570011""","Greenwich Alternative High School","""0571411""",0,"*","*",24,0,0,12,46
"Greenwich School District","""0570011""","Greenwich High School","""0576111""","*",181,82,443,0,"*",1740,2501
"Greenwich School District","""0570011""","Hamilton Avenue School","""0570511""","*",23,44,199,0,"*",118,391
"Greenwich School District","""0570011""","International School At Dundee","""0571311""",0,62,"*",46,"*",23,223,370
"Greenwich School District","""0570011""","Julian Curtiss School","""0570311""",0,41,"*",102,"*",28,181,369
"Greenwich School District","""0570011""","New Lebanon School","""0570611""",0,12,12,169,0,6,65,264
"Greenwich School District","""0570011""","North Mianus School","""0570711""",0,69,"*",63,"*",19,331,487
"Greenwich School District","""0570011""","North Street School","""0570811""","*",33,"*",37,0,31,276,384
"Greenwich School District","""0570011""","Old Greenwich School","""0570911""",0,23,"*",44,0,"*",340,432
"Greenwich School District","""0570011""","Parkway School","""0571111""",0,11,"*",33,0,"*",205,258
"Greenwich School District","""0570011""","Riverside School","""0571011""",0,32,0,96,0,12,357,497
"Greenwich School District","""0570011""","Western Middle School","""0575311""","*",28,28,180,0,"*",283,532
"Griswold School District","""0580011""","Griswold Alternative School","""0580111""",0,0,0,"*",0,0,"*",15
"Griswold School District","""0580011""","Griswold Elementary School","""0580311""","*",8,16,51,"*",64,612,756
"Griswold School District","""0580011""","Griswold High School","""0586211""","*","*",19,28,0,12,497,571
"Griswold School District","""0580011""","Griswold Middle School","""0585111""","*",11,20,37,"*",31,436,547
"Groton School District","""0590011""","Carl C. Cutler Middle School","""0595311""",7,42,26,56,0,18,312,461
"Groton School District","""0590011""","Catherine Kolnaski Magnet School","""0592011""",0,31,50,126,0,40,153,400
"Groton School District","""0590011""","Charles Barnum School","""0591811""","*",18,22,47,"*",24,243,358
"Groton School District","""0590011""","Claude Chester School","""0590311""","*","*",50,106,0,47,121,356
"Groton School District","""0590011""","Mary Morrisson School","""0591711""","*",38,33,88,"*",40,194,396
"Groton School District","""0590011""","Northeast Academy Elementary School","""0591911""","*",31,"*",40,"*",18,303,399
"Groton School District","""0590011""","Pleasant Valley School","""0591211""","*",17,26,50,"*",30,162,287
"Groton School District","""0590011""","Robert E. Fitch High School","""0596111""","*",78,131,173,"*",43,645,1089
"Groton School District","""0590011""","S. B. Butler School","""0590111""",6,11,11,32,0,33,216,309
"Groton School District","""0590011""","West Side Middle School","""0595211""","*",22,62,121,"*",33,231,473
"Guilford School District","""0600011""","A. Baldwin Middle School","""0600711""",0,23,7,29,0,14,461,534
"Guilford School District","""0600011""","A. W. Cox School","""0600611""",0,"*","*",19,0,20,268,322
"Guilford School District","""0600011""","Calvin Leete School","""0600411""",0,"*","*",14,"*",8,231,262
"Guilford School District","""0600011""","E. C. Adams Middle School","""0605111""",0,19,7,45,0,17,471,559
"Guilford School District","""0600011""","Guilford High School","""0606111""",0,45,"*",48,"*",17,952,1076
"Guilford School District","""0600011""","Guilford Lakes School","""0600211""","*",17,"*",19,0,7,278,329
"Guilford School District","""0600011""","Melissa Jones School","""0600311""",0,11,"*",24,"*",14,264,318
"Hamden School District","""0620011""","Alice Peck Learning Center","""0628011""",0,"*",50,39,0,"*",45,150
"Hamden School District","""0620011""","Bear Path School","""0621211""",0,45,43,57,0,28,275,448
"Hamden School District","""0620011""","Church Street School","""0620211""","*",15,137,109,0,"*",55,327
"Hamden School District","""0620011""","Dunbar Hill School","""0620311""",0,19,103,47,0,25,102,296
"Hamden School District","""0620011""","Hamden Collaborative Learning Center","""0620511""",0,0,37,"*",0,"*",19,72
"Hamden School District","""0620011""","Hamden High School","""0626111""","*",106,581,283,"*",44,679,1696
"Hamden School District","""0620011""","Hamden Middle School","""0625211""","*",55,237,147,0,"*",331,803
"Hamden School District","""0620011""","Helen Street School","""0620411""","*","*",121,113,0,26,55,331
"Hamden School District","""0620011""","Ridge Hill School","""0621111""",0,29,107,100,0,12,74,322
"Hamden School District","""0620011""","Shepherd Glen School","""0620111""","*",76,100,46,0,"*",84,320
"Hamden School District","""0620011""","Spring Glen School","""0621011""",0,"*",80,32,"*",32,281,434
"Hamden School District","""0620011""","West Woods School","""0621411""","*",78,42,25,0,"*",272,430
"Hampton School District","""0630011""","Hampton Elementary School","""0630111""",0,"*",0,10,0,"*",93,105
"Hartford School District","""0640011""","Asian Studies Academy at Bellizzi School","""0640711""","*",11,100,484,"*",17,42,662
"Hartford School District","""0640011""","Autism Program - Clark School","""0644511""",0,"*","*",10,0,0,0,18
"Hartford School District","""0640011""","Autism Program - Fred D. Wish Museum School","""0644211""",0,0,11,11,"*",0,"*",24
"Hartford School District","""0640011""","Autism Program - Hooker School","""0644311""",0,0,"*","*",0,0,0,7
"Hartford School District","""0640011""","Autism Program - Naylor School","""0645711""",0,0,"*",18,0,0,"*",23
"Hartford School District","""0640011""","Autism Program - Rawson School","""0644411""",0,0,"*",7,0,0,"*",12
"Hartford School District","""0640011""","Batchelder School","""0640411""","*",11,82,357,0,"*",8,466
"Hartford School District","""0640011""","Betances Early Reading Lab Magnet School","""0642811""",0,41,57,134,0,7,49,288
"Hartford School District","""0640011""","Betances STEM Magnet School","""0643811""",0,"*",55,110,0,"*",50,253
"Hartford School District","""0640011""","Breakthrough II Magnet School","""0643511""","*","*",147,98,0,21,41,318
"Hartford School District","""0640011""","Breakthrough Magnet School","""0643311""",0,10,93,165,0,8,81,357
"Hartford School District","""0640011""","Bulkeley High School","""0647111""","*",10,91,223,"*",16,30,373
"Hartford School District","""0640011""","Bulkeley High School Lower School","""0646111""","*",19,116,323,"*",8,18,489
"Hartford School District","""0640011""","Burns Latino Studies Academy","""0640611""","*",17,88,450,"*",8,16,581
"Hartford School District","""0640011""","Burr School","""0642311""","*",23,98,505,"*",12,43,684
"Hartford School District","""0640011""","Capital Community College Magnet Academy","""0643911""",0,0,18,23,0,"*","*",47
"Hartford School District","""0640011""","Capital Preparatory Magnet School","""0646911""","*",7,370,137,"*",31,125,672
"Hartford School District","""0640011""","Clark School","""0642411""",0,0,127,200,0,"*","*",335
"Hartford School District","""0640011""","Classical Magnet School","""0646411""",0,"*",277,212,"*",37,157,702
"Hartford School District","""0640011""","Culinary Arts Academy at Weaver High School","""0646011""","*",0,141,121,0,"*",6,275
"Hartford School District","""0640011""","EDP - Betances School","""0645811""",0,0,"*","*",0,0,0,8
"Hartford School District","""0640011""","EDP - Bulkeley High School","""0648311""",0,0,"*","*",0,0,"*","*"
"Hartford School District","""0640011""","EDP - HPHS Engineering and Green Technology Academy","""0648211""",0,0,"*",9,0,"*",0,19
"Hartford School District","""0640011""","EDP - M.D. Fox School","""0645911""",0,0,7,21,0,0,0,28
"Hartford School District","""0640011""","EDP - McDonough Middle School","""0648111""",0,0,"*","*",0,0,0,"*"
"Hartford School District","""0640011""","Early Childhood Development Center (ECDC)","""0644111""",0,0,0,"*",0,0,0,"*"
"Hartford School District","""0640011""","Environmental Sciences Magnet at Hooker School","""0640911""","*",29,69,322,0,"*",171,607
"Hartford School District","""0640011""","Expeditionary Learning Academy at Moylan School","""0643211""",0,"*",88,456,0,"*",20,577
"Hartford School District","""0640011""","Global Communications Academy","""0643611""",0,0,391,205,"*",14,"*",621
"Hartford School District","""0640011""","Great Path Academy at MCC","""0647911""",0,"*",96,80,"*",13,59,256
"Hartford School District","""0640011""","HPHS Engineering and Green Technology Academy","""0647211""",0,11,123,208,0,12,18,372
"Hartford School District","""0640011""","HPHS Law and Government Academy","""0647411""",0,17,133,219,"*","*",14,389
"Hartford School District","""0640011""","HPHS Nursing and Health Sciences Academy","""0647511""",0,"*",143,219,"*",10,12,393
"Hartford School District","""0640011""","Hartford Magnet Trinity College Academy","""0645411""","*",26,232,450,"*",37,243,1001
"Hartford School District","""0640011""","Hartford PreKindergarten Magnet School","""0641311""","*",27,37,33,0,"*",41,144
"Hartford School District","""0640011""","High School, Inc.","""0647611""",0,7,131,109,"*","*","*",256
"Hartford School District","""0640011""","High Step Transition","""0648411""",0,0,"*","*",0,"*",0,10
"Hartford School District","""0640011""","Journalism and Media Academy Magnet School","""0647711""",0,"*",115,50,0,"*",15,190
"Hartford School District","""0640011""","Kennelly School","""0641011""","*",8,95,472,"*",11,30,621
"Hartford School District","""0640011""","Kinsella Magnet School of Performing Arts","""0641111""","*",16,227,378,"*",39,220,884
"Hartford School District","""0640011""","M. D. Fox School","""0640811""","*",34,82,451,0,"*",28,602
"Hartford School District","""0640011""","M. L. King, Jr. School","""0641611""",0,"*",226,75,0,19,"*",329
"Hartford School District","""0640011""","MDP - Batchelder School","""0644811""",0,0,"*",7,0,0,"*",12
"Hartford School District","""0640011""","MDP - Bulkeley High School","""0645011""",0,"*","*",10,0,0,0,21
"Hartford School District","""0640011""","MDP - HPHS Law and Government Academy","""0644911""",0,0,9,14,0,0,0,23
"Hartford School District","""0640011""","MDP - Moylan School","""0648511""",0,0,0,"*",0,0,"*","*"
"Hartford School District","""0640011""","McDonough Middle School","""0641211""","*","*",33,212,0,"*","*",252
"Hartford School District","""0640011""","Milner School","""0641911""","*",0,163,149,"*","*",10,330
"Hartford School District","""0640011""","Montessori Magnet at Fisher School","""0643711""",0,36,114,60,0,16,97,323
"Hartford School District","""0640011""","Montessori Magnet at Moylan School","""0640511""","*",18,40,91,0,"*",51,212
"Hartford School District","""0640011""","Naylor/CCSU Leadership Academy","""0641411""","*",14,69,409,"*",32,154,682
"Hartford School District","""0640011""","New Visions Program","""0642711""",0,0,25,23,0,"*","*",51
"Hartford School District","""0640011""","OPPortunity High School","""0647811""",0,0,47,74,0,"*","*",127
"Hartford School District","""0640011""","Parkville Community School","""0641511""","*",7,66,421,"*","*",33,532
"Hartford School District","""0640011""","Pathways Academy of Technology and Design","""0646611""","*","*",112,141,"*",15,102,375
"Hartford School District","""0640011""","Rawson School","""0641711""",0,6,381,76,7,8,6,484
"Hartford School District","""0640011""","Renzulli Gifted and Talented Academy","""0644011""",0,"*",49,19,0,"*",9,83
"Hartford School District","""0640011""","SAND School","""0640111""",0,0,128,260,"*","*",7,402
"Hartford School District","""0640011""","STEM Magnet at Fisher School","""0642511""",0,59,144,50,"*","*",95,360
"Hartford School District","""0640011""","Sanchez School","""0643011""",0,"*",45,417,"*","*",14,485
"Hartford School District","""0640011""","Simpson-Waverly School","""0642611""","*",0,161,122,"*","*","*",295
"Hartford School District","""0640011""","Sports and Medical Sciences Academy","""0646511""","*",27,134,307,"*",38,192,702
"Hartford School District","""0640011""","University High School of Science and Engineering","""0646711""","*",41,143,77,"*",24,136,423
"Hartford School District","""0640011""","Webster Micro Society Magnet School","""0642011""","*",19,283,185,"*",31,157,678
"Hartford School District","""0640011""","West Middle School","""0642111""",0,44,173,146,0,6,11,380
"Hartford School District","""0640011""","Wish Museum School","""0642211""","*",0,145,146,0,6,"*",303
"Hartland School District","""0650011""","Hartland School","""0650111""","*","*","*","*",0,"*",189,201
"Hebron School District","""0670011""","Gilead Hill School","""0670211""","*","*","*",16,0,7,265,294
"Hebron School District","""0670011""","Hebron Elementary School","""0670111""",0,"*",0,19,0,"*",455,491
"Highville Charter School District","""2860013""","Highville Charter School","""2860113""",0,"*",382,15,0,"*","*",403
"Integrated Day Charter School District","""2640013""","Integrated Day Charter School","""2640113""","*",36,28,46,0,"*",193,331
"Interdistrict School for Arts and Comm District","""2650013""","Interdistrict School For Arts And Communication","""2655113""","*","*",36,129,0,25,64,262
"Jumoke Academy District","""2610013""","Jumoke Academy","""2610113""","*",0,694,11,"*",6,"*",716
"Kent School District","""0680011""","Kent Center School","""0680111""",0,10,0,24,0,13,207,254
"Kent School District","""0680011""","LEAPSS","""0680211""",0,0,0,0,0,0,"*","*"
"Killingly School District","""0690011""","Goodyear Early Childhood Center","""0698011""",0,0,"*",8,0,"*",101,111
"Killingly School District","""0690011""","Killingly Alternative Learning Program","""0690611""","*",0,0,0,0,0,"*",21
"Killingly School District","""0690011""","Killingly Central School","""0690111""","*","*",6,25,0,8,337,382
"Killingly School District","""0690011""","Killingly High School","""0696111""",9,13,14,17,0,27,712,792
"Killingly School District","""0690011""","Killingly Intermediate School","""0695211""",7,13,11,24,0,53,607,715
"Killingly School District","""0690011""","Killingly Memorial School","""0690311""","*",16,"*",49,0,12,402,483
"Learn","""2450014""","Connecticut River Academy","""2456014""",0,"*",94,162,"*",10,131,407
"Learn","""2450014""","Dual Language & Arts Magnet Middle School","""2455014""",0,"*","*",59,0,15,48,138
"Learn","""2450014""","Learn ABA Program at Center School","""2451214""",0,0,"*","*",0,0,"*","*"
"Learn","""2450014""","Learn Haynes Elementary Intensive Program","""2451114""",0,"*","*","*",0,"*","*",10
"Learn","""2450014""","Learn High School ABA","""2450614""",0,"*",0,0,0,0,"*","*"
"Learn","""2450014""","Learn Kelly Middle School Intensive Program","""2450914""",0,0,0,0,0,0,"*","*"
"Learn","""2450014""","Learn Ledyard RICHES Program","""2450714""",0,0,"*",0,0,0,"*","*"
"Learn","""2450014""","Learn Pathways Program","""2450514""",0,0,0,0,0,0,"*","*"
"Learn","""2450014""","Learn SAILS Middle School Program","""2450814""",0,0,0,"*",0,"*","*",6
"Learn","""2450014""","Learn SAILS Program at Salem","""2451014""",0,0,"*",0,0,0,"*",6
"Learn","""2450014""","Learn STS 18-21 Year Old Program","""2450414""",0,0,0,0,0,0,"*","*"
"Learn","""2450014""","Marine Science Magnet High School of Southeastern Connecticut","""2456114""","*",7,15,52,"*",27,164,272
"Learn","""2450014""","Regional Multicultural Magnet School","""2450114""",0,"*",46,173,"*",77,205,533
"Learn","""2450014""","Riverside Magnet School at Goodwin College","""2450314""",0,"*",74,111,"*",12,98,307
"Learn","""2450014""","The Friendship School","""2450214""","*","*",40,149,0,40,268,512
"Learn","""2450014""","Three Rivers Middle College Magnet School","""2456214""",0,0,10,"*",0,"*",41,61
"Lebanon School District","""0710011""","Lebanon Elementary School","""0710111""","*",7,15,21,"*",0,328,378
"Lebanon School District","""0710011""","Lebanon Middle School","""0715111""","*","*","*",13,"*","*",306,336
"Lebanon School District","""0710011""","Lyman Memorial High School","""0716211""",7,"*","*",10,0,0,358,381
"Ledyard School District","""0720011""","Gales Ferry School","""0720211""",0,"*","*",17,0,16,154,193
"Ledyard School District","""0720011""","Gallup Hill School","""0720411""",23,"*",20,47,"*",25,237,362
"Ledyard School District","""0720011""","Juliet W. Long School","""0720311""","*","*",18,31,0,20,216,294
"Ledyard School District","""0720011""","Ledyard Center School","""0720111""",26,"*",26,31,"*",23,286,415
"Ledyard School District","""0720011""","Ledyard High School","""0726111""",30,32,66,82,0,13,673,896
"Ledyard School District","""0720011""","Ledyard Middle School","""0725111""",15,17,20,28,"*","*",263,350
"Lisbon School District","""0730011""","Lisbon Central School","""0730111""","*","*","*",25,"*",28,333,398
"Litchfield School District","""0740011""","Center School","""0740211""","*",6,0,9,"*","*",252,272
"Litchfield School District","""0740011""","Litchfield High School","""0746111""",0,7,7,22,"*","*",435,477
"Litchfield School District","""0740011""","Litchfield Intermediate School","""0740311""",0,"*",0,11,6,"*",208,229
"Madison School District","""0760011""","Daniel Hand High School","""0766111""","*",44,13,28,"*",24,1116,1229
"Madison School District","""0760011""","Dr. Robert H. Brown Middle School","""0760611""","*",18,"*",14,0,13,441,488
"Madison School District","""0760011""","Island Avenue Elementary School","""0760211""",0,9,"*",14,"*",7,239,273
"Madison School District","""0760011""","J. Milton Jeffrey Elementary School","""0760111""",0,"*","*",14,0,16,299,339
"Madison School District","""0760011""","Kathleen H. Ryerson Elementary School","""0760311""","*",15,"*",10,0,12,197,237
"Madison School District","""0760011""","Town Campus Learning Center","""0769011""",0,"*",0,"*",0,"*",37,43
"Madison School District","""0760011""","Walter C. Polson Upper Middle School","""0765211""","*",23,"*",15,0,17,492,552
"Manchester School District","""0770011""","Bentley Alternative Education Program","""0770211""","*","*",7,12,0,"*",28,51
"Manchester School District","""0770011""","Bowers School","""0770111""","*",17,67,116,"*",16,197,417
"Manchester School District","""0770011""","Buckley School","""0770311""","*",36,46,58,0,"*",190,349
"Manchester School District","""0770011""","Elisabeth M. Bennet Academy","""0771711""","*",28,92,97,0,"*",168,404
"Manchester School District","""0770011""","Highland Park School","""0770411""","*",11,47,64,"*",8,140,274
"Manchester School District","""0770011""","Illing Middle School","""0775311""","*",54,187,233,0,"*",290,807
"Manchester School District","""0770011""","Keeney School","""0770611""",0,35,44,68,0,18,171,336
