"Student Counts by School and Race"
"All Districts, All Schools"
"2014-15"

"",,,,"Race",,,,,,,
"Wallingford School District","""1480011""","Yalesville School","""1480811""","*",21,"*",40,"*","*",272,340
"Waterbury School District","""1510011""","West Side Middle School","""1515211""",6,17,203,572,0,16,207,1021
"Waterbury School District","""1510011""","Washington School","""1512311""","*","*",59,234,0,9,28,340
"Waterbury School District","""1510011""","B. W. Tinker School","""1512111""","*","*",97,221,0,29,213,572
"Waterbury School District","""1510011""","Bucks Hill School","""1510511""",0,6,83,423,0,13,36,561
"Waterbury School District","""1510011""","Bunker Hill School","""1510611""","*",20,120,243,0,"*",106,511
"Waterbury School District","""1510011""","Carrington School","""1512711""","*",13,121,202,0,"*",142,487
"Waterbury School District","""1510011""","Crosby High School","""1516211""","*",22,358,632,"*",44,218,1287
"Waterbury School District","""1510011""","Driggs School","""1510911""","*","*",149,290,0,24,60,528
"Waterbury School District","""1510011""","Duggan School","""1511611""","*","*",99,274,0,20,67,464
"Waterbury School District","""1510011""","Enlightenment School","""1519111""",0,0,43,111,0,7,18,179
"Waterbury School District","""1510011""","F. J. Kingsbury School","""1511411""","*",6,146,268,"*",23,67,513
"Waterbury School District","""1510011""","Gilmartin School","""1512611""",9,8,100,252,0,16,121,506
"Waterbury School District","""1510011""","H. S. Chase School","""1510711""",8,20,138,446,0,31,174,817
"Waterbury School District","""1510011""","Hopeville School","""1511311""","*","*",70,304,0,20,77,476
"Waterbury School District","""1510011""","John F. Kennedy High School","""1516411""","*",25,299,638,"*",37,298,1304
"Waterbury School District","""1510011""","Maloney Interdistrict Magnet School","""1513111""","*",15,89,187,"*",29,268,592
"Waterbury School District","""1510011""","Margaret M. Generali Elementary School","""1511111""","*",10,110,305,"*",27,148,603
"Waterbury School District","""1510011""","Michael F. Wallace Middle School","""1515111""","*",14,312,569,"*",32,219,1159
"Waterbury School District","""1510011""","North End Middle School","""1515311""","*","*",279,565,0,23,126,1016
"Waterbury School District","""1510011""","Reed School","""1513411""","*",0,116,265,0,"*",32,429
"Waterbury School District","""1510011""","Regan School","""1512811""",0,"*",86,135,0,"*",38,279
"Waterbury School District","""1510011""","Rotella Interdistrict Magnet School","""1513311""",0,10,92,184,0,34,292,612
"Waterbury School District","""1510011""","Special Education Preschool","""1518011""",0,"*",34,123,0,"*",30,201
"Waterbury School District","""1510011""","Sprague School","""1512011""","*","*",102,271,0,18,63,461
"Waterbury School District","""1510011""","State Street School","""1519011""",0,0,"*",39,0,0,"*",76
"Waterbury School District","""1510011""","Walsh School","""1512211""","*","*",144,262,0,13,31,455
"Waterbury School District","""1510011""","Waterbury Arts Magnet School (High)","""1516011""",0,"*",105,135,"*",29,209,490
"Waterbury School District","""1510011""","Waterbury Arts Magnet School (Middle)","""1515011""","*","*",75,89,0,14,146,330
"Waterbury School District","""1510011""","Waterbury Career Academy","""1516711""","*","*",122,228,0,19,79,469
"Waterbury School District","""1510011""","Wendell L. Cross School","""1510811""","*","*",59,183,0,19,93,366
"Waterbury School District","""1510011""","Wilby High School","""1516311""","*",16,386,661,"*",32,135,1236
"Waterbury School District","""1510011""","Woodrow Wilson School","""1513211""","*","*",118,280,0,16,26,446
"Waterford School District","""1520011""","Clark Lane Middle School","""1525111""","*",28,23,67,0,"*",521,656
"Waterford School District","""1520011""","Great Neck Elementary School","""1520211""",0,12,8,25,0,13,282,340
"Waterford School District","""1520011""","Oswegatchie Elementary School","""1520611""","*",20,"*",36,0,19,262,352
"Waterford School District","""1520011""","Quaker Hill Elementary School","""1520711""",6,13,11,31,0,17,270,348
"Waterford School District","""1520011""","Waterford High School","""1526111""","*",52,40,61,"*",14,650,827
"Watertown School District","""1530011""","Fletcher W. Judson School","""1530311""","*","*",6,21,0,10,252,294
"Watertown School District","""1530011""","John Trumbull Primary School","""1530211""","*",9,10,47,"*",20,560,648
"Watertown School District","""1530011""","Polk School","""1530411""",0,7,9,26,0,9,297,348
"Watertown School District","""1530011""","Swift Middle School","""1535111""","*",16,"*",50,0,17,588,680
"Watertown School District","""1530011""","Watertown High School","""1536111""","*","*",25,44,0,25,744,861
"West Hartford School District","""1550011""","Smith School","""1551711""",0,66,33,123,0,13,126,361
"West Hartford School District","""1550011""","Achieve","""1559111""",0,0,"*","*",0,0,"*",9
"West Hartford School District","""1550011""","REACH","""1557311""",0,"*",9,13,0,"*",6,31
"West Hartford School District","""1550011""","Aiken School","""1551611""","*",63,29,45,0,"*",274,430
"West Hartford School District","""1550011""","Braeburn Learning Center","""1559311""",0,0,"*","*",0,0,0,"*"
"West Hartford School District","""1550011""","Braeburn School","""1550211""","*",25,18,40,0,"*",274,369
"West Hartford School District","""1550011""","Bristow Middle School","""1555311""","*",53,29,55,0,"*",253,421
"West Hartford School District","""1550011""","Bugbee School","""1550411""",0,30,18,28,0,16,363,455
"West Hartford School District","""1550011""","Charter Oak International Academy","""1550511""",0,49,33,136,"*","*",80,316
"West Hartford School District","""1550011""","Conard High School","""1556111""","*",182,153,267,0,"*",850,1493
"West Hartford School District","""1550011""","Duffy School","""1550611""",0,36,36,48,0,18,367,505
"West Hartford School District","""1550011""","Hall High School","""1556211""","*",150,133,178,"*",39,928,1437
"West Hartford School District","""1550011""","King Philip Middle School","""1555111""","*",105,62,136,"*",42,583,931
"West Hartford School District","""1550011""","Morley School","""1550911""",0,20,21,30,0,15,249,335
"West Hartford School District","""1550011""","Norfeldt Learning Center","""1559411""",0,"*",0,0,0,0,"*","*"
"West Hartford School District","""1550011""","Norfeldt School","""1551011""",0,55,16,27,0,20,239,357
"West Hartford School District","""1550011""","Sedgwick Middle School","""1555211""","*",104,62,162,0,"*",487,848
"West Hartford School District","""1550011""","Strive-West Hartford","""1559211""",0,"*","*",13,0,0,13,33
"West Hartford School District","""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","""1559011""",0,0,0,0,0,0,10,10
"West Hartford School District","""1550011""","Webster Hill School","""1551211""",0,45,37,84,0,11,268,445
"West Hartford School District","""1550011""","Whiting Lane Learning Center","""1559511""",0,0,0,"*",0,"*","*",7
"West Hartford School District","""1550011""","Whiting Lane School","""1551311""",0,34,54,94,"*","*",282,482
"West Hartford School District","""1550011""","Wolcott Learning Center","""1559611""",0,"*","*",0,0,0,"*",8
"West Hartford School District","""1550011""","Wolcott School","""1551511""",0,88,31,77,0,12,246,454
"West Haven School District","""1560011""","Washington School","""1561211""","*",19,86,216,"*",21,133,480
"West Haven School District","""1560011""","Alma E. Pagels School","""1560811""",0,21,85,71,0,9,157,343
"West Haven School District","""1560011""","Carrigan 5/6 Intermediate School","""1565311""","*",38,181,279,0,"*",324,860
"West Haven School District","""1560011""","Edith E. Mackrille School","""1560611""",0,17,64,84,0,9,152,326
"West Haven School District","""1560011""","Forest School","""1560311""","*","*",126,215,0,27,91,478
"West Haven School District","""1560011""","Harry M. Bailey Middle School","""1565111""",0,33,193,308,0,34,304,872
"West Haven School District","""1560011""","Life Skills","""1560111""",0,0,"*",0,0,0,"*","*"
"West Haven School District","""1560011""","PACE","""1560211""",0,0,"*",12,0,"*",14,35
"West Haven School District","""1560011""","Savin Rock Community School","""1561411""","*",13,110,231,0,"*",110,478
"West Haven School District","""1560011""","Seth G. Haley School","""1560411""","*","*",51,124,0,16,243,451
"West Haven School District","""1560011""","West Haven High School","""1566111""","*","*",368,477,0,58,566,1527
"Westbrook School District","""1540011""","Daisy Ingraham School","""1540211""",0,"*",0,41,0,"*",223,271
"Westbrook School District","""1540011""","Westbrook High School","""1546111""","*","*","*",22,0,11,256,294
"Westbrook School District","""1540011""","Westbrook Middle School","""1545111""","*",6,0,26,0,"*",200,236
"Weston School District","""1570011""","Hurlbutt Elementary School","""1570111""",0,21,"*",18,"*",27,391,469
"Weston School District","""1570011""","Weston High School","""1576111""","*",32,15,29,0,"*",692,781
"Weston School District","""1570011""","Weston Intermediate School","""1570211""",0,19,8,16,0,26,479,548
"Weston School District","""1570011""","Weston Middle School","""1575111""",0,29,8,15,0,12,539,603
"Westport School District","""1580011""","Bedford Middle School","""1585111""","*",51,18,52,0,"*",724,853
"Westport School District","""1580011""","Coleytown Elementary School","""1580311""",0,19,6,8,0,26,351,410
"Westport School District","""1580011""","Coleytown Middle School","""1585311""",0,31,9,14,0,7,487,548
"Westport School District","""1580011""","Green's Farms School","""1580411""",0,"*","*",33,0,40,360,455
"Westport School District","""1580011""","King's Highway Elementary School","""1580511""",0,41,8,21,0,19,409,498
"Westport School District","""1580011""","Long Lots School","""1580711""",0,44,9,32,0,32,443,560
"Westport School District","""1580011""","Saugatuck Elementary School","""1580811""",0,25,"*","*",0,25,450,518
"Westport School District","""1580011""","Staples High School","""1586111""","*",97,35,81,0,"*",1632,1854
"Westport School District","""1580011""","Stepping Stones Preschool","""1588011""",0,"*",0,0,0,0,"*",54
"Wethersfield School District","""1590011""","Alfred W. Hanmer School","""1590811""","*",17,16,32,"*",8,278,353
"Wethersfield School District","""1590011""","Charles Wright School","""1591011""","*",15,20,59,0,"*",207,312
"Wethersfield School District","""1590011""","Emerson-Williams School","""1590211""","*",12,"*",62,0,14,321,419
"Wethersfield School District","""1590011""","Highcrest School","""1591111""",0,14,14,56,0,15,329,428
"Wethersfield School District","""1590011""","Samuel B. Webb Elementary School","""1591211""",0,24,10,58,0,11,271,374
"Wethersfield School District","""1590011""","Silas Deane Middle School","""1595211""","*",30,21,75,0,"*",413,554
"Wethersfield School District","""1590011""","Wethersfield High School","""1596111""",0,64,"*",198,0,"*",868,1178
"Willington School District","""1600011""","Center School","""1600111""",0,"*","*",6,0,6,211,229
"Willington School District","""1600011""","Hall Memorial School","""1605111""",0,0,"*",8,0,"*",187,200
"Wilton School District","""1610011""","Middlebrook School","""1615211""","*",88,10,24,"*",20,902,1047
"Wilton School District","""1610011""","Cider Mill School","""1610711""","*",111,15,31,"*",20,797,978
"Wilton School District","""1610011""","Miller-Driscoll School","""1610511""",0,74,"*",37,0,"*",728,863
"Wilton School District","""1610011""","Wilton High School","""1616111""","*",83,17,37,"*",13,1196,1352
"Wilton School District","""1610011""","Wilton-Westport Evening School","""1610111""",0,0,0,"*",0,0,"*",8
"Winchester School District","""1620011""","Batcheller Early Education Center","""1620411""","*","*","*",17,"*","*",159,186
"Winchester School District","""1620011""","Mary P. Hinsdale School","""1620211""","*","*",6,25,0,0,207,241
"Winchester School District","""1620011""","Pearson Middle School","""1625111""",0,0,"*",15,0,"*",129,149
"Winchester School District","""1620011""","WISE Academy","""1620111""",0,0,"*",0,0,0,"*",12
"Windham School District","""1630011""","Charles H. Barrows STEM Academy","""1630411""","*",7,"*",174,0,18,221,428
"Windham School District","""1630011""","Early Headstart","""1638011""",0,0,0,"*",0,0,"*",24
"Windham School District","""1630011""","Natchaug School","""1630111""","*","*",16,242,0,12,62,340
"Windham School District","""1630011""","North Windham School","""1630311""","*","*",12,341,0,8,87,451
"Windham School District","""1630011""","W. B. Sweeney School","""1630611""",0,"*",15,197,"*",12,53,280
"Windham School District","""1630011""","Windham Center School","""1630511""",0,0,"*",186,0,"*",84,282
"Windham School District","""1630011""","Windham Early Childhood Prospect Street","""1638311""",0,"*",7,205,0,"*",33,249
"Windham School District","""1630011""","Windham High School","""1636111""","*",9,34,343,0,"*",131,527
"Windham School District","""1630011""","Windham Middle School","""1635111""","*","*",32,419,0,9,112,579
"Windsor Locks School District","""1650011""","North Street School","""1650111""",0,37,"*",64,"*",46,254,437
"Windsor Locks School District","""1650011""","Pine Meadow Academy","""1650611""",0,0,"*","*",0,0,25,29
"Windsor Locks School District","""1650011""","RISE Transition Academy","""1650211""",0,0,0,0,0,0,"*","*"
"Windsor Locks School District","""1650011""","South Elementary School","""1650411""",0,29,35,49,"*","*",239,375
"Windsor Locks School District","""1650011""","Windsor Locks High School","""1656111""","*",38,47,36,0,"*",325,457
"Windsor Locks School District","""1650011""","Windsor Locks Middle School","""1655111""",0,"*",43,38,0,"*",238,355
"Windsor School District","""1640011""","Clover Street School","""1640111""",0,7,133,46,0,10,57,253
"Windsor School District","""1640011""","John F. Kennedy School","""1640811""",0,"*",172,64,"*",26,139,417
"Windsor School District","""1640011""","Oliver Ellsworth School","""1640911""","*",35,147,76,0,"*",140,431
"Windsor School District","""1640011""","Poquonock Elementary School","""1640511""",0,12,124,41,0,15,59,251
"Windsor School District","""1640011""","Sage Park Middle School","""1645311""",0,29,304,122,"*","*",185,671
"Windsor School District","""1640011""","Windsor High School","""1646111""","*",44,565,160,0,"*",304,1116
"Wolcott School District","""1660011""","ABC Classroom","""1660311""",0,0,0,"*",0,"*","*","*"
"Wolcott School District","""1660011""","Alcott School","""1660611""",0,"*","*",21,0,12,241,287
"Wolcott School District","""1660011""","Frisbie School","""1660211""",0,6,8,21,0,7,279,321
"Wolcott School District","""1660011""","Phoenix Program","""1660411""",0,0,0,"*",0,0,"*","*"
"Wolcott School District","""1660011""","Tyrrell Middle School","""1665111""",0,11,16,28,0,20,563,638
"Wolcott School District","""1660011""","Wakelee School","""1660511""","*","*",8,13,0,9,292,329
"Wolcott School District","""1660011""","Wolcott High School","""1666111""","*","*",11,29,0,24,697,773
"Woodbridge School District","""1670011""","Beecher Road School","""1670311""","*",108,32,41,"*",18,590,796
"Woodstock Academy District","""9030022""","Woodstock Academy","""9036122""","*",105,"*",24,0,24,853,1012
"Woodstock School District","""1690011""","Woodstock Elementary School","""1690211""",0,"*","*",14,0,24,416,459
"Woodstock School District","""1690011""","Woodstock Middle School","""1695111""",0,"*","*",13,0,9,380,410

