"Four-Year Graduation Rates, Trend"
"All Districts, All Schools, Special Education Status"

"",,,"Graduates",,,,
"",,,"Four-Year Graduation Rate by Year",,,,
"District","School","Special Education Status","2011-12","2012-13","2013-14","2014-15","2015-16"
"Lebanon School District","Lyman Memorial High School","Non-Special Education","*",92.7,95.8,"*","*"
"Lebanon School District","Lyman Memorial High School","Special Education","*","*","*","*","*"
"Ledyard School District","Ledyard High School","Non-Special Education",93.5,"*",96.1,98.0,"*"
"Ledyard School District","Ledyard High School","Special Education",83.3,"*",84.4,75.0,"*"
"Lisbon School District","Community Connection - The Big Picture High School","Non-Special Education","*","*","N/A","N/A","N/A"
"Lisbon School District","Community Connection - The Big Picture High School","Special Education","N/A","*","N/A","N/A","N/A"
"Litchfield School District","Litchfield High School","Non-Special Education","*","*","*",100.0,"*"
"Litchfield School District","Litchfield High School","Special Education","*","*","*","*","*"
"Madison School District","Daniel Hand High School","Non-Special Education",99.0,"*",98.2,"*",99.3
"Madison School District","Daniel Hand High School","Special Education",92.7,"*",91.4,"*",86.7
"Manchester School District","Manchester High School","Non-Special Education",79.0,81.0,89.1,88.7,92.4
"Manchester School District","Manchester High School","Special Education",63.6,60.8,72.9,70.6,74.4
"Meriden School District","Francis T. Maloney High School","Non-Special Education",75.4,78.5,78.6,80.4,83.3
"Meriden School District","Francis T. Maloney High School","Special Education",43.1,44.4,44.7,48.9,31.1
"Meriden School District","Orville H. Platt High School","Non-Special Education",73.5,73.3,88.1,79.2,80.1
"Meriden School District","Orville H. Platt High School","Special Education",50.0,47.8,42.9,63.3,37.5
"Middletown School District","Middletown High School","Non-Special Education",80.9,84.5,91.2,95.6,95.3
"Middletown School District","Middletown High School","Special Education",63.4,76.1,74.2,90.0,79.4
"Milford School District","Jonathan Law High School","Non-Special Education",84.8,85.3,92.1,94.7,97.5
"Milford School District","Jonathan Law High School","Special Education",65.3,57.8,71.4,71.0,"*"
"Milford School District","Joseph A. Foran High School","Non-Special Education",95.3,94.9,96.6,99.0,100.0
"Milford School District","Joseph A. Foran High School","Special Education",63.6,70.8,94.1,82.4,94.4
"Monroe School District","Masuk High School","Non-Special Education","*",98.9,"*",100.0,99.2
"Monroe School District","Masuk High School","Special Education","*",87.5,"*","*",100.0
"Montville School District","Montville High School","Non-Special Education",92.9,89.9,89.5,97.5,"*"
"Montville School District","Montville High School","Special Education",61.5,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","Non-Special Education",87.0,82.6,83.5,88.7,85.5
"Naugatuck School District","Naugatuck High School","Special Education",70.0,55.8,72.3,68.0,83.6
"New Britain School District","New Britain High School","Non-Special Education",65.9,65.8,66.8,73.8,78.1
"New Britain School District","New Britain High School","Special Education",47.1,50.0,53.3,52.6,59.5
"New Canaan School District","New Canaan High School","Non-Special Education","*",98.6,"*","*","*"
"New Canaan School District","New Canaan High School","Special Education","*",90.7,"*","*","*"
"New Fairfield School District","New Fairfield High School","Non-Special Education","*","*","*","*","*"
"New Fairfield School District","New Fairfield High School","Special Education","*","*","*","*","*"
"New Haven School District","Cooperative High School","Non-Special Education",89.8,90.2,95.4,95.4,95.2
"New Haven School District","Cooperative High School","Special Education","*","*","*","*","*"
