"Student Counts by School and Race"
"All Districts, All Schools"
"2015-16"

"",,,,"Race",,,,,,,
"East Hartford School District","""0430011""","East Hartford High School","""0436211""","*",93,620,675,0,"*",255,1649
"East Hartford School District","""0430011""","East Hartford Middle School","""0435111""","*",62,355,493,0,"*",158,1074
"East Hartford School District","""0430011""","Governor William Pitkin School","""0432011""","*",41,90,131,0,"*",76,344
"East Hartford School District","""0430011""","Hockanum School","""0430511""",0,14,83,171,0,7,61,336
"East Hartford School District","""0430011""","Joseph O. Goodwin School","""0430411""",0,"*",89,106,0,"*",79,298
"East Hartford School District","""0430011""","Robert J. O'Brien School","""0431811""","*",13,172,239,"*","*",44,475
"East Hartford School District","""0430011""","Silver Lane School","""0431211""","*",0,105,144,0,"*",19,274
"East Hartford School District","""0430011""","Stevens Alternate High School","""0436411""",0,"*",34,61,0,0,"*",110
"East Hartford School District","""0430011""","Sunset Ridge Middle School","""0432411""","*",6,66,93,0,"*",37,204
"East Hartford School District","""0430011""","Willowbrook Early Childhood","""0438011""",0,7,58,125,0,12,27,229
"East Hartford School District","""0430011""","Woodland School","""0439011""",0,"*",61,83,0,"*",36,182
"East Haven School District","""0440011""","Carbone School/East Haven Academy","""0441711""",0,16,6,33,0,7,202,264
"East Haven School District","""0440011""","D. C. Moore School","""0441411""",0,6,"*",49,0,"*",146,207
"East Haven School District","""0440011""","Deer Run School","""0440111""","*",18,9,49,0,"*",223,308
"East Haven School District","""0440011""","Dominick H. Ferrara School","""0441311""",0,12,"*",42,0,"*",122,189
"East Haven School District","""0440011""","East Haven High School","""0446111""","*",36,25,158,"*",6,662,889
"East Haven School District","""0440011""","Grove J. Tuttle School","""0441011""",0,12,6,48,0,6,100,172
"East Haven School District","""0440011""","Joseph Melillo Middle School","""0445111""","*",30,29,146,0,"*",373,589
"East Haven School District","""0440011""","Momauguin School","""0440711""","*","*",11,55,0,"*",115,186
"East Haven School District","""0440011""","Overbrook Elementary School","""0441811""",0,"*",7,53,0,"*",97,166
"East Lyme School District","""0450011""","Abilities in Motion (AIM) Program","""0450511""",0,"*","*",0,0,0,13,16
"East Lyme School District","""0450011""","Coastal Connections","""0450611""",0,0,"*","*",0,0,17,19
"East Lyme School District","""0450011""","East Lyme High School","""0456111""","*",103,33,40,"*",11,855,1045
"East Lyme School District","""0450011""","East Lyme Middle School","""0455111""","*",91,12,51,"*",32,659,848
"East Lyme School District","""0450011""","Flanders School","""0450111""",0,32,"*",24,0,"*",276,343
"East Lyme School District","""0450011""","Integrated Preschool","""0458011""",0,"*",0,"*",0,0,51,58
"East Lyme School District","""0450011""","Lillie B. Haynes School","""0450411""","*",33,"*",19,0,10,217,290
"East Lyme School District","""0450011""","Medically Fragile Program (WAVES)","""0450711""",0,0,0,0,0,0,"*","*"
"East Lyme School District","""0450011""","Niantic Center School","""0450211""",0,"*","*",12,0,9,140,168
"East Windsor School District","""0470011""","Broad Brook Elementary School","""0470111""","*",29,30,73,0,"*",234,381
"East Windsor School District","""0470011""","East Windsor High School","""0476111""",0,8,39,54,0,16,207,324
"East Windsor School District","""0470011""","East Windsor Middle School","""0475411""",0,13,49,67,0,16,243,388
"East Windsor School District","""0470011""","East Windsor Transition Program","""0470411""",0,0,"*",0,0,0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","Arts at the Capitol Theater Magnet School (ACT)","""2536014""","*","*",12,23,0,6,84,129
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","EastConn Special Education","""2539014""","*","*",7,14,0,"*",89,117
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","Quinebaug Middle College","""2536114""","*","*","*",33,0,"*",135,179
"Eastford School District","""0390011""","Eastford Elementary School","""0390111""","*","*","*","*",0,6,121,134
"Easton School District","""0460011""","Helen Keller Middle School","""0465111""","*",14,"*",13,0,0,277,309
"Easton School District","""0460011""","Samuel Staples Elementary School","""0460111""","*",30,6,41,"*",18,515,612
"EdAdvance","""2420014""","EdAdvance Headstart","""2428014""",7,"*","*",46,9,"*",142,213
"EdAdvance","""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","""2429014""",0,0,"*","*",0,"*",6,14
"Ellington School District","""0480011""","Center School","""0480111""",0,10,11,10,0,7,323,361
"Ellington School District","""0480011""","Crystal Lake School","""0480211""",0,"*","*",13,0,6,175,201
"Ellington School District","""0480011""","Ellington High School","""0486111""","*",31,31,36,0,"*",650,771
"Ellington School District","""0480011""","Ellington Middle School","""0485111""",0,28,12,13,0,13,354,420
"Ellington School District","""0480011""","Windermere Intermediate School","""0480711""",0,32,17,17,0,11,369,446
"Ellington School District","""0480011""","Windermere School","""0480611""","*",89,20,26,0,"*",283,430
"Ellington School District","""0480011""","Windermere School Program for Alternative Learning K-5","""0480311""",0,0,0,0,0,0,"*","*"
"Elm City College Preparatory School District","""2890013""","Elm City College Preparatory School","""2890113""","*","*",520,161,0,10,10,703
"Elm City Montessori School District","""2910013""","Elm City Montessori School","""2910113""",0,"*",53,26,0,"*",31,113
"Enfield School District","""0490011""","EPS PK STEAM Academy","""0491011""",0,0,11,6,0,0,19,36
"Enfield School District","""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","""0490511""",0,0,0,"*",0,0,"*","*"
"Enfield School District","""0490011""","Edgar H. Parkman School","""0491311""","*",8,15,50,"*",15,231,323
"Enfield School District","""0490011""","Eli Whitney - Intermediate Adaptive Learning (IAL)","""0491411""",0,"*",0,0,0,0,"*","*"
"Enfield School District","""0490011""","Eli Whitney School","""0491611""","*","*",21,58,0,22,296,411
"Enfield School District","""0490011""","Enfield High School","""0496111""","*",17,55,95,"*",27,516,715
"Enfield School District","""0490011""","Enfield Street - Autism Spectrum Disorder (ASD)","""0490311""",0,0,0,"*",0,0,"*",8
"Enfield School District","""0490011""","Enfield Street School","""0490211""",0,17,14,41,0,17,187,276
"Enfield School District","""0490011""","Enfield Transitional Learning Academy","""0499011""",0,0,0,0,0,0,6,6
"Enfield School District","""0490011""","Enrico Fermi High School","""0496211""","*",24,41,64,"*",39,685,861
"Enfield School District","""0490011""","Hazardville Memorial School","""0490411""","*",13,26,54,0,"*",244,344
"Enfield School District","""0490011""","Head Start Program","""0498011""",0,"*",6,30,"*",8,55,104
"Enfield School District","""0490011""","Henry Barnard - Educational Counseling Program (ECP)","""0490611""",0,0,"*",0,0,0,"*","*"
"Enfield School District","""0490011""","Henry Barnard School","""0491811""","*",16,28,53,0,"*",253,364
"Enfield School District","""0490011""","John F. Kennedy Middle School","""0495211""","*",31,57,132,"*",65,775,1065
"Enfield School District","""0490011""","Nathan Hale - Primary Adaptive Learning (PAL)","""0490811""",0,0,0,0,0,0,6,6
"Enfield School District","""0490011""","Nathan Hale School","""0491111""","*","*",9,24,0,7,178,222
"Enfield School District","""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","""0490711""",0,0,0,0,0,"*","*","*"
"Enfield School District","""0490011""","Prudence Crandall School","""0491511""","*",14,21,52,"*",21,299,412
"Essex School District","""0500011""","Essex Elementary School","""0500111""",0,"*","*",26,0,14,363,417
"Explorations District","""2720013""","Explorations","""2726113""","*",0,"*",15,0,"*",72,92
"Fairfield School District","""0510011""","Burr Elementary School","""0510211""",0,25,12,25,0,21,335,418
"Fairfield School District","""0510011""","Dwight Elementary School","""0510111""",0,14,7,16,0,11,287,335
"Fairfield School District","""0510011""","Early Childhood Center","""0518011""","*",17,"*",15,0,"*",71,112
"Fairfield School District","""0510011""","Fairfield Ludlowe High School","""0516011""",0,70,32,93,0,27,1286,1508
"Fairfield School District","""0510011""","Fairfield Warde High School","""0516211""","*",89,51,176,0,"*",1151,1518
"Fairfield School District","""0510011""","Fairfield Woods Middle School","""0515211""","*",56,17,79,"*",23,709,886
"Fairfield School District","""0510011""","Holland Hill School","""0510411""",0,31,"*",76,"*",18,272,405
"Fairfield School District","""0510011""","Jennings School","""0511711""",0,14,13,30,0,7,256,320
"Fairfield School District","""0510011""","McKinley School","""0510611""",0,56,23,101,0,24,222,426
"Fairfield School District","""0510011""","Mill Hill School","""0510711""",0,18,"*",19,"*",15,322,382
"Fairfield School District","""0510011""","North Stratfield School","""0511611""",0,25,7,39,0,14,330,415
"Fairfield School District","""0510011""","Osborn Hill School","""0511811""",0,31,9,15,0,16,418,489
"Fairfield School District","""0510011""","Riverfield School","""0511211""",0,22,"*",15,0,"*",357,408
"Fairfield School District","""0510011""","Roger Ludlowe Middle School","""0515311""","*",41,"*",47,0,27,679,802
"Fairfield School District","""0510011""","Sherman School","""0511311""","*",17,"*",28,0,18,412,479
"Fairfield School District","""0510011""","Stratfield School","""0511411""",0,29,"*",32,"*",17,358,440
"Fairfield School District","""0510011""","Tomlinson Middle School","""0515111""",0,38,21,97,0,30,499,685
"Fairfield School District","""0510011""","Walter Fitzgerald Campus","""0510311""",0,0,"*","*",0,"*",21,26
"Farmington School District","""0520011""","East Farms School","""0520411""",0,114,29,35,0,10,255,443
"Farmington School District","""0520011""","Farmington Alternative High School","""0520611""",0,0,"*","*",0,0,8,12
"Farmington School District","""0520011""","Farmington Collaborative PK","""0528011""",0,20,"*",11,0,"*",80,123
"Farmington School District","""0520011""","Farmington High School","""0526111""","*",193,83,80,0,"*",851,1220
"Farmington School District","""0520011""","Irving A. Robbins Middle School","""0525111""","*",114,25,29,0,"*",447,623
"Farmington School District","""0520011""","Noah Wallace School","""0520211""",0,98,15,26,0,11,213,363
"Farmington School District","""0520011""","Union School","""0520111""",0,44,22,39,0,6,211,322
"Farmington School District","""0520011""","West District School","""0520311""","*",57,13,25,0,"*",198,300
"Farmington School District","""0520011""","West Woods Upper Elementary School","""0520511""","*",129,29,35,0,"*",465,663
"Franklin School District","""0530011""","Franklin Elementary School","""0530111""","*","*",0,9,"*","*",147,167
"Glastonbury School District","""0540011""","Buttonball Lane School","""0540211""",0,63,8,37,0,27,324,459
"Glastonbury School District","""0540011""","Eastbury School","""0540311""","*",27,"*",15,0,11,200,256
"Glastonbury School District","""0540011""","Gideon Welles School","""0540811""","*",49,"*",24,0,17,375,479
"Glastonbury School District","""0540011""","Glastonbury High School","""0546111""","*",204,77,173,"*",60,1516,2037
"Glastonbury School District","""0540011""","Hebron Avenue School","""0540411""",0,36,10,32,0,15,307,400
"Glastonbury School District","""0540011""","Hopewell School","""0540611""",0,49,"*",30,"*",18,283,386
"Glastonbury School District","""0540011""","Links Academy","""0540111""","*",0,"*",6,0,0,11,19
"Glastonbury School District","""0540011""","Links Transition","""0541411""",0,"*","*","*",0,0,12,15
"Glastonbury School District","""0540011""","Naubuc School","""0540711""",0,33,24,67,0,29,208,361
"Glastonbury School District","""0540011""","Nayaug Elementary School","""0540911""",0,23,15,56,0,28,431,553
"Glastonbury School District","""0540011""","PreK-Eastbury","""0540511""",0,0,"*","*",0,"*",22,30
"Glastonbury School District","""0540011""","PreK-Nayaug","""0541011""",0,"*","*","*",0,"*",12,19
"Glastonbury School District","""0540011""","Smith Middle School","""0545211""","*",99,"*",71,0,46,790,1036
"Granby School District","""0560011""","Frank M. Kearns Primary School","""0560111""","*","*",25,11,0,13,348,408
"Granby School District","""0560011""","Granby Memorial High School","""0566111""","*","*",28,28,0,15,610,694
"Granby School District","""0560011""","Granby Memorial Middle School","""0565111""","*","*",17,15,0,16,259,312
"Granby School District","""0560011""","Kelly Lane Primary School","""0560411""","*",0,13,"*",0,12,240,271
"Granby School District","""0560011""","Wells Road Intermediate School","""0560311""",0,"*",11,10,0,"*",229,261
"Great Oaks Charter School District","""2940013""","Great Oaks Charter School","""2940113""",0,"*",114,98,0,"*",8,226
"Greenwich School District","""0570011""","Central Middle School","""0575111""","*",55,21,99,"*",24,365,567
"Greenwich School District","""0570011""","Community Connections","""0571211""",0,0,0,"*",0,0,"*","*"
"Greenwich School District","""0570011""","Cos Cob School","""0570211""",0,45,"*",77,"*",30,280,437
"Greenwich School District","""0570011""","Eastern Middle School","""0575211""","*",77,8,95,"*",22,618,822
"Greenwich School District","""0570011""","Glenville School","""0570411""","*",54,"*",64,0,20,306,451
"Greenwich School District","""0570011""","Greenwich Alternative High School","""0571411""",0,"*",8,16,0,0,"*",32
"Greenwich School District","""0570011""","Greenwich High School","""0576111""","*",179,83,456,"*",68,1745,2534
"Greenwich School District","""0570011""","Hamilton Avenue School","""0570511""","*",22,38,184,0,"*",111,364
"Greenwich School District","""0570011""","International School At Dundee","""0571311""",0,64,13,53,0,26,212,368
"Greenwich School District","""0570011""","Julian Curtiss School","""0570311""","*",37,"*",114,0,33,169,361
"Greenwich School District","""0570011""","New Lebanon School","""0570611""","*",10,12,173,0,"*",59,265
"Greenwich School District","""0570011""","North Mianus School","""0570711""",0,80,"*",81,"*",22,294,482
"Greenwich School District","""0570011""","North Street School","""0570811""","*",27,"*",46,0,23,286,392
"Greenwich School District","""0570011""","Old Greenwich School","""0570911""",0,"*","*",40,0,29,363,449
"Greenwich School District","""0570011""","Parkway School","""0571111""",0,12,"*",32,0,"*",210,261
"Greenwich School District","""0570011""","Riverside School","""0571011""",0,32,0,84,0,12,355,483
"Greenwich School District","""0570011""","Western Middle School","""0575311""",0,27,30,186,0,8,284,535
"Griswold School District","""0580011""","Griswold Alternative School","""0580111""",0,0,0,"*",0,"*",11,14
"Griswold School District","""0580011""","Griswold Elementary School","""0580311""","*","*",14,58,0,68,602,757
"Griswold School District","""0580011""","Griswold High School","""0586211""","*",12,18,30,"*",14,485,565
"Griswold School District","""0580011""","Griswold Middle School","""0585111""",13,"*",19,36,"*",36,428,545
"Groton School District","""0590011""","Carl C. Cutler Middle School","""0595311""","*",44,28,56,"*",29,330,495
"Groton School District","""0590011""","Catherine Kolnaski Magnet School","""0592011""",0,29,51,118,0,42,156,396
"Groton School District","""0590011""","Charles Barnum School","""0591811""",0,"*",24,59,"*",30,257,383
"Groton School District","""0590011""","Claude Chester School","""0590311""","*","*",40,105,0,56,102,331
"Groton School District","""0590011""","Mary Morrisson School","""0591711""",0,38,31,70,0,38,199,376
"Groton School District","""0590011""","New Beginnings Alternative Program","""0590211""","*",0,"*","*",0,"*",13,22
"Groton School District","""0590011""","Northeast Academy Elementary School","""0591911""","*",29,"*",36,"*",25,281,379
"Groton School District","""0590011""","Pleasant Valley School","""0591211""",0,11,24,59,0,36,166,296
"Groton School District","""0590011""","Robert E. Fitch High School","""0596111""","*",80,119,176,"*",70,607,1070
"Groton School District","""0590011""","S. B. Butler School","""0590111""","*",13,9,35,"*",27,190,282
"Groton School District","""0590011""","Virtual Learning Academy","""0590611""",0,0,"*","*",0,0,0,"*"
"Groton School District","""0590011""","West Side Middle School","""0595211""","*",21,43,116,"*",38,232,455
"Guilford School District","""0600011""","A. Baldwin Middle School","""0600711""","*",27,10,34,"*",16,469,559
"Guilford School District","""0600011""","A. W. Cox School","""0600611""",0,"*","*",19,0,22,245,302
"Guilford School District","""0600011""","Calvin Leete School","""0600411""",0,"*","*",11,0,11,222,254
"Guilford School District","""0600011""","E. C. Adams Middle School","""0605111""",0,"*","*",40,0,22,466,552
"Guilford School District","""0600011""","Guilford High School","""0606111""","*",42,15,61,"*",24,939,1083
"Guilford School District","""0600011""","Guilford Lakes School","""0600211""",0,19,7,20,0,12,264,322
"Guilford School District","""0600011""","Melissa Jones School","""0600311""",0,12,"*",15,"*",15,272,321
"Hamden School District","""0620011""","Alice Peck Learning Center","""0628011""",0,"*",49,28,0,"*",51,150
"Hamden School District","""0620011""","Bear Path School","""0621211""",0,40,45,73,0,33,265,456
"Hamden School District","""0620011""","Church Street School","""0620211""","*",14,133,124,0,"*",50,333
"Hamden School District","""0620011""","Dunbar Hill School","""0620311""",0,19,82,54,0,21,98,274
"Hamden School District","""0620011""","Hamden Collaborative Learning Center","""0620511""","*",0,39,13,0,"*",16,73
"Hamden School District","""0620011""","Hamden High School","""0626111""","*",116,540,258,0,"*",630,1598
"Hamden School District","""0620011""","Hamden Middle School","""0625211""",0,65,226,155,0,37,333,816
"Hamden School District","""0620011""","Helen Street School","""0620411""",0,12,118,119,0,20,47,316
"Hamden School District","""0620011""","Ridge Hill School","""0621111""",0,28,102,96,0,12,79,317
"Hamden School District","""0620011""","Shepherd Glen School","""0620111""","*",73,107,44,0,"*",64,304
"Hamden School District","""0620011""","Spring Glen School","""0621011""",0,"*",81,35,"*",28,287,445
"Hamden School District","""0620011""","West Woods School","""0621411""","*",79,42,32,"*",15,238,408
"Hampton School District","""0630011""","Hampton Elementary School","""0630111""",0,0,"*","*",0,"*",94,101
"Hartford School District","""0640011""","Asian Studies Academy at Bellizzi School","""0640711""","*",23,99,479,"*",14,30,649
"Hartford School District","""0640011""","Autism Program - Burr School","""0648611""",0,0,"*","*",0,0,0,9
"Hartford School District","""0640011""","Autism Program - Hooker School","""0644311""",0,0,"*","*",0,0,0,"*"
"Hartford School District","""0640011""","Autism Program - Naylor School","""0645711""",0,0,"*","*",0,0,0,8
"Hartford School District","""0640011""","Autism Program - Rawson School","""0644411""",0,"*",16,26,0,0,"*",45
"Hartford School District","""0640011""","Autism Program - Simpson-Waverly School","""0649311""",0,"*","*",11,0,0,0,14
"Hartford School District","""0640011""","Batchelder School","""0640411""","*",14,90,355,0,"*",14,478
"Hartford School District","""0640011""","Betances Early Reading Lab Magnet School","""0642811""","*",43,68,122,"*",6,37,279
"Hartford School District","""0640011""","Betances STEM Magnet School","""0643811""",0,33,72,154,"*","*",41,309
"Hartford School District","""0640011""","Breakthrough II Magnet School","""0643511""","*","*",141,70,0,19,36,280
"Hartford School District","""0640011""","Breakthrough Magnet School","""0643311""","*",18,82,172,0,"*",73,355
"Hartford School District","""0640011""","Bulkeley High School","""0647111""","*",10,107,243,"*",0,16,379
"Hartford School District","""0640011""","Bulkeley High School Lower School","""0646111""","*",22,123,256,"*","*",8,412
"Hartford School District","""0640011""","Burns Latino Studies Academy","""0640611""","*",16,62,432,"*","*",7,520
"Hartford School District","""0640011""","Burr School","""0642311""","*",21,77,445,"*","*",40,590
"Hartford School District","""0640011""","Capital Community College Magnet Academy","""0643911""",0,0,20,29,0,0,7,56
"Hartford School District","""0640011""","Capital Preparatory Magnet School","""0646911""",0,7,355,147,0,32,88,629
"Hartford School District","""0640011""","Clark School","""0642411""",0,0,81,160,"*","*","*",246
"Hartford School District","""0640011""","Classical Magnet School","""0646411""",0,"*",264,220,"*",27,134,663
"Hartford School District","""0640011""","Culinary Arts Academy at Weaver High School","""0646011""",0,0,136,139,0,"*","*",285
"Hartford School District","""0640011""","DDP - Simpson-Waverly School","""0649411""",0,0,"*",0,0,0,0,"*"
"Hartford School District","""0640011""","EDP - Betances School","""0645811""",0,0,"*","*",0,0,0,17
"Hartford School District","""0640011""","EDP - Bulkeley High School","""0648311""",0,0,"*",12,0,0,"*",15
"Hartford School District","""0640011""","EDP - HPHS Engineering and Green Technology Academy","""0648211""",0,0,11,18,0,0,0,29
"Hartford School District","""0640011""","EDP - M.D. Fox School","""0645911""",0,0,"*",26,0,0,"*",34
"Hartford School District","""0640011""","EDP - McDonough Middle School","""0648111""",0,0,"*","*",0,"*",0,9
"Hartford School District","""0640011""","Early Childhood Development Center (ECDC)","""0644111""",0,0,"*",23,0,0,"*",28
"Hartford School District","""0640011""","Environmental Sciences Magnet at Hooker School","""0640911""","*",30,70,332,0,"*",163,613
"Hartford School District","""0640011""","Expeditionary Learning Academy at Moylan School","""0643211""","*","*",76,436,0,"*",15,532
"Hartford School District","""0640011""","Global Communications Academy","""0643611""",0,"*",425,225,"*","*","*",661
"Hartford School District","""0640011""","Great Path Academy at MCC","""0647911""",0,"*",93,83,"*",8,76,268
"Hartford School District","""0640011""","HPHS Engineering and Green Technology Academy","""0647211""",0,7,102,179,0,6,10,304
"Hartford School District","""0640011""","HPHS Law and Government Academy","""0647411""",0,12,125,223,"*",0,"*",367
"Hartford School District","""0640011""","HPHS Nursing and Health Sciences Academy","""0647511""",0,"*",133,208,"*","*",11,362
"Hartford School District","""0640011""","Hartford Magnet Trinity College Academy","""0645411""","*","*",245,498,0,41,199,1022
"Hartford School District","""0640011""","Hartford PreKindergarten Magnet School","""0641311""","*",35,36,41,0,"*",19,143
"Hartford School District","""0640011""","High School, Inc.","""0647611""",0,"*",112,115,"*",0,"*",233
"Hartford School District","""0640011""","High Step Transition","""0648411""",0,0,8,"*",0,0,"*",16
"Hartford School District","""0640011""","Journalism and Media Academy Magnet School","""0647711""",0,"*",119,62,0,"*",19,207
"Hartford School District","""0640011""","Kennelly School","""0641011""","*","*",87,455,"*","*",15,571
"Hartford School District","""0640011""","Kinsella Magnet School of Performing Arts","""0641111""","*","*",216,410,0,34,230,910
"Hartford School District","""0640011""","LC - Breakthrough II School","""0649511""",0,0,"*","*",0,0,0,"*"
"Hartford School District","""0640011""","LC - Burns School","""0649611""",0,0,0,8,0,0,0,8
"Hartford School District","""0640011""","LC - Moylan School","""0649811""",0,0,"*","*",0,0,0,"*"
"Hartford School District","""0640011""","M. D. Fox School","""0640811""","*",39,86,471,0,"*",23,621
"Hartford School District","""0640011""","M. L. King, Jr. School","""0641611""",0,11,220,109,"*",11,"*",356
"Hartford School District","""0640011""","MDP - Batchelder School","""0644811""",0,0,"*",9,0,"*",0,17
"Hartford School District","""0640011""","MDP - Bulkeley High School","""0645011""",0,"*","*",9,0,0,0,17
"Hartford School District","""0640011""","MDP - HPHS Law and Government Academy","""0644911""",0,0,"*",16,0,0,"*",27
"Hartford School District","""0640011""","MDP - Moylan School","""0648511""",0,0,"*","*",0,0,0,11
"Hartford School District","""0640011""","McDonough Middle School","""0641211""",0,"*",28,207,0,0,"*",239
"Hartford School District","""0640011""","Milner School","""0641911""","*",0,160,163,"*","*","*",334
"Hartford School District","""0640011""","Montessori Magnet at Fisher School","""0643711""",0,35,129,59,"*","*",100,340
"Hartford School District","""0640011""","Montessori Magnet at Moylan School","""0640511""","*",18,51,119,0,"*",64,259
"Hartford School District","""0640011""","Naylor/CCSU Leadership Academy","""0641411""","*",15,59,455,0,"*",127,660
"Hartford School District","""0640011""","Parkville Community School","""0641511""",0,12,49,448,"*","*",25,537
"Hartford School District","""0640011""","Pathways Academy of Technology and Design","""0646611""",0,"*",130,163,0,"*",111,419
"Hartford School District","""0640011""","Rawson School","""0641711""",0,"*",302,59,"*","*","*",373
"Hartford School District","""0640011""","Renzulli Gifted and Talented Academy","""0644011""",0,"*",47,30,0,"*",10,99
"Hartford School District","""0640011""","SAND School","""0640111""",0,0,123,264,"*","*","*",394
"Hartford School District","""0640011""","STEM Magnet at Fisher School","""0642511""",0,57,148,57,"*","*",91,367
"Hartford School District","""0640011""","Sanchez School","""0643011""",0,"*",45,418,"*","*",11,480
"Hartford School District","""0640011""","Simpson-Waverly School","""0642611""",0,0,157,"*",0,0,"*",293
"Hartford School District","""0640011""","Sports and Medical Sciences Academy","""0646511""",0,25,138,321,0,34,189,707
"Hartford School District","""0640011""","University High School of Science and Engineering","""0646711""","*",40,151,81,0,"*",126,431
"Hartford School District","""0640011""","Webster Micro Society Magnet School","""0642011""","*","*",297,175,0,25,141,660
"Hartford School District","""0640011""","West Middle School","""0642111""",0,37,172,142,0,"*","*",359
"Hartford School District","""0640011""","Wish Museum School","""0642211""","*",0,150,143,"*","*",8,304
"Hartland School District","""0650011""","Hartland School","""0650111""","*","*","*","*","*","*",174,187
"Hebron School District","""0670011""","Gilead Hill School","""0670211""","*","*","*",14,0,6,269,294
"Hebron School District","""0670011""","Hebron Elementary School","""0670111""","*",7,"*",26,0,9,390,436
"Highville Charter School District","""2860013""","Highville Charter School","""2860113""",0,0,430,17,0,8,7,462
"Integrated Day Charter School District","""2640013""","Integrated Day Charter School","""2640113""","*",36,"*",44,0,31,192,331
"Interdistrict School for Arts and Comm District","""2650013""","Interdistrict School For Arts And Communication","""2655113""","*","*",46,130,"*",28,60,271
"Jumoke Academy District","""2610013""","Jumoke Academy","""2610113""","*",0,692,33,0,"*","*",734
"Kent School District","""0680011""","Kent Center School","""0680111""",0,6,0,24,0,11,196,237
"Killingly School District","""0690011""","Goodyear Early Childhood Center","""0698011""","*","*",12,11,0,0,97,130
"Killingly School District","""0690011""","Killingly Alternative Learning Program","""0690611""","*",0,0,"*",0,0,14,16
"Killingly School District","""0690011""","Killingly Central School","""0690111""","*","*",13,33,0,0,319,377
"Killingly School District","""0690011""","Killingly High School","""0696111""","*",17,27,39,0,"*",726,825
"Killingly School District","""0690011""","Killingly Intermediate School","""0695211""","*",22,30,56,0,"*",561,688
"Killingly School District","""0690011""","Killingly Memorial School","""0690311""","*",32,17,48,0,"*",383,484
"Learn","""2450014""","Connecticut River Academy","""2456014""",0,"*",93,199,"*",11,121,434
"Learn","""2450014""","Dual Language & Arts Magnet Middle School","""2455014""",0,"*","*",73,0,16,38,145
"Learn","""2450014""","Learn ABA Program at Center School","""2451214""",0,0,"*","*",0,0,0,"*"
"Learn","""2450014""","Learn Haynes Elementary Intensive Program","""2451114""",0,0,"*","*",0,"*","*",12
"Learn","""2450014""","Learn High School ABA","""2450614""",0,"*",0,"*",0,"*","*","*"
"Learn","""2450014""","Learn Kelly Middle School Intensive Program","""2450914""",0,0,"*","*",0,0,"*","*"
"Learn","""2450014""","Learn Ledyard RICHES Program","""2450714""",0,0,"*",0,0,0,"*","*"
"Learn","""2450014""","Learn Pathways Program","""2450514""","*",0,0,"*",0,0,"*","*"
"Learn","""2450014""","Learn SAILS Middle School Program","""2450814""",0,0,"*",0,0,0,"*","*"
"Learn","""2450014""","Learn SAILS Program at Salem","""2451014""",0,0,"*","*",0,"*","*",8
"Learn","""2450014""","Learn STS 18-21 Year Old Program","""2450414""",0,0,0,0,0,0,"*","*"
"Learn","""2450014""","Marine Science Magnet High School of Southeastern Connecticut","""2456114""","*",8,9,49,"*",24,176,271
"Learn","""2450014""","Regional Multicultural Magnet School","""2450114""",0,"*",57,179,"*",68,208,535
"Learn","""2450014""","Riverside Magnet School at Goodwin College","""2450314""",0,8,99,143,0,20,100,370
"Learn","""2450014""","The Friendship School","""2450214""","*",13,39,171,"*",48,230,505
"Learn","""2450014""","Three Rivers Middle College Magnet School","""2456214""",0,0,"*",12,0,"*",42,67
"Lebanon School District","""0710011""","Lebanon Elementary School","""0710111""","*",6,11,20,"*","*",323,368
"Lebanon School District","""0710011""","Lebanon Middle School","""0715111""","*",6,6,18,"*","*",265,300
"Lebanon School District","""0710011""","Lyman Memorial High School","""0716211""",7,"*","*",10,0,"*",354,377
"Ledyard School District","""0720011""","Gales Ferry School","""0720211""","*",7,"*",24,0,14,175,224
"Ledyard School District","""0720011""","Gallup Hill School","""0720411""",24,6,18,39,0,27,223,337
"Ledyard School District","""0720011""","Juliet W. Long School","""0720311""","*","*",14,32,0,19,221,294
"Ledyard School District","""0720011""","Ledyard Center School","""0720111""",23,21,"*",39,"*",24,279,407
"Ledyard School District","""0720011""","Ledyard High School","""0726111""",20,31,57,75,0,12,638,833
"Ledyard School District","""0720011""","Ledyard Middle School","""0725111""",20,14,23,24,"*","*",232,323
"Lisbon School District","""0730011""","Lisbon Central School","""0730111""","*","*","*",27,"*",25,324,388
"Litchfield School District","""0740011""","Center School","""0740211""",0,"*",0,16,0,"*",245,270
"Litchfield School District","""0740011""","Litchfield High School","""0746111""",0,"*","*",11,"*","*",275,296
"Litchfield School District","""0740011""","Litchfield Intermediate School","""0740311""",0,"*",0,9,"*","*",200,220
"Litchfield School District","""0740011""","Litchfield Middle School","""0746011""",0,"*","*",11,"*","*",154,175
"Madison School District","""0760011""","Daniel Hand High School","""0766111""","*",46,13,34,"*",20,1047,1164
"Madison School District","""0760011""","Dr. Robert H. Brown Middle School","""0760611""",0,14,"*","*",0,15,373,416
"Madison School District","""0760011""","Island Avenue Elementary School","""0760211""",0,6,"*",14,"*","*",241,268
