"Student Counts by School and Race"
"All Districts, All Schools"
"2010-11"

"",,,,"Race",,,,,,,
"Ellington School District","""0480011""","Windermere School","""0480611""",0,57,19,23,0,17,323,439
"Elm City College Preparatory School District","""2890013""","Elm City College Preparatory School","""2890113""","*","*",450,122,0,6,"*",585
"Enfield School District","""0490011""","Edgar H. Parkman School","""0491311""","*","*",6,13,"*",15,285,325
"Enfield School District","""0490011""","Eli Whitney School","""0491611""","*",12,21,41,"*",25,317,418
"Enfield School District","""0490011""","Enfield High School","""0496111""","*",12,58,41,0,"*",687,809
"Enfield School District","""0490011""","Enfield Street School","""0490211""",0,"*",32,48,"*",22,234,347
"Enfield School District","""0490011""","Enfield Transitional Learning Academy","""0499011""",0,"*","*","*",0,0,7,10
"Enfield School District","""0490011""","Enrico Fermi High School","""0496211""","*","*",53,47,0,27,956,1102
"Enfield School District","""0490011""","Harriet Beecher Stowe School","""0491211""",0,"*",10,16,0,"*",201,234
"Enfield School District","""0490011""","Hazardville Memorial School","""0490411""","*","*",11,20,0,16,305,366
"Enfield School District","""0490011""","Head Start Program","""0498011""",0,"*","*",29,0,13,52,104
"Enfield School District","""0490011""","Henry Barnard School","""0491811""","*",13,43,40,"*",23,272,397
"Enfield School District","""0490011""","John F. Kennedy Middle School","""0495211""","*","*",57,66,0,26,684,848
"Enfield School District","""0490011""","Nathan Hale School","""0491111""","*","*",9,14,0,15,202,247
"Enfield School District","""0490011""","Prudence Crandall School","""0491511""","*",14,8,35,"*",14,305,379
"Enfield School District","""0490011""","Thomas G. Alcorn School","""0491711""","*","*",42,82,"*",20,145,301
"Essex School District","""0500011""","Essex Elementary School","""0500111""",0,18,"*","*",0,13,545,593
"Explorations District","""2720013""","Explorations","""2726113""","*","*","*","*",0,0,73,80
"Fairfield School District","""0510011""","Burr Elementary School","""0510211""","*",15,"*",15,0,19,363,420
"Fairfield School District","""0510011""","Dwight Elementary School","""0510111""",0,19,"*",14,0,"*",273,314
"Fairfield School District","""0510011""","Early Childhood Center","""0518011""","*","*","*",11,0,"*",97,118
"Fairfield School District","""0510011""","Fairfield Ludlowe High School","""0516011""","*",61,34,87,"*",33,1280,1503
"Fairfield School District","""0510011""","Fairfield Warde High School","""0516211""","*",67,47,161,"*",51,994,1328
"Fairfield School District","""0510011""","Fairfield Woods Middle School","""0515211""",0,33,12,40,0,18,565,668
"Fairfield School District","""0510011""","Holland Hill School","""0510411""","*",21,"*",45,0,10,245,333
"Fairfield School District","""0510011""","Jennings School","""0511711""",0,17,15,32,0,13,270,347
"Fairfield School District","""0510011""","McKinley School","""0510611""","*",59,"*",103,0,27,276,490
"Fairfield School District","""0510011""","Mill Hill School","""0510711""",0,24,"*",35,0,"*",400,474
"Fairfield School District","""0510011""","North Stratfield School","""0511611""",0,28,"*",38,0,"*",400,483
"Fairfield School District","""0510011""","Osborn Hill School","""0511811""",0,26,"*",12,0,"*",494,538
"Fairfield School District","""0510011""","Riverfield School","""0511211""","*",11,"*",18,0,13,404,451
"Fairfield School District","""0510011""","Roger Ludlowe Middle School","""0515311""","*",38,37,90,0,"*",802,985
"Fairfield School District","""0510011""","Sherman School","""0511311""",0,15,8,20,0,10,389,442
"Fairfield School District","""0510011""","Stratfield School","""0511411""","*",22,"*",34,0,14,426,504
"Fairfield School District","""0510011""","Tomlinson Middle School","""0515111""",0,27,15,67,0,13,662,784
"Farmington School District","""0520011""","East Farms School","""0520411""",0,83,"*",23,0,"*",346,469
"Farmington School District","""0520011""","Farmington Collaborative PK","""0528011""",0,19,"*","*",0,0,48,76
"Farmington School District","""0520011""","Farmington High School","""0526111""","*",121,71,"*",0,0,1059,1309
"Farmington School District","""0520011""","Irving A. Robbins Middle School","""0525111""","*",82,44,37,0,"*",522,688
"Farmington School District","""0520011""","Noah Wallace School","""0520211""",0,65,"*",17,0,"*",249,346
"Farmington School District","""0520011""","Union School","""0520111""","*",31,16,9,0,"*",242,300
"Farmington School District","""0520011""","West District School","""0520311""","*",56,"*",14,0,0,256,338
"Farmington School District","""0520011""","West Woods Upper Elementary School","""0520511""","*",66,30,31,0,"*",473,603
"Franklin School District","""0530011""","Franklin Elementary School","""0530111""",0,"*",0,15,"*","*",198,222
"Glastonbury School District","""0540011""","Buttonball Lane School","""0540211""",0,50,12,38,0,17,401,518
"Glastonbury School District","""0540011""","Eastbury School","""0540311""",0,32,7,13,0,12,239,303
"Glastonbury School District","""0540011""","Gideon Welles School","""0540811""",0,51,"*",36,"*",15,390,506
"Glastonbury School District","""0540011""","Glastonbury High School","""0546111""",6,166,81,129,0,38,1781,2201
"Glastonbury School District","""0540011""","Hebron Avenue School","""0540411""","*",43,"*",14,0,11,427,505
"Glastonbury School District","""0540011""","Hopewell School","""0540611""","*",57,"*",25,0,17,394,502
"Glastonbury School District","""0540011""","Naubuc School","""0540711""",0,58,29,74,"*","*",311,497
"Glastonbury School District","""0540011""","Nayaug Elementary School","""0540911""",0,30,19,37,0,22,555,663
"Glastonbury School District","""0540011""","Smith Middle School","""0545211""",0,93,35,64,0,21,900,1113
"Granby School District","""0560011""","Frank M. Kearns Primary School","""0560111""",0,"*",23,"*",0,11,373,423
"Granby School District","""0560011""","Granby Memorial High School","""0566111""","*","*",19,20,0,13,725,785
"Granby School District","""0560011""","Granby Memorial Middle School","""0565111""","*","*",13,12,0,"*",322,355
"Granby School District","""0560011""","Kelly Lane Primary School","""0560411""","*","*",14,15,0,12,283,330
"Granby School District","""0560011""","Wells Road Intermediate School","""0560311""",0,7,12,13,0,14,301,347
"Greenwich School District","""0570011""","Central Middle School","""0575111""",0,47,16,82,0,12,464,621
"Greenwich School District","""0570011""","Cos Cob School","""0570211""",0,51,12,59,0,15,281,418
"Greenwich School District","""0570011""","Eastern Middle School","""0575211""","*",63,"*",75,0,12,637,793
"Greenwich School District","""0570011""","Glenville School","""0570411""",0,43,"*",42,0,"*",255,347
"Greenwich School District","""0570011""","Greenwich High School","""0576111""","*",168,91,421,"*",30,1960,2673
"Greenwich School District","""0570011""","Hamilton Avenue School","""0570511""",0,26,39,180,0,13,158,416
"Greenwich School District","""0570011""","International School At Dundee","""0571311""",0,45,"*",60,"*",15,241,372
"Greenwich School District","""0570011""","Julian Curtiss School","""0570311""",0,36,24,83,0,13,197,353
"Greenwich School District","""0570011""","New Lebanon School","""0570611""","*",10,12,127,0,"*",89,243
"Greenwich School District","""0570011""","North Mianus School","""0570711""","*",64,"*",39,0,"*",341,452
"Greenwich School District","""0570011""","North Street School","""0570811""","*",38,"*",37,0,27,339,451
"Greenwich School District","""0570011""","Old Greenwich School","""0570911""",0,20,"*",25,0,"*",351,410
"Greenwich School District","""0570011""","Parkway School","""0571111""","*",14,"*",30,0,9,236,292
"Greenwich School District","""0570011""","Riverside School","""0571011""",0,31,0,62,0,12,409,514
"Greenwich School District","""0570011""","Western Middle School","""0575311""","*",40,35,137,0,"*",275,493
"Griswold School District","""0580011""","Griswold Elementary School","""0580311""",12,19,28,40,0,26,601,726
"Griswold School District","""0580011""","Griswold High School","""0586211""",16,"*",20,24,0,"*",633,709
"Griswold School District","""0580011""","Griswold Middle School","""0585111""","*",11,14,27,0,"*",513,570
"Groton School District","""0590011""","Carl C. Cutler Middle School","""0595311""","*",24,19,18,0,"*",292,359
"Groton School District","""0590011""","Catherine Kolnaski Magnet School","""0592011""",9,35,114,134,0,22,164,478
"Groton School District","""0590011""","Charles Barnum School","""0591811""","*",20,45,35,0,"*",264,384
"Groton School District","""0590011""","Claude Chester School","""0590311""",7,68,46,76,0,20,171,388
"Groton School District","""0590011""","Fitch Middle School","""0595111""",11,29,66,65,"*","*",231,411
"Groton School District","""0590011""","Mary Morrisson School","""0591711""","*","*",37,46,0,7,256,353
"Groton School District","""0590011""","Northeast Academy Elementary School","""0591911""",6,35,20,31,0,8,328,428
"Groton School District","""0590011""","Pleasant Valley School","""0591211""","*",24,20,63,"*",18,167,302
"Groton School District","""0590011""","Robert E. Fitch High School","""0596111""",22,86,178,141,"*","*",823,1271
"Groton School District","""0590011""","S. B. Butler School","""0590111""","*",17,19,19,0,"*",283,347
"Groton School District","""0590011""","West Side Middle School","""0595211""","*",11,57,67,0,"*",103,248
"Guilford School District","""0600011""","A. Baldwin Middle School","""0600711""",0,21,"*",28,0,"*",523,587
"Guilford School District","""0600011""","A. W. Cox School","""0600611""",0,"*","*",26,0,20,257,316
"Guilford School District","""0600011""","Calvin Leete School","""0600411""",0,19,"*",15,0,"*",290,335
"Guilford School District","""0600011""","E. C. Adams Middle School","""0605111""","*",23,"*",26,0,8,509,572
"Guilford School District","""0600011""","Guilford High School","""0606111""","*",27,10,57,0,"*",1010,1113
"Guilford School District","""0600011""","Guilford Lakes School","""0600211""","*",10,11,17,0,"*",366,409
"Guilford School District","""0600011""","Melissa Jones School","""0600311""",0,10,"*",39,"*",11,284,346
"Hamden School District","""0620011""","Alice Peck Learning Center","""0628011""",0,"*",25,16,0,"*",37,87
"Hamden School District","""0620011""","Bear Path School","""0621211""",0,41,65,53,0,19,288,466
"Hamden School District","""0620011""","Church Street School","""0620211""",0,18,187,109,0,8,85,407
"Hamden School District","""0620011""","Dunbar Hill School","""0620311""",0,22,117,35,0,12,123,309
"Hamden School District","""0620011""","Hamden High School","""0626111""","*",105,666,249,0,"*",892,1934
"Hamden School District","""0620011""","Hamden Middle School","""0625211""","*",48,313,149,0,"*",374,900
"Hamden School District","""0620011""","Helen Street School","""0620411""","*","*",113,86,0,12,61,282
"Hamden School District","""0620011""","Ridge Hill School","""0621111""",0,25,134,88,0,6,88,341
"Hamden School District","""0620011""","Shepherd Glen School","""0620111""",0,67,110,51,0,6,108,342
"Hamden School District","""0620011""","Spring Glen School","""0621011""",0,6,68,43,0,21,239,377
"Hamden School District","""0620011""","West Woods School","""0621411""","*",90,57,47,0,"*",325,535
"Hampton School District","""0630011""","Hampton Elementary School","""0630111""",0,0,0,"*",0,"*",129,140
"Hartford School District","""0640011""","Asian Studies Academy at Bellizzi School","""0640711""","*","*",72,226,"*",14,19,340
"Hartford School District","""0640011""","Batchelder School","""0640411""","*",13,110,437,0,"*",17,590
"Hartford School District","""0640011""","Betances Early Reading Lab Magnet School","""0642811""","*",13,53,229,"*",6,8,311
"Hartford School District","""0640011""","Breakthrough II Magnet School","""0643511""",0,7,81,50,0,"*","*",142
"Hartford School District","""0640011""","Breakthrough Magnet School","""0643311""","*","*",112,141,0,"*",88,351
"Hartford School District","""0640011""","Bulkeley High School","""0647111""","*",11,129,319,"*",0,28,489
"Hartford School District","""0640011""","Bulkeley High School Lower School","""0646111""","*",10,119,419,"*",86,34,670
"Hartford School District","""0640011""","Burns Latino Studies Academy","""0640611""","*",6,96,540,0,"*",20,664
"Hartford School District","""0640011""","Burr School","""0642311""","*",14,133,517,0,"*",38,706
"Hartford School District","""0640011""","Capital Preparatory Magnet School","""0646911""",0,8,163,95,0,21,49,336
"Hartford School District","""0640011""","Clark School","""0642411""",0,"*",200,172,0,"*",6,381
"Hartford School District","""0640011""","Classical Magnet School","""0646411""","*",20,291,195,"*",40,161,710
"Hartford School District","""0640011""","Culinary Arts Academy at Weaver High School","""0646011""",0,"*",163,78,"*",0,"*",245
"Hartford School District","""0640011""","Dr. Joseph Bellizzi Middle School","""0645311""","*",10,37,217,0,21,"*",293
"Hartford School District","""0640011""","Environmental Sciences Magnet at Hooker School","""0640911""",0,13,38,180,0,6,38,275
"Hartford School District","""0640011""","Expeditionary Learning Academy at Moylan School","""0643211""","*",6,89,571,0,"*",8,677
"Hartford School District","""0640011""","Global Communications Academy","""0643611""","*","*",263,103,0,"*",0,372
"Hartford School District","""0640011""","HPHS Engineering and Green Technology Academy","""0647211""","*",15,126,216,0,23,"*",394
"Hartford School District","""0640011""","HPHS Freshmen Academy","""0647311""","*",8,81,194,0,33,"*",318
"Hartford School District","""0640011""","HPHS Law and Government Academy","""0647411""",0,13,146,205,"*","*",9,378
"Hartford School District","""0640011""","HPHS Nursing and Health Sciences Academy","""0647511""","*",9,145,201,0,24,"*",383
"Hartford School District","""0640011""","Hartford Magnet Trinity College Academy","""0645411""","*",18,140,289,0,"*",149,611
"Hartford School District","""0640011""","Hartford Transitional Learning Academy (Elementary)","""0649011""",0,0,11,21,0,0,0,32
"Hartford School District","""0640011""","High School, Inc.","""0647611""","*","*",117,102,0,26,6,256
"Hartford School District","""0640011""","Journalism and Media Academy Magnet School","""0647711""",0,"*",158,64,0,0,"*",229
"Hartford School District","""0640011""","Kennelly School","""0641011""","*","*",163,543,0,9,55,781
"Hartford School District","""0640011""","Kinsella Magnet School of Performing Arts","""0641111""","*","*",210,289,0,10,144,662
"Hartford School District","""0640011""","M. D. Fox School","""0640811""","*","*",122,644,0,24,34,846
"Hartford School District","""0640011""","M. L. King, Jr. School","""0641611""",0,"*",399,62,0,"*","*",468
"Hartford School District","""0640011""","McDonough Middle School","""0641211""",0,"*",59,347,0,"*",11,419
"Hartford School District","""0640011""","Milner School","""0641911""","*",0,207,198,0,"*","*",412
"Hartford School District","""0640011""","Montessori Magnet at Fisher School","""0643711""",0,22,85,29,0,12,50,198
"Hartford School District","""0640011""","Naylor/CCSU Leadership Academy","""0641411""","*","*",94,445,0,8,143,699
"Hartford School District","""0640011""","OPPortunity High School","""0647811""",0,0,"*",74,0,0,"*",123
"Hartford School District","""0640011""","Parkville Community School","""0641511""","*","*",81,364,0,19,37,515
"Hartford School District","""0640011""","Pathways Academy of Technology and Design","""0646611""","*",6,159,119,0,"*",65,355
"Hartford School District","""0640011""","Rawson School","""0641711""",0,0,419,"*",0,0,"*",463
"Hartford School District","""0640011""","Renzulli Gifted and Talented Academy","""0644011""",0,"*",34,17,0,"*","*",57
"Hartford School District","""0640011""","SAND School","""0640111""",0,"*",155,300,0,"*","*",463
"Hartford School District","""0640011""","STEM Magnet at Fisher School","""0642511""","*",24,185,39,"*",14,64,328
"Hartford School District","""0640011""","Sanchez School","""0643011""",0,"*",64,423,0,0,"*",492
"Hartford School District","""0640011""","Sarah J Rawson Middle Grades Academy","""0645611""","*",0,166,20,0,0,"*",188
"Hartford School District","""0640011""","Simpson-Waverly School","""0642611""",0,0,271,81,0,"*","*",361
"Hartford School District","""0640011""","Sports and Medical Sciences Academy","""0646511""","*","*",165,310,0,47,139,672
"Hartford School District","""0640011""","University High School of Science and Engineering","""0646711""","*",23,161,110,0,"*",92,407
"Hartford School District","""0640011""","Weaver High School","""0646311""",0,"*",138,"*",0,0,0,154
"Hartford School District","""0640011""","Webster Micro Society Magnet School","""0642011""","*","*",231,189,0,22,132,592
"Hartford School District","""0640011""","West Middle School","""0642111""","*",82,312,272,0,"*",13,688
"Hartford School District","""0640011""","Wish Museum School","""0642211""",0,"*",234,189,0,"*",11,443
"Hartland School District","""0650011""","Hartland School","""0650111""","*","*","*","*",0,"*",207,222
"Hebron School District","""0670011""","Gilead Hill School","""0670211""",0,"*",0,13,0,"*",443,470
"Hebron School District","""0670011""","Hebron Elementary School","""0670111""","*",8,"*",23,0,9,622,666
"Highville Charter School District","""2860013""","Highville Charter School","""2860113""",0,0,278,14,0,"*","*",300
"Integrated Day Charter School District","""2640013""","Integrated Day Charter School","""2640113""",0,21,25,41,0,29,215,331
"Interdistrict School for Arts and Comm District","""2650013""","Interdistrict School For Arts And Communication","""2655113""","*","*",47,68,0,6,58,182
"Jumoke Academy District","""2610013""","Jumoke Academy","""2610113""","*",0,411,7,7,"*",0,432
"Kent School District","""0680011""","Kent Center School","""0680111""",0,"*","*",22,0,19,239,287
"Killingly School District","""0690011""","Goodyear Early Childhood Center","""0698011""","*","*","*",7,0,"*",91,107
"Killingly School District","""0690011""","Killingly Central School","""0690111""","*","*",7,11,0,37,431,498
"Killingly School District","""0690011""","Killingly High School","""0696111""",9,19,27,20,0,9,704,788
"Killingly School District","""0690011""","Killingly Intermediate School","""0695211""",11,14,24,24,0,38,712,823
"Killingly School District","""0690011""","Killingly Memorial School","""0690311""","*","*",12,22,0,20,402,469
"Learn","""2450014""","Connecticut River Academy","""2456014""",0,0,57,"*",0,"*",48,146
"Learn","""2450014""","Dual Language & Arts Magnet Middle School","""2455014""","*","*",8,45,0,"*",24,82
"Learn","""2450014""","Learn Special Education","""2459014""",0,"*","*","*",0,0,24,30
"Learn","""2450014""","Regional Multicultural Magnet School","""2450114""","*",34,50,161,"*",61,237,545
"Learn","""2450014""","The Friendship School","""2450214""","*",28,89,125,"*",22,222,492
"Lebanon School District","""0710011""","Lebanon Elementary School","""0710111""",8,10,"*",27,"*","*",431,484
"Lebanon School District","""0710011""","Lebanon Middle School","""0715111""",10,"*","*",12,0,0,367,398
"Lebanon School District","""0710011""","Lyman Memorial High School","""0716211""","*","*",0,10,0,0,501,521
"Ledyard School District","""0720011""","Gales Ferry School","""0720211""","*",11,15,17,0,"*",160,207
"Ledyard School District","""0720011""","Gallup Hill School","""0720411""",39,"*",29,41,"*",0,215,345
"Ledyard School District","""0720011""","Juliet W. Long School","""0720311""","*",15,14,"*",0,0,240,285
"Ledyard School District","""0720011""","Ledyard Center School","""0720111""",29,19,35,37,0,0,296,416
"Ledyard School District","""0720011""","Ledyard High School","""0726111""",34,49,49,75,0,0,721,928
"Ledyard School District","""0720011""","Ledyard Middle School","""0725111""",27,"*",30,23,0,"*",336,436
"Lisbon School District","""0730011""","Community Connection - The Big Picture High School","""0736011""","*",0,0,"*",0,0,30,32
"Lisbon School District","""0730011""","Lisbon Central School","""0730111""","*",11,"*",18,0,38,430,502
"Litchfield School District","""0740011""","Center School","""0740211""",0,"*","*",19,8,"*",306,341
"Litchfield School District","""0740011""","Litchfield High School","""0746111""","*",8,"*",19,0,"*",526,560
"Litchfield School District","""0740011""","Litchfield Intermediate School","""0740311""",0,"*","*",8,"*","*",248,268
"Madison School District","""0760011""","Daniel Hand High School","""0766111""","*",44,14,23,"*",18,1187,1290
"Madison School District","""0760011""","Dr. Robert H. Brown Middle School","""0760611""","*",21,"*",11,0,8,540,588
"Madison School District","""0760011""","Island Avenue Elementary School","""0760211""","*",9,"*",12,0,"*",276,302
"Madison School District","""0760011""","J. Milton Jeffrey Elementary School","""0760111""",0,"*","*",10,0,15,455,492
"Madison School District","""0760011""","Kathleen H. Ryerson Elementary School","""0760311""",0,17,"*","*",0,"*",250,275
"Madison School District","""0760011""","Town Campus Learning Center","""0769011""","*","*","*","*",0,"*",32,43
"Madison School District","""0760011""","Walter C. Polson Upper Middle School","""0765211""",0,21,"*",15,"*",11,564,616
"Manchester School District","""0770011""","Nathan Hale School","""0770911""","*","*",101,81,0,"*",44,234
"Manchester School District","""0770011""","Bowers School","""0770111""","*","*",69,83,0,33,203,409
"Manchester School District","""0770011""","Buckley School","""0770311""","*",39,32,60,0,"*",235,388
"Manchester School District","""0770011""","Elisabeth M. Bennet Academy","""0771711""","*",22,110,109,0,"*",193,454
"Manchester School District","""0770011""","Highland Park School","""0770411""",0,14,42,28,0,17,172,273
"Manchester School District","""0770011""","Illing Middle School","""0775311""","*",44,193,216,0,"*",410,901
"Manchester School District","""0770011""","Keeney School","""0770611""","*",33,40,51,0,"*",236,387
"Manchester School District","""0770011""","Manchester High School","""0776111""",10,111,405,389,0,12,953,1880
"Manchester School District","""0770011""","Manchester Preschool Center","""0778011""",0,12,51,67,0,13,42,185
"Manchester School District","""0770011""","Manchester Regional Academy","""0779011""",0,0,30,"*",0,"*",44,99
"Manchester School District","""0770011""","Manchester Transition Center","""0779111""",0,0,"*","*",0,0,"*","*"
"Manchester School District","""0770011""","Martin School","""0771611""",0,"*",29,26,0,"*",143,221
"Manchester School District","""0770011""","Robertson School","""0771011""","*",103,108,79,0,"*",70,377
"Manchester School District","""0770011""","Verplanck School","""0771211""","*",40,109,128,0,"*",57,340
"Manchester School District","""0770011""","Waddell School","""0771311""",0,51,56,79,0,30,132,348
"Manchester School District","""0770011""","Washington School","""0771411""",0,10,86,98,0,40,73,307
"Mansfield School District","""0780011""","Annie E. Vinton School","""0780411""",0,21,"*",15,0,"*",225,274
"Mansfield School District","""0780011""","Dorothy C. Goodwin School","""0780211""",0,31,"*",20,0,"*",143,202
"Mansfield School District","""0780011""","Mansfield Middle School","""0785111""","*",51,18,61,"*",24,429,585
"Mansfield School District","""0780011""","Southeast Elementary School","""0780511""",0,17,13,41,0,11,184,266
"Marlborough School District","""0790011""","Elmer Thienes-Mary Hall Elementary School","""0790111""",0,22,"*",34,0,"*",597,675
"Meriden School District","""0800011""","Nathan Hale School","""0800711""","*",15,68,291,"*",12,225,621
"Meriden School District","""0800011""","Benjamin Franklin School","""0800111""","*",12,54,203,0,"*",188,466
"Meriden School District","""0800011""","Casimir Pulaski School","""0801111""",0,12,118,362,7,16,191,706
"Meriden School District","""0800011""","Francis T. Maloney High School","""0806111""","*",18,170,540,"*",22,481,1235
"Meriden School District","""0800011""","Hanover School","""0800311""","*",14,42,195,"*",7,267,530
"Meriden School District","""0800011""","Israel Putnam School","""0800411""","*",17,78,292,"*","*",164,561
"Meriden School District","""0800011""","John Barry School","""0800511""","*",7,62,333,"*","*",97,509
"Meriden School District","""0800011""","Lincoln Middle School","""0805211""",0,8,78,310,10,13,292,711
"Meriden School District","""0800011""","Orville H. Platt High School","""0806211""",0,16,157,490,8,18,413,1102
"Meriden School District","""0800011""","Roger Sherman School","""0800811""","*",15,62,299,0,"*",135,524
"Meriden School District","""0800011""","Thomas Hooker School","""0801011""",0,32,20,187,"*","*",199,446
"Meriden School District","""0800011""","Washington Middle School","""0805411""","*",10,140,412,"*",18,299,888
"Middletown School District","""0830011""","Bielefield School","""0830211""",0,15,94,63,0,17,177,366
"Middletown School District","""0830011""","Farm Hill School","""0830511""","*","*",72,75,0,26,185,371
"Middletown School District","""0830011""","Keigwin Middle School","""0831511""","*",12,81,58,0,"*",215,372
"Middletown School District","""0830011""","Lawrence School","""0831311""","*",61,63,48,0,"*",185,377
"Middletown School District","""0830011""","MacDonough School","""0830911""","*","*",79,76,0,10,76,248
"Middletown School District","""0830011""","Middletown High School","""0836211""","*",67,322,154,0,"*",794,1357
"Middletown School District","""0830011""","Moody School","""0831211""","*",19,45,30,0,"*",250,361
"Middletown School District","""0830011""","Snow School","""0831111""",0,25,82,51,0,8,190,356
"Middletown School District","""0830011""","Spencer School","""0830111""",0,13,64,36,0,15,213,341
"Middletown School District","""0830011""","Wesley School","""0831411""",0,14,71,21,"*","*",196,311
"Middletown School District","""0830011""","Woodrow Wilson Middle School","""0835411""","*",33,191,120,0,"*",374,733
"Milford School District","""0840011""","Calf Pen Meadow School","""0840111""","*",24,"*",13,0,0,282,330
"Milford School District","""0840011""","East Shore Middle School","""0845111""","*",18,17,20,0,"*",475,532
"Milford School District","""0840011""","Harborside Middle School","""0845211""",0,41,27,22,0,0,521,611
"Milford School District","""0840011""","J. F. Kennedy School","""0841911""","*",37,"*",33,0,0,325,421
"Milford School District","""0840011""","Jonathan Law High School","""0846211""","*","*",56,74,0,0,811,997
"Milford School District","""0840011""","Joseph A. Foran High School","""0846311""","*",35,"*",42,0,0,896,1009
"Milford School District","""0840011""","Live Oaks School","""0841611""",0,34,15,20,0,0,268,337
"Milford School District","""0840011""","Mathewson School","""0841711""",0,81,13,15,0,0,346,455
"Milford School District","""0840011""","Meadowside School","""0840711""",0,78,29,14,0,0,344,465
"Milford School District","""0840011""","Orange Avenue School","""0840811""",0,41,12,26,0,0,357,436
"Milford School District","""0840011""","Orchard Hills School","""0841811""",0,30,12,15,0,0,321,378
"Milford School District","""0840011""","Pumpkin Delight School","""0841011""",0,20,27,33,0,0,338,418
"Milford School District","""0840011""","West Shore Middle School","""0845311""",0,42,39,49,0,0,443,573
"Monroe School District","""0850011""","Chalk Hill School","""0850611""","*",9,"*",14,0,8,242,277
"Monroe School District","""0850011""","Fawn Hollow Elementary School","""0850511""",0,20,9,28,0,12,546,615
"Monroe School District","""0850011""","Jockey Hollow School","""0855211""","*",24,13,47,0,"*",536,634
"Monroe School District","""0850011""","Masuk High School","""0856111""","*",43,27,66,0,"*",1170,1309
"Monroe School District","""0850011""","Monroe Elementary School","""0850111""","*",8,"*",26,0,12,356,409
"Monroe School District","""0850011""","Stepney Elementary School","""0850311""","*",18,"*",44,0,13,424,511
"Montville School District","""0860011""","Dr. Charles E. Murphy School","""0860711""",7,11,"*",35,"*",37,287,383
"Montville School District","""0860011""","Leonard J. Tyl Middle School","""0865111""","*",53,26,49,"*",31,470,642
"Montville School District","""0860011""","Mohegan School","""0860111""",14,78,20,33,0,49,225,419
"Montville School District","""0860011""","Montville High School","""0866111""","*",52,33,51,"*",50,567,767
"Montville School District","""0860011""","Oakdale School","""0860511""",6,18,13,30,0,38,328,433
"Montville School District","""0860011""","Palmer Academy","""0869011""",0,0,0,"*",0,"*",13,19
"Naugatuck School District","""0880011""","Andrew Avenue School","""0880811""",0,20,7,48,0,9,118,202
"Naugatuck School District","""0880011""","Central Avenue Preschool","""0888211""",0,"*","*","*",0,"*",22,31
"Naugatuck School District","""0880011""","Central Avenue School","""0880111""",0,11,20,57,0,7,157,252
"Naugatuck School District","""0880011""","City Hill Middle School","""0885111""",0,"*",49,138,"*",41,521,771
"Naugatuck School District","""0880011""","Cross Street Intermediate School","""0880211""",0,14,27,51,0,11,227,330
"Naugatuck School District","""0880011""","Head Start","""0888111""",0,"*",8,33,0,"*",56,104
"Naugatuck School District","""0880011""","Hillside Intermediate School","""0880411""","*",12,30,78,"*",16,252,390
"Naugatuck School District","""0880011""","Hop Brook Elementary School","""0880511""",0,13,14,67,0,28,213,335
"Naugatuck School District","""0880011""","Maple Hill School","""0880311""","*",21,22,52,0,"*",260,376
"Naugatuck School District","""0880011""","Naugatuck High School","""0886111""","*",44,100,198,"*",46,969,1361
"Naugatuck School District","""0880011""","Salem School","""0880611""",0,8,18,57,0,15,133,231
"Naugatuck School District","""0880011""","Western School","""0880711""",0,9,13,62,0,15,178,277
"New Beginnings Inc Family Academy District","""2800013""","New Beginnings Inc Family Academy","""2800113""",0,0,267,84,0,"*","*",360
"New Britain School District","""0890011""","Academic Extension Center","""0899211""",0,0,"*",7,0,0,"*",12
"New Britain School District","""0890011""","Chamberlain  Elementary School","""0890311""",0,"*",97,257,0,"*",94,455
"New Britain School District","""0890011""","Frank J. DiLoreto School","""0891111""","*","*",64,719,0,"*",104,897
"New Britain School District","""0890011""","Gaffney School","""0890511""","*",24,61,230,0,"*",195,518
"New Britain School District","""0890011""","Holmes School","""0890611""",0,"*",61,212,0,"*",133,422
"New Britain School District","""0890011""","House of Arts Letters and Science (HALS)  Academy","""0895411""","*",10,26,51,0,"*",61,156
"New Britain School District","""0890011""","Jefferson School","""0890711""","*",49,40,179,"*",8,136,415
"New Britain School District","""0890011""","Lincoln School","""0890811""","*",19,89,441,0,"*",137,699
"New Britain School District","""0890011""","New Britain High School","""0896111""","*",66,459,1399,"*",9,680,2619
"New Britain School District","""0890011""","New Britain Transition Center","""0899011""",0,0,6,22,0,"*","*",32
"New Britain School District","""0890011""","Northend School","""0890911""","*","*",47,204,0,"*",43,307
"New Britain School District","""0890011""","Pulaski Middle School","""0895311""",0,14,70,388,0,7,113,592
"New Britain School District","""0890011""","Roosevelt Middle School","""0895111""",0,"*",78,287,"*","*",57,429
"New Britain School District","""0890011""","Slade Middle School","""0895211""",0,9,154,418,0,7,128,716
"New Britain School District","""0890011""","Smalley Academy","""0891211""",0,9,119,451,0,11,83,673
"New Britain School District","""0890011""","Smith School","""0891311""","*",14,118,349,"*",10,136,631
"New Britain School District","""0890011""","Vance School","""0891511""",0,12,110,278,0,15,129,544
"New Canaan School District","""0900011""","East School","""0900411""","*",31,"*",12,0,8,454,516
"New Canaan School District","""0900011""","New Canaan High School","""0906111""","*",44,16,45,"*",13,1211,1343
"New Canaan School District","""0900011""","Saxe Middle School","""0905111""","*",36,9,32,"*",16,1116,1218
