"school_code","district_code","district","school","subject","special_education","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0649811","0640011","Hartford School District","LC - Moylan","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","ELA","N","278","278","100.0","278","171","61.5","*","*","*","*","9","3.2","*","*"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","ELA","Y","62","62","100.0","62","56","90.3","*","*","*","*","0","0.0","*","*"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","Math","N","278","278","100.0","278","173","62.2","*","*","*","*","7","2.5","*","*"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","Math","Y","62","62","100.0","62","56","90.3","*","*","*","*","0","0.0","*","*"
"0641611","0640011","Hartford School District","M. L. King School","ELA","N","162","162","100.0","162","98","60.5","*","*","*","*","*","*","*","*"
"0641611","0640011","Hartford School District","M. L. King School","ELA","Y","45","45","100.0","45","40","88.9","*","*","*","*","0","0.0","*","*"
"0641611","0640011","Hartford School District","M. L. King School","Math","N","162","162","100.0","162","111","68.5","*","*","8","4.9","*","*","*","*"
"0641611","0640011","Hartford School District","M. L. King School","Math","Y","45","45","100.0","45","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0644811","0640011","Hartford School District","MDP - Batchelder School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0644811","0640011","Hartford School District","MDP - Batchelder School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0641211","0640011","Hartford School District","McDonough Expeditionary Learning School","ELA","N","200","199","99.5","199","114","57.3","*","*","21","10.6","*","*","*","*"
"0641211","0640011","Hartford School District","McDonough Expeditionary Learning School","ELA","Y","45","45","100.0","45","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0641211","0640011","Hartford School District","McDonough Expeditionary Learning School","Math","N","198","197","99.5","197","149","75.6","*","*","*","*","0","0.0","*","*"
"0641211","0640011","Hartford School District","McDonough Expeditionary Learning School","Math","Y","45","45","100.0","45","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0641911","0640011","Hartford School District","Milner Elementary School","ELA","N","176","176","100.0","176","125","71.0","*","*","*","*","*","*","*","*"
"0641911","0640011","Hartford School District","Milner Elementary School","ELA","Y","34","34","100.0","34","31","91.2","*","*","*","*","0","0.0","*","*"
"0641911","0640011","Hartford School District","Milner Elementary School","Math","N","175","174","99.4","174","144","82.8","*","*","*","*","0","0.0","*","*"
"0641911","0640011","Hartford School District","Milner Elementary School","Math","Y","34","34","100.0","34","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","ELA","N","91","91","100.0","91","*","*","*","*","*","*","*","*","*","*"
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","ELA","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","Math","N","91","90","98.9","90","*","*","*","*","*","*","*","*","*","*"
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","Math","Y","14","14","*","13","*","*","*","*","*","*","*","*","*","*"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","ELA","N","297","296","99.7","296","78","26.4","*","*","*","*","*","*","*","*"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","ELA","Y","53","53","100.0","53","42","79.2","*","*","*","*","*","*","*","*"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","Math","N","297","294","99.0","294","74","25.2","115","39.1","*","*","*","*","*","*"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","Math","Y","53","53","100.0","53","41","77.4","8","15.1","*","*","*","*","*","*"
"0641511","0640011","Hartford School District","Parkville Community School","ELA","N","198","198","100.0","198","111","56.1","*","*","*","*","9","4.5","*","*"
"0641511","0640011","Hartford School District","Parkville Community School","ELA","Y","45","44","97.8","44","42","95.5","*","*","*","*","0","0.0","*","*"
"0641511","0640011","Hartford School District","Parkville Community School","Math","N","198","198","100.0","198","115","58.1","*","*","16","8.1","*","*","*","*"
"0641511","0640011","Hartford School District","Parkville Community School","Math","Y","45","44","97.8","44","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","ELA","N","383","383","100.0","383","80","20.9","114","29.8","*","*","*","*","*","*"
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","ELA","Y","64","64","100.0","64","51","79.7","*","*","*","*","0","0.0","*","*"
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Math","N","383","382","99.7","382","132","34.6","*","*","*","*","28","7.3","*","*"
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Math","Y","64","64","100.0","64","60","93.8","*","*","*","*","0","0.0","*","*"
"0644011","0640011","Hartford School District","Renzulli Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0644011","0640011","Hartford School District","Renzulli Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0644011","0640011","Hartford School District","Renzulli Academy","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0644011","0640011","Hartford School District","Renzulli Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0640111","0640011","Hartford School District","SAND School","ELA","N","168","165","98.2","165","94","57.0","*","*","*","*","*","*","*","*"
"0640111","0640011","Hartford School District","SAND School","ELA","Y","56","55","98.2","55","49","89.1","*","*","*","*","0","0.0","*","*"
"0640111","0640011","Hartford School District","SAND School","Math","N","168","163","97.0","163","130","79.8","*","*","*","*","0","0.0","*","*"
"0640111","0640011","Hartford School District","SAND School","Math","Y","56","55","98.2","55","53","96.4","*","*","*","*","0","0.0","*","*"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","ELA","N","207","199","96.1","199","*","*","25","12.6","*","*","68","34.2","*","*"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","ELA","Y","32","30","93.8","30","19","63.3","*","*","*","*","0","0.0","*","*"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","Math","N","207","199","96.1","199","*","*","51","25.6","56","28.1","*","*","*","*"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","Math","Y","32","30","93.8","30","22","73.3","*","*","0","0.0","*","*","*","*"
"0643811","0640011","Hartford School District","STEM Magnet School at Dwight","ELA","N","255","255","100.0","255","85","33.3","70","27.5","*","*","*","*","*","*"
"0643811","0640011","Hartford School District","STEM Magnet School at Dwight","ELA","Y","40","40","100.0","40","31","77.5","6","15.0","*","*","*","*","*","*"
"0643811","0640011","Hartford School District","STEM Magnet School at Dwight","Math","N","255","255","100.0","255","106","41.6","80","31.4","*","*","*","*","*","*"
"0643811","0640011","Hartford School District","STEM Magnet School at Dwight","Math","Y","40","40","100.0","40","32","80.0","6","15.0","*","*","*","*","*","*"
"0643011","0640011","Hartford School District","Sanchez School","ELA","N","158","157","99.4","157","75","47.8","*","*","33","21.0","*","*","*","*"
"0643011","0640011","Hartford School District","Sanchez School","ELA","Y","29","29","100.0","29","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0643011","0640011","Hartford School District","Sanchez School","Math","N","158","157","99.4","157","72","45.9","*","*","23","14.6","*","*","*","*"
"0643011","0640011","Hartford School District","Sanchez School","Math","Y","29","29","100.0","29","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","ELA","N","223","221","99.1","221","107","48.4","*","*","*","*","*","*","*","*"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","ELA","Y","46","44","95.7","44","42","95.5","*","*","*","*","0","0.0","*","*"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","Math","N","223","215","96.4","215","122","56.7","*","*","22","10.2","*","*","*","*"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","Math","Y","46","43","93.5","43","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0642611","0640011","Hartford School District","Simpson-Waverly School","ELA","N","128","128","100.0","128","65","50.8","*","*","15","11.7","*","*","*","*"
"0642611","0640011","Hartford School District","Simpson-Waverly School","ELA","Y","41","41","100.0","41","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0642611","0640011","Hartford School District","Simpson-Waverly School","Math","N","127","127","100.0","127","90","70.9","31","24.4","6","4.7","0","0.0","6","4.7"
"0642611","0640011","Hartford School District","Simpson-Waverly School","Math","Y","41","39","95.1","39","39","100.0","0","0.0","0","0.0","0","0.0","0","0.0"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","ELA","N","236","236","100.0","236","95","40.3","*","*","62","26.3","*","*","*","*"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","ELA","Y","29","29","100.0","29","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","Math","N","236","236","100.0","236","102","43.2","*","*","41","17.4","*","*","*","*"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","Math","Y","29","29","100.0","29","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0642111","0640011","Hartford School District","West Middle School","ELA","N","205","203","99.0","203","85","41.9","63","31.0","*","*","*","*","*","*"
"0642111","0640011","Hartford School District","West Middle School","ELA","Y","40","40","100.0","40","33","82.5","*","*","*","*","0","0.0","*","*"
"0642111","0640011","Hartford School District","West Middle School","Math","N","205","202","98.5","202","91","45.0","*","*","32","15.8","*","*","*","*"
"0642111","0640011","Hartford School District","West Middle School","Math","Y","40","40","100.0","40","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0650111","0650011","Hartland School District","Hartland School","ELA","N","105","105","100.0","105","*","*","20","19.0","*","*","*","*","*","*"
"0650111","0650011","Hartland School District","Hartland School","ELA","Y","21","21","100.0","21","*","*","6","28.6","*","*","*","*","*","*"
"0650111","0650011","Hartland School District","Hartland School","Math","N","105","105","100.0","105","10","9.5","*","*","34","32.4","*","*","*","*"
"0650111","0650011","Hartland School District","Hartland School","Math","Y","21","20","95.2","20","12","60.0","*","*","0","0.0","*","*","*","*"
"0670111","0670011","Hebron School District","Hebron Elementary School","ELA","N","382","382","100.0","382","35","9.2","76","19.9","*","*","*","*","271","70.9"
"0670111","0670011","Hebron School District","Hebron Elementary School","ELA","Y","53","53","100.0","53","31","58.5","14","26.4","*","*","*","*","8","15.1"
"0670111","0670011","Hebron School District","Hebron Elementary School","Math","N","382","382","100.0","382","*","*","110","28.8","171","44.8","*","*","*","*"
"0670111","0670011","Hebron School District","Hebron Elementary School","Math","Y","53","53","100.0","53","31","58.5","14","26.4","*","*","*","*","8","15.1"
"2860113","2860013","Highville Charter School District","Highville Charter School","ELA","N","213","213","100.0","213","*","*","*","*","*","*","*","*","*","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","ELA","Y","18","18","*","18","*","*","*","*","*","*","*","*","*","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","Math","N","213","213","100.0","213","*","*","*","*","*","*","*","*","*","*"
