"school_code","district_code","district","school","subject","ell","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"1095111","1090011","Plainfield School District","Plainfield Central School","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"1095111","1090011","Plainfield School District","Plainfield Central School","Math","N","512","508","99.2","508","*","*","*","*","*","*","*","*","*","*"
"1095111","1090011","Plainfield School District","Plainfield Central School","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"1090311","1090011","Plainfield School District","Plainfield Memorial School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1090311","1090011","Plainfield School District","Plainfield Memorial School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1090311","1090011","Plainfield School District","Plainfield Memorial School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1090311","1090011","Plainfield School District","Plainfield Memorial School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1090411","1090011","Plainfield School District","Shepard Hill Elementary School","ELA","N","87","87","100.0","87","13","14.9","21","24.1","25","28.7","28","32.2","53","60.9"
"1090411","1090011","Plainfield School District","Shepard Hill Elementary School","Math","N","87","87","100.0","87","10","11.5","21","24.1","36","41.4","20","23.0","56","64.4"
"1100411","1100011","Plainville School District","Frank T. Wheeler School","ELA","N","110","110","100.0","110","*","*","*","*","*","*","*","*","*","*"
"1100411","1100011","Plainville School District","Frank T. Wheeler School","ELA","Y","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"1100411","1100011","Plainville School District","Frank T. Wheeler School","Math","N","110","110","100.0","110","*","*","*","*","*","*","*","*","*","*"
"1100411","1100011","Plainville School District","Frank T. Wheeler School","Math","Y","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"1100211","1100011","Plainville School District","Linden Street School","ELA","N","182","182","100.0","182","*","*","*","*","*","*","*","*","*","*"
"1100211","1100011","Plainville School District","Linden Street School","ELA","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"1100211","1100011","Plainville School District","Linden Street School","Math","N","182","182","100.0","182","*","*","*","*","*","*","*","*","*","*"
"1100211","1100011","Plainville School District","Linden Street School","Math","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"1100511","1100011","Plainville School District","Louis Toffolon School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1100511","1100011","Plainville School District","Louis Toffolon School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1100511","1100011","Plainville School District","Louis Toffolon School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1100511","1100011","Plainville School District","Louis Toffolon School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1105211","1100011","Plainville School District","Middle School of Plainville","ELA","N","529","528","99.8","528","*","*","*","*","*","*","*","*","*","*"
"1105211","1100011","Plainville School District","Middle School of Plainville","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1105211","1100011","Plainville School District","Middle School of Plainville","Math","N","530","529","99.8","529","*","*","*","*","*","*","*","*","*","*"
"1105211","1100011","Plainville School District","Middle School of Plainville","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1115111","1110011","Plymouth School District","Eli Terry Jr. Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1115111","1110011","Plymouth School District","Eli Terry Jr. Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1115111","1110011","Plymouth School District","Eli Terry Jr. Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1115111","1110011","Plymouth School District","Eli Terry Jr. Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1110411","1110011","Plymouth School District","Harry S. Fisher Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1110411","1110011","Plymouth School District","Harry S. Fisher Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1110411","1110011","Plymouth School District","Harry S. Fisher Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1110411","1110011","Plymouth School District","Harry S. Fisher Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1110211","1110011","Plymouth School District","Plymouth Center School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1110211","1110011","Plymouth School District","Plymouth Center School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1110211","1110011","Plymouth School District","Plymouth Center School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1110211","1110011","Plymouth School District","Plymouth Center School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1120111","1120011","Pomfret School District","Pomfret Community School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1120111","1120011","Pomfret School District","Pomfret Community School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1120111","1120011","Pomfret School District","Pomfret Community School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1120111","1120011","Pomfret School District","Pomfret Community School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1130511","1130011","Portland School District","Brownstone Intermediate School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1130511","1130011","Portland School District","Brownstone Intermediate School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1130511","1130011","Portland School District","Brownstone Intermediate School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1130511","1130011","Portland School District","Brownstone Intermediate School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1130411","1130011","Portland School District","Gildersleeve School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1130411","1130011","Portland School District","Gildersleeve School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1130411","1130011","Portland School District","Gildersleeve School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1130411","1130011","Portland School District","Gildersleeve School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1135111","1130011","Portland School District","Portland Middle School","ELA","N","220","215","97.7","215","14","6.5","45","20.9","85","39.5","71","33.0","156","72.6"
"1135111","1130011","Portland School District","Portland Middle School","Math","N","220","215","97.7","215","33","15.3","58","27.0","58","27.0","66","30.7","124","57.7"
"1145111","1140011","Preston School District","Preston Plains School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1145111","1140011","Preston School District","Preston Plains School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1145111","1140011","Preston School District","Preston Plains School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1145111","1140011","Preston School District","Preston Plains School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1140411","1140011","Preston School District","Preston Veterans' Memorial School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1140411","1140011","Preston School District","Preston Veterans' Memorial School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1140411","1140011","Preston School District","Preston Veterans' Memorial School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1140411","1140011","Preston School District","Preston Veterans' Memorial School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1160311","1160011","Putnam School District","Putnam Elementary School","ELA","N","253","252","99.6","252","*","*","*","*","*","*","*","*","*","*"
"1160311","1160011","Putnam School District","Putnam Elementary School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1160311","1160011","Putnam School District","Putnam Elementary School","Math","N","253","252","99.6","252","*","*","*","*","*","*","*","*","*","*"
"1160311","1160011","Putnam School District","Putnam Elementary School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1165111","1160011","Putnam School District","Putnam Middle School","ELA","N","262","254","96.9","253","*","*","*","*","*","*","*","*","*","*"
"1165111","1160011","Putnam School District","Putnam Middle School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1165111","1160011","Putnam School District","Putnam Middle School","Math","N","261","253","96.9","252","*","*","*","*","*","*","*","*","*","*"
"1165111","1160011","Putnam School District","Putnam Middle School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1175111","1170011","Redding School District","John Read Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1175111","1170011","Redding School District","John Read Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1175111","1170011","Redding School District","John Read Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1175111","1170011","Redding School District","John Read Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1170111","1170011","Redding School District","Redding Elementary School","ELA","N","187","186","99.5","186","*","*","*","*","*","*","*","*","*","*"
"1170111","1170011","Redding School District","Redding Elementary School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1170111","1170011","Redding School District","Redding Elementary School","Math","N","187","186","99.5","186","*","*","*","*","*","*","*","*","*","*"
"1170111","1170011","Redding School District","Redding Elementary School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"2010512","2010012","Regional School District 01","ALPSS","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2010512","2010012","Regional School District 01","ALPSS","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2010312","2010012","Regional School District 01","SELC","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2010312","2010012","Regional School District 01","SELC","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2010212","2010012","Regional School District 01","TOTAL","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2010212","2010012","Regional School District 01","TOTAL","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2045112","2040012","Regional School District 04","John Winthrop Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2045112","2040012","Regional School District 04","John Winthrop Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2045112","2040012","Regional School District 04","John Winthrop Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2045112","2040012","Regional School District 04","John Winthrop Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2055112","2050012","Regional School District 05","Amity Middle School: Bethany","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2055112","2050012","Regional School District 05","Amity Middle School: Bethany","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2055112","2050012","Regional School District 05","Amity Middle School: Bethany","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2055112","2050012","Regional School District 05","Amity Middle School: Bethany","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2055212","2050012","Regional School District 05","Amity Middle School: Orange","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2055212","2050012","Regional School District 05","Amity Middle School: Orange","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2055212","2050012","Regional School District 05","Amity Middle School: Orange","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
