"school_code","district_code","district_name","school_name","2013_14","2014_15","2015_16"
1030311,1030011,"Norwalk School District","Columbus Magnet School",100.0,100.0,100.0
1030411,1030011,"Norwalk School District","Cranbury Elementary School",100.0,100.0,100.0
1032011,1030011,"Norwalk School District","Fox Run Elementary School",100.0,100.0,91.1
1030711,1030011,"Norwalk School District","Jefferson Magnet School",100.0,100.0,98.3
1030811,1030011,"Norwalk School District","Kendall Elementary School",98.4,98.4,100.0
1032211,1030011,"Norwalk School District","Marvin Elementary School",100.0,98.0,100.0
1032111,1030011,"Norwalk School District","Naramake Elementary School",97.0,100.0,100.0
1035211,1030011,"Norwalk School District","Nathan Hale Middle School",100.0,100.0,98.9
1036111,1030011,"Norwalk School District","Norwalk High School",99.9,98.9,100.0
1036311,1030011,"Norwalk School District","Norwalk Pathways Academy at Briggs",100.0,100.0,100.0
1035311,1030011,"Norwalk School District","Ponus Ridge Middle School",98.1,97.9,97.9
1035511,1030011,"Norwalk School District","Roton Middle School",100.0,100.0,95.8
1031311,1030011,"Norwalk School District","Rowayton School",100.0,100.0,100.0
1032311,1030011,"Norwalk School District","Silvermine Elementary School",100.0,90.1,100.0
1031411,1030011,"Norwalk School District","Tracey School",100.0,91.2,100.0
1035411,1030011,"Norwalk School District","West Rocks Middle School",100.0,100.0,100.0
1032411,1030011,"Norwalk School District","Wolfpit School",96.9,89.5,100.0
9016122,9010022,"Norwich Free Academy District","Norwich Free Academy",98.6,99.0,100.0
1049911,1040011,"Norwich School District","Other",100.0,"",100.0
1040111,1040011,"Norwich School District","Bishop School Early Learning Center",100.0,100.0,100.0
1049111,1040011,"Norwich School District","Deborah-Tennant Zinewicz  School",100.0,"",""
1049011,1040011,"Norwich School District","Hickory Street School",100.0,"",""
1041411,1040011,"Norwich School District","John B. Stanton Network School",97.0,100.0,100.0
1045111,1040011,"Norwich School District","Kelly Middle School",100.0,100.0,100.0
1042011,1040011,"Norwich School District","Moriarty Magnet School",100.0,100.0,100.0
1040811,1040011,"Norwich School District","Samuel Huntington School",97.1,100.0,100.0
1045211,1040011,"Norwich School District","Teachers' Memorial Middle School",100.0,100.0,100.0
1041711,1040011,"Norwich School District","Thomas W. Mahan School",100.0,100.0,100.0
1041911,1040011,"Norwich School District","Uncas Network School",100.0,93.7,100.0
1041811,1040011,"Norwich School District","Veterans' Memorial School",100.0,90.6,100.0
1041511,1040011,"Norwich School District","Wequonnoc Magnet School",95.0,100.0,100.0
2635113,2630013,"Odyssey Community School District","Odyssey Community School",100.0,94.2,100.0
1060211,1060011,"Old Saybrook School District","Kathleen E. Goodwin School",100.0,100.0,100.0
1065211,1060011,"Old Saybrook School District","Old Saybrook Middle School",98.9,100.0,100.0
1066111,1060011,"Old Saybrook School District","Old Saybrook Senior High School",98.7,100.0,100.0
1070211,1070011,"Orange School District","Mary L. Tracy School",100.0,100.0,100.0
1070511,1070011,"Orange School District","Peck Place School",100.0,100.0,100.0
1070311,1070011,"Orange School District","Race Brook School",100.0,100.0,92.5
1070411,1070011,"Orange School District","Turkey Hill School",100.0,100.0,100.0
1080411,1080011,"Oxford School District","Alternative Education","","",100.0
1085111,1080011,"Oxford School District","Great Oak School",96.1,100.0,100.0
1080111,1080011,"Oxford School District","Oxford Center School",100.0,100.0,100.0
1086011,1080011,"Oxford School District","Oxford High School",100.0,100.0,100.0
1080311,1080011,"Oxford School District","Quaker Farms School",100.0,100.0,100.0
2835113,2830013,"Park City Prep Charter School District","Park City Prep Charter School",93.4,90.9,91.2
2930113,2930013,"Path Academy District","Path Academy","",80.0,100.0
1090111,1090011,"Plainfield School District","Moosup Elementary School",100.0,100.0,100.0
1095111,1090011,"Plainfield School District","Plainfield Central School",100.0,100.0,100.0
1096111,1090011,"Plainfield School District","Plainfield High School",100.0,100.0,100.0
1090311,1090011,"Plainfield School District","Plainfield Memorial School",100.0,98.2,100.0
1090411,1090011,"Plainfield School District","Shepard Hill Elementary School",100.0,100.0,100.0
1100411,1100011,"Plainville School District","Frank T. Wheeler School",100.0,100.0,100.0
1100211,1100011,"Plainville School District","Linden Street School",100.0,100.0,100.0
1100511,1100011,"Plainville School District","Louis Toffolon School",98.3,100.0,100.0
1105211,1100011,"Plainville School District","Middle School of Plainville",100.0,100.0,100.0
1106111,1100011,"Plainville School District","Plainville High School",100.0,100.0,100.0
1115111,1110011,"Plymouth School District","Eli Terry Jr. Middle School",100.0,100.0,96.3
1110411,1110011,"Plymouth School District","Harry S. Fisher Elementary School",100.0,100.0,100.0
1110211,1110011,"Plymouth School District","Plymouth Center School",100.0,100.0,100.0
1116111,1110011,"Plymouth School District","Terryville High School",100.0,100.0,100.0
1120111,1120011,"Pomfret School District","Pomfret Community School",100.0,100.0,100.0
1130511,1130011,"Portland School District","Brownstone Intermediate School",100.0,100.0,100.0
1130411,1130011,"Portland School District","Gildersleeve School",100.0,96.3,100.0
1136111,1130011,"Portland School District","Portland High School",100.0,100.0,100.0
1135111,1130011,"Portland School District","Portland Middle School",100.0,100.0,100.0
1130211,1130011,"Portland School District","Valley View School",100.0,100.0,100.0
1145111,1140011,"Preston School District","Preston Plains School",100.0,100.0,100.0
1140411,1140011,"Preston School District","Preston Veterans' Memorial School",100.0,100.0,100.0
1169011,1160011,"Putnam School District","Helping Hands",100.0,100.0,100.0
1160311,1160011,"Putnam School District","Putnam Elementary School",100.0,100.0,93.7
1166111,1160011,"Putnam School District","Putnam High School",95.5,100.0,100.0
1165111,1160011,"Putnam School District","Putnam Middle School",100.0,95.1,95.3
1175111,1170011,"Redding School District","John Read Middle School",100.0,97.3,100.0
1170111,1170011,"Redding School District","Redding Elementary School",98.7,100.0,100.0
2016112,2010012,"Regional School District 01","Housatonic Valley Regional High School",100.0,100.0,93.9
2045112,2040012,"Regional School District 04","John Winthrop Middle School",100.0,100.0,96.0
2046112,2040012,"Regional School District 04","Valley Regional High School",100.0,100.0,100.0
2055112,2050012,"Regional School District 05","Amity Middle School: Bethany",100.0,100.0,100.0
2055212,2050012,"Regional School District 05","Amity Middle School: Orange",100.0,100.0,100.0
2056112,2050012,"Regional School District 05","Amity Regional High School",99.0,98.4,100.0
2060112,2060012,"Regional School District 06","Goshen Center School",100.0,100.0,100.0
2060212,2060012,"Regional School District 06","James Morris School",100.0,100.0,100.0
2066112,2060012,"Regional School District 06","Wamogo Regional High School",97.2,100.0,91.5
2060312,2060012,"Regional School District 06","Warren Elementary School",100.0,100.0,84.8
2079112,2070012,"Regional School District 07","AIM",100.0,100.0,100.0
2079012,2070012,"Regional School District 07","FLEX",100.0,100.0,100.0
2079412,2070012,"Regional School District 07","Intensive Learning Program",100.0,"",""
2079212,2070012,"Regional School District 07","Links",100.0,100.0,100.0
2076112,2070012,"Regional School District 07","Northwestern Regional High School",100.0,100.0,98.2
2075112,2070012,"Regional School District 07","Northwestern Regional Middle School",96.5,100.0,99.3
2079312,2070012,"Regional School District 07","STEP",100.0,100.0,100.0
2086112,2080012,"Regional School District 08","RHAM High School",100.0,100.0,100.0
2085112,2080012,"Regional School District 08","RHAM Middle School",100.0,100.0,95.7
2086212,2080012,"Regional School District 08","Region Alternative High School",100.0,"",""
2096112,2090012,"Regional School District 09","Joel Barlow High School",100.0,100.0,100.0
2105112,2100012,"Regional School District 10","Har-Bur Middle School",100.0,100.0,100.0
2100312,2100012,"Regional School District 10","Harwinton Consolidated School",100.0,100.0,100.0
2100212,2100012,"Regional School District 10","Lake Garda Elementary School",100.0,95.5,96.6
2106112,2100012,"Regional School District 10","Lewis S. Mills High School",100.0,99.2,96.3
2116112,2110012,"Regional School District 11","Parish Hill High School",100.0,96.0,100.0
2129912,2120012,"Regional School District 12","Other",100.0,"",100.0
2120212,2120012,"Regional School District 12","Booth Free School",100.0,100.0,100.0
2120312,2120012,"Regional School District 12","Shepaug Valley School",95.8,97.7,100.0
2120112,2120012,"Regional School District 12","The Burnham School",100.0,100.0,100.0
2120412,2120012,"Regional School District 12","Washington Primary School",100.0,100.0,82.8
2139912,2130012,"Regional School District 13","Other",100.0,"",""
2136112,2130012,"Regional School District 13","Coginchaug Regional High School",100.0,100.0,100.0
2130212,2130012,"Regional School District 13","Francis E. Korn School",100.0,100.0,100.0
2135112,2130012,"Regional School District 13","Frank Ward Strong School",100.0,100.0,100.0
2130112,2130012,"Regional School District 13","Frederick Brewster School",100.0,100.0,97.2
2130512,2130012,"Regional School District 13","John Lyman School",100.0,100.0,100.0
2130412,2130012,"Regional School District 13","Middlefield Memorial School",100.0,100.0,100.0
2130312,2130012,"Regional School District 13","Middlesex Transition Academy","",100.0,100.0
2140112,2140012,"Regional School District 14","Bethlehem Elementary School",100.0,100.0,100.0
2140212,2140012,"Regional School District 14","Mitchell Elementary School",100.0,100.0,100.0
2146112,2140012,"Regional School District 14","Nonnewaug High School",100.0,98.0,100.0
2145112,2140012,"Regional School District 14","Woodbury Middle School",100.0,100.0,100.0
2150412,2150012,"Regional School District 15","Gainfield Elementary School",100.0,100.0,100.0
2150712,2150012,"Regional School District 15","Long Meadow Elementary School",100.0,100.0,100.0
2150112,2150012,"Regional School District 15","MIJ Program","",100.0,100.0
2155212,2150012,"Regional School District 15","Memorial Middle School",100.0,100.0,100.0
2150612,2150012,"Regional School District 15","Middlebury Elementary School",100.0,100.0,100.0
2156212,2150012,"Regional School District 15","Pomperaug Regional High School",100.0,98.7,100.0
2150512,2150012,"Regional School District 15","Pomperaug School",100.0,100.0,100.0
2155112,2150012,"Regional School District 15","Rochambeau Middle School",100.0,100.0,100.0
2160312,2160012,"Regional School District 16","Algonquin School",100.0,100.0,""
2160212,2160012,"Regional School District 16","Community School",100.0,100.0,""
2160112,2160012,"Regional School District 16","Laurel Ledge School",82.1,100.0,100.0
2165112,2160012,"Regional School District 16","Long River Middle School",100.0,100.0,100.0
2160512,2160012,"Regional School District 16","Prospect Elementary School","","",100.0
2166012,2160012,"Regional School District 16","Woodland Regional High School",100.0,100.0,100.0
2170212,2170012,"Regional School District 17","Burr District Elementary School",100.0,100.0,100.0
2170112,2170012,"Regional School District 17","Haddam Elementary School",100.0,100.0,100.0
2176112,2170012,"Regional School District 17","Haddam-Killingworth High School",100.0,100.0,97.7
2175112,2170012,"Regional School District 17","Haddam-Killingworth Middle School",100.0,100.0,100.0
2170312,2170012,"Regional School District 17","Killingworth Elementary School",100.0,100.0,97.6
2180312,2180012,"Regional School District 18","Center School",100.0,100.0,100.0
2180412,2180012,"Regional School District 18","Alternative Program","","",100.0
2180112,2180012,"Regional School District 18","Lyme Consolidated School",100.0,100.0,100.0
2186112,2180012,"Regional School District 18","Lyme-Old Lyme High School",100.0,100.0,100.0
2185112,2180012,"Regional School District 18","Lyme-Old Lyme Middle School",100.0,100.0,100.0
2180212,2180012,"Regional School District 18","Mile Creek School",100.0,100.0,100.0
2196112,2190012,"Regional School District 19","E. O. Smith High School",100.0,100.0,100.0
2190112,2190012,"Regional School District 19","E.O. Smith High School at the Depot Campus","","",100.0
1189911,1180011,"Ridgefield School District","Other",100.0,"",""
1188011,1180011,"Ridgefield School District","Alternative High School","","",100.0
1180811,1180011,"Ridgefield School District","Barlow Mountain Elementary School",100.0,100.0,100.0
1180611,1180011,"Ridgefield School District","Branchville Elementary School",100.0,100.0,100.0
1185111,1180011,"Ridgefield School District","East Ridge Middle School",100.0,100.0,100.0
1180411,1180011,"Ridgefield School District","Farmingville Elementary School",100.0,100.0,100.0
1180311,1180011,"Ridgefield School District","Ridgebury Elementary School",100.0,100.0,100.0
1189011,1180011,"Ridgefield School District","Ridgefield 18-21 Transition Program",100.0,"",""
1186111,1180011,"Ridgefield School District","Ridgefield High School",98.2,100.0,100.0
1180511,1180011,"Ridgefield School District","Scotland Elementary School",100.0,98.1,100.0
1185211,1180011,"Ridgefield School District","Scotts Ridge Middle School",100.0,100.0,100.0
1180211,1180011,"Ridgefield School District","Veterans Park Elementary School",100.0,100.0,100.0
1195111,1190011,"Rocky Hill School District","Albert D. Griswold Middle School",100.0,100.0,100.0
1190411,1190011,"Rocky Hill School District","Myrtle H. Stevens School",98.8,100.0,100.0
1190311,1190011,"Rocky Hill School District","Pathways","","",100.0
1196111,1190011,"Rocky Hill School District","Rocky Hill High School",100.0,100.0,99.6
1190511,1190011,"Rocky Hill School District","West Hill School",100.0,100.0,100.0
1210111,1210011,"Salem School District","Salem Elementary School",100.0,100.0,100.0
1220211,1220011,"Salisbury School District","SELC","","",100.0
1220111,1220011,"Salisbury School District","Salisbury Central School",100.0,100.0,100.0
1230111,1230011,"Scotland School District","Scotland Elementary School",100.0,100.0,100.0
1240111,1240011,"Seymour School District","Bungay School",100.0,100.0,100.0
1240211,1240011,"Seymour School District","Chatfield-LoPresti School",100.0,100.0,100.0
1246111,1240011,"Seymour School District","Seymour High School",100.0,100.0,100.0
1245111,1240011,"Seymour School District","Seymour Middle School",100.0,100.0,100.0
1250111,1250011,"Sharon School District","Sharon Center School",100.0,100.0,100.0
1250211,1250011,"Sharon School District","TOTAL","","",100.0
1260911,1260011,"Shelton School District","Mohegan School",100.0,100.0,100.0
1261011,1260011,"Shelton School District","Booth Hill School",100.0,100.0,100.0
1260511,1260011,"Shelton School District","Elizabeth Shelton School",92.2,100.0,100.0
1265111,1260011,"Shelton School District","Intermediate School",100.0,100.0,100.0
1260811,1260011,"Shelton School District","Long Hill School",100.0,100.0,100.0
1261111,1260011,"Shelton School District","Perry Hill Elementary School",100.0,100.0,100.0
1266111,1260011,"Shelton School District","Shelton High School",100.0,100.0,100.0
1260611,1260011,"Shelton School District","Sunnyside School",100.0,100.0,100.0
1279911,1270011,"Sherman School District","Other","","",100.0
1270111,1270011,"Sherman School District","Sherman School",100.0,100.0,100.0
2700113,2700013,"Side By Side Charter School District","Side By Side Charter School",100.0,100.0,100.0
1280111,1280011,"Simsbury School District","Central School",100.0,98.2,100.0
1285111,1280011,"Simsbury School District","Henry James Memorial School",100.0,100.0,100.0
1280611,1280011,"Simsbury School District","Latimer Lane School",100.0,100.0,100.0
1286111,1280011,"Simsbury School District","Simsbury High School",97.9,100.0,100.0
1280711,1280011,"Simsbury School District","Squadron Line School",100.0,100.0,100.0
1280311,1280011,"Simsbury School District","Tariffville School",100.0,100.0,100.0
1280411,1280011,"Simsbury School District","Tootin' Hills School",100.0,100.0,100.0
1290511,1290011,"Somers School District","Aspire","","",100.0
1295111,1290011,"Somers School District","Mabelle B. Avery Middle School",100.0,100.0,100.0
1290411,1290011,"Somers School District","Somers Elementary School",98.9,100.0,100.0
1296111,1290011,"Somers School District","Somers High School",100.0,100.0,100.0
1320211,1320011,"South Windsor School District","Pleasant Valley School",100.0,100.0,100.0
1320711,1320011,"South Windsor School District","Eli Terry School",100.0,100.0,100.0
1320611,1320011,"South Windsor School District","Orchard Hill School",100.0,100.0,100.0
1320111,1320011,"South Windsor School District","Philip R. Smith School",91.0,100.0,100.0
1329011,1320011,"South Windsor School District","Project Worth Young Adult Academy",100.0,100.0,100.0
1326211,1320011,"South Windsor School District","South Windsor High School",100.0,100.0,97.4
1325111,1320011,"South Windsor School District","Timothy Edwards School",100.0,100.0,100.0
1320411,1320011,"South Windsor School District","Wapping Elementary School",100.0,100.0,100.0
1315311,1310011,"Southington School District","John F. Kennedy Middle School",98.1,100.0,100.0
1311711,1310011,"Southington School District","Achieve","","",100.0
1310111,1310011,"Southington School District","Alta","",100.0,100.0
1311511,1310011,"Southington School District","Derynoski Elementary School",100.0,100.0,100.0
1311311,1310011,"Southington School District","Flanders Elementary School",100.0,100.0,100.0
1310211,1310011,"Southington School District","Hatton Elementary School",100.0,100.0,100.0
1315111,1310011,"Southington School District","Joseph A. Depaolo Middle School",98.1,100.0,98.1
1310611,1310011,"Southington School District","Plantsville Elementary School",100.0,100.0,100.0
1310711,1310011,"Southington School District","South End Elementary School",100.0,100.0,100.0
1316211,1310011,"Southington School District","Southington High School",98.4,100.0,99.8
1310811,1310011,"Southington School District","Strong Elementary School",100.0,100.0,100.0
1310911,1310011,"Southington School District","Thalberg Elementary School",100.0,100.0,100.0
1311411,1310011,"Southington School District","Urbin T. Kelley School",100.0,100.0,100.0
1330111,1330011,"Sprague School District","Sayles School",100.0,100.0,100.0
1340611,1340011,"Stafford School District","Stafford Elementary School",100.0,100.0,100.0
1346111,1340011,"Stafford School District","Stafford High School",100.0,100.0,100.0
1345211,1340011,"Stafford School District","Stafford Middle School",100.0,96.6,100.0
1340311,1340011,"Stafford School District","Staffordville School",100.0,100.0,100.0
1340411,1340011,"Stafford School District","West Stafford School",100.0,100.0,100.0
2826013,2820013,"Stamford Academy District","Stamford Academy",92.0,60.0,66.7
2960113,2960013,"Stamford Charter School for Excellence District","Stamford Charter School for Excellence","","",63.2
1350411,1350011,"Stamford School District","Alternate Routes To Success","",100.0,100.0
1355611,1350011,"Stamford School District","Cloonan School",97.9,100.0,100.0
1352011,1350011,"Stamford School District","Davenport Ridge School",100.0,100.0,100.0
1355311,1350011,"Stamford School District","Dolan School",100.0,100.0,100.0
1352211,1350011,"Stamford School District","Hart School",98.9,100.0,100.0
1350211,1350011,"Stamford School District","Individuals Achieving Independence","","",100.0
1351211,1350011,"Stamford School District","Julia A. Stark School",100.0,100.0,100.0
1350511,1350011,"Stamford School District","K. T. Murphy School",100.0,100.0,100.0
1350611,1350011,"Stamford School District","Newfield School",100.0,100.0,99.0
1351811,1350011,"Stamford School District","Northeast School",100.0,100.0,100.0
1358011,1350011,"Stamford School District","Preschool Team",100.0,100.0,""
1355811,1350011,"Stamford School District","Rippowam Middle School",100.0,100.0,100.0
1350811,1350011,"Stamford School District","Rogers International School",100.0,100.0,100.0
1350911,1350011,"Stamford School District","Roxbury School",100.0,100.0,100.0
1355711,1350011,"Stamford School District","Scofield Middle School",100.0,100.0,100.0
1351111,1350011,"Stamford School District","Springdale School",100.0,100.0,100.0
1356111,1350011,"Stamford School District","Stamford High School",98.1,100.0,100.0
1352111,1350011,"Stamford School District","Stillmeadow School",100.0,100.0,100.0
1356411,1350011,"Stamford School District","The Academy of Information Technology",100.0,100.0,100.0
1351911,1350011,"Stamford School District","Toquam Magnet School",99.0,95.0,100.0
1355511,1350011,"Stamford School District","Turn of River School",100.0,100.0,100.0
1356311,1350011,"Stamford School District","Westhill High School",100.0,100.0,99.1
1351411,1350011,"Stamford School District","Westover School",100.0,99.1,100.0
1360311,1360011,"Sterling School District","Sterling Community School",100.0,94.3,100.0
1370511,1370011,"Stonington School District","Deans Mill School",92.3,100.0,100.0
1375211,1370011,"Stonington School District","Mystic Middle School",100.0,94.1,100.0
1375111,1370011,"Stonington School District","Pawcatuck Middle School",100.0,95.6,100.0
1376111,1370011,"Stonington School District","Stonington High School",100.0,98.1,99.2
1370411,1370011,"Stonington School District","West Broad Street School",100.0,89.8,100.0
1370611,1370011,"Stonington School District","West Vine Street School",100.0,94.0,100.0
1389911,1380011,"Stratford School District","Other",100.0,"",""
1380211,1380011,"Stratford School District","Center School","","",100.0
1381311,1380011,"Stratford School District","Eli Whitney School",100.0,100.0,100.0
1380511,1380011,"Stratford School District","ALPHA","","",100.0
1386211,1380011,"Stratford School District","Bunnell High School",100.0,100.0,99.1
1380311,1380011,"Stratford School District","Chapel School",100.0,100.0,100.0
1385211,1380011,"Stratford School District","David Wooster Middle School",96.8,100.0,100.0
1380411,1380011,"Stratford School District","Franklin School",100.0,100.0,100.0
1385311,1380011,"Stratford School District","Harry B. Flood Middle School",100.0,100.0,100.0
1381611,1380011,"Stratford School District","Honeyspot School",100.0,100.0,""
1381111,1380011,"Stratford School District","IPP Classroom - Johnson","","",100.0
1380811,1380011,"Stratford School District","Lordship School",100.0,100.0,100.0
1380911,1380011,"Stratford School District","Nichols School",100.0,100.0,100.0
1381011,1380011,"Stratford School District","Second Hill Lane School",100.0,100.0,100.0
1381511,1380011,"Stratford School District","Stratford Academy - Johnson House",100.0,100.0,100.0
1382211,1380011,"Stratford School District","Stratford Academy - Victoria Soto School","","",100.0
1386111,1380011,"Stratford School District","Stratford High School",100.0,100.0,99.3
1389011,1380011,"Stratford School District","Strive-Stratford",100.0,"",100.0
1381411,1380011,"Stratford School District","Wilcoxson School",100.0,100.0,100.0
1390411,1390011,"Suffield School District","A. Ward Spaulding School",98.1,100.0,100.0
1390311,1390011,"Suffield School District","McAlister Intermediate School",100.0,100.0,93.2
1396111,1390011,"Suffield School District","Suffield High School",100.0,99.0,98.2
1395111,1390011,"Suffield School District","Suffield Middle School",97.7,98.0,100.0
2696113,2690013,"The Bridge Academy District","The Bridge Academy",92.8,100.0,94.1
9026122,9020022,"The Gilbert School District","The Gilbert School",99.4,99.0,100.0
1400111,1400011,"Thomaston School District","Black Rock School",100.0,100.0,100.0
1400211,1400011,"Thomaston School District","Thomaston Center School",100.0,100.0,100.0
1406211,1400011,"Thomaston School District","Thomaston High School",100.0,100.0,100.0
1410111,1410011,"Thompson School District","Mary R. Fisher Elementary School",91.7,92.1,100.0
1415111,1410011,"Thompson School District","Thompson Middle School",100.0,100.0,100.0
1416111,1410011,"Thompson School District","Tourtellotte Memorial High School",100.0,95.4,100.0
1420111,1420011,"Tolland School District","Birch Grove Primary School",100.0,100.0,100.0
1426111,1420011,"Tolland School District","Tolland High School",100.0,100.0,100.0
1420211,1420011,"Tolland School District","Tolland Intermediate School",97.6,100.0,100.0
1425111,1420011,"Tolland School District","Tolland Middle School",100.0,100.0,100.0
1439911,1430011,"Torrington School District","Other",100.0,"",""
1430111,1430011,"Torrington School District","East School",91.9,100.0,100.0
1431011,1430011,"Torrington School District","Even Start Young Parent","",100.0,""
1430211,1430011,"Torrington School District","Forbes School",100.0,100.0,100.0
1430811,1430011,"Torrington School District","Southwest School",98.5,100.0,100.0
1430911,1430011,"Torrington School District","Torringford School",100.0,100.0,100.0
1436111,1430011,"Torrington School District","Torrington High School",100.0,100.0,100.0
1435111,1430011,"Torrington School District","Torrington Middle School",98.6,99.7,100.0
1431711,1430011,"Torrington School District","Vogel-Wetmore / Reach","",100.0,""
1431311,1430011,"Torrington School District","Vogel-Wetmore School",100.0,100.0,94.9
1432011,1430011,"Torrington School District","Voices / Vogel-Wetmore","",100.0,100.0
2785113,2780013,"Trailblazers Academy District","Trailblazers Academy",76.5,92.3,100.0
1440111,1440011,"Trumbull School District","Booth Hill School",100.0,100.0,100.0
1440811,1440011,"Trumbull School District","Daniels Farm School",100.0,100.0,100.0
1441011,1440011,"Trumbull School District","Frenchtown Elementary School",100.0,100.0,100.0
1445211,1440011,"Trumbull School District","Hillcrest Middle School",100.0,100.0,100.0
1440411,1440011,"Trumbull School District","Jane Ryan School",100.0,100.0,100.0
1445111,1440011,"Trumbull School District","Madison Middle School",100.0,99.1,100.0
1440311,1440011,"Trumbull School District","Middlebrook School",100.0,100.0,100.0
1440911,1440011,"Trumbull School District","Tashua School",100.0,100.0,100.0
1440211,1440011,"Trumbull School District","Trumbull Alternative School","",100.0,100.0
1448011,1440011,"Trumbull School District","Trumbull Early Childhood Education Center",100.0,100.0,100.0
1446111,1440011,"Trumbull School District","Trumbull High School",99.7,100.0,100.0
3470115,3470015,"Unified School District #2","Children's Place School",100.0,100.0,100.0
3470315,3470015,"Unified School District #2","Riverview School",100.0,100.0,100.0
3470215,3470015,"Unified School District #2","Virtual Academy","","",100.0
3476715,3470015,"Unified School District #2","Walter G. Cady School",100.0,96.6,100.0
1450111,1450011,"Union School District","Union Elementary School",100.0,100.0,100.0
1460311,1460011,"Vernon School District","Northeast School",100.0,100.0,100.0
1461411,1460011,"Vernon School District","Center Road School",98.5,100.0,100.0
1460111,1460011,"Vernon School District","Lake Street School",100.0,100.0,100.0
1460511,1460011,"Vernon School District","Loveland Hill School",100.0,100.0,100.0
1460211,1460011,"Vernon School District","Maple Street School",100.0,100.0,100.0
1466111,1460011,"Vernon School District","Rockville High School",100.0,100.0,100.0
1461011,1460011,"Vernon School District","Skinner Road School",100.0,90.8,100.0
1465111,1460011,"Vernon School District","Vernon Center Middle School",96.6,100.0,100.0
1470111,1470011,"Voluntown School District","Voluntown Elementary School",98.4,100.0,100.0
1480211,1480011,"Wallingford School District","Highland School",100.0,100.0,100.0
1489011,1480011,"Wallingford School District","A.R.T.S. Academy",100.0,100.0,100.0
1481011,1480011,"Wallingford School District","Cook Hill School",100.0,100.0,100.0
1485211,1480011,"Wallingford School District","Dag Hammarskjold Middle School",100.0,100.0,100.0
1480511,1480011,"Wallingford School District","Education Enhancement Program","",100.0,100.0
1480911,1480011,"Wallingford School District","Evarts C. Stevens School",100.0,100.0,100.0
1489211,1480011,"Wallingford School District","Harvest Park",100.0,100.0,100.0
1485311,1480011,"Wallingford School District","James H. Moran Middle School",100.0,100.0,100.0
1486111,1480011,"Wallingford School District","Lyman Hall High School",100.0,98.5,100.0
1486211,1480011,"Wallingford School District","Mark T. Sheehan High School",100.0,100.0,100.0
1480111,1480011,"Wallingford School District","Moses Y. Beach School",100.0,100.0,100.0
1489111,1480011,"Wallingford School District","Multi-Vocational Life Skills Program",100.0,"",""
1480311,1480011,"Wallingford School District","Parker Farms School",98.0,100.0,100.0
1481211,1480011,"Wallingford School District","Pond Hill School",98.3,100.0,100.0
1480411,1480011,"Wallingford School District","Rock Hill School",100.0,100.0,100.0
1480811,1480011,"Wallingford School District","Yalesville School",100.0,100.0,100.0
1519911,1510011,"Waterbury School District","Other",100.0,"",100.0
1515211,1510011,"Waterbury School District","West Side Middle School",98.7,100.0,97.5
1512311,1510011,"Waterbury School District","Washington School",100.0,97.8,100.0
1512111,1510011,"Waterbury School District","B. W. Tinker School",98.4,100.0,100.0
1510411,1510011,"Waterbury School District","B.W. Tinker BDLC","","",100.0
1510511,1510011,"Waterbury School District","Bucks Hill School",100.0,100.0,97.9
1510611,1510011,"Waterbury School District","Bunker Hill School",100.0,98.5,100.0
1512711,1510011,"Waterbury School District","Carrington School",100.0,100.0,98.9
1516211,1510011,"Waterbury School District","Crosby High School",100.0,100.0,100.0
1510911,1510011,"Waterbury School District","Driggs School",100.0,100.0,92.6
1511611,1510011,"Waterbury School District","Duggan School",100.0,100.0,100.0
1519111,1510011,"Waterbury School District","Enlightenment School",94.3,100.0,100.0
1511411,1510011,"Waterbury School District","F. J. Kingsbury School",100.0,100.0,100.0
1512611,1510011,"Waterbury School District","Gilmartin School",94.3,94.0,98.6
1510711,1510011,"Waterbury School District","H. S. Chase School",100.0,100.0,99.2
1511311,1510011,"Waterbury School District","Hopeville School",98.6,98.6,98.6
1516411,1510011,"Waterbury School District","John F. Kennedy High School",100.0,100.0,100.0
1513111,1510011,"Waterbury School District","Maloney Interdistrict Magnet School",100.0,92.3,100.0
1511111,1510011,"Waterbury School District","Margaret M. Generali Elementary School",100.0,100.0,98.8
1512911,1510011,"Waterbury School District","Michael F. Wallace Autism","","",100.0
1515111,1510011,"Waterbury School District","Michael F. Wallace Middle School",100.0,97.4,97.3
1515311,1510011,"Waterbury School District","North End Middle School",100.0,100.0,100.0
1513411,1510011,"Waterbury School District","Reed School",100.0,93.9,100.0
1512811,1510011,"Waterbury School District","Regan School",100.0,100.0,100.0
1513311,1510011,"Waterbury School District","Rotella Interdistrict Magnet School",100.0,100.0,100.0
1518011,1510011,"Waterbury School District","Special Education Preschool",100.0,"",100.0
1512011,1510011,"Waterbury School District","Sprague School",100.0,92.6,100.0
1519011,1510011,"Waterbury School District","State Street School",100.0,100.0,100.0
1512211,1510011,"Waterbury School District","Walsh School",98.7,98.8,98.6
1516011,1510011,"Waterbury School District","Waterbury Arts Magnet School (High)",100.0,100.0,96.7
1515011,1510011,"Waterbury School District","Waterbury Arts Magnet School (Middle)",95.8,100.0,100.0
1516711,1510011,"Waterbury School District","Waterbury Career Academy",100.0,100.0,96.9
1510811,1510011,"Waterbury School District","Wendell L. Cross School",100.0,100.0,100.0
1516311,1510011,"Waterbury School District","Wilby High School",98.6,92.2,93.2
