"school_code","district_code","district","school","subject","ell","total_numberwith_scored_tests","count","_","count_1","_1","count_2","_2","count_3","_3","count_4","_4","averagescore"
"0801411","0800011","Meriden School District","Success Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0801311","0800011","Meriden School District","Venture Academy-Meriden School District","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0801311","0800011","Meriden School District","Venture Academy-Meriden School District","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0832211","0830011","Middletown School District","MHS- Alternative Education Program 3","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0832211","0830011","Middletown School District","MHS- Alternative Education Program 3","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0836211","0830011","Middletown School District","Middletown High School","ELA","N","269","*","*","*","*","*","*","*","*","*","*","497"
"0836211","0830011","Middletown School District","Middletown High School","ELA","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"0836211","0830011","Middletown School District","Middletown High School","Math","N","267","*","*","*","*","*","*","*","*","*","*","470"
"0836211","0830011","Middletown School District","Middletown High School","Math","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0846211","0840011","Milford School District","Jonathan Law High School","ELA","N","236","21","8.9","39","16.5","140","59.3","36","15.3","176","74.6","532"
"0846211","0840011","Milford School District","Jonathan Law High School","Math","N","236","42","17.8","108","45.8","73","30.9","13","5.5","86","36.4","498"
"0846311","0840011","Milford School District","Joseph A. Foran High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0846311","0840011","Milford School District","Joseph A. Foran High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0846311","0840011","Milford School District","Joseph A. Foran High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0846311","0840011","Milford School District","Joseph A. Foran High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0840311","0840011","Milford School District","The Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0840311","0840011","Milford School District","The Academy","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0850211","0850011","Monroe School District","Masuk Alternative Program","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0850211","0850011","Monroe School District","Masuk Alternative Program","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0856111","0850011","Monroe School District","Masuk High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0856111","0850011","Monroe School District","Masuk High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0856111","0850011","Monroe School District","Masuk High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0856111","0850011","Monroe School District","Masuk High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0866111","0860011","Montville School District","Montville High School","ELA","N","133","16","12.0","23","17.3","80","60.2","14","10.5","94","70.7","519"
"0866111","0860011","Montville School District","Montville High School","Math","N","132","23","17.4","58","43.9","44","33.3","7","5.3","51","38.6","503"
"0869011","0860011","Montville School District","Palmer Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0869011","0860011","Montville School District","Palmer Academy","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0886111","0880011","Naugatuck School District","Naugatuck High School","ELA","N","282","*","*","*","*","*","*","*","*","*","*","475"
"0886111","0880011","Naugatuck School District","Naugatuck High School","ELA","Y","8","*","*","*","*","*","*","*","*","*","*","*"
"0886111","0880011","Naugatuck School District","Naugatuck High School","Math","N","279","*","*","*","*","*","*","*","*","*","*","450"
"0886111","0880011","Naugatuck School District","Naugatuck High School","Math","Y","8","*","*","*","*","*","*","*","*","*","*","*"
"0899111","0890011","New Britain School District","Alternative Center School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0899111","0890011","New Britain School District","Alternative Center School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0899111","0890011","New Britain School District","Alternative Center School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0899111","0890011","New Britain School District","Alternative Center School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0896111","0890011","New Britain School District","New Britain High School","ELA","N","391","176","45.0","*","*","105","26.9","*","*","*","*","439"
"0896111","0890011","New Britain School District","New Britain High School","ELA","Y","70","*","*","*","*","0","0.0","0","0.0","0","0.0","367"
"0896111","0890011","New Britain School District","New Britain High School","Math","N","391","185","47.3","153","39.1","39","10.0","14","3.6","53","13.6","432"
"0896111","0890011","New Britain School District","New Britain High School","Math","Y","70","63","90.0","7","10.0","0","0.0","0","0.0","0","0.0","361"
"0899011","0890011","New Britain School District","New Britain Transition Center","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0899011","0890011","New Britain School District","New Britain Transition Center","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0906111","0900011","New Canaan School District","New Canaan High School","ELA","N","318","6","1.9","6","1.9","169","53.1","137","43.1","306","96.2","607"
"0906111","0900011","New Canaan School District","New Canaan High School","Math","N","318","8","2.5","43","13.5","151","47.5","116","36.5","267","84.0","609"
"0916111","0910011","New Fairfield School District","New Fairfield High School","ELA","N","227","15","6.6","21","9.3","130","57.3","61","26.9","191","84.1","564"
"0916111","0910011","New Fairfield School District","New Fairfield High School","Math","N","227","28","12.3","92","40.5","84","37.0","23","10.1","107","47.1","523"
"0936411","0930011","New Haven School District","Cooperative High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0936411","0930011","New Haven School District","Cooperative High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0936411","0930011","New Haven School District","Cooperative High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0936411","0930011","New Haven School District","Cooperative High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0936611","0930011","New Haven School District","High School In The Community","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0936611","0930011","New Haven School District","High School In The Community","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0936611","0930011","New Haven School District","High School In The Community","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0936611","0930011","New Haven School District","High School In The Community","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0936311","0930011","New Haven School District","Hill Regional Career High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0936311","0930011","New Haven School District","Hill Regional Career High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0936311","0930011","New Haven School District","Hill Regional Career High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0936311","0930011","New Haven School District","Hill Regional Career High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","Math","N","*","*","*","*","*","*","*","0","0.0","*","*","*"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0936211","0930011","New Haven School District","James Hillhouse High School","ELA","N","165","*","*","*","*","*","*","*","*","*","*","420"
"0936211","0930011","New Haven School District","James Hillhouse High School","ELA","Y","13","*","*","*","*","*","*","*","*","*","*","*"
"0936211","0930011","New Haven School District","James Hillhouse High School","Math","N","165","*","*","*","*","*","*","*","*","*","*","400"
"0936211","0930011","New Haven School District","James Hillhouse High School","Math","Y","13","*","*","*","*","*","*","*","*","*","*","*"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","Math","N","*","*","*","*","*","*","*","0","0.0","*","*","*"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0937011","0930011","New Haven School District","New Haven Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0937011","0930011","New Haven School District","New Haven Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0937011","0930011","New Haven School District","New Haven Academy","Math","N","*","*","*","*","*","*","*","0","0.0","*","*","*"
"0937011","0930011","New Haven School District","New Haven Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0932211","0930011","New Haven School District","New Horizons High School","ELA","N","6","*","*","*","*","*","*","*","*","*","*","*"
"0932211","0930011","New Haven School District","New Horizons High School","Math","N","6","*","*","*","*","*","*","*","*","*","*","*"
"0932611","0930011","New Haven School District","New Light High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0932611","0930011","New Haven School District","New Light High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0939111","0930011","New Haven School District","Riverside Education Academy","ELA","N","10","*","*","*","*","*","*","*","*","*","*","*"
"0939111","0930011","New Haven School District","Riverside Education Academy","Math","N","10","*","*","*","*","*","*","*","*","*","*","*"
"0936711","0930011","New Haven School District","Sound School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0936711","0930011","New Haven School District","Sound School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0936711","0930011","New Haven School District","Sound School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0936711","0930011","New Haven School District","Sound School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0936111","0930011","New Haven School District","Wilbur Cross High School","ELA","N","210","69","32.9","*","*","71","33.8","*","*","*","*","473"
"0936111","0930011","New Haven School District","Wilbur Cross High School","ELA","Y","72","*","*","*","*","0","0.0","0","0.0","0","0.0","358"
"0936111","0930011","New Haven School District","Wilbur Cross High School","Math","N","210","83","39.5","97","46.2","21","10.0","9","4.3","30","14.3","442"
"0936111","0930011","New Haven School District","Wilbur Cross High School","Math","Y","72","60","83.3","12","16.7","0","0.0","0","0.0","0","0.0","366"
"0956111","0950011","New London School District","New London High School","ELA","N","136","37","27.2","*","*","46","33.8","*","*","*","*","476"
"0956111","0950011","New London School District","New London High School","ELA","Y","32","*","*","*","*","0","0.0","0","0.0","0","0.0","362"
"0956111","0950011","New London School District","New London High School","Math","N","136","46","33.8","*","*","28","20.6","*","*","*","*","467"
"0956111","0950011","New London School District","New London High School","Math","Y","32","*","*","*","*","0","0.0","0","0.0","0","0.0","353"
"0966111","0960011","New Milford School District","New Milford High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0966111","0960011","New Milford School District","New Milford High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0966111","0960011","New Milford School District","New Milford High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0966111","0960011","New Milford School District","New Milford High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0946111","0940011","Newington School District","Newington High School","ELA","N","291","*","*","*","*","*","*","*","*","*","*","539"
"0946111","0940011","Newington School District","Newington High School","ELA","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"0946111","0940011","Newington School District","Newington High School","Math","N","291","*","*","*","*","*","*","*","*","*","*","525"
"0946111","0940011","Newington School District","Newington High School","Math","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"0976111","0970011","Newtown School District","Newtown High School","ELA","N","403","14","3.5","32","7.9","236","58.6","121","30.0","357","88.6","577"
"0976111","0970011","Newtown School District","Newtown High School","Math","N","403","25","6.2","114","28.3","188","46.7","76","18.9","264","65.5","562"
"0996111","0990011","North Branford School District","North Branford High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0996111","0990011","North Branford School District","North Branford High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0996111","0990011","North Branford School District","North Branford High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0996111","0990011","North Branford School District","North Branford High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1016111","1010011","North Haven School District","North Haven High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1016111","1010011","North Haven School District","North Haven High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1016111","1010011","North Haven School District","North Haven High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1016111","1010011","North Haven School District","North Haven High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1026111","1020011","North Stonington School District","Wheeler High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1026111","1020011","North Stonington School District","Wheeler High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1026111","1020011","North Stonington School District","Wheeler High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1026111","1020011","North Stonington School District","Wheeler High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1036211","1030011","Norwalk School District","Brien McMahon High School","ELA","N","372","65","17.5","72","19.4","*","*","*","*","*","*","507"
"1036211","1030011","Norwalk School District","Brien McMahon High School","ELA","Y","35","28","80.0","*","*","*","*","0","0.0","*","*","391"
"1036211","1030011","Norwalk School District","Brien McMahon High School","Math","N","372","80","21.5","164","44.1","91","24.5","37","9.9","128","34.4","496"
"1036211","1030011","Norwalk School District","Brien McMahon High School","Math","Y","35","29","82.9","6","17.1","0","0.0","0","0.0","0","0.0","373"
"1036111","1030011","Norwalk School District","Norwalk High School","ELA","N","298","30","10.1","*","*","*","*","32","10.7","*","*","515"
"1036111","1030011","Norwalk School District","Norwalk High School","ELA","Y","22","17","77.3","*","*","*","*","0","0.0","*","*","392"
"1036111","1030011","Norwalk School District","Norwalk High School","Math","N","298","45","15.1","*","*","80","26.8","*","*","*","*","493"
"1036111","1030011","Norwalk School District","Norwalk High School","Math","Y","22","*","*","*","*","0","0.0","0","0.0","0","0.0","392"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","ELA","N","21","14","66.7","*","*","*","*","0","0.0","*","*","423"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","Math","N","21","15","71.4","6","28.6","0","0.0","0","0.0","0","0.0","380"
"9010222","9010022","Norwich Free Academy District","Night School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"9010222","9010022","Norwich Free Academy District","Night School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","ELA","N","525","88","16.8","*","*","*","*","*","*","*","*","522"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","ELA","Y","44","36","81.8","*","*","*","*","*","*","*","*","385"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","Math","N","525","124","23.6","213","40.6","*","*","*","*","*","*","492"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","Math","Y","43","29","67.4","11","25.6","*","*","*","*","*","*","400"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1080411","1080011","Oxford School District","Alternative Education","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1080411","1080011","Oxford School District","Alternative Education","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1086011","1080011","Oxford School District","Oxford High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1086011","1080011","Oxford School District","Oxford High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1086011","1080011","Oxford School District","Oxford High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1086011","1080011","Oxford School District","Oxford High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2930113","2930013","Path Academy District","Path Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2930113","2930013","Path Academy District","Path Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2930113","2930013","Path Academy District","Path Academy","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2930113","2930013","Path Academy District","Path Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1096111","1090011","Plainfield School District","Plainfield High School","ELA","N","146","22","15.1","33","22.6","77","52.7","14","9.6","91","62.3","508"
"1096111","1090011","Plainfield School District","Plainfield High School","Math","N","146","*","*","75","51.4","33","22.6","*","*","*","*","478"
"1106111","1100011","Plainville School District","Plainville High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1106111","1100011","Plainville School District","Plainville High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1106111","1100011","Plainville School District","Plainville High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1106111","1100011","Plainville School District","Plainville High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1116111","1110011","Plymouth School District","Terryville High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1116111","1110011","Plymouth School District","Terryville High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1116111","1110011","Plymouth School District","Terryville High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1116111","1110011","Plymouth School District","Terryville High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1136111","1130011","Portland School District","Portland High School","ELA","N","92","*","*","*","*","55","59.8","23","25.0","78","84.8","563"
"1136111","1130011","Portland School District","Portland High School","Math","N","92","10","10.9","36","39.1","32","34.8","14","15.2","46","50.0","544"
"1160111","1160011","Putnam School District","PALS - Putnam Alternative Learning System","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1160111","1160011","Putnam School District","PALS - Putnam Alternative Learning System","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1166111","1160011","Putnam School District","Putnam High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1166111","1160011","Putnam School District","Putnam High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1166111","1160011","Putnam School District","Putnam High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1166111","1160011","Putnam School District","Putnam High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","ELA","N","107","13","12.1","14","13.1","57","53.3","23","21.5","80","74.8","537"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","Math","N","107","*","*","46","43.0","39","36.4","*","*","*","*","503"
"2046112","2040012","Regional School District 04","Valley Regional High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2046112","2040012","Regional School District 04","Valley Regional High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2046112","2040012","Regional School District 04","Valley Regional High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2046112","2040012","Regional School District 04","Valley Regional High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2056112","2050012","Regional School District 05","Amity Regional High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2056112","2050012","Regional School District 05","Amity Regional High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2056112","2050012","Regional School District 05","Amity Regional High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2056112","2050012","Regional School District 05","Amity Regional High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","ELA","N","113","9","8.0","19","16.8","70","61.9","15","13.3","85","75.2","536"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","Math","N","113","*","*","45","39.8","45","39.8","*","*","*","*","508"
"2079112","2070012","Regional School District 07","AIM","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2079112","2070012","Regional School District 07","AIM","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","ELA","N","182","14","7.7","15","8.2","108","59.3","45","24.7","153","84.1","561"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","Math","N","182","17","9.3","59","32.4","83","45.6","23","12.6","106","58.2","541"
"2079312","2070012","Regional School District 07","STEP","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2079312","2070012","Regional School District 07","STEP","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2086112","2080012","Regional School District 08","RHAM High School","ELA","N","241","16","6.6","17","7.1","141","58.5","67","27.8","208","86.3","566"
"2086112","2080012","Regional School District 08","RHAM High School","Math","N","240","18","7.5","68","28.3","101","42.1","53","22.1","154","64.2","564"
"2096112","2090012","Regional School District 09","Joel Barlow High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2096112","2090012","Regional School District 09","Joel Barlow High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2096112","2090012","Regional School District 09","Joel Barlow High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2096112","2090012","Regional School District 09","Joel Barlow High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","ELA","N","186","12","6.5","9","4.8","120","64.5","45","24.2","165","88.7","565"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","Math","N","186","9","4.8","64","34.4","88","47.3","25","13.4","113","60.8","550"
"2116112","2110012","Regional School District 11","Parish Hill High School","ELA","N","42","*","*","9","21.4","27","64.3","*","*","*","*","518"
"2116112","2110012","Regional School District 11","Parish Hill High School","Math","N","42","*","*","24","57.1","10","23.8","*","*","*","*","493"
"2120312","2120012","Regional School District 12","Shepaug Valley School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2120312","2120012","Regional School District 12","Shepaug Valley School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2120312","2120012","Regional School District 12","Shepaug Valley School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2120312","2120012","Regional School District 12","Shepaug Valley School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2146112","2140012","Regional School District 14","Nonnewaug High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2146112","2140012","Regional School District 14","Nonnewaug High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2146112","2140012","Regional School District 14","Nonnewaug High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2146112","2140012","Regional School District 14","Nonnewaug High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2150112","2150012","Regional School District 15","MIJ Program","ELA","N","6","*","*","*","*","*","*","*","*","*","*","*"
"2150112","2150012","Regional School District 15","MIJ Program","Math","N","6","*","*","*","*","*","*","*","*","*","*","*"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","ELA","N","301","14","4.7","35","11.6","174","57.8","78","25.9","252","83.7","566"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","Math","N","301","21","7.0","92","30.6","141","46.8","47","15.6","188","62.5","553"
"2160412","2160012","Regional School District 16","WRHS Alternative Education Program","ELA","N","7","*","*","*","*","*","*","*","*","*","*","*"
"2160412","2160012","Regional School District 16","WRHS Alternative Education Program","Math","N","7","*","*","*","*","*","*","*","*","*","*","*"
"2166012","2160012","Regional School District 16","Woodland Regional High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2166012","2160012","Regional School District 16","Woodland Regional High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2166012","2160012","Regional School District 16","Woodland Regional High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2166012","2160012","Regional School District 16","Woodland Regional High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","ELA","N","146","9","6.2","11","7.5","88","60.3","38","26.0","126","86.3","563"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","Math","N","146","14","9.6","53","36.3","64","43.8","15","10.3","79","54.1","531"
"2180412","2180012","Regional School District 18","Alternative Program","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2180412","2180012","Regional School District 18","Alternative Program","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","ELA","N","118","7","5.9","13","11.0","60","50.8","38","32.2","98","83.1","568"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","Math","N","118","15","12.7","32","27.1","55","46.6","16","13.6","71","60.2","543"
"2196112","2190012","Regional School District 19","E. O. Smith High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2196112","2190012","Regional School District 19","E. O. Smith High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2196112","2190012","Regional School District 19","E. O. Smith High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2196112","2190012","Regional School District 19","E. O. Smith High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","ELA","N","8","*","*","*","*","*","*","*","*","*","*","*"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","Math","N","8","*","*","*","*","*","*","*","*","*","*","*"
"2190212","2190012","Regional School District 19","PM Panthers","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2190212","2190012","Regional School District 19","PM Panthers","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1188011","1180011","Ridgefield School District","Alternative High School","ELA","N","8","*","*","*","*","*","*","*","*","*","*","*"
"1188011","1180011","Ridgefield School District","Alternative High School","Math","N","8","*","*","*","*","*","*","*","*","*","*","*"
"1186111","1180011","Ridgefield School District","Ridgefield High School","ELA","N","410","*","*","*","*","183","44.6","200","48.8","383","93.4","611"
