"school_code","district_code","district","school","special_education_status","2011_12","2012_13","2013_14","2014_15","2015_16"
"2418114","2410014","Capitol Region Education Council","CREC Discovery Academy","Special Education","*","*","","",""
"2418114","2410014","Capitol Region Education Council","Discovery Academy","Non-Special Education","","","*","*","*"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","Special Education","","","*","*","*"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","Non-Special Education","*","*","*","*","*"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","Special Education","*","*","*","*","*"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","Non-Special Education","*","*","*","*","*"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","Special Education","*","*","*","*","*"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","Non-Special Education","12.8","","","",""
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","Special Education","30.0","","","",""
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Special Education","53.7","51.8","47.9","43.2","27.8"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Special Education","57.1","58.6","47.4","57.4","39.1"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","Non-Special Education","","*","11.8","16.0","16.2"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","Special Education","","*","25.5","23.5","28.6"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","Special Education","*","*","*","*","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","Non-Special Education","*","*","12.0","*","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","Special Education","*","*","30.4","*","*"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","Non-Special Education","*","*","*","*","*"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","Special Education","*","*","*","*","*"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","Non-Special Education","*","","*","","*"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","Special Education","*","*","*","*","*"
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Non-Special Education","*","*","16.3","",""
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Special Education","*","*","27.3","",""
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-Special Education","7.3","*","*","8.2","6.0"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Special Education","10.9","*","*","14.1","18.6"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","Non-Special Education","*","9.3","7.7","8.4","5.4"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","Special Education","*","11.8","19.2","18.0","16.4"
"2410514","2410014","Capitol Region Education Council","Museum Academy","Non-Special Education","*","9.7","*","*","*"
"2410514","2410014","Capitol Region Education Council","Museum Academy","Special Education","*","28.6","*","*","*"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","Non-Special Education","21.2","21.0","17.5","26.2","20.8"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","Special Education","34.3","24.6","21.3","35.1","31.2"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","Non-Special Education","12.9","12.3","15.3","14.1","8.9"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","Special Education","21.6","15.0","15.1","19.0","8.9"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Special Education","*","*","*","24.1","12.7"
"2419314","2410014","Capitol Region Education Council","River Street School","Special Education","14.7","17.6","17.8","17.0","15.8"
"2419714","2410014","Capitol Region Education Council","STRIVE (Southern Transition Real-World and Independent Vocational Education Program","Special Education","","","*","",""
"2419114","2410014","Capitol Region Education Council","Soundbridge","Non-Special Education","","","*","",""
"2419114","2410014","Capitol Region Education Council","Soundbridge","Special Education","*","25.0","*","*","*"
"2411114","2410014","Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","Special Education","","","","*","*"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","Special Education","","","","*","*"
"2410914","2410014","Capitol Region Education Council","Soundbridge @ Silas Deane Middle School","Special Education","","","","*",""
"2411014","2410014","Capitol Region Education Council","Soundbridge @ Wethersfield High School","Special Education","","","","*","*"
"2419714","2410014","Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","Special Education","","","","*","*"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","Non-Special Education","","*","*","7.3","13.3"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","Special Education","","*","*","15.6","32.3"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","Non-Special Education","*","5.4","6.1","8.0","5.7"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","Special Education","*","14.9","8.3","16.2","9.0"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","Non-Special Education","*","*","*","8.5","4.8"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","Special Education","0.0","*","*","12.5","10.5"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","Non-Special Education","*","*","*","*","*"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","Special Education","*","*","*","*","*"
"0250111","0250011","Cheshire School District","Chapman School","Non-Special Education","*","*","2.5","*","*"
"0250111","0250011","Cheshire School District","Chapman School","Special Education","*","*","0.0","0.0","*"
"0256111","0250011","Cheshire School District","Cheshire High School","Non-Special Education","6.6","7.8","7.4","6.5","4.0"
"0256111","0250011","Cheshire School District","Cheshire High School","Special Education","19.2","20.1","18.5","22.0","20.8"
"0250311","0250011","Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","Special Education","","","","*","*"
"0250211","0250011","Cheshire School District","Darcey School","Non-Special Education","*","0.0","*","*","*"
"0250211","0250011","Cheshire School District","Darcey School","Special Education","*","0.0","*","*","*"
"0255111","0250011","Cheshire School District","Dodd Middle School","Non-Special Education","4.6","5.5","3.3","0.0","4.3"
"0255111","0250011","Cheshire School District","Dodd Middle School","Special Education","13.3","10.0","13.7","0.0","13.9"
"0250611","0250011","Cheshire School District","Doolittle School","Non-Special Education","*","0.0","*","*","*"
"0250611","0250011","Cheshire School District","Doolittle School","Special Education","*","0.0","*","*","*"
"0250411","0250011","Cheshire School District","Highland School","Non-Special Education","2.4","0.0","2.9","1.7","3.5"
"0250411","0250011","Cheshire School District","Highland School","Special Education","*","0.0","*","*","12.2"
"0250911","0250011","Cheshire School District","Humiston Alternative School","Non-Special Education","","","","*","*"
"0250911","0250011","Cheshire School District","Humiston Alternative School","Special Education","","","","*","*"
"0259011","0250011","Cheshire School District","Humiston School","Non-Special Education","*","*","*","",""
"0259011","0250011","Cheshire School District","Humiston School","Special Education","*","*","*","",""
"0250511","0250011","Cheshire School District","Norton School","Non-Special Education","*","0.0","*","*","*"
"0250511","0250011","Cheshire School District","Norton School","Special Education","*","0.0","*","0.0","*"
"0260111","0260011","Chester School District","Chester Elementary School","Non-Special Education","*","*","*","*","3.3"
"0260111","0260011","Chester School District","Chester Elementary School","Special Education","*","*","*","0.0","0.0"
"0270111","0270011","Clinton School District","Abraham Pierson School","Non-Special Education","*","4.0","*","*","*"
"0270111","0270011","Clinton School District","Abraham Pierson School","Special Education","*","0.0","*","*","0.0"
"0275111","0270011","Clinton School District","Jared Eliot School","Non-Special Education","*","4.5","*","*","*"
"0275111","0270011","Clinton School District","Jared Eliot School","Special Education","*","13.0","*","*","*"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","Non-Special Education","*","*","*","*","2.5"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","Special Education","*","*","*","*","12.8"
"0276111","0270011","Clinton School District","The Morgan School","Non-Special Education","18.9","13.3","10.1","12.6","9.2"
