"school_code","district_code","district","school","special_education_status","2011_12","2012_13","2013_14","2014_15","2015_16"
"0800311","0800011","Meriden School District","Hanover School","Non-Special Education","8.7","12.9","8.0","7.1","5.6"
"0800311","0800011","Meriden School District","Hanover School","Special Education","21.3","21.3","11.7","15.5","9.2"
"0800411","0800011","Meriden School District","Israel Putnam School","Non-Special Education","13.1","10.6","11.0","11.2","8.9"
"0800411","0800011","Meriden School District","Israel Putnam School","Special Education","13.4","11.2","19.0","16.2","10.7"
"0800511","0800011","Meriden School District","John Barry School","Non-Special Education","10.9","16.7","17.2","19.9","8.3"
"0800511","0800011","Meriden School District","John Barry School","Special Education","23.5","21.1","19.5","25.6","12.2"
"0805211","0800011","Meriden School District","Lincoln Middle School","Non-Special Education","15.6","15.4","10.5","13.8","9.1"
"0805211","0800011","Meriden School District","Lincoln Middle School","Special Education","31.9","30.8","27.7","30.5","24.6"
"0806211","0800011","Meriden School District","Orville H. Platt High School","Non-Special Education","11.7","26.3","20.5","20.6","15.5"
"0806211","0800011","Meriden School District","Orville H. Platt High School","Special Education","23.1","33.0","49.2","32.0","34.2"
"0800811","0800011","Meriden School District","Roger Sherman School","Non-Special Education","5.6","9.1","10.2","14.3","12.4"
"0800811","0800011","Meriden School District","Roger Sherman School","Special Education","11.8","15.8","14.3","14.9","15.5"
"0800611","0800011","Meriden School District","STARS-Meriden School District","Special Education","","","","27.3","15.8"
"0800911","0800011","Meriden School District","STEP-Meriden School District","Non-Special Education","","","","*",""
"0800911","0800011","Meriden School District","STEP-Meriden School District","Special Education","","","","*","*"
"0801211","0800011","Meriden School District","Steps-Meriden School District","Special Education","","","","57.1","40.0"
"0801411","0800011","Meriden School District","Success Academy","Non-Special Education","","","","","*"
"0801411","0800011","Meriden School District","Success Academy","Special Education","","","","","*"
"0801011","0800011","Meriden School District","Thomas Hooker School","Non-Special Education","5.1","2.8","5.5","6.6","*"
"0801011","0800011","Meriden School District","Thomas Hooker School","Special Education","13.4","14.7","12.7","9.5","*"
"0801311","0800011","Meriden School District","Venture Academy-Meriden School District","Special Education","","","","96.1","93.3"
"0805411","0800011","Meriden School District","Washington Middle School","Non-Special Education","8.7","16.5","15.1","19.4","14.5"
"0805411","0800011","Meriden School District","Washington Middle School","Special Education","26.4","33.3","30.8","28.8","26.2"
"0830211","0830011","Middletown School District","Bielefield School","Non-Special Education","*","*","*","*","*"
"0830211","0830011","Middletown School District","Bielefield School","Special Education","*","*","*","*","*"
"0831611","0830011","Middletown School District","Evening Program - MHS","Non-Special Education","","","","*","*"
"0831611","0830011","Middletown School District","Evening Program - MHS","Special Education","","","","*",""
"0830511","0830011","Middletown School District","Farm Hill School","Non-Special Education","*","10.9","10.5","*","*"
"0830511","0830011","Middletown School District","Farm Hill School","Special Education","*","20.4","17.6","*","*"
"0830611","0830011","Middletown School District","ICM - Farm Hill","Special Education","","","","*","*"
"0830711","0830011","Middletown School District","ICM - Lawrence","Special Education","","","","*","*"
"0831011","0830011","Middletown School District","ICM - Macdonough","Special Education","","","","*",""
"0832011","0830011","Middletown School District","ICM - Spencer","Special Education","","","","","*"
"0830811","0830011","Middletown School District","ICM - Wesley","Special Education","","","","*","*"
"0830411","0830011","Middletown School District","ICM- Woodrow Wilson Middle School","Special Education","","","","*","*"
"0831511","0830011","Middletown School District","Keigwin Middle School","Non-Special Education","8.4","12.5","*","*","*"
"0831511","0830011","Middletown School District","Keigwin Middle School","Special Education","16.3","17.1","*","0.0","*"
"0831311","0830011","Middletown School District","Lawrence School","Non-Special Education","*","*","*","*","*"
"0831311","0830011","Middletown School District","Lawrence School","Special Education","*","*","*","*","*"
"0831811","0830011","Middletown School District","MHS - Alternative Education Program 1","Non-Special Education","","","","*","*"
"0831811","0830011","Middletown School District","MHS - Alternative Education Program 1","Special Education","","","","*","*"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","Non-Special Education","","","","*","*"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","Special Education","","","","*","*"
"0832211","0830011","Middletown School District","MHS- Alternative Education Program 3","Non-Special Education","","","","","*"
"0832211","0830011","Middletown School District","MHS- Alternative Education Program 3","Special Education","","","","","*"
"0830911","0830011","Middletown School District","MacDonough School","Non-Special Education","*","*","*","*","*"
"0830911","0830011","Middletown School District","MacDonough School","Special Education","*","*","*","*","*"
"0836211","0830011","Middletown School District","Middletown High School","Non-Special Education","20.4","17.3","12.9","12.9","13.8"
"0836211","0830011","Middletown School District","Middletown High School","Special Education","27.5","26.1","16.9","23.0","23.8"
"0831211","0830011","Middletown School District","Moody School","Non-Special Education","*","*","*","*","*"
"0831211","0830011","Middletown School District","Moody School","Special Education","*","*","*","*","*"
"0830311","0830011","Middletown School District","OASIS","Non-Special Education","","","","*","*"
"0830311","0830011","Middletown School District","OASIS","Special Education","","","","*","*"
"0832111","0830011","Middletown School District","STEM - Macdonough","Non-Special Education","","","","","*"
"0831111","0830011","Middletown School District","Snow School","Non-Special Education","*","*","*","*","*"
"0831111","0830011","Middletown School District","Snow School","Special Education","*","*","*","*","*"
"0830111","0830011","Middletown School District","Spencer School","Non-Special Education","*","*","4.9","5.1","*"
"0830111","0830011","Middletown School District","Spencer School","Special Education","*","*","0.0","0.0","*"
"0839111","0830011","Middletown School District","Transition to Life Center","Non-Special Education","","","*","",""
"0839111","0830011","Middletown School District","Transition to Life Center","Special Education","*","*","*","45.8","59.3"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","Non-Special Education","","","","*","*"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","Special Education","","","","*","*"
"0831411","0830011","Middletown School District","Wesley School","Non-Special Education","*","2.7","*","*","*"
"0831411","0830011","Middletown School District","Wesley School","Special Education","*","18.2","*","*","*"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","Non-Special Education","12.0","10.3","13.4","13.1","4.8"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","Special Education","16.2","13.4","27.4","14.9","18.1"
"0840111","0840011","Milford School District","Calf Pen Meadow School","Non-Special Education","*","*","*","*","*"
"0840111","0840011","Milford School District","Calf Pen Meadow School","Special Education","*","*","*","*","*"
"0845111","0840011","Milford School District","East Shore Middle School","Non-Special Education","6.4","9.2","6.3","5.1","2.8"
"0845111","0840011","Milford School District","East Shore Middle School","Special Education","19.7","17.7","14.3","12.3","13.8"
"0845211","0840011","Milford School District","Harborside Middle School","Non-Special Education","6.0","7.7","5.6","*","3.4"
"0845211","0840011","Milford School District","Harborside Middle School","Special Education","19.4","17.1","14.0","*","10.6"
"0841911","0840011","Milford School District","J. F. Kennedy School","Non-Special Education","*","*","*","*","2.9"
"0841911","0840011","Milford School District","J. F. Kennedy School","Special Education","*","*","*","*","0.0"
"0846211","0840011","Milford School District","Jonathan Law High School","Non-Special Education","23.1","27.0","21.5","10.9","11.5"
"0846211","0840011","Milford School District","Jonathan Law High School","Special Education","34.7","31.5","36.2","33.1","26.1"
"0846311","0840011","Milford School District","Joseph A. Foran High School","Non-Special Education","13.7","14.8","16.4","11.3","7.2"
"0846311","0840011","Milford School District","Joseph A. Foran High School","Special Education","23.0","22.4","30.5","28.3","22.7"
"0841611","0840011","Milford School District","Live Oaks School","Non-Special Education","5.7","*","*","*","*"
"0841611","0840011","Milford School District","Live Oaks School","Special Education","0.0","*","*","*","*"
"0841711","0840011","Milford School District","Mathewson School","Non-Special Education","*","9.9","*","*","1.7"
"0841711","0840011","Milford School District","Mathewson School","Special Education","*","14.0","*","*","11.3"
"0840711","0840011","Milford School District","Meadowside School","Non-Special Education","*","*","*","3.0","*"
"0840711","0840011","Milford School District","Meadowside School","Special Education","*","*","*","11.3","*"
"0840811","0840011","Milford School District","Orange Avenue School","Non-Special Education","*","*","*","*","*"
"0840811","0840011","Milford School District","Orange Avenue School","Special Education","*","*","*","*","*"
"0841811","0840011","Milford School District","Orchard Hills School","Non-Special Education","*","2.9","2.0","3.1","*"
"0841811","0840011","Milford School District","Orchard Hills School","Special Education","*","14.0","13.6","17.6","*"
"0841011","0840011","Milford School District","Pumpkin Delight School","Non-Special Education","6.6","*","*","*","*"
"0841011","0840011","Milford School District","Pumpkin Delight School","Special Education","12.5","*","*","*","*"
"0840311","0840011","Milford School District","The Academy","Non-Special Education","","","","*","*"
"0840311","0840011","Milford School District","The Academy","Special Education","","","","*","*"
"0845311","0840011","Milford School District","West Shore Middle School","Non-Special Education","8.9","12.2","9.0","4.2","*"
"0845311","0840011","Milford School District","West Shore Middle School","Special Education","15.5","17.1","18.8","15.6","*"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","Non-Special Education","*","*","*","*","*"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","Special Education","*","*","*","*","*"
"0855211","0850011","Monroe School District","Jockey Hollow School","Non-Special Education","7.6","5.4","3.9","*","*"
"0855211","0850011","Monroe School District","Jockey Hollow School","Special Education","14.0","13.3","12.8","*","*"
"0850211","0850011","Monroe School District","Masuk Alternative Program","Non-Special Education","","","","*","*"
"0850211","0850011","Monroe School District","Masuk Alternative Program","Special Education","","","","*","*"
"0856111","0850011","Monroe School District","Masuk High School","Non-Special Education","8.4","9.1","5.1","2.3","2.4"
"0856111","0850011","Monroe School District","Masuk High School","Special Education","10.6","17.4","10.8","6.4","7.1"
"0850111","0850011","Monroe School District","Monroe Elementary School","Non-Special Education","*","*","*","*","0.0"
"0850111","0850011","Monroe School District","Monroe Elementary School","Special Education","*","*","*","*","0.0"
"0850411","0850011","Monroe School District","REAL","Non-Special Education","","","","*",""
"0850411","0850011","Monroe School District","REAL","Special Education","","","","*",""
"0850311","0850011","Monroe School District","Stepney Elementary School","Non-Special Education","3.6","3.1","2.3","*","*"
"0850311","0850011","Monroe School District","Stepney Elementary School","Special Education","0.0","0.0","0.0","*","*"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","Non-Special Education","*","*","*","*","*"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","Special Education","*","*","*","*","*"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","Non-Special Education","5.2","5.0","5.9","5.3","5.3"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","Special Education","17.2","15.1","14.7","13.9","15.4"
"0860111","0860011","Montville School District","Mohegan School","Non-Special Education","5.7","5.0","5.7","*","2.5"
"0860111","0860011","Montville School District","Mohegan School","Special Education","*","*","*","*","*"
"0866111","0860011","Montville School District","Montville High School","Non-Special Education","10.8","7.9","7.7","8.7","8.4"
"0866111","0860011","Montville School District","Montville High School","Special Education","13.6","19.4","21.4","19.1","20.0"
"0860511","0860011","Montville School District","Oakdale School","Non-Special Education","3.7","*","*","3.2","*"
"0860511","0860011","Montville School District","Oakdale School","Special Education","20.6","*","*","0.0","*"
"0869011","0860011","Montville School District","Palmer Academy","Non-Special Education","*","*","*","*","*"
"0869011","0860011","Montville School District","Palmer Academy","Special Education","*","*","*","*","*"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","Non-Special Education","*","*","*","*","*"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","Special Education","*","*","*","*","*"
"0880111","0880011","Naugatuck School District","Central Avenue School","Non-Special Education","*","","","",""
"0880111","0880011","Naugatuck School District","Central Avenue School","Special Education","*","","","",""
"0885111","0880011","Naugatuck School District","City Hill Middle School","Non-Special Education","9.3","15.0","10.8","10.6","9.6"
"0885111","0880011","Naugatuck School District","City Hill Middle School","Special Education","15.4","19.4","26.0","22.5","21.3"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","Non-Special Education","8.4","*","8.0","7.9","6.3"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","Special Education","13.6","*","10.5","10.6","20.0"
"0880911","0880011","Naugatuck School District","Genesis Academy","Non-Special Education","","","","","*"
"0880911","0880011","Naugatuck School District","Genesis Academy","Special Education","","","","","*"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","Non-Special Education","10.1","*","*","9.4","5.4"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","Special Education","17.4","*","*","19.7","10.4"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","Non-Special Education","*","*","*","*","*"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","Special Education","*","*","*","*","*"
"0880311","0880011","Naugatuck School District","Maple Hill School","Non-Special Education","7.7","*","6.7","4.0","4.0"
"0880311","0880011","Naugatuck School District","Maple Hill School","Special Education","13.5","*","10.0","10.0","8.3"
"0886111","0880011","Naugatuck School District","Naugatuck High School","Non-Special Education","18.2","21.3","22.7","14.1","17.1"
"0886111","0880011","Naugatuck School District","Naugatuck High School","Special Education","31.6","31.3","37.5","26.6","23.7"
"0880611","0880011","Naugatuck School District","Salem School","Non-Special Education","*","*","*","*","*"
"0880611","0880011","Naugatuck School District","Salem School","Special Education","*","*","*","*","*"
"0880711","0880011","Naugatuck School District","Western School","Non-Special Education","*","*","*","*","*"
"0880711","0880011","Naugatuck School District","Western School","Special Education","*","*","*","*","*"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc Family Academy","Non-Special Education","","","","16.8","*"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc Family Academy","Special Education","","","","20.0","*"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc., Family Academy","Non-Special Education","*","*","*","",""
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc., Family Academy","Special Education","*","*","*","",""
"3480315","0890011","New Britain School District","Hartford Detention Center","Non-Special Education","","","","","*"
"3480315","0890011","New Britain School District","Hartford Detention Center","Special Education","","","","","*"
"0899111","0890011","New Britain School District","Alternative Center School","Non-Special Education","70.3","67.9","0.0","0.0","81.1"
"0899111","0890011","New Britain School District","Alternative Center School","Special Education","66.7","76.9","0.0","*","58.6"
"0891011","0890011","New Britain School District","Behavior Support","Non-Special Education","","","","","*"
"0891011","0890011","New Britain School District","Behavior Support","Special Education","","","","","*"
"0899411","0890011","New Britain School District","CLIMB","Non-Special Education","*","","*","*","*"
"0899411","0890011","New Britain School District","CLIMB","Special Education","*","*","*","*","*"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","Non-Special Education","29.6","26.7","14.0","12.0","9.1"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","Special Education","39.5","24.6","21.6","25.0","20.3"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","Non-Special Education","24.9","8.3","9.6","5.7","8.1"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","Special Education","37.3","24.0","29.7","18.8","10.7"
"0890511","0890011","New Britain School District","Gaffney School","Non-Special Education","20.9","17.2","7.9","8.7","*"
"0890511","0890011","New Britain School District","Gaffney School","Special Education","28.9","32.0","27.7","29.1","*"
"0890611","0890011","New Britain School District","Holmes School","Non-Special Education","15.5","11.4","7.4","10.1","9.5"
"0890611","0890011","New Britain School District","Holmes School","Special Education","23.5","13.3","14.8","15.4","19.3"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","Non-Special Education","*","6.7","4.2","*","*"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","Special Education","*","","","","*"
"0890711","0890011","New Britain School District","Jefferson School","Non-Special Education","13.6","7.7","5.4","*","*"
"0890711","0890011","New Britain School District","Jefferson School","Special Education","25.9","21.8","11.9","*","*"
"0891611","0890011","New Britain School District","KEY Elementary","Special Education","","","","","29.3"
"0891711","0890011","New Britain School District","KEY Middle","Special Education","","","","","*"
"0890811","0890011","New Britain School District","Lincoln School","Non-Special Education","16.0","12.1","13.5","13.8","11.6"
"0890811","0890011","New Britain School District","Lincoln School","Special Education","46.9","27.6","25.9","23.9","22.1"
"0896111","0890011","New Britain School District","New Britain High School","Non-Special Education","42.9","42.1","34.4","38.0","30.9"
"0896111","0890011","New Britain School District","New Britain High School","Special Education","52.9","50.3","48.3","48.7","47.7"
"0899011","0890011","New Britain School District","New Britain Transition Center","Non-Special Education","72.0","*","*","*","*"
"0899011","0890011","New Britain School District","New Britain Transition Center","Special Education","33.3","*","*","*","*"
"0890911","0890011","New Britain School District","Northend School","Non-Special Education","*","*","10.0","16.9","*"
"0890911","0890011","New Britain School District","Northend School","Special Education","*","*","22.9","18.8","*"
"0895311","0890011","New Britain School District","Pulaski Middle School","Non-Special Education","28.6","16.7","20.7","24.1","17.1"
"0895311","0890011","New Britain School District","Pulaski Middle School","Special Education","25.7","21.4","28.7","28.3","19.3"
"0895111","0890011","New Britain School District","Roosevelt Middle School","Non-Special Education","25.3","72.9","23.6","",""
"0895111","0890011","New Britain School District","Roosevelt Middle School","Special Education","26.4","72.7","21.5","",""
"0895211","0890011","New Britain School District","Slade Middle School","Non-Special Education","17.9","14.6","14.6","19.1","18.6"
"0895211","0890011","New Britain School District","Slade Middle School","Special Education","24.0","24.6","33.6","34.4","32.7"
"0891211","0890011","New Britain School District","Smalley Academy","Non-Special Education","24.3","20.7","15.7","15.9","16.5"
"0891211","0890011","New Britain School District","Smalley Academy","Special Education","26.5","39.2","19.5","18.4","19.0"
"0891311","0890011","New Britain School District","Smith School","Non-Special Education","17.0","13.5","7.2","10.5","4.6"
"0891311","0890011","New Britain School District","Smith School","Special Education","*","*","*","*","*"
"0891811","0890011","New Britain School District","Steps","Non-Special Education","","","","","*"
"0891811","0890011","New Britain School District","Steps","Special Education","","","","","*"
"0890411","0890011","New Britain School District","Sunrise Intermediate","Special Education","","","","","*"
"0890211","0890011","New Britain School District","Sunrise Primary","Special Education","","","","","*"
"0891511","0890011","New Britain School District","Vance School","Non-Special Education","11.3","10.2","9.9","10.3","10.1"
"0891511","0890011","New Britain School District","Vance School","Special Education","20.0","9.0","13.0","14.1","11.4"
"0900411","0900011","New Canaan School District","East School","Non-Special Education","*","4.1","3.6","*","2.0"
"0900411","0900011","New Canaan School District","East School","Special Education","0.0","*","*","*","*"
"0906111","0900011","New Canaan School District","New Canaan High School","Non-Special Education","20.8","2.1","2.5","3.6","2.1"
"0906111","0900011","New Canaan School District","New Canaan High School","Special Education","21.6","7.6","7.6","10.1","12.1"
"0905111","0900011","New Canaan School District","Saxe Middle School","Non-Special Education","4.3","4.8","3.6","*","1.7"
"0905111","0900011","New Canaan School District","Saxe Middle School","Special Education","4.3","5.6","4.4","*","5.4"
"0900211","0900011","New Canaan School District","South School","Non-Special Education","2.0","*","*","*","*"
"0900211","0900011","New Canaan School District","South School","Special Education","0.0","*","0.0","0.0","0.0"
"0900311","0900011","New Canaan School District","West School","Non-Special Education","*","*","*","*","*"
"0900311","0900011","New Canaan School District","West School","Special Education","*","*","0.0","*","*"
"0910311","0910011","New Fairfield School District","Alternative Learning Center","Non-Special Education","","","","*","*"
"0910311","0910011","New Fairfield School District","Alternative Learning Center","Special Education","","","","*","*"
"0910111","0910011","New Fairfield School District","Consolidated School","Non-Special Education","5.5","*","*","*","*"
"0910111","0910011","New Fairfield School District","Consolidated School","Special Education","12.9","*","*","*","*"
"0910411","0910011","New Fairfield School District","Day Alternative Learning Program","Non-Special Education","","","","*",""
"0910411","0910011","New Fairfield School District","Day Alternative Learning Program","Special Education","","","","*",""
"0910211","0910011","New Fairfield School District","Meeting House Hill School","Non-Special Education","*","*","*","*","*"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","Special Education","*","*","*","*","*"
"0916111","0910011","New Fairfield School District","New Fairfield High School","Non-Special Education","9.5","6.4","4.7","1.2","1.8"
"0916111","0910011","New Fairfield School District","New Fairfield High School","Special Education","28.7","20.2","19.8","9.2","10.1"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","Non-Special Education","8.2","6.9","*","*","*"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","Special Education","15.4","10.5","*","*","*"
"0920311","0920011","New Hartford School District","Ann Antolini School","Non-Special Education","*","*","*","*","*"
"0920311","0920011","New Hartford School District","Ann Antolini School","Special Education","*","*","*","*","*"
"0920111","0920011","New Hartford School District","Bakerville Consolidated School","Non-Special Education","*","*","*","*","*"
"0920111","0920011","New Hartford School District","Bakerville Consolidated School","Special Education","*","*","*","*","*"
"0920411","0920011","New Hartford School District","Bridges II at Ann Antolini School","Special Education","","","","*",""
"0920211","0920011","New Hartford School District","New Hartford Elementary School","Non-Special Education","*","*","*","*","*"
"0920211","0920011","New Hartford School District","New Hartford Elementary School","Special Education","*","*","*","*","*"
"0931211","0930011","New Haven School District","Edgewood School","Non-Special Education","3.0","4.4","9.7","6.1","7.9"
"0931211","0930011","New Haven School District","Edgewood School","Special Education","*","*","*","17.1","16.3"
"0931411","0930011","New Haven School District","Nathan Hale School","Non-Special Education","10.3","11.0","13.4","14.5","9.5"
"0931411","0930011","New Haven School District","Nathan Hale School","Special Education","*","18.5","16.4","19.0","*"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","Non-Special Education","18.9","9.5","17.7","28.2","29.4"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","Special Education","27.0","20.3","24.6","35.5","30.3"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","Non-Special Education","7.3","5.9","13.6","12.9","14.6"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","Special Education","16.7","12.8","23.7","23.5","27.9"
"0930311","0930011","New Haven School District","Beecher School","Non-Special Education","16.9","*","24.3","24.5","21.6"
"0930311","0930011","New Haven School District","Beecher School","Special Education","16.2","*","19.4","21.6","29.8"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","Non-Special Education","8.5","5.4","11.2","11.0","8.7"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","Special Education","16.2","21.9","22.9","24.6","16.1"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","Non-Special Education","10.5","7.0","11.0","13.0","13.0"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","Special Education","28.2","22.2","22.5","21.6","20.5"
"0934311","0930011","New Haven School District","Bishop Woods School","Non-Special Education","16.5","9.5","22.3","23.0","11.6"
"0934311","0930011","New Haven School District","Bishop Woods School","Special Education","25.6","10.8","28.9","28.9","12.5"
"0932411","0930011","New Haven School District","Blake Street Leadership Academy (STEP)","Non-Special Education","","","","*","*"
"0932411","0930011","New Haven School District","Blake Street Leadership Academy (STEP)","Special Education","","","","*","*"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","Non-Special Education","32.8","9.3","13.0","26.7","16.8"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","Special Education","38.0","14.3","16.0","34.3","21.5"
"0934111","0930011","New Haven School District","Christopher Columbus Academy","Non-Special Education","*","*","12.8","",""
"0934111","0930011","New Haven School District","Christopher Columbus Academy","Special Education","*","*","22.2","",""
"0934211","0930011","New Haven School District","Clemente Leadership Academy","Non-Special Education","26.3","23.1","35.5","36.4","19.5"
"0934211","0930011","New Haven School District","Clemente Leadership Academy","Special Education","40.0","30.9","48.0","42.1","31.8"
"0930611","0930011","New Haven School District","Clinton Avenue School","Non-Special Education","19.8","14.4","27.5","21.8","17.6"
"0930611","0930011","New Haven School District","Clinton Avenue School","Special Education","22.7","21.1","41.3","32.1","24.4"
"0934111","0930011","New Haven School District","Columbus Family Academy","Non-Special Education","","","","15.9","9.3"
"0934111","0930011","New Haven School District","Columbus Family Academy","Special Education","","","","25.0","13.5"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","Non-Special Education","*","5.9","13.7","17.3","14.4"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","Special Education","*","15.1","17.5","20.3","13.1"
"0936411","0930011","New Haven School District","Cooperative High School","Non-Special Education","23.0","13.9","26.2","22.7","12.4"
"0936411","0930011","New Haven School District","Cooperative High School","Special Education","23.3","22.4","34.5","35.9","21.3"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","Non-Special Education","*","*","10.6","7.6","5.1"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","Special Education","*","*","16.1","11.8","14.0"
"0935611","0930011","New Haven School District","Domus Academy","Non-Special Education","52.4","*","*","*","*"
"0935611","0930011","New Haven School District","Domus Academy","Special Education","51.7","*","*","*","*"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","Non-Special Education","13.6","7.7","15.5","20.7","15.1"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","Special Education","31.2","33.3","44.7","38.8","28.8"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","Non-Special Education","*","*","11.7","12.1","13.7"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","Special Education","*","*","17.1","15.0","12.5"
"0931611","0930011","New Haven School District","Fair Haven School","Non-Special Education","15.3","12.4","20.6","23.9","17.0"
"0931611","0930011","New Haven School District","Fair Haven School","Special Education","26.0","24.0","31.9","42.4","31.8"
"0936611","0930011","New Haven School District","High School In The Community","Non-Special Education","40.0","27.3","33.7","40.6","30.4"
"0936611","0930011","New Haven School District","High School In The Community","Special Education","40.0","36.7","48.9","49.0","42.0"
"0930711","0930011","New Haven School District","Hill Central Music Academy","Non-Special Education","25.6","11.1","27.5","23.9","18.5"
"0930711","0930011","New Haven School District","Hill Central Music Academy","Special Education","31.3","20.9","34.7","32.7","27.9"
"0936311","0930011","New Haven School District","Hill Regional Career High School","Non-Special Education","16.8","12.4","21.2","24.6","18.8"
"0936311","0930011","New Haven School District","Hill Regional Career High School","Special Education","33.3","34.3","33.3","34.9","46.3"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-Special Education","22.3","17.8","35.0","38.7","32.9"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","Special Education","25.7","27.3","51.5","67.7","46.9"
"0936211","0930011","New Haven School District","James Hillhouse High School","Non-Special Education","38.1","31.9","44.5","44.1","37.7"
"0936211","0930011","New Haven School District","James Hillhouse High School","Special Education","49.6","38.6","50.3","47.0","44.9"
"0931311","0930011","New Haven School District","John C. Daniels","Non-Special Education","7.2","7.7","13.1","12.8","10.1"
"0931311","0930011","New Haven School District","John C. Daniels","Special Education","15.6","13.6","20.6","21.2","25.0"
"0930811","0930011","New Haven School District","John S. Martinez School","Non-Special Education","12.6","7.3","21.5","25.1","11.4"
"0930811","0930011","New Haven School District","John S. Martinez School","Special Education","26.8","18.6","45.5","23.7","14.9"
"0932111","0930011","New Haven School District","Katherine Brennan/Clarence Rogers School","Non-Special Education","13.3","11.3","21.3","24.6","19.0"
"0932111","0930011","New Haven School District","Katherine Brennan/Clarence Rogers School","Special Education","11.6","13.8","21.0","25.8","20.2"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","Non-Special Education","10.5","11.8","18.2","18.4","11.1"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","Special Education","14.3","17.7","32.8","20.0","23.8"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","Non-Special Education","21.3","18.9","30.1","28.5","18.1"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","Special Education","30.6","24.1","28.6","41.5","25.9"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","Non-Special Education","7.0","*","13.3","17.5","10.2"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","Special Education","16.3","*","16.0","22.9","15.0"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","Non-Special Education","*","*","30.2","25.1","21.6"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","Special Education","*","*","39.3","33.3","20.0"
"0934411","0930011","New Haven School District","NHPS Self Contained Autism","Non-Special Education","","","","","*"
"0934411","0930011","New Haven School District","NHPS Self Contained Autism","Special Education","","","","","*"
"0935011","0930011","New Haven School District","NHPS Self Contained Intellectually Disabled","Special Education","","","","","*"
"0934511","0930011","New Haven School District","NHPS Self Contained Multi-Handicapped","Special Education","","","","","63.4"
