"school_code","district_code","district","school","american_indian","asian","black_not_of_hispanic_origin","hispanic_latino","not_reported","white_not_of_hispanic_origin","total"
"1030811","1030011","Norwalk School District","Kendall Elementary School","*","*","138","234","0","81","484"
"1032211","1030011","Norwalk School District","Marvin Elementary School","*","*","70","173","0","207","466"
"1032111","1030011","Norwalk School District","Naramake Elementary School","*","*","57","98","0","221","397"
"1035211","1030011","Norwalk School District","Nathan Hale Middle School","0","22","87","116","0","281","506"
"1036111","1030011","Norwalk School District","Norwalk High School","*","*","359","387","0","741","1558"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","0","0","50","30","0","16","96"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","0","41","181","216","0","204","642"
"1035511","1030011","Norwalk School District","Roton Middle School","*","*","118","138","0","148","425"
"1031311","1030011","Norwalk School District","Rowayton School","*","*","66","92","0","250","424"
"1032311","1030011","Norwalk School District","Silvermine Elementary School","0","12","67","193","0","102","374"
"1031411","1030011","Norwalk School District","Tracey School","*","*","100","164","0","126","413"
"1035411","1030011","Norwalk School District","West Rocks Middle School","0","19","168","244","0","262","693"
"1032411","1030011","Norwalk School District","Wolfpit School","*","*","67","79","0","152","308"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","35","138","296","238","0","1742","2449"
"1040111","1040011","Norwich School District","Bishop School Early Learning Center","8","13","45","32","0","74","172"
"1049111","1040011","Norwich School District","Deborah-Tennant Zinewicz  School","*","0","9","*","0","28","44"
"1040611","1040011","Norwich School District","Greeneville School","*","*","125","131","0","68","342"
"1049011","1040011","Norwich School District","Hickory Street School","*","0","*","*","0","7","15"
"1041411","1040011","Norwich School District","John B. Stanton Network School","10","31","71","45","0","125","282"
"1045111","1040011","Norwich School District","Kelly Middle School","28","22","154","137","0","405","746"
"1042011","1040011","Norwich School District","Moriarty Magnet School","*","*","64","59","0","228","369"
"1040811","1040011","Norwich School District","Samuel Huntington School","*","*","55","77","0","238","398"
"1045211","1040011","Norwich School District","Teachers' Memorial Middle School","12","59","132","107","0","230","540"
"1046111","1040011","Norwich School District","Thames River Academy","0","*","22","*","0","45","79"
"1041711","1040011","Norwich School District","Thomas W. Mahan School","8","67","38","46","0","120","279"
"1041911","1040011","Norwich School District","Uncas Network School","*","*","56","57","0","56","193"
"1041811","1040011","Norwich School District","Veterans' Memorial School","9","19","79","68","0","103","278"
"1041511","1040011","Norwich School District","Wequonnoc Magnet School","*","*","79","44","0","119","255"
"2635113","2630013","Odyssey Community School District","Odyssey Community School","*","*","43","32","0","97","177"
"1060211","1060011","Old Saybrook School District","Kathleen E. Goodwin School","0","25","12","13","0","428","478"
"1065211","1060011","Old Saybrook School District","Old Saybrook Middle School","*","44","*","25","0","566","652"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","*","24","*","15","0","434","483"
"1070211","1070011","Orange School District","Mary L. Tracy School","0","20","*","*","0","165","197"
"1070511","1070011","Orange School District","Peck Place School","*","50","*","16","0","365","439"
"1070311","1070011","Orange School District","Race Brook School","0","41","13","15","0","348","417"
"1070411","1070011","Orange School District","Turkey Hill School","0","37","13","6","0","263","319"
"1085111","1080011","Oxford School District","Great Oak School","*","*","11","23","0","475","520"
"1080111","1080011","Oxford School District","Oxford Center School","*","15","*","18","0","460","499"
"1086011","1080011","Oxford School District","Oxford High School","*","7","*","6","0","249","266"
"1080311","1080011","Oxford School District","Quaker Farms School","0","*","*","13","0","544","565"
"2835113","2830013","Park City Prep Charter School District","Park City Prep Charter School","0","*","136","64","0","*","206"
"1090511","1090011","Plainfield School District","Early Childhood Center","0","*","*","18","0","238","266"
"1090111","1090011","Plainfield School District","Moosup Elementary School","7","9","11","14","0","260","301"
"1095111","1090011","Plainfield School District","Plainfield Central School","14","7","16","23","0","512","572"
"1096111","1090011","Plainfield School District","Plainfield High School","*","*","20","36","0","840","916"
"1090311","1090011","Plainfield School District","Plainfield Memorial School","11","8","14","18","0","335","386"
"1090411","1090011","Plainfield School District","Shepard Hill Elementary School","*","*","16","17","0","274","321"
"1100411","1100011","Plainville School District","Frank T. Wheeler School","0","9","34","24","0","261","328"
"1100211","1100011","Plainville School District","Linden Street School","*","*","11","47","0","319","388"
"1100511","1100011","Plainville School District","Louis Toffolon School","*","*","14","27","0","282","330"
"1105211","1100011","Plainville School District","Middle School of Plainville","*","*","52","40","0","517","622"
"1106111","1100011","Plainville School District","Plainville High School","*","*","51","44","0","778","898"
"1108011","1100011","Plainville School District","Prekindergarten Program","0","*","*","0","0","31","35"
"1115111","1110011","Plymouth School District","Eli Terry Jr. Middle School","0","*","15","*","0","453","484"
"1110111","1110011","Plymouth School District","Main Street School","0","*","*","6","0","169","181"
"1110211","1110011","Plymouth School District","Plymouth Center School","*","*","*","10","0","487","506"
"1110311","1110011","Plymouth School District","Prospect Street School","0","*","9","*","0","159","173"
"1116111","1110011","Plymouth School District","Terryville High School","*","*","8","15","0","521","553"
"1120111","1120011","Pomfret School District","Pomfret Community School","0","13","10","11","0","506","540"
"1130511","1130011","Portland School District","Brownstone Intermediate School","0","*","12","*","0","222","240"
"1130411","1130011","Portland School District","Gildersleeve School","*","*","12","12","0","209","240"
"1136111","1130011","Portland School District","Portland High School","*","*","14","11","0","336","364"
"1135111","1130011","Portland School District","Portland Middle School","*","*","7","7","0","194","215"
"1130211","1130011","Portland School District","Valley View School","*","8","16","*","0","337","370"
"1145111","1140011","Preston School District","Preston Plains School","*","*","7","8","0","169","191"
"1140411","1140011","Preston School District","Preston Veterans' Memorial School","12","12","*","*","0","277","312"
"1160311","1160011","Putnam School District","Putnam Elementary School","*","*","21","25","0","574","629"
"1166111","1160011","Putnam School District","Putnam High School","*","*","21","11","0","357","394"
"1165111","1160011","Putnam School District","Putnam Middle School","*","*","*","8","0","268","284"
"1175111","1170011","Redding School District","John Read Middle School","*","15","*","*","0","551","574"
"1170111","1170011","Redding School District","Redding Elementary School","*","40","*","17","0","670","734"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","*","*","6","8","0","545","562"
"2045112","2040012","Regional School District 04","John Winthrop Middle School","*","*","*","6","0","326","338"
"2046112","2040012","Regional School District 04","Valley Regional High School","*","15","*","22","0","570","616"
"2055112","2050012","Regional School District 05","Amity Middle School: Bethany","0","44","13","7","0","340","404"
"2055212","2050012","Regional School District 05","Amity Middle School: Orange","*","35","*","12","0","359","415"
"2056112","2050012","Regional School District 05","Amity Regional High School","*","129","*","54","0","1427","1649"
"2060112","2060012","Regional School District 06","Goshen Center School","0","0","*","*","0","215","218"
"2060212","2060012","Regional School District 06","James Morris School","0","*","*","*","0","202","211"
"2068012","2060012","Regional School District 06","Stepping Stones Preschool Program","0","0","*","0","0","*","14"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","0","*","6","*","0","559","573"
"2060312","2060012","Regional School District 06","Warren Elementary School","0","*","*","*","0","101","108"
"2079112","2070012","Regional School District 07","AIM","0","0","*","*","0","*","7"
"2079012","2070012","Regional School District 07","FLEX","0","0","0","0","0","6","6"
"2079212","2070012","Regional School District 07","Links","0","*","0","0","0","*","23"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","0","*","*","*","0","739","748"
"2075112","2070012","Regional School District 07","Northwestern Regional Middle School","0","*","*","*","0","343","351"
"2079312","2070012","Regional School District 07","STEP","0","0","0","0","0","15","15"
"2086112","2080012","Regional School District 08","RHAM High School","*","13","*","13","0","984","1019"
"2085112","2080012","Regional School District 08","RHAM Middle School","*","9","*","6","0","622","644"
"2096112","2090012","Regional School District 09","Joel Barlow High School","*","31","*","23","0","903","963"
"2105112","2100012","Regional School District 10","Har-Bur Middle School","0","*","*","22","0","886","929"
"2100312","2100012","Regional School District 10","Harwinton Consolidated School","0","*","0","*","0","520","532"
"2100212","2100012","Regional School District 10","Lake Garda Elementary School","0","16","10","22","0","557","605"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","*","13","*","15","0","744","778"
"2116112","2110012","Regional School District 11","Parish Hill High School","*","*","7","8","0","273","291"
"2120212","2120012","Regional School District 12","Booth Free School","0","*","0","*","0","123","129"
"2128012","2120012","Regional School District 12","Early Childhood Education Center","0","0","0","0","0","21","21"
"2126112","2120012","Regional School District 12","Shepaug Valley High School","*","*","*","12","0","373","393"
"2125112","2120012","Regional School District 12","Shepaug Valley Middle School","0","*","*","6","0","216","232"
"2120112","2120012","Regional School District 12","The Burnham School","*","*","0","0","0","102","106"
"2120412","2120012","Regional School District 12","Washington Primary School","0","*","*","6","0","165","177"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","*","*","6","9","0","568","587"
"2130212","2130012","Regional School District 13","Francis E. Korn School","*","*","*","13","0","193","213"
"2135112","2130012","Regional School District 13","Frank Ward Strong School","*","8","*","*","0","345","360"
"2130112","2130012","Regional School District 13","Frederick Brewster School","*","6","*","14","0","279","302"
"2130512","2130012","Regional School District 13","John Lyman School","0","7","*","*","0","318","333"
"2130412","2130012","Regional School District 13","Middlefield Memorial School","0","*","*","*","0","336","350"
"2140112","2140012","Regional School District 14","Bethlehem Elementary School","*","8","*","12","0","358","380"
"2148012","2140012","Regional School District 14","Integrated Star Preschool Program","0","0","0","0","0","16","16"
"2140212","2140012","Regional School District 14","Mitchell Elementary School","*","*","6","10","0","423","444"
"2146112","2140012","Regional School District 14","Nonnewaug High School","*","9","*","22","0","827","866"
"2145112","2140012","Regional School District 14","Woodbury Middle School","0","6","6","16","0","470","498"
"2150412","2150012","Regional School District 15","Gainfield Elementary School","0","36","9","14","0","408","467"
"2150712","2150012","Regional School District 15","Long Meadow Elementary School","0","15","*","*","0","586","615"
"2155212","2150012","Regional School District 15","Memorial Middle School","*","10","9","*","0","492","521"
"2150612","2150012","Regional School District 15","Middlebury Elementary School","0","*","*","13","0","429","456"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","7","23","12","39","0","1334","1415"
"2150512","2150012","Regional School District 15","Pomperaug School","*","23","*","15","0","500","541"
"2155112","2150012","Regional School District 15","Rochambeau Middle School","*","30","*","12","0","497","555"
"2160312","2160012","Regional School District 16","Algonquin School","0","*","*","11","0","471","497"
"2160212","2160012","Regional School District 16","Community School","*","*","*","*","0","240","247"
"2160112","2160012","Regional School District 16","Laurel Ledge School","0","*","*","22","0","462","494"
"2165112","2160012","Regional School District 16","Long River Middle School","0","*","19","*","0","594","631"
"2166012","2160012","Regional School District 16","Woodland Regional High School","*","*","19","25","0","767","816"
"2170212","2170012","Regional School District 17","Burr District Elementary School","0","9","*","*","0","265","279"
"2170112","2170012","Regional School District 17","Haddam Elementary School","0","*","0","*","0","258","266"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","*","12","*","6","0","693","716"
"2175112","2170012","Regional School District 17","Haddam-Killingworth Middle School","*","16","11","*","0","805","843"
"2170312","2170012","Regional School District 17","Killingworth Elementary School","0","8","*","*","0","438","452"
"2180312","2180012","Regional School District 18","Center School","*","16","0","*","0","213","233"
"2180112","2180012","Regional School District 18","Lyme Consolidated School","0","*","*","0","0","159","162"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","0","8","7","7","0","449","471"
"2185112","2180012","Regional School District 18","Lyme-Old Lyme Middle School","0","14","*","*","0","348","371"
"2180212","2180012","Regional School District 18","Mile Creek School","*","6","*","9","0","275","295"
"2196112","2190012","Regional School District 19","E. O. Smith High School","10","51","36","46","0","1041","1184"
"1180811","1180011","Ridgefield School District","Barlow Mountain Elementary School","*","9","*","*","0","433","446"
"1180611","1180011","Ridgefield School District","Branchville Elementary School","0","31","*","*","0","392","438"
"1185111","1180011","Ridgefield School District","East Ridge Middle School","0","27","6","19","0","691","743"
"1180411","1180011","Ridgefield School District","Farmingville Elementary School","0","11","*","*","0","361","384"
"1180311","1180011","Ridgefield School District","Ridgebury Elementary School","*","17","*","20","0","424","465"
"1186111","1180011","Ridgefield School District","Ridgefield High School","*","60","*","45","0","1631","1751"
"1180511","1180011","Ridgefield School District","Scotland Elementary School","0","*","*","15","0","362","390"
"1185211","1180011","Ridgefield School District","Scotts Ridge Middle School","0","*","*","20","0","541","577"
"1180211","1180011","Ridgefield School District","Veterans Park Elementary School","0","*","*","16","0","314","344"
"1195111","1190011","Rocky Hill School District","Albert D. Griswold Middle School","*","56","*","42","0","479","611"
"1190211","1190011","Rocky Hill School District","Dr. Oran A. Moser School","0","19","*","*","0","64","89"
"1190411","1190011","Rocky Hill School District","Myrtle H. Stevens School","0","51","21","45","0","403","520"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","0","39","32","52","0","632","755"
"1190511","1190011","Rocky Hill School District","West Hill School","*","118","22","*","0","473","631"
"1210111","1210011","Salem School District","Salem Elementary School","*","17","14","*","0","471","506"
"1220111","1220011","Salisbury School District","Salisbury Central School","0","*","11","*","0","283","307"
"1230111","1230011","Scotland School District","Scotland Elementary School","*","0","*","*","0","184","190"
"1240311","1240011","Seymour School District","Anna L. Lopresti School","*","*","25","26","0","273","339"
"1240111","1240011","Seymour School District","Bungay School","*","21","*","31","0","497","562"
"1240411","1240011","Seymour School District","Paul E. Chatfield School","*","*","8","9","0","258","284"
"1246111","1240011","Seymour School District","Seymour High School","6","19","28","55","0","754","862"
"1245111","1240011","Seymour School District","Seymour Middle School","*","*","21","40","0","483","558"
"1250111","1250011","Sharon School District","Sharon Center School","0","*","6","*","0","207","219"
"1260911","1260011","Shelton School District","Mohegan School","*","28","*","15","0","574","629"
"1261011","1260011","Shelton School District","Booth Hill School","*","22","*","11","0","457","494"
"1260511","1260011","Shelton School District","Elizabeth Shelton School","0","*","*","19","0","513","553"
"1265111","1260011","Shelton School District","Intermediate School","*","26","*","64","0","790","907"
"1260411","1260011","Shelton School District","Lafayette School","*","*","32","67","0","264","386"
"1260811","1260011","Shelton School District","Long Hill School","*","37","*","50","0","502","609"
"1266111","1260011","Shelton School District","Shelton High School","*","67","*","118","0","1450","1687"
"1260611","1260011","Shelton School District","Sunnyside School","*","32","*","31","0","293","379"
"1270111","1270011","Sherman School District","Sherman School","*","11","6","*","0","433","456"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","0","23","76","72","0","59","230"
"1280111","1280011","Simsbury School District","Central School","*","26","22","*","0","370","440"
"1285111","1280011","Simsbury School District","Henry James Memorial School","0","30","26","28","0","732","816"
"1280611","1280011","Simsbury School District","Latimer Lane School","*","32","21","*","0","469","532"
"1286111","1280011","Simsbury School District","Simsbury High School","*","70","53","*","0","1371","1535"
"1280711","1280011","Simsbury School District","Squadron Line School","0","44","23","20","0","715","802"
"1280311","1280011","Simsbury School District","Tariffville School","0","17","24","10","0","207","258"
"1280411","1280011","Simsbury School District","Tootin' Hills School","0","20","10","19","0","517","566"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","0","*","12","*","0","404","427"
"1290411","1290011","Somers School District","Somers Elementary School","0","11","18","15","0","685","729"
"1296111","1290011","Somers School District","Somers High School","0","8","10","9","0","540","567"
"1320211","1320011","South Windsor School District","Pleasant Valley School","*","41","36","*","0","343","448"
"1320711","1320011","South Windsor School District","Eli Terry School","*","29","*","25","0","354","433"
"1320611","1320011","South Windsor School District","Orchard Hill School","*","56","*","22","0","409","507"
"1320111","1320011","South Windsor School District","Philip R. Smith School","0","46","24","19","0","347","436"
"1326211","1320011","South Windsor School District","South Windsor High School","*","99","92","*","0","1380","1651"
"1325111","1320011","South Windsor School District","Timothy Edwards School","*","80","61","*","0","953","1149"
"1320411","1320011","South Windsor School District","Wapping Elementary School","0","27","20","21","0","242","310"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","*","21","*","17","0","740","797"
"1311511","1310011","Southington School District","Derynoski Elementary School","*","24","*","28","0","638","702"
"1311311","1310011","Southington School District","Flanders Elementary School","*","16","*","39","0","264","334"
"1310211","1310011","Southington School District","Hatton Elementary School","*","*","10","28","0","383","430"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","*","*","25","32","0","655","735"
"1310611","1310011","Southington School District","Plantsville Elementary School","*","*","*","*","0","204","215"
"1310711","1310011","Southington School District","South End Elementary School","0","6","*","*","0","191","207"
"1316211","1310011","Southington School District","Southington High School","*","60","*","88","0","1967","2164"
"1310811","1310011","Southington School District","Strong Elementary School","*","15","12","*","0","427","466"
"1310911","1310011","Southington School District","Thalberg Elementary School","0","30","*","*","0","385","430"
"1311411","1310011","Southington School District","Urbin T. Kelley School","0","22","8","15","0","369","414"
"1330111","1330011","Sprague School District","Sayles School","*","*","27","23","0","290","351"
"1340611","1340011","Stafford School District","Stafford Elementary School","0","*","*","15","0","500","526"
"1346111","1340011","Stafford School District","Stafford High School","0","11","7","15","0","488","521"
"1345211","1340011","Stafford School District","Stafford Middle School","0","*","*","13","0","451","477"
"1340311","1340011","Stafford School District","Staffordville School","0","*","*","11","0","162","178"
"1340411","1340011","Stafford School District","West Stafford School","*","7","*","7","0","185","205"
"2826013","2820013","Stamford Academy District","Stamford Academy","0","0","89","32","0","10","131"
"1355611","1350011","Stamford School District","Cloonan School","0","42","132","175","0","245","594"
"1352011","1350011","Stamford School District","Davenport Ridge School","0","25","152","125","0","213","515"
"1355311","1350011","Stamford School District","Dolan School","0","27","155","200","0","243","625"
"1352211","1350011","Stamford School District","Hart School","0","23","142","163","0","92","420"
"1351211","1350011","Stamford School District","Julia A. Stark School","0","41","171","233","0","156","601"
"1350511","1350011","Stamford School District","K. T. Murphy School","0","36","93","281","0","138","548"
"1350611","1350011","Stamford School District","Newfield School","0","63","85","138","0","346","632"
"1351811","1350011","Stamford School District","Northeast School","*","*","92","247","0","390","814"
"1358011","1350011","Stamford School District","Preschool Team","0","*","*","36","0","38","83"
"1355811","1350011","Stamford School District","Rippowam Middle School","0","49","186","225","0","347","807"
"1350811","1350011","Stamford School District","Rogers International School","0","28","108","232","0","157","525"
"1350911","1350011","Stamford School District","Roxbury School","0","45","144","148","0","317","654"
"1355711","1350011","Stamford School District","Scofield Middle School","*","*","109","143","0","290","604"
"1351111","1350011","Stamford School District","Springdale School","*","*","84","212","0","229","565"
"1356111","1350011","Stamford School District","Stamford High School","0","95","493","444","0","765","1797"
"1352111","1350011","Stamford School District","Stillmeadow School","*","*","115","212","0","210","601"
"1356411","1350011","Stamford School District","The Academy of Information Technology","0","23","116","121","0","218","478"
"1351911","1350011","Stamford School District","Toquam Magnet School","0","38","106","118","0","191","453"
"1355511","1350011","Stamford School District","Turn of River School","0","34","95","215","0","265","609"
"1356311","1350011","Stamford School District","Westhill High School","0","115","537","714","0","965","2331"
"1351411","1350011","Stamford School District","Westover School","0","80","128","127","0","303","638"
"1360311","1360011","Sterling School District","Sterling Community School","*","6","*","*","0","485","503"
"1370511","1370011","Stonington School District","Deans Mill School","*","25","*","14","0","476","529"
"1375211","1370011","Stonington School District","Mystic Middle School","*","18","*","12","0","395","435"
"1375111","1370011","Stonington School District","Pawcatuck Middle School","*","12","22","*","0","287","332"
"1378011","1370011","Stonington School District","Special Needs Preschool Program","0","*","*","0","0","15","18"
"1376111","1370011","Stonington School District","Stonington High School","11","22","15","32","0","731","811"
"1370411","1370011","Stonington School District","West Broad Street School","*","*","*","*","0","159","175"
"1370611","1370011","Stonington School District","West Vine Street School","*","6","6","*","0","217","236"
"1381311","1380011","Stratford School District","Eli Whitney School","*","*","96","77","0","328","516"
"1386211","1380011","Stratford School District","Bunnell High School","*","*","259","206","0","881","1387"
"1380311","1380011","Stratford School District","Chapel School","*","*","122","59","0","309","505"
"1385211","1380011","Stratford School District","David Wooster Middle School","*","*","154","110","0","283","570"
"1380411","1380011","Stratford School District","Franklin School","*","*","108","100","0","173","396"
"1385311","1380011","Stratford School District","Harry B. Flood Middle School","*","*","121","128","0","302","569"
"1380811","1380011","Stratford School District","Lordship School","*","*","49","50","0","121","225"
"1380911","1380011","Stratford School District","Nichols School","*","*","88","108","0","218","430"
"1381011","1380011","Stratford School District","Second Hill Lane School","8","35","106","165","0","374","688"
"1381511","1380011","Stratford School District","Stratford Academy - Johnson House","*","*","195","83","0","422","720"
"1386111","1380011","Stratford School District","Stratford High School","*","*","296","167","0","473","971"
"1389011","1380011","Stratford School District","Strive-Stratford","0","0","*","*","0","*","8"
"1381411","1380011","Stratford School District","Wilcoxson School","0","15","71","87","0","225","398"
"1390411","1390011","Suffield School District","A. Ward Spaulding School","0","9","14","10","0","508","541"
"1390311","1390011","Suffield School District","McAlister Intermediate School","*","17","*","13","0","531","572"
"1396111","1390011","Suffield School District","Suffield High School","0","6","17","15","0","807","845"
"1395111","1390011","Suffield School District","Suffield Middle School","*","*","13","14","0","597","636"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","0","0","177","77","0","6","260"
"9026122","9020022","The Gilbert School District","The Gilbert School","*","*","14","33","0","354","408"
"1400111","1400011","Thomaston School District","Black Rock School","0","*","*","*","0","379","387"
"1400211","1400011","Thomaston School District","Thomaston Center School","0","*","*","*","0","285","294"
"1406211","1400011","Thomaston School District","Thomaston High School","0","*","*","10","0","567","585"
"1410111","1410011","Thompson School District","Mary R. Fisher Elementary School","14","9","11","16","0","524","574"
"1415111","1410011","Thompson School District","Thompson Middle School","7","*","*","13","0","474","503"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","*","*","*","9","0","383","399"
"1420111","1420011","Tolland School District","Birch Grove Primary School","*","28","17","*","0","701","760"
"1426111","1420011","Tolland School District","Tolland High School","*","19","*","15","0","803","849"
"1420211","1420011","Tolland School District","Tolland Intermediate School","*","17","15","*","0","464","507"
"1425111","1420011","Tolland School District","Tolland Middle School","*","42","22","*","0","940","1013"
"1430111","1430011","Torrington School District","East School","*","*","19","26","0","422","481"
"1430211","1430011","Torrington School District","Forbes School","*","*","32","72","0","265","383"
"1430811","1430011","Torrington School District","Southwest School","0","8","14","38","0","245","305"
"1430911","1430011","Torrington School District","Torringford School","0","22","41","53","0","567","683"
"1436111","1430011","Torrington School District","Torrington High School","*","*","80","147","0","1024","1295"
"1435111","1430011","Torrington School District","Torrington Middle School","7","42","72","150","0","891","1162"
"1431311","1430011","Torrington School District","Vogel-Wetmore School","*","*","40","107","0","289","448"
"2785113","2780013","Trailblazers Academy District","Trailblazers Academy","0","0","102","*","0","*","150"
"1440111","1440011","Trumbull School District","Booth Hill School","*","25","21","*","0","452","514"
"1440811","1440011","Trumbull School District","Daniels Farm School","0","29","9","17","0","458","513"
"1441011","1440011","Trumbull School District","Frenchtown Elementary School","0","65","23","58","0","455","601"
"1445211","1440011","Trumbull School District","Hillcrest Middle School","*","30","*","31","0","653","743"
"1440411","1440011","Trumbull School District","Jane Ryan School","0","18","10","20","0","375","423"
"1445111","1440011","Trumbull School District","Madison Middle School","0","46","43","48","0","743","880"
"1440311","1440011","Trumbull School District","Middlebrook School","*","26","*","45","0","373","473"
"1440911","1440011","Trumbull School District","Tashua School","0","23","11","16","0","411","461"
"1448011","1440011","Trumbull School District","Trumbull Early Childhood Education Center","0","15","11","28","0","146","200"
"1446111","1440011","Trumbull School District","Trumbull High School","*","*","100","116","0","1792","2095"
"3361715","3360015","Unified School District #1","Bergin Correctional Institution","0","0","24","*","0","*","38"
"3360115","3360015","Unified School District #1","Bridgeport Correctional Center","0","0","21","*","0","*","32"
"3360215","3360015","Unified School District #1","Brooklyn Correctional Institution","0","0","*","8","0","*","13"
"3360315","3360015","Unified School District #1","Cheshire Correctional Institution","0","*","22","*","0","*","29"
"3362415","3360015","Unified School District #1","Corrigan/Radgowski Correctional Institution","0","0","28","23","0","19","70"
"3360415","3360015","Unified School District #1","Enfield Correctional Institution","0","0","14","*","0","*","22"
"3361915","3360015","Unified School District #1","Garner Correctional Institution","0","0","*","13","0","*","28"
"3360515","3360015","Unified School District #1","Gates Correctional Institution","0","*","22","11","0","*","38"
"3360615","3360015","Unified School District #1","Hartford Correctional Center","0","0","29","28","0","12","69"
"3362215","3360015","Unified School District #1","MacDougall/Walker Correctional Institution","0","0","41","*","0","*","78"
"3361115","3360015","Unified School District #1","Manson Youth Institution","*","*","280","186","0","81","551"
"3360915","3360015","Unified School District #1","New Haven Correctional Center","0","0","11","*","0","*","25"
"3362615","3360015","Unified School District #1","Northern Correctional Institution","0","0","13","*","0","*","28"
"3361215","3360015","Unified School District #1","Osborn Correctional Institution","0","0","14","13","0","9","36"
"3361315","3360015","Unified School District #1","Robinson Correctional Institution","*","0","16","11","0","*","29"
"3361415","3360015","Unified School District #1","Webster Correctional Institution","0","0","7","*","0","*","12"
"3361515","3360015","Unified School District #1","Willard/Cybulski Correctional Institution","0","0","15","16","0","7","38"
"3362515","3360015","Unified School District #1","York Correctional Institution","0","0","20","19","0","20","59"
"3470115","3470015","Unified School District #2","Children's Place School","0","0","19","10","0","10","39"
"3476515","3470015","Unified School District #2","High Meadows","0","0","10","11","0","9","30"
"3470315","3470015","Unified School District #2","Riverview School","0","*","22","*","0","23","67"
"3476715","3470015","Unified School District #2","Walter G. Cady School","0","0","48","26","0","16","90"
"1450111","1450011","Union School District","Union Elementary School","0","0","*","0","0","*","72"
"1460311","1460011","Vernon School District","Northeast School","*","*","32","45","0","215","313"
"1461411","1460011","Vernon School District","Center Road School","*","*","33","24","0","372","449"
"1460111","1460011","Vernon School District","Lake Street School","*","8","13","*","0","206","236"
"1460211","1460011","Vernon School District","Maple Street School","*","*","78","62","0","179","339"
"1466111","1460011","Vernon School District","Rockville High School","6","61","111","83","0","953","1214"
"1461011","1460011","Vernon School District","Skinner Road School","*","*","42","39","0","220","327"
"1465111","1460011","Vernon School District","Vernon Center Middle School","*","*","98","66","0","599","819"
"1470111","1470011","Voluntown School District","Voluntown Elementary School","13","*","*","16","0","271","309"
"1480211","1480011","Wallingford School District","Highland School","0","13","9","11","0","302","335"
"1489011","1480011","Wallingford School District","A.R.T.S. Academy","0","0","0","*","0","*","21"
"1481011","1480011","Wallingford School District","Cook Hill School","*","18","*","17","0","355","400"
"1485211","1480011","Wallingford School District","Dag Hammarskjold Middle School","*","23","*","89","0","614","745"
"1480911","1480011","Wallingford School District","Evarts C. Stevens School","*","21","13","62","*","307","405"
"1485311","1480011","Wallingford School District","James H. Moran Middle School","*","30","*","73","0","715","847"
"1486111","1480011","Wallingford School District","Lyman Hall High School","*","*","35","103","0","1008","1175"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","*","43","*","50","0","867","991"
"1480111","1480011","Wallingford School District","Moses Y. Beach School","0","8","6","85","0","232","331"
"1480311","1480011","Wallingford School District","Parker Farms School","0","28","6","81","0","237","352"
"1481211","1480011","Wallingford School District","Pond Hill School","*","*","12","42","0","267","328"
"1480411","1480011","Wallingford School District","Rock Hill School","0","18","*","19","*","296","347"
"1480811","1480011","Wallingford School District","Yalesville School","0","39","*","26","*","455","534"
"1511011","1510011","Waterbury School District","Brooklyn Elementary School","0","*","65","105","0","*","229"
"1515211","1510011","Waterbury School District","West Side Middle School","*","*","276","572","0","328","1197"
"1512311","1510011","Waterbury School District","Washington School","*","*","46","222","0","31","313"
"1512111","1510011","Waterbury School District","B. W. Tinker School","*","*","133","181","0","238","574"
"1510311","1510011","Waterbury School District","Barnard School","*","*","64","122","0","80","270"
"1510511","1510011","Waterbury School District","Bucks Hill School","0","8","190","280","0","107","585"
"1510611","1510011","Waterbury School District","Bunker Hill School","0","*","152","236","*","123","519"
"1512711","1510011","Waterbury School District","Carrington School","0","7","104","268","0","136","515"
"1516211","1510011","Waterbury School District","Crosby High School","*","*","383","580","0","368","1368"
"1510911","1510011","Waterbury School District","Driggs School","*","*","185","288","0","75","550"
"1519111","1510011","Waterbury School District","Enlightenment School","*","0","59","85","0","*","166"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","0","8","172","231","0","84","495"
"1512611","1510011","Waterbury School District","Gilmartin School","*","*","61","106","0","68","239"
"1510711","1510011","Waterbury School District","H. S. Chase School","*","*","207","343","0","223","798"
