"school_code","district_code","district","school","american_indian","asian","black_not_of_hispanic_origin","hispanic_latino","not_reported","white_not_of_hispanic_origin","total"
"0530111","0530011","Franklin School District","Franklin Elementary School","6","*","*","6","0","211","225"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","*","59","23","*","0","468","575"
"0540311","0540011","Glastonbury School District","Eastbury School","*","39","16","*","0","272","342"
"0540811","0540011","Glastonbury School District","Gideon Welles School","0","44","17","22","0","447","530"
"0546111","0540011","Glastonbury School District","Glastonbury High School","*","130","*","98","0","1750","2066"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","*","55","17","*","0","439","525"
"0540611","0540011","Glastonbury School District","Hopewell School","*","40","*","25","0","455","530"
"0540711","0540011","Glastonbury School District","Naubuc School","*","59","*","56","0","337","488"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","0","36","18","13","0","597","664"
"0545211","0540011","Glastonbury School District","Smith Middle School","*","93","*","45","0","954","1128"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","*","11","34","*","0","420","473"
"0566111","0560011","Granby School District","Granby Memorial High School","*","*","24","9","0","694","737"
"0565111","0560011","Granby School District","Granby Memorial Middle School","0","*","15","*","0","350","379"
"0560411","0560011","Granby School District","Kelly Lane Primary School","*","*","19","8","0","318","350"
"0560311","0560011","Granby School District","Wells Road Intermediate School","0","*","*","11","0","306","330"
"0575111","0570011","Greenwich School District","Central Middle School","*","60","*","90","0","522","690"
"0570211","0570011","Greenwich School District","Cos Cob School","0","65","*","*","0","298","415"
"0575211","0570011","Greenwich School District","Eastern Middle School","0","73","8","51","0","615","747"
"0570411","0570011","Greenwich School District","Glenville School","0","34","*","*","0","214","283"
"0576111","0570011","Greenwich School District","Greenwich High School","*","196","*","384","0","2013","2677"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","0","24","38","151","0","168","381"
"0571311","0570011","Greenwich School District","International School At Dundee","0","50","11","55","0","259","375"
"0570311","0570011","Greenwich School District","Julian Curtiss School","0","33","23","74","0","208","338"
"0570611","0570011","Greenwich School District","New Lebanon School","0","14","10","106","0","97","227"
"0570711","0570011","Greenwich School District","North Mianus School","*","74","*","37","0","340","457"
"0570811","0570011","Greenwich School District","North Street School","*","40","*","29","0","419","497"
"0570911","0570011","Greenwich School District","Old Greenwich School","0","20","*","*","0","406","441"
"0571111","0570011","Greenwich School District","Parkway School","*","26","*","26","0","270","328"
"0571011","0570011","Greenwich School District","Riverside School","0","*","*","44","0","437","517"
"0575311","0570011","Greenwich School District","Western Middle School","*","35","*","142","0","299","494"
"0580311","0580011","Griswold School District","Griswold Elementary School","11","19","35","51","0","815","931"
"0586211","0580011","Griswold School District","Griswold High School","18","15","13","18","0","702","766"
"0585111","0580011","Griswold School District","Griswold Middle School","*","*","11","16","0","378","418"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","*","26","18","*","0","314","374"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","7","38","117","102","0","204","468"
"0591811","0590011","Groton School District","Charles Barnum School","7","20","69","32","0","306","434"
"0590311","0590011","Groton School District","Claude Chester School","17","58","66","51","0","177","369"
"0595111","0590011","Groton School District","Fitch Middle School","15","36","68","62","0","251","432"
"0591711","0590011","Groton School District","Mary Morrisson School","*","*","34","27","0","257","326"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","*","38","28","*","0","319","412"
"0591211","0590011","Groton School District","Pleasant Valley School","6","28","46","43","0","199","322"
"0596111","0590011","Groton School District","Robert E. Fitch High School","15","114","203","101","0","955","1388"
"0590111","0590011","Groton School District","S. B. Butler School","*","19","19","*","0","285","344"
"0595211","0590011","Groton School District","West Side Middle School","7","19","55","49","0","135","265"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","*","27","*","27","0","515","574"
"0600611","0600011","Guilford School District","A. W. Cox School","0","13","7","16","0","283","319"
"0600411","0600011","Guilford School District","Calvin Leete School","*","19","*","18","0","295","335"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","*","17","*","27","0","551","604"
"0606111","0600011","Guilford School District","Guilford High School","0","39","12","41","0","1046","1138"
"0600211","0600011","Guilford School District","Guilford Lakes School","0","18","8","17","0","395","438"
"0600311","0600011","Guilford School District","Melissa Jones School","0","*","*","25","0","320","357"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","0","7","24","13","0","47","91"
"0621211","0620011","Hamden School District","Bear Path School","*","40","87","*","0","298","464"
"0620211","0620011","Hamden School District","Church Street School","0","17","206","88","0","97","408"
"0620311","0620011","Hamden School District","Dunbar Hill School","*","*","138","45","0","129","332"
"0626111","0620011","Hamden School District","Hamden High School","*","*","750","250","0","1016","2113"
"0625211","0620011","Hamden School District","Hamden Middle School","*","*","305","116","0","400","866"
"0620411","0620011","Hamden School District","Helen Street School","0","17","145","72","0","72","306"
"0621111","0620011","Hamden School District","Ridge Hill School","*","*","136","72","0","76","314"
"0620111","0620011","Hamden School District","Shepherd Glen School","*","63","110","*","0","107","323"
"0621011","0620011","Hamden School District","Spring Glen School","0","15","81","21","0","230","347"
"0621411","0620011","Hamden School District","West Woods School","0","62","66","38","0","335","501"
"0630111","0630011","Hampton School District","Hampton Elementary School","*","0","0","*","0","138","149"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","0","6","70","250","0","29","355"
"0640411","0640011","Hartford School District","Batchelder School","*","*","114","393","0","24","546"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","0","*","77","349","0","*","439"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","0","0","57","*","0","*","102"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","*","*","111","118","0","95","342"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","*","*","307","960","0","91","1381"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","0","*","94","432","0","*","534"
"0642311","0640011","Hartford School District","Burr School","0","17","99","374","0","30","520"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","0","7","158","67","0","39","271"
"0642411","0640011","Hartford School District","Clark School","0","*","286","171","0","*","466"
"0646411","0640011","Hartford School District","Classical Magnet School","*","*","362","166","0","155","697"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","0","0","182","39","0","0","221"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","0","9","70","335","0","14","428"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","0","*","68","313","0","*","407"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","0","*","78","447","0","*","537"
"0645111","0640011","Hartford School District","Fox Middle School","0","*","128","33","0","*","163"
"0643611","0640011","Hartford School District","Global Communications Academy","0","0","140","*","0","*","208"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","*","*","180","245","0","176","613"
"0646211","0640011","Hartford School District","Hartford Public High School","*","38","539","928","0","*","1539"
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","0","0","24","35","0","0","59"
"0649111","0640011","Hartford School District","Hartford Transitional Learning Academy (Secondary)","0","0","26","36","0","0","62"
"0641011","0640011","Hartford School District","Kennelly School","6","6","199","553","0","35","799"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","*","*","171","325","*","65","569"
"0648011","0640011","Hartford School District","Little Owls Learning Center","0","*","11","*","0","0","17"
"0640811","0640011","Hartford School District","M. D. Fox School","*","*","113","620","0","41","783"
"0641611","0640011","Hartford School District","M. L. King, Jr. School","*","*","450","67","0","*","522"
"0641211","0640011","Hartford School District","McDonough Middle School","0","*","44","341","0","*","396"
"0641911","0640011","Hartford School District","Milner School","*","*","247","165","0","*","417"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","0","9","42","20","0","30","101"
"0641411","0640011","Hartford School District","Naylor/CCSU Leadership Academy","*","*","91","383","0","121","608"
"0641511","0640011","Hartford School District","Parkville Community School","0","19","111","405","0","43","578"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","*","*","197","122","0","61","391"
"0645211","0640011","Hartford School District","Quirk Middle School","0","*","142","415","0","*","568"
"0641711","0640011","Hartford School District","Rawson School","*","0","700","47","0","*","755"
"0640111","0640011","Hartford School District","SAND School","0","0","*","283","0","*","442"
"0642511","0640011","Hartford School District","STEM Magnet at Fisher School","*","0","316","54","0","*","376"
"0643011","0640011","Hartford School District","Sanchez School","0","*","69","456","*","*","528"
"0642611","0640011","Hartford School District","Simpson-Waverly School","0","0","289","*","0","*","347"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","*","*","223","223","0","124","578"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","*","*","155","113","0","59","346"
"0646311","0640011","Hartford School District","Weaver High School","*","*","729","135","0","*","871"
"0642011","0640011","Hartford School District","Webster Micro Society Magnet School","*","*","301","199","0","90","610"
"0642111","0640011","Hartford School District","West Middle School","0","54","315","283","0","18","670"
"0642211","0640011","Hartford School District","Wish Museum School","0","*","208","212","0","*","424"
"0650111","0650011","Hartland School District","Hartland School","*","7","0","*","0","225","238"
"0670211","0670011","Hebron School District","Gilead Hill School","0","9","*","*","0","469","489"
"0670111","0670011","Hebron School District","Hebron Elementary School","0","*","*","10","0","660","683"
"2860113","2860013","Highville Charter School District","Highville Charter School","0","*","273","21","0","*","300"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","*","*","46","27","0","235","330"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","*","*","44","66","0","67","182"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","0","*","398","*","0","0","412"
"0680111","0680011","Kent School District","Kent Center School","0","13","6","20","0","245","284"
"0698011","0690011","Killingly School District","Goodyear Early Childhood Center","0","*","*","*","0","74","83"
"0690111","0690011","Killingly School District","Killingly Central School","9","12","18","16","0","410","465"
"0696111","0690011","Killingly School District","Killingly High School","8","13","30","30","0","713","794"
"0695211","0690011","Killingly School District","Killingly Intermediate School","*","20","25","*","0","767","832"
"0690311","0690011","Killingly School District","Killingly Memorial School","8","11","22","27","0","463","531"
"2459014","2450014","Learn","Learn Special Education","*","0","*","*","0","22","29"
"2450114","2450014","Learn","Regional Multicultural Magnet School","8","25","91","134","0","251","509"
"2450214","2450014","Learn","The Friendship School","9","30","77","130","0","253","499"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","6","9","10","16","0","480","521"
"0715111","0710011","Lebanon School District","Lebanon Middle School","*","*","9","12","0","385","413"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","*","*","*","13","0","580","599"
"0720211","0720011","Ledyard School District","Gales Ferry School","*","13","13","*","0","168","208"
"0720411","0720011","Ledyard School District","Gallup Hill School","19","27","31","31","0","237","345"
"0720311","0720011","Ledyard School District","Juliet W. Long School","8","13","25","20","0","285","351"
"0720111","0720011","Ledyard School District","Ledyard Center School","33","19","16","20","0","316","404"
"0726111","0720011","Ledyard School District","Ledyard High School","40","53","53","63","0","768","977"
"0725111","0720011","Ledyard School District","Ledyard Middle School","17","26","18","25","0","369","455"
"0736011","0730011","Lisbon School District","Community Connection - The Big Picture High School","0","0","0","0","0","*","*"
"0730111","0730011","Lisbon School District","Lisbon Central School","*","23","*","14","0","505","557"
"0740211","0740011","Litchfield School District","Center School","*","9","*","18","0","318","348"
"0746111","0740011","Litchfield School District","Litchfield High School","*","14","*","9","0","547","578"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","*","7","*","7","0","257","276"
"0766111","0760011","Madison School District","Daniel Hand High School","*","49","16","*","0","1151","1230"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","0","25","*","*","0","555","593"
"0760211","0760011","Madison School District","Island Avenue Elementary School","*","8","*","6","0","303","323"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","*","17","*","11","0","568","604"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","*","18","*","6","0","294","320"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","*","19","6","*","0","607","639"
"0770911","0770011","Manchester School District","Nathan Hale School","*","*","116","112","0","72","311"
"0770111","0770011","Manchester School District","Bowers School","*","*","74","74","0","234","412"
"0770311","0770011","Manchester School District","Buckley School","*","*","42","54","0","190","313"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","*","*","117","97","0","228","467"
"0770411","0770011","Manchester School District","Highland Park School","0","14","44","39","0","185","282"
"0775311","0770011","Manchester School District","Illing Middle School","6","50","203","182","0","430","871"
"0770611","0770011","Manchester School District","Keeney School","*","*","61","49","0","259","395"
"0776111","0770011","Manchester School District","Manchester High School","7","106","401","383","0","1140","2037"
"0779011","0770011","Manchester School District","Manchester Regional Academy","*","*","38","14","0","38","92"
"0771611","0770011","Manchester School District","Martin School","0","19","33","22","0","134","208"
"0771011","0770011","Manchester School District","Robertson School","*","73","128","109","*","104","420"
"0771211","0770011","Manchester School District","Verplanck School","*","*","114","134","0","98","395"
"0771311","0770011","Manchester School District","Waddell School","*","*","67","60","0","169","336"
"0771411","0770011","Manchester School District","Washington School","*","*","115","95","0","100","324"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","*","19","*","13","0","208","249"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","*","37","*","17","0","142","202"
"0785111","0780011","Mansfield School District","Mansfield Middle School","*","53","*","35","0","467","580"
"0780511","0780011","Mansfield School District","Southeast Elementary School","0","33","10","14","0","190","247"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","0","28","14","24","0","607","673"
"0800711","0800011","Meriden School District","Nathan Hale School","*","*","84","297","0","248","648"
"0800111","0800011","Meriden School District","Benjamin Franklin School","*","*","57","182","0","206","466"
"0801111","0800011","Meriden School District","Casimir Pulaski School","0","16","111","340","0","229","696"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","*","*","187","490","0","572","1284"
"0800311","0800011","Meriden School District","Hanover School","*","*","31","170","0","312","520"
"0800411","0800011","Meriden School District","Israel Putnam School","*","16","84","245","*","212","561"
"0800511","0800011","Meriden School District","John Barry School","*","*","77","347","0","100","533"
"0805211","0800011","Meriden School District","Lincoln Middle School","*","*","102","319","0","324","752"
"0806211","0800011","Meriden School District","Orville H. Platt High School","*","*","160","476","0","527","1182"
"0800811","0800011","Meriden School District","Roger Sherman School","*","*","85","285","0","159","554"
"0801011","0800011","Meriden School District","Thomas Hooker School","0","31","18","223","0","234","506"
"0805411","0800011","Meriden School District","Washington Middle School","*","*","159","395","0","336","911"
"0830211","0830011","Middletown School District","Bielefield School","*","*","90","39","0","175","317"
"0839011","0830011","Middletown School District","DEAL Program","0","0","11","*","0","*","25"
"0830511","0830011","Middletown School District","Farm Hill School","*","*","61","48","0","177","303"
"0831511","0830011","Middletown School District","Keigwin Middle School","*","*","106","56","0","197","375"
"0831311","0830011","Middletown School District","Lawrence School","*","51","59","*","0","166","314"
"0830911","0830011","Middletown School District","MacDonough School","0","*","94","*","0","64","218"
"0836211","0830011","Middletown School District","Middletown High School","*","*","352","141","0","779","1339"
"0831211","0830011","Middletown School District","Moody School","*","*","81","72","0","272","449"
"0831111","0830011","Middletown School District","Snow School","0","30","99","45","0","178","352"
"0830111","0830011","Middletown School District","Spencer School","*","*","77","45","0","220","368"
"0831411","0830011","Middletown School District","Wesley School","*","*","77","43","0","215","349"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","*","*","178","86","0","431","729"
"0840111","0840011","Milford School District","Calf Pen Meadow School","*","16","*","9","0","287","321"
"0845111","0840011","Milford School District","East Shore Middle School","*","34","*","26","0","534","614"
"0845211","0840011","Milford School District","Harborside Middle School","0","34","15","21","0","485","555"
"0841911","0840011","Milford School District","J. F. Kennedy School","0","25","9","22","0","336","392"
"0846211","0840011","Milford School District","Jonathan Law High School","*","*","61","82","0","863","1055"
"0846311","0840011","Milford School District","Joseph A. Foran High School","*","46","*","51","0","894","1031"
"0841611","0840011","Milford School District","Live Oaks School","*","28","14","*","0","291","345"
"0841711","0840011","Milford School District","Mathewson School","0","56","24","9","0","383","472"
"0840711","0840011","Milford School District","Meadowside School","0","74","16","23","0","247","360"
"0840811","0840011","Milford School District","Orange Avenue School","*","30","*","15","0","426","485"
"0841811","0840011","Milford School District","Orchard Hills School","0","28","17","21","0","361","427"
"0841011","0840011","Milford School District","Pumpkin Delight School","*","24","*","27","0","241","310"
"0841411","0840011","Milford School District","Simon Lake School","*","41","*","41","0","253","363"
"0845311","0840011","Milford School District","West Shore Middle School","*","43","*","56","0","439","575"
"0850611","0850011","Monroe School District","Chalk Hill School","*","21","*","35","0","568","639"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","*","20","18","*","0","512","565"
"0855211","0850011","Monroe School District","Jockey Hollow School","*","21","*","25","0","601","659"
"0856111","0850011","Monroe School District","Masuk High School","*","42","*","65","0","1201","1345"
"0850111","0850011","Monroe School District","Monroe Elementary School","*","6","*","*","0","332","348"
"0850311","0850011","Monroe School District","Stepney Elementary School","*","21","*","16","0","445","489"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","10","14","13","31","0","328","396"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","22","39","33","33","0","516","643"
"0860111","0860011","Montville School District","Mohegan School","33","86","34","*","*","246","425"
"0866111","0860011","Montville School District","Montville High School","17","60","45","53","0","655","830"
"0860511","0860011","Montville School District","Oakdale School","18","26","20","30","0","366","460"
"0869011","0860011","Montville School District","Palmer Academy","*","0","*","*","0","19","23"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","*","18","*","45","0","154","227"
"0880111","0880011","Naugatuck School District","Central Avenue School","0","21","32","53","0","199","305"
"0885111","0880011","Naugatuck School District","City Hill Middle School","*","18","47","45","*","359","472"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","*","*","37","32","0","329","407"
"0888111","0880011","Naugatuck School District","Head Start","*","*","15","31","0","46","102"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","*","*","34","57","0","247","353"
"0885211","0880011","Naugatuck School District","Hillside Middle School","*","*","35","34","0","223","305"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","*","*","20","47","0","223","310"
"0880311","0880011","Naugatuck School District","Maple Hill School","*","*","44","34","0","346","455"
"0886111","0880011","Naugatuck School District","Naugatuck High School","0","36","94","145","0","1092","1367"
"0880611","0880011","Naugatuck School District","Salem School","*","7","34","39","*","168","250"
"0880711","0880011","Naugatuck School District","Western School","0","6","22","28","0","206","262"
"2800113","2800013","New Beginnings Inc Family Academy District","New Beginnings Inc Family Academy","0","0","303","49","0","6","358"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","*","*","86","266","0","76","438"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","0","*","*","603","0","108","795"
"0890511","0890011","New Britain School District","Gaffney School","0","26","80","226","0","158","490"
"0890611","0890011","New Britain School District","Holmes School","*","*","56","304","0","114","493"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","0","7","29","43","0","83","162"
"0890711","0890011","New Britain School District","Jefferson School","*","*","62","184","0","104","399"
"0890811","0890011","New Britain School District","Lincoln School","*","*","95","395","0","114","621"
"0896111","0890011","New Britain School District","New Britain High School","*","*","553","1528","0","825","2972"
"0890911","0890011","New Britain School District","Northend School","*","*","62","187","0","39","295"
"0895311","0890011","New Britain School District","Pulaski Middle School","*","*","110","448","0","128","704"
"0895111","0890011","New Britain School District","Roosevelt Middle School","0","7","119","290","0","61","477"
"0895211","0890011","New Britain School District","Slade Middle School","*","*","157","359","0","135","663"
"0891211","0890011","New Britain School District","Smalley Academy","0","9","161","448","0","115","733"
"0891311","0890011","New Britain School District","Smith School","0","15","127","365","0","131","638"
"0891511","0890011","New Britain School District","Vance School","*","*","108","243","0","157","525"
"0900411","0900011","New Canaan School District","East School","*","27","*","17","0","493","547"
"0906111","0900011","New Canaan School District","New Canaan High School","0","32","16","22","0","1152","1222"
"0905111","0900011","New Canaan School District","Saxe Middle School","*","36","*","22","0","1193","1266"
"0900211","0900011","New Canaan School District","South School","*","15","*","12","0","505","535"
"0900311","0900011","New Canaan School District","West School","*","8","*","11","0","498","519"
"0910111","0910011","New Fairfield School District","Consolidated School","*","12","*","28","0","612","664"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","0","6","6","25","0","631","668"
"0916111","0910011","New Fairfield School District","New Fairfield High School","*","21","*","30","0","910","972"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","0","8","8","28","0","704","748"
"0920311","0920011","New Hartford School District","Ann Antolini School","0","*","0","*","0","334","338"
"0920111","0920011","New Hartford School District","Bakerville Consolidated School","0","*","*","*","0","154","159"
"0929011","0920011","New Hartford School District","Bridges I","0","0","*","0","0","*","7"
"0920211","0920011","New Hartford School District","New Hartford Elementary School","0","0","0","*","0","*","116"
"0931211","0930011","New Haven School District","Edgewood School","*","*","271","54","0","115","451"
"0931411","0930011","New Haven School District","Nathan Hale School","*","8","70","174","*","297","555"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","0","*","376","161","0","*","549"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","*","0","333","85","0","*","479"
"0930311","0930011","New Haven School District","Beecher School","0","8","398","61","0","25","492"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","0","6","191","153","0","122","472"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","0","*","225","*","0","120","458"
"0934311","0930011","New Haven School District","Bishop Woods Architecture and Design Magnet School","0","14","160","142","0","37","353"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","*","*","306","98","0","49","467"
"0930511","0930011","New Haven School District","Clarence Rogers School","*","*","96","24","0","9","132"
"0930611","0930011","New Haven School District","Clinton Avenue School","0","*","137","383","0","*","546"
"0934111","0930011","New Haven School District","Columbus Family Academy","0","0","*","366","0","*","396"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","*","*","325","252","0","49","629"
"0936411","0930011","New Haven School District","Cooperative High School","0","6","226","112","0","110","454"
"0936811","0930011","New Haven School District","Cortlandt V.R. Creed Health and Sport Sciences High School","0","*","150","31","0","*","192"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","6","10","260","41","0","74","391"
"0938211","0930011","New Haven School District","Dwight Early Childhood Program","0","0","34","*","0","*","43"
"0938111","0930011","New Haven School District","Early Learning Center","0","*","86","17","0","*","107"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","*","*","329","196","0","44","590"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","0","*","41","*","0","18","80"
"0931611","0930011","New Haven School District","Fair Haven School","0","0","91","455","0","15","561"
"0938011","0930011","New Haven School District","Headstart","0","*","114","290","0","*","413"
"0938311","0930011","New Haven School District","Helene Grant HeadStart","*","*","295","113","0","9","422"
"0936611","0930011","New Haven School District","High School In The Community","0","*","148","84","0","*","311"
"0930711","0930011","New Haven School District","Hill Central Music Academy","0","0","*","338","0","*","439"
"0936311","0930011","New Haven School District","Hill Regional Career High School","0","20","368","202","0","119","709"
"0936211","0930011","New Haven School District","James Hillhouse High School","*","*","846","151","0","13","1015"
"0931311","0930011","New Haven School District","John C. Daniels","0","*","109","378","0","*","530"
"0930811","0930011","New Haven School District","John S. Martinez Sea and Sky STEM School","*","0","98","461","0","*","580"
"0930411","0930011","New Haven School District","Katherine Brennan School","0","0","157","31","0","6","194"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","0","14","344","37","0","46","441"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","0","0","307","*","0","*","323"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","0","0","97","37","0","10","144"
"0937011","0930011","New Haven School District","New Haven Academy","0","0","115","48","*","*","200"
"0936511","0930011","New Haven School District","Polly T. McCabe Center","0","0","20","*","0","*","33"
"0936911","0930011","New Haven School District","Riverside Education Academy","0","0","113","45","0","0","158"
"0934211","0930011","New Haven School District","Roberto Clemente Leadership Academy for Global Awareness","0","0","239","140","0","10","389"
"0931011","0930011","New Haven School District","Ross/Woodward School","*","*","233","224","0","57","533"
"0935311","0930011","New Haven School District","Sheridan Communications and Technology Magnet School","0","10","99","39","0","47","195"
"0936711","0930011","New Haven School District","Sound School","0","*","*","75","0","231","332"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","*","*","80","108","0","8","199"
"0932911","0930011","New Haven School District","Truman School","*","0","145","400","0","*","556"
"0935111","0930011","New Haven School District","Urban Youth Center Middle School","0","0","20","*","0","*","34"
"0932511","0930011","New Haven School District","Vincent E. Mauro Elementary Math, Science and Technology Magnet School","*","*","176","197","0","64","440"
"0934911","0930011","New Haven School District","West Rock Authors Academy","0","*","129","66","0","*","226"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","0","*","411","27","0","*","452"
"0936111","0930011","New Haven School District","Wilbur Cross High School","*","*","713","745","0","170","1661"
"0933811","0930011","New Haven School District","Worthington Hooker School","*","98","96","*","0","191","405"
"0950311","0950011","New London School District","Jennings School","*","*","108","416","0","40","573"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","19","10","215","280","0","97","621"
"0955211","0950011","New London School District","Dual Language Arts Academy/Academia Bilingue de las Artes","0","0","*","34","0","*","50"
"0950211","0950011","New London School District","Harbor School","*","*","143","101","0","71","332"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","8","9","112","101","0","76","306"
"0959111","0950011","New London School District","New London Clinical Day Program","*","0","6","6","0","*","16"
"0956111","0950011","New London School District","New London High School","*","21","288","353","*","190","871"
"0950511","0950011","New London School District","Shoreline Academy","*","*","29","22","0","32","91"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","*","*","89","93","0","34","225"
"0960511","0960011","New Milford School District","Hill And Plain School","0","35","12","34","0","380","461"
"0960711","0960011","New Milford School District","John Pettibone School","*","23","*","39","0","395","479"
"0966111","0960011","New Milford School District","New Milford High School","0","48","30","88","0","1376","1542"
"0960811","0960011","New Milford School District","Northville Elementary School","0","17","13","24","0","487","541"
"0960911","0960011","New Milford School District","Sarah Noble Intermediate School","*","49","*","82","0","934","1095"
"0965211","0960011","New Milford School District","Schaghticoke Middle School","0","29","10","67","0","670","776"
"0940611","0940011","Newington School District","Anna Reynolds School","*","54","*","47","0","339","455"
"0940211","0940011","Newington School District","Elizabeth Green School","*","*","24","30","0","235","308"
"0940811","0940011","Newington School District","John Paterson School","*","51","*","40","0","347","471"
"0945311","0940011","Newington School District","John Wallace Middle School","*","71","*","69","0","561","751"
"0945111","0940011","Newington School District","Martin Kellogg Middle School","*","*","49","77","0","512","681"
"0946111","0940011","Newington School District","Newington High School","*","100","*","121","0","1166","1465"
"0940711","0940011","Newington School District","Ruth Chaffee School","*","31","*","55","0","262","379"
"0970111","0970011","Newtown School District","Hawley Elementary School","0","17","*","*","0","376","403"
"0970411","0970011","Newtown School District","Head O'Meadow Elementary School","*","13","*","12","0","401","430"
"0970311","0970011","Newtown School District","Middle Gate Elementary School","0","17","7","11","0","481","516"
"0976111","0970011","Newtown School District","Newtown High School","*","51","*","55","0","1576","1704"
"0975111","0970011","Newtown School District","Newtown Middle School","0","29","14","32","0","854","929"
"0978011","0970011","Newtown School District","Newtown Preschool","0","*","*","*","0","50","54"
"0978111","0970011","Newtown School District","Newtown Preschool at RIS","0","*","0","*","0","26","30"
"0970511","0970011","Newtown School District","Reed Intermediate School","*","25","*","32","0","835","902"
"0970211","0970011","Newtown School District","Sandy Hook Elementary School","0","27","16","22","0","568","633"
"0980111","0980011","Norfolk School District","Botelle Elementary School","0","*","*","*","0","144","154"
"0989011","0980011","Norfolk School District","IEP Program","0","*","0","*","0","*","*"
"0990411","0990011","North Branford School District","Jerome Harrison School","*","*","*","8","0","318","339"
"0996111","0990011","North Branford School District","North Branford High School","*","*","14","18","0","655","701"
