"school_code","district_code","district","school","subject","ell","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0839111","0830011","Middletown School District","Transition to Life Center","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0839111","0830011","Middletown School District","Transition to Life Center","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831411","0830011","Middletown School District","Wesley School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831411","0830011","Middletown School District","Wesley School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831411","0830011","Middletown School District","Wesley School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831411","0830011","Middletown School District","Wesley School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","ELA","N","635","631","99.4","631","*","*","*","*","*","*","*","*","*","*"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","ELA","Y","11","7","*","6","*","*","*","*","*","*","*","*","*","*"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","Math","N","636","633","99.5","633","*","*","*","*","*","*","*","*","*","*"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","Math","Y","11","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0840111","0840011","Milford School District","Calf Pen Meadow School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0840111","0840011","Milford School District","Calf Pen Meadow School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0840111","0840011","Milford School District","Calf Pen Meadow School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0840111","0840011","Milford School District","Calf Pen Meadow School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0845111","0840011","Milford School District","East Shore Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0845111","0840011","Milford School District","East Shore Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0845111","0840011","Milford School District","East Shore Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0845111","0840011","Milford School District","East Shore Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0845211","0840011","Milford School District","Harborside Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0845211","0840011","Milford School District","Harborside Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0845211","0840011","Milford School District","Harborside Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0845211","0840011","Milford School District","Harborside Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0846211","0840011","Milford School District","Jonathan Law High School","ELA","N","220","211","95.9","211","10","4.7","57","27.0","91","43.1","53","25.1","144","68.2"
"0846211","0840011","Milford School District","Jonathan Law High School","Math","N","218","210","96.3","210","87","41.4","59","28.1","40","19.0","24","11.4","64","30.5"
"0846311","0840011","Milford School District","Joseph A. Foran High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0846311","0840011","Milford School District","Joseph A. Foran High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0846311","0840011","Milford School District","Joseph A. Foran High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0846311","0840011","Milford School District","Joseph A. Foran High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0840711","0840011","Milford School District","Meadowside School","ELA","N","375","366","97.6","366","*","*","*","*","*","*","*","*","*","*"
"0840711","0840011","Milford School District","Meadowside School","ELA","Y","12","11","*","11","*","*","*","*","*","*","*","*","*","*"
"0840711","0840011","Milford School District","Meadowside School","Math","N","375","366","97.6","366","*","*","*","*","*","*","*","*","*","*"
"0840711","0840011","Milford School District","Meadowside School","Math","Y","12","11","*","11","*","*","*","*","*","*","*","*","*","*"
"0841811","0840011","Milford School District","Orchard Hills School","ELA","N","311","307","98.7","306","*","*","*","*","*","*","*","*","*","*"
"0841811","0840011","Milford School District","Orchard Hills School","ELA","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0841811","0840011","Milford School District","Orchard Hills School","Math","N","311","307","98.7","306","*","*","*","*","*","*","*","*","*","*"
"0841811","0840011","Milford School District","Orchard Hills School","Math","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0841011","0840011","Milford School District","Pumpkin Delight School","ELA","N","356","355","99.7","355","*","*","*","*","*","*","*","*","*","*"
"0841011","0840011","Milford School District","Pumpkin Delight School","ELA","Y","14","14","*","13","*","*","*","*","*","*","*","*","*","*"
"0841011","0840011","Milford School District","Pumpkin Delight School","Math","N","356","355","99.7","355","*","*","*","*","*","*","*","*","*","*"
"0841011","0840011","Milford School District","Pumpkin Delight School","Math","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0840311","0840011","Milford School District","The Academy","ELA","N","20","16","80.0","15","*","*","*","*","*","*","*","*","*","*"
"0840311","0840011","Milford School District","The Academy","Math","N","25","19","76.0","19","*","*","*","*","*","*","*","*","*","*"
"0845311","0840011","Milford School District","West Shore Middle School","ELA","N","455","452","99.3","452","*","*","*","*","*","*","*","*","*","*"
"0845311","0840011","Milford School District","West Shore Middle School","ELA","Y","8","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0845311","0840011","Milford School District","West Shore Middle School","Math","N","455","452","99.3","452","*","*","*","*","*","*","*","*","*","*"
"0845311","0840011","Milford School District","West Shore Middle School","Math","Y","8","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","ELA","N","286","284","99.3","284","16","5.6","25","8.8","74","26.1","169","59.5","243","85.6"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","Math","N","286","284","99.3","284","25","8.8","66","23.2","94","33.1","99","34.9","193","68.0"
"0855211","0850011","Monroe School District","Jockey Hollow School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0855211","0850011","Monroe School District","Jockey Hollow School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0855211","0850011","Monroe School District","Jockey Hollow School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0855211","0850011","Monroe School District","Jockey Hollow School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0850211","0850011","Monroe School District","Masuk Alternative Program","ELA","N","7","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0850211","0850011","Monroe School District","Masuk Alternative Program","Math","N","7","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0856111","0850011","Monroe School District","Masuk High School","ELA","N","277","275","99.3","274","11","4.0","23","8.4","90","32.8","150","54.7","240","87.6"
"0856111","0850011","Monroe School District","Masuk High School","Math","N","278","273","98.2","273","44","16.1","63","23.1","95","34.8","71","26.0","166","60.8"
"0850111","0850011","Monroe School District","Monroe Elementary School","ELA","N","169","166","98.2","165","*","*","*","*","42","25.5","107","64.8","149","90.3"
"0850111","0850011","Monroe School District","Monroe Elementary School","Math","N","169","165","97.6","165","18","10.9","30","18.2","61","37.0","56","33.9","117","70.9"
"0850411","0850011","Monroe School District","REAL","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0850411","0850011","Monroe School District","REAL","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0850311","0850011","Monroe School District","Stepney Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0850311","0850011","Monroe School District","Stepney Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0850311","0850011","Monroe School District","Stepney Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0850311","0850011","Monroe School District","Stepney Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","ELA","N","537","532","99.1","532","*","*","*","*","*","*","*","*","*","*"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","ELA","Y","11","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","Math","N","537","532","99.1","532","*","*","*","*","*","*","*","*","*","*"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","Math","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"0860111","0860011","Montville School District","Mohegan School","ELA","N","159","158","99.4","158","*","*","*","*","*","*","*","*","*","*"
"0860111","0860011","Montville School District","Mohegan School","ELA","Y","16","15","*","15","*","*","*","*","*","*","*","*","*","*"
"0860111","0860011","Montville School District","Mohegan School","Math","N","159","158","99.4","158","*","*","*","*","*","*","*","*","*","*"
"0860111","0860011","Montville School District","Mohegan School","Math","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"0866111","0860011","Montville School District","Montville High School","ELA","N","159","154","96.9","154","*","*","*","*","*","*","*","*","*","*"
"0866111","0860011","Montville School District","Montville High School","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0866111","0860011","Montville School District","Montville High School","Math","N","159","151","95.0","151","*","*","*","*","*","*","*","*","*","*"
"0866111","0860011","Montville School District","Montville High School","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0860511","0860011","Montville School District","Oakdale School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0860511","0860011","Montville School District","Oakdale School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0860511","0860011","Montville School District","Oakdale School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0860511","0860011","Montville School District","Oakdale School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0869011","0860011","Montville School District","Palmer Academy","ELA","N","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0869011","0860011","Montville School District","Palmer Academy","Math","N","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","ELA","N","92","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","ELA","Y","7","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","Math","N","92","90","97.8","90","*","*","*","*","*","*","*","*","*","*"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
