"school_code","district_code","district","school","2010_11","2011_12","2012_13","2013_14","2014_15","2015_16"
"0805411","0800011","Meriden School District","Washington Middle School","888","836","783","761","696","674"
"0830211","0830011","Middletown School District","Bielefield School","366","333","305","322","309","289"
"0831611","0830011","Middletown School District","Evening Program - MHS","0","0","0","0","24","11"
"0830511","0830011","Middletown School District","Farm Hill School","371","352","327","367","372","337"
"0830611","0830011","Middletown School District","ICM - Farm Hill","0","0","0","0","*","*"
"0830711","0830011","Middletown School District","ICM - Lawrence","0","0","0","0","*","*"
"0831011","0830011","Middletown School District","ICM - Macdonough","0","0","0","0","10","0"
"0832011","0830011","Middletown School District","ICM - Spencer","0","0","0","0","0","7"
"0830811","0830011","Middletown School District","ICM - Wesley","0","0","0","0","*","*"
"0830411","0830011","Middletown School District","ICM- Woodrow Wilson Middle School","0","0","0","0","*","6"
"0831511","0830011","Middletown School District","Keigwin Middle School","372","348","333","319","360","312"
"0831311","0830011","Middletown School District","Lawrence School","377","350","327","303","281","280"
"0831811","0830011","Middletown School District","MHS - Alternative Education Program 1","0","0","0","0","8","8"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","0","0","0","0","11","7"
"0832211","0830011","Middletown School District","MHS- Alternative Education Program 3","0","0","0","0","0","*"
"0830911","0830011","Middletown School District","MacDonough School","248","262","262","204","213","208"
"0836211","0830011","Middletown School District","Middletown High School","1357","1314","1307","1252","1197","1202"
"0831211","0830011","Middletown School District","Moody School","361","338","290","283","261","261"
"0830311","0830011","Middletown School District","OASIS","0","0","0","0","*","*"
"0832111","0830011","Middletown School District","STEM - Macdonough","0","0","0","0","0","20"
"0831111","0830011","Middletown School District","Snow School","356","368","362","399","405","393"
"0830111","0830011","Middletown School District","Spencer School","341","335","346","330","299","293"
"0839111","0830011","Middletown School District","Transition to Life Center","0","7","14","18","26","25"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","0","0","0","0","9","11"
"0831411","0830011","Middletown School District","Wesley School","311","328","329","322","277","267"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","733","705","678","666","645","670"
"0840111","0840011","Milford School District","Calf Pen Meadow School","330","310","269","254","259","293"
"0845111","0840011","Milford School District","East Shore Middle School","532","502","492","466","487","456"
"0845211","0840011","Milford School District","Harborside Middle School","611","607","614","554","561","536"
"0841911","0840011","Milford School District","J. F. Kennedy School","421","424","400","381","380","378"
"0846211","0840011","Milford School District","Jonathan Law High School","997","1016","1001","1013","925","940"
"0846311","0840011","Milford School District","Joseph A. Foran High School","1009","993","1000","963","919","920"
"0841611","0840011","Milford School District","Live Oaks School","337","305","307","310","299","315"
"0841711","0840011","Milford School District","Mathewson School","455","405","406","377","369","414"
"0840711","0840011","Milford School District","Meadowside School","465","488","447","461","393","315"
"0840811","0840011","Milford School District","Orange Avenue School","436","401","395","388","440","409"
"0841811","0840011","Milford School District","Orchard Hills School","378","383","356","341","325","370"
"0841011","0840011","Milford School District","Pumpkin Delight School","418","392","392","374","374","280"
"0840311","0840011","Milford School District","The Academy","0","0","0","0","53","47"
"0846411","0840011","Milford School District","The Academy","0","0","0","0","53","47"
"0845311","0840011","Milford School District","West Shore Middle School","573","580","564","523","466","450"
"0850611","0850011","Monroe School District","Chalk Hill School","277","0","0","0","0","0"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","615","556","523","522","512","497"
"0855211","0850011","Monroe School District","Jockey Hollow School","634","888","853","812","758","780"
"0850211","0850011","Monroe School District","Masuk Alternative Program","0","0","0","0","16","13"
"0856111","0850011","Monroe School District","Masuk High School","1309","1272","1227","1188","1163","1092"
"0850111","0850011","Monroe School District","Monroe Elementary School","409","380","370","371","363","354"
"0850411","0850011","Monroe School District","REAL","0","0","0","0","6","*"
"0850311","0850011","Monroe School District","Stepney Elementary School","511","485","503","474","467","430"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","383","363","364","354","344","342"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","642","638","597","576","552","551"
"0860111","0860011","Montville School District","Mohegan School","419","376","368","365","353","333"
"0866111","0860011","Montville School District","Montville High School","767","772","721","702","700","654"
"0860511","0860011","Montville School District","Oakdale School","433","394","373","386","309","297"
"0869011","0860011","Montville School District","Palmer Academy","19","26","23","25","27","28"
"0860311","0860011","Montville School District","Pre School Program","0","0","0","0","62","40"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","202","194","247","239","246","272"
"0888211","0880011","Naugatuck School District","Central Avenue Preschool","31","20","20","16","24","30"
"0880111","0880011","Naugatuck School District","Central Avenue School","252","236","0","0","0","0"
"0885111","0880011","Naugatuck School District","City Hill Middle School","771","709","703","679","680","675"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","330","284","252","289","346","312"
"0880911","0880011","Naugatuck School District","Genesis Academy","0","0","0","0","0","11"
"0888111","0880011","Naugatuck School District","Head Start","104","105","119","126","121","118"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","390","408","414","360","304","312"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","335","339","353","326","337","310"
"0880311","0880011","Naugatuck School District","Maple Hill School","376","359","521","509","475","450"
"0886111","0880011","Naugatuck School District","Naugatuck High School","1361","1344","1299","1267","1259","1198"
"0880611","0880011","Naugatuck School District","Salem School","231","229","271","274","249","266"
"0880711","0880011","Naugatuck School District","Western School","277","292","280","261","265","281"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc Family Academy","0","0","0","0","473","499"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc. Family Academy","360","0","0","0","0","0"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc., Family Academy","0","361","399","402","0","0"
"0899211","0890011","New Britain School District","Academic Extension Center","12","0","0","0","0","0"
"0899111","0890011","New Britain School District","Alternative Center School","0","39","48","49","50","51"
"0891011","0890011","New Britain School District","Behavior Support","0","0","0","0","0","11"
"0899411","0890011","New Britain School District","CLIMB","0","30","13","25","29","18"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","455","528","564","501","528","467"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","897","923","901","779","771","791"
"0890511","0890011","New Britain School District","Gaffney School","518","563","579","593","569","578"
"0890611","0890011","New Britain School District","Holmes School","422","411","408","489","506","461"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","156","165","169","167","159","149"
"0890711","0890011","New Britain School District","Jefferson School","415","473","482","424","442","442"
"0891611","0890011","New Britain School District","KEY Elementary","0","0","0","0","0","44"
"0891711","0890011","New Britain School District","KEY Middle","0","0","0","0","0","12"
"0890811","0890011","New Britain School District","Lincoln School","699","649","754","708","725","688"
"0896111","0890011","New Britain School District","New Britain High School","2619","2516","2530","2481","2457","2460"
"0899011","0890011","New Britain School District","New Britain Transition Center","32","31","47","40","50","38"
"0890911","0890011","New Britain School District","Northend School","307","357","155","288","274","285"
"0890111","0890011","New Britain School District","Preschool at Roosevelt","0","0","0","0","0","137"
"0895311","0890011","New Britain School District","Pulaski Middle School","592","531","517","633","769","766"
"0895111","0890011","New Britain School District","Roosevelt Middle School","429","442","427","394","0","0"
"0891811","0890011","New Britain School District","STEPS","0","0","0","0","0","36"
"0895211","0890011","New Britain School District","Slade Middle School","716","699","726","618","776","733"
"0891211","0890011","New Britain School District","Smalley Academy","673","571","556","654","702","678"
"0891311","0890011","New Britain School District","Smith School","631","660","732","671","696","580"
"0890411","0890011","New Britain School District","Sunrise Intermediate","0","0","0","0","0","12"
"0890211","0890011","New Britain School District","Sunrise Primary","0","0","0","0","0","22"
"0891511","0890011","New Britain School District","Vance School","544","577","623","537","513","523"
"0900411","0900011","New Canaan School District","East School","516","522","565","530","566","543"
"0906111","0900011","New Canaan School District","New Canaan High School","1343","1310","1275","1264","1250","1251"
"0905111","0900011","New Canaan School District","Saxe Middle School","1218","1232","1288","1314","1291","1327"
"0900211","0900011","New Canaan School District","South School","561","586","554","535","547","542"
"0900311","0900011","New Canaan School District","West School","493","511","531","537","547","547"
"0910311","0910011","New Fairfield School District","Alternative Learning Center","0","0","0","0","9","8"
"0910111","0910011","New Fairfield School District","Consolidated School","602","588","535","549","544","501"
"0910411","0910011","New Fairfield School District","Day Alternative Learning Program","0","0","0","0","14","0"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","610","593","599","560","526","490"
"0916111","0910011","New Fairfield School District","New Fairfield High School","974","1004","1010","990","933","904"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","732","684","654","626","629","587"
"0920311","0920011","New Hartford School District","Ann Antolini School","359","349","343","323","310","296"
"0920111","0920011","New Hartford School District","Bakerville Consolidated School","120","118","110","117","115","113"
"0920411","0920011","New Hartford School District","Bridges II at Ann Antolini School","0","0","0","0","*","0"
"0920211","0920011","New Hartford School District","New Hartford Elementary School","129","115","112","104","75","61"
"0931211","0930011","New Haven School District","Edgewood School","455","445","449","448","439","437"
"0931411","0930011","New Haven School District","Nathan Hale School","555","554","557","554","552","524"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","515","514","513","487","490","482"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","549","561","554","582","560","563"
"0930311","0930011","New Haven School District","Beecher School","468","470","486","485","502","505"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","527","562","561","532","517","530"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","444","489","488","470","459","456"
"0934311","0930011","New Haven School District","Bishop Woods School","489","497","516","505","497","481"
"0932411","0930011","New Haven School District","Blake Street Leadership Academy (STEP)","0","0","0","0","20","16"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","467","444","453","394","362","368"
"0934111","0930011","New Haven School District","Christopher Columbus Academy","473","473","467","448","0","0"
"0934211","0930011","New Haven School District","Clemente Leadership Academy","536","535","525","491","535","520"
"0930611","0930011","New Haven School District","Clinton Avenue School","548","562","567","557","599","577"
"0934111","0930011","New Haven School District","Columbus Family Academy","0","0","0","0","451","461"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","608","601","625","638","640","637"
"0936411","0930011","New Haven School District","Cooperative High School","623","655","638","635","614","647"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","460","514","511","516","461","497"
"0935611","0930011","New Haven School District","Domus Academy","44","33","41","42","36","29"
"0938211","0930011","New Haven School District","Dwight Early Childhood Program","39","48","46","30","0","0"
"0938111","0930011","New Haven School District","Early Learning Center","115","121","117","119","142","123"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","435","421","434","487","508","476"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","226","320","387","489","571","604"
"0931611","0930011","New Haven School District","Fair Haven School","639","690","705","759","786","765"
"0938011","0930011","New Haven School District","Headstart","402","386","334","357","371","367"
"0938311","0930011","New Haven School District","Helene Grant Headstart","272","263","281","268","277","266"
"0936611","0930011","New Haven School District","High School In The Community","307","273","241","262","282","251"
"0930711","0930011","New Haven School District","Hill Central Music Academy","402","392","463","450","476","495"
"0936311","0930011","New Haven School District","Hill Regional Career High School","669","703","698","683","675","665"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","212","209","197","208","183","194"
"0936211","0930011","New Haven School District","James Hillhouse High School","969","980","976","981","1039","945"
"0931311","0930011","New Haven School District","John C. Daniels","527","541","508","513","522","528"
"0930811","0930011","New Haven School District","John S. Martinez School","536","527","537","514","508","525"
"0932111","0930011","New Haven School District","Katherine Brennan/Clarence Rogers School","361","344","405","482","508","492"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","557","579","580","612","564","559"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","313","359","384","343","372","378"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","566","563","546","548","543","539"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","296","339","384","389","391","403"
"0934411","0930011","New Haven School District","NHPS Self Contained Autism","0","0","0","0","0","40"
"0935011","0930011","New Haven School District","NHPS Self Contained Intellectually Disabled","0","0","0","0","0","30"
"0934511","0930011","New Haven School District","NHPS Self Contained Multi-Handicapped","0","0","0","0","0","42"
"0937011","0930011","New Haven School District","New Haven Academy","267","262","287","277","264","255"
"0932211","0930011","New Haven School District","New Horizons High School","0","0","0","0","64","80"
"0932611","0930011","New Haven School District","New Light High School","0","0","0","0","0","37"
"0936511","0930011","New Haven School District","Polly T. McCabe Center","22","26","25","14","15","0"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","22","26","25","14","15","*"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","0","0","265","329","330","306"
"0936911","0930011","New Haven School District","Riverside Education Academy","162","128","113","104","117","80"
"0939111","0930011","New Haven School District","Riverside Education Academy","162","128","113","104","117","80"
"0931011","0930011","New Haven School District","Ross/Woodward School","521","575","596","651","675","669"
"0936711","0930011","New Haven School District","Sound School","320","337","334","334","330","340"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","317","422","477","450","429","397"
"0932911","0930011","New Haven School District","Truman School","532","527","496","462","483","493"
"0934911","0930011","New Haven School District","West Rock Authors Academy","246","245","226","222","272","241"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","375","398","410","400","402","425"
"0936111","0930011","New Haven School District","Wilbur Cross High School","1287","1239","1358","1421","1362","1446"
"0933811","0930011","New Haven School District","Worthington Hooker School","444","431","413","414","441","441"
"0950311","0950011","New London School District","Jennings School","554","529","530","588","537","559"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","590","571","593","553","624","602"
"0950611","0950011","New London School District","Early Childhood Center at Harbor","0","0","0","0","124","115"
"0950211","0950011","New London School District","Harbor School","301","305","0","0","0","0"
"0950911","0950011","New London School District","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","284","0","0","0","0","0"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","0","284","466","530","471","503"
"0959111","0950011","New London School District","New London Clinical Day Program","28","22","18","0","0","0"
"0956111","0950011","New London School District","New London High School","983","934","933","881","886","963"
"0950511","0950011","New London School District","Shoreline Academy","108","0","0","0","0","0"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","224","319","528","517","556","580"
"0960511","0960011","New Milford School District","Hill And Plain School","0","458","464","473","454","434"
"0960511","0960011","New Milford School District","John Pettibone School","457","447","442","430","409","0"
"0960711","0960011","New Milford School District","John Pettibone School","457","447","442","430","409","0"
"0969011","0960011","New Milford School District","Litchfield Hills Transition Center","9","*","11","11","11","17"
"0966111","0960011","New Milford School District","New Milford High School","1510","1511","1480","1426","1398","1345"
"0960811","0960011","New Milford School District","Northville Elementary School","548","524","481","460","414","441"
"0960911","0960011","New Milford School District","Sarah Noble Intermediate School","1024","1035","1031","1053","1024","959"
"0965211","0960011","New Milford School District","Schaghticoke Middle School","748","697","714","675","681","1031"
"0940611","0940011","Newington School District","Anna Reynolds School","441","470","471","472","459","473"
"0940211","0940011","Newington School District","Elizabeth Green School","303","299","304","302","274","294"
"0940811","0940011","Newington School District","John Paterson School","476","459","449","427","418","384"
"0945311","0940011","Newington School District","John Wallace Middle School","706","678","705","700","687","674"
"0945111","0940011","Newington School District","Martin Kellogg Middle School","622","590","577","594","615","620"
"0946111","0940011","Newington School District","Newington High School","1485","1449","1422","1361","1308","1266"
"0940711","0940011","Newington School District","Ruth Chaffee School","392","408","394","364","344","331"
"0970111","0970011","Newtown School District","Hawley Elementary School","416","384","361","349","321","320"
"0970411","0970011","Newtown School District","Head O'Meadow Elementary School","369","342","339","303","314","297"
"0970311","0970011","Newtown School District","Middle Gate Elementary School","480","476","451","418","391","368"
"0976111","0970011","Newtown School District","Newtown High School","1731","1740","1760","1713","1738","1679"
"0975111","0970011","Newtown School District","Newtown Middle School","897","871","892","855","833","812"
"0978011","0970011","Newtown School District","Newtown Preschool","88","82","56","70","58","48"
"0970511","0970011","Newtown School District","Reed Intermediate School","895","878","819","787","731","701"
"0979011","0970011","Newtown School District","STARR","0","*","*","*","*","*"
"0970211","0970011","Newtown School District","Sandy Hook Elementary School","575","521","454","395","359","337"
"0980111","0980011","Norfolk School District","Botelle Elementary School","133","118","116","112","115","116"
"0989211","0980011","Norfolk School District","Bridges II","*","6","*","*","0","0"
"0989011","0980011","Norfolk School District","IEP Program","*","0","0","0","0","0"
"0990411","0990011","North Branford School District","Jerome Harrison School","475","462","441","415","406","402"
"0996111","0990011","North Branford School District","North Branford High School","688","649","636","610","619","579"
"0995111","0990011","North Branford School District","North Branford Intermediate School","609","573","536","508","507","492"
"0999011","0990011","North Branford School District","School to Work Program","0","0","*","*","*","*"
"0990611","0990011","North Branford School District","Totoket Valley Elementary School","518","494","468","471","430","405"
"1000111","1000011","North Canaan School District","North Canaan Elementary School","318","308","315","295","280","260"
"1010811","1010011","North Haven School District","Clintonville Elementary School","400","393","377","340","332","302"
"1010711","1010011","North Haven School District","Green Acres Elementary School","371","387","394","379","384","377"
"1010211","1010011","North Haven School District","Montowese Elementary School","386","364","365","337","314","288"
"1016111","1010011","North Haven School District","North Haven High School","1173","1186","1187","1123","1039","1000"
"1015211","1010011","North Haven School District","North Haven Middle School","832","797","773","783","782","785"
"1010111","1010011","North Haven School District","North Haven Transition Partnership","0","0","0","0","*","9"
"1010311","1010011","North Haven School District","Ridge Road Elementary School","424","421","404","404","423","399"
"1020111","1020011","North Stonington School District","North Stonington Elementary School","371","384","385","378","381","366"
"1026111","1020011","North Stonington School District","Wheeler High School","224","216","203","218","196","189"
"1025111","1020011","North Stonington School District","Wheeler Middle School","201","181","176","154","164","173"
"1036211","1030011","Norwalk School District","Brien McMahon High School","1695","1730","1658","1679","1675","1663"
"1030211","1030011","Norwalk School District","Brookside Elementary School","508","539","520","528","522","493"
"1030311","1030011","Norwalk School District","Columbus Magnet School","326","310","328","323","333","348"
"1030411","1030011","Norwalk School District","Cranbury Elementary School","486","474","503","494","502","480"
"1032011","1030011","Norwalk School District","Fox Run Elementary School","466","488","456","444","452","444"
"1030711","1030011","Norwalk School District","Jefferson Magnet School","561","584","579","581","588","611"
"1030811","1030011","Norwalk School District","Kendall Elementary School","508","497","548","572","566","559"
"1032211","1030011","Norwalk School District","Marvin Elementary School","485","509","484","494","497","486"
"1032111","1030011","Norwalk School District","Naramake Elementary School","463","468","462","455","460","455"
"1035211","1030011","Norwalk School District","Nathan Hale Middle School","632","613","610","579","620","677"
"1036111","1030011","Norwalk School District","Norwalk High School","1496","1531","1539","1539","1575","1570"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","118","69","52","66","56","53"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","667","609","611","632","645","666"
"1035511","1030011","Norwalk School District","Roton Middle School","409","440","445","429","459","476"
"1031311","1030011","Norwalk School District","Rowayton School","473","454","461","451","444","443"
"1032311","1030011","Norwalk School District","Silvermine Elementary School","355","428","470","478","486","498"
"1031411","1030011","Norwalk School District","Tracey School","394","401","394","385","389","382"
"1035411","1030011","Norwalk School District","West Rocks Middle School","670","664","650","654","635","670"
"1032411","1030011","Norwalk School District","Wolfpit School","346","301","302","308","325","332"
"9010322","9010022","Norwich Free Academy District","Alternative Pathways to Success","0","0","0","0","0","12"
"9010122","9010022","Norwich Free Academy District","LEAD (Life Skills, Education and Adult Development)","0","0","0","0","0","12"
"9010222","9010022","Norwich Free Academy District","Night School","0","0","0","0","0","11"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","2381","2315","2264","2324","2317","2247"
"1049211","1040011","Norwich School District","Virtual Learning Academy","0","0","14","9","12","11"
"1040411","1040011","Norwich School District","ABA Autism Program","0","0","0","0","0","16"
"1040111","1040011","Norwich School District","Bishop School Early Learning Center","16","17","16","218","223","226"
"1040211","1040011","Norwich School District","Case Street Early Learning Center at DTZ","0","0","0","0","57","60"
"1049111","1040011","Norwich School District","Deborah-Tennant Zinewicz  School","37","44","36","32","0","0"
"1049011","1040011","Norwich School District","Hickory Street School","14","16","16","19","20","0"
"1040911","1040011","Norwich School District","IRS Program at Moriarty","0","0","0","0","0","*"
"1040711","1040011","Norwich School District","IRS Program at Uncas","0","0","0","0","0","*"
"1041411","1040011","Norwich School District","John B. Stanton Network School","399","402","412","398","368","357"
"1045111","1040011","Norwich School District","Kelly Middle School","619","624","699","658","671","754"
"1042011","1040011","Norwich School District","Moriarty Magnet School","507","426","446","414","390","405"
"1040811","1040011","Norwich School District","Samuel Huntington School","384","463","463","417","373","341"
"1040511","1040011","Norwich School District","Special Needs Program","0","0","0","0","0","23"
"1045211","1040011","Norwich School District","Teachers' Memorial Middle School","539","494","451","468","491","337"
"1046111","1040011","Norwich School District","Thames River Academy","87","76","0","0","0","0"
"1041711","1040011","Norwich School District","Thomas W. Mahan School","317","344","339","275","283","267"
"1041911","1040011","Norwich School District","Uncas Network School","299","331","277","280","250","230"
"1041811","1040011","Norwich School District","Veterans' Memorial School","328","320","344","297","311","320"
"1041511","1040011","Norwich School District","Wequonnoc Magnet School","260","260","278","255","236","245"
"2635113","2630013","Odyssey Community School District","Odyssey Community School","181","314","324","325","328","328"
"1060211","1060011","Old Saybrook School District","Kathleen E. Goodwin School","451","432","415","391","417","372"
"1065211","1060011","Old Saybrook School District","Old Saybrook Middle School","582","584","553","560","531","521"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","535","543","527","486","466","444"
"1070211","1070011","Orange School District","Mary L. Tracy School","178","170","175","134","168","163"
"1070511","1070011","Orange School District","Peck Place School","395","393","380","374","349","355"
"1070311","1070011","Orange School District","Race Brook School","411","388","376","374","369","366"
"1070411","1070011","Orange School District","Turkey Hill School","297","319","316","309","293","292"
"1080411","1080011","Oxford School District","Alternative Education","0","0","0","0","0","12"
"1085111","1080011","Oxford School District","Great Oak School","500","532","529","514","517","491"
"1080111","1080011","Oxford School District","Oxford Center School","525","518","507","503","480","472"
"1086011","1080011","Oxford School District","Oxford High School","629","584","589","600","575","592"
"1080311","1080011","Oxford School District","Quaker Farms School","543","504","470","428","396","392"
"2835113","2830013","Park City Prep Charter School District","Park City Prep Charter School","250","257","251","260","360","360"
"2930113","2930013","Path Academy District","Path Academy","0","0","0","0","132","143"
"1090511","1090011","Plainfield School District","Early Childhood Center","16","16","18","18","19","18"
"1098011","1090011","Plainfield School District","Early Childhood Center","16","16","18","18","19","18"
"1090111","1090011","Plainfield School District","Moosup Elementary School","403","375","358","339","322","312"
"1095111","1090011","Plainfield School District","Plainfield Central School","585","595","587","593","567","532"
"1096111","1090011","Plainfield School District","Plainfield High School","792","758","740","700","683","695"
"1090311","1090011","Plainfield School District","Plainfield Memorial School","408","407","386","372","336","326"
"1090411","1090011","Plainfield School District","Shepard Hill Elementary School","422","416","403","429","410","428"
"1100411","1100011","Plainville School District","Frank T. Wheeler School","267","271","267","276","308","309"
"1100211","1100011","Plainville School District","Linden Street School","412","431","410","399","445","423"
"1100511","1100011","Plainville School District","Louis Toffolon School","365","360","353","354","384","369"
"1105211","1100011","Plainville School District","Middle School of Plainville","575","547","538","531","538","545"
"1106111","1100011","Plainville School District","Plainville High School","796","755","741","723","715","744"
"1108011","1100011","Plainville School District","Prekindergarten Program","48","42","48","36","0","0"
"1115111","1110011","Plymouth School District","Eli Terry Jr. Middle School","441","427","422","380","356","337"
"1110411","1110011","Plymouth School District","Harry S. Fisher Elementary School","362","349","334","346","367","377"
"1117111","1110011","Plymouth School District","Plymouth Alternative High School","0","0","0","16","13","*"
"1110211","1110011","Plymouth School District","Plymouth Center School","400","364","360","352","342","313"
"1116111","1110011","Plymouth School District","Terryville High School","527","508","490","470","463","476"
"1120111","1120011","Pomfret School District","Pomfret Community School","513","471","472","424","408","400"
"1130511","1130011","Portland School District","Brownstone Intermediate School","233","245","244","225","214","219"
"1130411","1130011","Portland School District","Gildersleeve School","242","219","211","203","193","206"
"1136111","1130011","Portland School District","Portland High School","367","360","374","384","369","384"
"1135111","1130011","Portland School District","Portland Middle School","226","230","230","250","239","220"
"1130211","1130011","Portland School District","Valley View School","336","312","316","316","313","323"
"1145111","1140011","Preston School District","Preston Plains School","135","129","135","155","157","152"
"1140411","1140011","Preston School District","Preston Veterans' Memorial School","295","267","271","268","261","286"
"1169011","1160011","Putnam School District","Helping Hands","*","*","*","*","*","*"
"1160111","1160011","Putnam School District","PALS - Putnam Alternative Learning System","0","0","0","0","0","9"
"1160311","1160011","Putnam School District","Putnam Elementary School","699","667","665","677","668","617"
"1166111","1160011","Putnam School District","Putnam High School","314","299","294","277","273","276"
"1165111","1160011","Putnam School District","Putnam Middle School","275","288","299","289","295","272"
"1175111","1170011","Redding School District","John Read Middle School","582","592","553","520","513","473"
"1170111","1170011","Redding School District","Redding Elementary School","661","615","579","540","488","480"
"2010412","2010012","Regional School District 01","LEAPSS","0","0","0","0","0","*"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","502","463","421","428","404","430"
"2010312","2010012","Regional School District 01","SELC","0","0","0","0","0","*"
"2010212","2010012","Regional School District 01","TOTAL","0","0","0","0","0","*"
"2045112","2040012","Regional School District 04","John Winthrop Middle School","364","338","366","357","332","315"
"2040112","2040012","Regional School District 04","Region 4 Transition Academy","0","0","0","0","0","*"
"2046112","2040012","Regional School District 04","Valley Regional High School","609","619","624","621","635","600"
"2055112","2050012","Regional School District 05","Amity Middle School: Bethany","414","378","355","389","386","383"
"2055212","2050012","Regional School District 05","Amity Middle School: Orange","412","390","372","385","392","375"
"2056112","2050012","Regional School District 05","Amity Regional High School","1649","1657","1621","1577","1524","1486"
"2068112","2060012","Regional School District 06","Early Childhood Learning Center","0","0","41","51","57","64"
"2060112","2060012","Regional School District 06","Goshen Center School","213","211","191","174","150","149"
"2060212","2060012","Regional School District 06","James Morris School","196","183","158","138","125","116"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","545","556","561","552","567","576"
"2060312","2060012","Regional School District 06","Warren Elementary School","93","89","78","80","66","78"
"2079112","2070012","Regional School District 07","AIM","16","15","15","10","10","9"
"2079012","2070012","Regional School District 07","FLEX","6","*","6","7","8","*"
"2079412","2070012","Regional School District 07","Intensive Learning Program","11","9","*","*","0","0"
"2079212","2070012","Regional School District 07","LINKS","15","12","13","14","13","17"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","762","715","714","716","693","719"
"2075112","2070012","Regional School District 07","Northwestern Regional Middle School","330","369","360","360","332","315"
"2079312","2070012","Regional School District 07","STEP","28","26","17","12","8","21"
"2086112","2080012","Regional School District 08","RHAM High School","1156","1175","1133","1118","1094","1023"
"2085112","2080012","Regional School District 08","RHAM Middle School","609","609","627","608","555","567"
"2086212","2080012","Regional School District 08","Region Alternative High School","0","0","7","10","0","0"
"2096112","2090012","Regional School District 09","Joel Barlow High School","968","1006","1012","1064","1049","1008"
"2105112","2100012","Regional School District 10","Har-Bur Middle School","889","879","850","831","809","786"
"2100312","2100012","Regional School District 10","Harwinton Consolidated School","476","445","464","444","417","399"
"2100212","2100012","Regional School District 10","Lake Garda Elementary School","574","519","508","494","468","442"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","822","822","802","796","778","778"
"2116112","2110012","Regional School District 11","Parish Hill High School","274","292","280","287","269","245"
"2120212","2120012","Regional School District 12","Booth Free School","113","107","94","85","78","77"
"2128012","2120012","Regional School District 12","Early Childhood Education Center","19","17","21","0","0","0"
"2126112","2120012","Regional School District 12","Shepaug Valley High School","326","306","320","0","0","0"
"2125112","2120012","Regional School District 12","Shepaug Valley Middle School","226","213","199","0","0","0"
"2120312","2120012","Regional School District 12","Shepaug Valley School","0","0","0","492","461","439"
"2120112","2120012","Regional School District 12","The Burnham School","84","83","69","64","55","53"
"2120412","2120012","Regional School District 12","Washington Primary School","162","160","138","155","153","159"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","569","582","577","576","556","556"
