"school_code","district_code","district","school","subject","total_numberwith_scored_tests","count","_","count_1","_1","count_2","_2","count_3","_3","count_4","_4","averagescore"
"1186111","1180011","Ridgefield School District","Ridgefield High School","Math","410","*","*","*","*","*","*","*","*","*","*","607"
"1190111","1190011","Rocky Hill School District","Alternative Learning Program","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1190111","1190011","Rocky Hill School District","Alternative Learning Program","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1190311","1190011","Rocky Hill School District","Pathways","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1190311","1190011","Rocky Hill School District","Pathways","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","ELA","168","10","6.0","29","17.3","100","59.5","29","17.3","129","76.8","542"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","Math","168","19","11.3","57","33.9","67","39.9","25","14.9","92","54.8","534"
"1246111","1240011","Seymour School District","Seymour High School","ELA","151","27","17.9","33","21.9","76","50.3","15","9.9","91","60.3","502"
"1246111","1240011","Seymour School District","Seymour High School","Math","151","30","19.9","66","43.7","44","29.1","11","7.3","55","36.4","496"
"1266111","1260011","Shelton School District","Shelton High School","ELA","371","35","9.4","59","15.9","214","57.7","63","17.0","277","74.7","540"
"1266111","1260011","Shelton School District","Shelton High School","Math","371","52","14.0","119","32.1","164","44.2","36","9.7","200","53.9","524"
"1286111","1280011","Simsbury School District","Simsbury High School","ELA","356","17","4.8","26","7.3","176","49.4","137","38.5","313","87.9","589"
"1286111","1280011","Simsbury School District","Simsbury High School","Math","356","21","5.9","76","21.3","145","40.7","114","32.0","259","72.8","589"
"1290511","1290011","Somers School District","Aspire","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1290511","1290011","Somers School District","Aspire","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1296111","1290011","Somers School District","Somers High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1296111","1290011","Somers School District","Somers High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1326211","1320011","South Windsor School District","South Windsor High School","ELA","326","17","5.2","40","12.3","197","60.4","72","22.1","269","82.5","557"
"1326211","1320011","South Windsor School District","South Windsor High School","Math","326","32","9.8","99","30.4","138","42.3","57","17.5","195","59.8","550"
"1310111","1310011","Southington School District","Alta","ELA","13","*","*","*","*","*","*","*","*","*","*","*"
"1310111","1310011","Southington School District","Alta","Math","13","*","*","*","*","*","*","*","*","*","*","*"
"1316211","1310011","Southington School District","Southington High School","ELA","457","*","*","*","*","*","*","*","*","*","*","544"
"1316211","1310011","Southington School District","Southington High School","Math","457","*","*","*","*","*","*","*","*","*","*","538"
"1346111","1340011","Stafford School District","Stafford High School","ELA","99","11","11.1","13","13.1","56","56.6","19","19.2","75","75.8","537"
"1346111","1340011","Stafford School District","Stafford High School","Math","99","12","12.1","40","40.4","36","36.4","11","11.1","47","47.5","528"
"1340211","1340011","Stafford School District","Stafford Tutoring Program","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1340211","1340011","Stafford School District","Stafford Tutoring Program","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"2826013","2820013","Stamford Academy District","Stamford Academy","ELA","25","17","68.0","*","*","*","*","0","0.0","*","*","384"
"2826013","2820013","Stamford Academy District","Stamford Academy","Math","25","19","76.0","6","24.0","0","0.0","0","0.0","0","0.0","370"
"1350411","1350011","Stamford School District","Alternate Routes To Success","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1350411","1350011","Stamford School District","Alternate Routes To Success","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1356111","1350011","Stamford School District","Stamford High School","ELA","432","110","25.5","100","23.1","195","45.1","27","6.3","222","51.4","483"
"1356111","1350011","Stamford School District","Stamford High School","Math","432","134","31.0","178","41.2","97","22.5","23","5.3","120","27.8","470"
"1356411","1350011","Stamford School District","The Academy of Information Technology","ELA","162","19","11.7","28","17.3","90","55.6","25","15.4","115","71.0","529"
"1356411","1350011","Stamford School District","The Academy of Information Technology","Math","162","30","18.5","66","40.7","46","28.4","20","12.3","66","40.7","510"
"1356311","1350011","Stamford School District","Westhill High School","ELA","488","116","23.8","105","21.5","189","38.7","78","16.0","267","54.7","500"
"1356311","1350011","Stamford School District","Westhill High School","Math","488","155","31.8","166","34.0","99","20.3","68","13.9","167","34.2","489"
"1370711","1370011","Stonington School District","SAILS","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1370711","1370011","Stonington School District","SAILS","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1376111","1370011","Stonington School District","Stonington High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1376111","1370011","Stonington School District","Stonington High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1380511","1380011","Stratford School District","ALPHA","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1380511","1380011","Stratford School District","ALPHA","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1386211","1380011","Stratford School District","Bunnell High School","ELA","225","37","16.4","49","21.8","125","55.6","14","6.2","139","61.8","501"
"1386211","1380011","Stratford School District","Bunnell High School","Math","225","57","25.3","107","47.6","53","23.6","8","3.6","61","27.1","476"
"1382011","1380011","Stratford School District","High School STEPS 9-12","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1382011","1380011","Stratford School District","High School STEPS 9-12","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1386111","1380011","Stratford School District","Stratford High School","ELA","232","46","19.8","42","18.1","112","48.3","32","13.8","144","62.1","508"
"1386111","1380011","Stratford School District","Stratford High School","Math","232","72","31.0","91","39.2","51","22.0","18","7.8","69","29.7","478"
"1396111","1390011","Suffield School District","Suffield High School","ELA","180","13","7.2","19","10.6","105","58.3","43","23.9","148","82.2","556"
"1396111","1390011","Suffield School District","Suffield High School","Math","180","18","10.0","64","35.6","77","42.8","21","11.7","98","54.4","534"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","ELA","40","14","35.0","14","35.0","12","30.0","0","0.0","12","30.0","438"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","Math","40","*","*","21","52.5","*","*","0","0.0","*","*","431"
"9026122","9020022","The Gilbert School District","The Gilbert School","ELA","102","22","21.6","17","16.7","52","51.0","11","10.8","63","61.8","499"
"9026122","9020022","The Gilbert School District","The Gilbert School","Math","101","28","27.7","36","35.6","24","23.8","13","12.9","37","36.6","499"
"1406211","1400011","Thomaston School District","Thomaston High School","ELA","62","*","*","11","17.7","37","59.7","*","*","*","*","502"
"1406211","1400011","Thomaston School District","Thomaston High School","Math","62","*","*","32","51.6","17","27.4","*","*","*","*","478"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","ELA","44","*","*","11","25.0","24","54.5","*","*","*","*","506"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","Math","44","15","34.1","17","38.6","12","27.3","0","0.0","12","27.3","471"
"1426111","1420011","Tolland School District","Tolland High School","ELA","199","8","4.0","19","9.5","115","57.8","57","28.6","172","86.4","570"
"1426111","1420011","Tolland School District","Tolland High School","Math","199","11","5.5","50","25.1","93","46.7","45","22.6","138","69.3","570"
"1431411","1430011","Torrington School District","Migeon Academy","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1431411","1430011","Torrington School District","Migeon Academy","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1436111","1430011","Torrington School District","Torrington High School","ELA","191","35","18.3","46","24.1","97","50.8","13","6.8","110","57.6","493"
"1436111","1430011","Torrington School District","Torrington High School","Math","191","52","27.2","90","47.1","41","21.5","8","4.2","49","25.7","470"
"1440511","1440011","Trumbull School District","REACH","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1440511","1440011","Trumbull School District","REACH","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1446111","1440011","Trumbull School District","Trumbull High School","ELA","486","26","5.3","54","11.1","286","58.8","120","24.7","406","83.5","559"
"1446111","1440011","Trumbull School District","Trumbull High School","Math","486","33","6.8","164","33.7","182","37.4","107","22.0","289","59.5","561"
"3470115","3470015","Unified School District #2","Children's Place School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"3470115","3470015","Unified School District #2","Children's Place School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"3470315","3470015","Unified School District #2","Riverview School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"3470315","3470015","Unified School District #2","Riverview School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"3476715","3470015","Unified School District #2","Walter G. Cady School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"3476715","3470015","Unified School District #2","Walter G. Cady School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"3480315","1460011","Vernon School District","Hartford Detention Center","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"3480315","1460011","Vernon School District","Hartford Detention Center","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1466111","1460011","Vernon School District","Rockville High School","ELA","187","27","14.4","36","19.3","99","52.9","25","13.4","124","66.3","521"
"1466111","1460011","Vernon School District","Rockville High School","Math","187","37","19.8","77","41.2","64","34.2","9","4.8","73","39.0","497"
"1480511","1480011","Wallingford School District","Education Enhancement Program","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1480511","1480011","Wallingford School District","Education Enhancement Program","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1486111","1480011","Wallingford School District","Lyman Hall High School","ELA","251","38","15.1","44","17.5","144","57.4","25","10.0","169","67.3","511"
"1486111","1480011","Wallingford School District","Lyman Hall High School","Math","251","52","20.7","128","51.0","63","25.1","8","3.2","71","28.3","484"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","ELA","205","15","7.3","23","11.2","136","66.3","31","15.1","167","81.5","540"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","Math","205","26","12.7","97","47.3","72","35.1","10","4.9","82","40.0","506"
"1516211","1510011","Waterbury School District","Crosby High School","ELA","238","119","50.0","61","25.6","49","20.6","9","3.8","58","24.4","431"
"1516211","1510011","Waterbury School District","Crosby High School","Math","237","149","62.9","67","28.3","*","*","*","*","21","8.9","404"
"1519111","1510011","Waterbury School District","Enlightenment School","ELA","12","*","*","*","*","*","*","*","*","*","*","*"
"1519111","1510011","Waterbury School District","Enlightenment School","Math","12","*","*","*","*","*","*","*","*","*","*","*"
"1513911","1510011","Waterbury School District","Excel III","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1513911","1510011","Waterbury School District","Excel III","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","ELA","246","114","46.3","54","22.0","68","27.6","10","4.1","78","31.7","442"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Math","244","134","54.9","92","37.7","*","*","*","*","18","7.4","413"
"1519011","1510011","Waterbury School District","State Street School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","ELA","112","20","17.9","28","25.0","55","49.1","9","8.0","64","57.1","496"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","Math","112","30","26.8","62","55.4","*","*","*","*","20","17.9","461"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","ELA","204","43","21.1","70","34.3","81","39.7","10","4.9","91","44.6","473"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","Math","204","75","36.8","101","49.5","28","13.7","0","0.0","28","13.7","440"
"1516311","1510011","Waterbury School District","Wilby High School","ELA","234","107","45.7","65","27.8","55","23.5","7","3.0","62","26.5","433"
"1516311","1510011","Waterbury School District","Wilby High School","Math","233","150","64.4","72","30.9","*","*","*","*","11","4.7","400"
"1526111","1520011","Waterford School District","Waterford High School","ELA","203","15","7.4","34","16.7","124","61.1","30","14.8","154","75.9","533"
"1526111","1520011","Waterford School District","Waterford High School","Math","203","32","15.8","86","42.4","60","29.6","25","12.3","85","41.9","513"
"1536111","1530011","Watertown School District","Watertown High School","ELA","197","29","14.7","32","16.2","116","58.9","20","10.2","136","69.0","516"
"1536111","1530011","Watertown School District","Watertown High School","Math","197","39","19.8","103","52.3","44","22.3","11","5.6","55","27.9","486"
"1557311","1550011","West Hartford School District","REACH","ELA","20","13","65.0","*","*","*","*","0","0.0","*","*","395"
"1557311","1550011","West Hartford School District","REACH","Math","19","*","*","*","*","*","*","*","*","*","*","*"
"1556111","1550011","West Hartford School District","Conard High School","ELA","357","38","10.6","47","13.2","181","50.7","91","25.5","272","76.2","553"
"1556111","1550011","West Hartford School District","Conard High School","Math","357","48","13.4","112","31.4","131","36.7","66","18.5","197","55.2","542"
"1556211","1550011","West Hartford School District","Hall High School","ELA","365","26","7.1","41","11.2","163","44.7","135","37.0","298","81.6","576"
"1556211","1550011","West Hartford School District","Hall High School","Math","365","40","11.0","101","27.7","129","35.3","95","26.0","224","61.4","562"
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1560711","1560011","West Haven School District","Blended","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1560711","1560011","West Haven School District","Blended","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1560511","1560011","West Haven School District","Blended (Molloy)","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1560511","1560011","West Haven School District","Blended (Molloy)","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1566111","1560011","West Haven School District","West Haven High School","ELA","295","82","27.8","78","26.4","118","40.0","17","5.8","135","45.8","472"
"1566111","1560011","West Haven School District","West Haven High School","Math","295","99","33.6","145","49.2","45","15.3","6","2.0","51","17.3","455"
"1546111","1540011","Westbrook School District","Westbrook High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1546111","1540011","Westbrook School District","Westbrook High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1576111","1570011","Weston School District","Weston High School","ELA","197","19","9.6","12","6.1","90","45.7","76","38.6","166","84.3","585"
"1576111","1570011","Weston School District","Weston High School","Math","197","25","12.7","32","16.2","69","35.0","71","36.0","140","71.1","582"
"1586111","1580011","Westport School District","Staples High School","ELA","431","23","5.3","17","3.9","199","46.2","192","44.5","391","90.7","598"
"1586111","1580011","Westport School District","Staples High School","Math","431","32","7.4","73","16.9","163","37.8","163","37.8","326","75.6","599"
"1596111","1590011","Wethersfield School District","Wethersfield High School","ELA","250","33","13.2","40","16.0","145","58.0","32","12.8","177","70.8","522"
"1596111","1590011","Wethersfield School District","Wethersfield High School","Math","250","40","16.0","91","36.4","95","38.0","24","9.6","119","47.6","519"
"1616111","1610011","Wilton School District","Wilton High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1616111","1610011","Wilton School District","Wilton High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1636111","1630011","Windham School District","Windham High School","ELA","101","47","46.5","28","27.7","*","*","*","*","26","25.7","433"
"1636111","1630011","Windham School District","Windham High School","Math","101","62","61.4","28","27.7","11","10.9","0","0.0","11","10.9","410"
"1650611","1650011","Windsor Locks School District","Pine Meadow Academy","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1650611","1650011","Windsor Locks School District","Pine Meadow Academy","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1640311","1640011","Windsor School District","Spark","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1640311","1640011","Windsor School District","Spark","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1646111","1640011","Windsor School District","Windsor High School","ELA","257","44","17.1","69","26.8","120","46.7","24","9.3","144","56.0","503"
"1646111","1640011","Windsor School District","Windsor High School","Math","257","63","24.5","120","46.7","54","21.0","20","7.8","74","28.8","483"
"1660411","1660011","Wolcott School District","Phoenix Program","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1660411","1660011","Wolcott School District","Phoenix Program","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1666111","1660011","Wolcott School District","Wolcott High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1666111","1660011","Wolcott School District","Wolcott High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","ELA","258","21","8.1","39","15.1","153","59.3","45","17.4","198","76.7","540"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","Math","258","34","13.2","93","36.0","76","29.5","55","21.3","131","50.8","538"

