district,district_code,school,school_code,subject,special_education,total_numberof_students,total_numbertested,smarter_balancedparticipationrate,total_number_with_scored_tests,level_1not_met_level_1_not_met_count,level_1not_met_pct,level_2approaching_level_2_approaching_count,level_2approaching_pct,level_3met_level_3_met_count,level_3met_pct,level_4exceeded_level_4_exceeded_count,level_4exceeded_pct,level_3_4met_or_exceeded_level_3_4_met_or_exceeded_count,level_3_4met_or_exceeded_pct,year
Norwalk School District,1030011,Silvermine Elementary School,1032311,Math,Y,30,30,100.0,30,16,53.3,*,*,*,*,0,0.0,*,*,2015-16
Norwalk School District,1030011,Tracey School,1031411,ELA,N,154,153,99.4,153,31,20.3,*,*,51,33.3,*,*,*,*,2015-16
Norwalk School District,1030011,Tracey School,1031411,ELA,Y,41,41,100.0,41,31,75.6,*,*,6,14.6,*,*,*,*,2015-16
Norwalk School District,1030011,Tracey School,1031411,Math,N,154,152,98.7,152,36,23.7,50,32.9,*,*,*,*,*,*,2015-16
Norwalk School District,1030011,Tracey School,1031411,Math,Y,41,41,100.0,41,27,65.9,11,26.8,*,*,*,*,*,*,2015-16
Norwalk School District,1030011,West Rocks Middle School,1035411,ELA,N,585,582,99.5,581,147,25.3,165,28.4,*,*,*,*,*,*,2015-16
Norwalk School District,1030011,West Rocks Middle School,1035411,ELA,Y,85,84,98.8,84,58,69.0,22,26.2,*,*,*,*,*,*,2015-16
Norwalk School District,1030011,West Rocks Middle School,1035411,Math,N,584,580,99.3,579,223,38.5,194,33.5,*,*,*,*,*,*,2015-16
Norwalk School District,1030011,West Rocks Middle School,1035411,Math,Y,85,83,97.6,83,72,86.7,9,10.8,*,*,*,*,*,*,2015-16
Norwalk School District,1030011,Wolfpit School,1032411,ELA,N,136,136,100.0,135,*,*,29,21.5,*,*,52,38.5,*,*,2015-16
Norwalk School District,1030011,Wolfpit School,1032411,ELA,Y,20,20,100.0,20,9,45.0,*,*,*,*,0,0.0,*,*,2015-16
Norwalk School District,1030011,Wolfpit School,1032411,Math,N,136,136,100.0,136,34,25.0,*,*,*,*,*,*,*,*,2015-16
Norwalk School District,1030011,Wolfpit School,1032411,Math,Y,20,20,100.0,20,12,60.0,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,IRS Program at Moriarty,1040911,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,IRS Program at Moriarty,1040911,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,IRS Program at Uncas,1040711,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,IRS Program at Uncas,1040711,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,John B. Stanton Network School,1041411,ELA,N,141,140,99.3,140,48,34.3,*,*,36,25.7,*,*,*,*,2015-16
Norwich School District,1040011,John B. Stanton Network School,1041411,ELA,Y,21,21,100.0,21,18,85.7,*,*,0,0.0,*,*,*,*,2015-16
Norwich School District,1040011,John B. Stanton Network School,1041411,Math,N,141,140,99.3,140,43,30.7,*,*,27,19.3,*,*,*,*,2015-16
Norwich School District,1040011,John B. Stanton Network School,1041411,Math,Y,21,21,100.0,21,18,85.7,*,*,0,0.0,*,*,*,*,2015-16
Norwich School District,1040011,Kelly Middle School,1045111,ELA,N,635,630,99.2,629,201,32.0,201,32.0,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Kelly Middle School,1045111,ELA,Y,102,101,99.0,101,86,85.1,13,12.9,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Kelly Middle School,1045111,Math,N,634,629,99.2,627,289,46.1,220,35.1,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Kelly Middle School,1045111,Math,Y,102,101,99.0,101,89,88.1,*,*,0,0.0,*,*,*,*,2015-16
Norwich School District,1040011,Moriarty Magnet School,1042011,ELA,N,186,184,98.9,184,75,40.8,*,*,*,*,25,13.6,*,*,2015-16
Norwich School District,1040011,Moriarty Magnet School,1042011,ELA,Y,26,26,100.0,26,22,84.6,*,*,*,*,0,0.0,*,*,2015-16
Norwich School District,1040011,Moriarty Magnet School,1042011,Math,N,185,183,98.9,183,66,36.1,*,*,*,*,10,5.5,*,*,2015-16
Norwich School District,1040011,Moriarty Magnet School,1042011,Math,Y,26,26,100.0,26,21,80.8,*,*,*,*,0,0.0,*,*,2015-16
Norwich School District,1040011,Samuel Huntington School,1040811,ELA,N,145,144,99.3,144,32,22.2,30,20.8,*,*,*,*,82,56.9,2015-16
Norwich School District,1040011,Samuel Huntington School,1040811,ELA,Y,29,28,96.6,28,15,53.6,6,21.4,*,*,*,*,7,25.0,2015-16
Norwich School District,1040011,Samuel Huntington School,1040811,Math,N,145,144,99.3,144,24,16.7,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Samuel Huntington School,1040811,Math,Y,29,28,96.6,28,18,64.3,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Teachers' Memorial Middle School,1045211,ELA,N,287,287,100.0,287,102,35.5,*,*,*,*,28,9.8,*,*,2015-16
Norwich School District,1040011,Teachers' Memorial Middle School,1045211,ELA,Y,53,53,100.0,53,47,88.7,*,*,*,*,0,0.0,*,*,2015-16
Norwich School District,1040011,Teachers' Memorial Middle School,1045211,Math,N,287,287,100.0,287,121,42.2,*,*,52,18.1,*,*,*,*,2015-16
Norwich School District,1040011,Teachers' Memorial Middle School,1045211,Math,Y,53,53,100.0,53,*,*,*,*,0,0.0,0,0.0,0,0.0,2015-16
Norwich School District,1040011,Thomas W. Mahan School,1041711,ELA,N,124,124,100.0,124,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Thomas W. Mahan School,1041711,ELA,Y,11,11,*,11,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Thomas W. Mahan School,1041711,Math,N,124,124,100.0,124,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Thomas W. Mahan School,1041711,Math,Y,11,11,*,11,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Uncas Network School,1041911,ELA,N,98,98,100.0,98,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Uncas Network School,1041911,ELA,Y,15,15,*,15,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Uncas Network School,1041911,Math,N,98,98,100.0,98,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Uncas Network School,1041911,Math,Y,15,15,*,15,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Veterans' Memorial School,1041811,ELA,N,138,138,100.0,138,55,39.9,*,*,*,*,16,11.6,*,*,2015-16
Norwich School District,1040011,Veterans' Memorial School,1041811,ELA,Y,28,28,100.0,28,23,82.1,*,*,*,*,0,0.0,*,*,2015-16
Norwich School District,1040011,Veterans' Memorial School,1041811,Math,N,137,137,100.0,137,53,38.7,*,*,*,*,12,8.8,*,*,2015-16
Norwich School District,1040011,Veterans' Memorial School,1041811,Math,Y,28,28,100.0,28,23,82.1,*,*,*,*,0,0.0,*,*,2015-16
Norwich School District,1040011,Virtual Learning Academy,1049211,ELA,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Virtual Learning Academy,1049211,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Virtual Learning Academy,1049211,Math,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Virtual Learning Academy,1049211,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Wequonnoc Magnet School,1041511,ELA,N,97,97,100.0,97,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Wequonnoc Magnet School,1041511,ELA,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Wequonnoc Magnet School,1041511,Math,N,97,97,100.0,97,*,*,*,*,*,*,*,*,*,*,2015-16
Norwich School District,1040011,Wequonnoc Magnet School,1041511,Math,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2015-16
Odyssey Community School District,2630013,Odyssey Community School,2635113,ELA,N,197,196,99.5,196,*,*,*,*,*,*,*,*,*,*,2015-16
Odyssey Community School District,2630013,Odyssey Community School,2635113,ELA,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2015-16
Odyssey Community School District,2630013,Odyssey Community School,2635113,Math,N,197,196,99.5,196,*,*,*,*,*,*,*,*,*,*,2015-16
Odyssey Community School District,2630013,Odyssey Community School,2635113,Math,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2015-16
Old Saybrook School District,1060011,Kathleen E. Goodwin School,1060211,ELA,N,75,74,98.7,74,*,*,*,*,*,*,*,*,*,*,2015-16
Old Saybrook School District,1060011,Kathleen E. Goodwin School,1060211,ELA,Y,14,14,*,14,*,*,*,*,*,*,*,*,*,*,2015-16
Old Saybrook School District,1060011,Kathleen E. Goodwin School,1060211,Math,N,75,74,98.7,74,*,*,*,*,*,*,*,*,*,*,2015-16
Old Saybrook School District,1060011,Kathleen E. Goodwin School,1060211,Math,Y,14,13,*,13,*,*,*,*,*,*,*,*,*,*,2015-16
Old Saybrook School District,1060011,Old Saybrook Middle School,1065211,ELA,N,464,458,98.7,458,*,*,86,18.8,199,43.4,*,*,*,*,2015-16
Old Saybrook School District,1060011,Old Saybrook Middle School,1065211,ELA,Y,63,63,100.0,63,31,49.2,18,28.6,*,*,*,*,14,22.2,2015-16
Old Saybrook School District,1060011,Old Saybrook Middle School,1065211,Math,N,464,458,98.7,458,*,*,156,34.1,133,29.0,*,*,*,*,2015-16
Old Saybrook School District,1060011,Old Saybrook Middle School,1065211,Math,Y,63,62,98.4,62,35,56.5,18,29.0,*,*,*,*,9,14.5,2015-16
Orange School District,1070011,Peck Place School,1070511,ELA,N,250,250,100.0,250,*,*,*,*,*,*,*,*,*,*,2015-16
Orange School District,1070011,Peck Place School,1070511,ELA,Y,11,11,*,11,*,*,*,*,*,*,*,*,*,*,2015-16
Orange School District,1070011,Peck Place School,1070511,Math,N,250,250,100.0,250,*,*,*,*,*,*,*,*,*,*,2015-16
Orange School District,1070011,Peck Place School,1070511,Math,Y,11,11,*,11,*,*,*,*,*,*,*,*,*,*,2015-16
Orange School District,1070011,Race Brook School,1070311,ELA,N,244,243,99.6,243,*,*,*,*,*,*,*,*,*,*,2015-16
Orange School District,1070011,Race Brook School,1070311,ELA,Y,20,18,90.0,18,*,*,*,*,*,*,*,*,*,*,2015-16
Orange School District,1070011,Race Brook School,1070311,Math,N,244,242,99.2,242,*,*,*,*,*,*,*,*,*,*,2015-16
Orange School District,1070011,Race Brook School,1070311,Math,Y,20,18,90.0,18,*,*,*,*,*,*,*,*,*,*,2015-16
Orange School District,1070011,Turkey Hill School,1070411,ELA,N,185,180,97.3,180,*,*,*,*,*,*,*,*,*,*,2015-16
Orange School District,1070011,Turkey Hill School,1070411,ELA,Y,22,18,81.8,18,*,*,*,*,*,*,*,*,*,*,2015-16
Orange School District,1070011,Turkey Hill School,1070411,Math,N,185,180,97.3,180,*,*,*,*,*,*,*,*,*,*,2015-16
Orange School District,1070011,Turkey Hill School,1070411,Math,Y,22,18,81.8,18,*,*,*,*,*,*,*,*,*,*,2015-16
Oxford School District,1080011,Alternative Education,1080411,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Oxford School District,1080011,Alternative Education,1080411,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Oxford School District,1080011,Great Oak School,1085111,ELA,N,435,427,98.2,427,26,6.1,101,23.7,*,*,*,*,*,*,2015-16
Oxford School District,1080011,Great Oak School,1085111,ELA,Y,50,49,98.0,49,29,59.2,16,32.7,*,*,*,*,*,*,2015-16
Oxford School District,1080011,Great Oak School,1085111,Math,N,435,426,97.9,426,62,14.6,148,34.7,*,*,*,*,*,*,2015-16
Oxford School District,1080011,Great Oak School,1085111,Math,Y,50,49,98.0,49,35,71.4,9,18.4,*,*,*,*,*,*,2015-16
Oxford School District,1080011,Oxford Center School,1080111,ELA,N,406,403,99.3,403,*,*,80,19.9,*,*,163,40.4,*,*,2015-16
Oxford School District,1080011,Oxford Center School,1080111,ELA,Y,68,67,98.5,67,32,47.8,25,37.3,*,*,*,*,10,14.9,2015-16
Oxford School District,1080011,Oxford Center School,1080111,Math,N,406,403,99.3,403,*,*,112,27.8,145,36.0,*,*,*,*,2015-16
Oxford School District,1080011,Oxford Center School,1080111,Math,Y,68,66,97.1,66,33,50.0,17,25.8,*,*,*,*,16,24.2,2015-16
Park City Prep Charter School District,2830013,Park City Prep Charter School,2835113,ELA,N,323,322,99.7,322,92,28.6,*,*,*,*,39,12.1,*,*,2015-16
Park City Prep Charter School District,2830013,Park City Prep Charter School,2835113,ELA,Y,25,24,96.0,24,22,91.7,*,*,*,*,0,0.0,*,*,2015-16
Park City Prep Charter School District,2830013,Park City Prep Charter School,2835113,Math,N,323,322,99.7,322,128,39.8,*,*,49,15.2,*,*,*,*,2015-16
Park City Prep Charter School District,2830013,Park City Prep Charter School,2835113,Math,Y,25,24,96.0,24,*,*,*,*,0,0.0,0,0.0,0,0.0,2015-16
Plainfield School District,1090011,Moosup Elementary School,1090111,ELA,N,76,76,100.0,76,*,*,*,*,*,*,*,*,*,*,2015-16
Plainfield School District,1090011,Moosup Elementary School,1090111,ELA,Y,8,8,*,8,*,*,*,*,*,*,*,*,*,*,2015-16
Plainfield School District,1090011,Moosup Elementary School,1090111,Math,N,76,76,100.0,76,*,*,*,*,*,*,*,*,*,*,2015-16
Plainfield School District,1090011,Moosup Elementary School,1090111,Math,Y,8,8,*,8,*,*,*,*,*,*,*,*,*,*,2015-16
Plainfield School District,1090011,Plainfield Central School,1095111,ELA,N,463,461,99.6,461,53,11.5,113,24.5,*,*,*,*,*,*,2015-16
Plainfield School District,1090011,Plainfield Central School,1095111,ELA,Y,57,55,96.5,55,34,61.8,17,30.9,*,*,*,*,*,*,2015-16
Plainfield School District,1090011,Plainfield Central School,1095111,Math,N,463,461,99.6,461,88,19.1,174,37.7,*,*,*,*,*,*,2015-16
Plainfield School District,1090011,Plainfield Central School,1095111,Math,Y,57,55,96.5,55,35,63.6,16,29.1,*,*,*,*,*,*,2015-16
Plainfield School District,1090011,Plainfield Memorial School,1090311,ELA,N,278,278,100.0,278,40,14.4,67,24.1,*,*,*,*,171,61.5,2015-16
Plainfield School District,1090011,Plainfield Memorial School,1090311,ELA,Y,50,50,100.0,50,32,64.0,12,24.0,*,*,*,*,6,12.0,2015-16
Plainfield School District,1090011,Plainfield Memorial School,1090311,Math,N,278,278,100.0,278,35,12.6,120,43.2,*,*,*,*,123,44.2,2015-16
Plainfield School District,1090011,Plainfield Memorial School,1090311,Math,Y,50,50,100.0,50,33,66.0,11,22.0,*,*,*,*,6,12.0,2015-16
Plainfield School District,1090011,Shepard Hill Elementary School,1090411,ELA,N,70,70,100.0,70,*,*,*,*,*,*,*,*,*,*,2015-16
Plainfield School District,1090011,Shepard Hill Elementary School,1090411,ELA,Y,17,17,*,17,*,*,*,*,*,*,*,*,*,*,2015-16
Plainfield School District,1090011,Shepard Hill Elementary School,1090411,Math,N,70,70,100.0,70,*,*,*,*,*,*,*,*,*,*,2015-16
Plainfield School District,1090011,Shepard Hill Elementary School,1090411,Math,Y,17,17,*,17,*,*,*,*,*,*,*,*,*,*,2015-16
Plainville School District,1100011,Frank T. Wheeler School,1100411,ELA,N,112,112,100.0,112,*,*,*,*,*,*,*,*,*,*,2015-16
Plainville School District,1100011,Frank T. Wheeler School,1100411,ELA,Y,11,11,*,11,*,*,*,*,*,*,*,*,*,*,2015-16
Plainville School District,1100011,Frank T. Wheeler School,1100411,Math,N,112,112,100.0,112,*,*,*,*,*,*,*,*,*,*,2015-16
Plainville School District,1100011,Frank T. Wheeler School,1100411,Math,Y,11,11,*,11,*,*,*,*,*,*,*,*,*,*,2015-16
Plainville School District,1100011,Linden Street School,1100211,ELA,N,163,163,100.0,163,20,12.3,31,19.0,*,*,*,*,112,68.7,2015-16
Plainville School District,1100011,Linden Street School,1100211,ELA,Y,35,35,100.0,35,20,57.1,9,25.7,*,*,*,*,6,17.1,2015-16
Plainville School District,1100011,Linden Street School,1100211,Math,N,163,163,100.0,163,19,11.7,58,35.6,*,*,*,*,*,*,2015-16
Plainville School District,1100011,Linden Street School,1100211,Math,Y,35,35,100.0,35,20,57.1,10,28.6,*,*,*,*,*,*,2015-16
Plainville School District,1100011,Louis Toffolon School,1100511,ELA,N,156,156,100.0,156,19,12.2,*,*,*,*,*,*,*,*,2015-16
Plainville School District,1100011,Louis Toffolon School,1100511,ELA,Y,24,24,100.0,24,14,58.3,*,*,*,*,*,*,*,*,2015-16
Plainville School District,1100011,Louis Toffolon School,1100511,Math,N,156,155,99.4,155,13,8.4,41,26.5,*,*,*,*,101,65.2,2015-16
Plainville School District,1100011,Louis Toffolon School,1100511,Math,Y,24,24,100.0,24,11,45.8,7,29.2,*,*,*,*,6,25.0,2015-16
Plainville School District,1100011,Middle School of Plainville,1105211,ELA,N,474,473,99.8,473,59,12.5,121,25.6,202,42.7,91,19.2,293,61.9,2015-16
Plainville School District,1100011,Middle School of Plainville,1105211,ELA,Y,62,62,100.0,62,40,64.5,16,25.8,6,9.7,0,0.0,6,9.7,2015-16
Plainville School District,1100011,Middle School of Plainville,1105211,Math,N,475,474,99.8,474,103,21.7,182,38.4,*,*,*,*,*,*,2015-16
Plainville School District,1100011,Middle School of Plainville,1105211,Math,Y,62,62,100.0,62,48,77.4,*,*,*,*,0,0.0,*,*,2015-16
Plymouth School District,1110011,Eli Terry Jr. Middle School,1115111,ELA,N,295,291,98.6,291,58,19.9,86,29.6,103,35.4,44,15.1,147,50.5,2015-16
Plymouth School District,1110011,Eli Terry Jr. Middle School,1115111,ELA,Y,40,38,95.0,38,26,68.4,6,15.8,6,15.8,0,0.0,6,15.8,2015-16
Plymouth School District,1110011,Eli Terry Jr. Middle School,1115111,Math,N,295,291,98.6,291,73,25.1,*,*,*,*,*,*,*,*,2015-16
Plymouth School District,1110011,Eli Terry Jr. Middle School,1115111,Math,Y,40,38,95.0,38,30,78.9,*,*,*,*,*,*,*,*,2015-16
Plymouth School District,1110011,Harry S. Fisher Elementary School,1110411,ELA,N,138,138,100.0,138,22,15.9,*,*,*,*,36,26.1,*,*,2015-16
Plymouth School District,1110011,Harry S. Fisher Elementary School,1110411,ELA,Y,27,27,100.0,27,18,66.7,*,*,*,*,0,0.0,*,*,2015-16
Plymouth School District,1110011,Harry S. Fisher Elementary School,1110411,Math,N,138,138,100.0,138,18,13.0,54,39.1,*,*,*,*,*,*,2015-16
Plymouth School District,1110011,Harry S. Fisher Elementary School,1110411,Math,Y,27,27,100.0,27,13,48.1,11,40.7,*,*,*,*,*,*,2015-16
Plymouth School District,1110011,Plymouth Center School,1110211,ELA,N,142,141,99.3,141,*,*,22,15.6,43,30.5,*,*,*,*,2015-16
Plymouth School District,1110011,Plymouth Center School,1110211,ELA,Y,20,20,100.0,20,*,*,11,55.0,0,0.0,*,*,*,*,2015-16
Plymouth School District,1110011,Plymouth Center School,1110211,Math,N,142,141,99.3,141,*,*,38,27.0,*,*,*,*,*,*,2015-16
Plymouth School District,1110011,Plymouth Center School,1110211,Math,Y,20,20,100.0,20,*,*,8,40.0,*,*,*,*,*,*,2015-16
Pomfret School District,1120011,Pomfret Community School,1120111,ELA,N,242,242,100.0,240,10,4.2,45,18.8,84,35.0,101,42.1,185,77.1,2015-16
Pomfret School District,1120011,Pomfret Community School,1120111,ELA,Y,35,35,100.0,34,13,38.2,9,26.5,12,35.3,0,0.0,12,35.3,2015-16
Pomfret School District,1120011,Pomfret Community School,1120111,Math,N,242,242,100.0,240,13,5.4,62,25.8,*,*,*,*,165,68.8,2015-16
Pomfret School District,1120011,Pomfret Community School,1120111,Math,Y,35,35,100.0,34,15,44.1,13,38.2,*,*,*,*,6,17.6,2015-16
Portland School District,1130011,Brownstone Intermediate School,1130511,ELA,N,200,198,99.0,198,*,*,*,*,*,*,*,*,*,*,2015-16
Portland School District,1130011,Brownstone Intermediate School,1130511,ELA,Y,20,18,90.0,18,*,*,*,*,*,*,*,*,*,*,2015-16
Portland School District,1130011,Brownstone Intermediate School,1130511,Math,N,200,198,99.0,198,*,*,*,*,*,*,*,*,*,*,2015-16
Portland School District,1130011,Brownstone Intermediate School,1130511,Math,Y,20,18,90.0,18,*,*,*,*,*,*,*,*,*,*,2015-16
Portland School District,1130011,Gildersleeve School,1130411,ELA,N,186,181,97.3,181,*,*,*,*,*,*,*,*,*,*,2015-16
Portland School District,1130011,Gildersleeve School,1130411,ELA,Y,16,15,*,15,*,*,*,*,*,*,*,*,*,*,2015-16
Portland School District,1130011,Gildersleeve School,1130411,Math,N,186,181,97.3,181,*,*,*,*,*,*,*,*,*,*,2015-16
Portland School District,1130011,Gildersleeve School,1130411,Math,Y,16,15,*,15,*,*,*,*,*,*,*,*,*,*,2015-16
Portland School District,1130011,Portland Middle School,1135111,ELA,N,196,192,98.0,192,*,*,34,17.7,*,*,71,37.0,*,*,2015-16
Portland School District,1130011,Portland Middle School,1135111,ELA,Y,24,23,95.8,23,*,*,11,47.8,*,*,0,0.0,*,*,2015-16
Portland School District,1130011,Portland Middle School,1135111,Math,N,196,192,98.0,192,*,*,51,26.6,*,*,66,34.4,*,*,2015-16
Portland School District,1130011,Portland Middle School,1135111,Math,Y,24,23,95.8,23,14,60.9,*,*,*,*,0,0.0,*,*,2015-16
Preston School District,1140011,Preston Plains School,1145111,ELA,N,124,116,93.5,116,*,*,24,20.7,*,*,28,24.1,*,*,2015-16
Preston School District,1140011,Preston Plains School,1145111,ELA,Y,27,27,100.0,27,12,44.4,*,*,*,*,0,0.0,*,*,2015-16
Preston School District,1140011,Preston Plains School,1145111,Math,N,124,116,93.5,116,*,*,35,30.2,*,*,40,34.5,*,*,2015-16
Preston School District,1140011,Preston Plains School,1145111,Math,Y,27,27,100.0,27,*,*,13,48.1,*,*,0,0.0,*,*,2015-16
Preston School District,1140011,Preston Veterans' Memorial School,1140411,ELA,N,107,105,98.1,105,*,*,*,*,*,*,*,*,*,*,2015-16
Preston School District,1140011,Preston Veterans' Memorial School,1140411,ELA,Y,20,19,95.0,19,*,*,*,*,*,*,*,*,*,*,2015-16
Preston School District,1140011,Preston Veterans' Memorial School,1140411,Math,N,107,105,98.1,105,*,*,*,*,*,*,*,*,*,*,2015-16
Preston School District,1140011,Preston Veterans' Memorial School,1140411,Math,Y,20,19,95.0,19,*,*,*,*,*,*,*,*,*,*,2015-16
Putnam School District,1160011,Putnam Elementary School,1160311,ELA,N,227,226,99.6,226,57,25.2,*,*,*,*,60,26.5,*,*,2015-16
Putnam School District,1160011,Putnam Elementary School,1160311,ELA,Y,33,33,100.0,33,30,90.9,*,*,*,*,0,0.0,*,*,2015-16
Putnam School District,1160011,Putnam Elementary School,1160311,Math,N,227,226,99.6,226,46,20.4,*,*,*,*,44,19.5,*,*,2015-16
Putnam School District,1160011,Putnam Elementary School,1160311,Math,Y,33,33,100.0,33,24,72.7,*,*,*,*,0,0.0,*,*,2015-16
Putnam School District,1160011,Putnam Middle School,1165111,ELA,N,230,225,97.8,224,*,*,56,25.0,*,*,36,16.1,*,*,2015-16
Putnam School District,1160011,Putnam Middle School,1165111,ELA,Y,38,35,92.1,35,25,71.4,*,*,*,*,0,0.0,*,*,2015-16
Putnam School District,1160011,Putnam Middle School,1165111,Math,N,229,224,97.8,223,69,30.9,78,35.0,49,22.0,27,12.1,76,34.1,2015-16
Putnam School District,1160011,Putnam Middle School,1165111,Math,Y,38,35,92.1,35,29,82.9,6,17.1,0,0.0,0,0.0,0,0.0,2015-16
Redding School District,1170011,John Read Middle School,1175111,ELA,N,412,409,99.3,409,*,*,54,13.2,172,42.1,*,*,*,*,2015-16
Redding School District,1170011,John Read Middle School,1175111,ELA,Y,55,52,94.5,52,19,36.5,18,34.6,*,*,*,*,15,28.8,2015-16
Redding School District,1170011,John Read Middle School,1175111,Math,N,412,409,99.3,409,*,*,84,20.5,126,30.8,*,*,*,*,2015-16
Redding School District,1170011,John Read Middle School,1175111,Math,Y,55,52,94.5,52,20,38.5,20,38.5,*,*,*,*,12,23.1,2015-16
Redding School District,1170011,Redding Elementary School,1170111,ELA,N,165,164,99.4,164,*,*,*,*,33,20.1,117,71.3,150,91.5,2015-16
Redding School District,1170011,Redding Elementary School,1170111,ELA,Y,29,29,100.0,29,*,*,8,27.6,9,31.0,*,*,*,*,2015-16
Redding School District,1170011,Redding Elementary School,1170111,Math,N,165,164,99.4,164,*,*,*,*,54,32.9,101,61.6,155,94.5,2015-16
Redding School District,1170011,Redding Elementary School,1170111,Math,Y,29,29,100.0,29,*,*,7,24.1,12,41.4,*,*,*,*,2015-16
Regional School District 01,2010012,ALPSS,2010512,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 01,2010012,ALPSS,2010512,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 01,2010012,SELC,2010312,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 01,2010012,SELC,2010312,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 01,2010012,TOTAL,2010212,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 01,2010012,TOTAL,2010212,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 04,2040012,John Winthrop Middle School,2045112,ELA,N,265,263,99.2,263,*,*,50,19.0,124,47.1,*,*,*,*,2015-16
Regional School District 04,2040012,John Winthrop Middle School,2045112,ELA,Y,44,44,100.0,44,21,47.7,12,27.3,*,*,*,*,11,25.0,2015-16
Regional School District 04,2040012,John Winthrop Middle School,2045112,Math,N,265,263,99.2,263,34,12.9,69,26.2,*,*,*,*,160,60.8,2015-16
Regional School District 04,2040012,John Winthrop Middle School,2045112,Math,Y,44,44,100.0,44,26,59.1,11,25.0,*,*,*,*,7,15.9,2015-16
Regional School District 05,2050012,Amity Middle School: Bethany,2055112,ELA,N,343,335,97.7,335,6,1.8,44,13.1,*,*,*,*,285,85.1,2015-16
Regional School District 05,2050012,Amity Middle School: Bethany,2055112,ELA,Y,38,35,92.1,35,21,60.0,8,22.9,*,*,*,*,6,17.1,2015-16
Regional School District 05,2050012,Amity Middle School: Bethany,2055112,Math,N,343,335,97.7,335,11,3.3,68,20.3,*,*,*,*,*,*,2015-16
Regional School District 05,2050012,Amity Middle School: Bethany,2055112,Math,Y,38,35,92.1,35,24,68.6,8,22.9,*,*,*,*,*,*,2015-16
Regional School District 05,2050012,Amity Middle School: Orange,2055212,ELA,N,330,324,98.2,324,13,4.0,32,9.9,155,47.8,124,38.3,279,86.1,2015-16
Regional School District 05,2050012,Amity Middle School: Orange,2055212,ELA,Y,40,39,97.5,39,12,30.8,19,48.7,8,20.5,0,0.0,8,20.5,2015-16
Regional School District 05,2050012,Amity Middle School: Orange,2055212,Math,N,330,324,98.2,324,14,4.3,73,22.5,*,*,*,*,237,73.1,2015-16
Regional School District 05,2050012,Amity Middle School: Orange,2055212,Math,Y,40,39,97.5,39,16,41.0,17,43.6,*,*,*,*,6,15.4,2015-16
Regional School District 06,2060012,Goshen Center School,2060112,ELA,N,78,76,97.4,76,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 06,2060012,Goshen Center School,2060112,ELA,Y,14,11,*,11,*,*,*,*,*,*,*,*,*,*,2015-16
