"subject","participation.rate","school_code","year"
"Math: All Students ","100.0","0520411","201516"
"Math: High Needs Students ","100.0","0520411","201516"
"Science: All Students ",".","0520411","201516"
"Science: High Needs Students ",".","0520411","201516"
"ELA Performance index: All Students ","99.4","0520511","201415"
"EL Performance indexA: High Needs Students ","97.9","0520511","201415"
"Math Performance index: All Students ","99.3","0520511","201415"
"Math Performance index: High Needs Students ","98","0520511","201415"
"Science Performance index: All Students ","100","0520511","201415"
"Science Performance index: High Needs Students ","100","0520511","201415"
"ELA: All Students ","99.4","0520511","201516"
"ELA: High Needs Students ","99.4","0520511","201516"
"Math: All Students ","99.2","0520511","201516"
"Math: High Needs Students ","98.7","0520511","201516"
"Science: All Students ","99.4","0520511","201516"
"Science: High Needs Students ","100","0520511","201516"
"ELA Performance index: All Students ","99.3","0525111","201415"
"EL Performance indexA: High Needs Students ","100","0525111","201415"
"Math Performance index: All Students ","99.3","0525111","201415"
"Math Performance index: High Needs Students ","100","0525111","201415"
"Science Performance index: All Students ","99","0525111","201415"
"Science Performance index: High Needs Students ","100","0525111","201415"
"ELA: All Students ","99.4","0525111","201516"
"ELA: High Needs Students ","98.6","0525111","201516"
"Math: All Students ","99.4","0525111","201516"
"Math: High Needs Students ","98.6","0525111","201516"
"Science: All Students ","99","0525111","201516"
"Science: High Needs Students ","98.5","0525111","201516"
"ELA: All Students ","90.4","0526111","201415"
"ELA: High Needs Students ","86.8","0526111","201415"
"Math: All Students ","83","0526111","201415"
"Math: High Needs Students ","75","0526111","201415"
"Science: All Students ","99.4","0526111","201415"
"Science: High Needs Students ","98.8","0526111","201415"
"ELA: All Students ","97.7","0526111","201516"
"ELA: High Needs Students ","94.1","0526111","201516"
"Math: All Students ","97.7","0526111","201516"
"Math: High Needs Students ","94.1","0526111","201516"
"Science: All Students ","98.6","0526111","201516"
"Science: High Needs Students ","95.7","0526111","201516"
"ELA Performance index: All Students ","98.2","0530111","201415"
"EL Performance indexA: High Needs Students ","100.0","0530111","201415"
"Math Performance index: All Students ","97.3","0530111","201415"
"Math Performance index: High Needs Students ","97.1","0530111","201415"
"Science Performance index: All Students ","100.0","0530111","201415"
"Science Performance index: High Needs Students ",".","0530111","201415"
"ELA: All Students ","98.2","0530111","201516"
"ELA: High Needs Students ","100.0","0530111","201516"
"Math: All Students ","98.2","0530111","201516"
"Math: High Needs Students ","100.0","0530111","201516"
"Science: All Students ","100.0","0530111","201516"
"Science: High Needs Students ",".","0530111","201516"
"ELA Performance index: All Students ","100.0","0540211","201415"
"EL Performance indexA: High Needs Students ","100.0","0540211","201415"
"Math Performance index: All Students ","100.0","0540211","201415"
"Math Performance index: High Needs Students ","100.0","0540211","201415"
"Science Performance index: All Students ","100.0","0540211","201415"
"Science Performance index: High Needs Students ",".","0540211","201415"
"ELA: All Students ","100","0540211","201516"
"ELA: High Needs Students ","100","0540211","201516"
"Math: All Students ","100","0540211","201516"
"Math: High Needs Students ","100","0540211","201516"
"Science: All Students ","100","0540211","201516"
"Science: High Needs Students ","100","0540211","201516"
"ELA Performance index: All Students ","100.0","0540311","201415"
"EL Performance indexA: High Needs Students ",".","0540311","201415"
"Math Performance index: All Students ","100.0","0540311","201415"
"Math Performance index: High Needs Students ",".","0540311","201415"
"Science Performance index: All Students ","100.0","0540311","201415"
"Science Performance index: High Needs Students ",".","0540311","201415"
"ELA: All Students ","100.0","0540311","201516"
"ELA: High Needs Students ",".","0540311","201516"
"Math: All Students ","100.0","0540311","201516"
"Math: High Needs Students ",".","0540311","201516"
"Science: All Students ","100.0","0540311","201516"
"Science: High Needs Students ",".","0540311","201516"
"ELA Performance index: All Students ","100.0","0540411","201415"
"EL Performance indexA: High Needs Students ",".","0540411","201415"
"Math Performance index: All Students ","100.0","0540411","201415"
"Math Performance index: High Needs Students ",".","0540411","201415"
"Science Performance index: All Students ","100.0","0540411","201415"
"Science Performance index: High Needs Students ",".","0540411","201415"
"ELA: All Students ","99.6","0540411","201516"
"ELA: High Needs Students ","100.0","0540411","201516"
"Math: All Students ","99.6","0540411","201516"
"Math: High Needs Students ","100.0","0540411","201516"
"Science: All Students ","100.0","0540411","201516"
"Science: High Needs Students ",".","0540411","201516"
"ELA Performance index: All Students ","100.0","0540611","201415"
"EL Performance indexA: High Needs Students ","100.0","0540611","201415"
"Math Performance index: All Students ","100.0","0540611","201415"
"Math Performance index: High Needs Students ","100.0","0540611","201415"
"Science Performance index: All Students ","100.0","0540611","201415"
"Science Performance index: High Needs Students ",".","0540611","201415"
"ELA: All Students ","100.0","0540611","201516"
"ELA: High Needs Students ","100.0","0540611","201516"
"Math: All Students ","100.0","0540611","201516"
"Math: High Needs Students ","100.0","0540611","201516"
"Science: All Students ","100.0","0540611","201516"
"Science: High Needs Students ",".","0540611","201516"
"ELA Performance index: All Students ","100","0540711","201415"
"EL Performance indexA: High Needs Students ","100","0540711","201415"
"Math Performance index: All Students ","100","0540711","201415"
"Math Performance index: High Needs Students ","100","0540711","201415"
"Science Performance index: All Students ","100","0540711","201415"
"Science Performance index: High Needs Students ","100","0540711","201415"
"ELA: All Students ","100","0540711","201516"
"ELA: High Needs Students ","100","0540711","201516"
"Math: All Students ","100","0540711","201516"
"Math: High Needs Students ","100","0540711","201516"
"Science: All Students ","100","0540711","201516"
"Science: High Needs Students ","100","0540711","201516"
"ELA Performance index: All Students ","99.6","0540811","201415"
"EL Performance indexA: High Needs Students ","99.0","0540811","201415"
"Math Performance index: All Students ","99.4","0540811","201415"
"Math Performance index: High Needs Students ","99.0","0540811","201415"
"Science Performance index: All Students ",".","0540811","201415"
"Science Performance index: High Needs Students ",".","0540811","201415"
"ELA: All Students ","99.8","0540811","201516"
"ELA: High Needs Students ","100.0","0540811","201516"
"Math: All Students ","99.8","0540811","201516"
"Math: High Needs Students ","100.0","0540811","201516"
"Science: All Students ",".","0540811","201516"
"Science: High Needs Students ",".","0540811","201516"
"ELA Performance index: All Students ","98.9","0540911","201415"
"EL Performance indexA: High Needs Students ","96.2","0540911","201415"
"Math Performance index: All Students ","97.9","0540911","201415"
"Math Performance index: High Needs Students ","96.2","0540911","201415"
"Science Performance index: All Students ","100.0","0540911","201415"
"Science Performance index: High Needs Students ",".","0540911","201415"
"ELA: All Students ","98.9","0540911","201516"
"ELA: High Needs Students ","96.4","0540911","201516"
"Math: All Students ","98.6","0540911","201516"
"Math: High Needs Students ","96.4","0540911","201516"
"Science: All Students ","99","0540911","201516"
"Science: High Needs Students ","100","0540911","201516"
"ELA Performance index: All Students ","99.7","0545211","201415"
"EL Performance indexA: High Needs Students ","99.4","0545211","201415"
"Math Performance index: All Students ","99.7","0545211","201415"
"Math Performance index: High Needs Students ","99.5","0545211","201415"
"Science Performance index: All Students ","100","0545211","201415"
"Science Performance index: High Needs Students ","100","0545211","201415"
"ELA: All Students ","99.7","0545211","201516"
"ELA: High Needs Students ","99.5","0545211","201516"
"Math: All Students ","99.7","0545211","201516"
"Math: High Needs Students ","99.5","0545211","201516"
"Science: All Students ","100","0545211","201516"
"Science: High Needs Students ","100","0545211","201516"
"ELA: All Students ","96.3","0546111","201415"
"ELA: High Needs Students ","94.9","0546111","201415"
"Math: All Students ","96.3","0546111","201415"
"Math: High Needs Students ","93.9","0546111","201415"
"Science: All Students ","100","0546111","201415"
"Science: High Needs Students ","100","0546111","201415"
"ELA: All Students ","98.4","0546111","201516"
"ELA: High Needs Students ","94.9","0546111","201516"
"Math: All Students ","98.4","0546111","201516"
"Math: High Needs Students ","94.9","0546111","201516"
"Science: All Students ","99.4","0546111","201516"
"Science: High Needs Students ","100","0546111","201516"
"ELA Performance index: All Students ",".","0560111","201415"
"EL Performance indexA: High Needs Students ",".","0560111","201415"
"Math Performance index: All Students ",".","0560111","201415"
"Math Performance index: High Needs Students ",".","0560111","201415"
"Science Performance index: All Students ",".","0560111","201415"
"Science Performance index: High Needs Students ",".","0560111","201415"
"ELA: All Students ",".","0560111","201516"
"ELA: High Needs Students ",".","0560111","201516"
"Math: All Students ",".","0560111","201516"
"Math: High Needs Students ",".","0560111","201516"
"Science: All Students ",".","0560111","201516"
"Science: High Needs Students ",".","0560111","201516"
"ELA Performance index: All Students ","98.9","0560311","201415"
"EL Performance indexA: High Needs Students ","98.4","0560311","201415"
"Math Performance index: All Students ","98.9","0560311","201415"
"Math Performance index: High Needs Students ","98.4","0560311","201415"
"Science Performance index: All Students ","100.0","0560311","201415"
"Science Performance index: High Needs Students ",".","0560311","201415"
"ELA: All Students ","99.6","0560311","201516"
"ELA: High Needs Students ","100","0560311","201516"
"Math: All Students ","99.6","0560311","201516"
"Math: High Needs Students ","100","0560311","201516"
"Science: All Students ","100","0560311","201516"
"Science: High Needs Students ","100","0560311","201516"
"ELA Performance index: All Students ","99.6","0560411","201415"
"EL Performance indexA: High Needs Students ","100.0","0560411","201415"
"Math Performance index: All Students ","99.6","0560411","201415"
"Math Performance index: High Needs Students ","100.0","0560411","201415"
"Science Performance index: All Students ","100.0","0560411","201415"
"Science Performance index: High Needs Students ",".","0560411","201415"
"ELA: All Students ","98.9","0560411","201516"
"ELA: High Needs Students ","98.5","0560411","201516"
"Math: All Students ","98.9","0560411","201516"
"Math: High Needs Students ","98.5","0560411","201516"
"Science: All Students ","100.0","0560411","201516"
"Science: High Needs Students ",".","0560411","201516"
"ELA Performance index: All Students ","94.5","0565111","201415"
"EL Performance indexA: High Needs Students ","94.6","0565111","201415"
"Math Performance index: All Students ","94.8","0565111","201415"
"Math Performance index: High Needs Students ","94.6","0565111","201415"
"Science Performance index: All Students ","100","0565111","201415"
"Science Performance index: High Needs Students ","100","0565111","201415"
"ELA: All Students ","98.4","0565111","201516"
"ELA: High Needs Students ","100","0565111","201516"
"Math: All Students ","98.4","0565111","201516"
"Math: High Needs Students ","100","0565111","201516"
"Science: All Students ","98.7","0565111","201516"
"Science: High Needs Students ","96.8","0565111","201516"
"ELA: All Students ","74.2","0566111","201415"
"ELA: High Needs Students ","82.8","0566111","201415"
"Math: All Students ","71.1","0566111","201415"
"Math: High Needs Students ","72.4","0566111","201415"
"Science: All Students ","98.7","0566111","201415"
"Science: High Needs Students ","97.2","0566111","201415"
"ELA: All Students ","97.4","0566111","201516"
"ELA: High Needs Students ","91.9","0566111","201516"
"Math: All Students ","97.4","0566111","201516"
"Math: High Needs Students ","91.9","0566111","201516"
"Science: All Students ","98.8","0566111","201516"
"Science: High Needs Students ","100","0566111","201516"
"ELA Performance index: All Students ","100.0","0570211","201415"
"EL Performance indexA: High Needs Students ","100.0","0570211","201415"
"Math Performance index: All Students ","100.0","0570211","201415"
"Math Performance index: High Needs Students ","100.0","0570211","201415"
"Science Performance index: All Students ","100.0","0570211","201415"
"Science Performance index: High Needs Students ",".","0570211","201415"
"ELA: All Students ","99.6","0570211","201516"
"ELA: High Needs Students ","100.0","0570211","201516"
"Math: All Students ","99.6","0570211","201516"
"Math: High Needs Students ","100.0","0570211","201516"
"Science: All Students ","100.0","0570211","201516"
"Science: High Needs Students ",".","0570211","201516"
"ELA Performance index: All Students ","100","0570311","201415"
"EL Performance indexA: High Needs Students ","100","0570311","201415"
"Math Performance index: All Students ","100","0570311","201415"
"Math Performance index: High Needs Students ","100","0570311","201415"
"Science Performance index: All Students ","97.1","0570311","201415"
"Science Performance index: High Needs Students ","96.8","0570311","201415"
"ELA: All Students ","100","0570311","201516"
"ELA: High Needs Students ","100","0570311","201516"
"Math: All Students ","100","0570311","201516"
"Math: High Needs Students ","100","0570311","201516"
"Science: All Students ","96.4","0570311","201516"
"Science: High Needs Students ","93.5","0570311","201516"
"ELA Performance index: All Students ","99.5","0570411","201415"
"EL Performance indexA: High Needs Students ","100.0","0570411","201415"
"Math Performance index: All Students ","100.0","0570411","201415"
"Math Performance index: High Needs Students ","100.0","0570411","201415"
"Science Performance index: All Students ","100.0","0570411","201415"
"Science Performance index: High Needs Students ",".","0570411","201415"
"ELA: All Students ","99.6","0570411","201516"
"ELA: High Needs Students ","100.0","0570411","201516"
"Math: All Students ","99.6","0570411","201516"
"Math: High Needs Students ","100.0","0570411","201516"
"Science: All Students ","100.0","0570411","201516"
"Science: High Needs Students ",".","0570411","201516"
"ELA Performance index: All Students ","99.4","0570511","201415"
"EL Performance indexA: High Needs Students ","99.1","0570511","201415"
"Math Performance index: All Students ","100","0570511","201415"
"Math Performance index: High Needs Students ","100","0570511","201415"
"Science Performance index: All Students ","100","0570511","201415"
"Science Performance index: High Needs Students ","100","0570511","201415"
"ELA: All Students ","100","0570511","201516"
"ELA: High Needs Students ","100","0570511","201516"
"Math: All Students ","100","0570511","201516"
"Math: High Needs Students ","100","0570511","201516"
"Science: All Students ","100","0570511","201516"
"Science: High Needs Students ","100","0570511","201516"
"ELA Performance index: All Students ","99.2","0570611","201415"
"EL Performance indexA: High Needs Students ","98.9","0570611","201415"
"Math Performance index: All Students ","99.2","0570611","201415"
"Math Performance index: High Needs Students ","98.9","0570611","201415"
"Science Performance index: All Students ","100","0570611","201415"
"Science Performance index: High Needs Students ","100","0570611","201415"
"ELA: All Students ","100","0570611","201516"
"ELA: High Needs Students ","100","0570611","201516"
"Math: All Students ","100","0570611","201516"
"Math: High Needs Students ","100","0570611","201516"
"Science: All Students ","100","0570611","201516"
"Science: High Needs Students ","100","0570611","201516"
"ELA Performance index: All Students ","100.0","0570711","201415"
"EL Performance indexA: High Needs Students ","100.0","0570711","201415"
"Math Performance index: All Students ","100.0","0570711","201415"
"Math Performance index: High Needs Students ","100.0","0570711","201415"
"Science Performance index: All Students ","98.8","0570711","201415"
"Science Performance index: High Needs Students ",".","0570711","201415"
"ELA: All Students ","100","0570711","201516"
"ELA: High Needs Students ","100","0570711","201516"
"Math: All Students ","100","0570711","201516"
"Math: High Needs Students ","100","0570711","201516"
"Science: All Students ","100","0570711","201516"
"Science: High Needs Students ","100","0570711","201516"
"ELA Performance index: All Students ","100.0","0570811","201415"
"EL Performance indexA: High Needs Students ","100.0","0570811","201415"
"Math Performance index: All Students ","100.0","0570811","201415"
"Math Performance index: High Needs Students ","100.0","0570811","201415"
"Science Performance index: All Students ","100.0","0570811","201415"
"Science Performance index: High Needs Students ",".","0570811","201415"
"ELA: All Students ","99.4","0570811","201516"
"ELA: High Needs Students ","96.2","0570811","201516"
"Math: All Students ","99.4","0570811","201516"
"Math: High Needs Students ","96.2","0570811","201516"
"Science: All Students ","98.3","0570811","201516"
"Science: High Needs Students ",".","0570811","201516"
"ELA Performance index: All Students ","100.0","0570911","201415"
"EL Performance indexA: High Needs Students ","100.0","0570911","201415"
"Math Performance index: All Students ","100.0","0570911","201415"
"Math Performance index: High Needs Students ","100.0","0570911","201415"
"Science Performance index: All Students ","100.0","0570911","201415"
"Science Performance index: High Needs Students ",".","0570911","201415"
"ELA: All Students ","100.0","0570911","201516"
"ELA: High Needs Students ","100.0","0570911","201516"
"Math: All Students ","100.0","0570911","201516"
"Math: High Needs Students ","100.0","0570911","201516"
"Science: All Students ","100.0","0570911","201516"
"Science: High Needs Students ",".","0570911","201516"
"ELA Performance index: All Students ","100.0","0571011","201415"
"EL Performance indexA: High Needs Students ","100.0","0571011","201415"
"Math Performance index: All Students ","100.0","0571011","201415"
"Math Performance index: High Needs Students ","100.0","0571011","201415"
"Science Performance index: All Students ","100.0","0571011","201415"
"Science Performance index: High Needs Students ",".","0571011","201415"
"ELA: All Students ","100.0","0571011","201516"
"ELA: High Needs Students ","100.0","0571011","201516"
"Math: All Students ","100.0","0571011","201516"
"Math: High Needs Students ","100.0","0571011","201516"
"Science: All Students ","100.0","0571011","201516"
"Science: High Needs Students ",".","0571011","201516"
"ELA Performance index: All Students ","100.0","0571111","201415"
"EL Performance indexA: High Needs Students ",".","0571111","201415"
"Math Performance index: All Students ","100.0","0571111","201415"
"Math Performance index: High Needs Students ",".","0571111","201415"
"Science Performance index: All Students ","100.0","0571111","201415"
"Science Performance index: High Needs Students ",".","0571111","201415"
"ELA: All Students ","98.0","0571111","201516"
"ELA: High Needs Students ",".","0571111","201516"
"Math: All Students ","98.0","0571111","201516"
"Math: High Needs Students ",".","0571111","201516"
"Science: All Students ","97.0","0571111","201516"
"Science: High Needs Students ",".","0571111","201516"
"ELA Performance index: All Students ","99.5","0571311","201415"
"EL Performance indexA: High Needs Students ","100.0","0571311","201415"
"Math Performance index: All Students ","99.5","0571311","201415"
"Math Performance index: High Needs Students ","100.0","0571311","201415"
"Science Performance index: All Students ","100.0","0571311","201415"
"Science Performance index: High Needs Students ",".","0571311","201415"
"ELA: All Students ","100.0","0571311","201516"
"ELA: High Needs Students ","100.0","0571311","201516"
"Math: All Students ","100.0","0571311","201516"
"Math: High Needs Students ","100.0","0571311","201516"
"Science: All Students ","100.0","0571311","201516"
"Science: High Needs Students ",".","0571311","201516"
"ELA Performance index: All Students ","99.5","0575111","201415"
"EL Performance indexA: High Needs Students ","98.4","0575111","201415"
"Math Performance index: All Students ","99.7","0575111","201415"
"Math Performance index: High Needs Students ","99.2","0575111","201415"
"Science Performance index: All Students ","99.5","0575111","201415"
"Science Performance index: High Needs Students ","100","0575111","201415"
"ELA: All Students ","98.9","0575111","201516"
"ELA: High Needs Students ","99.3","0575111","201516"
"Math: All Students ","98.9","0575111","201516"
"Math: High Needs Students ","99.3","0575111","201516"
"Science: All Students ","100","0575111","201516"
"Science: High Needs Students ","100","0575111","201516"
"ELA Performance index: All Students ","100","0575211","201415"
"EL Performance indexA: High Needs Students ","100","0575211","201415"
"Math Performance index: All Students ","99.9","0575211","201415"
"Math Performance index: High Needs Students ","100","0575211","201415"
"Science Performance index: All Students ","100","0575211","201415"
"Science Performance index: High Needs Students ","100","0575211","201415"
"ELA: All Students ","99.9","0575211","201516"
"ELA: High Needs Students ","100","0575211","201516"
"Math: All Students ","99.8","0575211","201516"
"Math: High Needs Students ","99.3","0575211","201516"
"Science: All Students ","100","0575211","201516"
"Science: High Needs Students ","100","0575211","201516"
"ELA Performance index: All Students ","100","0575311","201415"
"EL Performance indexA: High Needs Students ","100","0575311","201415"
"Math Performance index: All Students ","100","0575311","201415"
"Math Performance index: High Needs Students ","100","0575311","201415"
"Science Performance index: All Students ","100","0575311","201415"
"Science Performance index: High Needs Students ","100","0575311","201415"
"ELA: All Students ","99.8","0575311","201516"
"ELA: High Needs Students ","100","0575311","201516"
"Math: All Students ","99.8","0575311","201516"
"Math: High Needs Students ","100","0575311","201516"
"Science: All Students ","98.9","0575311","201516"
"Science: High Needs Students ","98.8","0575311","201516"
"ELA: All Students ","98","0576111","201415"
"ELA: High Needs Students ","96.7","0576111","201415"
"Math: All Students ","98","0576111","201415"
"Math: High Needs Students ","96.7","0576111","201415"
"Science: All Students ","100","0576111","201415"
"Science: High Needs Students ","100","0576111","201415"
"ELA: All Students ","95.9","0576111","201516"
"ELA: High Needs Students ","92.1","0576111","201516"
"Math: All Students ","95.9","0576111","201516"
"Math: High Needs Students ","92.1","0576111","201516"
"Science: All Students ","99.5","0576111","201516"
"Science: High Needs Students ","99.4","0576111","201516"
"ELA: All Students ",".","0580111","201415"
"ELA: High Needs Students ",".","0580111","201415"
"Math: All Students ",".","0580111","201415"
"Math: High Needs Students ",".","0580111","201415"
"Science: All Students ",".","0580111","201415"
"Science: High Needs Students ",".","0580111","201415"
"ELA: All Students ",".","0580111","201516"
"ELA: High Needs Students ",".","0580111","201516"
"Math: All Students ",".","0580111","201516"
"Math: High Needs Students ",".","0580111","201516"
"Science: All Students ",".","0580111","201516"
"Science: High Needs Students ",".","0580111","201516"
"ELA Performance index: All Students ","99.6","0580311","201415"
"EL Performance indexA: High Needs Students ","100.0","0580311","201415"
"Math Performance index: All Students ","99.2","0580311","201415"
"Math Performance index: High Needs Students ","99.1","0580311","201415"
"Science Performance index: All Students ",".","0580311","201415"
"Science Performance index: High Needs Students ",".","0580311","201415"
"ELA: All Students ","99.0","0580311","201516"
"ELA: High Needs Students ","99.2","0580311","201516"
"Math: All Students ","99.0","0580311","201516"
"Math: High Needs Students ","99.2","0580311","201516"
"Science: All Students ",".","0580311","201516"
"Science: High Needs Students ",".","0580311","201516"
"ELA Performance index: All Students ","98.7","0585111","201415"
"EL Performance indexA: High Needs Students ","98.1","0585111","201415"
"Math Performance index: All Students ","98.4","0585111","201415"
"Math Performance index: High Needs Students ","97.4","0585111","201415"
"Science Performance index: All Students ","100","0585111","201415"
"Science Performance index: High Needs Students ","100","0585111","201415"
"ELA: All Students ","99.1","0585111","201516"
"ELA: High Needs Students ","98.1","0585111","201516"
"Math: All Students ","99.3","0585111","201516"
"Math: High Needs Students ","98.5","0585111","201516"
"Science: All Students ","99.2","0585111","201516"
"Science: High Needs Students ","98.4","0585111","201516"
"ELA: All Students ","97.8","0586211","201415"
"ELA: High Needs Students ","95.9","0586211","201415"
"Math: All Students ","97.1","0586211","201415"
"Math: High Needs Students ","93.9","0586211","201415"
"Science: All Students ","97.9","0586211","201415"
"Science: High Needs Students ","96.5","0586211","201415"
"ELA: All Students ","93.2","0586211","201516"
"ELA: High Needs Students ","82.7","0586211","201516"
"Math: All Students ","93.2","0586211","201516"
"Math: High Needs Students ","82.7","0586211","201516"
"Science: All Students ","99.3","0586211","201516"
"Science: High Needs Students ","98.4","0586211","201516"
"ELA Performance index: All Students ","98.7","0590111","201415"
"EL Performance indexA: High Needs Students ","98.4","0590111","201415"
"Math Performance index: All Students ","98.7","0590111","201415"
"Math Performance index: High Needs Students ","98.5","0590111","201415"
"Science Performance index: All Students ","100","0590111","201415"
"Science Performance index: High Needs Students ","100","0590111","201415"
"ELA: All Students ","98.5","0590111","201516"
"ELA: High Needs Students ","98.2","0590111","201516"
"Math: All Students ","98.5","0590111","201516"
"Math: High Needs Students ","98.2","0590111","201516"
"Science: All Students ","100.0","0590111","201516"
"Science: High Needs Students ",".","0590111","201516"
"ELA Performance index: All Students ","98.8","0590311","201415"
"EL Performance indexA: High Needs Students ","99.2","0590311","201415"
"Math Performance index: All Students ","98.8","0590311","201415"
"Math Performance index: High Needs Students ","99.2","0590311","201415"
"Science Performance index: All Students ","100","0590311","201415"
"Science Performance index: High Needs Students ","100","0590311","201415"
"ELA: All Students ","100","0590311","201516"
"ELA: High Needs Students ","100","0590311","201516"
"Math: All Students ","100","0590311","201516"
"Math: High Needs Students ","100","0590311","201516"
"Science: All Students ","100","0590311","201516"
"Science: High Needs Students ","100","0590311","201516"
"ELA Performance index: All Students ","99.2","0591211","201415"
"EL Performance indexA: High Needs Students ","98.5","0591211","201415"
"Math Performance index: All Students ","100","0591211","201415"
"Math Performance index: High Needs Students ","100","0591211","201415"
"Science Performance index: All Students ","100","0591211","201415"
"Science Performance index: High Needs Students ","100","0591211","201415"
"ELA: All Students ","100","0591211","201516"
"ELA: High Needs Students ","100","0591211","201516"
"Math: All Students ","100","0591211","201516"
"Math: High Needs Students ","100","0591211","201516"
"Science: All Students ","97.4","0591211","201516"
"Science: High Needs Students ","96","0591211","201516"
"ELA Performance index: All Students ","100","0591711","201415"
"EL Performance indexA: High Needs Students ","100","0591711","201415"
"Math Performance index: All Students ","100","0591711","201415"
"Math Performance index: High Needs Students ","100","0591711","201415"
"Science Performance index: All Students ","100","0591711","201415"
"Science Performance index: High Needs Students ","100","0591711","201415"
"ELA: All Students ","99.2","0591711","201516"
"ELA: High Needs Students ","98.8","0591711","201516"
"Math: All Students ","99.2","0591711","201516"
"Math: High Needs Students ","98.8","0591711","201516"
"Science: All Students ","100","0591711","201516"
"Science: High Needs Students ","100","0591711","201516"
"ELA Performance index: All Students ","97.6","0591811","201415"
"EL Performance indexA: High Needs Students ","97.2","0591811","201415"
"Math Performance index: All Students ","97.6","0591811","201415"
"Math Performance index: High Needs Students ","97.2","0591811","201415"
"Science Performance index: All Students ","97.2","0591811","201415"
"Science Performance index: High Needs Students ",".","0591811","201415"
"ELA: All Students ","100.0","0591811","201516"
"ELA: High Needs Students ","100.0","0591811","201516"
"Math: All Students ","100.0","0591811","201516"
"Math: High Needs Students ","100.0","0591811","201516"
"Science: All Students ","100.0","0591811","201516"
"Science: High Needs Students ",".","0591811","201516"
"ELA Performance index: All Students ","99","0591911","201415"
"EL Performance indexA: High Needs Students ","100","0591911","201415"
"Math Performance index: All Students ","100","0591911","201415"
"Math Performance index: High Needs Students ","100","0591911","201415"
"Science Performance index: All Students ","100","0591911","201415"
"Science Performance index: High Needs Students ","100","0591911","201415"
"ELA: All Students ","100","0591911","201516"
"ELA: High Needs Students ","100","0591911","201516"
"Math: All Students ","100","0591911","201516"
"Math: High Needs Students ","100","0591911","201516"
"Science: All Students ","100","0591911","201516"
"Science: High Needs Students ","100","0591911","201516"
"ELA Performance index: All Students ","99.4","0592011","201415"
"EL Performance indexA: High Needs Students ","99.2","0592011","201415"
"Math Performance index: All Students ","98.8","0592011","201415"
"Math Performance index: High Needs Students ","98.4","0592011","201415"
"Science Performance index: All Students ","100","0592011","201415"
"Science Performance index: High Needs Students ","100","0592011","201415"
"ELA: All Students ","100","0592011","201516"
"ELA: High Needs Students ","100","0592011","201516"
"Math: All Students ","100","0592011","201516"
"Math: High Needs Students ","100","0592011","201516"
"Science: All Students ","100","0592011","201516"
"Science: High Needs Students ","100","0592011","201516"
"ELA Performance index: All Students ","99.2","0595211","201415"
"EL Performance indexA: High Needs Students ","98.8","0595211","201415"
"Math Performance index: All Students ","99.4","0595211","201415"
"Math Performance index: High Needs Students ","99.1","0595211","201415"
"Science Performance index: All Students ","99.4","0595211","201415"
"Science Performance index: High Needs Students ","99.1","0595211","201415"
"ELA: All Students ","99.1","0595211","201516"
"ELA: High Needs Students ","98.9","0595211","201516"
"Math: All Students ","99.1","0595211","201516"
"Math: High Needs Students ","98.9","0595211","201516"
"Science: All Students ","99.3","0595211","201516"
"Science: High Needs Students ","98.8","0595211","201516"
"ELA Performance index: All Students ","99.6","0595311","201415"
"EL Performance indexA: High Needs Students ","99.4","0595311","201415"
"Math Performance index: All Students ","99.4","0595311","201415"
"Math Performance index: High Needs Students ","98.9","0595311","201415"
"Science Performance index: All Students ","100","0595311","201415"
"Science Performance index: High Needs Students ","100","0595311","201415"
"ELA: All Students ","99","0595311","201516"
"ELA: High Needs Students ","97.7","0595311","201516"
"Math: All Students ","99","0595311","201516"
"Math: High Needs Students ","97.7","0595311","201516"
"Science: All Students ","100","0595311","201516"
"Science: High Needs Students ","100","0595311","201516"
"ELA: All Students ","43.6","0596111","201415"
"ELA: High Needs Students ","49.5","0596111","201415"
"Math: All Students ","41.4","0596111","201415"
"Math: High Needs Students ","48.2","0596111","201415"
"Science: All Students ","99.3","0596111","201415"
"Science: High Needs Students ","99.1","0596111","201415"
"ELA: All Students ","94.8","0596111","201516"
"ELA: High Needs Students ","92.8","0596111","201516"
"Math: All Students ","94.8","0596111","201516"
"Math: High Needs Students ","92.8","0596111","201516"
"Science: All Students ","93.4","0596111","201516"
"Science: High Needs Students ","87.5","0596111","201516"
"ELA Performance index: All Students ","100.0","0600211","201415"
"EL Performance indexA: High Needs Students ",".","0600211","201415"
"Math Performance index: All Students ","100.0","0600211","201415"
"Math Performance index: High Needs Students ",".","0600211","201415"
"Science Performance index: All Students ",".","0600211","201415"
"Science Performance index: High Needs Students ",".","0600211","201415"
"ELA: All Students ","100.0","0600211","201516"
"ELA: High Needs Students ","100.0","0600211","201516"
"Math: All Students ","100.0","0600211","201516"
"Math: High Needs Students ","100.0","0600211","201516"
"Science: All Students ",".","0600211","201516"
"Science: High Needs Students ",".","0600211","201516"
"ELA Performance index: All Students ","100.0","0600311","201415"
"EL Performance indexA: High Needs Students ","100.0","0600311","201415"
"Math Performance index: All Students ","100.0","0600311","201415"
"Math Performance index: High Needs Students ","100.0","0600311","201415"
"Science Performance index: All Students ",".","0600311","201415"
"Science Performance index: High Needs Students ",".","0600311","201415"
"ELA: All Students ","100.0","0600311","201516"
