,district,school,category,type,2010-11,2011-12,2012-13,2013-14,2014-15,school_code,check_sch_col,check_dist_col
5986,New Britain School District,Chamberlain Elementary School,General Education - Teachers and Instructors,Certified,25.8,25.1,25.6,27.6,27.5,,,
5987,New Britain School District,Chamberlain Elementary School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,,,
5988,New Britain School District,Chamberlain Elementary School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,7.5,10.0,11.0,8.5,8.0,,,
5989,New Britain School District,Chamberlain Elementary School,School Nurses,Non-Certified,1,2.0,2.0,1.0,1.0,,,
5990,New Britain School District,Chamberlain Elementary School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,8,10.0,11.0,6.0,6.0,,,
5991,New Britain School District,Chamberlain Elementary School,Special Education - Teachers and Instructors,Certified,9,9.0,10.0,9.0,7.0,,,
5992,New Britain School District,Chamberlain Elementary School,Instructional Specialists Who Support Teachers,Certified,1,1.0,2.0,1.7,0.5,,,
5993,New Britain School District,Chamberlain Elementary School,Library/Media - Specialists (Certified),Certified,0.6,0.6,0.9,0.8,1.0,,,
5994,New Britain School District,Frank J. DiLoreto School,Administrators  Coordinators and Department Chairs - School Level,Certified,2,3.0,3.0,3.0,3.0,0891111,Frank J. DiLoreto School,New Britain School District
5995,New Britain School District,Frank J. DiLoreto School,Counselors  Social Workers  and School Psychologists,Certified,2.2,2.2,2.2,2.6,2.5,0891111,Frank J. DiLoreto School,New Britain School District
5996,New Britain School District,Frank J. DiLoreto School,General Education - Paraprofessional Instructional Assistants,Non-Certified,10,8.0,12.0,8.0,6.0,0891111,Frank J. DiLoreto School,New Britain School District
5997,New Britain School District,Frank J. DiLoreto School,General Education - Teachers and Instructors,Certified,46.5,47.8,47.0,49.8,48.4,0891111,Frank J. DiLoreto School,New Britain School District
5998,New Britain School District,Frank J. DiLoreto School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,0891111,Frank J. DiLoreto School,New Britain School District
5999,New Britain School District,Frank J. DiLoreto School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,16,19.0,22.0,10.0,11.0,0891111,Frank J. DiLoreto School,New Britain School District
6000,New Britain School District,Frank J. DiLoreto School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0891111,Frank J. DiLoreto School,New Britain School District
6001,New Britain School District,Frank J. DiLoreto School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0,0.0,0.0,0.0,1.0,0891111,Frank J. DiLoreto School,New Britain School District
6002,New Britain School District,Frank J. DiLoreto School,Special Education - Teachers and Instructors,Certified,3.8,3.8,3.8,3.0,1.0,0891111,Frank J. DiLoreto School,New Britain School District
6003,New Britain School District,Frank J. DiLoreto School,Instructional Specialists Who Support Teachers,Certified,0.8,0.8,0.8,0.8,1.0,0891111,Frank J. DiLoreto School,New Britain School District
6004,New Britain School District,Frank J. DiLoreto School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0891111,Frank J. DiLoreto School,New Britain School District
6005,New Britain School District,Gaffney School,Administrators  Coordinators and Department Chairs - School Level,Certified,1,1.0,1.0,2.0,2.0,0890511,Gaffney School,New Britain School District
6006,New Britain School District,Gaffney School,Counselors  Social Workers  and School Psychologists,Certified,3.5,3.5,3.5,4.0,4.0,0890511,Gaffney School,New Britain School District
6007,New Britain School District,Gaffney School,General Education - Paraprofessional Instructional Assistants,Non-Certified,15,16.0,19.0,14.0,18.0,0890511,Gaffney School,New Britain School District
6008,New Britain School District,Gaffney School,General Education - Teachers and Instructors,Certified,21.5,21.9,23.4,27.1,29.6,0890511,Gaffney School,New Britain School District
6009,New Britain School District,Gaffney School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,0890511,Gaffney School,New Britain School District
6010,New Britain School District,Gaffney School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,8,8.5,11.0,7.0,9.0,0890511,Gaffney School,New Britain School District
6011,New Britain School District,Gaffney School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0890511,Gaffney School,New Britain School District
6012,New Britain School District,Gaffney School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,31,36.0,35.0,21.0,20.0,0890511,Gaffney School,New Britain School District
6013,New Britain School District,Gaffney School,Special Education - Teachers and Instructors,Certified,13,13.0,13.0,12.0,11.0,0890511,Gaffney School,New Britain School District
6014,New Britain School District,Gaffney School,Instructional Specialists Who Support Teachers,Certified,4,4.9,5.0,3.3,4.0,0890511,Gaffney School,New Britain School District
6015,New Britain School District,Gaffney School,Library/Media - Specialists (Certified),Certified,0.4,0.4,0.6,0.0,0.1,0890511,Gaffney School,New Britain School District
6016,New Britain School District,Holmes School,Administrators  Coordinators and Department Chairs - School Level,Certified,1,1.0,1.0,1.0,1.0,0890611,Holmes School,New Britain School District
6017,New Britain School District,Holmes School,Counselors  Social Workers  and School Psychologists,Certified,2,2.0,2.0,3.0,3.0,0890611,Holmes School,New Britain School District
6018,New Britain School District,Holmes School,General Education - Paraprofessional Instructional Assistants,Non-Certified,4,5.0,7.0,6.0,8.0,0890611,Holmes School,New Britain School District
6019,New Britain School District,Holmes School,General Education - Teachers and Instructors,Certified,25.4,25.2,25.8,31.0,29.4,0890611,Holmes School,New Britain School District
6020,New Britain School District,Holmes School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,0890611,Holmes School,New Britain School District
6021,New Britain School District,Holmes School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,7,10.0,12.0,8.0,9.0,0890611,Holmes School,New Britain School District
6022,New Britain School District,Holmes School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0890611,Holmes School,New Britain School District
6023,New Britain School District,Holmes School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,5,4.0,6.0,5.0,4.0,0890611,Holmes School,New Britain School District
6024,New Britain School District,Holmes School,Special Education - Teachers and Instructors,Certified,3,4.0,4.0,3.6,2.0,0890611,Holmes School,New Britain School District
6025,New Britain School District,Holmes School,Instructional Specialists Who Support Teachers,Certified,2.4,2.4,2.4,0.4,1.0,0890611,Holmes School,New Britain School District
6026,New Britain School District,Holmes School,Library/Media - Specialists (Certified),Certified,0.6,0.6,0.4,1.2,0.0,0890611,Holmes School,New Britain School District
6027,New Britain School District,House of Arts Letters and Science (HALS) Academy,Administrators  Coordinators and Department Chairs - School Level,Certified,0.5,0.5,1.0,1.0,2.0,,,
6028,New Britain School District,House of Arts Letters and Science (HALS) Academy,Counselors  Social Workers  and School Psychologists,Certified,0.4,0.5,0.4,0.4,0.5,,,
6029,New Britain School District,House of Arts Letters and Science (HALS) Academy,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,0.0,0.0,0.0,0.0,,,
6030,New Britain School District,House of Arts Letters and Science (HALS) Academy,General Education - Teachers and Instructors,Certified,8.2,6.9,7.1,8.3,6.6,,,
6031,New Britain School District,House of Arts Letters and Science (HALS) Academy,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,,,
6032,New Britain School District,House of Arts Letters and Science (HALS) Academy,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,2,2.0,2.0,0.0,2.0,,,
6033,New Britain School District,House of Arts Letters and Science (HALS) Academy,School Nurses,Non-Certified,1,1.0,1.0,0.0,1.0,,,
6034,New Britain School District,House of Arts Letters and Science (HALS) Academy,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0,0.0,0.0,0.0,0.0,,,
6035,New Britain School District,House of Arts Letters and Science (HALS) Academy,Instructional Specialists Who Support Teachers,Certified,0,0.1,0.0,0.0,0.0,,,
6036,New Britain School District,House of Arts Letters and Science (HALS) Academy,Library/Media - Specialists (Certified),Certified,0,0.0,0.2,0.8,0.9,,,
6037,New Britain School District,Jefferson School,Administrators  Coordinators and Department Chairs - School Level,Certified,1,1.0,1.0,1.0,1.0,0890711,Jefferson School,New Britain School District
6038,New Britain School District,Jefferson School,Counselors  Social Workers  and School Psychologists,Certified,1.5,1.5,1.5,1.5,2.0,0890711,Jefferson School,New Britain School District
6039,New Britain School District,Jefferson School,General Education - Paraprofessional Instructional Assistants,Non-Certified,2,2.0,4.0,1.0,1.0,0890711,Jefferson School,New Britain School District
6040,New Britain School District,Jefferson School,General Education - Teachers and Instructors,Certified,21,22.6,23.0,23.3,26.5,0890711,Jefferson School,New Britain School District
6041,New Britain School District,Jefferson School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,0890711,Jefferson School,New Britain School District
6042,New Britain School District,Jefferson School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,9,9.0,11.0,6.0,8.5,0890711,Jefferson School,New Britain School District
6043,New Britain School District,Jefferson School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0890711,Jefferson School,New Britain School District
6044,New Britain School District,Jefferson School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,8,9.0,9.0,3.0,6.0,0890711,Jefferson School,New Britain School District
6045,New Britain School District,Jefferson School,Special Education - Teachers and Instructors,Certified,4,4.0,4.0,3.0,3.0,0890711,Jefferson School,New Britain School District
6046,New Britain School District,Jefferson School,Instructional Specialists Who Support Teachers,Certified,1.8,1.8,1.8,0.8,2.0,0890711,Jefferson School,New Britain School District
6047,New Britain School District,Jefferson School,Library/Media - Specialists (Certified),Certified,0.3,0.3,0.0,0.4,0.0,0890711,Jefferson School,New Britain School District
6048,New Britain School District,Lincoln School,Administrators  Coordinators and Department Chairs - School Level,Certified,1,1.0,2.0,2.0,2.0,0890811,Lincoln School,New Britain School District
6049,New Britain School District,Lincoln School,Counselors  Social Workers  and School Psychologists,Certified,2,1.0,2.0,2.0,2.0,0890811,Lincoln School,New Britain School District
6050,New Britain School District,Lincoln School,General Education - Paraprofessional Instructional Assistants,Non-Certified,7,8.0,11.0,8.0,6.0,0890811,Lincoln School,New Britain School District
