,district,school,category,type,2010-11,2011-12,2012-13,2013-14,2014-15,school_code,check_sch_col,check_dist_col
8814,Rocky Hill School District,Albert D. Griswold Middle School,Instructional Specialists Who Support Teachers,Certified,2,2.0,2.0,2.0,2.1,1195111,Albert D. Griswold Middle School,Rocky Hill School District
8815,Rocky Hill School District,Albert D. Griswold Middle School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,1195111,Albert D. Griswold Middle School,Rocky Hill School District
8816,Rocky Hill School District,Dr. Oran A. Moser School,Administrators  Coordinators and Department Chairs - School Level,Certified,0.4,0.0,0.0,0.0,0.0,,,
8817,Rocky Hill School District,Dr. Oran A. Moser School,Counselors  Social Workers  and School Psychologists,Certified,0.3,0.0,0.0,0.0,0.0,,,
8818,Rocky Hill School District,Dr. Oran A. Moser School,General Education - Paraprofessional Instructional Assistants,Non-Certified,2,0.0,0.0,0.0,0.0,,,
8819,Rocky Hill School District,Dr. Oran A. Moser School,General Education - Teachers and Instructors,Certified,6.6,0.0,0.0,0.0,0.0,,,
8820,Rocky Hill School District,Dr. Oran A. Moser School,Library/Media - Support Staff,Non-Certified,0.1,0.0,0.0,0.0,0.0,,,
8821,Rocky Hill School District,Dr. Oran A. Moser School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,3.2,0.0,0.0,0.0,0.0,,,
8822,Rocky Hill School District,Dr. Oran A. Moser School,School Nurses,Non-Certified,1,0.0,0.0,0.0,0.0,,,
8823,Rocky Hill School District,Dr. Oran A. Moser School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1,0.0,0.0,0.0,0.0,,,
8824,Rocky Hill School District,Dr. Oran A. Moser School,Special Education - Teachers and Instructors,Certified,1,0.0,0.0,0.0,0.0,,,
8825,Rocky Hill School District,Dr. Oran A. Moser School,Library/Media - Specialists (Certified),Certified,0.2,0.0,0.0,0.0,0.0,,,
8826,Rocky Hill School District,Myrtle H. Stevens School,Administrators  Coordinators and Department Chairs - School Level,Certified,0.6,1.0,1.0,1.0,1.0,1190411,Myrtle H. Stevens School,Rocky Hill School District
8827,Rocky Hill School District,Myrtle H. Stevens School,Counselors  Social Workers  and School Psychologists,Certified,1.7,2.0,1.5,2.0,2.0,1190411,Myrtle H. Stevens School,Rocky Hill School District
8828,Rocky Hill School District,Myrtle H. Stevens School,General Education - Paraprofessional Instructional Assistants,Non-Certified,6.8,7.6,8.2,8.3,9.8,1190411,Myrtle H. Stevens School,Rocky Hill School District
8829,Rocky Hill School District,Myrtle H. Stevens School,General Education - Teachers and Instructors,Certified,29.4,32.9,34.9,32.0,34.5,1190411,Myrtle H. Stevens School,Rocky Hill School District
8830,Rocky Hill School District,Myrtle H. Stevens School,Library/Media - Support Staff,Non-Certified,1,1.0,1.0,1.0,1.0,1190411,Myrtle H. Stevens School,Rocky Hill School District
8831,Rocky Hill School District,Myrtle H. Stevens School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,7.6,9.1,9.1,10.0,9.6,1190411,Myrtle H. Stevens School,Rocky Hill School District
8832,Rocky Hill School District,Myrtle H. Stevens School,School Nurses,Non-Certified,2,2.0,2.0,2.0,1.0,1190411,Myrtle H. Stevens School,Rocky Hill School District
8833,Rocky Hill School District,Myrtle H. Stevens School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,18.5,16.3,16.2,11.0,8.7,1190411,Myrtle H. Stevens School,Rocky Hill School District
8834,Rocky Hill School District,Myrtle H. Stevens School,Special Education - Teachers and Instructors,Certified,5.5,6.5,6.5,5.5,5.0,1190411,Myrtle H. Stevens School,Rocky Hill School District
8835,Rocky Hill School District,Myrtle H. Stevens School,Instructional Specialists Who Support Teachers,Certified,2.9,1.9,4.0,4.0,2.0,1190411,Myrtle H. Stevens School,Rocky Hill School District
8836,Rocky Hill School District,Myrtle H. Stevens School,Library/Media - Specialists (Certified),Certified,0.8,1.0,1.0,1.0,1.0,1190411,Myrtle H. Stevens School,Rocky Hill School District
8837,Rocky Hill School District,Rocky Hill High School,Administrators  Coordinators and Department Chairs - School Level,Certified,3,3.0,2.0,3.0,3.0,1196111,Rocky Hill High School,Rocky Hill School District
8838,Rocky Hill School District,Rocky Hill High School,Counselors  Social Workers  and School Psychologists,Certified,5.5,5.5,5.5,5.5,5.5,1196111,Rocky Hill High School,Rocky Hill School District
8839,Rocky Hill School District,Rocky Hill High School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1.6,3.6,3.0,5.0,5.0,1196111,Rocky Hill High School,Rocky Hill School District
8840,Rocky Hill School District,Rocky Hill High School,General Education - Teachers and Instructors,Certified,54.5,53.1,53.8,54.1,55.3,1196111,Rocky Hill High School,Rocky Hill School District
8841,Rocky Hill School District,Rocky Hill High School,Library/Media - Support Staff,Non-Certified,1,1.0,1.0,1.0,1.0,1196111,Rocky Hill High School,Rocky Hill School District
8842,Rocky Hill School District,Rocky Hill High School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,25.2,23.7,24.2,24.2,24.7,1196111,Rocky Hill High School,Rocky Hill School District
8843,Rocky Hill School District,Rocky Hill High School,School Nurses,Non-Certified,1,1.0,1.0,1.0,2.0,1196111,Rocky Hill High School,Rocky Hill School District
8844,Rocky Hill School District,Rocky Hill High School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,8.5,9.5,9.5,9.3,9.2,1196111,Rocky Hill High School,Rocky Hill School District
8845,Rocky Hill School District,Rocky Hill High School,Special Education - Teachers and Instructors,Certified,6.5,6.5,6.5,6.0,6.0,1196111,Rocky Hill High School,Rocky Hill School District
8846,Rocky Hill School District,Rocky Hill High School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,1196111,Rocky Hill High School,Rocky Hill School District
8847,Rocky Hill School District,West Hill School,Administrators  Coordinators and Department Chairs - School Level,Certified,1,1.0,1.0,1.0,1.2,1190511,West Hill School,Rocky Hill School District
8848,Rocky Hill School District,West Hill School,Counselors  Social Workers  and School Psychologists,Certified,2,2.0,2.0,2.0,2.0,1190511,West Hill School,Rocky Hill School District
8849,Rocky Hill School District,West Hill School,General Education - Paraprofessional Instructional Assistants,Non-Certified,6.6,6.9,6.9,6.9,11.0,1190511,West Hill School,Rocky Hill School District
8850,Rocky Hill School District,West Hill School,General Education - Teachers and Instructors,Certified,35,34.5,33.5,33.5,36.0,1190511,West Hill School,Rocky Hill School District
8851,Rocky Hill School District,West Hill School,Library/Media - Support Staff,Non-Certified,1,1.0,1.0,1.0,1.0,1190511,West Hill School,Rocky Hill School District
8852,Rocky Hill School District,West Hill School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,10.1,10.6,11.1,9.4,10.4,1190511,West Hill School,Rocky Hill School District
8853,Rocky Hill School District,West Hill School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,1190511,West Hill School,Rocky Hill School District
8854,Rocky Hill School District,West Hill School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,6.5,5.5,6.0,13.3,16.8,1190511,West Hill School,Rocky Hill School District
8855,Rocky Hill School District,West Hill School,Special Education - Teachers and Instructors,Certified,3.5,3.5,3.5,5.3,6.5,1190511,West Hill School,Rocky Hill School District
8856,Rocky Hill School District,West Hill School,Instructional Specialists Who Support Teachers,Certified,2,2.0,1.0,2.5,4.5,1190511,West Hill School,Rocky Hill School District
8857,Rocky Hill School District,West Hill School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,1190511,West Hill School,Rocky Hill School District
8858,Salem School District,Salem Elementary School,Administrators  Coordinators and Department Chairs - School Level,Certified,2.3,2.0,2.3,2.3,0.0,1210111,Salem Elementary School,Salem School District
8859,Salem School District,Salem Elementary School,Counselors  Social Workers  and School Psychologists,Certified,2.7,2.7,2.3,2.2,2.0,1210111,Salem Elementary School,Salem School District
8860,Salem School District,Salem Elementary School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0.6,1.2,9.0,7.5,7.7,1210111,Salem Elementary School,Salem School District
8861,Salem School District,Salem Elementary School,General Education - Teachers and Instructors,Certified,34.5,33.6,32.0,29.5,25.0,1210111,Salem Elementary School,Salem School District
8862,Salem School District,Salem Elementary School,Library/Media - Support Staff,Non-Certified,1,1.0,1.0,1.0,1.0,1210111,Salem Elementary School,Salem School District
8863,Salem School District,Salem Elementary School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,13.5,14.5,15.5,13.5,13.5,1210111,Salem Elementary School,Salem School District
8864,Salem School District,Salem Elementary School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,1210111,Salem Elementary School,Salem School District
8865,Salem School District,Salem Elementary School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,8,6.2,9.5,8.2,8.4,1210111,Salem Elementary School,Salem School District
8866,Salem School District,Salem Elementary School,Special Education - Teachers and Instructors,Certified,4.2,5.0,4.4,5.0,5.0,1210111,Salem Elementary School,Salem School District
8867,Salem School District,Salem Elementary School,Instructional Specialists Who Support Teachers,Certified,3.2,3.2,2.9,2.5,2.0,1210111,Salem Elementary School,Salem School District
8868,Salem School District,Salem Elementary School,Library/Media - Specialists (Certified),Certified,0.5,0.0,0.7,0.7,0.6,1210111,Salem Elementary School,Salem School District
8869,Salisbury School District,Salisbury Central School,Administrators  Coordinators and Department Chairs - School Level,Certified,1,1.0,1.0,1.0,1.0,1220111,Salisbury Central School,Salisbury School District
8870,Salisbury School District,Salisbury Central School,Counselors  Social Workers  and School Psychologists,Certified,2,2.0,2.0,2.0,2.0,1220111,Salisbury Central School,Salisbury School District
8871,Salisbury School District,Salisbury Central School,General Education - Paraprofessional Instructional Assistants,Non-Certified,3.8,3.0,3.0,3.8,3.0,1220111,Salisbury Central School,Salisbury School District
8872,Salisbury School District,Salisbury Central School,General Education - Teachers and Instructors,Certified,31.2,32.6,30.6,32.6,31.2,1220111,Salisbury Central School,Salisbury School District
8873,Salisbury School District,Salisbury Central School,Library/Media - Support Staff,Non-Certified,0.9,0.9,0.9,0.9,0.9,1220111,Salisbury Central School,Salisbury School District
8874,Salisbury School District,Salisbury Central School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,9,9.0,9.0,9.0,9.0,1220111,Salisbury Central School,Salisbury School District
8875,Salisbury School District,Salisbury Central School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,1220111,Salisbury Central School,Salisbury School District
8876,Salisbury School District,Salisbury Central School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,5.9,5.3,5.3,6.4,5.4,1220111,Salisbury Central School,Salisbury School District
8877,Salisbury School District,Salisbury Central School,Special Education - Teachers and Instructors,Certified,2,2.0,2.0,2.0,2.0,1220111,Salisbury Central School,Salisbury School District
8878,Salisbury School District,Salisbury Central School,Instructional Specialists Who Support Teachers,Certified,0.8,0.8,0.0,0.0,0.8,1220111,Salisbury Central School,Salisbury School District
8879,Salisbury School District,Salisbury Central School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,1220111,Salisbury Central School,Salisbury School District
8880,Scotland School District,Scotland Elementary School,Administrators  Coordinators and Department Chairs - School Level,Certified,0.5,0.5,0.0,1.4,1.0,1230111,Scotland Elementary School,Scotland School District
8881,Scotland School District,Scotland Elementary School,Counselors  Social Workers  and School Psychologists,Certified,1,0.9,0.9,1.0,1.0,1230111,Scotland Elementary School,Scotland School District
8882,Scotland School District,Scotland Elementary School,General Education - Paraprofessional Instructional Assistants,Non-Certified,4.2,3.7,3.5,3.0,3.0,1230111,Scotland Elementary School,Scotland School District
8883,Scotland School District,Scotland Elementary School,General Education - Teachers and Instructors,Certified,11.6,11.6,11.6,10.8,12.1,1230111,Scotland Elementary School,Scotland School District
8884,Scotland School District,Scotland Elementary School,Library/Media - Support Staff,Non-Certified,2,2.0,1.6,1.6,1.6,1230111,Scotland Elementary School,Scotland School District
8885,Scotland School District,Scotland Elementary School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,10.3,10.2,9.9,10.2,10.2,1230111,Scotland Elementary School,Scotland School District
8886,Scotland School District,Scotland Elementary School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,1230111,Scotland Elementary School,Scotland School District
8887,Scotland School District,Scotland Elementary School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,9.5,9.0,7.7,7.4,7.4,1230111,Scotland Elementary School,Scotland School District
8888,Scotland School District,Scotland Elementary School,Special Education - Teachers and Instructors,Certified,2.9,3.0,3.0,3.0,2.0,1230111,Scotland Elementary School,Scotland School District
8889,Scotland School District,Scotland Elementary School,Instructional Specialists Who Support Teachers,Certified,1,1.0,1.0,1.8,1.0,1230111,Scotland Elementary School,Scotland School District
8890,Seymour School District,Anna L. Lopresti School,Administrators  Coordinators and Department Chairs - School Level,Certified,1,0.0,0.0,0.0,0.0,1240311,Anna L. Lopresti School,Seymour School District
8891,Seymour School District,Anna L. Lopresti School,Counselors  Social Workers  and School Psychologists,Certified,1.5,1.5,0.0,0.0,0.0,1240311,Anna L. Lopresti School,Seymour School District
8892,Seymour School District,Anna L. Lopresti School,General Education - Paraprofessional Instructional Assistants,Non-Certified,6.5,5.0,0.0,0.0,0.0,1240311,Anna L. Lopresti School,Seymour School District
8893,Seymour School District,Anna L. Lopresti School,General Education - Teachers and Instructors,Certified,18.3,19.0,0.0,0.0,0.0,1240311,Anna L. Lopresti School,Seymour School District
8894,Seymour School District,Anna L. Lopresti School,Library/Media - Support Staff,Non-Certified,0.6,0.6,0.0,0.0,0.0,1240311,Anna L. Lopresti School,Seymour School District
8895,Seymour School District,Anna L. Lopresti School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,8.2,8.2,0.0,0.0,0.0,1240311,Anna L. Lopresti School,Seymour School District
8896,Seymour School District,Anna L. Lopresti School,School Nurses,Non-Certified,1,1.0,0.0,0.0,0.0,1240311,Anna L. Lopresti School,Seymour School District
8897,Seymour School District,Anna L. Lopresti School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,4,4.0,0.0,0.0,0.0,1240311,Anna L. Lopresti School,Seymour School District
8898,Seymour School District,Anna L. Lopresti School,Special Education - Teachers and Instructors,Certified,3,2.5,0.0,0.0,0.0,1240311,Anna L. Lopresti School,Seymour School District
8899,Seymour School District,Anna L. Lopresti School,Instructional Specialists Who Support Teachers,Certified,1.9,2.0,0.0,0.0,0.0,1240311,Anna L. Lopresti School,Seymour School District
8900,Seymour School District,Anna L. Lopresti School,Library/Media - Specialists (Certified),Certified,0.5,0.5,0.0,0.0,0.0,1240311,Anna L. Lopresti School,Seymour School District
8901,Seymour School District,Bungay School,Administrators  Coordinators and Department Chairs - School Level,Certified,3,3.0,4.0,3.0,2.0,1240111,Bungay School,Seymour School District
8902,Seymour School District,Bungay School,Counselors  Social Workers  and School Psychologists,Certified,1.6,2.0,2.0,2.0,2.0,1240111,Bungay School,Seymour School District
8903,Seymour School District,Bungay School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1.8,1.8,1.8,1.8,2.0,1240111,Bungay School,Seymour School District
8904,Seymour School District,Bungay School,General Education - Teachers and Instructors,Certified,28,29.0,30.5,26.0,31.0,1240111,Bungay School,Seymour School District
8905,Seymour School District,Bungay School,Library/Media - Support Staff,Non-Certified,0.4,0.4,0.4,0.4,0.4,1240111,Bungay School,Seymour School District
8906,Seymour School District,Bungay School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,11.8,11.8,11.8,11.8,13.6,1240111,Bungay School,Seymour School District
8907,Seymour School District,Bungay School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,1240111,Bungay School,Seymour School District
8908,Seymour School District,Bungay School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,8,8.0,5.0,5.0,5.0,1240111,Bungay School,Seymour School District
8909,Seymour School District,Bungay School,Special Education - Teachers and Instructors,Certified,4.5,4.0,2.0,3.0,2.5,1240111,Bungay School,Seymour School District
8910,Seymour School District,Bungay School,Instructional Specialists Who Support Teachers,Certified,2,2.5,1.5,1.9,2.0,1240111,Bungay School,Seymour School District
8911,Seymour School District,Bungay School,Library/Media - Specialists (Certified),Certified,1,1.0,0.0,1.0,1.0,1240111,Bungay School,Seymour School District
8912,Seymour School District,Paul E. Chatfield School,Administrators  Coordinators and Department Chairs - School Level,Certified,3.5,2.0,2.0,0.0,0.0,,,
8913,Seymour School District,Paul E. Chatfield School,Counselors  Social Workers  and School Psychologists,Certified,1.5,1.5,1.0,0.0,0.0,,,
8914,Seymour School District,Paul E. Chatfield School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0.9,3.4,7.0,0.0,0.0,,,
8915,Seymour School District,Paul E. Chatfield School,General Education - Teachers and Instructors,Certified,13.8,15.0,30.5,0.0,0.0,,,
8916,Seymour School District,Paul E. Chatfield School,Library/Media - Support Staff,Non-Certified,0.4,0.4,0.4,0.0,0.0,,,
8917,Seymour School District,Paul E. Chatfield School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,7.2,7.2,16.1,0.0,0.0,,,
8918,Seymour School District,Paul E. Chatfield School,School Nurses,Non-Certified,1,1.0,1.0,0.0,0.0,,,
8919,Seymour School District,Paul E. Chatfield School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,7,7.0,10.0,0.0,0.0,,,
8920,Seymour School District,Paul E. Chatfield School,Special Education - Teachers and Instructors,Certified,4.5,4.5,6.0,0.0,0.0,,,
8921,Seymour School District,Paul E. Chatfield School,Instructional Specialists Who Support Teachers,Certified,3.1,2.5,3.4,0.0,0.0,,,
8922,Seymour School District,Paul E. Chatfield School,Library/Media - Specialists (Certified),Certified,0.5,0.5,1.0,0.0,0.0,,,
8923,Seymour School District,Seymour High School,Administrators  Coordinators and Department Chairs - School Level,Certified,3,3.0,3.0,3.0,3.0,1246111,Seymour High School,Seymour School District
8924,Seymour School District,Seymour High School,Counselors  Social Workers  and School Psychologists,Certified,6,6.0,6.0,6.0,6.5,1246111,Seymour High School,Seymour School District
8925,Seymour School District,Seymour High School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1,1.0,1.0,1.0,0.0,1246111,Seymour High School,Seymour School District
8926,Seymour School District,Seymour High School,General Education - Teachers and Instructors,Certified,41.8,43.8,43.0,44.0,43.0,1246111,Seymour High School,Seymour School District
8927,Seymour School District,Seymour High School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,1246111,Seymour High School,Seymour School District
8928,Seymour School District,Seymour High School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,21.7,21.7,22.7,22.7,20.3,1246111,Seymour High School,Seymour School District
8929,Seymour School District,Seymour High School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,1246111,Seymour High School,Seymour School District
8930,Seymour School District,Seymour High School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,6,6.0,6.0,6.0,7.0,1246111,Seymour High School,Seymour School District
8931,Seymour School District,Seymour High School,Special Education - Teachers and Instructors,Certified,5,4.0,4.0,3.0,4.0,1246111,Seymour High School,Seymour School District
8932,Seymour School District,Seymour High School,Instructional Specialists Who Support Teachers,Certified,0.5,0.5,0.5,0.5,0.5,1246111,Seymour High School,Seymour School District
8933,Seymour School District,Seymour High School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,1246111,Seymour High School,Seymour School District
8934,Seymour School District,Seymour Middle School,Administrators  Coordinators and Department Chairs - School Level,Certified,2,3.0,3.0,2.0,2.0,1245111,Seymour Middle School,Seymour School District
8935,Seymour School District,Seymour Middle School,Counselors  Social Workers  and School Psychologists,Certified,3.4,3.6,4.0,4.0,4.0,1245111,Seymour Middle School,Seymour School District
8936,Seymour School District,Seymour Middle School,General Education - Paraprofessional Instructional Assistants,Non-Certified,6.5,5.0,7.0,6.0,5.0,1245111,Seymour Middle School,Seymour School District
8937,Seymour School District,Seymour Middle School,General Education - Teachers and Instructors,Certified,34,35.5,36.5,37.5,39.0,1245111,Seymour Middle School,Seymour School District
8938,Seymour School District,Seymour Middle School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,1.0,1245111,Seymour Middle School,Seymour School District
8939,Seymour School District,Seymour Middle School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,18.2,22.2,20.7,22.7,20.7,1245111,Seymour Middle School,Seymour School District
8940,Seymour School District,Seymour Middle School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,1245111,Seymour Middle School,Seymour School District
8941,Seymour School District,Seymour Middle School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,5,4.0,6.0,6.0,5.0,1245111,Seymour Middle School,Seymour School District
8942,Seymour School District,Seymour Middle School,Special Education - Teachers and Instructors,Certified,4,5.0,6.0,6.0,6.0,1245111,Seymour Middle School,Seymour School District
8943,Seymour School District,Seymour Middle School,Instructional Specialists Who Support Teachers,Certified,1.5,1.5,0.6,0.6,0.6,1245111,Seymour Middle School,Seymour School District
8944,Seymour School District,Seymour Middle School,Library/Media - Specialists (Certified),Certified,1,1.0,0.0,1.0,0.0,1245111,Seymour Middle School,Seymour School District
8945,Seymour School District,Chatfield-LoPresti School,Administrators  Coordinators and Department Chairs - School Level,Certified,0,0.0,0.0,2.0,3.0,1240211,Chatfield-LoPresti School,Seymour School District
8946,Seymour School District,Chatfield-LoPresti School,Counselors  Social Workers  and School Psychologists,Certified,0,0.0,0.0,2.5,2.5,1240211,Chatfield-LoPresti School,Seymour School District
8947,Seymour School District,Chatfield-LoPresti School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,0.0,0.0,4.0,6.0,1240211,Chatfield-LoPresti School,Seymour School District
8948,Seymour School District,Chatfield-LoPresti School,General Education - Teachers and Instructors,Certified,0,0.0,0.0,31.0,34.0,1240211,Chatfield-LoPresti School,Seymour School District
8949,Seymour School District,Chatfield-LoPresti School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,1240211,Chatfield-LoPresti School,Seymour School District
8950,Seymour School District,Chatfield-LoPresti School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0,0.0,0.0,18.7,17.1,1240211,Chatfield-LoPresti School,Seymour School District
8951,Seymour School District,Chatfield-LoPresti School,School Nurses,Non-Certified,0,0.0,0.0,1.0,1.0,1240211,Chatfield-LoPresti School,Seymour School District
8952,Seymour School District,Chatfield-LoPresti School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0,0.0,0.0,14.0,15.0,1240211,Chatfield-LoPresti School,Seymour School District
8953,Seymour School District,Chatfield-LoPresti School,Special Education - Teachers and Instructors,Certified,0,0.0,0.0,6.0,6.0,1240211,Chatfield-LoPresti School,Seymour School District
8954,Seymour School District,Chatfield-LoPresti School,Instructional Specialists Who Support Teachers,Certified,0,0.0,0.0,3.0,3.9,1240211,Chatfield-LoPresti School,Seymour School District
8955,Seymour School District,Chatfield-LoPresti School,Library/Media - Specialists (Certified),Certified,0,0.0,0.0,1.0,1.0,1240211,Chatfield-LoPresti School,Seymour School District
8956,Sharon School District,Sharon Center School,Administrators  Coordinators and Department Chairs - School Level,Certified,1,1.0,1.0,1.0,1.0,1250111,Sharon Center School,Sharon School District
8957,Sharon School District,Sharon Center School,Counselors  Social Workers  and School Psychologists,Certified,1,1.0,1.0,2.0,2.0,1250111,Sharon Center School,Sharon School District
8958,Sharon School District,Sharon Center School,General Education - Paraprofessional Instructional Assistants,Non-Certified,2,2.0,2.0,2.0,2.0,1250111,Sharon Center School,Sharon School District
8959,Sharon School District,Sharon Center School,General Education - Teachers and Instructors,Certified,22.8,21.4,22.4,19.0,21.0,1250111,Sharon Center School,Sharon School District
8960,Sharon School District,Sharon Center School,Library/Media - Support Staff,Non-Certified,1,1.0,1.0,1.0,1.0,1250111,Sharon Center School,Sharon School District
8961,Sharon School District,Sharon Center School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,8.5,8.5,8.0,8.0,8.0,1250111,Sharon Center School,Sharon School District
8962,Sharon School District,Sharon Center School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,1250111,Sharon Center School,Sharon School District
8963,Sharon School District,Sharon Center School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,7.4,7.9,6.9,7.7,9.5,1250111,Sharon Center School,Sharon School District
8964,Sharon School District,Sharon Center School,Special Education - Teachers and Instructors,Certified,3.5,3.5,3.3,3.5,3.5,1250111,Sharon Center School,Sharon School District
8965,Sharon School District,Sharon Center School,Instructional Specialists Who Support Teachers,Certified,1,1.0,1.0,1.0,1.0,1250111,Sharon Center School,Sharon School District
8966,Sharon School District,Sharon Center School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,1250111,Sharon Center School,Sharon School District
8967,Shelton School District,Mohegan School,Administrators  Coordinators and Department Chairs - School Level,Certified,1,1.0,1.0,1.0,1.0,1260911,Mohegan School,Shelton School District
8968,Shelton School District,Mohegan School,Counselors  Social Workers  and School Psychologists,Certified,1.2,1.2,1.2,1.2,0.9,1260911,Mohegan School,Shelton School District
8969,Shelton School District,Mohegan School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,5.0,4.0,3.0,3.0,1260911,Mohegan School,Shelton School District
8970,Shelton School District,Mohegan School,General Education - Teachers and Instructors,Certified,21.3,21.5,19.5,19.5,19.2,1260911,Mohegan School,Shelton School District
8971,Shelton School District,Mohegan School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,1260911,Mohegan School,Shelton School District
8972,Shelton School District,Mohegan School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,5.4,6.0,6.5,6.6,6.6,1260911,Mohegan School,Shelton School District
8973,Shelton School District,Mohegan School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,1260911,Mohegan School,Shelton School District
8974,Shelton School District,Mohegan School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,5,8.0,7.0,7.0,5.0,1260911,Mohegan School,Shelton School District
8975,Shelton School District,Mohegan School,Special Education - Teachers and Instructors,Certified,3,3.0,3.0,3.0,3.0,1260911,Mohegan School,Shelton School District
8976,Shelton School District,Mohegan School,Instructional Specialists Who Support Teachers,Certified,1,1.0,1.0,1.0,1.8,1260911,Mohegan School,Shelton School District
8977,Shelton School District,Mohegan School,Library/Media - Specialists (Certified),Certified,0.5,0.8,0.8,0.8,0.8,1260911,Mohegan School,Shelton School District
8978,Shelton School District,Booth Hill School,Administrators  Coordinators and Department Chairs - School Level,Certified,1,1.0,1.0,1.0,1.0,1261011,Booth Hill School,Shelton School District
8979,Shelton School District,Booth Hill School,Counselors  Social Workers  and School Psychologists,Certified,0.9,0.9,1.0,0.8,0.9,1261011,Booth Hill School,Shelton School District
8980,Shelton School District,Booth Hill School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,2.0,2.0,2.3,2.0,1261011,Booth Hill School,Shelton School District
8981,Shelton School District,Booth Hill School,General Education - Teachers and Instructors,Certified,16.7,18.0,17.0,14.5,17.7,1261011,Booth Hill School,Shelton School District
8982,Shelton School District,Booth Hill School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,1261011,Booth Hill School,Shelton School District
8983,Shelton School District,Booth Hill School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,5,5.6,6.5,4.6,6.6,1261011,Booth Hill School,Shelton School District
8984,Shelton School District,Booth Hill School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,1261011,Booth Hill School,Shelton School District
8985,Shelton School District,Booth Hill School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,3,4.0,4.0,3.0,5.0,1261011,Booth Hill School,Shelton School District
8986,Shelton School District,Booth Hill School,Special Education - Teachers and Instructors,Certified,3,3.0,2.0,1.0,2.5,1261011,Booth Hill School,Shelton School District
