"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"District","District Code","School","School Code","Subject","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Math",222,199,89.6,198,80,40.4,55,27.8,43,21.7,20,10.1,63,31.8
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","ELA",225,224,99.6,224,38,17.0,69,30.8,70,31.3,47,21.0,117,52.2
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","Math",225,225,100.0,225,72,32.0,83,36.9,54,24.0,16,7.1,70,31.1
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","ELA",505,492,97.4,489,54,11.0,98,20.0,161,32.9,176,36.0,337,68.9
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","Math",505,490,97.0,490,100,20.4,169,34.5,159,32.4,62,12.7,221,45.1
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","ELA",204,191,93.6,191,29,15.2,37,19.4,82,42.9,43,22.5,125,65.4
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Math",204,190,93.1,190,43,22.6,64,33.7,53,27.9,30,15.8,83,43.7
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","ELA",562,548,97.5,547,41,7.5,97,17.7,235,43.0,174,31.8,409,74.8
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","Math",562,546,97.2,546,94,17.2,170,31.1,163,29.9,119,21.8,282,51.6
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","ELA",136,135,99.3,135,"*","*",60,44.4,37,27.4,"*","*","*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Math",136,135,99.3,135,71,52.6,52,38.5,"*","*","*","*",12,8.9
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","ELA",284,230,81.0,230,79,34.3,78,33.9,66,28.7,7,3.0,73,31.7
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Math",285,237,83.2,237,124,52.3,71,30.0,31,13.1,11,4.6,42,17.7
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","ELA",61,60,98.4,60,15,25.0,16,26.7,19,31.7,10,16.7,29,48.3
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","Math",61,61,100.0,61,10,16.4,27,44.3,16,26.2,"*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","ELA",240,239,99.6,239,49,20.5,59,24.7,93,38.9,38,15.9,131,54.8
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","Math",240,240,100.0,240,41,17.1,87,36.3,71,29.6,41,17.1,112,46.7
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","ELA",203,199,98.0,199,20,10.1,56,28.1,86,43.2,37,18.6,123,61.8
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Math",203,200,98.5,199,66,33.2,54,27.1,51,25.6,28,14.1,79,39.7
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","ELA",158,151,95.6,150,49,32.7,40,26.7,36,24.0,25,16.7,61,40.7
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","Math",158,151,95.6,151,"*","*",53,35.1,47,31.1,"*","*","*","*"
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","ELA",338,325,96.2,324,54,16.7,89,27.5,146,45.1,35,10.8,181,55.9
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","Math",339,325,95.9,325,140,43.1,127,39.1,42,12.9,16,4.9,58,17.8
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Math","*","*","*","*",40,56.3,"*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","TALC","=""1420311""","ELA",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","TALC","=""1420311""","Math",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","ELA",209,168,80.4,168,55,32.7,35,20.8,60,35.7,18,10.7,78,46.4
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Math",208,170,81.7,168,30,17.9,44,26.2,68,40.5,26,15.5,94,56.0
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","ELA",575,573,99.7,573,45,7.9,88,15.4,179,31.2,261,45.5,440,76.8
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","Math",575,573,99.7,573,49,8.6,130,22.7,212,37.0,182,31.8,394,68.8
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","ELA",675,671,99.4,671,56,8.3,138,20.6,300,44.7,177,26.4,477,71.1
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","Math",675,672,99.6,672,67,10.0,207,30.8,228,33.9,170,25.3,398,59.2
"Torrington School District","=""1430011""","East School","=""1430111""","ELA",185,148,80.0,148,14,9.5,37,25.0,53,35.8,44,29.7,97,65.5
"Torrington School District","=""1430011""","East School","=""1430111""","Math",185,152,82.2,151,25,16.6,68,45.0,47,31.1,11,7.3,58,38.4
"Torrington School District","=""1430011""","Forbes School","=""1430211""","ELA",184,181,98.4,181,53,29.3,40,22.1,56,30.9,32,17.7,88,48.6
"Torrington School District","=""1430011""","Forbes School","=""1430211""","Math",185,183,98.9,183,69,37.7,68,37.2,35,19.1,11,6.0,46,25.1
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","ELA",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","Math",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","ELA",156,155,99.4,155,34,21.9,46,29.7,49,31.6,26,16.8,75,48.4
"Torrington School District","=""1430011""","Southwest School","=""1430811""","Math",156,155,99.4,155,52,33.5,64,41.3,32,20.6,7,4.5,39,25.2
"Torrington School District","=""1430011""","Torringford School","=""1430911""","ELA",327,324,99.1,323,55,17.0,74,22.9,113,35.0,81,25.1,194,60.1
"Torrington School District","=""1430011""","Torringford School","=""1430911""","Math",327,324,99.1,324,88,27.2,136,42.0,84,25.9,16,4.9,100,30.9
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","ELA",237,193,81.4,190,58,30.5,60,31.6,57,30.0,15,7.9,72,37.9
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Math",237,183,77.2,183,109,59.6,46,25.1,18,9.8,10,5.5,28,15.3
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","ELA",997,934,93.7,931,256,27.5,282,30.3,327,35.1,66,7.1,393,42.2
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","Math",997,924,92.7,923,441,47.8,295,32.0,150,16.3,37,4.0,187,20.3
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","ELA",205,201,98.0,201,47,23.4,57,28.4,59,29.4,38,18.9,97,48.3
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","Math",206,203,98.5,203,63,31.0,80,39.4,40,19.7,20,9.9,60,29.6
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","ELA",133,132,99.2,131,84,64.1,29,22.1,"*","*","*","*",18,13.7
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","Math",133,131,98.5,131,108,82.4,16,12.2,"*","*","*","*",7,5.3
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","ELA",258,255,98.8,255,25,9.8,37,14.5,87,34.1,106,41.6,193,75.7
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","Math",258,257,99.6,257,25,9.7,48,18.7,99,38.5,85,33.1,184,71.6
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","ELA",251,248,98.8,248,14,5.6,39,15.7,68,27.4,127,51.2,195,78.6
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","Math",252,248,98.4,248,17,6.9,54,21.8,82,33.1,95,38.3,177,71.4
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","ELA",306,304,99.3,304,21,6.9,33,10.9,86,28.3,164,53.9,250,82.2
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","Math",306,304,99.3,304,18,5.9,66,21.7,104,34.2,116,38.2,220,72.4
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","ELA",744,704,94.6,700,95,13.6,156,22.3,297,42.4,152,21.7,449,64.1
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","Math",744,700,94.1,699,137,19.6,204,29.2,188,26.9,170,24.3,358,51.2
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","ELA",213,213,100.0,213,9,4.2,19,8.9,56,26.3,129,60.6,185,86.9
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","Math",213,213,100.0,213,14,6.6,44,20.7,71,33.3,84,39.4,155,72.8
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","ELA",782,717,91.7,717,75,10.5,196,27.3,302,42.1,144,20.1,446,62.2
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","Math",782,718,91.8,718,136,18.9,202,28.1,162,22.6,218,30.4,380,52.9
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","ELA",279,272,97.5,272,29,10.7,50,18.4,90,33.1,103,37.9,193,71.0
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","Math",279,276,98.9,276,28,10.1,88,31.9,100,36.2,60,21.7,160,58.0
"Trumbull School District","=""1440011""","REACH","=""1440511""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","REACH","=""1440511""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","ELA",191,190,99.5,190,23,12.1,22,11.6,56,29.5,89,46.8,145,76.3
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","Math",190,189,99.5,189,19,10.1,38,20.1,60,31.7,72,38.1,132,69.8
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","ELA",531,258,48.6,258,32,12.4,38,14.7,85,32.9,103,39.9,188,72.9
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Math",531,258,48.6,258,57,22.1,55,21.3,78,30.2,68,26.4,146,56.6
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","ELA",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","Math",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","ELA",20,15,75.0,8,"*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","Math",20,12,60.0,7,"*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","ELA",35,32,91.4,31,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","Math",36,34,94.4,34,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","Union Elementary School","=""1450111""","ELA",54,54,100.0,54,"*","*",15,27.8,24,44.4,"*","*","*","*"
"Union School District","=""1450011""","Union Elementary School","=""1450111""","Math",54,54,100.0,54,9,16.7,16,29.6,18,33.3,11,20.4,29,53.7
"Vernon School District","=""1460011""","Northeast School","=""1460311""","ELA",119,119,100.0,119,26,21.8,27,22.7,40,33.6,26,21.8,66,55.5
"Vernon School District","=""1460011""","Northeast School","=""1460311""","Math",119,119,100.0,119,28,23.5,46,38.7,36,30.3,9,7.6,45,37.8
"Vernon School District","=""1460011""","Center Road School","=""1461411""","ELA",254,243,95.7,243,82,33.7,59,24.3,56,23.0,46,18.9,102,42.0
"Vernon School District","=""1460011""","Center Road School","=""1461411""","Math",254,241,94.9,241,114,47.3,71,29.5,46,19.1,10,4.1,56,23.2
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","ELA",109,107,98.2,105,29,27.6,22,21.0,33,31.4,21,20.0,54,51.4
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Math",109,106,97.2,106,32,30.2,38,35.8,30,28.3,6,5.7,36,34.0
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","ELA",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","Math",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","ELA",119,115,96.6,115,43,37.4,39,33.9,21,18.3,12,10.4,33,28.7
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Math",119,115,96.6,115,73,63.5,33,28.7,"*","*","*","*",9,7.8
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","ELA",169,163,96.4,163,15,9.2,27,16.6,63,38.7,58,35.6,121,74.2
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Math",171,165,96.5,165,65,39.4,50,30.3,38,23.0,12,7.3,50,30.3
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","ELA",153,150,98.0,150,43,28.7,48,32.0,35,23.3,24,16.0,59,39.3
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Math",153,149,97.4,149,56,37.6,60,40.3,27,18.1,6,4.0,33,22.1
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","ELA",657,642,97.7,642,192,29.9,200,31.2,197,30.7,53,8.3,250,38.9
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","Math",657,643,97.9,643,207,32.2,228,35.5,139,21.6,69,10.7,208,32.3
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","ELA",9,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Math",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","ELA",682,673,98.7,673,83,12.3,166,24.7,301,44.7,123,18.3,424,63.0
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","Math",683,672,98.4,672,159,23.7,239,35.6,165,24.6,109,16.2,274,40.8
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","ELA",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","Math",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","ELA",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","Math",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","ELA",703,677,96.3,677,154,22.7,210,31.0,240,35.5,73,10.8,313,46.2
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","Math",703,685,97.4,685,169,24.7,230,33.6,172,25.1,114,16.6,286,41.8
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","ELA",283,269,95.1,269,16,5.9,54,20.1,122,45.4,77,28.6,199,74.0
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Math",283,270,95.4,270,80,29.6,89,33.0,66,24.4,35,13.0,101,37.4
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","ELA",235,229,97.4,228,29,12.7,57,25.0,87,38.2,55,24.1,142,62.3
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Math",235,229,97.4,229,86,37.6,74,32.3,50,21.8,19,8.3,69,30.1
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","ELA",287,281,97.9,281,60,21.4,54,19.2,103,36.7,64,22.8,167,59.4
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","Math",287,282,98.3,282,65,23.0,92,32.6,79,28.0,46,16.3,125,44.3
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","ELA",361,358,99.2,358,85,23.7,95,26.5,96,26.8,82,22.9,178,49.7
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","Math",361,360,99.7,360,73,20.3,127,35.3,99,27.5,61,16.9,160,44.4
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","ELA",332,330,99.4,330,67,20.3,71,21.5,103,31.2,89,27.0,192,58.2
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","Math",333,331,99.4,331,69,20.8,113,34.1,98,29.6,51,15.4,149,45.0
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","ELA",338,336,99.4,336,55,16.4,69,20.5,114,33.9,98,29.2,212,63.1
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","Math",338,337,99.7,337,53,15.7,112,33.2,96,28.5,76,22.6,172,51.0
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","ELA",990,987,99.7,986,611,62.0,220,22.3,129,13.1,26,2.6,155,15.7
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","Math",994,991,99.7,991,719,72.6,191,19.3,68,6.9,13,1.3,81,8.2
"Waterbury School District","=""1510011""","Washington School","=""1512311""","ELA",160,160,100.0,160,67,41.9,47,29.4,41,25.6,"*","*","*","*"
"Waterbury School District","=""1510011""","Washington School","=""1512311""","Math",160,160,100.0,160,81,50.6,51,31.9,25,15.6,"*","*","*","*"
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","ELA",289,286,99.0,286,102,35.7,79,27.6,68,23.8,37,12.9,105,36.7
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","Math",289,287,99.3,287,108,37.6,96,33.4,56,19.5,27,9.4,83,28.9
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","ELA",239,207,86.6,207,129,62.3,43,20.8,"*","*","*","*",35,16.9
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","Math",239,239,100.0,239,182,76.2,45,18.8,"*","*","*","*",12,5.0
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","ELA",225,223,99.1,223,105,47.1,57,25.6,46,20.6,15,6.7,61,27.4
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","Math",224,223,99.6,223,134,60.1,61,27.4,"*","*","*","*",28,12.6
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","ELA",274,273,99.6,273,118,43.2,62,22.7,72,26.4,21,7.7,93,34.1
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","Math",274,273,99.6,273,142,52.0,75,27.5,45,16.5,11,4.0,56,20.5
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","ELA",348,297,85.3,287,148,51.6,101,35.2,"*","*","*","*",38,13.2
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Math",347,293,84.4,292,244,83.6,38,13.0,10,3.4,0,0.0,10,3.4
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","ELA",217,217,100.0,217,129,59.4,56,25.8,24,11.1,8,3.7,32,14.7
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","Math",218,218,100.0,218,141,64.7,56,25.7,"*","*","*","*",21,9.6
"Waterbury School District","=""1510011""","Duggan School","=""1511611""","ELA",282,280,99.3,279,132,47.3,73,26.2,56,20.1,18,6.5,74,26.5
"Waterbury School District","=""1510011""","Duggan School","=""1511611""","Math",282,281,99.6,281,164,58.4,82,29.2,26,9.3,9,3.2,35,12.5
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","ELA",92,74,80.4,69,61,88.4,"*","*",0,0.0,"*","*","*","*"
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","Math",92,73,79.3,73,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","ELA",263,262,99.6,262,105,40.1,80,30.5,46,17.6,31,11.8,77,29.4
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","Math",262,262,100.0,262,123,46.9,92,35.1,35,13.4,12,4.6,47,17.9
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","ELA",315,314,99.7,314,174,55.4,76,24.2,53,16.9,11,3.5,64,20.4
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","Math",315,314,99.7,314,200,63.7,88,28.0,"*","*","*","*",26,8.3
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","ELA",403,402,99.8,402,207,51.5,110,27.4,61,15.2,24,6.0,85,21.1
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","Math",404,404,100.0,404,232,57.4,123,30.4,38,9.4,11,2.7,49,12.1
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","ELA",223,202,90.6,201,131,65.2,43,21.4,"*","*","*","*",27,13.4
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","Math",224,224,100.0,224,153,68.3,53,23.7,"*","*","*","*",18,8.0
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","ELA",317,305,96.2,305,126,41.3,73,23.9,83,27.2,23,7.5,106,34.8
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Math",316,304,96.2,303,229,75.6,45,14.9,"*","*","*","*",29,9.6
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","ELA",252,252,100.0,252,64,25.4,71,28.2,71,28.2,46,18.3,117,46.4
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","Math",252,252,100.0,252,76,30.2,95,37.7,60,23.8,21,8.3,81,32.1
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","ELA",271,269,99.3,269,94,34.9,85,31.6,63,23.4,27,10.0,90,33.5
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","Math",271,269,99.3,269,137,50.9,80,29.7,46,17.1,6,2.2,52,19.3
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""","ELA",1145,1130,98.7,1129,589,52.2,304,26.9,197,17.4,39,3.5,236,20.9
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""","Math",1146,1134,99.0,1133,760,67.1,250,22.1,93,8.2,30,2.6,123,10.9
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""","ELA",991,978,98.7,978,537,54.9,265,27.1,149,15.2,27,2.8,176,18.0
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""","Math",990,983,99.3,982,754,76.8,164,16.7,50,5.1,14,1.4,64,6.5
"Waterbury School District","=""1510011""","Reed School","=""1513411""","ELA",240,240,100.0,240,98,40.8,68,28.3,56,23.3,18,7.5,74,30.8
"Waterbury School District","=""1510011""","Reed School","=""1513411""","Math",241,241,100.0,241,127,52.7,74,30.7,31,12.9,9,3.7,40,16.6
"Waterbury School District","=""1510011""","Regan School","=""1512811""","ELA",150,150,100.0,150,68,45.3,40,26.7,34,22.7,8,5.3,42,28.0
"Waterbury School District","=""1510011""","Regan School","=""1512811""","Math",150,150,100.0,150,75,50.0,46,30.7,20,13.3,9,6.0,29,19.3
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","ELA",280,280,100.0,280,30,10.7,68,24.3,97,34.6,85,30.4,182,65.0
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","Math",280,280,100.0,280,48,17.1,115,41.1,88,31.4,29,10.4,117,41.8
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","ELA",188,187,99.5,187,119,63.6,44,23.5,16,8.6,8,4.3,24,12.8
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","Math",189,188,99.5,188,133,70.7,43,22.9,"*","*","*","*",12,6.4
"Waterbury School District","=""1510011""","State Street School","=""1519011""","ELA",43,41,95.3,41,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Waterbury School District","=""1510011""","State Street School","=""1519011""","Math",43,41,95.3,41,41,100.0,0,0.0,0,0.0,0,0.0,0,0.0
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","ELA",222,222,100.0,222,176,79.3,28,12.6,"*","*","*","*",18,8.1
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","Math",222,222,100.0,222,194,87.4,21,9.5,"*","*","*","*",7,3.2
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","ELA",115,113,98.3,113,9,8.0,23,20.4,52,46.0,29,25.7,81,71.7
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Math",115,113,98.3,113,53,46.9,35,31.0,"*","*","*","*",25,22.1
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","ELA",323,323,100.0,323,49,15.2,79,24.5,150,46.4,45,13.9,195,60.4
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","Math",323,323,100.0,323,127,39.3,109,33.7,70,21.7,17,5.3,87,26.9
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","ELA",151,150,99.3,150,39,26.0,40,26.7,54,36.0,17,11.3,71,47.3
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","Math",151,151,100.0,151,63,41.7,56,37.1,26,17.2,6,4.0,32,21.2
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","ELA",304,287,94.4,283,129,45.6,94,33.2,51,18.0,9,3.2,60,21.2
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Math",304,287,94.4,285,248,87.0,30,10.5,"*","*","*","*",7,2.5
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","ELA",155,153,98.7,153,81,52.9,45,29.4,"*","*","*","*",27,17.6
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","Math",156,156,100.0,156,91,58.3,42,26.9,"*","*","*","*",23,14.7
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""","ELA",654,651,99.5,651,58,8.9,148,22.7,312,47.9,133,20.4,445,68.4
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""","Math",654,653,99.8,653,171,26.2,223,34.2,154,23.6,105,16.1,259,39.7
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","ELA",176,175,99.4,175,25,14.3,27,15.4,66,37.7,57,32.6,123,70.3
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","Math",176,176,100.0,176,22,12.5,63,35.8,60,34.1,31,17.6,91,51.7
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","ELA",190,187,98.4,187,36,19.3,36,19.3,55,29.4,60,32.1,115,61.5
