"school_code","district_code","district","school","subject","gender","total_numberwith_scored_tests","count","_","count_1","_1","count_2","_2","count_3","_3","count_4","_4","averagescore"
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1560711","1560011","West Haven School District","Blended","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1560711","1560011","West Haven School District","Blended","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1560711","1560011","West Haven School District","Blended","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1560711","1560011","West Haven School District","Blended","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1560511","1560011","West Haven School District","Blended (Molloy)","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1560511","1560011","West Haven School District","Blended (Molloy)","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1566111","1560011","West Haven School District","West Haven High School","ELA","Female","154","34","22.1","42","27.3","67","43.5","11","7.1","78","50.6","489"
"1566111","1560011","West Haven School District","West Haven High School","ELA","Male","141","48","34.0","36","25.5","51","36.2","6","4.3","57","40.4","455"
"1566111","1560011","West Haven School District","West Haven High School","Math","Female","154","36","23.4","90","58.4","*","*","*","*","28","18.2","469"
"1566111","1560011","West Haven School District","West Haven High School","Math","Male","141","63","44.7","55","39.0","*","*","*","*","23","16.3","439"
"1546111","1540011","Westbrook School District","Westbrook High School","ELA","Female","34","*","*","7","20.6","21","61.8","*","*","*","*","522"
"1546111","1540011","Westbrook School District","Westbrook High School","ELA","Male","40","*","*","8","20.0","23","57.5","*","*","*","*","513"
"1546111","1540011","Westbrook School District","Westbrook High School","Math","Female","34","*","*","18","52.9","8","23.5","*","*","*","*","479"
"1546111","1540011","Westbrook School District","Westbrook High School","Math","Male","40","*","*","16","40.0","16","40.0","*","*","*","*","498"
"1576111","1570011","Weston School District","Weston High School","ELA","Female","85","*","*","*","*","40","47.1","36","42.4","76","89.4","601"
"1576111","1570011","Weston School District","Weston High School","ELA","Male","112","*","*","*","*","50","44.6","40","35.7","90","80.4","572"
"1576111","1570011","Weston School District","Weston High School","Math","Female","85","8","9.4","14","16.5","33","38.8","30","35.3","63","74.1","587"
"1576111","1570011","Weston School District","Weston High School","Math","Male","112","17","15.2","18","16.1","36","32.1","41","36.6","77","68.8","578"
"1586111","1580011","Westport School District","Staples High School","ELA","Female","217","*","*","*","*","107","49.3","97","44.7","204","94.0","605"
"1586111","1580011","Westport School District","Staples High School","ELA","Male","214","*","*","*","*","92","43.0","95","44.4","187","87.4","591"
"1586111","1580011","Westport School District","Staples High School","Math","Female","217","11","5.1","40","18.4","94","43.3","72","33.2","166","76.5","594"
"1586111","1580011","Westport School District","Staples High School","Math","Male","214","21","9.8","33","15.4","69","32.2","91","42.5","160","74.8","605"
"1596111","1590011","Wethersfield School District","Wethersfield High School","ELA","Female","121","9","7.4","19","15.7","74","61.2","19","15.7","93","76.9","538"
"1596111","1590011","Wethersfield School District","Wethersfield High School","ELA","Male","129","24","18.6","21","16.3","71","55.0","13","10.1","84","65.1","507"
"1596111","1590011","Wethersfield School District","Wethersfield High School","Math","Female","121","17","14.0","45","37.2","47","38.8","12","9.9","59","48.8","526"
"1596111","1590011","Wethersfield School District","Wethersfield High School","Math","Male","129","23","17.8","46","35.7","48","37.2","12","9.3","60","46.5","512"
"1616111","1610011","Wilton School District","Wilton High School","ELA","Female","180","*","*","*","*","86","47.8","85","47.2","171","95.0","611"
"1616111","1610011","Wilton School District","Wilton High School","ELA","Male","147","*","*","*","*","77","52.4","57","38.8","134","91.2","597"
"1616111","1610011","Wilton School District","Wilton High School","Math","Female","180","*","*","*","*","75","41.7","60","33.3","135","75.0","594"
"1616111","1610011","Wilton School District","Wilton High School","Math","Male","146","*","*","*","*","60","41.1","54","37.0","114","78.1","600"
"1636111","1630011","Windham School District","Windham High School","ELA","Female","46","14","30.4","22","47.8","10","21.7","0","0.0","10","21.7","430"
"1636111","1630011","Windham School District","Windham High School","ELA","Male","55","33","60.0","*","*","12","21.8","*","*","*","*","435"
"1636111","1630011","Windham School District","Windham High School","Math","Female","46","34","73.9","12","26.1","0","0.0","0","0.0","0","0.0","392"
"1636111","1630011","Windham School District","Windham High School","Math","Male","55","28","50.9","16","29.1","11","20.0","0","0.0","11","20.0","425"
"1650611","1650011","Windsor Locks School District","Pine Meadow Academy","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1650611","1650011","Windsor Locks School District","Pine Meadow Academy","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1650611","1650011","Windsor Locks School District","Pine Meadow Academy","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1650611","1650011","Windsor Locks School District","Pine Meadow Academy","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","ELA","Female","30","*","*","10","33.3","12","40.0","*","*","*","*","479"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","ELA","Male","54","*","*","12","22.2","31","57.4","*","*","*","*","501"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","Math","Female","30","9","30.0","15","50.0","6","20.0","0","0.0","6","20.0","453"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","Math","Male","54","*","*","23","42.6","19","35.2","*","*","*","*","491"
"1640311","1640011","Windsor School District","Spark","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1640311","1640011","Windsor School District","Spark","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1640311","1640011","Windsor School District","Spark","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1640311","1640011","Windsor School District","Spark","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1646111","1640011","Windsor School District","Windsor High School","ELA","Female","121","12","9.9","28","23.1","66","54.5","15","12.4","81","66.9","528"
"1646111","1640011","Windsor School District","Windsor High School","ELA","Male","136","32","23.5","41","30.1","54","39.7","9","6.6","63","46.3","481"
"1646111","1640011","Windsor School District","Windsor High School","Math","Female","121","22","18.2","62","51.2","29","24.0","8","6.6","37","30.6","488"
"1646111","1640011","Windsor School District","Windsor High School","Math","Male","136","41","30.1","58","42.6","25","18.4","12","8.8","37","27.2","479"
"1660411","1660011","Wolcott School District","Phoenix Program","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1660411","1660011","Wolcott School District","Phoenix Program","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1666111","1660011","Wolcott School District","Wolcott High School","ELA","Female","90","9","10.0","14","15.6","52","57.8","15","16.7","67","74.4","536"
"1666111","1660011","Wolcott School District","Wolcott High School","ELA","Male","99","8","8.1","15","15.2","63","63.6","13","13.1","76","76.8","535"
"1666111","1660011","Wolcott School District","Wolcott High School","Math","Female","90","16","17.8","43","47.8","23","25.6","8","8.9","31","34.4","498"
"1666111","1660011","Wolcott School District","Wolcott High School","Math","Male","99","15","15.2","30","30.3","39","39.4","15","15.2","54","54.5","532"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","ELA","Female","129","6","4.7","19","14.7","86","66.7","18","14.0","104","80.6","540"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","ELA","Male","129","15","11.6","20","15.5","67","51.9","27","20.9","94","72.9","540"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","Math","Female","129","15","11.6","50","38.8","44","34.1","20","15.5","64","49.6","530"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","Math","Male","129","19","14.7","43","33.3","32","24.8","35","27.1","67","51.9","546"

