district,school,language,total_enrollment,els,school_code,check_sch_col,check_dist_col
New Canaan School District,East School,Georgian,<=5,<=5,0900411,East School,New Canaan School District
New Canaan School District,Saxe Middle School,Spanish,18,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Portuguese,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Italian,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Greek,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Albanian,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Bengali,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Bulgarian,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,French,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Hindi,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Malayalam,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Marathi,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Russian,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Slovak,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Pilipino (Filipino),<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Twi/Fante,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Ukrainian,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Urdu,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Mandarin,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,Saxe Middle School,Kiswhali,<=5,<=5,0905111,Saxe Middle School,New Canaan School District
New Canaan School District,New Canaan High School,Spanish,18,<=5,0906111,New Canaan High School,New Canaan School District
New Canaan School District,New Canaan High School,Portuguese,<=5,<=5,0906111,New Canaan High School,New Canaan School District
New Canaan School District,New Canaan High School,Italian,<=5,<=5,0906111,New Canaan High School,New Canaan School District
New Canaan School District,New Canaan High School,Polish,<=5,<=5,0906111,New Canaan High School,New Canaan School District
New Canaan School District,New Canaan High School,Albanian,<=5,<=5,0906111,New Canaan High School,New Canaan School District
New Canaan School District,New Canaan High School,Bulgarian,<=5,<=5,0906111,New Canaan High School,New Canaan School District
New Canaan School District,New Canaan High School,French,<=5,<=5,0906111,New Canaan High School,New Canaan School District
New Canaan School District,New Canaan High School,German,<=5,<=5,0906111,New Canaan High School,New Canaan School District
New Canaan School District,New Canaan High School,Hindi,<=5,<=5,0906111,New Canaan High School,New Canaan School District
New Canaan School District,New Canaan High School,Icelandic,<=5,<=5,0906111,New Canaan High School,New Canaan School District
New Canaan School District,New Canaan High School,Rumanian,<=5,<=5,0906111,New Canaan High School,New Canaan School District
New Canaan School District,New Canaan High School,Russian,7,<=5,0906111,New Canaan High School,New Canaan School District
New Canaan School District,New Canaan High School,Swedish,<=5,<=5,0906111,New Canaan High School,New Canaan School District
New Canaan School District,New Canaan High School,Pilipino (Filipino),<=5,<=5,0906111,New Canaan High School,New Canaan School District
New Canaan School District,New Canaan High School,Ukrainian,<=5,<=5,0906111,New Canaan High School,New Canaan School District
New Canaan School District,New Canaan High School,Mandarin,8,<=5,0906111,New Canaan High School,New Canaan School District
New Fairfield School District,Consolidated School,Spanish,16,7,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,Portuguese,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,Hmong,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,Italian,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,Polish,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,Greek,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,Albanian,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,Dutch,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,French,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,German,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,Kannada,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,Rumanian,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,Serbo-Croatian,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,Swedish,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,Thai,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,Ukrainian,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,Vietnamese,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Consolidated School,Mandarin,<=5,<=5,0910111,Consolidated School,New Fairfield School District
New Fairfield School District,Meeting House Hill School,Spanish,14,<=5,0910211,Meeting House Hill School,New Fairfield School District
New Fairfield School District,Meeting House Hill School,Portuguese,<=5,<=5,0910211,Meeting House Hill School,New Fairfield School District
New Fairfield School District,Meeting House Hill School,Italian,<=5,<=5,0910211,Meeting House Hill School,New Fairfield School District
New Fairfield School District,Meeting House Hill School,Greek,<=5,<=5,0910211,Meeting House Hill School,New Fairfield School District
New Fairfield School District,Meeting House Hill School,Albanian,<=5,<=5,0910211,Meeting House Hill School,New Fairfield School District
New Fairfield School District,Meeting House Hill School,Arabic,<=5,<=5,0910211,Meeting House Hill School,New Fairfield School District
New Fairfield School District,Meeting House Hill School,Dutch,<=5,<=5,0910211,Meeting House Hill School,New Fairfield School District
New Fairfield School District,Meeting House Hill School,German,<=5,<=5,0910211,Meeting House Hill School,New Fairfield School District
New Fairfield School District,Meeting House Hill School,Hindi,<=5,<=5,0910211,Meeting House Hill School,New Fairfield School District
New Fairfield School District,Meeting House Hill School,Rumanian,<=5,<=5,0910211,Meeting House Hill School,New Fairfield School District
New Fairfield School District,Meeting House Hill School,Russian,<=5,<=5,0910211,Meeting House Hill School,New Fairfield School District
New Fairfield School District,Meeting House Hill School,Swedish,<=5,<=5,0910211,Meeting House Hill School,New Fairfield School District
New Fairfield School District,Meeting House Hill School,Tamil,<=5,<=5,0910211,Meeting House Hill School,New Fairfield School District
New Fairfield School District,Meeting House Hill School,Ukrainian,<=5,<=5,0910211,Meeting House Hill School,New Fairfield School District
New Fairfield School District,Meeting House Hill School,Mandarin,<=5,<=5,0910211,Meeting House Hill School,New Fairfield School District
New Fairfield School District,New Fairfield Middle School,Spanish,6,<=5,0915211,New Fairfield Middle School,New Fairfield School District
New Fairfield School District,New Fairfield Middle School,Greek,<=5,<=5,0915211,New Fairfield Middle School,New Fairfield School District
New Fairfield School District,New Fairfield Middle School,Albanian,7,<=5,0915211,New Fairfield Middle School,New Fairfield School District
New Fairfield School District,New Fairfield Middle School,Hungarian,<=5,<=5,0915211,New Fairfield Middle School,New Fairfield School District
New Fairfield School District,New Fairfield Middle School,Mandarin,<=5,<=5,0915211,New Fairfield Middle School,New Fairfield School District
New Fairfield School District,New Fairfield High School,Spanish,<=5,<=5,0916111,New Fairfield High School,New Fairfield School District
New Fairfield School District,New Fairfield High School,Italian,<=5,<=5,0916111,New Fairfield High School,New Fairfield School District
New Fairfield School District,New Fairfield High School,Serbo-Croatian,<=5,<=5,0916111,New Fairfield High School,New Fairfield School District
New Hartford School District,Bakerville Consolidated School,Korean,<=5,<=5,0920111,Bakerville Consolidated School,New Hartford School District
New Hartford School District,New Hartford Elementary School,Vietnamese,<=5,<=5,0920211,New Hartford Elementary School,New Hartford School District
New Hartford School District,New Hartford Elementary School,Mandarin,<=5,<=5,0920211,New Hartford Elementary School,New Hartford School District
New Hartford School District,Ann Antolini School,Polish,<=5,<=5,0920311,Ann Antolini School,New Hartford School District
New Hartford School District,Ann Antolini School,German,<=5,<=5,0920311,Ann Antolini School,New Hartford School District
New Hartford School District,Ann Antolini School,Ukrainian,<=5,<=5,0920311,Ann Antolini School,New Hartford School District
New Hartford School District,Ann Antolini School,Vietnamese,<=5,<=5,0920311,Ann Antolini School,New Hartford School District
New Haven School District,Barnard Environmental Magnet School,Spanish,51,33,0930211,Barnard Environmental Magnet School,New Haven School District
New Haven School District,Barnard Environmental Magnet School,Portuguese,<=5,<=5,0930211,Barnard Environmental Magnet School,New Haven School District
New Haven School District,Barnard Environmental Magnet School,Arabic,<=5,<=5,0930211,Barnard Environmental Magnet School,New Haven School District
New Haven School District,Barnard Environmental Magnet School,Creole-Haitian,<=5,<=5,0930211,Barnard Environmental Magnet School,New Haven School District
New Haven School District,Barnard Environmental Magnet School,Turkish,<=5,<=5,0930211,Barnard Environmental Magnet School,New Haven School District
New Haven School District,Barnard Environmental Magnet School,Edo,<=5,<=5,0930211,Barnard Environmental Magnet School,New Haven School District
New Haven School District,Beecher School,Spanish,23,11,0930311,Beecher School,New Haven School District
New Haven School District,Beecher School,Arabic,9,<=5,0930311,Beecher School,New Haven School District
New Haven School District,Clinton Avenue School,Spanish,287,200,0930611,Clinton Avenue School,New Haven School District
New Haven School District,Clinton Avenue School,French,<=5,<=5,0930611,Clinton Avenue School,New Haven School District
New Haven School District,Clinton Avenue School,Mandarin,<=5,<=5,0930611,Clinton Avenue School,New Haven School District
New Haven School District,Hill Central Music Academy,Spanish,237,163,0930711,Hill Central Music Academy,New Haven School District
New Haven School District,Hill Central Music Academy,Arabic,<=5,<=5,0930711,Hill Central Music Academy,New Haven School District
New Haven School District,John S. Martinez School,Spanish,336,222,0930811,John S. Martinez School,New Haven School District
New Haven School District,John S. Martinez School,Polish,<=5,<=5,0930811,John S. Martinez School,New Haven School District
New Haven School District,Davis 21st Century Magnet Elementary School,Spanish,11,<=5,0930911,Davis 21st Century Magnet Elementary School,New Haven School District
New Haven School District,Davis 21st Century Magnet Elementary School,Portuguese,<=5,<=5,0930911,Davis 21st Century Magnet Elementary School,New Haven School District
New Haven School District,Davis 21st Century Magnet Elementary School,Arabic,<=5,<=5,0930911,Davis 21st Century Magnet Elementary School,New Haven School District
New Haven School District,Davis 21st Century Magnet Elementary School,Bengali,<=5,<=5,0930911,Davis 21st Century Magnet Elementary School,New Haven School District
New Haven School District,Davis 21st Century Magnet Elementary School,Gujarati,<=5,<=5,0930911,Davis 21st Century Magnet Elementary School,New Haven School District
New Haven School District,Davis 21st Century Magnet Elementary School,Hindi,<=5,<=5,0930911,Davis 21st Century Magnet Elementary School,New Haven School District
New Haven School District,Davis 21st Century Magnet Elementary School,Turkish,<=5,<=5,0930911,Davis 21st Century Magnet Elementary School,New Haven School District
New Haven School District,Ross/Woodward School,Spanish,101,48,0931011,Ross/Woodward School,New Haven School District
New Haven School District,Ross/Woodward School,Arabic,<=5,<=5,0931011,Ross/Woodward School,New Haven School District
New Haven School District,Ross/Woodward School,French,<=5,<=5,0931011,Ross/Woodward School,New Haven School District
New Haven School District,Ross/Woodward School,Japanese,<=5,<=5,0931011,Ross/Woodward School,New Haven School District
New Haven School District,Ross/Woodward School,Thai,<=5,<=5,0931011,Ross/Woodward School,New Haven School District
New Haven School District,Ross/Woodward School,Vietnamese,<=5,<=5,0931011,Ross/Woodward School,New Haven School District
New Haven School District,Edgewood School,Spanish,17,6,0931211,Edgewood School,New Haven School District
New Haven School District,Edgewood School,Arabic,<=5,<=5,0931211,Edgewood School,New Haven School District
New Haven School District,Edgewood School,French,<=5,<=5,0931211,Edgewood School,New Haven School District
New Haven School District,Edgewood School,Japanese,<=5,<=5,0931211,Edgewood School,New Haven School District
New Haven School District,Edgewood School,Mandarin,<=5,<=5,0931211,Edgewood School,New Haven School District
New Haven School District,John C. Daniels,Spanish,191,108,0931311,John C. Daniels,New Haven School District
New Haven School District,John C. Daniels,Arabic,<=5,<=5,0931311,John C. Daniels,New Haven School District
New Haven School District,John C. Daniels,French,<=5,<=5,0931311,John C. Daniels,New Haven School District
New Haven School District,John C. Daniels,Mandarin,<=5,<=5,0931311,John C. Daniels,New Haven School District
New Haven School District,Nathan Hale School,Spanish,88,38,0931411,Nathan Hale School,New Haven School District
New Haven School District,Nathan Hale School,Arabic,9,<=5,0931411,Nathan Hale School,New Haven School District
New Haven School District,Nathan Hale School,Gujarati,<=5,<=5,0931411,Nathan Hale School,New Haven School District
New Haven School District,Nathan Hale School,Hindi,<=5,<=5,0931411,Nathan Hale School,New Haven School District
New Haven School District,Nathan Hale School,Japanese,<=5,<=5,0931411,Nathan Hale School,New Haven School District
New Haven School District,Nathan Hale School,Turkish,<=5,<=5,0931411,Nathan Hale School,New Haven School District
New Haven School District,Nathan Hale School,Ukrainian,<=5,<=5,0931411,Nathan Hale School,New Haven School District
New Haven School District,Nathan Hale School,Vietnamese,<=5,<=5,0931411,Nathan Hale School,New Haven School District
New Haven School District,Augusta Lewis Troup School,Spanish,66,43,0931511,Augusta Lewis Troup School,New Haven School District
New Haven School District,Augusta Lewis Troup School,Albanian,<=5,<=5,0931511,Augusta Lewis Troup School,New Haven School District
New Haven School District,Augusta Lewis Troup School,Arabic,<=5,<=5,0931511,Augusta Lewis Troup School,New Haven School District
New Haven School District,Augusta Lewis Troup School,Farsi,<=5,<=5,0931511,Augusta Lewis Troup School,New Haven School District
New Haven School District,Augusta Lewis Troup School,Igbo,<=5,<=5,0931511,Augusta Lewis Troup School,New Haven School District
New Haven School District,Augusta Lewis Troup School,Mandarin,<=5,<=5,0931511,Augusta Lewis Troup School,New Haven School District
New Haven School District,Fair Haven School,Spanish,449,359,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Portuguese,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Italian,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Polish,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Arabic,31,30,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Dari,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Farsi,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,French,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,German,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Hindi,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Korean,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Hebrew,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Pashto,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Swahili,9,8,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Tigrinya,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Turkish,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Amharic,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Nepali,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Bangla,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Cantonese,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Fante,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Kinyarwanda,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Mandarin,8,7,0931611,Fair Haven School,New Haven School District
New Haven School District,Fair Haven School,Kiswhali,<=5,<=5,0931611,Fair Haven School,New Haven School District
New Haven School District,Engineering - Science University Magnet School,Spanish,35,<=5,0931711,Engineering - Science University Magnet School,New Haven School District
New Haven School District,Engineering - Science University Magnet School,Afrikaans,<=5,<=5,0931711,Engineering - Science University Magnet School,New Haven School District
New Haven School District,Engineering - Science University Magnet School,Arabic,<=5,<=5,0931711,Engineering - Science University Magnet School,New Haven School District
New Haven School District,Engineering - Science University Magnet School,French,<=5,<=5,0931711,Engineering - Science University Magnet School,New Haven School District
New Haven School District,Engineering - Science University Magnet School,Gujarati,<=5,<=5,0931711,Engineering - Science University Magnet School,New Haven School District
New Haven School District,Engineering - Science University Magnet School,Malay(Indonesian),<=5,<=5,0931711,Engineering - Science University Magnet School,New Haven School District
New Haven School District,Engineering - Science University Magnet School,Thai,<=5,<=5,0931711,Engineering - Science University Magnet School,New Haven School District
New Haven School District,Engineering - Science University Magnet School,Amharic,<=5,<=5,0931711,Engineering - Science University Magnet School,New Haven School District
New Haven School District,Engineering - Science University Magnet School,Mandarin,<=5,<=5,0931711,Engineering - Science University Magnet School,New Haven School District
New Haven School District,Benjamin Jepson Magnet School,Spanish,84,39,0931811,Benjamin Jepson Magnet School,New Haven School District
New Haven School District,Benjamin Jepson Magnet School,Polish,<=5,<=5,0931811,Benjamin Jepson Magnet School,New Haven School District
New Haven School District,Benjamin Jepson Magnet School,Rumanian,<=5,<=5,0931811,Benjamin Jepson Magnet School,New Haven School District
New Haven School District,Mauro-Sheridan Magnet School,Spanish,79,31,0931911,Mauro-Sheridan Magnet School,New Haven School District
New Haven School District,Mauro-Sheridan Magnet School,Arabic,<=5,<=5,0931911,Mauro-Sheridan Magnet School,New Haven School District
New Haven School District,Mauro-Sheridan Magnet School,Hindi,<=5,<=5,0931911,Mauro-Sheridan Magnet School,New Haven School District
New Haven School District,Mauro-Sheridan Magnet School,Russian,<=5,<=5,0931911,Mauro-Sheridan Magnet School,New Haven School District
New Haven School District,Mauro-Sheridan Magnet School,Vietnamese,<=5,<=5,0931911,Mauro-Sheridan Magnet School,New Haven School District
New Haven School District,Mauro-Sheridan Magnet School,Kru,<=5,<=5,0931911,Mauro-Sheridan Magnet School,New Haven School District
New Haven School District,Lincoln-Bassett School,Spanish,17,9,0932011,Lincoln-Bassett School,New Haven School District
New Haven School District,Lincoln-Bassett School,Khmer(Cambodian),<=5,<=5,0932011,Lincoln-Bassett School,New Haven School District
New Haven School District,Lincoln-Bassett School,Arabic,<=5,<=5,0932011,Lincoln-Bassett School,New Haven School District
New Haven School District,Lincoln-Bassett School,Tigrinya,<=5,<=5,0932011,Lincoln-Bassett School,New Haven School District
New Haven School District,Lincoln-Bassett School,Ewe,<=5,<=5,0932011,Lincoln-Bassett School,New Haven School District
New Haven School District,Lincoln-Bassett School,Mandingo,<=5,<=5,0932011,Lincoln-Bassett School,New Haven School District
New Haven School District,Katherine Brennan/Clarence Rogers School,Spanish,48,27,,,
New Haven School District,Katherine Brennan/Clarence Rogers School,Arabic,<=5,<=5,,,
New Haven School District,Katherine Brennan/Clarence Rogers School,French,<=5,<=5,,,
New Haven School District,Katherine Brennan/Clarence Rogers School,Turkish,<=5,<=5,,,
New Haven School District,New Horizons High School,Spanish,15,<=5,0932211,New Horizons High School,New Haven School District
New Haven School District,New Horizons High School,Mandarin,<=5,<=5,0932211,New Horizons High School,New Haven School District
New Haven School District,Blake Street Leadership Academy (STEP),Spanish,<=5,<=5,0932411,Blake Street Leadership Academy (STEP),New Haven School District
New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,Spanish,136,125,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,New Haven School District
New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,Arabic,<=5,<=5,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,New Haven School District
New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,Bengali,<=5,<=5,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,New Haven School District
New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,French,<=5,<=5,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,New Haven School District
New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,Cantonese,<=5,<=5,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,New Haven School District
New Haven School District,Truman School,Spanish,304,221,0932911,Truman School,New Haven School District
New Haven School District,Truman School,Albanian,<=5,<=5,0932911,Truman School,New Haven School District
New Haven School District,Truman School,Arabic,<=5,<=5,0932911,Truman School,New Haven School District
New Haven School District,Truman School,Swahili,<=5,<=5,0932911,Truman School,New Haven School District
New Haven School District,Truman School,Mandarin,<=5,<=5,0932911,Truman School,New Haven School District
New Haven School District,King/Robinson Magnet School,Spanish,16,9,0933011,King/Robinson Magnet School,New Haven School District
New Haven School District,King/Robinson Magnet School,Polish,<=5,<=5,0933011,King/Robinson Magnet School,New Haven School District
New Haven School District,King/Robinson Magnet School,Arabic,<=5,<=5,0933011,King/Robinson Magnet School,New Haven School District
New Haven School District,King/Robinson Magnet School,French,<=5,<=5,0933011,King/Robinson Magnet School,New Haven School District
New Haven School District,King/Robinson Magnet School,Hausa,<=5,<=5,0933011,King/Robinson Magnet School,New Haven School District
New Haven School District,King/Robinson Magnet School,Swahili,<=5,<=5,0933011,King/Robinson Magnet School,New Haven School District
New Haven School District,King/Robinson Magnet School,Turkish,<=5,<=5,0933011,King/Robinson Magnet School,New Haven School District
New Haven School District,Conte/West Hills Magnet School,Spanish,135,60,0933111,Conte/West Hills Magnet School,New Haven School District
New Haven School District,Conte/West Hills Magnet School,Lao,<=5,<=5,0933111,Conte/West Hills Magnet School,New Haven School District
New Haven School District,Conte/West Hills Magnet School,Arabic,<=5,<=5,0933111,Conte/West Hills Magnet School,New Haven School District
New Haven School District,Conte/West Hills Magnet School,French,<=5,<=5,0933111,Conte/West Hills Magnet School,New Haven School District
New Haven School District,Conte/West Hills Magnet School,Mandarin,<=5,<=5,0933111,Conte/West Hills Magnet School,New Haven School District
New Haven School District,Wexler/Grant Community School,Spanish,25,13,0933211,Wexler/Grant Community School,New Haven School District
New Haven School District,Wexler/Grant Community School,Polish,<=5,<=5,0933211,Wexler/Grant Community School,New Haven School District
New Haven School District,Wexler/Grant Community School,Arabic,<=5,<=5,0933211,Wexler/Grant Community School,New Haven School District
New Haven School District,Wexler/Grant Community School,Somali,<=5,<=5,0933211,Wexler/Grant Community School,New Haven School District
New Haven School District,Quinnipiac Real World Math STEM School,Spanish,99,88,0933511,Quinnipiac Real World Math STEM School,New Haven School District
New Haven School District,Quinnipiac Real World Math STEM School,Arabic,<=5,<=5,0933511,Quinnipiac Real World Math STEM School,New Haven School District
New Haven School District,Quinnipiac Real World Math STEM School,Cantonese,<=5,<=5,0933511,Quinnipiac Real World Math STEM School,New Haven School District
New Haven School District,Worthington Hooker School,Spanish,15,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Portuguese,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Italian,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Polish,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Arabic,9,8,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Bengali,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Dari,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Finnish,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,French,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,German,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Hindi,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Japanese,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Korean,13,8,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Hebrew,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Punjabi,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Russian,6,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Serbo-Croatian,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Swahili,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Telugu,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Nepali,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Cantonese,9,6,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Kazakh,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Kinyarwanda,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Mandarin,39,20,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Mongolian,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Worthington Hooker School,Persian,<=5,<=5,0933811,Worthington Hooker School,New Haven School District
New Haven School District,Christopher Columbus Academy,Spanish,329,197,,,
New Haven School District,Clemente Leadership Academy,Spanish,155,103,0934211,Clemente Leadership Academy,New Haven School District
New Haven School District,Clemente Leadership Academy,Arabic,<=5,<=5,0934211,Clemente Leadership Academy,New Haven School District
New Haven School District,Clemente Leadership Academy,Pashto,<=5,<=5,0934211,Clemente Leadership Academy,New Haven School District
New Haven School District,Clemente Leadership Academy,Vietnamese,<=5,<=5,0934211,Clemente Leadership Academy,New Haven School District
New Haven School District,Clemente Leadership Academy,Mandarin,<=5,<=5,0934211,Clemente Leadership Academy,New Haven School District
New Haven School District,Bishop Woods Executive Academy,Spanish,89,31,,,
New Haven School District,Bishop Woods Executive Academy,Lao,<=5,<=5,,,
New Haven School District,Bishop Woods Executive Academy,Italian,<=5,<=5,,,
New Haven School District,Bishop Woods Executive Academy,Arabic,<=5,<=5,,,
New Haven School District,Bishop Woods Executive Academy,French,<=5,<=5,,,
New Haven School District,Bishop Woods Executive Academy,Hindi,<=5,<=5,,,
New Haven School District,Bishop Woods Executive Academy,Korean,<=5,<=5,,,
New Haven School District,Bishop Woods Executive Academy,Turkish,<=5,<=5,,,
New Haven School District,Bishop Woods Executive Academy,Mandarin,<=5,<=5,,,
New Haven School District,Bishop Woods Executive Academy,Wolof,<=5,<=5,,,
New Haven School District,East Rock Community Magnet School,Spanish,112,52,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Portuguese,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Lao,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Polish,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Arabic,13,6,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,French,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Gujarati,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Hindi,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
