school_code,district_code,district,school,pre_kindergarten,kindergarten,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,total,year
0475411,0470011,East Windsor School District,East Windsor Middle School,0,0,0,0,0,*,96,113,88,101,0,*,0,0,400,2007-08
0476111,0470011,East Windsor School District,East Windsor High School,0,0,0,0,0,0,0,0,0,0,105,119,113,119,456,2007-08
0390111,0390011,Eastford School District,Eastford Elementary School,18,11,20,19,25,16,20,16,17,25,0,0,0,0,187,2007-08
0460111,0460011,Easton School District,Samuel Staples Elementary School,43,120,122,123,134,127,132,0,0,0,0,0,0,0,801,2007-08
0465111,0460011,Easton School District,Helen Keller Middle School,0,0,0,0,0,0,0,128,123,126,0,0,0,0,377,2007-08
2428014,2420014,EdAdvance,EdAdvance Headstart,156,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2007-08
2429014,2420014,EdAdvance,The ACCESS School at The Danuta M. Thibodeau Education Center,0,0,*,0,*,*,0,*,*,*,*,*,*,*,23,2007-08
0480111,0480011,Ellington School District,Center School,45,65,62,66,89,81,0,0,0,0,0,0,0,0,408,2007-08
0480211,0480011,Ellington School District,Crystal Lake School,0,45,40,40,45,37,0,0,0,0,0,0,0,0,207,2007-08
0480611,0480011,Ellington School District,Windermere School,0,70,93,85,83,73,0,0,0,0,0,0,0,0,404,2007-08
0480711,0480011,Ellington School District,Windermere Intermediate School,0,0,0,0,0,0,209,192,0,0,0,0,0,0,401,2007-08
0485111,0480011,Ellington School District,Ellington Middle School,0,0,0,0,0,0,0,0,202,206,0,0,0,0,408,2007-08
0486111,0480011,Ellington School District,Ellington High School,0,0,0,0,0,0,0,0,0,0,187,192,206,185,770,2007-08
0491311,0490011,Enfield School District,Edgar H. Parkman School,*,51,*,50,50,57,47,60,0,0,0,0,0,0,363,2007-08
0491611,0490011,Enfield School District,Eli Whitney School,22,44,54,61,49,61,49,47,0,0,0,0,0,0,387,2007-08
0490211,0490011,Enfield School District,Enfield Street School,20,54,52,49,41,43,39,35,0,0,0,0,0,0,333,2007-08
0491211,0490011,Enfield School District,Harriet Beecher Stowe School,*,*,42,35,41,43,36,52,0,0,0,0,0,0,282,2007-08
0490411,0490011,Enfield School District,Hazardville Memorial School,6,55,46,59,63,59,59,66,0,0,0,0,0,0,413,2007-08
0498011,0490011,Enfield School District,Head Start Program,104,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2007-08
0491111,0490011,Enfield School District,Nathan Hale School,*,*,45,37,43,40,34,41,0,0,0,0,0,0,272,2007-08
0491511,0490011,Enfield School District,Prudence Crandall School,*,*,50,60,60,68,65,62,0,0,0,0,0,0,416,2007-08
0491811,0490011,Enfield School District,Henry Barnard School,0,63,69,51,67,69,62,48,0,0,0,0,0,0,429,2007-08
0491711,0490011,Enfield School District,Thomas G. Alcorn School,0,56,47,40,35,27,43,35,0,0,0,0,0,0,283,2007-08
0495211,0490011,Enfield School District,John F. Kennedy Middle School,0,0,0,0,0,0,0,0,*,508,*,0,0,0,992,2007-08
0496111,0490011,Enfield School District,Enfield High School,0,0,0,0,0,0,0,0,0,0,290,214,234,188,926,2007-08
0496211,0490011,Enfield School District,Enrico Fermi High School,0,0,0,0,0,0,0,0,0,0,317,267,337,235,1156,2007-08
0518011,0510011,Fairfield School District,Early Childhood Center,121,0,0,0,0,0,0,0,0,0,0,0,0,0,121,2007-08
0510611,0510011,Fairfield School District,McKinley School,20,59,86,70,76,67,84,0,0,0,0,0,0,0,462,2007-08
0511711,0510011,Fairfield School District,Jennings School,0,56,63,62,55,60,57,0,0,0,0,0,0,0,353,2007-08
0511311,0510011,Fairfield School District,Sherman School,0,62,97,64,90,74,66,0,0,0,0,0,0,0,453,2007-08
0510211,0510011,Fairfield School District,Burr Elementary School,0,57,56,84,74,99,75,0,0,0,0,0,0,0,445,2007-08
0510111,0510011,Fairfield School District,Dwight Elementary School,0,53,56,55,64,56,56,0,0,0,0,0,0,0,340,2007-08
0510411,0510011,Fairfield School District,Holland Hill School,0,54,71,54,57,60,62,0,0,0,0,0,0,0,358,2007-08
0510711,0510011,Fairfield School District,Mill Hill School,0,82,73,86,79,71,74,0,0,0,0,0,0,0,465,2007-08
0511611,0510011,Fairfield School District,North Stratfield School,0,84,93,78,85,82,73,0,0,0,0,0,0,0,495,2007-08
0511811,0510011,Fairfield School District,Osborn Hill School,0,84,86,88,90,90,81,0,0,0,0,0,0,0,519,2007-08
0511211,0510011,Fairfield School District,Riverfield School,0,72,81,95,74,80,71,0,0,0,0,0,0,0,473,2007-08
0511411,0510011,Fairfield School District,Stratfield School,0,73,86,75,77,100,49,0,0,0,0,0,0,0,460,2007-08
0515211,0510011,Fairfield School District,Fairfield Woods Middle School,0,0,0,0,0,0,0,219,177,201,0,0,0,0,597,2007-08
0515311,0510011,Fairfield School District,Roger Ludlowe Middle School,0,0,0,0,0,0,0,310,282,295,0,0,0,0,887,2007-08
0515111,0510011,Fairfield School District,Tomlinson Middle School,0,0,0,0,0,0,0,246,250,241,0,0,0,0,737,2007-08
0516011,0510011,Fairfield School District,Fairfield Ludlowe High School,0,0,0,0,0,0,0,0,0,0,355,360,319,346,1380,2007-08
0516211,0510011,Fairfield School District,Fairfield Warde High School,0,0,0,0,0,0,0,0,0,0,305,341,295,290,1231,2007-08
0528011,0520011,Farmington School District,Farmington Collaborative PK,57,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2007-08
0520411,0520011,Farmington School District,East Farms School,0,87,87,76,81,99,0,0,0,0,0,0,0,0,430,2007-08
0520211,0520011,Farmington School District,Noah Wallace School,0,51,73,54,75,77,0,0,0,0,0,0,0,0,330,2007-08
0520111,0520011,Farmington School District,Union School,0,53,54,54,69,68,0,0,0,0,0,0,0,0,298,2007-08
0520311,0520011,Farmington School District,West District School,0,61,59,75,68,87,0,0,0,0,0,0,0,0,350,2007-08
0520511,0520011,Farmington School District,West Woods Upper Elementary School,0,0,0,0,0,0,336,351,0,0,0,0,0,0,687,2007-08
0525111,0520011,Farmington School District,Irving A. Robbins Middle School,0,0,0,0,0,0,0,0,328,324,0,0,0,0,652,2007-08
0526111,0520011,Farmington School District,Farmington High School,0,0,0,0,0,0,0,0,0,0,341,358,351,339,1389,2007-08
0530111,0530011,Franklin School District,Franklin Elementary School,28,18,19,25,23,17,20,27,26,30,0,0,0,0,233,2007-08
0540211,0540011,Glastonbury School District,Buttonball Lane School,*,97,99,89,*,111,91,0,0,0,0,0,0,0,575,2007-08
0540711,0540011,Glastonbury School District,Naubuc School,45,72,74,75,59,75,81,0,0,0,0,0,0,0,481,2007-08
0540911,0540011,Glastonbury School District,Nayaug Elementary School,20,103,115,104,110,111,112,0,0,0,0,0,0,0,675,2007-08
0540311,0540011,Glastonbury School District,Eastbury School,0,49,62,56,55,64,71,0,0,0,0,0,0,0,357,2007-08
0540411,0540011,Glastonbury School District,Hebron Avenue School,0,80,77,97,91,93,87,0,0,0,0,0,0,0,525,2007-08
0540611,0540011,Glastonbury School District,Hopewell School,0,86,90,87,89,86,104,0,0,0,0,0,0,0,542,2007-08
0540811,0540011,Glastonbury School District,Gideon Welles School,0,0,0,0,0,0,0,551,0,0,0,0,0,0,551,2007-08
0545211,0540011,Glastonbury School District,Smith Middle School,0,0,0,0,0,0,0,*,549,516,*,0,0,0,1070,2007-08
0546111,0540011,Glastonbury School District,Glastonbury High School,0,0,0,0,0,0,0,0,0,0,547,484,516,518,2065,2007-08
0560111,0560011,Granby School District,Frank M. Kearns Primary School,7,149,176,165,0,0,0,0,0,0,0,0,0,0,497,2007-08
0560411,0560011,Granby School District,Kelly Lane Primary School,0,0,0,0,77,107,85,94,0,0,0,0,0,0,363,2007-08
0560311,0560011,Granby School District,Wells Road Intermediate School,0,0,0,0,82,92,76,94,0,0,0,0,0,0,344,2007-08
0565111,0560011,Granby School District,Granby Memorial Middle School,0,0,0,0,0,0,0,0,190,184,0,0,0,0,374,2007-08
0566111,0560011,Granby School District,Granby Memorial High School,0,0,0,0,0,0,0,0,0,0,196,178,169,206,749,2007-08
0570211,0570011,Greenwich School District,Cos Cob School,16,61,70,62,65,60,73,0,0,0,0,0,0,0,407,2007-08
0570511,0570011,Greenwich School District,Hamilton Avenue School,59,67,54,46,51,53,47,0,0,0,0,0,0,0,377,2007-08
0570611,0570011,Greenwich School District,New Lebanon School,16,44,36,29,27,46,31,0,0,0,0,0,0,0,229,2007-08
0570811,0570011,Greenwich School District,North Street School,30,79,88,71,79,76,92,0,0,0,0,0,0,0,515,2007-08
0570911,0570011,Greenwich School District,Old Greenwich School,39,65,78,60,87,59,66,0,0,0,0,0,0,0,454,2007-08
0571111,0570011,Greenwich School District,Parkway School,*,57,51,62,61,*,52,0,0,0,0,0,0,0,332,2007-08
0570411,0570011,Greenwich School District,Glenville School,0,48,65,52,63,69,47,0,0,0,0,0,0,0,344,2007-08
0571311,0570011,Greenwich School District,International School At Dundee,0,61,59,64,62,64,62,0,0,0,0,0,0,0,372,2007-08
0570311,0570011,Greenwich School District,Julian Curtiss School,0,52,62,58,56,54,45,0,0,0,0,0,0,0,327,2007-08
0570711,0570011,Greenwich School District,North Mianus School,0,73,80,78,72,84,67,0,0,0,0,0,0,0,454,2007-08
0571011,0570011,Greenwich School District,Riverside School,0,87,91,81,81,95,64,0,0,0,0,0,0,0,499,2007-08
0575111,0570011,Greenwich School District,Central Middle School,0,0,0,0,0,0,0,236,251,226,0,0,0,0,713,2007-08
0575211,0570011,Greenwich School District,Eastern Middle School,0,0,0,0,0,0,0,243,235,247,0,0,0,0,725,2007-08
0575311,0570011,Greenwich School District,Western Middle School,0,0,0,0,0,0,0,170,183,174,0,0,0,0,527,2007-08
0576111,0570011,Greenwich School District,Greenwich High School,0,0,0,0,0,0,0,0,0,0,653,679,681,680,2693,2007-08
0580311,0580011,Griswold School District,Griswold Elementary School,94,134,135,146,140,130,127,0,0,0,0,0,0,0,906,2007-08
0585111,0580011,Griswold School District,Griswold Middle School,0,0,0,0,0,0,0,127,148,164,0,0,0,0,439,2007-08
0586211,0580011,Griswold School District,Griswold High School,0,0,0,0,0,0,0,0,0,0,228,216,174,174,792,2007-08
0591811,0590011,Groton School District,Charles Barnum School,50,73,58,53,48,46,39,0,0,0,0,0,0,0,367,2007-08
0590311,0590011,Groton School District,Claude Chester School,19,55,47,53,62,51,66,0,0,0,0,0,0,0,353,2007-08
0590511,0590011,Groton School District,Eastern Point School,54,88,82,76,70,67,61,0,0,0,0,0,0,0,498,2007-08
0591711,0590011,Groton School District,Mary Morrisson School,60,54,50,39,34,24,21,0,0,0,0,0,0,0,282,2007-08
0591211,0590011,Groton School District,Pleasant Valley School,35,70,82,60,68,69,45,0,0,0,0,0,0,0,429,2007-08
0590111,0590011,Groton School District,S. B. Butler School,11,44,49,64,52,47,50,0,0,0,0,0,0,0,317,2007-08
0590911,0590011,Groton School District,Noank School,0,45,61,67,67,0,0,0,0,0,0,0,0,0,240,2007-08
0590411,0590011,Groton School District,Colonel Ledyard School,0,0,0,0,0,68,71,0,0,0,0,0,0,0,139,2007-08
0595311,0590011,Groton School District,Carl C. Cutler Middle School,0,0,0,0,0,0,0,111,134,131,0,0,0,0,376,2007-08
0595111,0590011,Groton School District,Fitch Middle School,0,0,0,0,0,0,0,154,145,156,0,0,0,0,455,2007-08
0595211,0590011,Groton School District,West Side Middle School,0,0,0,0,0,0,0,102,102,89,0,0,0,0,293,2007-08
0596111,0590011,Groton School District,Robert E. Fitch High School,0,0,0,0,0,0,0,0,0,0,361,346,383,324,1414,2007-08
0600211,0600011,Guilford School District,Guilford Lakes School,54,66,88,94,66,81,0,0,0,0,0,0,0,0,449,2007-08
0600611,0600011,Guilford School District,A. W. Cox School,0,71,55,77,74,70,0,0,0,0,0,0,0,0,347,2007-08
0600411,0600011,Guilford School District,Calvin Leete School,0,68,67,62,60,50,0,0,0,0,0,0,0,0,307,2007-08
0600311,0600011,Guilford School District,Melissa Jones School,0,70,64,62,83,71,0,0,0,0,0,0,0,0,350,2007-08
0600711,0600011,Guilford School District,A. Baldwin Middle School,0,0,0,0,0,0,294,314,0,0,0,0,0,0,608,2007-08
0605111,0600011,Guilford School District,E. C. Adams Middle School,0,0,0,0,0,0,0,0,291,309,0,0,0,0,600,2007-08
0606111,0600011,Guilford School District,Guilford High School,0,0,0,0,0,0,0,0,0,0,263,285,307,299,1154,2007-08
0628011,0620011,Hamden School District,Alice Peck Learning Center,96,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2007-08
0620211,0620011,Hamden School District,Church Street School,14,48,55,48,52,60,54,51,0,0,0,0,0,0,382,2007-08
0621211,0620011,Hamden School District,Bear Path School,0,53,56,87,72,58,67,71,0,0,0,0,0,0,464,2007-08
0620311,0620011,Hamden School District,Dunbar Hill School,0,49,45,63,45,62,56,57,0,0,0,0,0,0,377,2007-08
0620411,0620011,Hamden School District,Helen Street School,0,60,44,39,42,65,42,51,0,0,0,0,0,0,343,2007-08
0621111,0620011,Hamden School District,Ridge Hill School,0,66,44,46,58,42,49,43,0,0,0,0,0,0,348,2007-08
0620111,0620011,Hamden School District,Shepherd Glen School,0,47,42,49,52,52,38,50,0,0,0,0,0,0,330,2007-08
0621011,0620011,Hamden School District,Spring Glen School,0,63,49,35,46,45,42,39,0,0,0,0,0,0,319,2007-08
0621411,0620011,Hamden School District,West Woods School,0,73,74,70,70,69,80,59,0,0,0,0,0,0,495,2007-08
0625211,0620011,Hamden School District,Hamden Middle School,0,0,0,0,0,0,0,0,443,470,0,0,0,0,913,2007-08
0626111,0620011,Hamden School District,Hamden High School,0,0,0,0,0,0,0,0,0,0,601,530,532,529,2192,2007-08
0629011,0620011,Hamden School District,Hamden Transition Academy,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,2007-08
0630111,0630011,Hampton School District,Hampton Elementary School,23,19,14,26,19,17,20,28,0,0,0,0,0,0,166,2007-08
0640711,0640011,Hartford School District,Asian Studies Academy at Bellizzi School,28,70,69,71,64,76,56,0,0,0,0,0,0,0,434,2007-08
0640311,0640011,Hartford School District,Barnard-Brown School,35,43,48,38,52,43,38,36,0,0,0,0,0,0,333,2007-08
0640411,0640011,Hartford School District,Batchelder School,18,58,61,62,66,70,74,60,54,55,0,0,0,0,578,2007-08
0642811,0640011,Hartford School District,Betances Early Reading Lab Magnet School,17,63,75,46,57,51,53,41,0,0,0,0,0,0,403,2007-08
0643311,0640011,Hartford School District,Breakthrough Magnet School,48,32,30,33,33,33,33,33,22,23,0,0,0,0,320,2007-08
0640611,0640011,Hartford School District,Burns Latino Studies Academy,26,74,72,66,79,75,71,70,0,0,0,0,0,0,533,2007-08
0642311,0640011,Hartford School District,Burr School,53,56,65,46,67,41,48,58,52,51,0,0,0,0,537,2007-08
0642411,0640011,Hartford School District,Clark School,18,66,54,58,69,48,45,48,36,0,0,0,0,0,442,2007-08
0640911,0640011,Hartford School District,Environmental Sciences Magnet at Hooker School,41,57,53,45,43,41,39,31,35,18,0,0,0,0,403,2007-08
0643211,0640011,Hartford School District,Expeditionary Learning Academy at Moylan School,43,70,61,70,60,76,63,40,57,58,0,0,0,0,598,2007-08
0641011,0640011,Hartford School District,Kennelly School,9,79,96,91,87,96,80,93,90,88,0,0,0,0,809,2007-08
0641111,0640011,Hartford School District,Kinsella Magnet School of Performing Arts,33,53,57,57,53,60,52,56,50,46,0,0,0,0,517,2007-08
0648011,0640011,Hartford School District,Little Owls Learning Center,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2007-08
0640811,0640011,Hartford School District,M. D. Fox School,36,147,150,112,122,134,123,0,0,0,0,0,0,0,824,2007-08
0641611,0640011,Hartford School District,"M. L. King, Jr. School",29,95,95,90,73,85,76,57,0,0,0,0,0,0,600,2007-08
0641211,0640011,Hartford School District,McDonough Middle School,17,60,60,59,48,69,72,55,0,0,0,0,0,0,440,2007-08
0641911,0640011,Hartford School District,Milner School,18,63,48,54,40,57,43,37,0,0,0,0,0,0,360,2007-08
0641411,0640011,Hartford School District,Naylor/CCSU Leadership Academy,36,62,61,59,53,57,62,46,64,64,0,0,0,0,564,2007-08
0641511,0640011,Hartford School District,Parkville Community School,41,96,80,87,80,75,74,63,0,0,0,0,0,0,596,2007-08
0641711,0640011,Hartford School District,Rawson School,35,87,64,59,61,57,53,49,67,54,0,0,0,0,586,2007-08
0640111,0640011,Hartford School District,SAND School,18,62,61,60,39,50,45,31,0,0,0,0,0,0,366,2007-08
0642511,0640011,Hartford School District,STEM Magnet at Fisher School,30,80,78,58,69,49,60,59,38,39,0,0,0,0,560,2007-08
0643011,0640011,Hartford School District,Sanchez School,36,85,69,74,77,98,79,62,0,0,0,0,0,0,580,2007-08
0642611,0640011,Hartford School District,Simpson-Waverly School,18,43,74,48,64,42,39,38,0,0,0,0,0,0,366,2007-08
0641811,0640011,Hartford School District,Twain School,24,50,35,35,32,40,40,26,0,0,0,0,0,0,282,2007-08
0642011,0640011,Hartford School District,Webster Micro Society Magnet School,37,81,77,59,73,65,72,57,49,50,0,0,0,0,620,2007-08
0642111,0640011,Hartford School District,West Middle School,36,105,120,93,80,72,75,67,59,61,0,0,0,0,768,2007-08
0642211,0640011,Hartford School District,Wish Museum School,26,73,67,70,51,49,63,38,0,0,0,0,0,0,437,2007-08
0649011,0640011,Hartford School District,Hartford Transitional Learning Academy (Elementary),0,0,*,*,10,8,16,12,11,0,0,0,0,0,64,2007-08
0646911,0640011,Hartford School District,Capital Preparatory Magnet School,0,0,0,0,0,0,0,39,42,41,43,37,38,26,266,2007-08
0646411,0640011,Hartford School District,Classical Magnet School,0,0,0,0,0,0,0,111,96,104,106,81,82,40,620,2007-08
0645311,0640011,Hartford School District,Dr. Joseph Bellizzi Middle School,0,0,0,0,0,0,0,77,158,212,0,0,0,0,447,2007-08
0645411,0640011,Hartford School District,Hartford Magnet Trinity College Academy,0,0,0,0,0,0,0,203,200,199,0,0,0,0,602,2007-08
0645111,0640011,Hartford School District,Fox Middle School,0,0,0,0,0,0,0,0,201,260,0,0,0,0,461,2007-08
0645211,0640011,Hartford School District,Quirk Middle School,0,0,0,0,0,0,0,0,278,297,0,0,0,0,575,2007-08
0649111,0640011,Hartford School District,Hartford Transitional Learning Academy (Secondary),0,0,0,0,0,0,0,0,0,24,10,7,8,6,55,2007-08
0646111,0640011,Hartford School District,Bulkeley High School Lower School,0,0,0,0,0,0,0,0,0,0,598,329,289,268,1484,2007-08
0646211,0640011,Hartford School District,Hartford Public High School,0,0,0,0,0,0,0,0,0,0,686,368,258,257,1569,2007-08
0646611,0640011,Hartford School District,Pathways Academy of Technology and Design,0,0,0,0,0,0,0,0,0,0,109,103,68,70,350,2007-08
0646511,0640011,Hartford School District,Sports and Medical Sciences Academy,0,0,0,0,0,0,0,0,0,0,117,101,98,79,395,2007-08
0646711,0640011,Hartford School District,University High School of Science and Engineering,0,0,0,0,0,0,0,0,0,0,111,85,78,68,342,2007-08
0646311,0640011,Hartford School District,Weaver High School,0,0,0,0,0,0,0,0,0,0,454,319,248,238,1259,2007-08
0650111,0650011,Hartland School District,Hartland School,19,22,24,20,28,22,20,31,27,22,0,0,0,0,235,2007-08
0670211,0670011,Hebron School District,Gilead Hill School,33,146,151,177,0,0,0,0,0,0,0,0,0,0,507,2007-08
0670111,0670011,Hebron School District,Hebron Elementary School,0,0,0,0,165,167,170,195,0,0,0,0,0,0,697,2007-08
2860113,2860013,Highville Charter School District,Highville Charter School,82,39,39,31,21,16,15,17,17,0,0,0,0,0,277,2007-08
2640113,2640013,Integrated Day Charter School District,Integrated Day Charter School,33,34,32,33,33,33,33,33,33,33,0,0,0,0,330,2007-08
2610113,2610013,Jumoke Academy District,Jumoke Academy,22,45,44,44,47,44,39,40,24,20,0,0,0,0,369,2007-08
0680111,0680011,Kent School District,Kent Center School,9,26,32,29,29,22,29,28,21,32,0,0,0,0,257,2007-08
0698011,0690011,Killingly School District,Goodyear Early Childhood Center,71,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2007-08
0690111,0690011,Killingly School District,Killingly Central School,0,96,96,92,87,84,0,0,0,0,0,0,0,0,455,2007-08
0690311,0690011,Killingly School District,Killingly Memorial School,0,90,112,120,100,109,0,0,0,0,0,0,0,0,531,2007-08
0695211,0690011,Killingly School District,Killingly Intermediate School,0,0,0,0,0,0,183,207,229,200,0,0,0,0,819,2007-08
0696111,0690011,Killingly School District,Killingly High School,0,0,0,0,0,0,0,0,0,0,181,237,216,202,836,2007-08
2459014,2450014,Learn,Learn Special Education,*,*,0,*,*,9,*,*,*,*,0,*,0,*,35,2007-08
2450214,2450014,Learn,The Friendship School,324,190,0,0,0,0,0,0,0,0,0,0,0,0,514,2007-08
2450114,2450014,Learn,Regional Multicultural Magnet School,0,92,104,84,85,78,85,0,0,0,0,0,0,0,528,2007-08
