school_code,district_code,district,school,pre_kindergarten,kindergarten,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,total,year
0151311,0150011,Bridgeport School District,Hooker School,0,31,49,48,40,41,37,36,48,57,0,0,0,0,387,2013-14
0152011,0150011,Bridgeport School District,Madison School,0,81,72,82,89,79,60,76,0,0,0,0,0,0,539,2013-14
0154611,0150011,Bridgeport School District,Multicultural Magnet School,0,47,44,51,50,50,48,49,54,56,0,0,0,0,449,2013-14
0153611,0150011,Bridgeport School District,Winthrop School,0,70,78,73,73,74,79,69,85,84,0,0,0,0,685,2013-14
0151811,0150011,Bridgeport School District,Pride Academy,0,0,0,0,0,0,0,0,11,12,25,*,*,0,57,2013-14
0150811,0150011,Bridgeport School District,"Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus",0,0,0,0,0,0,0,0,0,0,163,72,0,0,235,2013-14
0156111,0150011,Bridgeport School District,Bassick High School,0,0,0,0,0,0,0,0,0,0,387,282,239,212,1120,2013-14
0150611,0150011,Bridgeport School District,"Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus",0,0,0,0,0,0,0,0,0,0,154,75,0,0,229,2013-14
0151611,0150011,Bridgeport School District,Bridgeport Military Academy,0,0,0,0,0,0,0,0,0,0,116,0,0,0,116,2013-14
0156211,0150011,Bridgeport School District,Central High School,0,0,0,0,0,0,0,0,0,0,322,560,491,465,1838,2013-14
0156311,0150011,Bridgeport School District,Harding High School,0,0,0,0,0,0,0,0,0,0,344,351,214,196,1105,2013-14
0151511,0150011,Bridgeport School District,Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus,0,0,0,0,0,0,0,0,0,0,163,73,0,0,236,2013-14
0171411,0170011,Bristol School District,Ellen P. Hubbell School,44,52,75,70,63,54,66,0,0,0,0,0,0,0,424,2013-14
0170511,0170011,Bristol School District,Greene-Hills School,31,92,99,81,106,93,100,85,98,105,0,0,0,0,890,2013-14
0171911,0170011,Bristol School District,Ivy Drive School,15,46,66,66,69,65,70,0,0,0,0,0,0,0,397,2013-14
0171711,0170011,Bristol School District,Mountain View School,93,49,54,66,63,54,58,0,0,0,0,0,0,0,437,2013-14
0171111,0170011,Bristol School District,South Side School,42,63,76,72,79,92,79,0,0,0,0,0,0,0,503,2013-14
0171211,0170011,Bristol School District,Stafford School,35,85,81,86,68,72,77,0,0,0,0,0,0,0,504,2013-14
0172011,0170011,Bristol School District,West Bristol School,29,104,99,102,120,106,93,102,95,95,0,0,0,0,945,2013-14
0170311,0170011,Bristol School District,Edgewood School,0,46,63,56,66,47,77,0,0,0,0,0,0,0,355,2013-14
0179011,0170011,Bristol School District,Alternative Special Education Program (ASEP),0,0,0,0,*,0,*,*,*,*,*,*,0,*,14,2013-14
0175111,0170011,Bristol School District,Chippens Hill Middle School,0,0,0,0,0,0,0,231,279,208,0,0,0,0,718,2013-14
0175211,0170011,Bristol School District,Northeast Middle School,0,0,0,0,0,0,0,127,140,186,0,0,0,0,453,2013-14
0176111,0170011,Bristol School District,Bristol Central High School,0,0,0,0,0,0,0,0,0,0,344,297,298,303,1242,2013-14
0176211,0170011,Bristol School District,Bristol Eastern High School,0,0,0,0,0,0,0,0,0,0,344,317,305,333,1299,2013-14
0179211,0170011,Bristol School District,Community/Vocational Program,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,2013-14
0180311,0180011,Brookfield School District,Center Elementary School,36,155,189,0,0,0,0,0,0,0,0,0,0,0,380,2013-14
0180411,0180011,Brookfield School District,Huckleberry Hill Elementary School,0,0,0,215,190,219,0,0,0,0,0,0,0,0,624,2013-14
0185311,0180011,Brookfield School District,Whisconier Middle School,0,0,0,0,0,0,226,194,226,213,0,0,0,0,859,2013-14
0186111,0180011,Brookfield School District,Brookfield High School,0,0,0,0,0,0,0,0,0,0,225,214,232,230,901,2013-14
0190111,0190011,Brooklyn School District,Brooklyn Elementary School,105,104,81,76,100,79,0,0,0,0,0,0,0,0,545,2013-14
0195111,0190011,Brooklyn School District,Brooklyn Middle School,0,0,0,0,0,0,84,101,103,86,0,0,0,0,374,2013-14
0220211,0220011,Canterbury School District,Canterbury Elementary School,33,33,40,34,47,38,0,0,0,0,0,0,0,0,225,2013-14
0225111,0220011,Canterbury School District,Dr. Helen Baldwin Middle School,0,0,0,0,0,0,67,60,59,47,0,0,0,0,233,2013-14
0230211,0230011,Canton School District,Cherry Brook Primary School,26,99,114,115,136,0,0,0,0,0,0,0,0,0,490,2013-14
0230311,0230011,Canton School District,Canton Intermediate School,0,0,0,0,0,131,160,143,0,0,0,0,0,0,434,2013-14
0235111,0230011,Canton School District,Canton Middle School,0,0,0,0,0,0,0,0,130,135,0,0,0,0,265,2013-14
0236111,0230011,Canton School District,Canton High School,0,0,0,0,0,0,0,0,0,0,121,108,134,136,499,2013-14
2410714,2410014,Capitol Region Education Council,Academy of Aerospace and Engineering Elementary,145,77,0,0,0,0,0,0,0,0,0,0,0,0,222,2013-14
2416514,2410014,Capitol Region Education Council,Academy of Science and Innovation,18,0,0,0,0,0,0,48,44,43,58,58,48,44,361,2013-14
2410614,2410014,Capitol Region Education Council,Ana Grace Academy of the Arts Elementary School,101,57,59,0,0,0,0,0,0,0,0,0,0,0,217,2013-14
2418114,2410014,Capitol Region Education Council,Discovery Academy,117,61,60,44,0,0,0,0,0,0,0,0,0,0,282,2013-14
2410114,2410014,Capitol Region Education Council,Glastonbury/East Hartford Magnet School,63,63,63,67,65,48,41,0,0,0,0,0,0,0,410,2013-14
2410414,2410014,Capitol Region Education Council,International Magnet School for Global Citizenship,102,59,64,61,57,50,22,0,0,0,0,0,0,0,415,2013-14
2413114,2410014,Capitol Region Education Council,Montessori Magnet School,80,46,46,44,46,44,28,8,0,0,0,0,0,0,342,2013-14
2410514,2410014,Capitol Region Education Council,Museum Academy,100,59,61,44,45,46,50,0,0,0,0,0,0,0,405,2013-14
2410314,2410014,Capitol Region Education Council,Reggio Magnet School of the Arts,115,65,52,53,55,40,12,0,0,0,0,0,0,0,392,2013-14
2419514,2410014,Capitol Region Education Council,River Street Early Learning Center (Site 2),11,*,9,*,7,8,*,*,7,7,0,*,0,0,64,2013-14
2419114,2410014,Capitol Region Education Council,Soundbridge,52,*,*,*,*,0,*,0,*,0,0,*,6,*,83,2013-14
2410214,2410014,Capitol Region Education Council,University of Hartford Magnet School,76,64,64,65,64,54,54,0,0,0,0,0,0,0,441,2013-14
2419314,2410014,Capitol Region Education Council,River Street School,0,*,*,*,*,10,16,10,14,17,*,7,13,49,145,2013-14
2419414,2410014,Capitol Region Education Council,Integrated Program Models,0,0,0,0,*,0,0,0,0,0,*,*,0,*,*,2013-14
2415114,2410014,Capitol Region Education Council,Academy of Aerospace and Engineering,0,0,0,0,0,0,0,109,110,106,98,62,47,30,562,2013-14
2415314,2410014,Capitol Region Education Council,Greater Hartford Academy of the Arts Magnet Middle,0,0,0,0,0,0,0,117,115,95,0,0,0,0,327,2013-14
2416114,2410014,Capitol Region Education Council,Metropolitan Learning Center for Global and International Studies,0,0,0,0,0,0,0,97,103,116,120,115,80,91,722,2013-14
2415214,2410014,Capitol Region Education Council,Public Safety Academy,0,0,0,0,0,0,0,52,68,46,106,59,35,38,404,2013-14
2415014,2410014,Capitol Region Education Council,Two Rivers Magnet Middle School,0,0,0,0,0,0,0,230,232,198,0,0,0,0,660,2013-14
2419014,2410014,Capitol Region Education Council,John J. Allison Polaris Center,0,0,0,0,0,0,0,0,*,*,10,12,15,12,53,2013-14
2419614,2410014,Capitol Region Education Council,Lincoln Academy Regional Interdistrict Collaborative,0,0,0,0,0,0,0,0,0,*,*,*,*,*,8,2013-14
2419214,2410014,Capitol Region Education Council,Farmington Valley Regional Diagnostic Center,0,0,0,0,0,0,0,0,0,0,*,7,*,7,22,2013-14
2416414,2410014,Capitol Region Education Council,Greater Hartford Academy of  the Arts High School - Full Time,0,0,0,0,0,0,0,0,0,0,114,125,116,83,438,2013-14
2416714,2410014,Capitol Region Education Council,Two Rivers Magnet High School,0,0,0,0,0,0,0,0,0,0,102,87,0,0,189,2013-14
2419714,2410014,Capitol Region Education Council,Strive (Southern Transition Real-World and Independent Vocational Education Program,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2013-14
0240211,0240011,Chaplin School District,Chaplin Elementary School,33,23,24,22,22,21,17,21,0,0,0,0,0,0,183,2013-14
0250211,0250011,Cheshire School District,Darcey School,76,217,0,0,0,0,0,0,0,0,0,0,0,0,293,2013-14
0250411,0250011,Cheshire School District,Highland School,0,0,107,112,122,140,133,126,0,0,0,0,0,0,740,2013-14
0250111,0250011,Cheshire School District,Chapman School,0,0,49,41,53,57,55,43,0,0,0,0,0,0,298,2013-14
0250611,0250011,Cheshire School District,Doolittle School,0,0,63,77,90,99,97,103,0,0,0,0,0,0,529,2013-14
0250511,0250011,Cheshire School District,Norton School,0,0,60,53,76,89,75,76,0,0,0,0,0,0,429,2013-14
0255111,0250011,Cheshire School District,Dodd Middle School,0,0,0,0,0,0,0,0,390,357,0,0,0,0,747,2013-14
0256111,0250011,Cheshire School District,Cheshire High School,0,0,0,0,0,0,0,0,0,0,394,375,393,376,1538,2013-14
0259011,0250011,Cheshire School District,Humiston School,0,0,0,0,0,0,0,0,0,0,*,*,7,7,20,2013-14
0270311,0270011,Clinton School District,Lewin G. Joel Jr. School,38,147,136,143,174,0,0,0,0,0,0,0,0,0,638,2013-14
0270111,0270011,Clinton School District,Abraham Pierson School,0,0,0,0,0,146,150,0,0,0,0,0,0,0,296,2013-14
0275111,0270011,Clinton School District,Jared Eliot School,0,0,0,0,0,0,0,161,154,147,0,0,0,0,462,2013-14
0276111,0270011,Clinton School District,The Morgan School,0,0,0,0,0,0,0,0,0,0,139,138,146,135,558,2013-14
0280411,0280011,Colchester School District,Colchester Elementary School,59,158,164,170,0,0,0,0,0,0,0,0,0,0,551,2013-14
0280211,0280011,Colchester School District,Jack Jackter Intermediate School,0,0,0,0,196,220,198,0,0,0,0,0,0,0,614,2013-14
0285111,0280011,Colchester School District,William J. Johnston Middle School,0,0,0,0,0,0,0,197,230,241,0,0,0,0,668,2013-14
0286111,0280011,Colchester School District,Bacon Academy,0,0,0,0,0,0,0,0,0,0,205,208,224,263,900,2013-14
0290111,0290011,Colebrook School District,Colebrook Consolidated School,*,*,14,12,13,15,17,15,0,0,0,0,0,0,99,2013-14
0300111,0300011,Columbia School District,Horace W. Porter School,28,43,39,37,55,42,49,56,54,64,0,0,0,0,467,2013-14
2439114,2430014,Cooperative Educational Services,Preschool-Primary Learning Center (PLC),*,*,*,*,*,6,8,8,10,*,*,0,0,0,51,2013-14
2438014,2430014,Cooperative Educational Services,School Readiness,54,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2013-14
2430114,2430014,Cooperative Educational Services,Six-Six Magnet School,80,40,60,60,42,44,35,35,44,31,0,0,0,0,471,2013-14
2439414,2430014,Cooperative Educational Services,Therapeutic Day Program,0,0,*,*,10,12,11,19,16,20,13,9,14,9,140,2013-14
2439214,2430014,Cooperative Educational Services,Developmental Learning Center (DLC),0,0,0,0,0,0,0,*,*,8,7,20,17,39,94,2013-14
2439314,2430014,Cooperative Educational Services,RISE Transitional Program,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2013-14
0328011,0320011,Coventry School District,Coventry Early Intervention Services,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2013-14
0320211,0320011,Coventry School District,Coventry Grammar School,0,128,127,122,0,0,0,0,0,0,0,0,0,0,377,2013-14
0320411,0320011,Coventry School District,George Hersey Robertson School,0,0,0,0,124,123,130,0,0,0,0,0,0,0,377,2013-14
0325111,0320011,Coventry School District,Capt. Nathan Hale School,0,0,0,0,0,0,0,139,115,139,0,0,0,0,393,2013-14
0326111,0320011,Coventry School District,Coventry High School,0,0,0,0,0,0,0,0,0,0,134,126,118,140,518,2013-14
0330211,0330011,Cromwell School District,Edna C. Stevens School,26,144,149,149,0,0,0,0,0,0,0,0,0,0,468,2013-14
0330311,0330011,Cromwell School District,Woodside Intermediate School,0,0,0,0,174,155,148,0,0,0,0,0,0,0,477,2013-14
0335111,0330011,Cromwell School District,Cromwell Middle School,0,0,0,0,0,0,0,138,166,150,0,0,0,0,454,2013-14
0336111,0330011,Cromwell School District,Cromwell High School,0,0,0,0,0,0,0,0,0,0,150,137,130,132,549,2013-14
0340111,0340011,Danbury School District,DPS Early Childhood Center,139,0,0,0,0,0,0,0,0,0,0,0,0,0,139,2013-14
0341111,0340011,Danbury School District,Great Plain School,19,64,65,55,42,48,63,0,0,0,0,0,0,0,356,2013-14
0340211,0340011,Danbury School District,Hayestown Avenue School,39,83,73,64,63,69,78,0,0,0,0,0,0,0,469,2013-14
0340511,0340011,Danbury School District,Mill Ridge Primary School,*,107,101,*,109,0,0,0,0,0,0,0,0,0,412,2013-14
0340611,0340011,Danbury School District,Morris Street School,21,86,94,68,63,66,70,0,0,0,0,0,0,0,468,2013-14
0341511,0340011,Danbury School District,Pembroke School,*,*,60,58,70,60,73,0,0,0,0,0,0,0,376,2013-14
0341211,0340011,Danbury School District,Shelter Rock School,*,*,69,80,66,72,69,0,0,0,0,0,0,0,416,2013-14
0341411,0340011,Danbury School District,Ellsworth Avenue School,0,82,74,80,60,70,69,0,0,0,0,0,0,0,435,2013-14
0341311,0340011,Danbury School District,King Street Primary School,0,97,104,103,113,0,0,0,0,0,0,0,0,0,417,2013-14
0340811,0340011,Danbury School District,Park Avenue School,0,67,95,77,63,68,63,0,0,0,0,0,0,0,433,2013-14
0341011,0340011,Danbury School District,South Street School,0,65,58,69,54,65,64,0,0,0,0,0,0,0,375,2013-14
0341611,0340011,Danbury School District,Stadley Rough School,0,52,80,72,80,65,83,0,0,0,0,0,0,0,432,2013-14
0341911,0340011,Danbury School District,Western CT Academy of International Studies Elementary Magnet School,0,66,66,72,75,73,71,0,0,0,0,0,0,0,423,2013-14
0341711,0340011,Danbury School District,King Street Intermediate School,0,0,0,0,0,173,197,0,0,0,0,0,0,0,370,2013-14
0345111,0340011,Danbury School District,Broadview Middle School,0,0,0,0,0,0,0,356,354,382,0,0,0,0,1092,2013-14
0345211,0340011,Danbury School District,Rogers Park Middle School,0,0,0,0,0,0,0,417,414,369,0,0,0,0,1200,2013-14
0346211,0340011,Danbury School District,Alternative Center For Excellence,0,0,0,0,0,0,0,0,0,0,14,26,19,24,83,2013-14
0346111,0340011,Danbury School District,Danbury High School,0,0,0,0,0,0,0,0,0,0,853,685,658,682,2878,2013-14
0350511,0350011,Darien School District,Royle Elementary School,31,80,69,72,65,67,68,0,0,0,0,0,0,0,452,2013-14
0350611,0350011,Darien School District,Tokeneke Elementary School,48,73,74,82,65,79,71,0,0,0,0,0,0,0,492,2013-14
0350211,0350011,Darien School District,Hindley Elementary School,0,82,90,88,96,114,95,0,0,0,0,0,0,0,565,2013-14
0350711,0350011,Darien School District,Holmes Elementary School,0,91,80,75,69,78,61,0,0,0,0,0,0,0,454,2013-14
0351311,0350011,Darien School District,Ox Ridge Elementary School,0,72,70,71,76,92,77,0,0,0,0,0,0,0,458,2013-14
0355111,0350011,Darien School District,Middlesex Middle School,0,0,0,0,0,0,0,364,381,383,0,0,0,0,1128,2013-14
0356111,0350011,Darien School District,Darien High School,0,0,0,0,0,0,0,0,0,0,346,345,328,335,1354,2013-14
0370611,0370011,Derby School District,Bradley School,*,69,61,65,67,58,*,0,0,0,0,0,0,0,376,2013-14
0370411,0370011,Derby School District,Irving School,20,53,70,62,52,66,55,0,0,0,0,0,0,0,378,2013-14
0375011,0370011,Derby School District,Derby Middle School,0,0,0,0,0,0,0,108,123,133,0,0,0,0,364,2013-14
0376111,0370011,Derby School District,Derby High School,0,0,0,0,0,0,0,0,0,0,97,98,87,99,381,2013-14
0400111,0400011,East Granby School District,Allgrove School,18,58,71,47,0,0,0,0,0,0,0,0,0,0,194,2013-14
0400211,0400011,East Granby School District,R. Dudley Seymour School,0,0,0,0,73,58,76,0,0,0,0,0,0,0,207,2013-14
0405111,0400011,East Granby School District,East Granby Middle School,0,0,0,0,0,0,0,61,77,70,0,0,0,0,208,2013-14
0406111,0400011,East Granby School District,East Granby High School,0,0,0,0,0,0,0,0,0,0,58,75,63,63,259,2013-14
0410111,0410011,East Haddam School District,East Haddam Elementary School,26,80,77,73,70,0,0,0,0,0,0,0,0,0,326,2013-14
0415111,0410011,East Haddam School District,Nathan Hale-Ray Middle School,0,0,0,0,0,84,107,103,93,101,0,0,0,0,488,2013-14
0416111,0410011,East Haddam School District,Nathan Hale-Ray High School,0,0,0,0,0,0,0,0,0,0,78,86,113,95,372,2013-14
0420111,0420011,East Hampton School District,Memorial School,29,139,159,163,136,0,0,0,0,0,0,0,0,0,626,2013-14
0420311,0420011,East Hampton School District,Center School,0,0,0,0,0,153,142,0,0,0,0,0,0,0,295,2013-14
0425111,0420011,East Hampton School District,East Hampton Middle School,0,0,0,0,0,0,0,140,155,128,0,0,0,0,423,2013-14
0426111,0420011,East Hampton School District,East Hampton High School,0,0,0,0,0,0,0,0,0,0,132,146,123,119,520,2013-14
0429011,0420011,East Hampton School District,The Learning Center at East Hampton,0,0,0,0,0,0,0,0,0,0,*,*,*,*,7,2013-14
0430511,0430011,East Hartford School District,Hockanum School,62,65,39,43,42,42,29,0,0,0,0,0,0,0,322,2013-14
0438011,0430011,East Hartford School District,Willowbrook Early Childhood,231,0,0,0,0,0,0,0,0,0,0,0,0,0,231,2013-14
0430911,0430011,East Hartford School District,Anna E. Norris School,0,51,55,47,37,42,42,22,0,0,0,0,0,0,296,2013-14
0430611,0430011,East Hartford School District,Dr. Franklin H. Mayberry School,0,78,60,66,65,46,49,0,0,0,0,0,0,0,364,2013-14
0432211,0430011,East Hartford School District,Dr. John A. Langford School,0,67,49,74,61,49,58,44,0,0,0,0,0,0,402,2013-14
0431011,0430011,East Hartford School District,Dr. Thomas S. O'Connell School,0,74,88,83,101,74,79,34,0,0,0,0,0,0,533,2013-14
0432011,0430011,East Hartford School District,Governor William Pitkin School,0,64,62,63,63,44,27,20,0,0,0,0,0,0,343,2013-14
0430411,0430011,East Hartford School District,Joseph O. Goodwin School,0,58,46,36,58,42,46,15,0,0,0,0,0,0,301,2013-14
0431811,0430011,East Hartford School District,Robert J. O'Brien School,0,63,74,61,63,69,86,82,0,0,0,0,0,0,498,2013-14
0431211,0430011,East Hartford School District,Silver Lane School,0,63,62,42,51,46,22,18,0,0,0,0,0,0,304,2013-14
0439011,0430011,East Hartford School District,Woodland School,0,0,*,11,*,11,14,15,11,20,22,30,27,25,199,2013-14
0432411,0430011,East Hartford School District,Sunset Ridge Middle School,0,0,0,0,0,64,99,90,0,0,0,0,0,0,253,2013-14
0435111,0430011,East Hartford School District,East Hartford Middle School,0,0,0,0,0,0,0,149,511,441,0,0,0,0,1101,2013-14
0436311,0430011,East Hartford School District,Connecticut IB Academy,0,0,0,0,0,0,0,0,0,0,53,51,48,45,197,2013-14
0436211,0430011,East Hartford School District,East Hartford High School,0,0,0,0,0,0,0,0,0,0,483,435,429,335,1682,2013-14
0436411,0430011,East Hartford School District,Stevens Alternate High School,0,0,0,0,0,0,0,0,0,0,*,*,35,37,105,2013-14
0441411,0440011,East Haven School District,D. C. Moore School,35,60,55,65,0,0,0,0,0,0,0,0,0,0,215,2013-14
0440111,0440011,East Haven School District,Deer Run School,44,101,88,96,0,0,0,0,0,0,0,0,0,0,329,2013-14
0441811,0440011,East Haven School District,Overbrook Elementary School,0,64,62,67,0,0,0,0,0,0,0,0,0,0,193,2013-14
0441711,0440011,East Haven School District,Carbone School/East Haven Academy,0,0,0,0,45,48,44,49,41,42,0,0,0,0,269,2013-14
0441311,0440011,East Haven School District,Dominick H. Ferrara School,0,0,0,0,59,59,84,0,0,0,0,0,0,0,202,2013-14
0441011,0440011,East Haven School District,Grove J. Tuttle School,0,0,0,0,51,60,62,0,0,0,0,0,0,0,173,2013-14
0440711,0440011,East Haven School District,Momauguin School,0,0,0,0,43,55,54,0,0,0,0,0,0,0,152,2013-14
0445111,0440011,East Haven School District,Joseph Melillo Middle School,0,0,0,0,0,0,0,193,178,200,0,0,0,0,571,2013-14
0449011,0440011,East Haven School District,Pathways,0,0,0,0,0,0,0,0,*,*,11,7,12,*,40,2013-14
0446111,0440011,East Haven School District,East Haven High School,0,0,0,0,0,0,0,0,0,0,243,220,212,232,907,2013-14
0458011,0450011,East Lyme School District,Integrated Preschool,41,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2013-14
0450111,0450011,East Lyme School District,Flanders School,0,69,60,76,73,76,0,0,0,0,0,0,0,0,354,2013-14
0450411,0450011,East Lyme School District,Lillie B. Haynes School,0,66,62,61,75,75,0,0,0,0,0,0,0,0,339,2013-14
0450211,0450011,East Lyme School District,Niantic Center School,0,39,27,37,40,47,0,0,0,0,0,0,0,0,190,2013-14
0455111,0450011,East Lyme School District,East Lyme Middle School,0,0,0,0,0,0,213,222,216,221,0,*,0,*,875,2013-14
0456111,0450011,East Lyme School District,East Lyme High School,0,0,0,0,0,0,0,0,0,0,251,252,282,278,1063,2013-14
0470111,0470011,East Windsor School District,Broad Brook Elementary School,50,91,105,92,80,88,0,0,0,0,0,0,0,0,506,2013-14
0475411,0470011,East Windsor School District,East Windsor Middle School,0,0,0,0,0,0,88,77,76,104,0,0,0,0,345,2013-14
0476111,0470011,East Windsor School District,East Windsor High School,0,0,0,0,0,0,0,0,0,0,86,78,85,99,348,2013-14
0390111,0390011,Eastford School District,Eastford Elementary School,16,11,17,13,24,15,11,12,19,14,0,0,0,0,152,2013-14
0460111,0460011,Easton School District,Samuel Staples Elementary School,26,83,93,97,116,96,99,0,0,0,0,0,0,0,610,2013-14
0465111,0460011,Easton School District,Helen Keller Middle School,0,0,0,0,0,0,0,105,122,124,0,0,0,0,351,2013-14
2428014,2420014,EdAdvance,EdAdvance Headstart,189,0,0,0,0,0,0,0,0,0,0,0,0,0,189,2013-14
2429014,2420014,EdAdvance,The ACCESS School at The Danuta M. Thibodeau Education Center,12,0,0,0,*,0,*,*,*,*,6,9,*,*,40,2013-14
0480111,0480011,Ellington School District,Center School,46,58,71,58,84,76,0,0,0,0,0,0,0,0,393,2013-14
0480211,0480011,Ellington School District,Crystal Lake School,0,33,40,45,40,45,0,0,0,0,0,0,0,0,203,2013-14
0480611,0480011,Ellington School District,Windermere School,0,71,88,91,86,103,0,0,0,0,0,0,0,0,439,2013-14
0480711,0480011,Ellington School District,Windermere Intermediate School,0,0,0,0,0,0,207,209,0,0,0,0,0,0,416,2013-14
0485111,0480011,Ellington School District,Ellington Middle School,0,0,0,0,0,0,0,0,213,196,0,0,0,0,409,2013-14
0486111,0480011,Ellington School District,Ellington High School,0,0,0,0,0,0,0,0,0,0,217,181,211,188,797,2013-14
0490411,0490011,Enfield School District,Hazardville Memorial School,77,90,94,93,0,0,0,0,0,0,0,0,0,0,354,2013-14
0498011,0490011,Enfield School District,Head Start Program,104,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2013-14
0491111,0490011,Enfield School District,Nathan Hale School,0,78,70,73,0,0,0,0,0,0,0,0,0,0,221,2013-14
0490211,0490011,Enfield School District,Enfield Street School,0,98,95,95,0,0,0,0,0,0,0,0,0,0,288,2013-14
0491811,0490011,Enfield School District,Henry Barnard School,0,104,124,112,0,0,0,0,0,0,0,0,0,0,340,2013-14
0491611,0490011,Enfield School District,Eli Whitney School,0,0,0,0,134,125,125,0,0,0,0,0,0,0,384,2013-14
0491311,0490011,Enfield School District,Edgar H. Parkman School,0,0,0,0,112,97,127,0,0,0,0,0,0,0,336,2013-14
0491511,0490011,Enfield School District,Prudence Crandall School,0,0,0,0,143,133,142,0,0,0,0,0,0,0,418,2013-14
0495211,0490011,Enfield School District,John F. Kennedy Middle School,0,0,0,0,0,0,0,337,381,403,0,0,0,0,1121,2013-14
0496111,0490011,Enfield School District,Enfield High School,0,0,0,0,0,0,0,0,0,0,194,175,181,157,707,2013-14
0496211,0490011,Enfield School District,Enrico Fermi High School,0,0,0,0,0,0,0,0,0,0,243,225,241,209,918,2013-14
0499011,0490011,Enfield School District,Enfield Transitional Learning Academy,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,2013-14
0500111,0500011,Essex School District,Essex Elementary School,57,57,50,50,57,86,80,71,0,0,0,0,0,0,508,2013-14
0510211,0510011,Fairfield School District,Burr Elementary School,32,67,64,68,71,64,87,0,0,0,0,0,0,0,453,2013-14
0510111,0510011,Fairfield School District,Dwight Elementary School,32,42,45,56,47,42,42,0,0,0,0,0,0,0,306,2013-14
0518011,0510011,Fairfield School District,Early Childhood Center,110,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2013-14
0511711,0510011,Fairfield School District,Jennings School,0,54,38,73,54,56,52,0,0,0,0,0,0,0,327,2013-14
0511311,0510011,Fairfield School District,Sherman School,0,84,75,88,66,81,63,0,0,0,0,0,0,0,457,2013-14
0510411,0510011,Fairfield School District,Holland Hill School,0,61,68,76,60,63,70,0,0,0,0,0,0,0,398,2013-14
0510611,0510011,Fairfield School District,McKinley School,0,76,71,81,80,76,74,0,0,0,0,0,0,0,458,2013-14
0510711,0510011,Fairfield School District,Mill Hill School,0,56,65,84,68,79,77,0,0,0,0,0,0,0,429,2013-14
0511611,0510011,Fairfield School District,North Stratfield School,0,63,64,82,84,65,86,0,0,0,0,0,0,0,444,2013-14
0511811,0510011,Fairfield School District,Osborn Hill School,0,87,79,87,90,90,93,0,0,0,0,0,0,0,526,2013-14
0511211,0510011,Fairfield School District,Riverfield School,0,57,63,77,65,62,75,0,0,0,0,0,0,0,399,2013-14
0511411,0510011,Fairfield School District,Stratfield School,0,74,71,85,93,70,104,0,0,0,0,0,0,0,497,2013-14
0515211,0510011,Fairfield School District,Fairfield Woods Middle School,0,0,0,0,0,0,0,293,320,313,0,0,0,0,926,2013-14
0515311,0510011,Fairfield School District,Roger Ludlowe Middle School,0,0,0,0,0,0,0,266,285,309,0,0,0,0,860,2013-14
0515111,0510011,Fairfield School District,Tomlinson Middle School,0,0,0,0,0,0,0,217,243,238,0,0,0,0,698,2013-14
0516011,0510011,Fairfield School District,Fairfield Ludlowe High School,0,0,0,0,0,0,0,0,0,0,354,380,400,375,1509,2013-14
0516211,0510011,Fairfield School District,Fairfield Warde High School,0,0,0,0,0,0,0,0,0,0,377,394,325,363,1459,2013-14
0528011,0520011,Farmington School District,Farmington Collaborative PK,76,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2013-14
0520411,0520011,Farmington School District,East Farms School,0,71,92,87,93,90,0,0,0,0,0,0,0,0,433,2013-14
0520211,0520011,Farmington School District,Noah Wallace School,0,63,58,67,74,76,0,0,0,0,0,0,0,0,338,2013-14
0520111,0520011,Farmington School District,Union School,0,54,54,68,65,75,0,0,0,0,0,0,0,0,316,2013-14
0520311,0520011,Farmington School District,West District School,0,58,62,68,72,81,0,0,0,0,0,0,0,0,341,2013-14
0520511,0520011,Farmington School District,West Woods Upper Elementary School,0,0,0,0,0,0,335,285,0,0,0,0,0,0,620,2013-14
0525111,0520011,Farmington School District,Irving A. Robbins Middle School,0,0,0,0,0,0,0,0,276,295,0,0,0,0,571,2013-14
0526111,0520011,Farmington School District,Farmington High School,0,0,0,0,0,0,0,0,0,0,322,329,323,340,1314,2013-14
0530111,0530011,Franklin School District,Franklin Elementary School,19,8,20,17,17,18,19,19,17,27,0,0,0,0,181,2013-14
0540311,0540011,Glastonbury School District,Eastbury School,30,33,41,49,43,47,51,0,0,0,0,0,0,0,294,2013-14
0540911,0540011,Glastonbury School District,Nayaug Elementary School,18,95,88,90,101,96,121,0,0,0,0,0,0,0,609,2013-14
