"school_code","district_code","district","school","gender","2011_12","2012_13","2013_14","2014_15","2015_16"
"0230211","0230011","Canton School District","Cherry Brook Primary School","Female","4.4","4.0","10.4","13.7","6.4"
"0230211","0230011","Canton School District","Cherry Brook Primary School","Male","5.0","5.2","13.2","15.1","8.6"
"2970113","2970013","Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","Female","","","","","13.6"
"2970113","2970013","Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","Male","","","","","13.7"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","Female","23.7","14.4","15.9","16.8","8.2"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","Male","14.1","10.0","13.2","14.6","6.8"
"2410714","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","Female","","","*","23.8","13.1"
"2410714","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","Male","","","*","26.4","17.1"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","Female","","","","15.9","15.6"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","Male","","","","11.1","7.6"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","Female","","*","16.2","13.1","6.7"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","Male","","*","12.8","15.6","7.6"
"2418114","2410014","Capitol Region Education Council","CREC Discovery Academy","Female","*","*","","",""
"2418114","2410014","Capitol Region Education Council","CREC Discovery Academy","Male","*","*","","",""
"2418114","2410014","Capitol Region Education Council","Discovery Academy","Female","","","15.3","8.2","8.3"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","Male","","","10.8","9.7","3.6"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","Female","*","*","*","*","*"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","Male","*","*","*","*","*"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","Female","8.5","8.0","11.7","9.5","8.1"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","Male","5.7","6.1","5.4","5.4","4.8"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","Female","14.1","","","",""
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","Male","15.3","","","",""
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Female","55.0","57.7","52.8","47.2","30.4"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Male","51.7","37.7","32.3","37.5","25.4"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","Female","","7.4","14.9","17.9","17.3"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","Male","","10.3","12.4","15.9","20.6"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","Female","*","*","*","*","*"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","Male","*","*","*","*","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","Female","8.9","12.3","11.1","13.5","6.1"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","Male","9.5","11.8","15.7","11.2","11.3"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","Female","*","*","0.0","*","*"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","Male","*","*","0.0","*","*"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","Female","*","*","*","*","*"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","Male","*","*","*","*","*"
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Female","*","*","18.4","",""
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Male","*","*","10.7","",""
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Female","7.3","8.2","8.1","9.4","6.7"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Male","7.9","7.8","8.4","8.2","8.6"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","Female","*","8.0","5.2","10.9","7.9"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","Male","*","11.5","15.2","10.2","7.7"
"2410514","2410014","Capitol Region Education Council","Museum Academy","Female","7.3","8.4","13.8","9.0","12.3"
"2410514","2410014","Capitol Region Education Council","Museum Academy","Male","10.0","15.3","5.0","8.5","6.5"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","Female","30.4","26.3","24.2","29.0","29.6"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","Male","20.1","18.9","15.0","27.5","20.0"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","Female","9.0","10.0","16.9","18.8","10.1"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","Male","19.2","15.1","13.7","11.6","7.8"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Female","*","*","*","*","*"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Male","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Female","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Male","*","*","*","*","*"
"2419714","2410014","Capitol Region Education Council","STRIVE (Southern Transition Real-World and Independent Vocational Education Program","Female","","","*","",""
"2419714","2410014","Capitol Region Education Council","STRIVE (Southern Transition Real-World and Independent Vocational Education Program","Male","","","*","",""
"2419114","2410014","Capitol Region Education Council","Soundbridge","Female","*","*","*","",""
"2419114","2410014","Capitol Region Education Council","Soundbridge","Male","*","*","*","*","*"
"2411114","2410014","Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","Female","","","","*","*"
"2411114","2410014","Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","Male","","","","*","*"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","Female","","","","*","*"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","Male","","","","*","*"
"2410914","2410014","Capitol Region Education Council","Soundbridge @ Silas Deane Middle School","Male","","","","*",""
"2411014","2410014","Capitol Region Education Council","Soundbridge @ Wethersfield High School","Female","","","","*","*"
"2411014","2410014","Capitol Region Education Council","Soundbridge @ Wethersfield High School","Male","","","","*","*"
"2419714","2410014","Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","Female","","","","*","*"
"2419714","2410014","Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","Male","","","","*","*"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","Female","","*","7.6","7.9","20.0"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","Male","","*","6.3","9.2","13.0"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","Female","5.4","6.4","6.8","10.8","7.6"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","Male","4.2","6.3","6.1","7.6","5.2"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","Female","0.0","6.5","6.0","10.7","6.2"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","Male","*","6.3","6.6","8.0","5.7"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","Female","8.9","*","*","*","12.5"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","Male","10.3","*","*","*","7.9"
"0250111","0250011","Cheshire School District","Chapman School","Female","*","*","*","*","4.7"
"0250111","0250011","Cheshire School District","Chapman School","Male","*","0.0","*","*","4.0"
"0256111","0250011","Cheshire School District","Cheshire High School","Female","8.7","9.5","7.9","8.8","4.3"
"0256111","0250011","Cheshire School District","Cheshire High School","Male","7.1","8.5","9.2","7.7","7.2"
"0250311","0250011","Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","Female","","","","*","*"
"0250311","0250011","Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","Male","","","","*","*"
"0250211","0250011","Cheshire School District","Darcey School","Female","8.5","0.0","0.0","0.0","*"
"0250211","0250011","Cheshire School District","Darcey School","Male","10.0","0.0","*","0.0","*"
"0255111","0250011","Cheshire School District","Dodd Middle School","Female","5.0","6.0","4.4","0.0","5.0"
"0255111","0250011","Cheshire School District","Dodd Middle School","Male","6.1","5.9","4.1","0.0","5.5"
"0250611","0250011","Cheshire School District","Doolittle School","Female","2.6","0.0","2.6","*","2.8"
"0250611","0250011","Cheshire School District","Doolittle School","Male","4.2","0.0","3.1","*","3.9"
"0250411","0250011","Cheshire School District","Highland School","Female","2.1","0.0","2.9","2.4","3.6"
"0250411","0250011","Cheshire School District","Highland School","Male","3.4","0.0","4.0","*","5.1"
"0250911","0250011","Cheshire School District","Humiston Alternative School","Female","","","","*","*"
"0250911","0250011","Cheshire School District","Humiston Alternative School","Male","","","","*","*"
"0259011","0250011","Cheshire School District","Humiston School","Female","*","*","*","",""
"0259011","0250011","Cheshire School District","Humiston School","Male","*","*","*","",""
"0250511","0250011","Cheshire School District","Norton School","Female","*","0.0","*","*","*"
"0250511","0250011","Cheshire School District","Norton School","Male","*","0.0","*","*","*"
"0260111","0260011","Chester School District","Chester Elementary School","Female","*","7.4","*","*","*"
"0260111","0260011","Chester School District","Chester Elementary School","Male","*","11.3","*","*","*"
"0270111","0270011","Clinton School District","Abraham Pierson School","Female","*","*","4.6","*","*"
"0270111","0270011","Clinton School District","Abraham Pierson School","Male","*","*","5.9","*","*"
"0275111","0270011","Clinton School District","Jared Eliot School","Female","8.3","5.6","5.6","4.4","5.6"
"0275111","0270011","Clinton School District","Jared Eliot School","Male","7.6","5.2","5.7","5.0","3.4"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","Female","4.8","3.7","3.4","2.7","2.6"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","Male","7.8","6.1","4.3","3.4","4.4"
"0276111","0270011","Clinton School District","The Morgan School","Female","22.6","16.0","13.4","15.6","11.4"
"0276111","0270011","Clinton School District","The Morgan School","Male","20.4","13.7","9.9","13.8","8.8"
"0286111","0280011","Colchester School District","Bacon Academy","Female","*","10.3","5.7","2.6","8.9"
"0286111","0280011","Colchester School District","Bacon Academy","Male","*","10.0","8.2","2.5","9.8"
"0280511","0280011","Colchester School District","Bacon Academy Alternative Education","Female","","","","*","*"
"0280511","0280011","Colchester School District","Bacon Academy Alternative Education","Male","","","","*","*"
"0280411","0280011","Colchester School District","Colchester Elementary School","Female","2.8","3.8","2.5","5.1","3.8"
"0280411","0280011","Colchester School District","Colchester Elementary School","Male","1.9","3.3","4.7","4.5","4.0"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","Female","*","*","2.8","*","*"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","Male","*","*","3.3","*","*"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","Female","5.6","7.4","7.4","8.0","5.1"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","Male","5.0","4.8","4.7","5.4","4.2"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","Female","0.0","*","*","*","*"
