district,type,2010_11,2011_12,2012_13,2013_14,2014_15,district_code,check_dist_col,school_code
Stafford School District,Transportation,2060135.0,2122824.0,2318681.0,2141305.0,2184840.0,1340011,Stafford School District,1340011
Stafford School District,Students Tuitioned Out,1508199.0,1399903.0,1230812.0,1065967.0,1213491.0,1340011,Stafford School District,1340011
Stafford School District,Other,80112.0,70954.0,66320.0,87521.0,144222.0,1340011,Stafford School District,1340011
Stafford School District,Total Expenditures,26541585.0,26988676.0,27751933.0,28790231.0,28602305.0,1340011,Stafford School District,1340011
Stamford Academy District,Instructional Staff and Services,1383170.0,1181948.0,1166490.0,974401.0,1050120.0,2820013,Stamford Academy District,2820013
Stamford Academy District,Instructional Supplies and Equipment,83996.0,24770.0,24517.0,10852.0,28319.0,2820013,Stamford Academy District,2820013
Stamford Academy District,Instruction and Educational Media Services,0.0,0.0,0.0,0.0,0.0,2820013,Stamford Academy District,2820013
Stamford Academy District,Student Support Services,619478.0,589144.0,539194.0,522728.0,466980.0,2820013,Stamford Academy District,2820013
Stamford Academy District,Administration and Support Services,960972.0,1107471.0,1258077.0,1261728.0,1270676.0,2820013,Stamford Academy District,2820013
Stamford Academy District,Plant Operation and Maintenance,166786.0,32744.0,31991.0,38911.0,34493.0,2820013,Stamford Academy District,2820013
Stamford Academy District,Transportation,64887.0,36945.0,72285.0,64724.0,59106.0,2820013,Stamford Academy District,2820013
Stamford Academy District,Students Tuitioned Out,,,,,,2820013,Stamford Academy District,2820013
Stamford Academy District,Other,80044.0,77190.0,71248.0,86264.0,77015.0,2820013,Stamford Academy District,2820013
Stamford Academy District,Total Expenditures,3359333.0,3050212.0,3163802.0,2959608.0,2986709.0,2820013,Stamford Academy District,2820013
Stamford School District,Instructional Staff and Services,143414649.0,148291943.0,149417591.0,157850660.0,158994460.0,1350011,Stamford School District,1350011
Stamford School District,Instructional Supplies and Equipment,4542448.0,3707215.0,4442981.0,4380930.0,2737579.0,1350011,Stamford School District,1350011
Stamford School District,Instruction and Educational Media Services,16318697.0,13722262.0,14846180.0,13620520.0,17241365.0,1350011,Stamford School District,1350011
Stamford School District,Student Support Services,16092023.0,16493423.0,16203386.0,16677708.0,16774748.0,1350011,Stamford School District,1350011
Stamford School District,Administration and Support Services,28915473.0,29541228.0,30994393.0,33350704.0,34391143.0,1350011,Stamford School District,1350011
Stamford School District,Plant Operation and Maintenance,22365831.0,21604459.0,22907649.0,24137287.0,24305629.0,1350011,Stamford School District,1350011
Stamford School District,Transportation,12023544.0,12685666.0,13000773.0,13069625.0,13947920.0,1350011,Stamford School District,1350011
Stamford School District,Students Tuitioned Out,10403204.0,11230982.0,11157260.0,12351201.0,14801344.0,1350011,Stamford School District,1350011
Stamford School District,Other,0.0,0.0,0.0,0.0,0.0,1350011,Stamford School District,1350011
Stamford School District,Total Expenditures,254075869.0,257277178.0,262970213.0,275438635.0,283194188.0,1350011,Stamford School District,1350011
Sterling School District,Instructional Staff and Services,3712224.0,3748943.0,3872074.0,3759319.0,3186348.0,1360011,Sterling School District,1360011
Sterling School District,Instructional Supplies and Equipment,114627.0,196657.0,93735.0,50668.0,182893.0,1360011,Sterling School District,1360011
Sterling School District,Instruction and Educational Media Services,263708.0,190606.0,262984.0,212832.0,273575.0,1360011,Sterling School District,1360011
Sterling School District,Student Support Services,174216.0,171211.0,166177.0,174639.0,179956.0,1360011,Sterling School District,1360011
Sterling School District,Administration and Support Services,503378.0,535307.0,556052.0,597398.0,607922.0,1360011,Sterling School District,1360011
Sterling School District,Plant Operation and Maintenance,528274.0,506124.0,533515.0,485486.0,506042.0,1360011,Sterling School District,1360011
Sterling School District,Transportation,641602.0,591403.0,512015.0,660935.0,646281.0,1360011,Sterling School District,1360011
Sterling School District,Students Tuitioned Out,1473810.0,1455556.0,569843.0,786156.0,796309.0,1360011,Sterling School District,1360011
Sterling School District,Other,24250.0,30640.0,44517.0,29538.0,25140.0,1360011,Sterling School District,1360011
Sterling School District,Total Expenditures,7436089.0,7426447.0,6610912.0,6756971.0,6404466.0,1360011,Sterling School District,1360011
Stonington School District,Instructional Staff and Services,18504495.0,18961108.0,19089501.0,19545603.0,19646769.0,1370011,Stonington School District,1370011
Stonington School District,Instructional Supplies and Equipment,345772.0,274592.0,255293.0,122143.0,190722.0,1370011,Stonington School District,1370011
Stonington School District,Instruction and Educational Media Services,1414919.0,1363038.0,1444924.0,1575742.0,1735793.0,1370011,Stonington School District,1370011
Stonington School District,Student Support Services,1923994.0,2039168.0,2025307.0,2186462.0,1974833.0,1370011,Stonington School District,1370011
Stonington School District,Administration and Support Services,2694033.0,2646078.0,3073566.0,3808987.0,4381898.0,1370011,Stonington School District,1370011
Stonington School District,Plant Operation and Maintenance,3894138.0,3702499.0,3745467.0,3600283.0,4019054.0,1370011,Stonington School District,1370011
Stonington School District,Transportation,2130732.0,2254998.0,2518067.0,2405434.0,2395573.0,1370011,Stonington School District,1370011
Stonington School District,Students Tuitioned Out,1906585.0,2256530.0,2384145.0,2280636.0,2348382.0,1370011,Stonington School District,1370011
Stonington School District,Other,428935.0,444841.0,444750.0,477191.0,462529.0,1370011,Stonington School District,1370011
Stonington School District,Total Expenditures,33243603.0,33942852.0,34981020.0,36002481.0,37155553.0,1370011,Stonington School District,1370011
Stratford School District,Instructional Staff and Services,57032429.0,56106901.0,57305698.0,55918610.0,59385884.0,1380011,Stratford School District,1380011
Stratford School District,Instructional Supplies and Equipment,1477984.0,970199.0,851534.0,1051081.0,885138.0,1380011,Stratford School District,1380011
Stratford School District,Instruction and Educational Media Services,2994758.0,3082865.0,2475791.0,2858152.0,2750347.0,1380011,Stratford School District,1380011
Stratford School District,Student Support Services,9544498.0,9823374.0,9848633.0,10225186.0,10497077.0,1380011,Stratford School District,1380011
Stratford School District,Administration and Support Services,8826457.0,9128701.0,9431629.0,9848749.0,10197398.0,1380011,Stratford School District,1380011
Stratford School District,Plant Operation and Maintenance,8915566.0,9110858.0,8817678.0,9121805.0,9569077.0,1380011,Stratford School District,1380011
Stratford School District,Transportation,4502344.0,4817786.0,4753745.0,4819315.0,5072559.0,1380011,Stratford School District,1380011
Stratford School District,Students Tuitioned Out,5833471.0,6181509.0,6137939.0,6014338.0,6179785.0,1380011,Stratford School District,1380011
Stratford School District,Other,1433005.0,1560094.0,1585619.0,1605250.0,1748858.0,1380011,Stratford School District,1380011
Stratford School District,Total Expenditures,100560512.0,100782287.0,101208266.0,101462486.0,106286123.0,1380011,Stratford School District,1380011
Suffield School District,Instructional Staff and Services,19797933.0,19523315.0,20956221.0,20191207.0,20879831.0,1390011,Suffield School District,1390011
Suffield School District,Instructional Supplies and Equipment,623711.0,617028.0,852305.0,1249934.0,872465.0,1390011,Suffield School District,1390011
Suffield School District,Instruction and Educational Media Services,224451.0,246596.0,275545.0,410848.0,443559.0,1390011,Suffield School District,1390011
Suffield School District,Student Support Services,1864272.0,2065851.0,2114929.0,2334344.0,2507592.0,1390011,Suffield School District,1390011
Suffield School District,Administration and Support Services,4035915.0,4300506.0,3352262.0,4026734.0,4327268.0,1390011,Suffield School District,1390011
Suffield School District,Plant Operation and Maintenance,2160511.0,2646746.0,2140394.0,2538546.0,2911461.0,1390011,Suffield School District,1390011
Suffield School District,Transportation,1204395.0,1530538.0,1424379.0,1531776.0,1416539.0,1390011,Suffield School District,1390011
Suffield School District,Students Tuitioned Out,1898173.0,1917020.0,1902364.0,1771012.0,1395132.0,1390011,Suffield School District,1390011
Suffield School District,Other,135207.0,18078.0,476439.0,497315.0,521104.0,1390011,Suffield School District,1390011
Suffield School District,Total Expenditures,31944568.0,32865678.0,33494838.0,34551716.0,35274951.0,1390011,Suffield School District,1390011
The Bridge Academy District,Instructional Staff and Services,1921829.0,1969466.0,2039435.0,2168121.0,2281505.0,2690013,The Bridge Academy District,2690013
The Bridge Academy District,Instructional Supplies and Equipment,142941.0,68340.0,118979.0,181413.0,110601.0,2690013,The Bridge Academy District,2690013
The Bridge Academy District,Instruction and Educational Media Services,36085.0,20228.0,33304.0,38846.0,29340.0,2690013,The Bridge Academy District,2690013
The Bridge Academy District,Student Support Services,238423.0,238938.0,297596.0,309522.0,337878.0,2690013,The Bridge Academy District,2690013
The Bridge Academy District,Administration and Support Services,247081.0,312342.0,377976.0,368550.0,398495.0,2690013,The Bridge Academy District,2690013
The Bridge Academy District,Plant Operation and Maintenance,193149.0,241187.0,250846.0,246809.0,239899.0,2690013,The Bridge Academy District,2690013
The Bridge Academy District,Transportation,32101.0,12325.0,7660.0,2574.0,1644.0,2690013,The Bridge Academy District,2690013
The Bridge Academy District,Students Tuitioned Out,,,,,,2690013,The Bridge Academy District,2690013
The Bridge Academy District,Other,119390.0,93813.0,115924.0,130741.0,148920.0,2690013,The Bridge Academy District,2690013
The Bridge Academy District,Total Expenditures,2930999.0,2956639.0,3241720.0,3446576.0,3548282.0,2690013,The Bridge Academy District,2690013
Thomaston School District,Instructional Staff and Services,8750677.0,8950588.0,8607784.0,8339452.0,7938584.0,1400011,Thomaston School District,1400011
Thomaston School District,Instructional Supplies and Equipment,283730.0,306804.0,373435.0,305453.0,256383.0,1400011,Thomaston School District,1400011
Thomaston School District,Instruction and Educational Media Services,23514.0,26981.0,23667.0,26037.0,29601.0,1400011,Thomaston School District,1400011
Thomaston School District,Student Support Services,606226.0,717325.0,789756.0,779473.0,901025.0,1400011,Thomaston School District,1400011
Thomaston School District,Administration and Support Services,1819456.0,1842447.0,1950804.0,1896825.0,2125848.0,1400011,Thomaston School District,1400011
Thomaston School District,Plant Operation and Maintenance,1633553.0,1557140.0,1472265.0,3360928.0,1725498.0,1400011,Thomaston School District,1400011
Thomaston School District,Transportation,1054875.0,987422.0,1058590.0,1055848.0,1139732.0,1400011,Thomaston School District,1400011
Thomaston School District,Students Tuitioned Out,954255.0,816890.0,1137325.0,1136141.0,1080410.0,1400011,Thomaston School District,1400011
Thomaston School District,Other,254485.0,299456.0,307223.0,197617.0,189810.0,1400011,Thomaston School District,1400011
Thomaston School District,Total Expenditures,15380771.0,15505053.0,15720849.0,17097774.0,15386891.0,1400011,Thomaston School District,1400011
Thompson School District,Instructional Staff and Services,8136351.0,8192928.0,8268744.0,8804201.0,8063231.0,1410011,Thompson School District,1410011
Thompson School District,Instructional Supplies and Equipment,221517.0,152254.0,140023.0,188717.0,168777.0,1410011,Thompson School District,1410011
Thompson School District,Instruction and Educational Media Services,205262.0,184911.0,179508.0,171323.0,290887.0,1410011,Thompson School District,1410011
Thompson School District,Student Support Services,1181867.0,1284229.0,1393769.0,1261217.0,1290374.0,1410011,Thompson School District,1410011
Thompson School District,Administration and Support Services,2505107.0,2433300.0,2417812.0,1754770.0,1874377.0,1410011,Thompson School District,1410011
Thompson School District,Plant Operation and Maintenance,2037532.0,1938107.0,1934639.0,2341717.0,2227450.0,1410011,Thompson School District,1410011
Thompson School District,Transportation,840809.0,1009001.0,1018163.0,968129.0,1038530.0,1410011,Thompson School District,1410011
Thompson School District,Students Tuitioned Out,1458284.0,1657793.0,1743606.0,1791882.0,2129003.0,1410011,Thompson School District,1410011
Thompson School District,Other,328351.0,302441.0,276310.0,48241.0,14892.0,1410011,Thompson School District,1410011
Thompson School District,Total Expenditures,16915080.0,17154964.0,17372574.0,17330197.0,17097521.0,1410011,Thompson School District,1410011
Tolland School District,Instructional Staff and Services,21450768.0,21901139.0,21825917.0,21857142.0,22613912.0,1420011,Tolland School District,1420011
Tolland School District,Instructional Supplies and Equipment,344811.0,406094.0,447266.0,546957.0,596677.0,1420011,Tolland School District,1420011
Tolland School District,Instruction and Educational Media Services,1425152.0,1490154.0,1547504.0,1540746.0,1510920.0,1420011,Tolland School District,1420011
Tolland School District,Student Support Services,1483057.0,1504294.0,1552833.0,1465031.0,1481249.0,1420011,Tolland School District,1420011
Tolland School District,Administration and Support Services,3358379.0,3494127.0,3606384.0,3813920.0,3865637.0,1420011,Tolland School District,1420011
Tolland School District,Plant Operation and Maintenance,3469422.0,3245755.0,3374149.0,4177534.0,3601242.0,1420011,Tolland School District,1420011
Tolland School District,Transportation,2011473.0,2264817.0,2272658.0,2388401.0,2459697.0,1420011,Tolland School District,1420011
Tolland School District,Students Tuitioned Out,2481065.0,2845893.0,3113097.0,3110556.0,3348595.0,1420011,Tolland School District,1420011
Tolland School District,Other,26636.0,70383.0,108347.0,114972.0,126225.0,1420011,Tolland School District,1420011
Tolland School District,Total Expenditures,36050763.0,37222656.0,37848155.0,39015259.0,39604154.0,1420011,Tolland School District,1420011
Torrington School District,Instructional Staff and Services,39415779.0,39798742.0,40234247.0,41673104.0,42142161.0,1430011,Torrington School District,1430011
Torrington School District,Instructional Supplies and Equipment,738813.0,613630.0,604546.0,1495040.0,534267.0,1430011,Torrington School District,1430011
Torrington School District,Instruction and Educational Media Services,1099768.0,1868003.0,2638582.0,1583032.0,1391746.0,1430011,Torrington School District,1430011
Torrington School District,Student Support Services,3560026.0,3584479.0,3797154.0,3963244.0,4785278.0,1430011,Torrington School District,1430011
Torrington School District,Administration and Support Services,5401428.0,5117514.0,5470759.0,6568840.0,7517497.0,1430011,Torrington School District,1430011
Torrington School District,Plant Operation and Maintenance,5846233.0,6032800.0,5951530.0,6250949.0,5851146.0,1430011,Torrington School District,1430011
Torrington School District,Transportation,4028023.0,4110388.0,3853945.0,4229766.0,4505085.0,1430011,Torrington School District,1430011
Torrington School District,Students Tuitioned Out,6352426.0,5788932.0,5735698.0,6470832.0,7053030.0,1430011,Torrington School District,1430011
Torrington School District,Other,492763.0,509656.0,519344.0,564958.0,623931.0,1430011,Torrington School District,1430011
Torrington School District,Total Expenditures,66935259.0,67424144.0,68805805.0,72799765.0,74404141.0,1430011,Torrington School District,1430011
Trailblazers Academy District,Instructional Staff and Services,1502437.0,1584529.0,1488362.0,1357434.0,1164747.0,2780013,Trailblazers Academy District,2780013
Trailblazers Academy District,Instructional Supplies and Equipment,72497.0,18019.0,17411.0,36100.0,22992.0,2780013,Trailblazers Academy District,2780013
Trailblazers Academy District,Instruction and Educational Media Services,0.0,0.0,0.0,0.0,0.0,2780013,Trailblazers Academy District,2780013
Trailblazers Academy District,Student Support Services,463106.0,530269.0,498542.0,526528.0,490329.0,2780013,Trailblazers Academy District,2780013
Trailblazers Academy District,Administration and Support Services,1994573.0,1841572.0,1976566.0,1932936.0,2021353.0,2780013,Trailblazers Academy District,2780013
Trailblazers Academy District,Plant Operation and Maintenance,244398.0,181150.0,224613.0,354390.0,297351.0,2780013,Trailblazers Academy District,2780013
Trailblazers Academy District,Transportation,35405.0,13964.0,6299.0,4336.0,6668.0,2780013,Trailblazers Academy District,2780013
Trailblazers Academy District,Students Tuitioned Out,,,,,,2780013,Trailblazers Academy District,2780013
Trailblazers Academy District,Other,115280.0,138494.0,132596.0,123306.0,103448.0,2780013,Trailblazers Academy District,2780013
Trailblazers Academy District,Total Expenditures,4427696.0,4307997.0,4344389.0,4335030.0,4106888.0,2780013,Trailblazers Academy District,2780013
Trumbull School District,Instructional Staff and Services,53383511.0,52636023.0,55362773.0,57252834.0,59027980.0,1440011,Trumbull School District,1440011
Trumbull School District,Instructional Supplies and Equipment,801099.0,1540054.0,1663898.0,1174876.0,1510697.0,1440011,Trumbull School District,1440011
Trumbull School District,Instruction and Educational Media Services,2789042.0,3071507.0,3901431.0,4327895.0,4710345.0,1440011,Trumbull School District,1440011
Trumbull School District,Student Support Services,6496909.0,6990205.0,7378183.0,8310242.0,8074542.0,1440011,Trumbull School District,1440011
Trumbull School District,Administration and Support Services,10208313.0,10429503.0,10735474.0,11388692.0,11198627.0,1440011,Trumbull School District,1440011
Trumbull School District,Plant Operation and Maintenance,9156970.0,8977413.0,9089554.0,9201271.0,8111415.0,1440011,Trumbull School District,1440011
Trumbull School District,Transportation,4738206.0,4998886.0,4855990.0,5175951.0,5564459.0,1440011,Trumbull School District,1440011
Trumbull School District,Students Tuitioned Out,3237033.0,3752473.0,4014101.0,3604248.0,3476752.0,1440011,Trumbull School District,1440011
Trumbull School District,Other,777708.0,810903.0,1073741.0,423793.0,1218663.0,1440011,Trumbull School District,1440011
Trumbull School District,Total Expenditures,91588791.0,93206967.0,98075145.0,100859802.0,102893480.0,1440011,Trumbull School District,1440011
Union School District,Instructional Staff and Services,679069.0,632626.0,687750.0,757060.0,977687.0,1450011,Union School District,1450011
Union School District,Instructional Supplies and Equipment,44120.0,44427.0,27445.0,63377.0,62936.0,1450011,Union School District,1450011
Union School District,Instruction and Educational Media Services,2706.0,4371.0,5478.0,6204.0,19333.0,1450011,Union School District,1450011
Union School District,Student Support Services,63277.0,66297.0,50430.0,45063.0,39253.0,1450011,Union School District,1450011
Union School District,Administration and Support Services,208773.0,197992.0,244474.0,259773.0,258247.0,1450011,Union School District,1450011
Union School District,Plant Operation and Maintenance,134329.0,148128.0,140936.0,131703.0,138521.0,1450011,Union School District,1450011
Union School District,Transportation,194939.0,217541.0,148698.0,167522.0,169796.0,1450011,Union School District,1450011
Union School District,Students Tuitioned Out,55345.0,36190.0,32562.0,68971.0,27952.0,1450011,Union School District,1450011
Union School District,Other,0.0,0.0,0.0,0.0,0.0,1450011,Union School District,1450011
Union School District,Total Expenditures,1382558.0,1347572.0,1337773.0,1499673.0,1693725.0,1450011,Union School District,1450011
Vernon School District,Instructional Staff and Services,29029959.0,28970267.0,29514184.0,31126475.0,31307291.0,1460011,Vernon School District,1460011
Vernon School District,Instructional Supplies and Equipment,1376090.0,601554.0,367169.0,546062.0,1005574.0,1460011,Vernon School District,1460011
Vernon School District,Instruction and Educational Media Services,2737706.0,2431929.0,2516977.0,2359883.0,2633597.0,1460011,Vernon School District,1460011
Vernon School District,Student Support Services,3302983.0,3334623.0,3608125.0,3517209.0,3401982.0,1460011,Vernon School District,1460011
Vernon School District,Administration and Support Services,4054333.0,4128401.0,4288027.0,4663387.0,5045363.0,1460011,Vernon School District,1460011
Vernon School District,Plant Operation and Maintenance,5600363.0,4573913.0,4337025.0,4851205.0,5069725.0,1460011,Vernon School District,1460011
Vernon School District,Transportation,2823785.0,2841329.0,2802951.0,2907359.0,3032148.0,1460011,Vernon School District,1460011
Vernon School District,Students Tuitioned Out,3043038.0,2735974.0,3483152.0,3271193.0,3153198.0,1460011,Vernon School District,1460011
Vernon School District,Other,552511.0,540757.0,540986.0,532209.0,530899.0,1460011,Vernon School District,1460011
Vernon School District,Total Expenditures,52520768.0,50158747.0,51458596.0,53774982.0,55179777.0,1460011,Vernon School District,1460011
Voluntown School District,Instructional Staff and Services,2603415.0,2543967.0,2687106.0,2709111.0,2741744.0,1470011,Voluntown School District,1470011
Voluntown School District,Instructional Supplies and Equipment,99997.0,139676.0,103811.0,117930.0,109256.0,1470011,Voluntown School District,1470011
Voluntown School District,Instruction and Educational Media Services,76451.0,102307.0,76315.0,82682.0,133088.0,1470011,Voluntown School District,1470011
Voluntown School District,Student Support Services,463445.0,403603.0,520669.0,565081.0,538502.0,1470011,Voluntown School District,1470011
Voluntown School District,Administration and Support Services,620740.0,639028.0,616159.0,705134.0,700767.0,1470011,Voluntown School District,1470011
Voluntown School District,Plant Operation and Maintenance,403646.0,408279.0,408786.0,447854.0,414277.0,1470011,Voluntown School District,1470011
Voluntown School District,Transportation,366722.0,372037.0,414824.0,387035.0,389556.0,1470011,Voluntown School District,1470011
Voluntown School District,Students Tuitioned Out,475057.0,418909.0,392932.0,428220.0,515604.0,1470011,Voluntown School District,1470011
Voluntown School District,Other,43928.0,44656.0,44490.0,59439.0,60789.0,1470011,Voluntown School District,1470011
Voluntown School District,Total Expenditures,5153401.0,5072462.0,5265092.0,5502486.0,5603583.0,1470011,Voluntown School District,1470011
Wallingford School District,Instructional Staff and Services,51136538.0,53224134.0,52043982.0,53918190.0,55215886.0,1480011,Wallingford School District,1480011
Wallingford School District,Instructional Supplies and Equipment,593530.0,584596.0,3882649.0,1063340.0,624555.0,1480011,Wallingford School District,1480011
Wallingford School District,Instruction and Educational Media Services,2579853.0,2342546.0,2906171.0,3438494.0,3131581.0,1480011,Wallingford School District,1480011
Wallingford School District,Student Support Services,5835860.0,6004347.0,6012438.0,6013874.0,6003479.0,1480011,Wallingford School District,1480011
Wallingford School District,Administration and Support Services,11896191.0,11278035.0,13641046.0,12567160.0,13272818.0,1480011,Wallingford School District,1480011
Wallingford School District,Plant Operation and Maintenance,8628315.0,13051692.0,8316158.0,18442862.0,8994816.0,1480011,Wallingford School District,1480011
Wallingford School District,Transportation,5847369.0,6226905.0,6291382.0,6512715.0,6647223.0,1480011,Wallingford School District,1480011
Wallingford School District,Students Tuitioned Out,5540848.0,5510601.0,5083516.0,5336578.0,5476728.0,1480011,Wallingford School District,1480011
Wallingford School District,Other,1318826.0,1375259.0,1503347.0,1542901.0,1762610.0,1480011,Wallingford School District,1480011
Wallingford School District,Total Expenditures,93377330.0,99598115.0,99680689.0,108836114.0,101129696.0,1480011,Wallingford School District,1480011
Waterbury School District,Instructional Staff and Services,139967080.0,144115715.0,145929734.0,158193631.0,169833692.0,1510011,Waterbury School District,1510011
Waterbury School District,Instructional Supplies and Equipment,4268490.0,4284587.0,4253390.0,6963543.0,5002314.0,1510011,Waterbury School District,1510011
Waterbury School District,Instruction and Educational Media Services,35155263.0,32072142.0,29678902.0,24228974.0,20907086.0,1510011,Waterbury School District,1510011
Waterbury School District,Student Support Services,12334992.0,13411180.0,13585891.0,10424274.0,8691732.0,1510011,Waterbury School District,1510011
Waterbury School District,Administration and Support Services,23312881.0,22239927.0,23645400.0,24067357.0,24854463.0,1510011,Waterbury School District,1510011
Waterbury School District,Plant Operation and Maintenance,22276646.0,20884674.0,20815821.0,21436579.0,22259477.0,1510011,Waterbury School District,1510011
Waterbury School District,Transportation,11561236.0,11512229.0,11572023.0,12130687.0,13181661.0,1510011,Waterbury School District,1510011
Waterbury School District,Students Tuitioned Out,6134032.0,6382181.0,5856362.0,6016327.0,6268550.0,1510011,Waterbury School District,1510011
Waterbury School District,Other,8228076.0,9323033.0,9866877.0,9768069.0,10160661.0,1510011,Waterbury School District,1510011
Waterbury School District,Total Expenditures,263238696.0,264225668.0,265204400.0,273229441.0,281159636.0,1510011,Waterbury School District,1510011
Waterford School District,Instructional Staff and Services,25250287.0,26484299.0,27272532.0,27299171.0,27112264.0,1520011,Waterford School District,1520011
Waterford School District,Instructional Supplies and Equipment,1264677.0,1019991.0,844865.0,776052.0,933662.0,1520011,Waterford School District,1520011
Waterford School District,Instruction and Educational Media Services,511514.0,473411.0,463939.0,491311.0,536938.0,1520011,Waterford School District,1520011
Waterford School District,Student Support Services,2693162.0,2816898.0,2983386.0,2995522.0,3096009.0,1520011,Waterford School District,1520011
Waterford School District,Administration and Support Services,4101569.0,4205743.0,4425263.0,4469517.0,4484844.0,1520011,Waterford School District,1520011
Waterford School District,Plant Operation and Maintenance,4623211.0,4578686.0,4832286.0,4693251.0,4945320.0,1520011,Waterford School District,1520011
Waterford School District,Transportation,2573947.0,2455358.0,2583304.0,2515731.0,2518060.0,1520011,Waterford School District,1520011
Waterford School District,Students Tuitioned Out,2612927.0,2430912.0,2326035.0,2714313.0,2873643.0,1520011,Waterford School District,1520011
Waterford School District,Other,757094.0,824338.0,872229.0,885146.0,885568.0,1520011,Waterford School District,1520011
Waterford School District,Total Expenditures,44388388.0,45289636.0,46603839.0,46840014.0,47386308.0,1520011,Waterford School District,1520011
Watertown School District,Instructional Staff and Services,21020616.0,22371245.0,23421396.0,21374872.0,22782234.0,1530011,Watertown School District,1530011
Watertown School District,Instructional Supplies and Equipment,506900.0,741468.0,351430.0,468140.0,400779.0,1530011,Watertown School District,1530011
Watertown School District,Instruction and Educational Media Services,419881.0,690663.0,664185.0,656172.0,738711.0,1530011,Watertown School District,1530011
Watertown School District,Student Support Services,2502235.0,2149391.0,1813073.0,2675009.0,2679164.0,1530011,Watertown School District,1530011
Watertown School District,Administration and Support Services,4362141.0,4880456.0,4883696.0,6355006.0,5067734.0,1530011,Watertown School District,1530011
Watertown School District,Plant Operation and Maintenance,4287413.0,4212279.0,4584251.0,5277539.0,5017161.0,1530011,Watertown School District,1530011
Watertown School District,Transportation,2146213.0,2308834.0,3121114.0,2564008.0,3108042.0,1530011,Watertown School District,1530011
Watertown School District,Students Tuitioned Out,1568756.0,1065211.0,1265228.0,973492.0,1606151.0,1530011,Watertown School District,1530011
Watertown School District,Other,457847.0,46649.0,7129.0,46973.0,0.0,1530011,Watertown School District,1530011
Watertown School District,Total Expenditures,37272002.0,38466196.0,40111502.0,40391211.0,41399976.0,1530011,Watertown School District,1530011
West Hartford School District,Instructional Staff and Services,78624768.0,79204187.0,82378054.0,83075607.0,86195070.0,1550011,West Hartford School District,1550011
West Hartford School District,Instructional Supplies and Equipment,2239376.0,1716382.0,1727315.0,1732500.0,2510593.0,1550011,West Hartford School District,1550011
West Hartford School District,Instruction and Educational Media Services,6872227.0,7205649.0,7380386.0,7918810.0,6999327.0,1550011,West Hartford School District,1550011
West Hartford School District,Student Support Services,9095259.0,9248778.0,9556805.0,9791723.0,10271373.0,1550011,West Hartford School District,1550011
West Hartford School District,Administration and Support Services,15894880.0,16444869.0,16925637.0,17467245.0,18279660.0,1550011,West Hartford School District,1550011
West Hartford School District,Plant Operation and Maintenance,12215674.0,12791447.0,13359514.0,13425659.0,13667892.0,1550011,West Hartford School District,1550011
West Hartford School District,Transportation,6004751.0,6397331.0,6648724.0,7000077.0,7399747.0,1550011,West Hartford School District,1550011
West Hartford School District,Students Tuitioned Out,5425465.0,6321803.0,6731324.0,6324184.0,7161452.0,1550011,West Hartford School District,1550011
West Hartford School District,Other,1198870.0,1235280.0,1269725.0,1294217.0,1379546.0,1550011,West Hartford School District,1550011
West Hartford School District,Total Expenditures,137571270.0,140565726.0,145977484.0,148030022.0,153864660.0,1550011,West Hartford School District,1550011
West Haven School District,Instructional Staff and Services,50148184.0,47508182.0,48544409.0,48817697.0,49060089.0,1560011,West Haven School District,1560011
West Haven School District,Instructional Supplies and Equipment,1453057.0,1459088.0,1491002.0,1550930.0,1595250.0,1560011,West Haven School District,1560011
West Haven School District,Instruction and Educational Media Services,2694302.0,2371226.0,2560590.0,2516862.0,2611100.0,1560011,West Haven School District,1560011
West Haven School District,Student Support Services,4819639.0,3965576.0,4320641.0,4329337.0,4452071.0,1560011,West Haven School District,1560011
West Haven School District,Administration and Support Services,6843466.0,5660217.0,5882517.0,6075378.0,6250627.0,1560011,West Haven School District,1560011
West Haven School District,Plant Operation and Maintenance,15696998.0,14060883.0,14852906.0,15275625.0,15499756.0,1560011,West Haven School District,1560011
West Haven School District,Transportation,4622911.0,4623835.0,4749504.0,4958609.0,5244584.0,1560011,West Haven School District,1560011
West Haven School District,Students Tuitioned Out,6615376.0,7275244.0,7314542.0,7924459.0,9282170.0,1560011,West Haven School District,1560011
West Haven School District,Other,1629943.0,1632475.0,1656222.0,1694629.0,1730826.0,1560011,West Haven School District,1560011
West Haven School District,Total Expenditures,94523876.0,88556726.0,91372333.0,93143526.0,95726473.0,1560011,West Haven School District,1560011
Westbrook School District,Instructional Staff and Services,8822688.0,9435111.0,10058327.0,9875645.0,10570862.0,1540011,Westbrook School District,1540011
Westbrook School District,Instructional Supplies and Equipment,538905.0,317357.0,519883.0,1120451.0,432807.0,1540011,Westbrook School District,1540011
Westbrook School District,Instruction and Educational Media Services,274603.0,306259.0,270802.0,329609.0,321461.0,1540011,Westbrook School District,1540011
Westbrook School District,Student Support Services,786556.0,514825.0,285336.0,285658.0,311142.0,1540011,Westbrook School District,1540011
Westbrook School District,Administration and Support Services,1490923.0,1417369.0,1553987.0,1526195.0,1622952.0,1540011,Westbrook School District,1540011
Westbrook School District,Plant Operation and Maintenance,1624154.0,1497146.0,1622847.0,1654219.0,1792607.0,1540011,Westbrook School District,1540011
