district,district_code,school,school_code,count,year,group
Norwich School District,1040011,ABA Autism Program,1040411,16,2015,all
Norwich School District,1040011,Bishop School Early Learning Center,1040111,226,2015,all
Norwich School District,1040011,Case Street Early Learning Center at DTZ,1040211,60,2015,all
Norwich School District,1040011,IRS Program at Moriarty,1040911,*,2015,all
Norwich School District,1040011,IRS Program at Uncas,1040711,*,2015,all
Norwich School District,1040011,John B. Stanton Network School,1041411,357,2015,all
Norwich School District,1040011,Kelly Middle School,1045111,754,2015,all
Norwich School District,1040011,Moriarty Magnet School,1042011,405,2015,all
Norwich School District,1040011,Samuel Huntington School,1040811,341,2015,all
Norwich School District,1040011,Special Needs Program,1040511,23,2015,all
Norwich School District,1040011,Teachers' Memorial Middle School,1045211,337,2015,all
Norwich School District,1040011,Thomas W. Mahan School,1041711,267,2015,all
Norwich School District,1040011,Uncas Network School,1041911,230,2015,all
Norwich School District,1040011,Veterans' Memorial School,1041811,320,2015,all
Norwich School District,1040011,Virtual Learning Academy,1049211,11,2015,all
Norwich School District,1040011,Wequonnoc Magnet School,1041511,245,2015,all
Odyssey Community School District,2630013,Odyssey Community School,2635113,328,2015,all
Old Saybrook School District,1060011,Kathleen E. Goodwin School,1060211,372,2015,all
Old Saybrook School District,1060011,Old Saybrook Middle School,1065211,521,2015,all
Old Saybrook School District,1060011,Old Saybrook Senior High School,1066111,444,2015,all
Orange School District,1070011,Mary L. Tracy School,1070211,163,2015,all
Orange School District,1070011,Peck Place School,1070511,355,2015,all
Orange School District,1070011,Race Brook School,1070311,366,2015,all
Orange School District,1070011,Turkey Hill School,1070411,292,2015,all
Oxford School District,1080011,Alternative Education,1080411,12,2015,all
Oxford School District,1080011,Great Oak School,1085111,491,2015,all
Oxford School District,1080011,Oxford Center School,1080111,472,2015,all
Oxford School District,1080011,Oxford High School,1086011,592,2015,all
Oxford School District,1080011,Quaker Farms School,1080311,392,2015,all
Park City Prep Charter School District,2830013,Park City Prep Charter School,2835113,360,2015,all
Path Academy District,2930013,Path Academy,2930113,143,2015,all
Plainfield School District,1090011,Early Childhood Center,1098011,18,2015,all
Plainfield School District,1090011,Moosup Elementary School,1090111,312,2015,all
Plainfield School District,1090011,Plainfield Central School,1095111,532,2015,all
Plainfield School District,1090011,Plainfield High School,1096111,695,2015,all
Plainfield School District,1090011,Plainfield Memorial School,1090311,326,2015,all
Plainfield School District,1090011,Shepard Hill Elementary School,1090411,428,2015,all
Plainville School District,1100011,Frank T. Wheeler School,1100411,309,2015,all
Plainville School District,1100011,Linden Street School,1100211,423,2015,all
Plainville School District,1100011,Louis Toffolon School,1100511,369,2015,all
Plainville School District,1100011,Middle School of Plainville,1105211,545,2015,all
Plainville School District,1100011,Plainville High School,1106111,744,2015,all
Plymouth School District,1110011,Eli Terry Jr. Middle School,1115111,337,2015,all
Plymouth School District,1110011,Harry S. Fisher Elementary School,1110411,377,2015,all
Plymouth School District,1110011,Plymouth Alternative High School,1117111,*,2015,all
Plymouth School District,1110011,Plymouth Center School,1110211,313,2015,all
Plymouth School District,1110011,Terryville High School,1116111,476,2015,all
Pomfret School District,1120011,Pomfret Community School,1120111,400,2015,all
Portland School District,1130011,Brownstone Intermediate School,1130511,219,2015,all
Portland School District,1130011,Gildersleeve School,1130411,206,2015,all
Portland School District,1130011,Portland High School,1136111,384,2015,all
Portland School District,1130011,Portland Middle School,1135111,220,2015,all
Portland School District,1130011,Valley View School,1130211,323,2015,all
Preston School District,1140011,Preston Plains School,1145111,152,2015,all
Preston School District,1140011,Preston Veterans' Memorial School,1140411,286,2015,all
Putnam School District,1160011,Helping Hands,1169011,*,2015,all
Putnam School District,1160011,PALS - Putnam Alternative Learning System,1160111,9,2015,all
Putnam School District,1160011,Putnam Elementary School,1160311,617,2015,all
Putnam School District,1160011,Putnam High School,1166111,276,2015,all
Putnam School District,1160011,Putnam Middle School,1165111,272,2015,all
Redding School District,1170011,John Read Middle School,1175111,473,2015,all
Redding School District,1170011,Redding Elementary School,1170111,480,2015,all
Regional School District 01,2010012,Housatonic Valley Regional High School,2016112,430,2015,all
Regional School District 01,2010012,LEAPSS,2010412,*,2015,all
Regional School District 01,2010012,SELC,2010312,*,2015,all
Regional School District 01,2010012,TOTAL,2010212,*,2015,all
Regional School District 04,2040012,John Winthrop Middle School,2045112,315,2015,all
Regional School District 04,2040012,Region 4 Transition Academy,2040112,*,2015,all
Regional School District 04,2040012,Valley Regional High School,2046112,600,2015,all
Regional School District 05,2050012,Amity Middle School: Bethany,2055112,383,2015,all
Regional School District 05,2050012,Amity Middle School: Orange,2055212,375,2015,all
Regional School District 05,2050012,Amity Regional High School,2056112,1486,2015,all
Regional School District 06,2060012,Early Childhood Learning Center,2068112,64,2015,all
Regional School District 06,2060012,Goshen Center School,2060112,149,2015,all
Regional School District 06,2060012,James Morris School,2060212,116,2015,all
Regional School District 06,2060012,Wamogo Regional High School,2066112,576,2015,all
Regional School District 06,2060012,Warren Elementary School,2060312,78,2015,all
Regional School District 07,2070012,AIM,2079112,9,2015,all
Regional School District 07,2070012,FLEX,2079012,*,2015,all
Regional School District 07,2070012,LINKS,2079212,17,2015,all
Regional School District 07,2070012,Northwestern Regional High School,2076112,719,2015,all
Regional School District 07,2070012,Northwestern Regional Middle School,2075112,315,2015,all
Regional School District 07,2070012,STEP,2079312,21,2015,all
Regional School District 08,2080012,RHAM High School,2086112,1023,2015,all
Regional School District 08,2080012,RHAM Middle School,2085112,567,2015,all
Regional School District 09,2090012,Joel Barlow High School,2096112,1008,2015,all
Regional School District 10,2100012,Har-Bur Middle School,2105112,786,2015,all
Regional School District 10,2100012,Harwinton Consolidated School,2100312,399,2015,all
Regional School District 10,2100012,Lake Garda Elementary School,2100212,442,2015,all
Regional School District 10,2100012,Lewis S. Mills High School,2106112,778,2015,all
Regional School District 11,2110012,Parish Hill High School,2116112,245,2015,all
Regional School District 12,2120012,Booth Free School,2120212,77,2015,all
Regional School District 12,2120012,Shepaug Valley School,2120312,439,2015,all
Regional School District 12,2120012,The Burnham School,2120112,53,2015,all
Regional School District 12,2120012,Washington Primary School,2120412,159,2015,all
Regional School District 13,2130012,Coginchaug Regional High School,2136112,556,2015,all
Regional School District 13,2130012,Francis E. Korn School,2130212,143,2015,all
Regional School District 13,2130012,Frank Ward Strong School,2135112,318,2015,all
Regional School District 13,2130012,Frederick Brewster School,2130112,196,2015,all
Regional School District 13,2130012,John Lyman School,2130512,238,2015,all
Regional School District 13,2130012,Middlefield Memorial School,2130412,266,2015,all
Regional School District 13,2130012,Middlesex Transition Academy,2130312,26,2015,all
Regional School District 14,2140012,Bethlehem Elementary School,2140112,256,2015,all
Regional School District 14,2140012,Integrated Star Preschool Program,2148012,48,2015,all
Regional School District 14,2140012,Mitchell Elementary School,2140212,365,2015,all
Regional School District 14,2140012,Nonnewaug Chiefs Alternative Program,2140312,*,2015,all
Regional School District 14,2140012,Nonnewaug High School,2146112,750,2015,all
Regional School District 14,2140012,Region 14 Transition Academy,2140412,*,2015,all
Regional School District 14,2140012,Woodbury Middle School,2145112,339,2015,all
Regional School District 15,2150012,Gainfield Elementary School,2150412,372,2015,all
Regional School District 15,2150012,Long Meadow Elementary School,2150712,517,2015,all
Regional School District 15,2150012,MIJ Program,2150112,15,2015,all
Regional School District 15,2150012,Memorial Middle School,2155212,446,2015,all
Regional School District 15,2150012,Middlebury Elementary School,2150612,329,2015,all
Regional School District 15,2150012,Pomperaug Regional High School,2156212,1185,2015,all
Regional School District 15,2150012,Pomperaug School,2150512,353,2015,all
Regional School District 15,2150012,Rochambeau Middle School,2155112,549,2015,all
Regional School District 16,2160012,Laurel Ledge School,2160112,380,2015,all
Regional School District 16,2160012,Long River Middle School,2165112,568,2015,all
Regional School District 16,2160012,Prospect Elementary School,2160512,616,2015,all
Regional School District 16,2160012,WRHS Alternative Education Program,2160412,10,2015,all
Regional School District 16,2160012,Woodland Regional High School,2166012,685,2015,all
Regional School District 17,2170012,Burr District Elementary School,2170212,278,2015,all
Regional School District 17,2170012,Haddam Elementary School,2170112,220,2015,all
Regional School District 17,2170012,Haddam-Killingworth High School,2176112,618,2015,all
Regional School District 17,2170012,Haddam-Killingworth Middle School,2175112,746,2015,all
Regional School District 17,2170012,Killingworth Elementary School,2170312,256,2015,all
Regional School District 18,2180012,Alternative Program,2180412,*,2015,all
Regional School District 18,2180012,Center School,2180312,46,2015,all
Regional School District 18,2180012,Lyme Consolidated School,2180112,204,2015,all
Regional School District 18,2180012,Lyme-Old Lyme High School,2186112,460,2015,all
Regional School District 18,2180012,Lyme-Old Lyme Middle School,2185112,351,2015,all
Regional School District 18,2180012,Mile Creek School,2180212,266,2015,all
Regional School District 19,2190012,E. O. Smith High School,2196112,1153,2015,all
Regional School District 19,2190012,E.O. Smith High School at the Depot Campus,2190112,28,2015,all
Regional School District 19,2190012,PM Panthers,2190212,25,2015,all
Ridgefield School District,1180011,Alternative High School,1188011,13,2015,all
Ridgefield School District,1180011,Barlow Mountain Elementary School,1180811,331,2015,all
Ridgefield School District,1180011,Branchville Elementary School,1180611,384,2015,all
Ridgefield School District,1180011,District Program BMES,1180111,*,2015,all
Ridgefield School District,1180011,District Program ERMS,1181011,*,2015,all
Ridgefield School District,1180011,District Program RES,1180711,9,2015,all
Ridgefield School District,1180011,District Program SES,1180911,*,2015,all
Ridgefield School District,1180011,East Ridge Middle School,1185111,757,2015,all
Ridgefield School District,1180011,Farmingville Elementary School,1180411,331,2015,all
Ridgefield School District,1180011,Ridgebury Elementary School,1180311,342,2015,all
Ridgefield School District,1180011,Ridgefield 18-21 Transition Program,1189011,7,2015,all
Ridgefield School District,1180011,Ridgefield High School,1186111,1693,2015,all
Ridgefield School District,1180011,Scotland Elementary School,1180511,364,2015,all
Ridgefield School District,1180011,Scotts Ridge Middle School,1185211,496,2015,all
Ridgefield School District,1180011,Veterans Park Elementary School,1180211,303,2015,all
Rocky Hill School District,1190011,Albert D. Griswold Middle School,1195111,636,2015,all
Rocky Hill School District,1190011,Alternative Learning Program,1190111,*,2015,all
Rocky Hill School District,1190011,Myrtle H. Stevens School,1190411,521,2015,all
Rocky Hill School District,1190011,Pathways,1190311,7,2015,all
Rocky Hill School District,1190011,Rocky Hill High School,1196111,705,2015,all
Rocky Hill School District,1190011,West Hill School,1190511,731,2015,all
Salem School District,1210011,Salem Elementary School,1210111,376,2015,all
Salisbury School District,1220011,Salisbury Central School,1220111,274,2015,all
Scotland School District,1230011,Scotland Elementary School,1230111,119,2015,all
Seymour School District,1240011,Bungay School,1240111,448,2015,all
Seymour School District,1240011,Chatfield-LoPresti School,1240211,530,2015,all
Seymour School District,1240011,Seymour High School,1246111,664,2015,all
Seymour School District,1240011,Seymour Middle School,1245111,562,2015,all
Sharon School District,1250011,Sharon Center School,1250111,160,2015,all
Shelton School District,1260011,Alternative Learning Center 1,1260211,10,2015,all
Shelton School District,1260011,Booth Hill School,1261011,331,2015,all
Shelton School District,1260011,Elizabeth Shelton School,1260511,433,2015,all
Shelton School District,1260011,Intermediate School,1265111,868,2015,all
Shelton School District,1260011,Life Skills,1260311,*,2015,all
Shelton School District,1260011,Long Hill School,1260811,406,2015,all
Shelton School District,1260011,Mohegan School,1260911,287,2015,all
Shelton School District,1260011,Perry Hill Elementary School,1261111,739,2015,all
Shelton School District,1260011,Pre-Kindergarten,1260111,59,2015,all
Shelton School District,1260011,Shelton High School,1266111,1513,2015,all
Shelton School District,1260011,Sunnyside School,1260611,234,2015,all
Shelton School District,1260011,Work Experience,1260711,21,2015,all
Sherman School District,1270011,Sherman School,1270111,333,2015,all
Side By Side Charter School District,2700013,Side By Side Charter School,2700113,236,2015,all
Simsbury School District,1280011,Central School,1280111,392,2015,all
Simsbury School District,1280011,Henry James Memorial School,1285111,710,2015,all
Simsbury School District,1280011,Latimer Lane School,1280611,371,2015,all
Simsbury School District,1280011,Simsbury High School,1286111,1423,2015,all
Simsbury School District,1280011,Squadron Line School,1280711,609,2015,all
Simsbury School District,1280011,Tariffville School,1280311,284,2015,all
Simsbury School District,1280011,Tootin' Hills School,1280411,370,2015,all
Somers School District,1290011,Aspire,1290511,7,2015,all
Somers School District,1290011,Mabelle B. Avery Middle School,1295111,359,2015,all
Somers School District,1290011,Somers Elementary School,1290411,585,2015,all
Somers School District,1290011,Somers High School,1296111,478,2015,all
South Windsor School District,1320011,Eli Terry School,1320711,452,2015,all
South Windsor School District,1320011,Orchard Hill School,1320611,391,2015,all
South Windsor School District,1320011,Philip R. Smith School,1320111,320,2015,all
South Windsor School District,1320011,Pleasant Valley School,1320211,356,2015,all
South Windsor School District,1320011,Project Worth Young Adult Academy,1329011,11,2015,all
South Windsor School District,1320011,South Windsor High School,1326211,1318,2015,all
South Windsor School District,1320011,Timothy Edwards School,1325111,968,2015,all
South Windsor School District,1320011,Wapping Elementary School,1320411,312,2015,all
Southington School District,1310011,Achieve,1311711,*,2015,all
Southington School District,1310011,Alta,1310111,33,2015,all
Southington School District,1310011,Derynoski Elementary School,1311511,600,2015,all
Southington School District,1310011,EASE,1310511,10,2015,all
Southington School District,1310011,Flanders Elementary School,1311311,300,2015,all
Southington School District,1310011,Hatton Elementary School,1310211,357,2015,all
Southington School District,1310011,Hatton Preschool Program,1312011,72,2015,all
Southington School District,1310011,John F. Kennedy Middle School,1315311,839,2015,all
Southington School District,1310011,Joseph A. Depaolo Middle School,1315111,743,2015,all
Southington School District,1310011,Language Based Classroom,1310411,11,2015,all
Southington School District,1310011,"Language Based Classroom, Multihandicapped",1311811,11,2015,all
Southington School District,1310011,Plantsville Elementary School,1310611,288,2015,all
Southington School District,1310011,South End Elementary School,1310711,232,2015,all
Southington School District,1310011,South End Preschool Program,1312111,20,2015,all
Southington School District,1310011,Southington High School,1316211,1967,2015,all
Southington School District,1310011,Strong Elementary School,1310811,295,2015,all
Southington School District,1310011,Thalberg Elementary School,1310911,429,2015,all
Southington School District,1310011,Therapeutic Educational Alternative Model (TEAM),1311611,7,2015,all
Southington School District,1310011,Therapeutic Educational Setting (TEP),1311211,11,2015,all
Southington School District,1310011,Urbin T. Kelley School,1311411,319,2015,all
Sprague School District,1330011,Sayles School,1330111,360,2015,all
Stafford School District,1340011,Stafford Elementary School,1340611,471,2015,all
Stafford School District,1340011,Stafford High School,1346111,409,2015,all
Stafford School District,1340011,Stafford Middle School,1345211,331,2015,all
Stafford School District,1340011,Stafford Tutoring Program,1340211,*,2015,all
Stafford School District,1340011,Staffordville School,1340311,157,2015,all
Stafford School District,1340011,West Stafford School,1340411,161,2015,all
Stamford Academy District,2820013,Stamford Academy,2826013,150,2015,all
Stamford Charter School for Excellence District,2960013,Stamford Charter School for Excellence,2960113,164,2015,all
Stamford School District,1350011,Alternate Routes To Success,1350411,79,2015,all
Stamford School District,1350011,Apples PreK,1350111,140,2015,all
Stamford School District,1350011,Cloonan School,1355611,541,2015,all
Stamford School District,1350011,Davenport Ridge School,1352011,638,2015,all
Stamford School District,1350011,Dolan School,1355311,497,2015,all
Stamford School District,1350011,Hart School,1352211,628,2015,all
Stamford School District,1350011,Individuals Achieving Independence,1350211,22,2015,all
Stamford School District,1350011,Julia A. Stark School,1351211,611,2015,all
Stamford School District,1350011,K. T. Murphy School,1350511,549,2015,all
Stamford School District,1350011,Newfield School,1350611,623,2015,all
Stamford School District,1350011,Northeast School,1351811,636,2015,all
Stamford School District,1350011,Preschool Team,1358011,57,2015,all
Stamford School District,1350011,Rippowam Middle School,1355811,799,2015,all
Stamford School District,1350011,Rogers International School,1350811,801,2015,all
Stamford School District,1350011,Roxbury School,1350911,618,2015,all
Stamford School District,1350011,Scofield Middle School,1355711,715,2015,all
Stamford School District,1350011,Springdale School,1351111,651,2015,all
Stamford School District,1350011,Stamford High School,1356111,1719,2015,all
Stamford School District,1350011,Stillmeadow School,1352111,698,2015,all
Stamford School District,1350011,The Academy of Information Technology,1356411,686,2015,all
Stamford School District,1350011,Toquam Magnet School,1351911,706,2015,all
Stamford School District,1350011,Turn of River School,1355511,584,2015,all
Stamford School District,1350011,Westhill High School,1356311,2096,2015,all
Stamford School District,1350011,Westover School,1351411,766,2015,all
Sterling School District,1360011,Sterling Community School,1360311,447,2015,all
Stonington School District,1370011,Community Classroom,1370811,*,2015,all
Stonington School District,1370011,Deans Mill School,1370511,387,2015,all
Stonington School District,1370011,Mystic Middle School,1375211,406,2015,all
Stonington School District,1370011,Pawcatuck Middle School,1375111,269,2015,all
Stonington School District,1370011,Stonington BOE Pre-School,1370111,19,2015,all
Stonington School District,1370011,Stonington HS PreK,1370211,19,2015,all
Stonington School District,1370011,Stonington High School,1376111,713,2015,all
Stonington School District,1370011,West Broad Street School,1370411,148,2015,all
Stonington School District,1370011,West Vine Street School,1370611,189,2015,all
Stratford School District,1380011,ABA Nichols,1382511,*,2015,all
Stratford School District,1380011,ABA Second Hill Lane,1380611,*,2015,all
Stratford School District,1380011,ABA Whitney,1382411,*,2015,all
Stratford School District,1380011,ALPHA,1380511,42,2015,all
Stratford School District,1380011,Bunnell High School,1386211,1047,2015,all
Stratford School District,1380011,Chapel School,1380311,518,2015,all
Stratford School District,1380011,DLC Whitney,1382311,*,2015,all
Stratford School District,1380011,David Wooster Middle School,1385211,548,2015,all
Stratford School District,1380011,Eli Whitney School,1381311,505,2015,all
Stratford School District,1380011,Franklin STEPS K-2,1382111,*,2015,all
Stratford School District,1380011,Franklin School,1380411,281,2015,all
Stratford School District,1380011,Harry B. Flood Middle School,1385311,560,2015,all
Stratford School District,1380011,High School STEPS 9-12,1382011,6,2015,all
Stratford School District,1380011,High School Sails,1380711,10,2015,all
Stratford School District,1380011,IPP Classroom - Johnson,1381111,6,2015,all
Stratford School District,1380011,Johnson House STEPS 3-6,1381211,8,2015,all
Stratford School District,1380011,Lordship School,1380811,256,2015,all
Stratford School District,1380011,Middle School STEPS 7-8,1381911,*,2015,all
Stratford School District,1380011,Middle School Sails,1381811,*,2015,all
Stratford School District,1380011,Nichols School,1380911,419,2015,all
Stratford School District,1380011,Second Hill Lane School,1381011,618,2015,all
Stratford School District,1380011,Steps K-2 Nichols,1382611,*,2015,all
Stratford School District,1380011,Straford Academy - Victoria Soto School,1382211,277,2015,all
Stratford School District,1380011,Stratford Academy - Johnson House,1381511,411,2015,all
Stratford School District,1380011,Stratford High School,1386111,947,2015,all
Stratford School District,1380011,Strive-Stratford,1389011,14,2015,all
Stratford School District,1380011,Wilcoxson School,1381411,341,2015,all
Suffield School District,1390011,A. Ward Spaulding School,1390411,498,2015,all
Suffield School District,1390011,McAlister Intermediate School,1390311,466,2015,all
Suffield School District,1390011,Suffield High School,1396111,828,2015,all
Suffield School District,1390011,Suffield Middle School,1395111,561,2015,all
The Bridge Academy District,2690013,The Bridge Academy,2696113,279,2015,all
The Gilbert School District,9020022,The Gilbert School,9026122,553,2015,all
Thomaston School District,1400011,Black Rock School,1400111,269,2015,all
Thomaston School District,1400011,Thomaston Center School,1400211,215,2015,all
Thomaston School District,1400011,Thomaston High School,1406211,410,2015,all
Thompson School District,1410011,District Autism Program,1410211,*,2015,all
Thompson School District,1410011,Mary R. Fisher Elementary School,1410111,387,2015,all
Thompson School District,1410011,Thompson Middle School,1415111,333,2015,all
Thompson School District,1410011,Tourtellotte Memorial High School,1416111,274,2015,all
Tolland School District,1420011,Birch Grove Primary School,1420111,529,2015,all
Tolland School District,1420011,TALC,1420311,11,2015,all
Tolland School District,1420011,Tolland High School,1426111,828,2015,all
Tolland School District,1420011,Tolland Intermediate School,1420211,545,2015,all
Tolland School District,1420011,Tolland Middle School,1425111,664,2015,all
Torrington School District,1430011,ABC / Forbes School,1431511,*,2015,all
Torrington School District,1430011,East School,1430111,347,2015,all
Torrington School District,1430011,Forbes School,1430211,384,2015,all
Torrington School District,1430011,Hilltop Outreach,1432311,7,2015,all
Torrington School District,1430011,Migeon Academy,1431411,7,2015,all
Torrington School District,1430011,Pre-K SpEd,1431611,17,2015,all
Torrington School District,1430011,PreK,1432211,42,2015,all
Torrington School District,1430011,Southwest School,1430811,313,2015,all
Torrington School District,1430011,Torringford / ABC,1432411,*,2015,all
Torrington School District,1430011,Torringford School,1430911,627,2015,all
Torrington School District,1430011,Torrington High School,1436111,955,2015,all
Torrington School District,1430011,Torrington Middle School,1435111,1014,2015,all
Torrington School District,1430011,Vogel-Wetmore School,1431311,437,2015,all
Trailblazers Academy District,2780013,Trailblazers Academy,2785113,125,2015,all
Trumbull School District,1440011,Booth Hill School,1440111,456,2015,all
Trumbull School District,1440011,Daniels Farm School,1440811,460,2015,all
Trumbull School District,1440011,Frenchtown Elementary School,1441011,554,2015,all
Trumbull School District,1440011,Hillcrest Middle School,1445211,769,2015,all
Trumbull School District,1440011,Jane Ryan School,1440411,377,2015,all
Trumbull School District,1440011,Madison Middle School,1445111,792,2015,all
Trumbull School District,1440011,Middlebrook School,1440311,497,2015,all
Trumbull School District,1440011,Tashua School,1440911,401,2015,all
Trumbull School District,1440011,Trumbull Early Childhood Education Center,1448011,209,2015,all
Trumbull School District,1440011,Trumbull High School,1446111,2151,2015,all
Unified School District #1,3360015,Bridgeport Correctional Center,3360115,6,2015,all
Unified School District #1,3360015,Brooklyn Correctional Institution,3360215,*,2015,all
Unified School District #1,3360015,Cheshire Correctional Institution,3360315,10,2015,all
Unified School District #1,3360015,Corrigan/Radgowski Correctional Institution,3362415,11,2015,all
Unified School District #1,3360015,Enfield Correctional Institution,3360415,*,2015,all
Unified School District #1,3360015,Garner Correctional Institution,3361915,17,2015,all
Unified School District #1,3360015,Hartford Correctional Center,3360615,8,2015,all
Unified School District #1,3360015,MacDougall/Walker Correctional Institution,3362215,7,2015,all
Unified School District #1,3360015,Manson Youth Institution,3361115,295,2015,all
Unified School District #1,3360015,New Haven Correctional Center,3360915,*,2015,all
Unified School District #1,3360015,Northern Correctional Institution,3362615,7,2015,all
Unified School District #1,3360015,Osborn Correctional Institution,3361215,7,2015,all
Unified School District #1,3360015,Robinson Correctional Institution,3361315,*,2015,all
Unified School District #1,3360015,Willard/Cybulski Correctional Institution,3361515,*,2015,all
Unified School District #1,3360015,York Correctional Institution,3362515,11,2015,all
Unified School District #2,3470015,Children's Place School,3470115,28,2015,all
Unified School District #2,3470015,Riverview School,3470315,61,2015,all
Unified School District #2,3470015,Walter G. Cady School,3476715,62,2015,all
Union School District,1450011,Union Elementary School,1450111,80,2015,all
Vernon School District,1460011,Center Road School,1461411,502,2015,all
Vernon School District,1460011,Lake Street School,1460111,219,2015,all
Vernon School District,1460011,Loveland Hill School,1460511,10,2015,all
Vernon School District,1460011,Maple Street School,1460211,274,2015,all
Vernon School District,1460011,Next Step Program (AACBP),1469011,7,2015,all
Vernon School District,1460011,Northeast School,1460311,322,2015,all
Vernon School District,1460011,Rockville High School,1466111,820,2015,all
Vernon School District,1460011,Skinner Road School,1461011,334,2015,all
Vernon School District,1460011,VPS PreK Collaborative - YMCA,1460711,8,2015,all
Vernon School District,1460011,Vernon Center Middle School,1465111,682,2015,all
Voluntown School District,1470011,Voluntown Elementary School,1470111,296,2015,all
Wallingford School District,1480011,A.R.T.S. Academy,1489011,17,2015,all
Wallingford School District,1480011,Cook Hill School,1481011,365,2015,all
Wallingford School District,1480011,Dag  Hammarskjold Middle School,1485211,733,2015,all
Wallingford School District,1480011,Education Enhancement Program,1480511,19,2015,all
Wallingford School District,1480011,Evarts C. Stevens School,1480911,329,2015,all
Wallingford School District,1480011,Harvest Park,1489211,9,2015,all
Wallingford School District,1480011,Highland School,1480211,307,2015,all
Wallingford School District,1480011,James H. Moran Middle School,1485311,696,2015,all
Wallingford School District,1480011,Lyman Hall High School,1486111,1073,2015,all
Wallingford School District,1480011,Mark T. Sheehan High School,1486211,849,2015,all
Wallingford School District,1480011,Moses Y. Beach School,1480111,331,2015,all
Wallingford School District,1480011,Multi-Vocational Life Skills Program,1489111,9,2015,all
Wallingford School District,1480011,Parker Farms School,1480311,267,2015,all
Wallingford School District,1480011,Pond Hill School,1481211,326,2015,all
Wallingford School District,1480011,Rock Hill School,1480411,337,2015,all
Wallingford School District,1480011,Yalesville School,1480811,321,2015,all
Waterbury School District,1510011,B. W. Tinker School,1512111,591,2015,all
Waterbury School District,1510011,B.W. Tinker BDLC,1510411,11,2015,all
Waterbury School District,1510011,Bucks Hill School,1510511,575,2015,all
Waterbury School District,1510011,Bunker Hill BDLC,1510111,15,2015,all
Waterbury School District,1510011,Bunker Hill School,1510611,495,2015,all
Waterbury School District,1510011,Carrington ESC,1511911,13,2015,all
Waterbury School District,1510011,Carrington School,1512711,504,2015,all
Waterbury School District,1510011,Crosby High School,1516211,1192,2015,all
Waterbury School District,1510011,Crosby NVCC,1514011,15,2015,all
Waterbury School District,1510011,Driggs School,1510911,515,2015,all
Waterbury School District,1510011,Duggan CBL,1513611,8,2015,all
Waterbury School District,1510011,Duggan School,1511611,463,2015,all
Waterbury School District,1510011,Enlightenment School,1519111,139,2015,all
Waterbury School District,1510011,Excel II,1513811,*,2015,all
Waterbury School District,1510011,Excel III,1513911,6,2015,all
Waterbury School District,1510011,F. J. Kingsbury School,1511411,541,2015,all
Waterbury School District,1510011,Gilmartin School,1512611,479,2015,all
Waterbury School District,1510011,H. S. Chase School,1510711,788,2015,all
Waterbury School District,1510011,Hopeville School,1511311,490,2015,all
Waterbury School District,1510011,John F. Kennedy High School,1516411,1301,2015,all
Waterbury School District,1510011,Maloney Interdistrict Magnet School,1513111,590,2015,all
Waterbury School District,1510011,Maloney Prek,1519811,30,2015,all
Waterbury School District,1510011,Margaret M. Generali Autism,1513511,26,2015,all
Waterbury School District,1510011,Margaret M. Generali Elementary School,1511111,557,2015,all
Waterbury School District,1510011,Michael F. Wallace Autism,1512911,19,2015,all
Waterbury School District,1510011,Michael F. Wallace Middle School,1515111,1182,2015,all
Waterbury School District,1510011,North End ESC,1511811,*,2015,all
Waterbury School District,1510011,North End Middle School,1515311,989,2015,all
Waterbury School District,1510011,Reed ESC,1512411,20,2015,all
Waterbury School District,1510011,Reed School,1513411,434,2015,all
Waterbury School District,1510011,Regan School,1512811,256,2015,all
Waterbury School District,1510011,Rotella Interdistrict Magnet School,1513311,613,2015,all
Waterbury School District,1510011,Special Education Preschool,1518011,217,2015,all
Waterbury School District,1510011,Sprague School,1512011,465,2015,all
Waterbury School District,1510011,State Street School,1519011,59,2015,all
Waterbury School District,1510011,Walsh School,1512211,372,2015,all
Waterbury School District,1510011,Washington School,1512311,310,2015,all
Waterbury School District,1510011,Waterbury Arts Magnet School (High),1516011,488,2015,all
Waterbury School District,1510011,Waterbury Arts Magnet School (Middle),1515011,331,2015,all
Waterbury School District,1510011,Waterbury Career Academy,1516711,693,2015,all
Waterbury School District,1510011,Wendell L. Cross School,1510811,324,2015,all
Waterbury School District,1510011,West Side Middle School,1515211,1020,2015,all
Waterbury School District,1510011,Wilby ESC,1511711,*,2015,all
Waterbury School District,1510011,Wilby High School,1516311,1172,2015,all
Waterbury School District,1510011,Woodrow Wilson BDLC,1511211,17,2015,all
Waterbury School District,1510011,Woodrow Wilson School,1513211,431,2015,all
Waterford School District,1520011,Autism Class,1521111,*,2015,all
Waterford School District,1520011,Avery Point Transition Program,1520311,6,2015,all
Waterford School District,1520011,Clark Lane Middle School,1525111,669,2015,all
Waterford School District,1520011,Great Neck Elementary School,1520211,314,2015,all
Waterford School District,1520011,Oswegatchie Elementary School,1520611,354,2015,all
Waterford School District,1520011,Quaker Hill Elementary School,1520711,344,2015,all
Waterford School District,1520011,Waterford High School,1526111,818,2015,all
Waterford School District,1520011,Waterford High School Tutor Center,1521211,*,2015,all
Watertown School District,1530011,Fletcher W. Judson School,1530311,289,2015,all
Watertown School District,1530011,John Trumbull Primary School,1530211,637,2015,all
Watertown School District,1530011,Polk School,1530411,360,2015,all
