"school_code","district_code","district","school","2011_12","2012_13","2013_14","2014_15","2015_16"
"1032211","1030011","Norwalk School District","Marvin Elementary School","6.8","5.5","5.6","4.5","4.1"
"1032111","1030011","Norwalk School District","Naramake Elementary School","2.1","4.2","2.8","3.9","6.1"
"1035211","1030011","Norwalk School District","Nathan Hale Middle School","12.3","14.8","8.9","8.6","6.9"
"1036111","1030011","Norwalk School District","Norwalk High School","19.0","17.1","16.5","8.9","18.3"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","95.2","82.1","80.3","43.7","69.2"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","18.4","19.2","23.1","12.3","9.0"
"1035511","1030011","Norwalk School District","Roton Middle School","12.8","12.9","11.2","6.6","5.6"
"1031311","1030011","Norwalk School District","Rowayton School","4.8","6.8","8.3","6.9","5.1"
"1032311","1030011","Norwalk School District","Silvermine Elementary School","8.7","9.5","8.4","10.4","6.7"
"1031411","1030011","Norwalk School District","Tracey School","4.9","8.7","4.7","9.0","8.7"
"1035411","1030011","Norwalk School District","West Rocks Middle School","12.6","9.2","9.8","8.0","8.7"
"1032411","1030011","Norwalk School District","Wolfpit School","4.9","5.3","3.6","5.4","7.0"
"9010322","9010022","Norwich Free Academy District","Alternative Pathways to Success","","","","","*"
"9010122","9010022","Norwich Free Academy District","LEAD (Life Skills, Education and Adult Development)","","","","*","*"
"9010222","9010022","Norwich Free Academy District","Night School","","","","","*"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","10.7","11.5","31.0","*","10.2"
"1049211","1040011","Norwich School District","Virtual Learning Academy","","*","*","*","*"
"1040411","1040011","Norwich School District","ABA Autism Program","","","","","*"
"1049111","1040011","Norwich School District","Deborah-Tennant Zinewicz  School","51.3","61.8","70.4","",""
"1049011","1040011","Norwich School District","Hickory Street School","*","*","*","*",""
"1040911","1040011","Norwich School District","IRS Program at Moriarty","","","","","*"
"1040711","1040011","Norwich School District","IRS Program at Uncas","","","","","*"
"1041411","1040011","Norwich School District","John B. Stanton Network School","10.7","11.0","9.4","9.4","8.0"
"1045111","1040011","Norwich School District","Kelly Middle School","14.3","13.2","15.7","14.6","9.6"
"1042011","1040011","Norwich School District","Moriarty Magnet School","14.9","18.4","19.0","11.9","10.4"
"1040811","1040011","Norwich School District","Samuel Huntington School","11.5","9.1","10.9","10.4","4.7"
"1040511","1040011","Norwich School District","Special Needs Program","","","","","*"
"1045211","1040011","Norwich School District","Teachers' Memorial Middle School","11.0","9.7","14.3","12.8","8.1"
"1046111","1040011","Norwich School District","Thames River Academy","81.8","","","",""
"1041711","1040011","Norwich School District","Thomas W. Mahan School","6.4","7.6","6.7","8.2","2.3"
"1041911","1040011","Norwich School District","Uncas Network School","17.4","17.9","14.9","12.3","8.8"
"1041811","1040011","Norwich School District","Veterans' Memorial School","10.5","11.3","13.0","10.7","12.3"
"1041511","1040011","Norwich School District","Wequonnoc Magnet School","14.7","11.8","15.0","14.0","7.1"
"2635113","2630013","Odyssey Community School District","Odyssey Community School","8.9","9.4","11.7","7.2","4.3"
"1060211","1060011","Old Saybrook School District","Kathleen E. Goodwin School","4.7","5.0","3.7","1.9","4.2"
"1065211","1060011","Old Saybrook School District","Old Saybrook Middle School","5.5","4.3","3.8","2.3","2.4"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","34.8","36.6","9.8","29.6","12.3"
"1070211","1070011","Orange School District","Mary L. Tracy School","8.9","*","*","4.3","*"
"1070511","1070011","Orange School District","Peck Place School","3.3","3.4","5.3","2.6","2.7"
"1070311","1070011","Orange School District","Race Brook School","4.6","5.4","4.7","2.7","3.8"
"1070411","1070011","Orange School District","Turkey Hill School","1.9","3.1","3.8","3.1","*"
"1080411","1080011","Oxford School District","Alternative Education","","","","","*"
"1085111","1080011","Oxford School District","Great Oak School","6.2","7.7","6.3","6.5","7.7"
"1080111","1080011","Oxford School District","Oxford Center School","4.4","4.5","3.0","2.5","1.7"
"1086011","1080011","Oxford School District","Oxford High School","9.8","14.4","16.2","14.9","12.1"
"1080311","1080011","Oxford School District","Quaker Farms School","*","3.6","3.5","2.4","2.1"
"2835113","2830013","Park City Prep Charter School District","Park City Prep Charter School","9.1","4.9","6.3","8.1","6.3"
"2930113","2930013","Path Academy District","Path Academy","","","","82.8","100.0"
"1090111","1090011","Plainfield School District","Moosup Elementary School","8.7","11.8","5.2","4.2","4.1"
"1095111","1090011","Plainfield School District","Plainfield Central School","8.4","10.6","11.7","6.4","6.7"
"1096111","1090011","Plainfield School District","Plainfield High School","20.6","17.9","18.8","17.0","21.7"
"1090311","1090011","Plainfield School District","Plainfield Memorial School","7.6","5.0","7.7","5.5","4.2"
"1090411","1090011","Plainfield School District","Shepard Hill Elementary School","6.4","10.5","11.1","9.0","13.8"
"1100411","1100011","Plainville School District","Frank T. Wheeler School","2.9","5.0","3.6","3.7","5.4"
"1100211","1100011","Plainville School District","Linden Street School","8.3","5.4","3.8","9.0","6.1"
"1100511","1100011","Plainville School District","Louis Toffolon School","4.0","3.7","3.9","3.7","4.1"
"1105211","1100011","Plainville School District","Middle School of Plainville","5.1","7.1","7.7","11.1","7.6"
"1106111","1100011","Plainville School District","Plainville High School","20.5","22.5","13.0","8.1","11.8"
"1115111","1110011","Plymouth School District","Eli Terry Jr. Middle School","7.0","7.3","8.9","9.5","6.5"
"1110411","1110011","Plymouth School District","Harry S. Fisher Elementary School","10.8","13.3","13.1","8.4","8.1"
"1117111","1110011","Plymouth School District","Plymouth Alternative High School","","","*","*","*"
"1110211","1110011","Plymouth School District","Plymouth Center School","7.4","8.2","8.0","9.2","3.4"
"1116111","1110011","Plymouth School District","Terryville High School","8.1","10.5","6.4","17.8","20.4"
"1120111","1120011","Pomfret School District","Pomfret Community School","2.8","*","*","3.8","2.6"
"1130511","1130011","Portland School District","Brownstone Intermediate School","4.0","4.9","5.5","*","*"
"1130411","1130011","Portland School District","Gildersleeve School","*","2.8","*","*","*"
"1136111","1130011","Portland School District","Portland High School","8.2","8.4","8.0","11.8","11.1"
"1135111","1130011","Portland School District","Portland Middle School","5.6","9.6","7.0","8.4","5.9"
"1130211","1130011","Portland School District","Valley View School","*","2.4","3.1","6.1","4.8"
"1145111","1140011","Preston School District","Preston Plains School","0.0","7.5","0.0","7.4","5.3"
"1140411","1140011","Preston School District","Preston Veterans' Memorial School","*","9.8","*","9.2","4.3"
"1169011","1160011","Putnam School District","Helping Hands","*","*","*","*","*"
"1160111","1160011","Putnam School District","PALS - Putnam Alternative Learning System","","","","*","*"
"1160311","1160011","Putnam School District","Putnam Elementary School","8.4","7.9","6.7","8.9","6.7"
"1166111","1160011","Putnam School District","Putnam High School","21.9","22.5","26.0","23.9","24.5"
"1165111","1160011","Putnam School District","Putnam Middle School","8.6","15.0","16.0","12.8","16.2"
"1175111","1170011","Redding School District","John Read Middle School","6.4","7.4","3.7","3.3","3.6"
"1170111","1170011","Redding School District","Redding Elementary School","4.0","*","0.0","*","*"
"2010412","2010012","Regional School District 01","LEAPSS","","","","","*"
"2010512","2010012","Regional School District 01","ALPSS","","","","","*"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","*","*","3.3","15.3","*"
"2010312","2010012","Regional School District 01","SELC","","","","","*"
"2010212","2010012","Regional School District 01","TOTAL","","","","","*"
"2045112","2040012","Regional School District 04","John Winthrop Middle School","7.9","*","7.9","*","4.1"
"2040112","2040012","Regional School District 04","Region 4 Transition Academy","","","","","*"
"2046112","2040012","Regional School District 04","Valley Regional High School","8.6","9.7","10.9","8.5","7.9"
"2055112","2050012","Regional School District 05","Amity Middle School: Bethany","6.5","4.8","3.8","3.9","8.1"
"2055212","2050012","Regional School District 05","Amity Middle School: Orange","5.1","6.1","3.9","5.1","4.7"
"2056112","2050012","Regional School District 05","Amity Regional High School","10.2","13.5","14.9","13.9","0.7"
"2060112","2060012","Regional School District 06","Goshen Center School","4.5","7.9","3.5","*","5.3"
"2060212","2060012","Regional School District 06","James Morris School","4.5","5.7","6.6","10.7","*"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","4.0","4.6","3.3","3.2","4.8"
"2060312","2060012","Regional School District 06","Warren Elementary School","*","7.6","8.6","*","*"
"3480415","2070012","Regional School District 07","SAGE","","","","","*"
"2079112","2070012","Regional School District 07","AIM","*","*","*","*","*"
"2079012","2070012","Regional School District 07","FLEX","*","*","*","*","*"
"2070112","2070012","Regional School District 07","Highlander Transition Academy","","","","","*"
"2079412","2070012","Regional School District 07","Intensive Learning Program","*","*","*","",""
"2079212","2070012","Regional School District 07","LINKS","*","*","*","*",""
"2079212","2070012","Regional School District 07","Links","","","","","*"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","23.7","6.2","6.1","5.1","3.1"
"2075112","2070012","Regional School District 07","Northwestern Regional Middle School","4.3","3.1","2.0","2.7","*"
"2079312","2070012","Regional School District 07","STEP","85.2","66.7","*","*","81.8"
"2086112","2080012","Regional School District 08","RHAM High School","15.6","14.7","15.8","11.0","8.4"
"2085112","2080012","Regional School District 08","RHAM Middle School","*","20.8","5.2","14.7","3.0"
"2086212","2080012","Regional School District 08","Region Alternative High School","","*","*","",""
"2096112","2090012","Regional School District 09","Joel Barlow High School","14.1","13.5","*","9.1","9.2"
"2105112","2100012","Regional School District 10","Har-Bur Middle School","3.0","4.8","2.4","2.2","3.0"
"2100312","2100012","Regional School District 10","Harwinton Consolidated School","3.8","5.8","6.1","4.7","1.6"
"2100212","2100012","Regional School District 10","Lake Garda Elementary School","0.0","3.6","4.1","1.6","1.9"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","23.0","7.0","15.3","14.2","13.8"
"2116112","2110012","Regional School District 11","Parish Hill High School","6.1","9.9","4.8","7.4","9.7"
"2120212","2120012","Regional School District 12","Booth Free School","*","8.3","*","*","*"
"2126112","2120012","Regional School District 12","Shepaug Valley High School","10.9","11.8","","",""
"2125112","2120012","Regional School District 12","Shepaug Valley Middle School","9.1","11.8","","",""
"2120312","2120012","Regional School District 12","Shepaug Valley School","","","8.3","11.1","7.6"
"2120112","2120012","Regional School District 12","The Burnham School","*","*","*","0.0","*"
"2120412","2120012","Regional School District 12","Washington Primary School","9.6","9.2","6.2","5.6","*"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","7.1","5.4","5.0","6.6","9.2"
"2130212","2130012","Regional School District 13","Francis E. Korn School","*","*","*","0.0","0.0"
"2135112","2130012","Regional School District 13","Frank Ward Strong School","3.6","5.3","4.9","4.1","4.7"
"2130112","2130012","Regional School District 13","Frederick Brewster School","*","*","*","3.0","*"
"2130512","2130012","Regional School District 13","John Lyman School","3.0","3.9","2.4","*","2.8"
"2130412","2130012","Regional School District 13","Middlefield Memorial School","5.5","5.3","6.1","2.1","2.3"
"2130312","2130012","Regional School District 13","Middlesex Transition Academy","","","","31.8","*"
"2140112","2140012","Regional School District 14","Bethlehem Elementary School","5.8","6.6","*","*","3.8"
"2140212","2140012","Regional School District 14","Mitchell Elementary School","4.5","5.5","4.9","6.0","8.3"
"2140312","2140012","Regional School District 14","Nonnewaug Chiefs Alternative Program","","","","*","*"
"2146112","2140012","Regional School District 14","Nonnewaug High School","0.9","0.8","9.5","*","6.6"
"2140412","2140012","Regional School District 14","Region 14 Transition Academy","","","","","*"
"2145112","2140012","Regional School District 14","Woodbury Middle School","4.0","8.1","8.6","0.0","3.9"
"2150412","2150012","Regional School District 15","Gainfield Elementary School","5.8","6.3","6.0","4.0","1.6"
"2150712","2150012","Regional School District 15","Long Meadow Elementary School","2.1","4.1","3.4","1.5","3.0"
"2150112","2150012","Regional School District 15","MIJ Program","","","","*","*"
"2155212","2150012","Regional School District 15","Memorial Middle School","6.4","5.1","4.9","11.9","2.9"
"2150612","2150012","Regional School District 15","Middlebury Elementary School","2.9","4.0","4.3","4.0","2.7"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","3.9","6.3","3.4","1.7","3.3"
"2150512","2150012","Regional School District 15","Pomperaug School","7.2","6.1","3.5","1.8","3.1"
"2155112","2150012","Regional School District 15","Rochambeau Middle School","4.4","5.9","4.5","6.4","3.1"
"2160312","2160012","Regional School District 16","Algonquin School","2.6","4.8","*","7.0",""
"2160212","2160012","Regional School District 16","Community School","2.9","*","3.2","4.1",""
"2160112","2160012","Regional School District 16","Laurel Ledge School","3.4","3.0","2.5","10.4","11.3"
"2165112","2160012","Regional School District 16","Long River Middle School","6.3","6.8","2.9","9.1","6.1"
"2160512","2160012","Regional School District 16","Prospect Elementary School","","","","","2.8"
"2160412","2160012","Regional School District 16","WRHS Alternative Education Program","","","","*","*"
"2166012","2160012","Regional School District 16","Woodland Regional High School","15.1","11.1","10.4","9.7","9.4"
"2170212","2170012","Regional School District 17","Burr District Elementary School","3.1","2.3","4.3","4.6","*"
"2170112","2170012","Regional School District 17","Haddam Elementary School","3.4","2.4","2.4","*","3.6"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","4.6","3.7","7.8","8.5","8.2"
"2175112","2170012","Regional School District 17","Haddam-Killingworth Middle School","5.3","3.6","2.4","4.1","2.3"
"2170312","2170012","Regional School District 17","Killingworth Elementary School","4.4","3.0","2.7","*","*"
"2180312","2180012","Regional School District 18","Center School","6.1","6.3","6.3","10.0",""
"2180412","2180012","Regional School District 18","Alternative Program","","","","","*"
"2180112","2180012","Regional School District 18","Lyme Consolidated School","*","*","4.4","5.2","5.0"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","4.8","3.1","6.8","9.1","9.9"
"2185112","2180012","Regional School District 18","Lyme-Old Lyme Middle School","4.6","5.8","5.8","6.0","4.6"
"2180212","2180012","Regional School District 18","Mile Creek School","3.1","4.3","5.6","4.5","4.5"
"2196112","2190012","Regional School District 19","E. O. Smith High School","15.3","15.2","15.7","5.8","7.5"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","","","","*","36.0"
"2190212","2190012","Regional School District 19","PM Panthers","","","","63.6","54.5"
"2190312","2190012","Regional School District 19","STAAR Program","","","","","*"
"1188011","1180011","Ridgefield School District","Alternative High School","","","","*","*"
"1180811","1180011","Ridgefield School District","Barlow Mountain Elementary School","2.7","4.1","4.1","4.3","*"
"1180611","1180011","Ridgefield School District","Branchville Elementary School","3.7","5.2","1.7","2.0","1.8"
"1180111","1180011","Ridgefield School District","District Program BMES","","","","","*"
"1181011","1180011","Ridgefield School District","District Program ERMS","","","","","*"
"1180711","1180011","Ridgefield School District","District Program RES","","","","","*"
"1180911","1180011","Ridgefield School District","District Program SES","","","","","*"
"1185111","1180011","Ridgefield School District","East Ridge Middle School","4.5","7.9","5.1","3.0","2.5"
"1180411","1180011","Ridgefield School District","Farmingville Elementary School","2.9","3.5","4.1","2.3","*"
"1180311","1180011","Ridgefield School District","Ridgebury Elementary School","3.6","6.4","4.9","2.6","2.3"
"1189011","1180011","Ridgefield School District","Ridgefield 18-21 Transition Program","","","","*","*"
"1186111","1180011","Ridgefield School District","Ridgefield High School","7.3","8.4","9.4","9.7","8.5"
"1189011","1180011","Ridgefield School District","Ridgefield Transition Program","*","*","*","",""
"1180511","1180011","Ridgefield School District","Scotland Elementary School","1.6","*","*","2.7","*"
"1185211","1180011","Ridgefield School District","Scotts Ridge Middle School","8.4","8.7","9.3","5.2","3.8"
"1180211","1180011","Ridgefield School District","Veterans Park Elementary School","4.3","3.6","2.4","2.7","2.0"
"1190311","1190011","Rocky Hill School District","Pathways","","","","*","*"
"1195111","1190011","Rocky Hill School District","Albert D. Griswold Middle School","5.9","6.6","4.9","5.3","6.7"
"1190111","1190011","Rocky Hill School District","Alternative Learning Program","","","","*","*"
"1190411","1190011","Rocky Hill School District","Myrtle H. Stevens School","*","6.2","6.7","5.4","7.1"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","11.6","11.1","7.1","9.1","8.0"
"1190511","1190011","Rocky Hill School District","West Hill School","5.1","8.7","6.7","8.6","10.2"
"1210111","1210011","Salem School District","Salem Elementary School","*","3.4","*","*","*"
"1220211","1220011","Salisbury School District","SELC","","","","*",""
"1220111","1220011","Salisbury School District","Salisbury Central School","*","7.0","4.2","*","4.4"
"1230111","1230011","Scotland School District","Scotland Elementary School","4.8","5.3","5.3","*","*"
"1240311","1240011","Seymour School District","Anna L. Lopresti School","9.4","","","",""
"1240111","1240011","Seymour School District","Bungay School","5.4","5.5","*","3.4","4.8"
"1240211","1240011","Seymour School District","Chatfield-LoPresti School","","9.5","9.9","5.0","6.8"
"1240411","1240011","Seymour School District","Paul Chatfield School","*","","","",""
"1246111","1240011","Seymour School District","Seymour High School","7.5","20.5","10.8","5.6","11.8"
"1245111","1240011","Seymour School District","Seymour Middle School","9.6","10.3","10.5","10.2","9.0"
"1250211","1250011","Sharon School District","TOTAL","","","","*",""
"1250111","1250011","Sharon School District","Sharon Center School","7.1","5.0","*","*","*"
"1260911","1260011","Shelton School District","Mohegan School","2.9","*","2.3","5.1","3.1"
"1260211","1260011","Shelton School District","Alternative Learning Center 1","","","","","*"
"1261011","1260011","Shelton School District","Booth Hill School","2.5","*","3.3","*","5.4"
"1260511","1260011","Shelton School District","Elizabeth Shelton School","3.6","4.9","6.3","4.6","5.8"
"1265111","1260011","Shelton School District","Intermediate School","6.9","11.1","10.1","7.9","9.4"
"1260311","1260011","Shelton School District","Life Skills","","","","","*"
"1260811","1260011","Shelton School District","Long Hill School","6.2","10.1","10.3","11.6","11.8"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","5.5","8.6","4.5","7.1","7.7"
"1266111","1260011","Shelton School District","Shelton High School","12.0","24.8","23.4","21.8","26.5"
"1260611","1260011","Shelton School District","Sunnyside School","5.9","12.3","8.8","14.1","4.4"
"1260711","1260011","Shelton School District","Work Experience","","","","","*"
"1270111","1270011","Sherman School District","Sherman School","*","*","7.0","6.9","5.8"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","7.4","8.3","6.2","9.8","4.2"
"1280111","1280011","Simsbury School District","Central School","3.9","7.3","7.5","2.1","*"
"1280211","1280011","Simsbury School District","Farmington Valley Transition Academy","","","","","22.6"
"1285111","1280011","Simsbury School District","Henry James Memorial School","8.3","5.8","5.2","4.1","5.0"
"1280611","1280011","Simsbury School District","Latimer Lane School","6.7","7.3","3.9","2.7","2.4"
"1286111","1280011","Simsbury School District","Simsbury High School","4.2","7.7","8.3","7.6","7.4"
"1280711","1280011","Simsbury School District","Squadron Line School","1.7","3.3","4.8","5.0","2.3"
"1280311","1280011","Simsbury School District","Tariffville School","4.0","4.9","3.6","4.5","2.9"
"1280411","1280011","Simsbury School District","Tootin' Hills School","3.2","5.8","4.2","4.8","2.1"
"1290511","1290011","Somers School District","Aspire","","","","","*"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","*","18.0","15.4","18.5","16.0"
"1290411","1290011","Somers School District","Somers Elementary School","12.9","3.7","*","*","3.0"
"1296111","1290011","Somers School District","Somers High School","13.7","21.8","15.3","18.1","15.0"
"1320211","1320011","South Windsor School District","Pleasant Valley School","20.7","6.5","2.6","3.4","1.9"
"1320711","1320011","South Windsor School District","Eli Terry School","14.4","1.8","4.3","5.7","2.2"
"1320611","1320011","South Windsor School District","Orchard Hill School","14.8","5.6","6.4","5.8","4.1"
"1320111","1320011","South Windsor School District","Philip R. Smith School","25.5","2.6","1.7","2.9","*"
"1329011","1320011","South Windsor School District","Project Worth Young Adult Academy","*","*","*","*","*"
"1326211","1320011","South Windsor School District","South Windsor High School","0.9","5.4","0.9","1.1","5.4"
"1325111","1320011","South Windsor School District","Timothy Edwards School","22.7","6.3","4.4","3.6","2.9"
"1320411","1320011","South Windsor School District","Wapping Elementary School","13.9","5.2","5.5","6.9","4.0"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","7.7","7.4","7.4","4.7","5.6"
"1311711","1310011","Southington School District","Achieve","","","","*","*"
"1310111","1310011","Southington School District","Alta","","","","64.4","75.0"
"1311511","1310011","Southington School District","Derynoski Elementary School","3.3","5.8","6.5","4.8","4.7"
"1310511","1310011","Southington School District","EASE","","","","*","*"
"1311311","1310011","Southington School District","Flanders Elementary School","2.4","2.4","3.0","3.4","4.0"
"1310211","1310011","Southington School District","Hatton Elementary School","5.4","4.2","4.6","3.9","2.5"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","6.2","6.4","7.1","7.4","5.6"
"1310411","1310011","Southington School District","Language Based Classroom","","","","*","*"
"1311811","1310011","Southington School District","Language Based Classroom, Multihandicapped","","","","*","*"
"1310611","1310011","Southington School District","Plantsville Elementary School","*","*","2.5","4.6","3.1"
"1310711","1310011","Southington School District","South End Elementary School","4.1","3.0","5.1","5.7","6.4"
"1316211","1310011","Southington School District","Southington High School","11.9","11.1","9.5","6.9","8.3"
"1310811","1310011","Southington School District","Strong Elementary School","2.5","1.7","3.3","2.9","4.4"
"1310911","1310011","Southington School District","Thalberg Elementary School","3.8","3.0","4.0","3.7","3.0"
"1311611","1310011","Southington School District","Therapeutic Educational Alternative Model (TEAM)","","","","*","*"
"1311211","1310011","Southington School District","Therapeutic Educational Setting (TEP)","","","","*","*"
"1311411","1310011","Southington School District","Urbin T. Kelley School","2.1","2.7","*","2.0","*"
"1330111","1330011","Sprague School District","Sayles School","7.5","7.5","7.8","11.3","7.7"
"1340611","1340011","Stafford School District","Stafford Elementary School","5.5","5.1","2.9","8.2","5.2"
"1346111","1340011","Stafford School District","Stafford High School","7.9","9.2","14.0","10.4","10.9"
"1345211","1340011","Stafford School District","Stafford Middle School","11.3","7.4","4.9","5.6","6.0"
"1340211","1340011","Stafford School District","Stafford Tutoring Program","","","","*","*"
"1340311","1340011","Stafford School District","Staffordville School","7.2","*","8.0","9.7","7.4"
"1340411","1340011","Stafford School District","West Stafford School","*","8.3","*","6.3","9.6"
"2826013","2820013","Stamford Academy District","Stamford Academy","*","97.3","*","86.9","99.3"
"2960113","2960013","Stamford Charter School for Excellence District","Stamford Charter School for Excellence","","","","","8.2"
"1350411","1350011","Stamford School District","Alternate Routes To Success","","","","5.1","20.5"
"1355611","1350011","Stamford School District","Cloonan School","14.1","21.1","10.4","39.1","39.9"
"1352011","1350011","Stamford School District","Davenport Ridge School","11.5","10.6","8.8","9.6","7.0"
"1355311","1350011","Stamford School District","Dolan School","14.3","14.6","3.0","26.8","22.8"
"1352211","1350011","Stamford School District","Hart School","9.5","11.4","8.7","9.2","5.9"
"1350211","1350011","Stamford School District","Individuals Achieving Independence","","","","*","*"
"1351211","1350011","Stamford School District","Julia A. Stark School","5.3","9.2","5.4","11.2","7.8"
"1350511","1350011","Stamford School District","K. T. Murphy School","4.6","12.7","8.8","12.0","4.5"
"1350611","1350011","Stamford School District","Newfield School","10.8","13.8","11.5","9.5","6.6"
"1351811","1350011","Stamford School District","Northeast School","5.8","9.2","7.0","7.3","5.9"
"1355811","1350011","Stamford School District","Rippowam Middle School","15.8","21.0","9.6","12.4","10.0"
"1350811","1350011","Stamford School District","Rogers International School","4.6","8.5","3.8","18.9","10.2"
"1350911","1350011","Stamford School District","Roxbury School","9.7","15.2","9.9","12.1","11.7"
"1355711","1350011","Stamford School District","Scofield Middle School","3.7","6.5","5.8","9.1","5.5"
"1351111","1350011","Stamford School District","Springdale School","8.9","8.8","6.8","6.1","3.8"
"1356111","1350011","Stamford School District","Stamford High School","9.3","14.0","15.0","13.2","11.6"
"1352111","1350011","Stamford School District","Stillmeadow School","9.8","12.6","6.3","8.5","11.2"
"1356411","1350011","Stamford School District","The Academy of Information Technology","3.5","18.2","5.7","7.2","7.0"
"1351911","1350011","Stamford School District","Toquam Magnet School","10.3","13.5","8.3","9.3","9.5"
"1355511","1350011","Stamford School District","Turn of River School","13.3","15.6","14.6","30.7","26.5"
"1356311","1350011","Stamford School District","Westhill High School","14.4","24.9","17.9","17.8","16.5"
"1351411","1350011","Stamford School District","Westover School","4.9","9.2","5.1","6.4","4.2"
"1360311","1360011","Sterling School District","Sterling Community School","8.3","5.1","*","*","8.0"
"1370811","1370011","Stonington School District","Community Classroom","","","","*","*"
"1370511","1370011","Stonington School District","Deans Mill School","4.3","6.0","4.5","3.6","3.1"
"1375211","1370011","Stonington School District","Mystic Middle School","3.6","7.5","10.5","9.5","9.7"
"1375111","1370011","Stonington School District","Pawcatuck Middle School","96.8","5.9","22.9","20.3","4.5"
"1370711","1370011","Stonington School District","SAILS","","","","","*"
"1376111","1370011","Stonington School District","Stonington High School","*","5.5","1.8","4.1","3.3"
"1370411","1370011","Stonington School District","West Broad Street School","*","7.5","13.1","5.3","8.2"
"1370611","1370011","Stonington School District","West Vine Street School","8.0","7.2","13.7","14.9","16.2"
"1381311","1380011","Stratford School District","Eli Whitney School","5.8","7.8","5.5","5.0","7.3"
"1382511","1380011","Stratford School District","ABA Nichols","","","","","*"
"1380611","1380011","Stratford School District","ABA Second Hill Lane","","","","*","*"
"1382411","1380011","Stratford School District","ABA Whitney","","","","","*"
"1380511","1380011","Stratford School District","ALPHA","","","","62.5","74.4"
"1386211","1380011","Stratford School District","Bunnell High School","13.8","16.2","13.4","12.3","14.8"
"1380311","1380011","Stratford School District","Chapel School","7.3","8.5","9.0","5.5","7.8"
"1382311","1380011","Stratford School District","DLC Whitney","","","","","*"
"1385211","1380011","Stratford School District","David Wooster Middle School","9.0","13.9","10.7","11.3","14.6"
"1382111","1380011","Stratford School District","Franklin STEPS K-2","","","","*","*"
"1380411","1380011","Stratford School District","Franklin School","9.9","13.7","10.6","11.4","6.6"
"1385311","1380011","Stratford School District","Harry B. Flood Middle School","11.4","14.6","12.0","11.3","11.5"
"1382011","1380011","Stratford School District","High School STEPS 9-12","","","","*","*"
"1380711","1380011","Stratford School District","High School Sails","","","","*","*"
"1381611","1380011","Stratford School District","Honeyspot School","3.8","8.6","9.6","8.3",""
"1381111","1380011","Stratford School District","IPP Classroom - Johnson","","","","*","*"
"1381711","1380011","Stratford School District","Intensive Need Classroom","","","","*",""
"1381211","1380011","Stratford School District","Johnson House STEPS 3-6","","","","*","*"
"1380811","1380011","Stratford School District","Lordship School","10.2","11.6","8.3","9.4","8.2"
"1381911","1380011","Stratford School District","Middle School STEPS 7-8","","","","*","*"
"1381811","1380011","Stratford School District","Middle School Sails","","","","*","*"
"1380911","1380011","Stratford School District","Nichols School","4.6","7.5","7.3","5.1","6.4"
"1381011","1380011","Stratford School District","Second Hill Lane School","7.6","8.3","7.8","6.7","6.1"
"1389111","1380011","Stratford School District","Secondary STEPS Program","*","*","*","",""
"1382611","1380011","Stratford School District","Steps K-2 Nichols","","","","","*"
"1382211","1380011","Stratford School District","Straford Academy - Victoria Soto School","","","","","6.4"
"1381511","1380011","Stratford School District","Stratford Academy - Johnson House","2.9","6.7","6.3","6.4","3.7"
"1386111","1380011","Stratford School District","Stratford High School","13.9","19.3","22.4","17.7","23.3"
"1389011","1380011","Stratford School District","Strive-Stratford","*","*","*","*","*"
"1381411","1380011","Stratford School District","Wilcoxson School","3.4","6.6","2.9","4.3","3.7"
"1390411","1390011","Suffield School District","A. Ward Spaulding School","5.9","8.4","16.7","*","5.3"
"1390311","1390011","Suffield School District","McAlister Intermediate School","2.7","3.5","8.2","0.0","3.0"
"1396111","1390011","Suffield School District","Suffield High School","11.5","5.5","*","*","9.7"
"1395111","1390011","Suffield School District","Suffield Middle School","7.4","6.2","5.2","0.0","3.7"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","4.2","5.3","8.4","7.7","8.6"
"9026122","9020022","The Gilbert School District","The Gilbert School","12.9","14.9","15.8","23.5","4.9"
"1400111","1400011","Thomaston School District","Black Rock School","5.1","10.6","6.3","4.7","5.0"
"1400211","1400011","Thomaston School District","Thomaston Center School","6.6","4.0","4.3","5.4","4.6"
"1406211","1400011","Thomaston School District","Thomaston High School","5.5","5.1","5.1","8.4","9.0"
