district,language,students,els,district_code,check_dist_col
Meriden School District,Shona,<=5,<=5,0800011,Meriden School District
Meriden School District,Swahili,<=5,<=5,0800011,Meriden School District
Meriden School District,Pilipino (Filipino),<=5,<=5,0800011,Meriden School District
Meriden School District,Tamil,<=5,<=5,0800011,Meriden School District
Meriden School District,Turkish,9,<=5,0800011,Meriden School District
Meriden School District,Twi/Fante,8,<=5,0800011,Meriden School District
Meriden School District,Urdu,32,13,0800011,Meriden School District
Meriden School District,Vietnamese,20,<=5,0800011,Meriden School District
Meriden School District,Igbo,<=5,<=5,0800011,Meriden School District
Meriden School District,Bangla,12,9,0800011,Meriden School District
Meriden School District,Cantonese,<=5,<=5,0800011,Meriden School District
Meriden School District,Ewe,<=5,<=5,0800011,Meriden School District
Meriden School District,Mandarin,9,<=5,0800011,Meriden School District
Meriden School District,Mandingo,<=5,<=5,0800011,Meriden School District
Meriden School District,Nyanja,<=5,<=5,0800011,Meriden School District
Meriden School District,Tagalog,<=5,<=5,0800011,Meriden School District
Meriden School District,Navajo,<=5,<=5,0800011,Meriden School District
Middletown School District,Spanish,180,112,0830011,Middletown School District
Middletown School District,Portuguese,<=5,<=5,0830011,Middletown School District
Middletown School District,Lao,<=5,<=5,0830011,Middletown School District
Middletown School District,Khmer(Cambodian),<=5,<=5,0830011,Middletown School District
Middletown School District,Italian,6,<=5,0830011,Middletown School District
Middletown School District,Polish,19,<=5,0830011,Middletown School District
Middletown School District,Albanian,<=5,<=5,0830011,Middletown School District
Middletown School District,Arabic,20,9,0830011,Middletown School District
Middletown School District,Bengali,11,<=5,0830011,Middletown School District
Middletown School District,Farsi,<=5,<=5,0830011,Middletown School District
Middletown School District,French,<=5,<=5,0830011,Middletown School District
Middletown School District,Gujarati,<=5,<=5,0830011,Middletown School District
Middletown School District,Creole-Haitian,<=5,<=5,0830011,Middletown School District
Middletown School District,Hausa,<=5,<=5,0830011,Middletown School District
Middletown School District,Hungarian,<=5,<=5,0830011,Middletown School District
Middletown School District,Japanese,<=5,<=5,0830011,Middletown School District
Middletown School District,Kannada,<=5,<=5,0830011,Middletown School District
Middletown School District,Lithuanian,<=5,<=5,0830011,Middletown School District
Middletown School District,Malayalam,<=5,<=5,0830011,Middletown School District
Middletown School District,Pashto,<=5,<=5,0830011,Middletown School District
Middletown School District,Pushto,<=5,<=5,0830011,Middletown School District
Middletown School District,Rumanian,<=5,<=5,0830011,Middletown School District
Middletown School District,Russian,<=5,<=5,0830011,Middletown School District
Middletown School District,Serbo-Croatian,<=5,<=5,0830011,Middletown School District
Middletown School District,Syriac,<=5,<=5,0830011,Middletown School District
Middletown School District,Pilipino (Filipino),<=5,<=5,0830011,Middletown School District
Middletown School District,Tamil,<=5,<=5,0830011,Middletown School District
Middletown School District,Telugu,<=5,<=5,0830011,Middletown School District
Middletown School District,Turkish,20,7,0830011,Middletown School District
Middletown School District,Twi/Fante,<=5,<=5,0830011,Middletown School District
Middletown School District,Ukrainian,<=5,<=5,0830011,Middletown School District
Middletown School District,Urdu,12,<=5,0830011,Middletown School District
Middletown School District,Yoruba,<=5,<=5,0830011,Middletown School District
Middletown School District,Vietnamese,<=5,<=5,0830011,Middletown School District
Middletown School District,Amharic,<=5,<=5,0830011,Middletown School District
Middletown School District,Nepali,<=5,<=5,0830011,Middletown School District
Middletown School District,Bangla,<=5,<=5,0830011,Middletown School District
Middletown School District,Cantonese,<=5,<=5,0830011,Middletown School District
Middletown School District,Chuukese,<=5,<=5,0830011,Middletown School District
Middletown School District,Ewe,<=5,<=5,0830011,Middletown School District
Middletown School District,Mandarin,16,<=5,0830011,Middletown School District
Middletown School District,Tibetan,<=5,<=5,0830011,Middletown School District
Middletown School District,Patois,<=5,<=5,0830011,Middletown School District
Middletown School District,Sinhala,<=5,<=5,0830011,Middletown School District
Middletown School District,Uzbek,<=5,<=5,0830011,Middletown School District
Milford School District,Spanish,56,23,0840011,Milford School District
Milford School District,Portuguese,17,6,0840011,Milford School District
Milford School District,Lao,<=5,<=5,0840011,Milford School District
Milford School District,Khmer(Cambodian),<=5,<=5,0840011,Milford School District
Milford School District,Italian,<=5,<=5,0840011,Milford School District
Milford School District,Polish,8,<=5,0840011,Milford School District
Milford School District,Greek,<=5,<=5,0840011,Milford School District
Milford School District,Albanian,<=5,<=5,0840011,Milford School District
Milford School District,Arabic,40,27,0840011,Milford School District
Milford School District,Bengali,<=5,<=5,0840011,Milford School District
Milford School District,Dutch,<=5,<=5,0840011,Milford School District
Milford School District,Farsi,<=5,<=5,0840011,Milford School District
Milford School District,Finnish,<=5,<=5,0840011,Milford School District
Milford School District,French,6,<=5,0840011,Milford School District
Milford School District,German,<=5,<=5,0840011,Milford School District
Milford School District,Gujarati,7,<=5,0840011,Milford School District
Milford School District,Hindi,19,6,0840011,Milford School District
Milford School District,Hungarian,<=5,<=5,0840011,Milford School District
Milford School District,Kannada,<=5,<=5,0840011,Milford School District
Milford School District,Korean,<=5,<=5,0840011,Milford School District
Milford School District,Lithuanian,<=5,<=5,0840011,Milford School District
Milford School District,Malay(Indonesian),<=5,<=5,0840011,Milford School District
Milford School District,Malayalam,<=5,<=5,0840011,Milford School District
Milford School District,Marathi,<=5,<=5,0840011,Milford School District
Milford School District,Pashto,<=5,<=5,0840011,Milford School District
Milford School District,Punjabi,6,<=5,0840011,Milford School District
Milford School District,Pushto,<=5,<=5,0840011,Milford School District
Milford School District,Rumanian,<=5,<=5,0840011,Milford School District
Milford School District,Russian,7,<=5,0840011,Milford School District
Milford School District,Serbo-Croatian,<=5,<=5,0840011,Milford School District
Milford School District,Slovak,<=5,<=5,0840011,Milford School District
Milford School District,Pilipino (Filipino),14,<=5,0840011,Milford School District
Milford School District,Tamil,9,<=5,0840011,Milford School District
Milford School District,Telugu,29,17,0840011,Milford School District
Milford School District,Thai,6,<=5,0840011,Milford School District
Milford School District,Turkish,17,9,0840011,Milford School District
Milford School District,Twi/Fante,<=5,<=5,0840011,Milford School District
Milford School District,Urdu,21,9,0840011,Milford School District
Milford School District,Vietnamese,14,<=5,0840011,Milford School District
Milford School District,Creole-Cape Verdean,<=5,<=5,0840011,Milford School District
Milford School District,Nepali,<=5,<=5,0840011,Milford School District
Milford School District,Bangla,<=5,<=5,0840011,Milford School District
Milford School District,Cantonese,14,<=5,0840011,Milford School District
Milford School District,Kurdish,<=5,<=5,0840011,Milford School District
Milford School District,Mandarin,23,12,0840011,Milford School District
Milford School District,Mongolian,<=5,<=5,0840011,Milford School District
Milford School District,Persian,<=5,<=5,0840011,Milford School District
Milford School District,Tagalog,18,<=5,0840011,Milford School District
Milford School District,Talango,<=5,<=5,0840011,Milford School District
Monroe School District,Spanish,8,<=5,0850011,Monroe School District
Monroe School District,Portuguese,11,<=5,0850011,Monroe School District
Monroe School District,Khmer(Cambodian),<=5,<=5,0850011,Monroe School District
Monroe School District,Polish,6,<=5,0850011,Monroe School District
Monroe School District,Greek,<=5,<=5,0850011,Monroe School District
Monroe School District,Albanian,<=5,<=5,0850011,Monroe School District
Monroe School District,Arabic,<=5,<=5,0850011,Monroe School District
Monroe School District,Bengali,<=5,<=5,0850011,Monroe School District
Monroe School District,Gujarati,<=5,<=5,0850011,Monroe School District
Monroe School District,Hungarian,<=5,<=5,0850011,Monroe School District
Monroe School District,Japanese,<=5,<=5,0850011,Monroe School District
Monroe School District,Korean,<=5,<=5,0850011,Monroe School District
Monroe School District,Pashto,<=5,<=5,0850011,Monroe School District
Monroe School District,Rumanian,6,<=5,0850011,Monroe School District
Monroe School District,Russian,9,<=5,0850011,Monroe School District
Monroe School District,Serbo-Croatian,<=5,<=5,0850011,Monroe School District
Monroe School District,Tamil,<=5,<=5,0850011,Monroe School District
Monroe School District,Telugu,<=5,<=5,0850011,Monroe School District
Monroe School District,Turkish,<=5,<=5,0850011,Monroe School District
Monroe School District,Ukrainian,<=5,<=5,0850011,Monroe School District
Monroe School District,Urdu,<=5,<=5,0850011,Monroe School District
Monroe School District,Vietnamese,<=5,<=5,0850011,Monroe School District
Monroe School District,Cantonese,<=5,<=5,0850011,Monroe School District
Monroe School District,Mandarin,6,<=5,0850011,Monroe School District
Monroe School District,Persian,<=5,<=5,0850011,Monroe School District
Monroe School District,Kochi,<=5,<=5,0850011,Monroe School District
Montville School District,Spanish,40,17,0860011,Montville School District
Montville School District,Portuguese,<=5,<=5,0860011,Montville School District
Montville School District,Khmer(Cambodian),<=5,<=5,0860011,Montville School District
Montville School District,Arabic,6,<=5,0860011,Montville School District
Montville School District,Bulgarian,<=5,<=5,0860011,Montville School District
Montville School District,French,<=5,<=5,0860011,Montville School District
Montville School District,Gujarati,<=5,<=5,0860011,Montville School District
Montville School District,Creole-Haitian,<=5,<=5,0860011,Montville School District
Montville School District,Hindi,<=5,<=5,0860011,Montville School District
Montville School District,Japanese,<=5,<=5,0860011,Montville School District
Montville School District,Russian,<=5,<=5,0860011,Montville School District
Montville School District,Pilipino (Filipino),<=5,<=5,0860011,Montville School District
Montville School District,Tigrinya,<=5,<=5,0860011,Montville School District
Montville School District,Urdu,<=5,<=5,0860011,Montville School District
Montville School District,Vietnamese,<=5,<=5,0860011,Montville School District
Montville School District,Amharic,<=5,<=5,0860011,Montville School District
Montville School District,Burmese,<=5,<=5,0860011,Montville School District
