school_code,district_code,district,school,free,non_subsidized,reduced,total,year
0880211,0880011,Naugatuck School District,Cross Street Intermediate School,79,177,33,289,2013-14
0888111,0880011,Naugatuck School District,Head Start,*,94,*,126,2013-14
0880411,0880011,Naugatuck School District,Hillside Intermediate School,138,194,28,360,2013-14
0880511,0880011,Naugatuck School District,Hop Brook Elementary School,110,201,15,326,2013-14
0880311,0880011,Naugatuck School District,Maple Hill School,124,347,38,509,2013-14
0886111,0880011,Naugatuck School District,Naugatuck High School,415,724,128,1267,2013-14
0880611,0880011,Naugatuck School District,Salem School,97,149,28,274,2013-14
0880711,0880011,Naugatuck School District,Western School,77,170,14,261,2013-14
2800113,2800013,New Beginnings Inc Family Academy District,New Beginnings Inc Family Academy,284,68,50,402,2013-14
0899111,0890011,New Britain School District,Brook Side School,41,*,*,49,2013-14
0899411,0890011,New Britain School District,CLIMB,13,*,*,25,2013-14
0890311,0890011,New Britain School District,Chamberlain  Elementary School,368,76,57,501,2013-14
0891111,0890011,New Britain School District,Frank J. DiLoreto School,604,115,60,779,2013-14
0890511,0890011,New Britain School District,Gaffney School,357,190,46,593,2013-14
0890611,0890011,New Britain School District,Holmes School,271,167,51,489,2013-14
0895411,0890011,New Britain School District,House of Arts Letters and Science (HALS)  Academy,71,73,23,167,2013-14
0890711,0890011,New Britain School District,Jefferson School,300,82,42,424,2013-14
0890811,0890011,New Britain School District,Lincoln School,531,130,47,708,2013-14
0896111,0890011,New Britain School District,New Britain High School,1650,615,216,2481,2013-14
0899011,0890011,New Britain School District,New Britain Transition Center,33,*,*,40,2013-14
0890911,0890011,New Britain School District,Northend School,228,34,26,288,2013-14
0895311,0890011,New Britain School District,Pulaski Middle School,493,92,48,633,2013-14
0895111,0890011,New Britain School District,Roosevelt Middle School,302,56,36,394,2013-14
0895211,0890011,New Britain School District,Slade Middle School,476,88,54,618,2013-14
0891211,0890011,New Britain School District,Smalley Academy,578,55,21,654,2013-14
0891311,0890011,New Britain School District,Smith School,504,118,49,671,2013-14
0891511,0890011,New Britain School District,Vance School,387,101,49,537,2013-14
0900411,0900011,New Canaan School District,East School,0,530,0,530,2013-14
0906111,0900011,New Canaan School District,New Canaan High School,0,1264,0,1264,2013-14
0905111,0900011,New Canaan School District,Saxe Middle School,0,1314,0,1314,2013-14
0900211,0900011,New Canaan School District,South School,0,535,0,535,2013-14
0900311,0900011,New Canaan School District,West School,0,537,0,537,2013-14
0910111,0910011,New Fairfield School District,Consolidated School,38,499,12,549,2013-14
0910211,0910011,New Fairfield School District,Meeting House Hill School,43,495,22,560,2013-14
0916111,0910011,New Fairfield School District,New Fairfield High School,63,895,32,990,2013-14
0915211,0910011,New Fairfield School District,New Fairfield Middle School,49,555,22,626,2013-14
0920311,0920011,New Hartford School District,Ann Antolini School,22,291,10,323,2013-14
0920111,0920011,New Hartford School District,Bakerville Consolidated School,*,113,*,117,2013-14
0920211,0920011,New Hartford School District,New Hartford Elementary School,*,90,*,104,2013-14
0931211,0930011,New Haven School District,Edgewood School,151,267,30,448,2013-14
0931411,0930011,New Haven School District,Nathan Hale School,228,286,40,554,2013-14
0931511,0930011,New Haven School District,Augusta Lewis Troup School,340,137,10,487,2013-14
0930211,0930011,New Haven School District,Barnard Environmental Magnet School,351,203,28,582,2013-14
0930311,0930011,New Haven School District,Beecher School,316,147,22,485,2013-14
0931811,0930011,New Haven School District,Benjamin Jepson Magnet School,331,165,36,532,2013-14
0935511,0930011,New Haven School District,Betsy Ross Arts Magnet School,234,205,31,470,2013-14
0934311,0930011,New Haven School District,Bishop Woods Architecture and Design Magnet School,324,158,23,505,2013-14
0932111,0930011,New Haven School District,Brennan Rogers School,323,146,13,482,2013-14
0934811,0930011,New Haven School District,"Celentano BioTech, Health and Medical Magnet School",281,100,13,394,2013-14
0930611,0930011,New Haven School District,Clinton Avenue School,403,144,10,557,2013-14
0934111,0930011,New Haven School District,Columbus Family Academy,349,82,17,448,2013-14
0933111,0930011,New Haven School District,Conte/West Hills Magnet School,451,139,48,638,2013-14
0936411,0930011,New Haven School District,Cooperative High School,268,293,74,635,2013-14
0936811,0930011,New Haven School District,Cortlandt V.R. Creed Health and Sport Sciences High School,117,65,26,208,2013-14
0930911,0930011,New Haven School District,Davis 21st Century Magnet Elementary School,251,228,37,516,2013-14
0935611,0930011,New Haven School District,Domus Academy,26,*,*,42,2013-14
0938211,0930011,New Haven School District,Dwight Early Childhood Program,*,*,0,30,2013-14
0938111,0930011,New Haven School District,Early Learning Center,109,10,0,119,2013-14
0934611,0930011,New Haven School District,East Rock Community Magnet School,307,128,52,487,2013-14
0931711,0930011,New Haven School District,Engineering - Science University Magnet School,134,326,29,489,2013-14
0931611,0930011,New Haven School District,Fair Haven School,563,178,18,759,2013-14
0938011,0930011,New Haven School District,Headstart,338,19,0,357,2013-14
0938311,0930011,New Haven School District,Helene Grant HeadStart,174,94,0,268,2013-14
0936611,0930011,New Haven School District,High School In The Community,165,80,17,262,2013-14
0930711,0930011,New Haven School District,Hill Central Music Academy,338,95,17,450,2013-14
0936311,0930011,New Haven School District,Hill Regional Career High School,325,285,73,683,2013-14
0936211,0930011,New Haven School District,James Hillhouse High School,590,338,53,981,2013-14
0931311,0930011,New Haven School District,John C. Daniels,311,194,8,513,2013-14
0930811,0930011,New Haven School District,John S. Martinez Sea and Sky STEM School,405,84,25,514,2013-14
0933011,0930011,New Haven School District,King/Robinson Magnet School,377,196,39,612,2013-14
0932011,0930011,New Haven School District,Lincoln-Bassett School,230,*,*,343,2013-14
0931911,0930011,New Haven School District,Mauro-Sheridan Magnet School,303,189,56,548,2013-14
0936011,0930011,New Haven School District,Metropolitan Business Academy,160,169,60,389,2013-14
0937011,0930011,New Haven School District,New Haven Academy,119,127,31,277,2013-14
0939211,0930011,New Haven School District,Polly T. McCabe Center,*,*,0,14,2013-14
0933511,0930011,New Haven School District,Quinnipiac Real World Math STEM School,244,75,10,329,2013-14
0939111,0930011,New Haven School District,Riverside Education Academy,85,*,*,104,2013-14
0934211,0930011,New Haven School District,Roberto Clemente Leadership Academy for Global Awareness,398,85,8,491,2013-14
0931011,0930011,New Haven School District,Ross/Woodward School,384,220,47,651,2013-14
0936711,0930011,New Haven School District,Sound School,71,232,31,334,2013-14
0932811,0930011,New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,288,146,16,450,2013-14
0932911,0930011,New Haven School District,Truman School,379,77,6,462,2013-14
0934911,0930011,New Haven School District,West Rock Authors Academy,141,65,16,222,2013-14
0933211,0930011,New Haven School District,Wexler/Grant Community School,295,90,15,400,2013-14
0936111,0930011,New Haven School District,Wilbur Cross High School,810,545,66,1421,2013-14
0933811,0930011,New Haven School District,Worthington Hooker School,62,336,16,414,2013-14
0950311,0950011,New London School District,Jennings School,394,160,34,588,2013-14
0955111,0950011,New London School District,Bennie Dover Jackson Middle School,401,106,46,553,2013-14
0950911,0950011,New London School District,Nathan Hale Arts Magnet School,321,185,24,530,2013-14
0956111,0950011,New London School District,New London High School,529,272,80,881,2013-14
0950811,0950011,New London School District,Winthrop STEM Elementary Magnet School,309,179,29,517,2013-14
0960511,0960011,New Milford School District,Hill And Plain School,94,359,20,473,2013-14
0960711,0960011,New Milford School District,John Pettibone School,62,303,21,386,2013-14
0969011,0960011,New Milford School District,Litchfield Hills Transition Center,0,*,*,11,2013-14
0966111,0960011,New Milford School District,New Milford High School,174,1181,71,1426,2013-14
0960811,0960011,New Milford School District,Northville Elementary School,65,380,15,460,2013-14
0960911,0960011,New Milford School District,Sarah Noble Intermediate School,162,823,68,1053,2013-14
0965211,0960011,New Milford School District,Schaghticoke Middle School,97,536,42,675,2013-14
0940611,0940011,Newington School District,Anna Reynolds School,84,363,25,472,2013-14
0940211,0940011,Newington School District,Elizabeth Green School,69,215,18,302,2013-14
0940811,0940011,Newington School District,John Paterson School,72,341,14,427,2013-14
0945311,0940011,Newington School District,John Wallace Middle School,98,561,41,700,2013-14
0945111,0940011,Newington School District,Martin Kellogg Middle School,119,434,41,594,2013-14
0946111,0940011,Newington School District,Newington High School,208,1073,80,1361,2013-14
0940711,0940011,Newington School District,Ruth Chaffee School,45,307,12,364,2013-14
0970111,0970011,Newtown School District,Hawley Elementary School,*,329,*,349,2013-14
0970411,0970011,Newtown School District,Head O'Meadow Elementary School,12,291,0,303,2013-14
0970311,0970011,Newtown School District,Middle Gate Elementary School,*,387,*,418,2013-14
0976111,0970011,Newtown School District,Newtown High School,76,1611,26,1713,2013-14
0975111,0970011,Newtown School District,Newtown Middle School,26,815,14,855,2013-14
0978011,0970011,Newtown School District,Newtown Preschool,0,70,0,70,2013-14
0970511,0970011,Newtown School District,Reed Intermediate School,39,733,15,787,2013-14
0979011,0970011,Newtown School District,STARR,0,*,0,*,2013-14
0970211,0970011,Newtown School District,Sandy Hook Elementary School,*,373,*,395,2013-14
0980111,0980011,Norfolk School District,Botelle Elementary School,9,94,9,112,2013-14
0989211,0980011,Norfolk School District,Bridges II,0,*,0,*,2013-14
0990411,0990011,North Branford School District,Jerome Harrison School,39,362,14,415,2013-14
0996111,0990011,North Branford School District,North Branford High School,85,497,28,610,2013-14
0995111,0990011,North Branford School District,North Branford Intermediate School,54,421,33,508,2013-14
0999011,0990011,North Branford School District,School to Work Program,0,*,0,*,2013-14
0990611,0990011,North Branford School District,Totoket Valley Elementary School,46,402,23,471,2013-14
1000111,1000011,North Canaan School District,North Canaan Elementary School,51,231,13,295,2013-14
1010811,1010011,North Haven School District,Clintonville Elementary School,41,284,15,340,2013-14
1010711,1010011,North Haven School District,Green Acres Elementary School,40,328,11,379,2013-14
1010211,1010011,North Haven School District,Montowese Elementary School,37,294,6,337,2013-14
1016111,1010011,North Haven School District,North Haven High School,108,969,46,1123,2013-14
1015211,1010011,North Haven School District,North Haven Middle School,61,695,27,783,2013-14
1010311,1010011,North Haven School District,Ridge Road Elementary School,18,372,14,404,2013-14
1020111,1020011,North Stonington School District,North Stonington Elementary School,62,300,16,378,2013-14
1026111,1020011,North Stonington School District,Wheeler High School,27,185,6,218,2013-14
1025111,1020011,North Stonington School District,Wheeler Middle School,29,117,8,154,2013-14
1036211,1030011,Norwalk School District,Brien McMahon High School,623,913,143,1679,2013-14
1030211,1030011,Norwalk School District,Brookside Elementary School,258,209,61,528,2013-14
1030311,1030011,Norwalk School District,Columbus Magnet School,95,208,20,323,2013-14
1030411,1030011,Norwalk School District,Cranbury Elementary School,152,311,31,494,2013-14
1032011,1030011,Norwalk School District,Fox Run Elementary School,142,279,23,444,2013-14
1030711,1030011,Norwalk School District,Jefferson Magnet School,328,182,71,581,2013-14
1030811,1030011,Norwalk School District,Kendall Elementary School,335,175,62,572,2013-14
1032211,1030011,Norwalk School District,Marvin Elementary School,217,232,45,494,2013-14
1032111,1030011,Norwalk School District,Naramake Elementary School,133,280,42,455,2013-14
1035211,1030011,Norwalk School District,Nathan Hale Middle School,206,338,35,579,2013-14
1036111,1030011,Norwalk School District,Norwalk High School,486,954,99,1539,2013-14
1036311,1030011,Norwalk School District,Norwalk Pathways Academy at Briggs,42,*,*,66,2013-14
1035311,1030011,Norwalk School District,Ponus Ridge Middle School,327,235,70,632,2013-14
1035511,1030011,Norwalk School District,Roton Middle School,181,207,41,429,2013-14
1031311,1030011,Norwalk School District,Rowayton School,108,322,21,451,2013-14
1032311,1030011,Norwalk School District,Silvermine Elementary School,264,168,46,478,2013-14
1031411,1030011,Norwalk School District,Tracey School,218,124,43,385,2013-14
1035411,1030011,Norwalk School District,West Rocks Middle School,288,321,45,654,2013-14
1032411,1030011,Norwalk School District,Wolfpit School,124,160,24,308,2013-14
9016122,9010022,Norwich Free Academy District,Norwich Free Academy,452,1765,107,2324,2013-14
1040111,1040011,Norwich School District,Bishop School Early Learning Center,135,64,19,218,2013-14
1049111,1040011,Norwich School District,Deborah-Tennant Zinewicz  School,24,*,*,32,2013-14
1049011,1040011,Norwich School District,Hickory Street School,16,*,*,19,2013-14
1041411,1040011,Norwich School District,John B. Stanton Network School,270,89,39,398,2013-14
1045111,1040011,Norwich School District,Kelly Middle School,395,193,70,658,2013-14
1042011,1040011,Norwich School District,Moriarty Magnet School,262,120,32,414,2013-14
1040811,1040011,Norwich School District,Samuel Huntington School,190,195,32,417,2013-14
1045211,1040011,Norwich School District,Teachers' Memorial Middle School,317,93,58,468,2013-14
1041711,1040011,Norwich School District,Thomas W. Mahan School,149,92,34,275,2013-14
1041911,1040011,Norwich School District,Uncas Network School,223,37,20,280,2013-14
1041811,1040011,Norwich School District,Veterans' Memorial School,210,49,38,297,2013-14
1049211,1040011,Norwich School District,Virtual Learning Academy,*,*,0,9,2013-14
1041511,1040011,Norwich School District,Wequonnoc Magnet School,182,51,22,255,2013-14
2635113,2630013,Odyssey Community School District,Odyssey Community School,94,216,15,325,2013-14
1060211,1060011,Old Saybrook School District,Kathleen E. Goodwin School,71,297,23,391,2013-14
1065211,1060011,Old Saybrook School District,Old Saybrook Middle School,67,468,25,560,2013-14
1066111,1060011,Old Saybrook School District,Old Saybrook Senior High School,61,412,13,486,2013-14
1070211,1070011,Orange School District,Mary L. Tracy School,*,*,0,134,2013-14
1070511,1070011,Orange School District,Peck Place School,12,348,14,374,2013-14
1070311,1070011,Orange School District,Race Brook School,25,343,6,374,2013-14
1070411,1070011,Orange School District,Turkey Hill School,12,290,7,309,2013-14
1085111,1080011,Oxford School District,Great Oak School,35,461,18,514,2013-14
1080111,1080011,Oxford School District,Oxford Center School,*,471,*,503,2013-14
1086011,1080011,Oxford School District,Oxford High School,26,568,6,600,2013-14
1080311,1080011,Oxford School District,Quaker Farms School,*,394,*,428,2013-14
2835113,2830013,Park City Prep Charter School District,Park City Prep Charter School,123,116,21,260,2013-14
1098011,1090011,Plainfield School District,Early Childhood Center,10,*,*,18,2013-14
1090111,1090011,Plainfield School District,Moosup Elementary School,126,188,25,339,2013-14
1095111,1090011,Plainfield School District,Plainfield Central School,213,315,65,593,2013-14
1096111,1090011,Plainfield School District,Plainfield High School,215,416,69,700,2013-14
1090311,1090011,Plainfield School District,Plainfield Memorial School,149,183,40,372,2013-14
1090411,1090011,Plainfield School District,Shepard Hill Elementary School,161,235,33,429,2013-14
1100411,1100011,Plainville School District,Frank T. Wheeler School,59,193,24,276,2013-14
1100211,1100011,Plainville School District,Linden Street School,114,246,39,399,2013-14
1100511,1100011,Plainville School District,Louis Toffolon School,76,259,19,354,2013-14
1105211,1100011,Plainville School District,Middle School of Plainville,135,344,52,531,2013-14
1106111,1100011,Plainville School District,Plainville High School,142,519,62,723,2013-14
1108011,1100011,Plainville School District,Prekindergarten Program,0,36,0,36,2013-14
1115111,1110011,Plymouth School District,Eli Terry Jr. Middle School,70,292,18,380,2013-14
1110411,1110011,Plymouth School District,Harry S. Fisher Elementary School,79,253,14,346,2013-14
1117111,1110011,Plymouth School District,Plymouth Alternative High School,6,10,0,16,2013-14
1110211,1110011,Plymouth School District,Plymouth Center School,62,279,11,352,2013-14
1116111,1110011,Plymouth School District,Terryville High School,80,367,23,470,2013-14
1120111,1120011,Pomfret School District,Pomfret Community School,47,360,17,424,2013-14
1130511,1130011,Portland School District,Brownstone Intermediate School,36,183,6,225,2013-14
1130411,1130011,Portland School District,Gildersleeve School,*,171,*,203,2013-14
1136111,1130011,Portland School District,Portland High School,52,320,12,384,2013-14
1135111,1130011,Portland School District,Portland Middle School,39,198,13,250,2013-14
1130211,1130011,Portland School District,Valley View School,59,250,7,316,2013-14
1145111,1140011,Preston School District,Preston Plains School,18,125,12,155,2013-14
1140411,1140011,Preston School District,Preston Veterans' Memorial School,36,220,12,268,2013-14
1169011,1160011,Putnam School District,Helping Hands,*,*,0,*,2013-14
1160311,1160011,Putnam School District,Putnam Elementary School,386,232,59,677,2013-14
1166111,1160011,Putnam School District,Putnam High School,137,110,30,277,2013-14
1165111,1160011,Putnam School District,Putnam Middle School,137,121,31,289,2013-14
1175111,1170011,Redding School District,John Read Middle School,19,495,6,520,2013-14
1170111,1170011,Redding School District,Redding Elementary School,*,525,*,540,2013-14
2016112,2010012,Regional School District 01,Housatonic Valley Regional High School,50,352,26,428,2013-14
2045112,2040012,Regional School District 04,John Winthrop Middle School,34,313,10,357,2013-14
2046112,2040012,Regional School District 04,Valley Regional High School,46,555,20,621,2013-14
2055112,2050012,Regional School District 05,Amity Middle School: Bethany,*,370,*,389,2013-14
2055212,2050012,Regional School District 05,Amity Middle School: Orange,*,368,*,385,2013-14
2056112,2050012,Regional School District 05,Amity Regional High School,53,1505,19,1577,2013-14
2068112,2060012,Regional School District 06,Early Childhood Learning Center,*,*,0,51,2013-14
2060112,2060012,Regional School District 06,Goshen Center School,*,153,*,174,2013-14
2060212,2060012,Regional School District 06,James Morris School,*,116,*,138,2013-14
2066112,2060012,Regional School District 06,Wamogo Regional High School,65,471,16,552,2013-14
2060312,2060012,Regional School District 06,Warren Elementary School,*,70,*,80,2013-14
2079112,2070012,Regional School District 07,AIM,*,*,0,10,2013-14
2079012,2070012,Regional School District 07,FLEX,*,*,0,7,2013-14
2079412,2070012,Regional School District 07,Intensive Learning Program,*,*,*,*,2013-14
2079212,2070012,Regional School District 07,Links,*,11,*,14,2013-14
2076112,2070012,Regional School District 07,Northwestern Regional High School,53,640,23,716,2013-14
2075112,2070012,Regional School District 07,Northwestern Regional Middle School,22,330,8,360,2013-14
2079312,2070012,Regional School District 07,STEP,*,*,0,12,2013-14
2086112,2080012,Regional School District 08,RHAM High School,62,1025,31,1118,2013-14
2085112,2080012,Regional School District 08,RHAM Middle School,48,543,17,608,2013-14
2086212,2080012,Regional School District 08,Region Alternative High School,0,10,0,10,2013-14
2096112,2090012,Regional School District 09,Joel Barlow High School,28,1021,15,1064,2013-14
2105112,2100012,Regional School District 10,Har-Bur Middle School,53,761,17,831,2013-14
2100312,2100012,Regional School District 10,Harwinton Consolidated School,21,417,6,444,2013-14
2100212,2100012,Regional School District 10,Lake Garda Elementary School,*,469,*,494,2013-14
2106112,2100012,Regional School District 10,Lewis S. Mills High School,45,740,11,796,2013-14
2116112,2110012,Regional School District 11,Parish Hill High School,62,196,29,287,2013-14
2120212,2120012,Regional School District 12,Booth Free School,*,*,0,85,2013-14
2120312,2120012,Regional School District 12,Shepaug Valley School,37,443,12,492,2013-14
2120112,2120012,Regional School District 12,The Burnham School,*,*,0,64,2013-14
2120412,2120012,Regional School District 12,Washington Primary School,10,145,0,155,2013-14
2136112,2130012,Regional School District 13,Coginchaug Regional High School,22,538,16,576,2013-14
2130212,2130012,Regional School District 13,Francis E. Korn School,*,132,*,146,2013-14
2135112,2130012,Regional School District 13,Frank Ward Strong School,*,313,*,334,2013-14
2130112,2130012,Regional School District 13,Frederick Brewster School,*,209,*,224,2013-14
2130512,2130012,Regional School District 13,John Lyman School,7,240,7,254,2013-14
2130412,2130012,Regional School District 13,Middlefield Memorial School,20,302,8,330,2013-14
2140112,2140012,Regional School District 14,Bethlehem Elementary School,36,238,9,283,2013-14
2148012,2140012,Regional School District 14,Integrated Star Preschool Program,0,51,0,51,2013-14
2140212,2140012,Regional School District 14,Mitchell Elementary School,34,332,13,379,2013-14
2146112,2140012,Regional School District 14,Nonnewaug High School,70,715,16,801,2013-14
2145112,2140012,Regional School District 14,Woodbury Middle School,40,312,19,371,2013-14
2150412,2150012,Regional School District 15,Gainfield Elementary School,*,347,*,373,2013-14
2150712,2150012,Regional School District 15,Long Meadow Elementary School,*,532,*,553,2013-14
2155212,2150012,Regional School District 15,Memorial Middle School,*,439,*,471,2013-14
2150612,2150012,Regional School District 15,Middlebury Elementary School,29,329,9,367,2013-14
2156212,2150012,Regional School District 15,Pomperaug Regional High School,45,1198,11,1254,2013-14
2150512,2150012,Regional School District 15,Pomperaug School,*,414,*,430,2013-14
2155112,2150012,Regional School District 15,Rochambeau Middle School,*,501,*,530,2013-14
2160312,2160012,Regional School District 16,Algonquin School,49,365,12,426,2013-14
2160212,2160012,Regional School District 16,Community School,17,192,7,216,2013-14
2160112,2160012,Regional School District 16,Laurel Ledge School,37,368,17,422,2013-14
2165112,2160012,Regional School District 16,Long River Middle School,41,496,23,560,2013-14
2166012,2160012,Regional School District 16,Woodland Regional High School,63,613,39,715,2013-14
2170212,2170012,Regional School District 17,Burr District Elementary School,30,263,14,307,2013-14
2170112,2170012,Regional School District 17,Haddam Elementary School,20,225,6,251,2013-14
2176112,2170012,Regional School District 17,Haddam-Killingworth High School,45,568,6,619,2013-14
2175112,2170012,Regional School District 17,Haddam-Killingworth Middle School,54,718,28,800,2013-14
2170312,2170012,Regional School District 17,Killingworth Elementary School,*,274,*,292,2013-14
2180312,2180012,Regional School District 18,Center School,11,148,0,159,2013-14
2180112,2180012,Regional School District 18,Lyme Consolidated School,*,185,*,207,2013-14
2186112,2180012,Regional School District 18,Lyme-Old Lyme High School,*,405,*,428,2013-14
2185112,2180012,Regional School District 18,Lyme-Old Lyme Middle School,29,330,6,365,2013-14
2180212,2180012,Regional School District 18,Mile Creek School,*,234,*,246,2013-14
2196112,2190012,Regional School District 19,E. O. Smith High School,139,1017,40,1196,2013-14
1180811,1180011,Ridgefield School District,Barlow Mountain Elementary School,*,366,*,380,2013-14
1180611,1180011,Ridgefield School District,Branchville Elementary School,*,386,*,399,2013-14
1185111,1180011,Ridgefield School District,East Ridge Middle School,*,746,*,769,2013-14
1180411,1180011,Ridgefield School District,Farmingville Elementary School,*,*,0,364,2013-14
1180311,1180011,Ridgefield School District,Ridgebury Elementary School,*,360,*,368,2013-14
1189011,1180011,Ridgefield School District,Ridgefield 18-21 Transition Program,0,*,0,*,2013-14
1186111,1180011,Ridgefield School District,Ridgefield High School,47,1728,9,1784,2013-14
1180511,1180011,Ridgefield School District,Scotland Elementary School,*,366,*,380,2013-14
1185211,1180011,Ridgefield School District,Scotts Ridge Middle School,*,477,*,489,2013-14
1180211,1180011,Ridgefield School District,Veterans Park Elementary School,*,319,*,333,2013-14
1195111,1190011,Rocky Hill School District,Albert D. Griswold Middle School,57,505,28,590,2013-14
1190411,1190011,Rocky Hill School District,Myrtle H. Stevens School,62,405,25,492,2013-14
1196111,1190011,Rocky Hill School District,Rocky Hill High School,63,649,15,727,2013-14
1190511,1190011,Rocky Hill School District,West Hill School,23,581,6,610,2013-14
1210111,1210011,Salem School District,Salem Elementary School,34,382,14,430,2013-14
1220111,1220011,Salisbury School District,Salisbury Central School,31,236,12,279,2013-14
1230111,1230011,Scotland School District,Scotland Elementary School,*,93,*,133,2013-14
1240111,1240011,Seymour School District,Bungay School,64,411,29,504,2013-14
1240211,1240011,Seymour School District,Chatfield-LoPresti School,156,376,53,585,2013-14
1246111,1240011,Seymour School District,Seymour High School,113,461,51,625,2013-14
1245111,1240011,Seymour School District,Seymour Middle School,108,430,44,582,2013-14
1250111,1250011,Sharon School District,Sharon Center School,32,139,6,177,2013-14
1260911,1260011,Shelton School District,Mohegan School,16,290,6,312,2013-14
1261011,1260011,Shelton School District,Booth Hill School,18,269,9,296,2013-14
1260511,1260011,Shelton School District,Elizabeth Shelton School,63,352,25,440,2013-14
1265111,1260011,Shelton School District,Intermediate School,143,640,57,840,2013-14
1260811,1260011,Shelton School District,Long Hill School,99,304,32,435,2013-14
1261111,1260011,Shelton School District,Perry Hill Elementary School,125,664,52,841,2013-14
1266111,1260011,Shelton School District,Shelton High School,226,1225,105,1556,2013-14
1260611,1260011,Shelton School District,Sunnyside School,72,154,13,239,2013-14
1270111,1270011,Sherman School District,Sherman School,17,355,0,372,2013-14
2700113,2700013,Side By Side Charter School District,Side By Side Charter School,99,119,17,235,2013-14
1280111,1280011,Simsbury School District,Central School,*,352,*,392,2013-14
1285111,1280011,Simsbury School District,Henry James Memorial School,43,672,10,725,2013-14
1280611,1280011,Simsbury School District,Latimer Lane School,23,393,7,423,2013-14
1286111,1280011,Simsbury School District,Simsbury High School,84,1399,29,1512,2013-14
1280711,1280011,Simsbury School District,Squadron Line School,37,582,6,625,2013-14
1280311,1280011,Simsbury School District,Tariffville School,37,221,16,274,2013-14
1280411,1280011,Simsbury School District,Tootin' Hills School,*,362,*,397,2013-14
1295111,1290011,Somers School District,Mabelle B. Avery Middle School,21,338,11,370,2013-14
1290411,1290011,Somers School District,Somers Elementary School,39,595,15,649,2013-14
1296111,1290011,Somers School District,Somers High School,22,449,17,488,2013-14
1320211,1320011,South Windsor School District,Pleasant Valley School,48,285,14,347,2013-14
1320711,1320011,South Windsor School District,Eli Terry School,43,388,11,442,2013-14
1320611,1320011,South Windsor School District,Orchard Hill School,45,327,15,387,2013-14
1320111,1320011,South Windsor School District,Philip R. Smith School,12,334,6,352,2013-14
1329011,1320011,South Windsor School District,Project Worth Young Adult Academy,0,7,0,7,2013-14
1326211,1320011,South Windsor School District,South Windsor High School,107,1225,31,1363,2013-14
1325111,1320011,South Windsor School District,Timothy Edwards School,86,918,39,1043,2013-14
1320411,1320011,South Windsor School District,Wapping Elementary School,38,246,17,301,2013-14
1315311,1310011,Southington School District,John F. Kennedy Middle School,84,734,30,848,2013-14
1311511,1310011,Southington School District,Derynoski Elementary School,103,508,29,640,2013-14
1311311,1310011,Southington School District,Flanders Elementary School,63,222,8,293,2013-14
1310211,1310011,Southington School District,Hatton Elementary School,76,362,17,455,2013-14
1315111,1310011,Southington School District,Joseph A. Depaolo Middle School,85,667,24,776,2013-14
1310611,1310011,Southington School District,Plantsville Elementary School,26,244,6,276,2013-14
1310711,1310011,Southington School District,South End Elementary School,32,193,12,237,2013-14
1316211,1310011,Southington School District,Southington High School,232,1725,79,2036,2013-14
1310811,1310011,Southington School District,Strong Elementary School,38,272,17,327,2013-14
1310911,1310011,Southington School District,Thalberg Elementary School,45,364,14,423,2013-14
1311411,1310011,Southington School District,Urbin T. Kelley School,*,338,*,360,2013-14
1330111,1330011,Sprague School District,Sayles School,123,203,34,360,2013-14
1340611,1340011,Stafford School District,Stafford Elementary School,101,347,34,482,2013-14
1346111,1340011,Stafford School District,Stafford High School,82,377,19,478,2013-14
1345211,1340011,Stafford School District,Stafford Middle School,75,246,21,342,2013-14
1340311,1340011,Stafford School District,Staffordville School,38,112,11,161,2013-14
1340411,1340011,Stafford School District,West Stafford School,51,101,12,164,2013-14
2826013,2820013,Stamford Academy District,Stamford Academy,132,*,*,147,2013-14
1355611,1350011,Stamford School District,Cloonan School,274,301,47,622,2013-14
1352011,1350011,Stamford School District,Davenport Ridge School,214,315,23,552,2013-14
1355311,1350011,Stamford School District,Dolan School,243,268,62,573,2013-14
1352211,1350011,Stamford School District,Hart School,234,326,42,602,2013-14
1351211,1350011,Stamford School District,Julia A. Stark School,246,324,46,616,2013-14
1350511,1350011,Stamford School District,K. T. Murphy School,240,228,59,527,2013-14
1350611,1350011,Stamford School District,Newfield School,304,369,34,707,2013-14
1351811,1350011,Stamford School District,Northeast School,246,379,39,664,2013-14
1358011,1350011,Stamford School District,Preschool Team,47,105,0,152,2013-14
1355811,1350011,Stamford School District,Rippowam Middle School,284,369,35,688,2013-14
1350811,1350011,Stamford School District,Rogers International School,268,479,57,804,2013-14
1350911,1350011,Stamford School District,Roxbury School,300,292,50,642,2013-14
1355711,1350011,Stamford School District,Scofield Middle School,236,320,68,624,2013-14
1351111,1350011,Stamford School District,Springdale School,336,324,51,711,2013-14
1356111,1350011,Stamford School District,Stamford High School,824,923,181,1928,2013-14
1352111,1350011,Stamford School District,Stillmeadow School,310,330,48,688,2013-14
1356411,1350011,Stamford School District,The Academy of Information Technology,153,495,47,695,2013-14
1351911,1350011,Stamford School District,Toquam Magnet School,334,286,61,681,2013-14
1355511,1350011,Stamford School District,Turn of River School,238,271,37,546,2013-14
1356311,1350011,Stamford School District,Westhill High School,901,1084,161,2146,2013-14
1351411,1350011,Stamford School District,Westover School,278,361,49,688,2013-14
