american_indian,american_indian_or_alaska_native,asian,black_not_of_hispanic_origin,black_or_african_american,district,district_code,hispanic_latino,hispanic_latino_of_any_race,native_hawaiian_or_other_pacific_islander,not_reported,school,school_code,total,two_or_more_races,white,white_not_of_hispanic_origin,year
,0,*,,71,Great Oaks Charter School District,2940013,,50,0,,Great Oaks Charter School,2940113,127,*,*,,2014-15
,*,52,,*,Greenwich School District,0570011,,88,0,,Central Middle School,0575111,578,22,401,,2014-15
,0,0,,*,Greenwich School District,0570011,,0,0,,Community Connections,0571211,10,0,*,,2014-15
,0,48,,6,Greenwich School District,0570011,,68,0,,Cos Cob School,0570211,438,33,283,,2014-15
,*,74,,7,Greenwich School District,0570011,,90,*,,Eastern Middle School,0575211,811,30,608,,2014-15
,0,52,,*,Greenwich School District,0570011,,53,0,,Glenville School,0570411,424,*,300,,2014-15
,0,*,,*,Greenwich School District,0570011,,24,0,,Greenwich Alternative High School,0571411,46,0,12,,2014-15
,*,181,,82,Greenwich School District,0570011,,443,0,,Greenwich High School,0576111,2501,*,1740,,2014-15
,*,23,,44,Greenwich School District,0570011,,199,0,,Hamilton Avenue School,0570511,391,*,118,,2014-15
,0,62,,*,Greenwich School District,0570011,,46,*,,International School At Dundee,0571311,370,23,223,,2014-15
,0,41,,*,Greenwich School District,0570011,,102,*,,Julian Curtiss School,0570311,369,28,181,,2014-15
,0,12,,12,Greenwich School District,0570011,,169,0,,New Lebanon School,0570611,264,6,65,,2014-15
,0,69,,*,Greenwich School District,0570011,,63,*,,North Mianus School,0570711,487,19,331,,2014-15
,*,33,,*,Greenwich School District,0570011,,37,0,,North Street School,0570811,384,31,276,,2014-15
,0,23,,*,Greenwich School District,0570011,,44,0,,Old Greenwich School,0570911,432,*,340,,2014-15
,0,11,,*,Greenwich School District,0570011,,33,0,,Parkway School,0571111,258,*,205,,2014-15
,0,32,,0,Greenwich School District,0570011,,96,0,,Riverside School,0571011,497,12,357,,2014-15
,*,28,,28,Greenwich School District,0570011,,180,0,,Western Middle School,0575311,532,*,283,,2014-15
,0,0,,0,Griswold School District,0580011,,*,0,,Griswold Alternative School,0580111,15,0,*,,2014-15
,*,8,,16,Griswold School District,0580011,,51,*,,Griswold Elementary School,0580311,756,64,612,,2014-15
,*,*,,19,Griswold School District,0580011,,28,0,,Griswold High School,0586211,571,12,497,,2014-15
,*,11,,20,Griswold School District,0580011,,37,*,,Griswold Middle School,0585111,547,31,436,,2014-15
,7,42,,26,Groton School District,0590011,,56,0,,Carl C. Cutler Middle School,0595311,461,18,312,,2014-15
,0,31,,50,Groton School District,0590011,,126,0,,Catherine Kolnaski Magnet School,0592011,400,40,153,,2014-15
,*,18,,22,Groton School District,0590011,,47,*,,Charles Barnum School,0591811,358,24,243,,2014-15
,*,*,,50,Groton School District,0590011,,106,0,,Claude Chester School,0590311,356,47,121,,2014-15
,*,38,,33,Groton School District,0590011,,88,*,,Mary Morrisson School,0591711,396,40,194,,2014-15
,*,31,,*,Groton School District,0590011,,40,*,,Northeast Academy Elementary School,0591911,399,18,303,,2014-15
,*,17,,26,Groton School District,0590011,,50,*,,Pleasant Valley School,0591211,287,30,162,,2014-15
,*,78,,131,Groton School District,0590011,,173,*,,Robert E. Fitch High School,0596111,1089,43,645,,2014-15
,6,11,,11,Groton School District,0590011,,32,0,,S. B. Butler School,0590111,309,33,216,,2014-15
,*,22,,62,Groton School District,0590011,,121,*,,West Side Middle School,0595211,473,33,231,,2014-15
,0,23,,7,Guilford School District,0600011,,29,0,,A. Baldwin Middle School,0600711,534,14,461,,2014-15
,0,*,,*,Guilford School District,0600011,,19,0,,A. W. Cox School,0600611,322,20,268,,2014-15
,0,*,,*,Guilford School District,0600011,,14,*,,Calvin Leete School,0600411,262,8,231,,2014-15
,0,19,,7,Guilford School District,0600011,,45,0,,E. C. Adams Middle School,0605111,559,17,471,,2014-15
,0,45,,*,Guilford School District,0600011,,48,*,,Guilford High School,0606111,1076,17,952,,2014-15
,*,17,,*,Guilford School District,0600011,,19,0,,Guilford Lakes School,0600211,329,7,278,,2014-15
,0,11,,*,Guilford School District,0600011,,24,*,,Melissa Jones School,0600311,318,14,264,,2014-15
,0,*,,50,Hamden School District,0620011,,39,0,,Alice Peck Learning Center,0628011,150,*,45,,2014-15
,0,45,,43,Hamden School District,0620011,,57,0,,Bear Path School,0621211,448,28,275,,2014-15
,*,15,,137,Hamden School District,0620011,,109,0,,Church Street School,0620211,327,*,55,,2014-15
,0,19,,103,Hamden School District,0620011,,47,0,,Dunbar Hill School,0620311,296,25,102,,2014-15
,0,0,,37,Hamden School District,0620011,,*,0,,Hamden Collaborative Learning Center,0620511,72,*,19,,2014-15
,*,106,,581,Hamden School District,0620011,,283,*,,Hamden High School,0626111,1696,44,679,,2014-15
,*,55,,237,Hamden School District,0620011,,147,0,,Hamden Middle School,0625211,803,*,331,,2014-15
,*,*,,121,Hamden School District,0620011,,113,0,,Helen Street School,0620411,331,26,55,,2014-15
,0,29,,107,Hamden School District,0620011,,100,0,,Ridge Hill School,0621111,322,12,74,,2014-15
,*,76,,100,Hamden School District,0620011,,46,0,,Shepherd Glen School,0620111,320,*,84,,2014-15
,0,*,,80,Hamden School District,0620011,,32,*,,Spring Glen School,0621011,434,32,281,,2014-15
,*,78,,42,Hamden School District,0620011,,25,0,,West Woods School,0621411,430,*,272,,2014-15
,0,*,,0,Hampton School District,0630011,,10,0,,Hampton Elementary School,0630111,105,*,93,,2014-15
,*,11,,100,Hartford School District,0640011,,484,*,,Asian Studies Academy at Bellizzi School,0640711,662,17,42,,2014-15
,0,*,,*,Hartford School District,0640011,,10,0,,Autism Program - Clark School,0644511,18,0,0,,2014-15
,0,0,,11,Hartford School District,0640011,,11,*,,Autism Program - Fred D. Wish Museum School,0644211,24,0,*,,2014-15
,0,0,,*,Hartford School District,0640011,,*,0,,Autism Program - Hooker School,0644311,7,0,0,,2014-15
,0,0,,*,Hartford School District,0640011,,18,0,,Autism Program - Naylor School,0645711,23,0,*,,2014-15
,0,0,,*,Hartford School District,0640011,,7,0,,Autism Program - Rawson School,0644411,12,0,*,,2014-15
,*,11,,82,Hartford School District,0640011,,357,0,,Batchelder School,0640411,466,*,8,,2014-15
,0,41,,57,Hartford School District,0640011,,134,0,,Betances Early Reading Lab Magnet School,0642811,288,7,49,,2014-15
,0,*,,55,Hartford School District,0640011,,110,0,,Betances STEM Magnet School,0643811,253,*,50,,2014-15
,*,*,,147,Hartford School District,0640011,,98,0,,Breakthrough II Magnet School,0643511,318,21,41,,2014-15
,0,10,,93,Hartford School District,0640011,,165,0,,Breakthrough Magnet School,0643311,357,8,81,,2014-15
,*,10,,91,Hartford School District,0640011,,223,*,,Bulkeley High School,0647111,373,16,30,,2014-15
,*,19,,116,Hartford School District,0640011,,323,*,,Bulkeley High School Lower School,0646111,489,8,18,,2014-15
,*,17,,88,Hartford School District,0640011,,450,*,,Burns Latino Studies Academy,0640611,581,8,16,,2014-15
,*,23,,98,Hartford School District,0640011,,505,*,,Burr School,0642311,684,12,43,,2014-15
,0,0,,18,Hartford School District,0640011,,23,0,,Capital Community College Magnet Academy,0643911,47,*,*,,2014-15
,*,7,,370,Hartford School District,0640011,,137,*,,Capital Preparatory Magnet School,0646911,672,31,125,,2014-15
,0,0,,127,Hartford School District,0640011,,200,0,,Clark School,0642411,335,*,*,,2014-15
,0,*,,277,Hartford School District,0640011,,212,*,,Classical Magnet School,0646411,702,37,157,,2014-15
,*,0,,141,Hartford School District,0640011,,121,0,,Culinary Arts Academy at Weaver High School,0646011,275,*,6,,2014-15
,0,0,,*,Hartford School District,0640011,,*,0,,EDP - Betances School,0645811,8,0,0,,2014-15
,0,0,,*,Hartford School District,0640011,,*,0,,EDP - Bulkeley High School,0648311,*,0,*,,2014-15
,0,0,,*,Hartford School District,0640011,,9,0,,EDP - HPHS Engineering and Green Technology Academy,0648211,19,*,0,,2014-15
,0,0,,7,Hartford School District,0640011,,21,0,,EDP - M.D. Fox School,0645911,28,0,0,,2014-15
,0,0,,*,Hartford School District,0640011,,*,0,,EDP - McDonough Middle School,0648111,*,0,0,,2014-15
,0,0,,0,Hartford School District,0640011,,*,0,,Early Childhood Development Center (ECDC),0644111,*,0,0,,2014-15
,*,29,,69,Hartford School District,0640011,,322,0,,Environmental Sciences Magnet at Hooker School,0640911,607,*,171,,2014-15
,0,*,,88,Hartford School District,0640011,,456,0,,Expeditionary Learning Academy at Moylan School,0643211,577,*,20,,2014-15
,0,0,,391,Hartford School District,0640011,,205,*,,Global Communications Academy,0643611,621,14,*,,2014-15
,0,*,,96,Hartford School District,0640011,,80,*,,Great Path Academy at MCC,0647911,256,13,59,,2014-15
,0,11,,123,Hartford School District,0640011,,208,0,,HPHS Engineering and Green Technology Academy,0647211,372,12,18,,2014-15
,0,17,,133,Hartford School District,0640011,,219,*,,HPHS Law and Government Academy,0647411,389,*,14,,2014-15
,0,*,,143,Hartford School District,0640011,,219,*,,HPHS Nursing and Health Sciences Academy,0647511,393,10,12,,2014-15
,*,26,,232,Hartford School District,0640011,,450,*,,Hartford Magnet Trinity College Academy,0645411,1001,37,243,,2014-15
,*,27,,37,Hartford School District,0640011,,33,0,,Hartford PreKindergarten Magnet School,0641311,144,*,41,,2014-15
,0,7,,131,Hartford School District,0640011,,109,*,,"High School, Inc.",0647611,256,*,*,,2014-15
,0,0,,*,Hartford School District,0640011,,*,0,,High Step Transition,0648411,10,*,0,,2014-15
,0,*,,115,Hartford School District,0640011,,50,0,,Journalism and Media Academy Magnet School,0647711,190,*,15,,2014-15
,*,8,,95,Hartford School District,0640011,,472,*,,Kennelly School,0641011,621,11,30,,2014-15
,*,16,,227,Hartford School District,0640011,,378,*,,Kinsella Magnet School of Performing Arts,0641111,884,39,220,,2014-15
,*,34,,82,Hartford School District,0640011,,451,0,,M. D. Fox School,0640811,602,*,28,,2014-15
,0,*,,226,Hartford School District,0640011,,75,0,,"M. L. King, Jr. School",0641611,329,19,*,,2014-15
,0,0,,*,Hartford School District,0640011,,7,0,,MDP - Batchelder School,0644811,12,0,*,,2014-15
,0,*,,*,Hartford School District,0640011,,10,0,,MDP - Bulkeley High School,0645011,21,0,0,,2014-15
,0,0,,9,Hartford School District,0640011,,14,0,,MDP - HPHS Law and Government Academy,0644911,23,0,0,,2014-15
,0,0,,0,Hartford School District,0640011,,*,0,,MDP - Moylan School,0648511,*,0,*,,2014-15
,*,*,,33,Hartford School District,0640011,,212,0,,McDonough Middle School,0641211,252,*,*,,2014-15
,*,0,,163,Hartford School District,0640011,,149,*,,Milner School,0641911,330,*,10,,2014-15
,0,36,,114,Hartford School District,0640011,,60,0,,Montessori Magnet at Fisher School,0643711,323,16,97,,2014-15
,*,18,,40,Hartford School District,0640011,,91,0,,Montessori Magnet at Moylan School,0640511,212,*,51,,2014-15
,*,14,,69,Hartford School District,0640011,,409,*,,Naylor/CCSU Leadership Academy,0641411,682,32,154,,2014-15
,0,0,,25,Hartford School District,0640011,,23,0,,New Visions Program,0642711,51,*,*,,2014-15
,0,0,,47,Hartford School District,0640011,,74,0,,OPPortunity High School,0647811,127,*,*,,2014-15
,*,7,,66,Hartford School District,0640011,,421,*,,Parkville Community School,0641511,532,*,33,,2014-15
,*,*,,112,Hartford School District,0640011,,141,*,,Pathways Academy of Technology and Design,0646611,375,15,102,,2014-15
,0,6,,381,Hartford School District,0640011,,76,7,,Rawson School,0641711,484,8,6,,2014-15
,0,*,,49,Hartford School District,0640011,,19,0,,Renzulli Gifted and Talented Academy,0644011,83,*,9,,2014-15
,0,0,,128,Hartford School District,0640011,,260,*,,SAND School,0640111,402,*,7,,2014-15
,0,59,,144,Hartford School District,0640011,,50,*,,STEM Magnet at Fisher School,0642511,360,*,95,,2014-15
,0,*,,45,Hartford School District,0640011,,417,*,,Sanchez School,0643011,485,*,14,,2014-15
,*,0,,161,Hartford School District,0640011,,122,*,,Simpson-Waverly School,0642611,295,*,*,,2014-15
,*,27,,134,Hartford School District,0640011,,307,*,,Sports and Medical Sciences Academy,0646511,702,38,192,,2014-15
,*,41,,143,Hartford School District,0640011,,77,*,,University High School of Science and Engineering,0646711,423,24,136,,2014-15
,*,19,,283,Hartford School District,0640011,,185,*,,Webster Micro Society Magnet School,0642011,678,31,157,,2014-15
,0,44,,173,Hartford School District,0640011,,146,0,,West Middle School,0642111,380,6,11,,2014-15
,*,0,,145,Hartford School District,0640011,,146,0,,Wish Museum School,0642211,303,6,*,,2014-15
,*,*,,*,Hartland School District,0650011,,*,0,,Hartland School,0650111,201,*,189,,2014-15
,*,*,,*,Hebron School District,0670011,,16,0,,Gilead Hill School,0670211,294,7,265,,2014-15
,0,*,,0,Hebron School District,0670011,,19,0,,Hebron Elementary School,0670111,491,*,455,,2014-15
,0,*,,382,Highville Charter School District,2860013,,15,0,,Highville Charter School,2860113,403,*,*,,2014-15
,*,36,,28,Integrated Day Charter School District,2640013,,46,0,,Integrated Day Charter School,2640113,331,*,193,,2014-15
,*,*,,36,Interdistrict School for Arts and Comm District,2650013,,129,0,,Interdistrict School For Arts And Communication,2655113,262,25,64,,2014-15
,*,0,,694,Jumoke Academy District,2610013,,11,*,,Jumoke Academy,2610113,716,6,*,,2014-15
,0,10,,0,Kent School District,0680011,,24,0,,Kent Center School,0680111,254,13,207,,2014-15
,0,0,,0,Kent School District,0680011,,0,0,,LEAPSS,0680211,*,0,*,,2014-15
,0,0,,*,Killingly School District,0690011,,8,0,,Goodyear Early Childhood Center,0698011,111,*,101,,2014-15
,*,0,,0,Killingly School District,0690011,,0,0,,Killingly Alternative Learning Program,0690611,21,0,*,,2014-15
,*,*,,6,Killingly School District,0690011,,25,0,,Killingly Central School,0690111,382,8,337,,2014-15
,9,13,,14,Killingly School District,0690011,,17,0,,Killingly High School,0696111,792,27,712,,2014-15
,7,13,,11,Killingly School District,0690011,,24,0,,Killingly Intermediate School,0695211,715,53,607,,2014-15
,*,16,,*,Killingly School District,0690011,,49,0,,Killingly Memorial School,0690311,483,12,402,,2014-15
,0,*,,94,Learn,2450014,,162,*,,Connecticut River Academy,2456014,407,10,131,,2014-15
,0,*,,*,Learn,2450014,,59,0,,Dual Language & Arts Magnet Middle School,2455014,138,15,48,,2014-15
,0,0,,*,Learn,2450014,,*,0,,Learn ABA Program at Center School,2451214,*,0,*,,2014-15
,0,*,,*,Learn,2450014,,*,0,,Learn Haynes Elementary Intensive Program,2451114,10,*,*,,2014-15
,0,*,,0,Learn,2450014,,0,0,,Learn High School ABA,2450614,*,0,*,,2014-15
,0,0,,0,Learn,2450014,,0,0,,Learn Kelly Middle School Intensive Program,2450914,*,0,*,,2014-15
,0,0,,*,Learn,2450014,,0,0,,Learn Ledyard RICHES Program,2450714,*,0,*,,2014-15
,0,0,,0,Learn,2450014,,0,0,,Learn Pathways Program,2450514,*,0,*,,2014-15
,0,0,,0,Learn,2450014,,*,0,,Learn SAILS Middle School Program,2450814,6,*,*,,2014-15
,0,0,,*,Learn,2450014,,0,0,,Learn SAILS Program at Salem,2451014,6,0,*,,2014-15
,0,0,,0,Learn,2450014,,0,0,,Learn STS 18-21 Year Old Program,2450414,*,0,*,,2014-15
,*,7,,15,Learn,2450014,,52,*,,Marine Science Magnet High School of Southeastern Connecticut,2456114,272,27,164,,2014-15
,0,*,,46,Learn,2450014,,173,*,,Regional Multicultural Magnet School,2450114,533,77,205,,2014-15
,0,*,,74,Learn,2450014,,111,*,,Riverside Magnet School at Goodwin College,2450314,307,12,98,,2014-15
,*,*,,40,Learn,2450014,,149,0,,The Friendship School,2450214,512,40,268,,2014-15
,0,0,,10,Learn,2450014,,*,0,,Three Rivers Middle College Magnet School,2456214,61,*,41,,2014-15
,*,7,,15,Lebanon School District,0710011,,21,*,,Lebanon Elementary School,0710111,378,0,328,,2014-15
,*,*,,*,Lebanon School District,0710011,,13,*,,Lebanon Middle School,0715111,336,*,306,,2014-15
,7,*,,*,Lebanon School District,0710011,,10,0,,Lyman Memorial High School,0716211,381,0,358,,2014-15
,0,*,,*,Ledyard School District,0720011,,17,0,,Gales Ferry School,0720211,193,16,154,,2014-15
,23,*,,20,Ledyard School District,0720011,,47,*,,Gallup Hill School,0720411,362,25,237,,2014-15
,*,*,,18,Ledyard School District,0720011,,31,0,,Juliet W. Long School,0720311,294,20,216,,2014-15
,26,*,,26,Ledyard School District,0720011,,31,*,,Ledyard Center School,0720111,415,23,286,,2014-15
,30,32,,66,Ledyard School District,0720011,,82,0,,Ledyard High School,0726111,896,13,673,,2014-15
,15,17,,20,Ledyard School District,0720011,,28,*,,Ledyard Middle School,0725111,350,*,263,,2014-15
,*,*,,*,Lisbon School District,0730011,,25,*,,Lisbon Central School,0730111,398,28,333,,2014-15
,*,6,,0,Litchfield School District,0740011,,9,*,,Center School,0740211,272,*,252,,2014-15
,0,7,,7,Litchfield School District,0740011,,22,*,,Litchfield High School,0746111,477,*,435,,2014-15
,0,*,,0,Litchfield School District,0740011,,11,6,,Litchfield Intermediate School,0740311,229,*,208,,2014-15
,*,44,,13,Madison School District,0760011,,28,*,,Daniel Hand High School,0766111,1229,24,1116,,2014-15
,*,18,,*,Madison School District,0760011,,14,0,,Dr. Robert H. Brown Middle School,0760611,488,13,441,,2014-15
,0,9,,*,Madison School District,0760011,,14,*,,Island Avenue Elementary School,0760211,273,7,239,,2014-15
,0,*,,*,Madison School District,0760011,,14,0,,J. Milton Jeffrey Elementary School,0760111,339,16,299,,2014-15
,*,15,,*,Madison School District,0760011,,10,0,,Kathleen H. Ryerson Elementary School,0760311,237,12,197,,2014-15
,0,*,,0,Madison School District,0760011,,*,0,,Town Campus Learning Center,0769011,43,*,37,,2014-15
,*,23,,*,Madison School District,0760011,,15,0,,Walter C. Polson Upper Middle School,0765211,552,17,492,,2014-15
,*,*,,7,Manchester School District,0770011,,12,0,,Bentley Alternative Education Program,0770211,51,*,28,,2014-15
,*,17,,67,Manchester School District,0770011,,116,*,,Bowers School,0770111,417,16,197,,2014-15
,*,36,,46,Manchester School District,0770011,,58,0,,Buckley School,0770311,349,*,190,,2014-15
,*,28,,92,Manchester School District,0770011,,97,0,,Elisabeth M. Bennet Academy,0771711,404,*,168,,2014-15
,*,11,,47,Manchester School District,0770011,,64,*,,Highland Park School,0770411,274,8,140,,2014-15
,*,54,,187,Manchester School District,0770011,,233,0,,Illing Middle School,0775311,807,*,290,,2014-15
,0,35,,44,Manchester School District,0770011,,68,0,,Keeney School,0770611,336,18,171,,2014-15
,*,113,,325,Manchester School District,0770011,,362,*,,Manchester High School,0776111,1526,52,668,,2014-15
,*,*,,34,Manchester School District,0770011,,69,0,,Manchester Preschool Center,0778011,165,*,54,,2014-15
,0,0,,15,Manchester School District,0770011,,*,0,,Manchester Regional Academy,0779011,59,*,30,,2014-15
,0,*,,*,Manchester School District,0770011,,*,0,,Manchester Transition Center,0779111,12,*,7,,2014-15
,0,10,,53,Manchester School District,0770011,,73,0,,Martin School,0771611,265,7,122,,2014-15
,0,0,,6,Manchester School District,0770011,,11,0,,New Horizons,0770711,29,0,12,,2014-15
,*,105,,128,Manchester School District,0770011,,90,*,,Robertson School,0771011,407,9,70,,2014-15
,0,40,,132,Manchester School District,0770011,,155,*,,Verplanck School,0771211,412,*,74,,2014-15
,0,47,,58,Manchester School District,0770011,,91,0,,Waddell School,0771311,342,20,126,,2014-15
,0,*,,103,Manchester School District,0770011,,149,*,,Washington School,0771411,373,18,89,,2014-15
,*,40,,*,Mansfield School District,0780011,,22,0,,Annie E. Vinton School,0780411,260,12,175,,2014-15
,0,30,,*,Mansfield School District,0780011,,21,*,,Dorothy C. Goodwin School,0780211,219,6,159,,2014-15
,*,45,,*,Mansfield School District,0780011,,47,0,,Mansfield Middle School,0785111,519,22,395,,2014-15
,0,24,,*,Mansfield School District,0780011,,29,0,,Southeast Elementary School,0780511,241,*,174,,2014-15
,0,*,,*,Marlborough School District,0790011,,26,0,,Elmer Thienes-Mary Hall Elementary School,0790111,599,19,546,,2014-15
,*,28,,58,Meriden School District,0800011,,323,*,,Nathan Hale School,0800711,646,20,208,,2014-15
,*,23,,41,Meriden School District,0800011,,173,0,,Benjamin Franklin School,0800111,387,*,137,,2014-15
,*,22,,68,Meriden School District,0800011,,302,*,,Casimir Pulaski School,0801111,557,24,139,,2014-15
,0,*,,*,Meriden School District,0800011,,*,0,,Community Classroom Collaborative-Meriden School District,0800211,8,*,0,,2014-15
,*,30,,158,Meriden School District,0800011,,580,*,,Francis T. Maloney High School,0806111,1210,22,414,,2014-15
,*,22,,37,Meriden School District,0800011,,287,*,,Hanover School,0800311,628,11,265,,2014-15
,*,40,,46,Meriden School District,0800011,,283,*,,Israel Putnam School,0800411,580,12,192,,2014-15
,*,33,,47,Meriden School District,0800011,,331,*,,John Barry School,0800511,509,13,79,,2014-15
,*,15,,68,Meriden School District,0800011,,399,*,,Lincoln Middle School,0805211,756,15,253,,2014-15
,0,*,,172,Meriden School District,0800011,,529,*,,Orville H. Platt High School,0806211,1097,25,345,,2014-15
,*,24,,31,Meriden School District,0800011,,292,0,,Roger Sherman School,0800811,498,*,134,,2014-15
,9,20,,16,Meriden School District,0800011,,217,*,,Thomas Hooker School,0801011,466,*,199,,2014-15
,*,28,,85,Meriden School District,0800011,,329,*,,Washington Middle School,0805411,696,12,239,,2014-15
,0,*,,71,Middletown School District,0830011,,84,0,,Bielefield School,0830211,309,*,123,,2014-15
,0,0,,*,Middletown School District,0830011,,*,0,,Evening Program - MHS,0831611,24,*,14,,2014-15
,0,10,,74,Middletown School District,0830011,,93,0,,Farm Hill School,0830511,372,26,169,,2014-15
,0,0,,*,Middletown School District,0830011,,*,0,,ICM - Farm Hill,0830611,*,*,0,,2014-15
,0,0,,0,Middletown School District,0830011,,0,0,,ICM - Lawrence,0830711,*,0,*,,2014-15
,0,0,,*,Middletown School District,0830011,,*,0,,ICM - Macdonough,0831011,10,*,*,,2014-15
,0,0,,*,Middletown School District,0830011,,0,0,,ICM - Wesley,0830811,*,0,*,,2014-15
,0,*,,0,Middletown School District,0830011,,0,0,,ICM- Woodrow Wilson Middle School,0830411,*,0,*,,2014-15
,0,19,,56,Middletown School District,0830011,,66,0,,Keigwin Middle School,0831511,360,15,204,,2014-15
,0,34,,46,Middletown School District,0830011,,38,0,,Lawrence School,0831311,281,30,133,,2014-15
,0,0,,*,Middletown School District,0830011,,*,0,,MHS - Alternative Education Program 1,0831811,8,*,*,,2014-15
,0,0,,*,Middletown School District,0830011,,*,0,,MHS - Alternative Education Program 2,0831911,11,*,*,,2014-15
,*,*,,58,Middletown School District,0830011,,74,0,,MacDonough School,0830911,213,24,55,,2014-15
,*,56,,285,Middletown School District,0830011,,160,*,,Middletown High School,0836211,1197,32,658,,2014-15
,*,*,,24,Middletown School District,0830011,,22,0,,Moody School,0831211,261,14,189,,2014-15
,0,0,,*,Middletown School District,0830011,,*,0,,OASIS,0830311,*,0,*,,2014-15
,0,31,,78,Middletown School District,0830011,,79,*,,Snow School,0831111,405,*,190,,2014-15
,*,14,,46,Middletown School District,0830011,,64,*,,Spencer School,0830111,299,16,157,,2014-15
,*,*,,*,Middletown School District,0830011,,*,0,,Transition to Life Center,0839111,26,0,17,,2014-15
,0,0,,0,Middletown School District,0830011,,*,0,,Virtual Learning Academy - MHS,0831711,9,0,*,,2014-15
,*,6,,42,Middletown School District,0830011,,40,*,,Wesley School,0831411,277,16,170,,2014-15
,*,*,,139,Middletown School District,0830011,,98,0,,Woodrow Wilson Middle School,0835411,645,30,355,,2014-15
,0,14,,9,Milford School District,0840011,,16,0,,Calf Pen Meadow School,0840111,259,0,220,,2014-15
,*,31,,30,Milford School District,0840011,,21,0,,East Shore Middle School,0845111,487,*,402,,2014-15
,0,61,,25,Milford School District,0840011,,*,*,,Harborside Middle School,0845211,561,0,449,,2014-15
,*,47,,36,Milford School District,0840011,,20,0,,J. F. Kennedy School,0841911,380,*,275,,2014-15
,0,60,,*,Milford School District,0840011,,80,0,,Jonathan Law High School,0846211,925,*,729,,2014-15
,*,47,,31,Milford School District,0840011,,46,0,,Joseph A. Foran High School,0846311,919,*,785,,2014-15
,0,23,,*,Milford School District,0840011,,11,0,,Live Oaks School,0841611,299,*,257,,2014-15
,0,88,,*,Milford School District,0840011,,25,0,,Mathewson School,0841711,369,*,243,,2014-15
,*,70,,*,Milford School District,0840011,,23,0,,Meadowside School,0840711,393,0,288,,2014-15
,0,51,,13,Milford School District,0840011,,10,*,,Orange Avenue School,0840811,440,*,362,,2014-15
,0,29,,17,Milford School District,0840011,,*,0,,Orchard Hills School,0841811,325,*,265,,2014-15
,*,23,,31,Milford School District,0840011,,33,*,,Pumpkin Delight School,0841011,374,0,282,,2014-15
,0,0,,*,Milford School District,0840011,,*,0,,The Academy,0840311,53,0,45,,2014-15
,0,43,,*,Milford School District,0840011,,41,0,,West Shore Middle School,0845311,466,*,352,,2014-15
,*,25,,*,Monroe School District,0850011,,37,0,,Fawn Hollow Elementary School,0850511,512,19,421,,2014-15
,*,28,,*,Monroe School District,0850011,,58,0,,Jockey Hollow School,0855211,758,22,636,,2014-15
,0,0,,0,Monroe School District,0850011,,*,0,,Masuk Alternative Program,0850211,16,0,*,,2014-15
,*,44,,*,Monroe School District,0850011,,88,0,,Masuk High School,0856111,1163,26,982,,2014-15
,*,9,,*,Monroe School District,0850011,,29,0,,Monroe Elementary School,0850111,363,6,311,,2014-15
,0,0,,0,Monroe School District,0850011,,*,0,,REAL,0850411,6,0,*,,2014-15
,*,30,,*,Monroe School District,0850011,,26,0,,Stepney Elementary School,0850311,467,13,389,,2014-15
,*,14,,*,Montville School District,0860011,,33,*,,Dr. Charles E. Murphy School,0860711,344,48,244,,2014-15
,9,50,,18,Montville School District,0860011,,44,0,,Leonard J. Tyl Middle School,0865111,552,53,378,,2014-15
,*,56,,12,Montville School District,0860011,,39,*,,Mohegan School,0860111,353,36,203,,2014-15
,*,77,,27,Montville School District,0860011,,61,*,,Montville High School,0866111,700,48,469,,2014-15
,7,15,,6,Montville School District,0860011,,20,0,,Oakdale School,0860511,309,39,222,,2014-15
,*,0,,0,Montville School District,0860011,,0,0,,Palmer Academy,0869011,27,*,22,,2014-15
,0,*,,*,Montville School District,0860011,,6,0,,Pre School Program,0860311,62,*,47,,2014-15
,0,8,,20,Naugatuck School District,0880011,,71,0,,Andrew Avenue School,0880811,246,17,130,,2014-15
,0,*,,0,Naugatuck School District,0880011,,7,0,,Central Avenue Preschool,0888211,24,*,15,,2014-15
,0,24,,44,Naugatuck School District,0880011,,136,0,,City Hill Middle School,0885111,680,29,447,,2014-15
,0,15,,15,Naugatuck School District,0880011,,65,0,,Cross Street Intermediate School,0880211,346,15,236,,2014-15
,0,*,,15,Naugatuck School District,0880011,,23,0,,Head Start,0888111,121,*,74,,2014-15
,0,7,,31,Naugatuck School District,0880011,,73,0,,Hillside Intermediate School,0880411,304,18,175,,2014-15
,*,18,,18,Naugatuck School District,0880011,,65,0,,Hop Brook Elementary School,0880511,337,*,229,,2014-15
,*,24,,29,Naugatuck School District,0880011,,73,0,,Maple Hill School,0880311,475,*,326,,2014-15
,*,36,,101,Naugatuck School District,0880011,,235,*,,Naugatuck High School,0886111,1259,59,824,,2014-15
,0,*,,18,Naugatuck School District,0880011,,66,*,,Salem School,0880611,249,17,146,,2014-15
,*,7,,12,Naugatuck School District,0880011,,57,*,,Western School,0880711,265,9,176,,2014-15
,0,0,,321,New Beginnings Inc Family Academy District,2800013,,127,0,,New Beginnings Inc Family Academy,2800113,473,*,*,,2014-15
,0,*,,9,New Britain School District,0890011,,35,0,,Brook Side School,0899111,50,0,*,,2014-15
,0,0,,*,New Britain School District,0890011,,19,0,,CLIMB,0899411,29,0,*,,2014-15
