american_indian,american_indian_or_alaska_native,asian,black_not_of_hispanic_origin,black_or_african_american,district,district_code,hispanic_latino,hispanic_latino_of_any_race,native_hawaiian_or_other_pacific_islander,not_reported,school,school_code,total,two_or_more_races,white,white_not_of_hispanic_origin,year
,0,*,,0,New Hartford School District,0920011,,*,0,,Bakerville Consolidated School,0920111,110,*,101,,2012-13
,0,*,,0,New Hartford School District,0920011,,7,0,,New Hartford Elementary School,0920211,112,*,100,,2012-13
,*,*,,243,New Haven School District,0930011,,71,0,,Edgewood School,0931211,449,*,126,,2012-13
,*,16,,61,New Haven School District,0930011,,176,0,,Nathan Hale School,0931411,557,*,300,,2012-13
,0,0,,346,New Haven School District,0930011,,157,0,,Augusta Lewis Troup School,0931511,513,*,*,,2012-13
,0,*,,321,New Haven School District,0930011,,131,0,,Barnard Environmental Magnet School,0930211,554,*,98,,2012-13
,0,6,,305,New Haven School District,0930011,,81,*,,Beecher School,0930311,486,*,86,,2012-13
,*,*,,160,New Haven School District,0930011,,224,0,,Benjamin Jepson Magnet School,0931811,561,*,170,,2012-13
,0,*,,192,New Haven School District,0930011,,143,0,,Betsy Ross Arts Magnet School,0935511,488,*,140,,2012-13
,0,*,,209,New Haven School District,0930011,,225,0,,Bishop Woods Architecture and Design Magnet School,0934311,516,*,61,,2012-13
,0,*,,276,New Haven School District,0930011,,95,0,,Brennan Rogers School,0932111,405,*,31,,2012-13
,*,13,,295,New Haven School District,0930011,,107,0,,"Celentano BioTech, Health and Medical Magnet School",0934811,453,*,36,,2012-13
,0,*,,119,New Haven School District,0930011,,414,0,,Clinton Avenue School,0930611,567,0,*,,2012-13
,0,*,,19,New Haven School District,0930011,,433,0,,Columbus Family Academy,0934111,467,*,11,,2012-13
,*,6,,297,New Haven School District,0930011,,263,0,,Conte/West Hills Magnet School,0933111,625,*,56,,2012-13
,0,13,,325,New Haven School District,0930011,,152,0,,Cooperative High School,0936411,638,0,148,,2012-13
,0,0,,146,New Haven School District,0930011,,34,0,,Cortlandt V.R. Creed Health and Sport Sciences High School,0936811,197,0,17,,2012-13
,*,11,,304,New Haven School District,0930011,,74,0,,Davis 21st Century Magnet Elementary School,0930911,511,*,114,,2012-13
,0,0,,30,New Haven School District,0930011,,*,0,,Domus Academy,0935611,41,0,*,,2012-13
,0,*,,27,New Haven School District,0930011,,14,0,,Dwight Early Childhood Program,0938211,46,0,*,,2012-13
,0,*,,94,New Haven School District,0930011,,19,0,,Early Learning Center,0938111,117,0,*,,2012-13
,*,15,,200,New Haven School District,0930011,,176,0,,East Rock Community Magnet School,0934611,434,*,37,,2012-13
,0,*,,174,New Haven School District,0930011,,64,0,,Engineering - Science University Magnet School,0931711,387,*,118,,2012-13
,0,6,,107,New Haven School District,0930011,,540,0,,Fair Haven School,0931611,705,0,52,,2012-13
,0,0,,110,New Haven School District,0930011,,213,0,,Headstart,0938011,334,0,11,,2012-13
,*,*,,166,New Haven School District,0930011,,101,0,,Helene Grant HeadStart,0938311,281,*,11,,2012-13
,0,*,,111,New Haven School District,0930011,,88,0,,High School In The Community,0936611,241,*,37,,2012-13
,0,*,,119,New Haven School District,0930011,,322,*,,Hill Central Music Academy,0930711,463,*,16,,2012-13
,*,51,,315,New Haven School District,0930011,,218,0,,Hill Regional Career High School,0936311,698,*,112,,2012-13
,*,*,,735,New Haven School District,0930011,,202,0,,James Hillhouse High School,0936211,976,8,24,,2012-13
,0,*,,93,New Haven School District,0930011,,313,0,,John C. Daniels,0931311,508,*,91,,2012-13
,*,*,,63,New Haven School District,0930011,,454,0,,John S. Martinez Sea and Sky STEM School,0930811,537,0,16,,2012-13
,*,15,,417,New Haven School District,0930011,,69,0,,King/Robinson Magnet School,0933011,580,*,76,,2012-13
,0,7,,303,New Haven School District,0930011,,66,0,,Lincoln-Bassett School,0932011,384,0,8,,2012-13
,0,*,,229,New Haven School District,0930011,,181,0,,Mauro-Sheridan Magnet School,0931911,546,*,120,,2012-13
,0,12,,165,New Haven School District,0930011,,137,0,,Metropolitan Business Academy,0936011,384,0,70,,2012-13
,0,*,,167,New Haven School District,0930011,,68,0,,New Haven Academy,0937011,287,*,45,,2012-13
,0,0,,17,New Haven School District,0930011,,*,0,,Polly T. McCabe Center,0939211,25,0,*,,2012-13
,0,*,,90,New Haven School District,0930011,,143,0,,Quinnipiac Real World Math STEM School,0933511,265,*,29,,2012-13
,0,0,,83,New Haven School District,0930011,,*,0,,Riverside Education Academy,0939111,113,0,*,,2012-13
,0,*,,236,New Haven School District,0930011,,261,0,,Roberto Clemente Leadership Academy for Global Awareness,0934211,525,*,25,,2012-13
,*,17,,195,New Haven School District,0930011,,240,0,,Ross/Woodward School,0931011,596,*,139,,2012-13
,0,*,,34,New Haven School District,0930011,,74,0,,Sound School,0936711,334,*,219,,2012-13
,0,*,,237,New Haven School District,0930011,,186,0,,Strong 21st Century Communications Magnet and SCSU Lab School,0932811,477,*,37,,2012-13
,*,*,,92,New Haven School District,0930011,,386,0,,Truman School,0932911,496,*,11,,2012-13
,*,*,,130,New Haven School District,0930011,,63,0,,West Rock Authors Academy,0934911,226,*,28,,2012-13
,0,0,,334,New Haven School District,0930011,,55,0,,Wexler/Grant Community School,0933211,410,*,*,,2012-13
,0,*,,478,New Haven School District,0930011,,679,0,,Wilbur Cross High School,0936111,1358,*,169,,2012-13
,*,108,,62,New Haven School District,0930011,,25,*,,Worthington Hooker School,0933811,413,*,211,,2012-13
,*,*,,63,New London School District,0950011,,426,0,,Jennings School,0950311,530,19,19,,2012-13
,*,10,,171,New London School District,0950011,,302,*,,Bennie Dover Jackson Middle School,0955111,593,24,79,,2012-13
,11,8,,124,New London School District,0950011,,207,0,,Nathan Hale Arts Magnet School,0950911,466,45,71,,2012-13
,0,0,,*,New London School District,0950011,,13,0,,New London Clinical Day Program,0959111,18,0,*,,2012-13
,13,17,,261,New London School District,0950011,,390,0,,New London High School,0956111,933,45,207,,2012-13
,*,6,,145,New London School District,0950011,,179,*,,Winthrop STEM Elementary Magnet School,0950811,528,61,132,,2012-13
,*,23,,*,New Milford School District,0960011,,71,0,,Hill And Plain School,0960511,464,17,341,,2012-13
,0,*,,*,New Milford School District,0960011,,47,0,,John Pettibone School,0960711,419,17,342,,2012-13
,0,0,,0,New Milford School District,0960011,,*,0,,Litchfield Hills Transition Center,0969011,11,0,*,,2012-13
,0,58,,26,New Milford School District,0960011,,111,0,,New Milford High School,0966111,1480,12,1273,,2012-13
,0,8,,7,New Milford School District,0960011,,31,0,,Northville Elementary School,0960811,481,17,418,,2012-13
,*,45,,22,New Milford School District,0960011,,93,0,,Sarah Noble Intermediate School,0960911,1031,*,856,,2012-13
,0,30,,18,New Milford School District,0960011,,82,0,,Schaghticoke Middle School,0965211,714,20,564,,2012-13
,0,59,,12,Newington School District,0940011,,66,0,,Anna Reynolds School,0940611,471,18,316,,2012-13
,*,23,,22,Newington School District,0940011,,59,0,,Elizabeth Green School,0940211,304,*,184,,2012-13
,0,34,,29,Newington School District,0940011,,60,0,,John Paterson School,0940811,449,24,302,,2012-13
,*,69,,38,Newington School District,0940011,,108,0,,John Wallace Middle School,0945311,705,*,459,,2012-13
,*,53,,23,Newington School District,0940011,,104,*,,Martin Kellogg Middle School,0945111,577,31,363,,2012-13
,*,122,,79,Newington School District,0940011,,209,0,,Newington High School,0946111,1422,*,973,,2012-13
,*,38,,25,Newington School District,0940011,,76,0,,Ruth Chaffee School,0940711,394,*,240,,2012-13
,0,10,,0,Newtown School District,0970011,,23,0,,Hawley Elementary School,0970111,361,8,320,,2012-13
,0,10,,*,Newtown School District,0970011,,20,0,,Head O'Meadow Elementary School,0970411,339,*,305,,2012-13
,0,17,,*,Newtown School District,0970011,,23,0,,Middle Gate Elementary School,0970311,451,*,390,,2012-13
,*,57,,*,Newtown School District,0970011,,91,0,,Newtown High School,0976111,1760,28,1565,,2012-13
,0,27,,*,Newtown School District,0970011,,39,0,,Newtown Middle School,0975111,892,*,802,,2012-13
,0,*,,0,Newtown School District,0970011,,*,0,,Newtown Preschool,0978011,56,*,50,,2012-13
,0,36,,11,Newtown School District,0970011,,31,0,,Reed Intermediate School,0970511,819,9,732,,2012-13
,0,0,,0,Newtown School District,0970011,,0,0,,STARR,0979011,*,0,*,,2012-13
,0,23,,*,Newtown School District,0970011,,22,0,,Sandy Hook Elementary School,0970211,454,*,389,,2012-13
,0,0,,0,Norfolk School District,0980011,,*,0,,Botelle Elementary School,0980111,116,*,110,,2012-13
,0,0,,0,Norfolk School District,0980011,,0,0,,Bridges II,0989211,*,0,*,,2012-13
,*,9,,14,North Branford School District,0990011,,19,0,,Jerome Harrison School,0990411,441,*,393,,2012-13
,0,18,,*,North Branford School District,0990011,,39,0,,North Branford High School,0996111,636,*,562,,2012-13
,*,12,,*,North Branford School District,0990011,,15,0,,North Branford Intermediate School,0995111,536,0,499,,2012-13
,0,0,,*,North Branford School District,0990011,,0,0,,School to Work Program,0999011,*,0,*,,2012-13
,0,9,,15,North Branford School District,0990011,,21,0,,Totoket Valley Elementary School,0990611,468,0,423,,2012-13
,0,*,,*,North Canaan School District,1000011,,27,0,,North Canaan Elementary School,1000111,315,9,273,,2012-13
,*,19,,*,North Haven School District,1010011,,21,0,,Clintonville Elementary School,1010811,377,9,324,,2012-13
,*,42,,*,North Haven School District,1010011,,30,0,,Green Acres Elementary School,1010711,394,12,300,,2012-13
,0,19,,*,North Haven School District,1010011,,24,0,,Montowese Elementary School,1010211,365,*,310,,2012-13
,*,77,,83,North Haven School District,1010011,,88,*,,North Haven High School,1016111,1187,22,913,,2012-13
,*,62,,*,North Haven School District,1010011,,38,0,,North Haven Middle School,1015211,773,24,627,,2012-13
,0,31,,11,North Haven School District,1010011,,18,0,,Ridge Road Elementary School,1010311,404,17,327,,2012-13
,6,7,,6,North Stonington School District,1020011,,16,0,,North Stonington Elementary School,1020111,385,6,344,,2012-13
,*,*,,9,North Stonington School District,1020011,,*,0,,Wheeler High School,1026111,203,*,186,,2012-13
,*,*,,*,North Stonington School District,1020011,,*,0,,Wheeler Middle School,1025111,176,*,161,,2012-13
,*,87,,424,Norwalk School District,1030011,,603,0,,Brien McMahon High School,1036211,1658,*,529,,2012-13
,0,22,,82,Norwalk School District,1030011,,285,0,,Brookside Elementary School,1030211,520,8,123,,2012-13
,0,31,,78,Norwalk School District,1030011,,63,0,,Columbus Magnet School,1030311,328,7,149,,2012-13
,0,31,,63,Norwalk School District,1030011,,128,0,,Cranbury Elementary School,1030411,503,0,281,,2012-13
,0,25,,71,Norwalk School District,1030011,,130,0,,Fox Run Elementary School,1032011,456,13,217,,2012-13
,*,65,,112,Norwalk School District,1030011,,311,0,,Jefferson Magnet School,1030711,579,*,81,,2012-13
,0,31,,126,Norwalk School District,1030011,,298,0,,Kendall Elementary School,1030811,548,6,87,,2012-13
,0,18,,73,Norwalk School District,1030011,,205,0,,Marvin Elementary School,1032211,484,12,176,,2012-13
,0,*,,56,Norwalk School District,1030011,,160,0,,Naramake Elementary School,1032111,462,*,218,,2012-13
,0,*,,118,Norwalk School District,1030011,,186,0,,Nathan Hale Middle School,1035211,610,*,274,,2012-13
,*,58,,308,Norwalk School District,1030011,,482,*,,Norwalk High School,1036111,1539,10,679,,2012-13
,0,0,,29,Norwalk School District,1030011,,*,0,,Norwalk Pathways Academy at Briggs,1036311,52,0,*,,2012-13
,*,31,,159,Norwalk School District,1030011,,248,*,,Ponus Ridge Middle School,1035311,611,*,166,,2012-13
,0,*,,101,Norwalk School District,1030011,,170,0,,Roton Middle School,1035511,445,*,155,,2012-13
,0,*,,62,Norwalk School District,1030011,,100,0,,Rowayton School,1031311,461,*,282,,2012-13
,0,15,,77,Norwalk School District,1030011,,281,*,,Silvermine Elementary School,1032311,470,*,81,,2012-13
,0,18,,93,Norwalk School District,1030011,,194,0,,Tracey School,1031411,394,12,77,,2012-13
,*,33,,142,Norwalk School District,1030011,,234,0,,West Rocks Middle School,1035411,650,*,232,,2012-13
,0,15,,56,Norwalk School District,1030011,,85,0,,Wolfpit School,1032411,302,7,139,,2012-13
,47,167,,339,Norwich Free Academy District,9010022,,362,56,,Norwich Free Academy,9016122,2264,40,1253,,2012-13
,0,*,,0,Norwich School District,1040011,,12,0,,Bishop School Early Learning Center,1040111,16,0,*,,2012-13
,*,0,,8,Norwich School District,1040011,,9,0,,Deborah-Tennant Zinewicz  School,1049111,36,*,17,,2012-13
,0,0,,*,Norwich School District,1040011,,*,0,,Hickory Street School,1049011,16,6,*,,2012-13
,*,*,,79,Norwich School District,1040011,,118,0,,John B. Stanton Network School,1041411,412,47,124,,2012-13
,*,37,,125,Norwich School District,1040011,,170,*,,Kelly Middle School,1045111,699,71,289,,2012-13
,*,18,,105,Norwich School District,1040011,,115,*,,Moriarty Magnet School,1042011,446,28,178,,2012-13
,0,21,,70,Norwich School District,1040011,,79,0,,Samuel Huntington School,1040811,463,42,251,,2012-13
,*,54,,83,Norwich School District,1040011,,141,*,,Teachers' Memorial Middle School,1045211,451,42,123,,2012-13
,*,59,,44,Norwich School District,1040011,,85,*,,Thomas W. Mahan School,1041711,339,31,118,,2012-13
,*,14,,57,Norwich School District,1040011,,89,*,,Uncas Network School,1041911,277,42,68,,2012-13
,*,*,,65,Norwich School District,1040011,,88,0,,Veterans' Memorial School,1041811,344,36,119,,2012-13
,0,0,,*,Norwich School District,1040011,,*,0,,Virtual Learning Academy,1049211,14,0,8,,2012-13
,*,*,,56,Norwich School District,1040011,,82,*,,Wequonnoc Magnet School,1041511,278,32,103,,2012-13
,*,30,,74,Odyssey Community School District,2630013,,47,*,,Odyssey Community School,2635113,324,13,156,,2012-13
,0,18,,7,Old Saybrook School District,1060011,,32,0,,Kathleen E. Goodwin School,1060211,415,6,352,,2012-13
,0,21,,*,Old Saybrook School District,1060011,,30,*,,Old Saybrook Middle School,1065211,553,13,475,,2012-13
,0,41,,7,Old Saybrook School District,1060011,,26,0,,Old Saybrook Senior High School,1066111,527,7,446,,2012-13
,0,14,,*,Orange School District,1070011,,*,0,,Mary L. Tracy School,1070211,175,8,148,,2012-13
,0,39,,*,Orange School District,1070011,,14,0,,Peck Place School,1070511,380,*,315,,2012-13
,0,45,,*,Orange School District,1070011,,22,0,,Race Brook School,1070311,376,*,299,,2012-13
,*,39,,10,Orange School District,1070011,,14,0,,Turkey Hill School,1070411,316,*,251,,2012-13
,0,*,,*,Oxford School District,1080011,,26,0,,Great Oak School,1085111,529,12,481,,2012-13
,*,12,,*,Oxford School District,1080011,,24,0,,Oxford Center School,1080111,507,11,450,,2012-13
,0,14,,11,Oxford School District,1080011,,29,*,,Oxford High School,1086011,589,*,525,,2012-13
,*,13,,*,Oxford School District,1080011,,34,0,,Quaker Farms School,1080311,470,8,412,,2012-13
,0,*,,143,Park City Prep Charter School District,2830013,,91,0,,Park City Prep Charter School,2835113,251,*,10,,2012-13
,0,*,,0,Plainfield School District,1090011,,0,0,,Early Childhood Center,1098011,18,0,*,,2012-13
,*,7,,17,Plainfield School District,1090011,,*,0,,Moosup Elementary School,1090111,358,0,324,,2012-13
,7,16,,28,Plainfield School District,1090011,,10,0,,Plainfield Central School,1095111,587,0,526,,2012-13
,*,21,,21,Plainfield School District,1090011,,16,0,,Plainfield High School,1096111,740,*,666,,2012-13
,*,10,,19,Plainfield School District,1090011,,*,0,,Plainfield Memorial School,1090311,386,*,348,,2012-13
,*,7,,30,Plainfield School District,1090011,,7,*,,Shepard Hill Elementary School,1090411,403,0,353,,2012-13
,*,11,,17,Plainville School District,1100011,,48,0,,Frank T. Wheeler School,1100411,267,*,181,,2012-13
,0,7,,13,Plainville School District,1100011,,74,0,,Linden Street School,1100211,410,19,297,,2012-13
,*,*,,16,Plainville School District,1100011,,35,0,,Louis Toffolon School,1100511,353,13,276,,2012-13
,0,10,,30,Plainville School District,1100011,,69,0,,Middle School of Plainville,1105211,538,18,411,,2012-13
,*,*,,41,Plainville School District,1100011,,80,0,,Plainville High School,1106111,741,21,582,,2012-13
,0,*,,*,Plainville School District,1100011,,*,0,,Prekindergarten Program,1108011,48,*,37,,2012-13
,*,*,,10,Plymouth School District,1110011,,22,0,,Eli Terry Jr. Middle School,1115111,422,*,383,,2012-13
,*,7,,6,Plymouth School District,1110011,,13,*,,Harry S. Fisher Elementary School,1110411,334,*,304,,2012-13
,0,*,,*,Plymouth School District,1110011,,19,0,,Plymouth Center School,1110211,360,*,335,,2012-13
,*,6,,12,Plymouth School District,1110011,,18,0,,Terryville High School,1116111,490,*,449,,2012-13
,*,15,,6,Pomfret School District,1120011,,13,0,,Pomfret Community School,1120111,472,*,435,,2012-13
,*,*,,8,Portland School District,1130011,,17,*,,Brownstone Intermediate School,1130511,244,11,202,,2012-13
,0,*,,*,Portland School District,1130011,,13,0,,Gildersleeve School,1130411,211,*,186,,2012-13
,0,*,,12,Portland School District,1130011,,17,0,,Portland High School,1136111,374,*,332,,2012-13
,0,6,,7,Portland School District,1130011,,15,0,,Portland Middle School,1135111,230,7,195,,2012-13
,0,*,,*,Portland School District,1130011,,34,0,,Valley View School,1130211,316,15,254,,2012-13
,*,*,,*,Preston School District,1140011,,*,*,,Preston Plains School,1145111,135,*,119,,2012-13
,8,8,,*,Preston School District,1140011,,*,*,,Preston Veterans' Memorial School,1140411,271,6,236,,2012-13
,*,0,,0,Putnam School District,1160011,,*,0,,Helping Hands,1169011,*,0,*,,2012-13
,0,9,,*,Putnam School District,1160011,,43,*,,Putnam Elementary School,1160311,665,20,588,,2012-13
,*,*,,*,Putnam School District,1160011,,21,0,,Putnam High School,1166111,294,19,241,,2012-13
,*,*,,*,Putnam School District,1160011,,12,0,,Putnam Middle School,1165111,299,20,261,,2012-13
,*,12,,*,Redding School District,1170011,,25,*,,John Read Middle School,1175111,553,31,479,,2012-13
,0,19,,6,Redding School District,1170011,,21,0,,Redding Elementary School,1170111,579,39,494,,2012-13
,0,11,,10,Regional School District 01,2010012,,17,0,,Housatonic Valley Regional High School,2016112,421,0,383,,2012-13
,0,6,,10,Regional School District 04,2040012,,18,0,,John Winthrop Middle School,2045112,366,6,326,,2012-13
,*,8,,*,Regional School District 04,2040012,,38,0,,Valley Regional High School,2046112,624,7,564,,2012-13
,*,44,,10,Regional School District 05,2050012,,13,*,,Amity Middle School: Bethany,2055112,355,*,283,,2012-13
,*,41,,10,Regional School District 05,2050012,,17,0,,Amity Middle School: Orange,2055212,372,*,294,,2012-13
,*,168,,47,Regional School District 05,2050012,,65,0,,Amity Regional High School,2056112,1621,*,1330,,2012-13
,0,0,,0,Regional School District 06,2060012,,*,0,,Early Childhood Learning Center,2068112,41,*,38,,2012-13
,*,*,,0,Regional School District 06,2060012,,6,*,,Goshen Center School,2060112,191,*,178,,2012-13
,0,*,,*,Regional School District 06,2060012,,7,0,,James Morris School,2060212,158,0,145,,2012-13
,*,*,,*,Regional School District 06,2060012,,14,*,,Wamogo Regional High School,2066112,561,10,527,,2012-13
,0,0,,0,Regional School District 06,2060012,,*,0,,Warren Elementary School,2060312,78,*,71,,2012-13
,0,0,,*,Regional School District 07,2070012,,*,0,,AIM,2079112,15,0,12,,2012-13
,0,0,,0,Regional School District 07,2070012,,0,0,,FLEX,2079012,6,0,6,,2012-13
,0,0,,*,Regional School District 07,2070012,,*,0,,Intensive Learning Program,2079412,*,0,*,,2012-13
,0,*,,0,Regional School District 07,2070012,,*,0,,Links,2079212,13,0,11,,2012-13
,*,*,,*,Regional School District 07,2070012,,16,0,,Northwestern Regional High School,2076112,714,*,686,,2012-13
,*,*,,0,Regional School District 07,2070012,,*,0,,Northwestern Regional Middle School,2075112,360,0,351,,2012-13
,0,0,,0,Regional School District 07,2070012,,0,0,,STEP,2079312,17,0,17,,2012-13
,*,18,,7,Regional School District 08,2080012,,21,0,,RHAM High School,2086112,1133,*,1078,,2012-13
,0,7,,*,Regional School District 08,2080012,,10,0,,RHAM Middle School,2085112,627,*,599,,2012-13
,0,0,,0,Regional School District 08,2080012,,0,0,,Region Alternative High School,2086212,7,0,7,,2012-13
,*,27,,*,Regional School District 09,2090012,,35,0,,Joel Barlow High School,2096112,1012,15,925,,2012-13
,0,12,,*,Regional School District 10,2100012,,35,*,,Har-Bur Middle School,2105112,850,*,796,,2012-13
,*,9,,*,Regional School District 10,2100012,,7,0,,Harwinton Consolidated School,2100312,464,*,442,,2012-13
,*,15,,*,Regional School District 10,2100012,,10,*,,Lake Garda Elementary School,2100212,508,*,477,,2012-13
,0,16,,*,Regional School District 10,2100012,,32,*,,Lewis S. Mills High School,2106112,802,*,744,,2012-13
,*,*,,8,Regional School District 11,2110012,,15,0,,Parish Hill High School,2116112,280,*,249,,2012-13
,0,0,,0,Regional School District 12,2120012,,6,0,,Booth Free School,2120212,94,0,88,,2012-13
,0,0,,0,Regional School District 12,2120012,,0,0,,Early Childhood Education Center,2128012,21,0,21,,2012-13
,0,*,,*,Regional School District 12,2120012,,11,*,,Shepaug Valley High School,2126112,320,*,294,,2012-13
,0,*,,*,Regional School District 12,2120012,,10,*,,Shepaug Valley Middle School,2125112,199,0,181,,2012-13
,0,0,,0,Regional School District 12,2120012,,0,0,,The Burnham School,2120112,69,*,*,,2012-13
,0,*,,*,Regional School District 12,2120012,,7,*,,Washington Primary School,2120412,138,0,125,,2012-13
,0,*,,*,Regional School District 13,2130012,,20,0,,Coginchaug Regional High School,2136112,577,15,531,,2012-13
,0,*,,0,Regional School District 13,2130012,,9,0,,Francis E. Korn School,2130212,174,*,155,,2012-13
,*,*,,*,Regional School District 13,2130012,,17,0,,Frank Ward Strong School,2135112,334,8,304,,2012-13
,0,*,,0,Regional School District 13,2130012,,*,0,,Frederick Brewster School,2130112,242,14,220,,2012-13
,0,9,,*,Regional School District 13,2130012,,11,0,,John Lyman School,2130512,283,*,253,,2012-13
,0,7,,0,Regional School District 13,2130012,,10,0,,Middlefield Memorial School,2130412,343,11,315,,2012-13
,*,*,,0,Regional School District 14,2140012,,8,0,,Bethlehem Elementary School,2140112,281,0,268,,2012-13
,0,*,,0,Regional School District 14,2140012,,*,0,,Integrated Star Preschool Program,2148012,46,0,42,,2012-13
,0,11,,0,Regional School District 14,2140012,,18,0,,Mitchell Elementary School,2140212,379,0,350,,2012-13
,*,12,,*,Regional School District 14,2140012,,18,0,,Nonnewaug High School,2146112,806,*,769,,2012-13
,0,8,,*,Regional School District 14,2140012,,6,0,,Woodbury Middle School,2145112,411,*,389,,2012-13
,*,36,,7,Regional School District 15,2150012,,17,*,,Gainfield Elementary School,2150412,374,*,308,,2012-13
,0,40,,11,Regional School District 15,2150012,,31,0,,Long Meadow Elementary School,2150712,562,11,469,,2012-13
,*,28,,8,Regional School District 15,2150012,,29,0,,Memorial Middle School,2155212,486,*,419,,2012-13
,0,12,,*,Regional School District 15,2150012,,15,0,,Middlebury Elementary School,2150612,421,*,383,,2012-13
,*,55,,13,Regional School District 15,2150012,,61,0,,Pomperaug Regional High School,2156212,1259,*,1122,,2012-13
,*,21,,*,Regional School District 15,2150012,,12,*,,Pomperaug School,2150512,447,*,405,,2012-13
,*,23,,*,Regional School District 15,2150012,,19,0,,Rochambeau Middle School,2155112,526,0,476,,2012-13
,0,*,,7,Regional School District 16,2160012,,21,0,,Algonquin School,2160312,463,*,428,,2012-13
,0,*,,7,Regional School District 16,2160012,,*,0,,Community School,2160212,214,0,198,,2012-13
,*,10,,13,Regional School District 16,2160012,,36,0,,Laurel Ledge School,2160112,461,*,399,,2012-13
,0,*,,13,Regional School District 16,2160012,,25,0,,Long River Middle School,2165112,557,*,511,,2012-13
,0,*,,19,Regional School District 16,2160012,,25,0,,Woodland Regional High School,2166012,720,*,668,,2012-13
,0,8,,10,Regional School District 17,2170012,,*,0,,Burr District Elementary School,2170212,319,*,291,,2012-13
,0,6,,*,Regional School District 17,2170012,,*,0,,Haddam Elementary School,2170112,252,*,238,,2012-13
,*,15,,10,Regional School District 17,2170012,,7,0,,Haddam-Killingworth High School,2176112,634,*,597,,2012-13
,*,18,,9,Regional School District 17,2170012,,*,0,,Haddam-Killingworth Middle School,2175112,768,6,730,,2012-13
,0,*,,*,Regional School District 17,2170012,,*,0,,Killingworth Elementary School,2170312,339,20,309,,2012-13
,0,9,,*,Regional School District 18,2180012,,6,0,,Center School,2180312,261,*,242,,2012-13
,0,*,,*,Regional School District 18,2180012,,10,0,,Lyme Consolidated School,2180112,188,*,171,,2012-13
,0,16,,*,Regional School District 18,2180012,,17,0,,Lyme-Old Lyme High School,2186112,421,*,383,,2012-13
,*,13,,*,Regional School District 18,2180012,,11,0,,Lyme-Old Lyme Middle School,2185112,360,6,328,,2012-13
,0,9,,*,Regional School District 18,2180012,,19,0,,Mile Creek School,2180212,216,*,181,,2012-13
,*,67,,27,Regional School District 19,2190012,,76,*,,E. O. Smith High School,2196112,1223,8,1042,,2012-13
,0,30,,*,Ridgefield School District,1180011,,15,0,,Barlow Mountain Elementary School,1180811,362,*,303,,2012-13
,*,22,,*,Ridgefield School District,1180011,,28,0,,Branchville Elementary School,1180611,405,7,342,,2012-13
,0,46,,*,Ridgefield School District,1180011,,44,0,,East Ridge Middle School,1185111,777,*,674,,2012-13
,0,21,,0,Ridgefield School District,1180011,,19,0,,Farmingville Elementary School,1180411,361,8,313,,2012-13
,*,34,,*,Ridgefield School District,1180011,,20,0,,Ridgebury Elementary School,1180311,393,13,322,,2012-13
,0,0,,0,Ridgefield School District,1180011,,0,0,,Ridgefield 18-21 Transition Program,1189011,*,0,*,,2012-13
,0,80,,14,Ridgefield School District,1180011,,72,*,,Ridgefield High School,1186111,1759,*,1582,,2012-13
,*,9,,*,Ridgefield School District,1180011,,30,0,,Scotland Elementary School,1180511,385,12,332,,2012-13
,0,14,,*,Ridgefield School District,1180011,,23,0,,Scotts Ridge Middle School,1185211,495,*,450,,2012-13
,0,16,,0,Ridgefield School District,1180011,,18,0,,Veterans Park Elementary School,1180211,337,6,297,,2012-13
,0,68,,*,Rocky Hill School District,1190011,,47,0,,Albert D. Griswold Middle School,1195111,563,*,432,,2012-13
,*,65,,*,Rocky Hill School District,1190011,,54,0,,Myrtle H. Stevens School,1190411,536,10,396,,2012-13
,*,59,,36,Rocky Hill School District,1190011,,58,0,,Rocky Hill High School,1196111,732,*,572,,2012-13
,*,216,,19,Rocky Hill School District,1190011,,24,0,,West Hill School,1190511,631,*,363,,2012-13
,*,21,,13,Salem School District,1210011,,14,*,,Salem Elementary School,1210111,422,6,364,,2012-13
,0,*,,*,Salisbury School District,1220011,,20,0,,Salisbury Central School,1220111,309,30,250,,2012-13
,0,0,,*,Scotland School District,1230011,,*,0,,Scotland Elementary School,1230111,127,*,119,,2012-13
,*,28,,13,Seymour School District,1240011,,35,0,,Bungay School,1240111,507,*,427,,2012-13
,*,21,,35,Seymour School District,1240011,,83,0,,Chatfield-LoPresti School,1240211,570,*,422,,2012-13
,0,*,,25,Seymour School District,1240011,,63,0,,Seymour High School,1246111,610,*,504,,2012-13
,*,21,,*,Seymour School District,1240011,,51,0,,Seymour Middle School,1245111,599,0,504,,2012-13
,0,*,,*,Sharon School District,1250011,,*,0,,Sharon Center School,1250111,188,*,177,,2012-13
,*,19,,*,Shelton School District,1260011,,15,0,,Mohegan School,1260911,326,*,286,,2012-13
,0,20,,*,Shelton School District,1260011,,20,0,,Booth Hill School,1261011,323,*,276,,2012-13
,*,40,,20,Shelton School District,1260011,,46,0,,Elizabeth Shelton School,1260511,460,*,349,,2012-13
,*,49,,27,Shelton School District,1260011,,69,0,,Intermediate School,1265111,875,*,726,,2012-13
,0,42,,25,Shelton School District,1260011,,80,*,,Long Hill School,1260811,451,*,292,,2012-13
,*,46,,28,Shelton School District,1260011,,97,0,,Perry Hill Elementary School,1261111,862,*,688,,2012-13
