"school_code","district_code","district","school","grade","2011_12","2012_13","2013_14","2014_15","2015_16"
"1489111","1480011","Wallingford School District","Multi-Vocational Life Skills Program","Grade 12","*","*","*","*","*"
"1480311","1480011","Wallingford School District","Parker Farms School","Grade   3","13.2","13.1","*","*","*"
"1480311","1480011","Wallingford School District","Parker Farms School","Grade   4","15.4","16.5","5.5","*","*"
"1480311","1480011","Wallingford School District","Parker Farms School","Grade   5","11.1","10.3","*","5.0","*"
"1481211","1480011","Wallingford School District","Pond Hill School","Grade   3","8.5","13.8","*","*","*"
"1481211","1480011","Wallingford School District","Pond Hill School","Grade   4","15.3","16.7","4.4","*","*"
"1481211","1480011","Wallingford School District","Pond Hill School","Grade   5","16.4","20.0","*","*","*"
"1480411","1480011","Wallingford School District","Rock Hill School","Grade   3","9.8","15.0","*","*","6.3"
"1480411","1480011","Wallingford School District","Rock Hill School","Grade   4","7.9","10.7","*","5.2","*"
"1480411","1480011","Wallingford School District","Rock Hill School","Grade   5","13.5","13.3","4.7","*","*"
"1480811","1480011","Wallingford School District","Yalesville School","Grade   3","*","*","*","*","*"
"1480811","1480011","Wallingford School District","Yalesville School","Grade   4","*","*","*","*","*"
"1480811","1480011","Wallingford School District","Yalesville School","Grade   5","5.4","*","*","0.0","*"
"3480415","1510011","Waterbury School District","SAGE","Grade 11","","","","","*"
"3480115","1510011","Waterbury School District","Bridgeport Detention Center","Grade   6","","","","","*"
"3480115","1510011","Waterbury School District","Bridgeport Detention Center","Grade   7","","","","","*"
"3480115","1510011","Waterbury School District","Bridgeport Detention Center","Grade   8","","","","","*"
"3480115","1510011","Waterbury School District","Bridgeport Detention Center","Grade 12","","","","","*"
"1515211","1510011","Waterbury School District","West Side Middle School","Grade   6","18.5","18.2","21.9","17.8","16.9"
"1515211","1510011","Waterbury School District","West Side Middle School","Grade   7","21.4","23.6","19.2","19.4","19.6"
"1515211","1510011","Waterbury School District","West Side Middle School","Grade   8","25.4","23.4","23.2","17.8","23.0"
"1512311","1510011","Waterbury School District","Washington School","Kindergarten","11.7","22.0","18.9","10.2","12.1"
"1512311","1510011","Waterbury School District","Washington School","Grade   1","15.0","13.6","13.8","23.7","17.2"
"1512311","1510011","Waterbury School District","Washington School","Grade   2","*","21.7","*","14.1","21.6"
"1512311","1510011","Waterbury School District","Washington School","Grade   3","*","11.1","16.0","*","*"
"1512311","1510011","Waterbury School District","Washington School","Grade   4","*","*","11.1","15.1","*"
"1512311","1510011","Waterbury School District","Washington School","Grade   5","*","*","12.2","*","*"
"1512111","1510011","Waterbury School District","B. W. Tinker School","Kindergarten","*","12.5","18.7","11.5","14.6"
"1512111","1510011","Waterbury School District","B. W. Tinker School","Grade   1","7.2","*","7.2","11.0","7.3"
"1512111","1510011","Waterbury School District","B. W. Tinker School","Grade   2","6.1","7.9","10.1","6.9","*"
"1512111","1510011","Waterbury School District","B. W. Tinker School","Grade   3","*","*","8.2","6.9","*"
"1512111","1510011","Waterbury School District","B. W. Tinker School","Grade   4","*","12.5","10.3","11.5","6.0"
"1512111","1510011","Waterbury School District","B. W. Tinker School","Grade   5","*","7.1","9.5","8.0","11.4"
"1510411","1510011","Waterbury School District","B.W. Tinker BDLC","Kindergarten","","","","","*"
"1510411","1510011","Waterbury School District","B.W. Tinker BDLC","Grade   1","","","","","*"
"1510411","1510011","Waterbury School District","B.W. Tinker BDLC","Grade   3","","","","","*"
"1510411","1510011","Waterbury School District","B.W. Tinker BDLC","Grade   4","","","","","*"
"1510411","1510011","Waterbury School District","B.W. Tinker BDLC","Grade   5","","","","","*"
"1514311","1510011","Waterbury School District","Bucks Hill Bilingual","Kindergarten","","","","","20.9"
"1514311","1510011","Waterbury School District","Bucks Hill Bilingual","Grade   1","","","","","*"
"1514311","1510011","Waterbury School District","Bucks Hill Bilingual","Grade   2","","","","","*"
"1514311","1510011","Waterbury School District","Bucks Hill Bilingual","Grade   3","","","","","*"
"1514311","1510011","Waterbury School District","Bucks Hill Bilingual","Grade   4","","","","","*"
"1514311","1510011","Waterbury School District","Bucks Hill Bilingual","Grade   5","","","","","*"
"1510511","1510011","Waterbury School District","Bucks Hill School","Kindergarten","24.0","16.4","18.2","23.4","13.6"
"1510511","1510011","Waterbury School District","Bucks Hill School","Grade   1","18.8","13.4","13.5","14.6","14.7"
"1510511","1510011","Waterbury School District","Bucks Hill School","Grade   2","11.1","14.3","*","17.3","9.4"
"1510511","1510011","Waterbury School District","Bucks Hill School","Grade   3","8.1","*","*","12.6","9.3"
"1510511","1510011","Waterbury School District","Bucks Hill School","Grade   4","10.0","*","13.7","12.8","11.5"
"1510511","1510011","Waterbury School District","Bucks Hill School","Grade   5","13.7","13.2","20.3","13.2","12.7"
"1510111","1510011","Waterbury School District","Bunker Hill BDLC","Kindergarten","","","","","*"
"1510111","1510011","Waterbury School District","Bunker Hill BDLC","Grade   1","","","","","*"
"1510111","1510011","Waterbury School District","Bunker Hill BDLC","Grade   2","","","","","*"
"1510111","1510011","Waterbury School District","Bunker Hill BDLC","Grade   3","","","","","*"
"1510111","1510011","Waterbury School District","Bunker Hill BDLC","Grade   4","","","","","*"
"1510111","1510011","Waterbury School District","Bunker Hill BDLC","Grade   5","","","","","*"
"1510611","1510011","Waterbury School District","Bunker Hill School","Kindergarten","24.3","32.7","22.1","21.0","15.4"
"1510611","1510011","Waterbury School District","Bunker Hill School","Grade   1","11.3","20.0","27.7","31.8","10.1"
"1510611","1510011","Waterbury School District","Bunker Hill School","Grade   2","12.7","13.3","16.2","18.7","*"
"1510611","1510011","Waterbury School District","Bunker Hill School","Grade   3","9.5","15.7","14.1","15.1","10.3"
"1510611","1510011","Waterbury School District","Bunker Hill School","Grade   4","13.6","14.5","22.9","18.7","*"
"1510611","1510011","Waterbury School District","Bunker Hill School","Grade   5","16.9","14.3","19.3","17.7","12.7"
"1511911","1510011","Waterbury School District","Carrington ESC","Kindergarten","","","","","*"
"1511911","1510011","Waterbury School District","Carrington ESC","Grade   1","","","","","*"
"1511911","1510011","Waterbury School District","Carrington ESC","Grade   2","","","","","*"
"1511911","1510011","Waterbury School District","Carrington ESC","Grade   3","","","","","*"
"1511911","1510011","Waterbury School District","Carrington ESC","Grade   4","","","","","*"
"1511911","1510011","Waterbury School District","Carrington ESC","Grade   5","","","","","*"
"1511911","1510011","Waterbury School District","Carrington ESC","Grade   6","","","","","*"
"1512711","1510011","Waterbury School District","Carrington School","Kindergarten","18.3","19.8","14.0","12.2","*"
"1512711","1510011","Waterbury School District","Carrington School","Grade   1","21.5","16.0","*","14.0","*"
"1512711","1510011","Waterbury School District","Carrington School","Grade   2","*","14.8","11.8","9.7","13.3"
"1512711","1510011","Waterbury School District","Carrington School","Grade   3","*","*","10.5","*","*"
"1512711","1510011","Waterbury School District","Carrington School","Grade   4","9.0","9.3","*","8.1","*"
"1512711","1510011","Waterbury School District","Carrington School","Grade   5","*","*","*","12.3","*"
"1512711","1510011","Waterbury School District","Carrington School","Grade   6","","","*","*","*"
"1512711","1510011","Waterbury School District","Carrington School","Grade   7","","","","*","*"
"1512711","1510011","Waterbury School District","Carrington School","Grade   8","","","","","*"
"1514111","1510011","Waterbury School District","Chase Bilingual","Kindergarten","","","","","20.7"
"1514111","1510011","Waterbury School District","Chase Bilingual","Grade   1","","","","","*"
"1514111","1510011","Waterbury School District","Chase Bilingual","Grade   2","","","","","*"
"1514111","1510011","Waterbury School District","Chase Bilingual","Grade   3","","","","","*"
"1514111","1510011","Waterbury School District","Chase Bilingual","Grade   4","","","","","*"
"1514111","1510011","Waterbury School District","Chase Bilingual","Grade   5","","","","","*"
"1514511","1510011","Waterbury School District","Crosby Autism","Grade   9","","","","","*"
"1514511","1510011","Waterbury School District","Crosby Autism","Grade 10","","","","","*"
"1514511","1510011","Waterbury School District","Crosby Autism","Grade 12","","","","","*"
"1516211","1510011","Waterbury School District","Crosby High School","Grade   9","28.8","31.2","35.3","35.4","34.2"
"1516211","1510011","Waterbury School District","Crosby High School","Grade 10","29.2","30.0","28.5","33.7","34.4"
"1516211","1510011","Waterbury School District","Crosby High School","Grade 11","25.2","29.2","31.6","30.5","34.9"
"1516211","1510011","Waterbury School District","Crosby High School","Grade 12","34.1","37.4","28.8","38.8","25.8"
"1514011","1510011","Waterbury School District","Crosby NVCC (Waterbury Transition Learning Center)","Grade 12","","","","","*"
"1510911","1510011","Waterbury School District","Driggs School","Kindergarten","27.7","26.7","29.2","25.7","24.7"
"1510911","1510011","Waterbury School District","Driggs School","Grade   1","27.3","20.2","26.6","17.2","24.3"
"1510911","1510011","Waterbury School District","Driggs School","Grade   2","19.2","15.7","27.2","14.7","15.1"
"1510911","1510011","Waterbury School District","Driggs School","Grade   3","23.5","10.9","20.3","15.3","22.7"
"1510911","1510011","Waterbury School District","Driggs School","Grade   4","23.2","17.9","23.5","9.2","19.8"
"1510911","1510011","Waterbury School District","Driggs School","Grade   5","21.5","14.5","31.0","12.7","15.4"
"1513611","1510011","Waterbury School District","Duggan CBL","Kindergarten","","","","","*"
"1513611","1510011","Waterbury School District","Duggan CBL","Grade   1","","","","","*"
"1513611","1510011","Waterbury School District","Duggan CBL","Grade   2","","","","","*"
"1513611","1510011","Waterbury School District","Duggan CBL","Grade   3","","","","","*"
"1511611","1510011","Waterbury School District","Duggan School","Kindergarten","25.8","24.6","20.0","*","19.0"
"1511611","1510011","Waterbury School District","Duggan School","Grade   1","17.0","15.7","22.4","14.6","*"
"1511611","1510011","Waterbury School District","Duggan School","Grade   2","*","13.3","16.7","*","*"
"1511611","1510011","Waterbury School District","Duggan School","Grade   3","12.2","*","16.7","*","*"
"1511611","1510011","Waterbury School District","Duggan School","Grade   4","10.9","0.0","18.5","*","*"
"1511611","1510011","Waterbury School District","Duggan School","Grade   5","*","*","*","*","*"
"1511611","1510011","Waterbury School District","Duggan School","Grade   6","*","*","*","17.8","*"
"1511611","1510011","Waterbury School District","Duggan School","Grade   7","","*","14.6","*","13.6"
"1511611","1510011","Waterbury School District","Duggan School","Grade   8","","","25.0","*","*"
"1519111","1510011","Waterbury School District","Enlightenment School","Grade   6","*","*","*","100.0","*"
"1519111","1510011","Waterbury School District","Enlightenment School","Grade   7","*","*","*","91.7","92.3"
"1519111","1510011","Waterbury School District","Enlightenment School","Grade   8","79.5","93.5","78.8","87.1","96.3"
"1519111","1510011","Waterbury School District","Enlightenment School","Grade   9","82.5","94.1","96.7","93.3","91.3"
"1519111","1510011","Waterbury School District","Enlightenment School","Grade 10","90.7","92.9","95.5","97.6","97.0"
"1519111","1510011","Waterbury School District","Enlightenment School","Grade 11","89.3","94.9","84.6","*","100.0"
"1519111","1510011","Waterbury School District","Enlightenment School","Grade 12","*","*","100.0","*","*"
"1513911","1510011","Waterbury School District","Excel III","Grade   6","","","","","*"
"1513911","1510011","Waterbury School District","Excel III","Grade   7","","","","","*"
"1513911","1510011","Waterbury School District","Excel III","Grade   8","","","","","*"
"1513911","1510011","Waterbury School District","Excel III","Grade   9","","","","","*"
"1513911","1510011","Waterbury School District","Excel III","Grade 11","","","","","*"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","Kindergarten","14.1","24.7","26.0","10.5","*"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","Grade   1","10.4","17.0","17.0","14.0","7.4"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","Grade   2","16.7","12.3","9.8","17.0","10.3"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","Grade   3","12.5","11.5","12.0","19.0","9.0"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","Grade   4","*","13.4","8.3","7.2","7.3"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","Grade   5","*","15.6","13.9","9.4","*"
"1512611","1510011","Waterbury School District","Gilmartin School","Kindergarten","*","20.0","21.2","14.3","10.5"
"1512611","1510011","Waterbury School District","Gilmartin School","Grade   1","15.2","16.3","*","14.3","*"
"1512611","1510011","Waterbury School District","Gilmartin School","Grade   2","12.2","*","*","16.7","*"
"1512611","1510011","Waterbury School District","Gilmartin School","Grade   3","*","12.0","13.7","12.2","*"
"1512611","1510011","Waterbury School District","Gilmartin School","Grade   4","*","*","0.0","13.0","*"
"1512611","1510011","Waterbury School District","Gilmartin School","Grade   5","*","*","*","14.5","16.3"
"1512611","1510011","Waterbury School District","Gilmartin School","Grade   6","*","*","12.5","*","*"
"1512611","1510011","Waterbury School District","Gilmartin School","Grade   7","14.0","12.0","16.0","11.1","*"
"1512611","1510011","Waterbury School District","Gilmartin School","Grade   8","","*","*","*","15.4"
"1510711","1510011","Waterbury School District","H. S. Chase School","Kindergarten","9.2","16.9","8.1","11.4","11.8"
"1510711","1510011","Waterbury School District","H. S. Chase School","Grade   1","4.5","8.5","9.1","7.7","*"
"1510711","1510011","Waterbury School District","H. S. Chase School","Grade   2","7.1","4.6","7.7","6.3","6.4"
"1510711","1510011","Waterbury School District","H. S. Chase School","Grade   3","7.2","9.4","7.2","7.9","*"
"1510711","1510011","Waterbury School District","H. S. Chase School","Grade   4","8.7","7.7","8.8","4.3","*"
"1510711","1510011","Waterbury School District","H. S. Chase School","Grade   5","11.9","8.7","8.1","9.3","*"
"1514211","1510011","Waterbury School District","Hopeville Bilingual","Kindergarten","","","","","*"
"1514211","1510011","Waterbury School District","Hopeville Bilingual","Grade   1","","","","","*"
"1514211","1510011","Waterbury School District","Hopeville Bilingual","Grade   2","","","","","*"
"1514211","1510011","Waterbury School District","Hopeville Bilingual","Grade   3","","","","","*"
"1514211","1510011","Waterbury School District","Hopeville Bilingual","Grade   4","","","","","*"
"1511311","1510011","Waterbury School District","Hopeville School","Kindergarten","29.0","25.5","27.5","25.3","19.2"
"1511311","1510011","Waterbury School District","Hopeville School","Grade   1","11.4","16.3","27.6","19.0","15.0"
"1511311","1510011","Waterbury School District","Hopeville School","Grade   2","9.2","14.5","20.5","15.3","*"
"1511311","1510011","Waterbury School District","Hopeville School","Grade   3","14.5","13.3","16.9","15.1","13.0"
"1511311","1510011","Waterbury School District","Hopeville School","Grade   4","10.0","*","12.3","*","*"
"1511311","1510011","Waterbury School District","Hopeville School","Grade   5","12.5","*","16.4","*","16.0"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Grade   9","23.0","29.5","29.8","24.6","29.2"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Grade 10","27.4","25.1","31.0","30.2","31.0"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Grade 11","21.5","29.0","28.8","28.4","31.7"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Grade 12","23.9","25.5","29.5","24.8","32.0"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","Kindergarten","*","*","*","*","*"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","Grade   1","*","*","*","*","*"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","Grade   2","*","*","*","*","*"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","Grade   3","*","*","*","*","*"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","Grade   4","*","*","*","*","*"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","Grade   5","*","*","*","*","*"
"1513511","1510011","Waterbury School District","Margaret M. Generali Autism","Kindergarten","","","","","*"
"1513511","1510011","Waterbury School District","Margaret M. Generali Autism","Grade   1","","","","","*"
"1513511","1510011","Waterbury School District","Margaret M. Generali Autism","Grade   2","","","","","*"
"1513511","1510011","Waterbury School District","Margaret M. Generali Autism","Grade   3","","","","","*"
"1513511","1510011","Waterbury School District","Margaret M. Generali Autism","Grade   4","","","","","*"
"1513511","1510011","Waterbury School District","Margaret M. Generali Autism","Grade   5","","","","","*"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","Kindergarten","12.1","19.0","16.9","22.0","5.9"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","Grade   1","6.7","9.3","10.5","11.5","9.6"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","Grade   2","6.3","10.1","*","6.1","*"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","Grade   3","*","6.9","7.3","10.0","*"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","Grade   4","*","9.1","10.0","14.8","*"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","Grade   5","*","7.3","*","10.7","*"
"1512911","1510011","Waterbury School District","Michael F. Wallace Autism","Grade   6","","","","","*"
"1512911","1510011","Waterbury School District","Michael F. Wallace Autism","Grade   7","","","","","*"
"1512911","1510011","Waterbury School District","Michael F. Wallace Autism","Grade   8","","","","","*"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","Grade   6","14.9","17.1","18.5","16.8","14.8"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","Grade   7","23.2","20.0","22.7","22.0","16.6"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","Grade   8","24.6","23.4","26.4","18.9","14.7"
"1511811","1510011","Waterbury School District","North End ESC","Grade   7","","","","","*"
"1511811","1510011","Waterbury School District","North End ESC","Grade   8","","","","","*"
"1515311","1510011","Waterbury School District","North End Middle School","Grade   6","19.2","19.1","17.1","18.6","17.1"
"1515311","1510011","Waterbury School District","North End Middle School","Grade   7","19.9","24.1","20.8","18.0","17.7"
"1515311","1510011","Waterbury School District","North End Middle School","Grade   8","23.1","24.2","24.7","16.0","23.7"
"1512411","1510011","Waterbury School District","Reed ESC","Kindergarten","","","","","*"
"1512411","1510011","Waterbury School District","Reed ESC","Grade   1","","","","","*"
"1512411","1510011","Waterbury School District","Reed ESC","Grade   2","","","","","*"
"1512411","1510011","Waterbury School District","Reed ESC","Grade   3","","","","","*"
"1512411","1510011","Waterbury School District","Reed ESC","Grade   4","","","","","*"
"1512411","1510011","Waterbury School District","Reed ESC","Grade   5","","","","","*"
"1512411","1510011","Waterbury School District","Reed ESC","Grade   6","","","","","*"
"1512411","1510011","Waterbury School District","Reed ESC","Grade   7","","","","","*"
"1513411","1510011","Waterbury School District","Reed School","Kindergarten","","20.9","16.7","21.4","14.3"
"1513411","1510011","Waterbury School District","Reed School","Grade   1","","18.8","*","14.3","17.0"
"1513411","1510011","Waterbury School District","Reed School","Grade   2","","14.6","17.0","*","*"
"1513411","1510011","Waterbury School District","Reed School","Grade   3","","*","*","12.8","*"
"1513411","1510011","Waterbury School District","Reed School","Grade   4","","*","*","*","*"
"1513411","1510011","Waterbury School District","Reed School","Grade   5","","16.3","15.0","*","*"
"1513411","1510011","Waterbury School District","Reed School","Grade   6","","*","*","19.0","*"
"1513411","1510011","Waterbury School District","Reed School","Grade   7","","","*","22.9","*"
"1513411","1510011","Waterbury School District","Reed School","Grade   8","","","","*","*"
"1512811","1510011","Waterbury School District","Regan School","Kindergarten","21.1","*","20.0","15.8","*"
"1512811","1510011","Waterbury School District","Regan School","Grade   1","*","*","*","12.5","*"
"1512811","1510011","Waterbury School District","Regan School","Grade   2","*","*","*","*","0.0"
"1512811","1510011","Waterbury School District","Regan School","Grade   3","*","*","14.0","14.0","*"
"1512811","1510011","Waterbury School District","Regan School","Grade   4","*","*","*","*","*"
"1512811","1510011","Waterbury School District","Regan School","Grade   5","*","*","13.5","*","*"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","Kindergarten","*","*","*","*","*"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","Grade   1","*","*","*","*","*"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","Grade   2","*","*","*","0.0","0.0"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","Grade   3","*","*","*","*","*"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","Grade   4","0.0","*","*","*","*"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","Grade   5","0.0","*","0.0","*","*"
"1512011","1510011","Waterbury School District","Sprague School","Kindergarten","*","32.7","29.2","25.5","*"
"1512011","1510011","Waterbury School District","Sprague School","Grade   1","14.3","20.3","19.1","11.3","9.5"
"1512011","1510011","Waterbury School District","Sprague School","Grade   2","18.8","19.0","13.3","10.8","8.3"
"1512011","1510011","Waterbury School District","Sprague School","Grade   3","*","*","13.6","15.7","*"
"1512011","1510011","Waterbury School District","Sprague School","Grade   4","18.6","17.5","20.4","12.1","*"
"1512011","1510011","Waterbury School District","Sprague School","Grade   5","20.4","*","16.2","13.0","*"
"1519011","1510011","Waterbury School District","State Street School","Grade   1","*","*","*","*",""
"1519011","1510011","Waterbury School District","State Street School","Grade   2","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Grade   3","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Grade   4","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Grade   5","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Grade   6","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Grade   7","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Grade   8","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Grade   9","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Grade 10","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Grade 11","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Grade 12","*","*","*","*","*"
"1512211","1510011","Waterbury School District","Walsh School","Kindergarten","28.6","26.3","28.6","26.6","12.0"
"1512211","1510011","Waterbury School District","Walsh School","Grade   1","21.1","20.5","25.0","23.2","13.1"
"1512211","1510011","Waterbury School District","Walsh School","Grade   2","18.3","12.6","27.0","19.8","12.1"
"1512211","1510011","Waterbury School District","Walsh School","Grade   3","15.8","19.3","18.4","22.2","11.4"
"1512211","1510011","Waterbury School District","Walsh School","Grade   4","19.7","15.5","24.0","17.6","13.8"
"1512211","1510011","Waterbury School District","Walsh School","Grade   5","16.5","11.6","21.4","20.3","14.9"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","Grade   9","13.6","10.2","10.3","13.6","6.8"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","Grade 10","11.7","19.7","11.8","13.7","15.9"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","Grade 11","20.8","16.7","17.5","12.1","5.2"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","Grade 12","17.5","26.8","25.0","13.0","14.2"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","Grade   6","8.2","5.6","7.4","*","*"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","Grade   7","13.3","5.4","8.2","*","*"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","Grade   8","5.4","15.0","6.4","8.2","10.3"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","Grade   9","","","9.3","*","*"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","Grade 10","","","","*","*"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","Grade 11","","","","","8.8"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","Kindergarten","*","9.8","7.9","23.3","*"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","Grade   1","*","*","14.7","*","*"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","Grade   2","*","*","*","*","0.0"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","Grade   3","*","*","0.0","*","*"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","Grade   4","*","*","*","*","*"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","Grade   5","*","15.7","*","*","0.0"
"1511711","1510011","Waterbury School District","Wilby ESC","Grade   9","","","","","*"
"1511711","1510011","Waterbury School District","Wilby ESC","Grade 10","","","","","*"
"1511711","1510011","Waterbury School District","Wilby ESC","Grade 11","","","","","*"
"1511711","1510011","Waterbury School District","Wilby ESC","Grade 12","","","","","*"
"1516311","1510011","Waterbury School District","Wilby High School","Grade   9","26.4","30.0","32.0","36.6","38.1"
"1516311","1510011","Waterbury School District","Wilby High School","Grade 10","33.5","34.5","43.4","34.9","37.5"
"1516311","1510011","Waterbury School District","Wilby High School","Grade 11","29.3","37.2","47.5","40.7","28.7"
"1516311","1510011","Waterbury School District","Wilby High School","Grade 12","31.4","47.3","52.2","45.8","32.7"
"1511211","1510011","Waterbury School District","Woodrow Wilson BDLC","Kindergarten","","","","","*"
"1511211","1510011","Waterbury School District","Woodrow Wilson BDLC","Grade   1","","","","","*"
"1511211","1510011","Waterbury School District","Woodrow Wilson BDLC","Grade   2","","","","","*"
"1511211","1510011","Waterbury School District","Woodrow Wilson BDLC","Grade   3","","","","","*"
"1511211","1510011","Waterbury School District","Woodrow Wilson BDLC","Grade   4","","","","","*"
"1511211","1510011","Waterbury School District","Woodrow Wilson BDLC","Grade   5","","","","","*"
"1513211","1510011","Waterbury School District","Woodrow Wilson School","Kindergarten","17.1","27.7","25.3","21.9","17.9"
"1513211","1510011","Waterbury School District","Woodrow Wilson School","Grade   1","14.5","20.0","27.1","14.1","9.1"
"1513211","1510011","Waterbury School District","Woodrow Wilson School","Grade   2","*","22.9","18.0","12.5","*"
"1513211","1510011","Waterbury School District","Woodrow Wilson School","Grade   3","*","*","12.0","20.4","12.8"
"1513211","1510011","Waterbury School District","Woodrow Wilson School","Grade   4","*","14.8","19.6","28.3","*"
"1513211","1510011","Waterbury School District","Woodrow Wilson School","Grade   5","12.7","*","10.5","14.3","*"
"1521111","1520011","Waterford School District","Autism Class","Kindergarten","","","","","*"
"1521111","1520011","Waterford School District","Autism Class","Grade   1","","","","","*"
"1521111","1520011","Waterford School District","Autism Class","Grade   3","","","","*",""
"1521111","1520011","Waterford School District","Autism Class","Grade   4","","","","","*"
"1520311","1520011","Waterford School District","Avery Point Transition Program","Grade 12","","","","","*"
"1525111","1520011","Waterford School District","Clark Lane Middle School","Grade   6","4.5","6.6","5.0","6.3","4.3"
"1525111","1520011","Waterford School District","Clark Lane Middle School","Grade   7","5.3","5.7","8.5","6.5","4.9"
"1525111","1520011","Waterford School District","Clark Lane Middle School","Grade   8","7.8","6.6","8.4","6.1","7.9"
"1520211","1520011","Waterford School District","Great Neck Elementary School","Kindergarten","*","*","*","*","*"
"1520211","1520011","Waterford School District","Great Neck Elementary School","Grade   1","*","0.0","*","0.0","*"
"1520211","1520011","Waterford School District","Great Neck Elementary School","Grade   2","*","*","0.0","0.0","0.0"
"1520211","1520011","Waterford School District","Great Neck Elementary School","Grade   3","*","0.0","10.0","0.0","*"
"1520211","1520011","Waterford School District","Great Neck Elementary School","Grade   4","0.0","*","0.0","*","0.0"
"1520211","1520011","Waterford School District","Great Neck Elementary School","Grade   5","*","*","*","*","0.0"
"1520611","1520011","Waterford School District","Oswegatchie Elementary School","Kindergarten","*","*","*","0.0","0.0"
"1520611","1520011","Waterford School District","Oswegatchie Elementary School","Grade   1","*","*","*","0.0","*"
"1520611","1520011","Waterford School District","Oswegatchie Elementary School","Grade   2","*","*","*","9.4","*"
"1520611","1520011","Waterford School District","Oswegatchie Elementary School","Grade   3","0.0","*","*","0.0","*"
"1520611","1520011","Waterford School District","Oswegatchie Elementary School","Grade   4","*","*","*","*","0.0"
"1520611","1520011","Waterford School District","Oswegatchie Elementary School","Grade   5","*","*","*","*","*"
"1520711","1520011","Waterford School District","Quaker Hill Elementary School","Kindergarten","*","*","*","*","*"
"1520711","1520011","Waterford School District","Quaker Hill Elementary School","Grade   1","*","*","*","10.3","*"
"1520711","1520011","Waterford School District","Quaker Hill Elementary School","Grade   2","*","*","*","*","11.3"
"1520711","1520011","Waterford School District","Quaker Hill Elementary School","Grade   3","*","*","*","*","*"
"1520711","1520011","Waterford School District","Quaker Hill Elementary School","Grade   4","0.0","*","*","*","*"
