"school_code","district_code","district","school","grade","2011_12","2012_13","2013_14","2014_15","2015_16"
"0670111","0670011","Hebron School District","Hebron Elementary School","Grade   4","*","*","*","*","*"
"0670111","0670011","Hebron School District","Hebron Elementary School","Grade   5","*","*","*","*","*"
"0670111","0670011","Hebron School District","Hebron Elementary School","Grade   6","*","6.5","*","4.1","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","Kindergarten","*","*","*","17.9","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","Grade   1","*","*","0.0","*","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","Grade   2","0.0","*","*","0.0","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","Grade   3","*","0.0","0.0","*","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","Grade   4","*","*","0.0","*","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","Grade   5","*","*","*","*","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","Grade   6","*","*","*","*","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","Grade   7","*","*","*","*","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","Grade   8","*","*","0.0","*","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","Grade   9","","","*","*","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","Grade 10","","","","*","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","Grade 11","","","","","*"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","Kindergarten","*","21.9","*","*","*"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","Grade   1","*","*","*","0.0","*"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","Grade   2","*","*","*","*","0.0"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","Grade   3","*","*","*","*","*"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","Grade   4","*","*","*","*","0.0"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","Grade   5","0.0","*","*","*","*"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","Grade   6","0.0","*","*","*","*"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","Grade   7","*","0.0","*","*","*"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","Grade   8","*","*","*","*","*"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","Grade   6","*","12.3","*","13.6","*"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","Grade   7","*","*","13.9","8.3","10.6"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","Grade   8","15.3","*","*","14.8","*"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Kindergarten","*","*","11.6","14.3","9.7"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Grade   1","*","*","*","13.2","10.4"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Grade   2","*","*","*","*","8.0"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Grade   3","0.0","*","*","*","*"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Grade   4","0.0","*","*","*","*"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Grade   5","0.0","*","*","*","*"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Grade   6","*","9.0","*","*","*"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Grade   7","*","*","11.4","7.1","9.7"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Grade   8","*","11.1","*","14.5","9.3"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Grade   9","","*","*","*","*"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Grade 10","","","*","*","*"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Grade 11","","","","*","*"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Grade 12","","","","","*"
"0680111","0680011","Kent School District","Kent Center School","Kindergarten","*","*","*","0.0","*"
"0680111","0680011","Kent School District","Kent Center School","Grade   1","0.0","*","0.0","*","*"
"0680111","0680011","Kent School District","Kent Center School","Grade   2","*","*","0.0","0.0","0.0"
"0680111","0680011","Kent School District","Kent Center School","Grade   3","*","0.0","0.0","0.0","0.0"
"0680111","0680011","Kent School District","Kent Center School","Grade   4","*","*","*","0.0","*"
"0680111","0680011","Kent School District","Kent Center School","Grade   5","*","0.0","*","0.0","*"
"0680111","0680011","Kent School District","Kent Center School","Grade   6","*","*","0.0","0.0","*"
"0680111","0680011","Kent School District","Kent Center School","Grade   7","*","0.0","*","0.0","*"
"0680111","0680011","Kent School District","Kent Center School","Grade   8","*","*","*","*","0.0"
"0680211","0680011","Kent School District","LEAPSS","Kindergarten","","","","*",""
"0680211","0680011","Kent School District","LEAPSS","Grade   3","","","","*",""
"0680211","0680011","Kent School District","LEAPSS","Grade   4","","","","*",""
"0690611","0690011","Killingly School District","Killingly Alternative Learning Program","Grade   9","","","","*","*"
"0690611","0690011","Killingly School District","Killingly Alternative Learning Program","Grade 10","","","","*","*"
"0690611","0690011","Killingly School District","Killingly Alternative Learning Program","Grade 11","","","","*","*"
"0690611","0690011","Killingly School District","Killingly Alternative Learning Program","Grade 12","","","","*","*"
"0690111","0690011","Killingly School District","Killingly Central School","Kindergarten","7.2","12.2","11.9","10.1","10.2"
"0690111","0690011","Killingly School District","Killingly Central School","Grade   1","10.0","9.9","7.6","*","10.1"
"0690111","0690011","Killingly School District","Killingly Central School","Grade   2","6.5","11.6","*","*",""
"0690111","0690011","Killingly School District","Killingly Central School","Grade   3","5.9","19.6","8.4","*",""
"0690111","0690011","Killingly School District","Killingly Central School","Grade   4","7.5","18.8","*","8.6",""
"0696111","0690011","Killingly School District","Killingly High School","Grade   9","28.0","26.7","18.0","17.4","11.9"
"0696111","0690011","Killingly School District","Killingly High School","Grade 10","20.4","19.5","20.4","13.0","16.9"
"0696111","0690011","Killingly School District","Killingly High School","Grade 11","22.4","16.9","13.3","16.5","13.4"
"0696111","0690011","Killingly School District","Killingly High School","Grade 12","27.6","25.5","24.2","20.3","31.9"
"0695211","0690011","Killingly School District","Killingly Intermediate School","Grade   5","11.2","9.7","7.2","10.1","8.6"
"0695211","0690011","Killingly School District","Killingly Intermediate School","Grade   6","13.5","9.8","7.8","4.7","12.0"
"0695211","0690011","Killingly School District","Killingly Intermediate School","Grade   7","13.8","14.1","9.5","9.6","6.7"
"0695211","0690011","Killingly School District","Killingly Intermediate School","Grade   8","13.2","13.8","16.8","9.4","13.0"
"0690311","0690011","Killingly School District","Killingly Memorial School","Kindergarten","8.1","19.1","11.6","*",""
"0690311","0690011","Killingly School District","Killingly Memorial School","Grade   1","6.7","15.3","14.4","*",""
"0690311","0690011","Killingly School District","Killingly Memorial School","Grade   2","*","6.8","*","*","4.1"
"0690311","0690011","Killingly School District","Killingly Memorial School","Grade   3","*","9.6","7.1","*","*"
"0690311","0690011","Killingly School District","Killingly Memorial School","Grade   4","*","7.0","*","*","*"
"2456014","2450014","Learn","Connecticut River Academy","Grade   9","17.9","32.3","27.7","18.6","10.2"
"2456014","2450014","Learn","Connecticut River Academy","Grade 10","24.0","28.7","22.0","34.2","7.9"
"2456014","2450014","Learn","Connecticut River Academy","Grade 11","36.7","39.4","28.6","25.3","11.5"
"2456014","2450014","Learn","Connecticut River Academy","Grade 12","","71.4","37.4","77.5","14.5"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","Grade   6","37.0","*","*","*","*"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","Grade   7","51.5","*","*","12.8","14.9"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","Grade   8","81.0","21.2","*","*","*"
"2450314","2450014","Learn","Goodwin College Early Childhood Interdistrict Magnet School","Kindergarten","","","40.7","19.1","21.9"
"2450314","2450014","Learn","Goodwin College Early Childhood Interdistrict Magnet School","Grade   1","","","","20.0","12.3"
"2450314","2450014","Learn","Goodwin College Early Childhood Interdistrict Magnet School","Grade   2","","","","","14.8"
"2451214","2450014","Learn","LEARN ABA Program at Center School","Grade   6","","","","*",""
"2451214","2450014","Learn","LEARN ABA Program at Center School","Grade   8","","","","*",""
"2451114","2450014","Learn","LEARN Haynes Elementary Intensive Program","Kindergarten","","","","*",""
"2451114","2450014","Learn","LEARN Haynes Elementary Intensive Program","Grade   1","","","","*",""
"2451114","2450014","Learn","LEARN Haynes Elementary Intensive Program","Grade   2","","","","*",""
"2451114","2450014","Learn","LEARN Haynes Elementary Intensive Program","Grade   3","","","","*",""
"2451114","2450014","Learn","LEARN Haynes Elementary Intensive Program","Grade   4","","","","*",""
"2451114","2450014","Learn","LEARN Haynes Elementary Intensive Program","Grade   5","","","","*",""
"2450614","2450014","Learn","LEARN High School ABA at MS","Grade   9","","","","*",""
"2450614","2450014","Learn","LEARN High School ABA at MS","Grade 11","","","","*",""
"2450614","2450014","Learn","LEARN High School ABA at MS","Grade 12","","","","*",""
"2450914","2450014","Learn","LEARN Kelly Middle School Intensive Program","Grade   5","","","","*",""
"2450914","2450014","Learn","LEARN Kelly Middle School Intensive Program","Grade   6","","","","*",""
"2450914","2450014","Learn","LEARN Kelly Middle School Intensive Program","Grade   7","","","","*",""
"2450714","2450014","Learn","LEARN Ledyard RICHES Program","Grade   8","","","","*",""
"2450714","2450014","Learn","LEARN Ledyard RICHES Program","Grade 12","","","","*",""
"2450814","2450014","Learn","LEARN SAILS Middle School Program","Grade   6","","","","*",""
"2450814","2450014","Learn","LEARN SAILS Middle School Program","Grade   7","","","","*",""
"2451014","2450014","Learn","LEARN SAILS Program at Salem","Kindergarten","","","","*",""
"2451014","2450014","Learn","LEARN SAILS Program at Salem","Grade   1","","","","*",""
"2451014","2450014","Learn","LEARN SAILS Program at Salem","Grade   3","","","","*",""
"2451014","2450014","Learn","LEARN SAILS Program at Salem","Grade   4","","","","*",""
"2450414","2450014","Learn","LEARN STS 18-21 Year Old Program","Grade 12","","","","*",""
"2451214","2450014","Learn","Learn ABA Program at Center School","Grade   5","","","","","*"
"2451214","2450014","Learn","Learn ABA Program at Center School","Grade   6","","","","","*"
"2451214","2450014","Learn","Learn ABA Program at Center School","Grade   7","","","","","*"
"2451214","2450014","Learn","Learn ABA Program at Center School","Grade   9","","","","","*"
