"","phys","phys4","phys6","phys8","phys10","school_id","year"
"2303","All Tests - School ","N/A ","N/A ","N/A ","N/A","0340111","201314"
"2304","All Tests - District ","30.8 ","26.9 ","23.9 ","64.4","0340111","201314"
"2305","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0340111","201415"
"2306","Curl Up ","N/A ","N/A ","N/A ","N/A","0340111","201415"
"2307","Push Up ","N/A ","N/A ","N/A ","N/A","0340111","201415"
"2308","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0340111","201415"
"2309","All Tests - School ","N/A ","N/A ","N/A ","N/A","0340111","201415"
"2310","All Tests - District ","35.4 ","31.3 ","27.4 ","56.6","0340111","201415"
"2311","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0340111","201516"
"2312","Curl Up ","N/A ","N/A ","N/A ","N/A","0340111","201516"
"2313","Push Up ","N/A ","N/A ","N/A ","N/A","0340111","201516"
"2314","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0340111","201516"
"2315","All Tests - School ","N/A ","N/A ","N/A ","N/A","0340111","201516"
"2316","All Tests - District ","29.9 ","25.0 ","24.4 ","62.0","0340111","201516"
"2317","Sit & Reach ","58",". ",". ",".","0340211","201314"
"2318","Curl Up ","42",". ",". ",".","0340211","201314"
"2319","Push Up ","27.5",". ",". ",".","0340211","201314"
"2320","Mile Run/PACER ","69.6",". ",". ",".","0340211","201314"
"2321","All Tests - School ","13",". ",". ",".","0340211","201314"
"2322","All Tests - District ","30.8","26.9 ","23.9 ","64.4","0340211","201314"
"2323","Sit & Reach ","66.1","N/A ","N/A ","N/A","0340211","201415"
"2324","Curl Up ","58.1","N/A ","N/A ","N/A","0340211","201415"
"2325","Push Up ","22.6","N/A ","N/A ","N/A","0340211","201415"
"2326","Mile Run/PACER ","67.7","N/A ","N/A ","N/A","0340211","201415"
"2327","All Tests - School ","12.9","N/A ","N/A ","N/A","0340211","201415"
"2328","All Tests - District ","35.4","31.3 ","27.4 ","56.6","0340211","201415"
"2329","Sit & Reach ","59.3","N/A ","N/A ","N/A","0340211","201516"
"2330","Curl Up ","42.4","N/A ","N/A ","N/A","0340211","201516"
"2331","Push Up ","42.4","N/A ","N/A ","N/A","0340211","201516"
"2332","Mile Run/PACER ","64.4","N/A ","N/A ","N/A","0340211","201516"
"2333","All Tests - School ","11.9","N/A ","N/A ","N/A","0340211","201516"
"2334","All Tests - District ","29.9","25.0 ","24.4 ","62.0","0340211","201516"
"2335","Sit & Reach ","N/A ","70.4","71.9","N/A","0340311","201415"
"2336","Curl Up ","N/A ","84.2","95.8","N/A","0340311","201415"
"2337","Push Up ","N/A ","81.1","86.5","N/A","0340311","201415"
"2338","Mile Run/PACER ","N/A ","65.3","65.6","N/A","0340311","201415"
"2339","All Tests - School ","N/A ","42.9","49","N/A","0340311","201415"
"2340","All Tests - District ","35.4 ","31.3","27.4","56.6","0340311","201415"
"2341","Sit & Reach ","N/A ","79.9","90","N/A","0340311","201516"
"2342","Curl Up ","N/A ","78.4","81.1","N/A","0340311","201516"
"2343","Push Up ","N/A ","77.8","87.8","N/A","0340311","201516"
"2344","Mile Run/PACER ","N/A ","64.9","80","N/A","0340311","201516"
"2345","All Tests - School ","N/A ","41.2","57.8","N/A","0340311","201516"
"2346","All Tests - District ","29.9 ","25","24.4","62.0","0340311","201516"
"2347","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0340511","201314"
"2348","Curl Up ","N/A ","N/A ","N/A ","N/A","0340511","201314"
"2349","Push Up ","N/A ","N/A ","N/A ","N/A","0340511","201314"
"2350","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0340511","201314"
"2351","All Tests - School ","N/A ","N/A ","N/A ","N/A","0340511","201314"
"2352","All Tests - District ","30.8 ","26.9 ","23.9 ","64.4","0340511","201314"
"2353","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0340511","201415"
"2354","Curl Up ","N/A ","N/A ","N/A ","N/A","0340511","201415"
"2355","Push Up ","N/A ","N/A ","N/A ","N/A","0340511","201415"
"2356","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0340511","201415"
"2357","All Tests - School ","N/A ","N/A ","N/A ","N/A","0340511","201415"
"2358","All Tests - District ","35.4 ","31.3 ","27.4 ","56.6","0340511","201415"
"2359","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0340511","201516"
"2360","Curl Up ","N/A ","N/A ","N/A ","N/A","0340511","201516"
"2361","Push Up ","N/A ","N/A ","N/A ","N/A","0340511","201516"
"2362","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0340511","201516"
"2363","All Tests - School ","N/A ","N/A ","N/A ","N/A","0340511","201516"
"2364","All Tests - District ","29.9 ","25.0 ","24.4 ","62.0","0340511","201516"
"2365","Sit & Reach ","84.4",". ",". ",".","0340611","201314"
"2366","Curl Up ","64.1",". ",". ",".","0340611","201314"
"2367","Push Up ","68.8",". ",". ",".","0340611","201314"
"2368","Mile Run/PACER ","87.5",". ",". ",".","0340611","201314"
"2369","All Tests - School ","40.6",". ",". ",".","0340611","201314"
"2370","All Tests - District ","30.8","26.9 ","23.9 ","64.4","0340611","201314"
"2371","Sit & Reach ","94.2","N/A ","N/A ","N/A","0340611","201415"
"2372","Curl Up ","76.9","N/A ","N/A ","N/A","0340611","201415"
"2373","Push Up ","65.4","N/A ","N/A ","N/A","0340611","201415"
"2374","Mile Run/PACER ","82.7","N/A ","N/A ","N/A","0340611","201415"
"2375","All Tests - School ","40.4","N/A ","N/A ","N/A","0340611","201415"
"2376","All Tests - District ","35.4","31.3 ","27.4 ","56.6","0340611","201415"
"2377","Sit & Reach ","96.2","N/A ","N/A ","N/A","0340611","201516"
"2378","Curl Up ","73.1","N/A ","N/A ","N/A","0340611","201516"
"2379","Push Up ","73.1","N/A ","N/A ","N/A","0340611","201516"
"2380","Mile Run/PACER ","84.6","N/A ","N/A ","N/A","0340611","201516"
"2381","All Tests - School ","50","N/A ","N/A ","N/A","0340611","201516"
"2382","All Tests - District ","29.9","25.0 ","24.4 ","62.0","0340611","201516"
"2383","Sit & Reach ","86.8",". ",". ",".","0340811","201314"
"2384","Curl Up ","79.4",". ",". ",".","0340811","201314"
"2385","Push Up ","38.2",". ",". ",".","0340811","201314"
"2386","Mile Run/PACER ","38.2",". ",". ",".","0340811","201314"
"2387","All Tests - School ","26.5",". ",". ",".","0340811","201314"
"2388","All Tests - District ","30.8","26.9 ","23.9 ","64.4","0340811","201314"
"2389","Sit & Reach ","82.1","N/A ","N/A ","N/A","0340811","201415"
"2390","Curl Up ","98.8","N/A ","N/A ","N/A","0340811","201415"
"2391","Push Up ","40.5","N/A ","N/A ","N/A","0340811","201415"
"2392","Mile Run/PACER ","81","N/A ","N/A ","N/A","0340811","201415"
"2393","All Tests - School ","34.5","N/A ","N/A ","N/A","0340811","201415"
"2394","All Tests - District ","35.4","31.3 ","27.4 ","56.6","0340811","201415"
"2395","Sit & Reach ","87.5","N/A ","N/A ","N/A","0340811","201516"
"2396","Curl Up ","90.9","N/A ","N/A ","N/A","0340811","201516"
"2397","Push Up ","40.9","N/A ","N/A ","N/A","0340811","201516"
"2398","Mile Run/PACER ","84.1","N/A ","N/A ","N/A","0340811","201516"
"2399","All Tests - School ","33","N/A ","N/A ","N/A","0340811","201516"
"2400","All Tests - District ","29.9","25.0 ","24.4 ","62.0","0340811","201516"
"2401","Sit & Reach ","68.3",". ",". ",".","0341011","201314"
"2402","Curl Up ","41.3",". ",". ",".","0341011","201314"
"2403","Push Up ","52.4",". ",". ",".","0341011","201314"
"2404","Mile Run/PACER ","57.1",". ",". ",".","0341011","201314"
"2405","All Tests - School ","9.5",". ",". ",".","0341011","201314"
"2406","All Tests - District ","30.8","26.9 ","23.9 ","64.4","0341011","201314"
"2407","Sit & Reach ","74","N/A ","N/A ","N/A","0341011","201415"
"2408","Curl Up ","54","N/A ","N/A ","N/A","0341011","201415"
"2409","Push Up ","58","N/A ","N/A ","N/A","0341011","201415"
"2410","Mile Run/PACER ","62","N/A ","N/A ","N/A","0341011","201415"
"2411","All Tests - School ","24","N/A ","N/A ","N/A","0341011","201415"
"2412","All Tests - District ","35.4","31.3 ","27.4 ","56.6","0341011","201415"
"2413","Sit & Reach ","83.3","N/A ","N/A ","N/A","0341011","201516"
"2414","Curl Up ","56.7","N/A ","N/A ","N/A","0341011","201516"
"2415","Push Up ","48.3","N/A ","N/A ","N/A","0341011","201516"
"2416","Mile Run/PACER ","71.7","N/A ","N/A ","N/A","0341011","201516"
"2417","All Tests - School ","23.3","N/A ","N/A ","N/A","0341011","201516"
"2418","All Tests - District ","29.9","25.0 ","24.4 ","62.0","0341011","201516"
"2419","Sit & Reach ","72.9",". ",". ",".","0341111","201314"
"2420","Curl Up ","85.4",". ",". ",".","0341111","201314"
"2421","Push Up ","66.7",". ",". ",".","0341111","201314"
"2422","Mile Run/PACER ","81.3",". ",". ",".","0341111","201314"
"2423","All Tests - School ","58.3",". ",". ",".","0341111","201314"
"2424","All Tests - District ","30.8","26.9 ","23.9 ","64.4","0341111","201314"
"2425","Sit & Reach ","87.2","N/A ","N/A ","N/A","0341111","201415"
"2426","Curl Up ","74.4","N/A ","N/A ","N/A","0341111","201415"
"2427","Push Up ","71.8","N/A ","N/A ","N/A","0341111","201415"
"2428","Mile Run/PACER ","76.9","N/A ","N/A ","N/A","0341111","201415"
"2429","All Tests - School ","48.7","N/A ","N/A ","N/A","0341111","201415"
"2430","All Tests - District ","35.4","31.3 ","27.4 ","56.6","0341111","201415"
"2431","Sit & Reach ","87.5","N/A ","N/A ","N/A","0341111","201516"
"2432","Curl Up ","72.9","N/A ","N/A ","N/A","0341111","201516"
"2433","Push Up ","45.8","N/A ","N/A ","N/A","0341111","201516"
"2434","Mile Run/PACER ","70.8","N/A ","N/A ","N/A","0341111","201516"
"2435","All Tests - School ","22.9","N/A ","N/A ","N/A","0341111","201516"
"2436","All Tests - District ","29.9","25.0 ","24.4 ","62.0","0341111","201516"
"2437","Sit & Reach ","83.1",". ",". ",".","0341211","201314"
"2438","Curl Up ","76.1",". ",". ",".","0341211","201314"
"2439","Push Up ","66.2",". ",". ",".","0341211","201314"
"2440","Mile Run/PACER ","78.9",". ",". ",".","0341211","201314"
"2441","All Tests - School ","47.9",". ",". ",".","0341211","201314"
"2442","All Tests - District ","30.8","26.9 ","23.9 ","64.4","0341211","201314"
"2443","Sit & Reach ","91.6","N/A ","N/A ","N/A","0341211","201415"
"2444","Curl Up ","71.1","N/A ","N/A ","N/A","0341211","201415"
"2445","Push Up ","61.4","N/A ","N/A ","N/A","0341211","201415"
"2446","Mile Run/PACER ","57.8","N/A ","N/A ","N/A","0341211","201415"
"2447","All Tests - School ","44.6","N/A ","N/A ","N/A","0341211","201415"
"2448","All Tests - District ","35.4","31.3 ","27.4 ","56.6","0341211","201415"
"2449","Sit & Reach ","88.5","N/A ","N/A ","N/A","0341211","201516"
"2450","Curl Up ","55.1","N/A ","N/A ","N/A","0341211","201516"
"2451","Push Up ","69.2","N/A ","N/A ","N/A","0341211","201516"
"2452","Mile Run/PACER ","44.9","N/A ","N/A ","N/A","0341211","201516"
"2453","All Tests - School ","33.3","N/A ","N/A ","N/A","0341211","201516"
"2454","All Tests - District ","29.9","25.0 ","24.4 ","62.0","0341211","201516"
"2455","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0341311","201314"
"2456","Curl Up ","N/A ","N/A ","N/A ","N/A","0341311","201314"
"2457","Push Up ","N/A ","N/A ","N/A ","N/A","0341311","201314"
"2458","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0341311","201314"
"2459","All Tests - School ","N/A ","N/A ","N/A ","N/A","0341311","201314"
"2460","All Tests - District ","30.8 ","26.9 ","23.9 ","64.4","0341311","201314"
"2461","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0341311","201415"
"2462","Curl Up ","N/A ","N/A ","N/A ","N/A","0341311","201415"
"2463","Push Up ","N/A ","N/A ","N/A ","N/A","0341311","201415"
"2464","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0341311","201415"
"2465","All Tests - School ","N/A ","N/A ","N/A ","N/A","0341311","201415"
"2466","All Tests - District ","35.4 ","31.3 ","27.4 ","56.6","0341311","201415"
"2467","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0341311","201516"
"2468","Curl Up ","N/A ","N/A ","N/A ","N/A","0341311","201516"
"2469","Push Up ","N/A ","N/A ","N/A ","N/A","0341311","201516"
"2470","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0341311","201516"
"2471","All Tests - School ","N/A ","N/A ","N/A ","N/A","0341311","201516"
"2472","All Tests - District ","29.9 ","25.0 ","24.4 ","62.0","0341311","201516"
"2473","Sit & Reach ","84.1",". ",". ",".","0341411","201314"
"2474","Curl Up ","59.4",". ",". ",".","0341411","201314"
"2475","Push Up ","55.1",". ",". ",".","0341411","201314"
"2476","Mile Run/PACER ","55.1",". ",". ",".","0341411","201314"
"2477","All Tests - School ","23.2",". ",". ",".","0341411","201314"
"2478","All Tests - District ","30.8","26.9 ","23.9 ","64.4","0341411","201314"
"2479","Sit & Reach ","81","N/A ","N/A ","N/A","0341411","201415"
"2480","Curl Up ","57.1","N/A ","N/A ","N/A","0341411","201415"
"2481","Push Up ","66.7","N/A ","N/A ","N/A","0341411","201415"
"2482","Mile Run/PACER ","54","N/A ","N/A ","N/A","0341411","201415"
"2483","All Tests - School ","22.2","N/A ","N/A ","N/A","0341411","201415"
"2484","All Tests - District ","35.4","31.3 ","27.4 ","56.6","0341411","201415"
"2485","Sit & Reach ","94.1","N/A ","N/A ","N/A","0341411","201516"
"2486","Curl Up ","74.5","N/A ","N/A ","N/A","0341411","201516"
"2487","Push Up ","54.9","N/A ","N/A ","N/A","0341411","201516"
"2488","Mile Run/PACER ","70.6","N/A ","N/A ","N/A","0341411","201516"
"2489","All Tests - School ","29.4","N/A ","N/A ","N/A","0341411","201516"
"2490","All Tests - District ","29.9","25.0 ","24.4 ","62.0","0341411","201516"
"2491","Sit & Reach ","90",". ",". ",".","0341511","201314"
"2492","Curl Up ","78",". ",". ",".","0341511","201314"
"2493","Push Up ","46",". ",". ",".","0341511","201314"
"2494","Mile Run/PACER ","40",". ",". ",".","0341511","201314"
"2495","All Tests - School ","30",". ",". ",".","0341511","201314"
"2496","All Tests - District ","30.8","26.9 ","23.9 ","64.4","0341511","201314"
"2497","Sit & Reach ","85.2","N/A ","N/A ","N/A","0341511","201415"
"2498","Curl Up ","75.9","N/A ","N/A ","N/A","0341511","201415"
"2499","Push Up ","66.7","N/A ","N/A ","N/A","0341511","201415"
"2500","Mile Run/PACER ","83.3","N/A ","N/A ","N/A","0341511","201415"
"2501","All Tests - School ","48.1","N/A ","N/A ","N/A","0341511","201415"
"2502","All Tests - District ","35.4","31.3 ","27.4 ","56.6","0341511","201415"
"2503","Sit & Reach ","93.6","N/A ","N/A ","N/A","0341511","201516"
"2504","Curl Up ","87.2","N/A ","N/A ","N/A","0341511","201516"
"2505","Push Up ","59.6","N/A ","N/A ","N/A","0341511","201516"
"2506","Mile Run/PACER ","70.2","N/A ","N/A ","N/A","0341511","201516"
"2507","All Tests - School ","38.3","N/A ","N/A ","N/A","0341511","201516"
"2508","All Tests - District ","29.9","25.0 ","24.4 ","62.0","0341511","201516"
"2509","Sit & Reach ","94.1",". ",". ",".","0341611","201314"
"2510","Curl Up ","76.5",". ",". ",".","0341611","201314"
"2511","Push Up ","41.2",". ",". ",".","0341611","201314"
"2512","Mile Run/PACER ","48.5",". ",". ",".","0341611","201314"
"2513","All Tests - School ","20.6",". ",". ",".","0341611","201314"
"2514","All Tests - District ","30.8","26.9 ","23.9 ","64.4","0341611","201314"
"2515","Sit & Reach ","87.7","N/A ","N/A ","N/A","0341611","201415"
"2516","Curl Up ","88.9","N/A ","N/A ","N/A","0341611","201415"
"2517","Push Up ","55.6","N/A ","N/A ","N/A","0341611","201415"
"2518","Mile Run/PACER ","77.8","N/A ","N/A ","N/A","0341611","201415"
"2519","All Tests - School ","42","N/A ","N/A ","N/A","0341611","201415"
"2520","All Tests - District ","35.4","31.3 ","27.4 ","56.6","0341611","201415"
"2521","Sit & Reach ","91.2","N/A ","N/A ","N/A","0341611","201516"
"2522","Curl Up ","75","N/A ","N/A ","N/A","0341611","201516"
"2523","Push Up ","64.7","N/A ","N/A ","N/A","0341611","201516"
"2524","Mile Run/PACER ","75","N/A ","N/A ","N/A","0341611","201516"
"2525","All Tests - School ","20.6","N/A ","N/A ","N/A","0341611","201516"
"2526","All Tests - District ","29.9","25.0 ","24.4 ","62.0","0341611","201516"
"2527","Sit & Reach ","80.6",". ",". ",".","0341711","201314"
"2528","Curl Up ","61.8",". ",". ",".","0341711","201314"
"2529","Push Up ","34.5",". ",". ",".","0341711","201314"
"2530","Mile Run/PACER ","85.5",". ",". ",".","0341711","201314"
"2531","All Tests - School ","21.8",". ",". ",".","0341711","201314"
"2532","All Tests - District ","30.8","26.9 ","23.9 ","64.4","0341711","201314"
"2533","Sit & Reach ","88.6","N/A ","N/A ","N/A","0341711","201415"
"2534","Curl Up ","54.6","N/A ","N/A ","N/A","0341711","201415"
"2535","Push Up ","31.9","N/A ","N/A ","N/A","0341711","201415"
"2536","Mile Run/PACER ","87.6","N/A ","N/A ","N/A","0341711","201415"
"2537","All Tests - School ","23.8","N/A ","N/A ","N/A","0341711","201415"
"2538","All Tests - District ","35.4","31.3 ","27.4 ","56.6","0341711","201415"
"2539","Sit & Reach ","88.6","N/A ","N/A ","N/A","0341711","201516"
"2540","Curl Up ","54.6","N/A ","N/A ","N/A","0341711","201516"
"2541","Push Up ","31.9","N/A ","N/A ","N/A","0341711","201516"
"2542","Mile Run/PACER ","87.6","N/A ","N/A ","N/A","0341711","201516"
"2543","All Tests - School ","23.8","N/A ","N/A ","N/A","0341711","201516"
"2544","All Tests - District ","29.9","25.0 ","24.4 ","62.0","0341711","201516"
"2545","Sit & Reach ","92.6",". ",". ",".","0341911","201314"
"2546","Curl Up ","89.7",". ",". ",".","0341911","201314"
"2547","Push Up ","88.2",". ",". ",".","0341911","201314"
"2548","Mile Run/PACER ","82.4",". ",". ",".","0341911","201314"
"2549","All Tests - School ","66.2",". ",". ",".","0341911","201314"
"2550","All Tests - District ","30.8","26.9 ","23.9 ","64.4","0341911","201314"
"2551","Sit & Reach ","95.2","N/A ","N/A ","N/A","0341911","201415"
"2552","Curl Up ","96.8","N/A ","N/A ","N/A","0341911","201415"
"2553","Push Up ","82.5","N/A ","N/A ","N/A","0341911","201415"
"2554","Mile Run/PACER ","87.3","N/A ","N/A ","N/A","0341911","201415"
"2555","All Tests - School ","71.4","N/A ","N/A ","N/A","0341911","201415"
"2556","All Tests - District ","35.4","31.3 ","27.4 ","56.6","0341911","201415"
"2557","Sit & Reach ","87.7","N/A ","N/A ","N/A","0341911","201516"
"2558","Curl Up ","93","N/A ","N/A ","N/A","0341911","201516"
"2559","Push Up ","78.9","N/A ","N/A ","N/A","0341911","201516"
"2560","Mile Run/PACER ","80.7","N/A ","N/A ","N/A","0341911","201516"
"2561","All Tests - School ","57.9","N/A ","N/A ","N/A","0341911","201516"
"2562","All Tests - District ","29.9","25.0 ","24.4 ","62.0","0341911","201516"
