"","phys","phys4","phys6","phys8","phys10","school_id","year"
"1165","Sit & Reach ","92.9","82.6","58.5","N/A","0153911","201516"
"1166","Curl Up ","92.9","69.6","48.8","N/A","0153911","201516"
"1167","Push Up ","67.9","56.5","65.9","N/A","0153911","201516"
"1168","Mile Run/PACER ","82.1","52.2","78","N/A","0153911","201516"
"1169","All Tests - School ","50","39.1","39","N/A","0153911","201516"
"1170","All Tests - District ","42.5","36.5","39","28.6","0153911","201516"
"1171","Sit & Reach ","80.7","88","80.1",".","0154011","201314"
"1172","Curl Up ","72.8","91.6","83.4",".","0154011","201314"
"1173","Push Up ","43.9","91.6","66.9",".","0154011","201314"
"1174","Mile Run/PACER ","46.5","69.9","47.5",".","0154011","201314"
"1175","All Tests - School ","39.5","57.8","37",".","0154011","201314"
"1176","All Tests - District ","43.1","44.9","43.2","18.4","0154011","201314"
"1177","Sit & Reach ","84","97.7","92.1","N/A","0154011","201415"
"1178","Curl Up ","91.5","100","83.5","N/A","0154011","201415"
"1179","Push Up ","85.1","90.7","40.9","N/A","0154011","201415"
"1180","Mile Run/PACER ","46.8","11.6","10.2","N/A","0154011","201415"
"1181","All Tests - School ","35.1","11.6","7.9","N/A","0154011","201415"
"1182","All Tests - District ","35.7","34.1","32.7","46.1","0154011","201415"
"1183","Sit & Reach ","83.5","74.1","82.1","N/A","0154011","201516"
"1184","Curl Up ","91.7","65.7","82.8","N/A","0154011","201516"
"1185","Push Up ","86.2","69.4","77.2","N/A","0154011","201516"
"1186","Mile Run/PACER ","72.5","68.5","86.2","N/A","0154011","201516"
"1187","All Tests - School ","64.2","63.9","74.5","N/A","0154011","201516"
"1188","All Tests - District ","42.5","36.5","39","28.6","0154011","201516"
"1189","Sit & Reach ","79.2","* ","94.6",".","0154111","201314"
"1190","Curl Up ","87.5","* ","94.6",".","0154111","201314"
"1191","Push Up ","66.7","* ","81.1",".","0154111","201314"
"1192","Mile Run/PACER ","66.7","* ","73",".","0154111","201314"
"1193","All Tests - School ","62.5","* ","73",".","0154111","201314"
"1194","All Tests - District ","43.1","44.9 ","43.2","18.4","0154111","201314"
"1195","Sit & Reach ","78.4","70","81.1","N/A","0154111","201415"
"1196","Curl Up ","78.4","70","83.8","N/A","0154111","201415"
"1197","Push Up ","54.1","70","59.5","N/A","0154111","201415"
"1198","Mile Run/PACER ","67.6","75","64.9","N/A","0154111","201415"
"1199","All Tests - School ","51.4","65","59.5","N/A","0154111","201415"
"1200","All Tests - District ","35.7","34.1","32.7","46.1","0154111","201415"
"1201","Sit & Reach ","84.4","* ","68.8","N/A","0154111","201516"
"1202","Curl Up ","71.1","* ","72.9","N/A","0154111","201516"
"1203","Push Up ","66.7","* ","50","N/A","0154111","201516"
"1204","Mile Run/PACER ","86.7","* ","62.5","N/A","0154111","201516"
"1205","All Tests - School ","62.2","* ","45.8","N/A","0154111","201516"
"1206","All Tests - District ","42.5","36.5 ","39","28.6","0154111","201516"
"1207","Sit & Reach ","94.5","87.1","81.1",".","0154211","201314"
"1208","Curl Up ","93.2","91.4","93.4",".","0154211","201314"
"1209","Push Up ","90.4","72.9","62.3",".","0154211","201314"
"1210","Mile Run/PACER ","67.1","71.4","77.4",".","0154211","201314"
"1211","All Tests - School ","67.1","57.1","54.7",".","0154211","201314"
"1212","All Tests - District ","43.1","44.9","43.2","18.4","0154211","201314"
"1213","Sit & Reach ","94.6","78.6","78.9","N/A","0154211","201415"
"1214","Curl Up ","95.9","90","94.7","N/A","0154211","201415"
"1215","Push Up ","91.9","52.9","66.7","N/A","0154211","201415"
"1216","Mile Run/PACER ","82.4","75.7","78.9","N/A","0154211","201415"
"1217","All Tests - School ","81.1","38.6","57.9","N/A","0154211","201415"
"1218","All Tests - District ","35.7","34.1","32.7","46.1","0154211","201415"
"1219","Sit & Reach ","84","81.4","81.1","N/A","0154211","201516"
"1220","Curl Up ","98.7","94.3","95.8","N/A","0154211","201516"
"1221","Push Up ","90.7","65.7","67.4","N/A","0154211","201516"
"1222","Mile Run/PACER ","93.3","88.6","92.6","N/A","0154211","201516"
"1223","All Tests - School ","74.7","50","55.8","N/A","0154211","201516"
"1224","All Tests - District ","42.5","36.5","39","28.6","0154211","201516"
"1225","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0154411","201314"
"1226","Curl Up ","N/A ","N/A ","N/A ","N/A","0154411","201314"
"1227","Push Up ","N/A ","N/A ","N/A ","N/A","0154411","201314"
"1228","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0154411","201314"
"1229","All Tests - School ","N/A ","N/A ","N/A ","N/A","0154411","201314"
"1230","All Tests - District ","43.1 ","44.9 ","43.2 ","18.4","0154411","201314"
"1231","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0154411","201415"
"1232","Curl Up ","N/A ","N/A ","N/A ","N/A","0154411","201415"
"1233","Push Up ","N/A ","N/A ","N/A ","N/A","0154411","201415"
"1234","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0154411","201415"
"1235","All Tests - School ","N/A ","N/A ","N/A ","N/A","0154411","201415"
"1236","All Tests - District ","35.7 ","34.1 ","32.7 ","46.1","0154411","201415"
"1237","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0154411","201516"
"1238","Curl Up ","N/A ","N/A ","N/A ","N/A","0154411","201516"
"1239","Push Up ","N/A ","N/A ","N/A ","N/A","0154411","201516"
"1240","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0154411","201516"
"1241","All Tests - School ","N/A ","N/A ","N/A ","N/A","0154411","201516"
"1242","All Tests - District ","42.5 ","36.5 ","39.0 ","28.6","0154411","201516"
"1243","Sit & Reach ","62.8","58.7","48.9",".","0154511","201314"
"1244","Curl Up ","100","100","97.9",".","0154511","201314"
"1245","Push Up ","39.5","50","42.6",".","0154511","201314"
"1246","Mile Run/PACER ","74.4","71.7","78.7",".","0154511","201314"
"1247","All Tests - School ","27.9","37","21.3",".","0154511","201314"
"1248","All Tests - District ","43.1","44.9","43.2","18.4","0154511","201314"
"1249","Sit & Reach ","61.7","53.7","65.1","N/A","0154511","201415"
"1250","Curl Up ","100","100","100","N/A","0154511","201415"
"1251","Push Up ","40.4","41.5","58.1","N/A","0154511","201415"
"1252","Mile Run/PACER ","57.4","46.3","55.8","N/A","0154511","201415"
"1253","All Tests - School ","27.7","14.6","32.6","N/A","0154511","201415"
"1254","All Tests - District ","35.7","34.1","32.7","46.1","0154511","201415"
"1255","Sit & Reach ","56.8","50","57.1","N/A","0154511","201516"
"1256","Curl Up ","100","100","100","N/A","0154511","201516"
"1257","Push Up ","61.4","57.1","42.9","N/A","0154511","201516"
"1258","Mile Run/PACER ","61.4","71.4","88.1","N/A","0154511","201516"
"1259","All Tests - School ","31.8","38.1","35.7","N/A","0154511","201516"
"1260","All Tests - District ","42.5","36.5","39","28.6","0154511","201516"
"1261","Sit & Reach ","95.7","52.3","65.3",".","0154611","201314"
"1262","Curl Up ","100","100","98",".","0154611","201314"
"1263","Push Up ","51.1","43.2","63.3",".","0154611","201314"
"1264","Mile Run/PACER ","74.5","59.1","71.4",".","0154611","201314"
"1265","All Tests - School ","40.4","18.2","34.7",".","0154611","201314"
"1266","All Tests - District ","43.1","44.9","43.2","18.4","0154611","201314"
"1267","Sit & Reach ","81.6","62.5","55.6","N/A","0154611","201415"
"1268","Curl Up ","100","100","100","N/A","0154611","201415"
"1269","Push Up ","71.4","45.8","57.8","N/A","0154611","201415"
"1270","Mile Run/PACER ","46.9","64.6","80","N/A","0154611","201415"
"1271","All Tests - School ","28.6","25","33.3","N/A","0154611","201415"
"1272","All Tests - District ","35.7","34.1","32.7","46.1","0154611","201415"
"1273","Sit & Reach ","70.8","70","58.7","N/A","0154611","201516"
"1274","Curl Up ","100","100","100","N/A","0154611","201516"
"1275","Push Up ","35.4","30","47.8","N/A","0154611","201516"
"1276","Mile Run/PACER ","52.1","80","71.7","N/A","0154611","201516"
"1277","All Tests - School ","20.8","24","30.4","N/A","0154611","201516"
"1278","All Tests - District ","42.5","36.5","39","28.6","0154611","201516"
"1279","Sit & Reach ",". ",". ",". ","27.6 ","0156111","201314"
"1280","Curl Up ",". ",". ",". ","37.9 ","0156111","201314"
"1281","Push Up ",". ",". ",". ","41.4 ","0156111","201314"
"1282","Mile Run/PACER ",". ",". ",". ","* ","0156111","201314"
"1283","All Tests - School ",". ",". ",". ","* ","0156111","201314"
"1284","All Tests - District ","43.1 ","44.9 ","43.2 ","18.4 ","0156111","201314"
"1285","Sit & Reach ","N/A ","N/A ","N/A ","64.5","0156111","201415"
"1286","Curl Up ","N/A ","N/A ","N/A ","51.6","0156111","201415"
"1287","Push Up ","N/A ","N/A ","N/A ","51.6","0156111","201415"
"1288","Mile Run/PACER ","N/A ","N/A ","N/A ","*","0156111","201415"
"1289","All Tests - School ","N/A ","N/A ","N/A ","*","0156111","201415"
"1290","All Tests - District ","35.7 ","34.1 ","32.7 ","46.1","0156111","201415"
"1291","Sit & Reach ","N/A ","N/A ","N/A ","39","0156111","201516"
"1292","Curl Up ","N/A ","N/A ","N/A ","18.8","0156111","201516"
"1293","Push Up ","N/A ","N/A ","N/A ","23.5","0156111","201516"
"1294","Mile Run/PACER ","N/A ","N/A ","N/A ","21.1","0156111","201516"
"1295","All Tests - School ","N/A ","N/A ","N/A ","4.2","0156111","201516"
"1296","All Tests - District ","42.5 ","36.5 ","39.0 ","28.6","0156111","201516"
"1297","Sit & Reach ","N/A ","N/A ","N/A ","N/A ","0156211","201314"
"1298","Curl Up ","N/A ","N/A ","N/A ","N/A ","0156211","201314"
"1299","Push Up ","N/A ","N/A ","N/A ","N/A ","0156211","201314"
"1300","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A ","0156211","201314"
"1301","All Tests - School ","N/A ","N/A ","N/A ","N/A ","0156211","201314"
"1302","All Tests - District ","43.1 ","44.9 ","43.2 ","18.4 ","0156211","201314"
"1303","Sit & Reach ","N/A ","N/A ","N/A ","64.7","0156211","201415"
"1304","Curl Up ","N/A ","N/A ","N/A ","57.8","0156211","201415"
"1305","Push Up ","N/A ","N/A ","N/A ","58.8","0156211","201415"
"1306","Mile Run/PACER ","N/A ","N/A ","N/A ","71.6","0156211","201415"
"1307","All Tests - School ","N/A ","N/A ","N/A ","53.9","0156211","201415"
"1308","All Tests - District ","35.7 ","34.1 ","32.7 ","46.1","0156211","201415"
"1309","Sit & Reach ","N/A ","N/A ","N/A ","84.8","0156211","201516"
"1310","Curl Up ","N/A ","N/A ","N/A ","82.5","0156211","201516"
"1311","Push Up ","N/A ","N/A ","N/A ","64.3","0156211","201516"
"1312","Mile Run/PACER ","N/A ","N/A ","N/A ","59.6","0156211","201516"
"1313","All Tests - School ","N/A ","N/A ","N/A ","56.7","0156211","201516"
"1314","All Tests - District ","42.5 ","36.5 ","39.0 ","28.6","0156211","201516"
"1315","Sit & Reach ",". ",". ",". ","75","0156311","201314"
"1316","Curl Up ",". ",". ",". ","85","0156311","201314"
"1317","Push Up ",". ",". ",". ","70","0156311","201314"
"1318","Mile Run/PACER ",". ",". ",". ","55","0156311","201314"
"1319","All Tests - School ",". ",". ",". ","40","0156311","201314"
"1320","All Tests - District ","43.1 ","44.9 ","43.2 ","18.4","0156311","201314"
"1321","Sit & Reach ","N/A ","N/A ","N/A ","48.4","0156311","201415"
"1322","Curl Up ","N/A ","N/A ","N/A ","48.4","0156311","201415"
"1323","Push Up ","N/A ","N/A ","N/A ","48.4","0156311","201415"
"1324","Mile Run/PACER ","N/A ","N/A ","N/A ","76.6","0156311","201415"
"1325","All Tests - School ","N/A ","N/A ","N/A ","48.4","0156311","201415"
"1326","All Tests - District ","35.7 ","34.1 ","32.7 ","46.1","0156311","201415"
"1327","Sit & Reach ","N/A ","N/A ","N/A ","73.8","0156311","201516"
"1328","Curl Up ","N/A ","N/A ","N/A ","64.3","0156311","201516"
"1329","Push Up ","N/A ","N/A ","N/A ","50","0156311","201516"
"1330","Mile Run/PACER ","N/A ","N/A ","N/A ","35.7","0156311","201516"
"1331","All Tests - School ","N/A ","N/A ","N/A ","35.7","0156311","201516"
"1332","All Tests - District ","42.5 ","36.5 ","39.0 ","28.6","0156311","201516"
"1333","Sit & Reach ","89.4",". ",". ",".","0170311","201314"
"1334","Curl Up ","76.6",". ",". ",".","0170311","201314"
"1335","Push Up ","61.7",". ",". ",".","0170311","201314"
"1336","Mile Run/PACER ","93.6",". ",". ",".","0170311","201314"
"1337","All Tests - School ","44.7",". ",". ",".","0170311","201314"
"1338","All Tests - District ","53.2","61.5 ","67.4 ","65.9","0170311","201314"
"1339","Sit & Reach ","74.2","N/A ","N/A ","N/A","0170311","201415"
"1340","Curl Up ","78.8","N/A ","N/A ","N/A","0170311","201415"
"1341","Push Up ","56.1","N/A ","N/A ","N/A","0170311","201415"
"1342","Mile Run/PACER ","75.8","N/A ","N/A ","N/A","0170311","201415"
"1343","All Tests - School ","39.4","N/A ","N/A ","N/A","0170311","201415"
"1344","All Tests - District ","54.2","63.2 ","66.1 ","65.0","0170311","201415"
"1345","Sit & Reach ","83.9","N/A ","N/A ","N/A","0170311","201516"
"1346","Curl Up ","83.9","N/A ","N/A ","N/A","0170311","201516"
"1347","Push Up ","67.9","N/A ","N/A ","N/A","0170311","201516"
"1348","Mile Run/PACER ","75","N/A ","N/A ","N/A","0170311","201516"
"1349","All Tests - School ","35.7","N/A ","N/A ","N/A","0170311","201516"
"1350","All Tests - District ","50","65.4 ","65.1 ","63.2","0170311","201516"
"1351","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0170411","201415"
"1352","Curl Up ","N/A ","N/A ","N/A ","N/A","0170411","201415"
"1353","Push Up ","N/A ","N/A ","N/A ","N/A","0170411","201415"
"1354","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0170411","201415"
"1355","All Tests - School ","N/A ","N/A ","N/A ","N/A","0170411","201415"
"1356","All Tests - District ","54.2 ","63.2 ","66.1 ","65.0","0170411","201415"
"1357","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0170411","201516"
"1358","Curl Up ","N/A ","N/A ","N/A ","N/A","0170411","201516"
"1359","Push Up ","N/A ","N/A ","N/A ","N/A","0170411","201516"
"1360","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0170411","201516"
"1361","All Tests - School ","N/A ","N/A ","N/A ","N/A","0170411","201516"
"1362","All Tests - District ","50.0 ","65.4 ","65.1 ","63.2","0170411","201516"
"1363","Sit & Reach ","82.2","97.4","97.1",".","0170511","201314"
"1364","Curl Up ","94.4","96.2","96.1",".","0170511","201314"
"1365","Push Up ","51.1","85.9","81.4",".","0170511","201314"
"1366","Mile Run/PACER ","85.6","80.8","62.7",".","0170511","201314"
"1367","All Tests - School ","44.4","75.6","60.8",".","0170511","201314"
"1368","All Tests - District ","53.2","61.5","67.4","65.9","0170511","201314"
"1369","Sit & Reach ","95.4","96.7","96.8","N/A","0170511","201415"
"1370","Curl Up ","98.2","96.7","93.5","N/A","0170511","201415"
"1371","Push Up ","50.5","84.8","84.9","N/A","0170511","201415"
"1372","Mile Run/PACER ","89","88","82.8","N/A","0170511","201415"
"1373","All Tests - School ","42.2","77.2","71","N/A","0170511","201415"
"1374","All Tests - District ","54.2","63.2","66.1","65.0","0170511","201415"
"1375","Sit & Reach ","75","95.8","93.9","N/A","0170511","201516"
"1376","Curl Up ","85","93.8","97","N/A","0170511","201516"
"1377","Push Up ","66.3","78.1","83.8","N/A","0170511","201516"
"1378","Mile Run/PACER ","90","81.3","74.7","N/A","0170511","201516"
"1379","All Tests - School ","48.8","77.1","69.7","N/A","0170511","201516"
"1380","All Tests - District ","50","65.4","65.1","63.2","0170511","201516"
"1381","Sit & Reach ","93",". ",". ",".","0171111","201314"
"1382","Curl Up ","76.7",". ",". ",".","0171111","201314"
"1383","Push Up ","77.9",". ",". ",".","0171111","201314"
"1384","Mile Run/PACER ","94.2",". ",". ",".","0171111","201314"
"1385","All Tests - School ","59.3",". ",". ",".","0171111","201314"
"1386","All Tests - District ","53.2","61.5 ","67.4 ","65.9","0171111","201314"
"1387","Sit & Reach ","93.6","N/A ","N/A ","N/A","0171111","201415"
"1388","Curl Up ","93.6","N/A ","N/A ","N/A","0171111","201415"
"1389","Push Up ","79.5","N/A ","N/A ","N/A","0171111","201415"
"1390","Mile Run/PACER ","88.5","N/A ","N/A ","N/A","0171111","201415"
"1391","All Tests - School ","65.4","N/A ","N/A ","N/A","0171111","201415"
"1392","All Tests - District ","54.2","63.2 ","66.1 ","65.0","0171111","201415"
"1393","Sit & Reach ","87.5","N/A ","N/A ","N/A","0171111","201516"
"1394","Curl Up ","90.6","N/A ","N/A ","N/A","0171111","201516"
"1395","Push Up ","53.1","N/A ","N/A ","N/A","0171111","201516"
"1396","Mile Run/PACER ","100","N/A ","N/A ","N/A","0171111","201516"
"1397","All Tests - School ","50","N/A ","N/A ","N/A","0171111","201516"
"1398","All Tests - District ","50","65.4 ","65.1 ","63.2","0171111","201516"
"1399","Sit & Reach ","91.9",". ",". ",".","0171211","201314"
"1400","Curl Up ","86.5",". ",". ",".","0171211","201314"
"1401","Push Up ","67.6",". ",". ",".","0171211","201314"
"1402","Mile Run/PACER ","70.3",". ",". ",".","0171211","201314"
"1403","All Tests - School ","44.6",". ",". ",".","0171211","201314"
"1404","All Tests - District ","53.2","61.5 ","67.4 ","65.9","0171211","201314"
"1405","Sit & Reach ","88.7","N/A ","N/A ","N/A","0171211","201415"
"1406","Curl Up ","84.5","N/A ","N/A ","N/A","0171211","201415"
"1407","Push Up ","63.4","N/A ","N/A ","N/A","0171211","201415"
"1408","Mile Run/PACER ","69","N/A ","N/A ","N/A","0171211","201415"
"1409","All Tests - School ","38","N/A ","N/A ","N/A","0171211","201415"
"1410","All Tests - District ","54.2","63.2 ","66.1 ","65.0","0171211","201415"
"1411","Sit & Reach ","67.5","N/A ","N/A ","N/A","0171211","201516"
"1412","Curl Up ","80.7","N/A ","N/A ","N/A","0171211","201516"
"1413","Push Up ","60.2","N/A ","N/A ","N/A","0171211","201516"
"1414","Mile Run/PACER ","66.3","N/A ","N/A ","N/A","0171211","201516"
"1415","All Tests - School ","34.9","N/A ","N/A ","N/A","0171211","201516"
"1416","All Tests - District ","50","65.4 ","65.1 ","63.2","0171211","201516"
"1417","Sit & Reach ","94.4",". ",". ",".","0171411","201314"
"1418","Curl Up ","90.7",". ",". ",".","0171411","201314"
"1419","Push Up ","72.2",". ",". ",".","0171411","201314"
"1420","Mile Run/PACER ","83.3",". ",". ",".","0171411","201314"
"1421","All Tests - School ","66.7",". ",". ",".","0171411","201314"
"1422","All Tests - District ","53.2","61.5 ","67.4 ","65.9","0171411","201314"
"1423","Sit & Reach ","97","N/A ","N/A ","N/A","0171411","201415"
"1424","Curl Up ","95.5","N/A ","N/A ","N/A","0171411","201415"
"1425","Push Up ","68.2","N/A ","N/A ","N/A","0171411","201415"
"1426","Mile Run/PACER ","90.9","N/A ","N/A ","N/A","0171411","201415"
"1427","All Tests - School ","65.2","N/A ","N/A ","N/A","0171411","201415"
"1428","All Tests - District ","54.2","63.2 ","66.1 ","65.0","0171411","201415"
"1429","Sit & Reach ","84.4","N/A ","N/A ","N/A","0171411","201516"
"1430","Curl Up ","96.9","N/A ","N/A ","N/A","0171411","201516"
"1431","Push Up ","59.4","N/A ","N/A ","N/A","0171411","201516"
"1432","Mile Run/PACER ","82.8","N/A ","N/A ","N/A","0171411","201516"
"1433","All Tests - School ","50","N/A ","N/A ","N/A","0171411","201516"
"1434","All Tests - District ","50","65.4 ","65.1 ","63.2","0171411","201516"
"1435","Sit & Reach ","92.5",". ",". ",".","0171711","201314"
"1436","Curl Up ","83",". ",". ",".","0171711","201314"
"1437","Push Up ","92.5",". ",". ",".","0171711","201314"
"1438","Mile Run/PACER ","83",". ",". ",".","0171711","201314"
"1439","All Tests - School ","71.7",". ",". ",".","0171711","201314"
"1440","All Tests - District ","53.2","61.5 ","67.4 ","65.9","0171711","201314"
"1441","Sit & Reach ","92.1","N/A ","N/A ","N/A","0171711","201415"
"1442","Curl Up ","96.8","N/A ","N/A ","N/A","0171711","201415"
"1443","Push Up ","82.5","N/A ","N/A ","N/A","0171711","201415"
"1444","Mile Run/PACER ","93.7","N/A ","N/A ","N/A","0171711","201415"
"1445","All Tests - School ","73","N/A ","N/A ","N/A","0171711","201415"
"1446","All Tests - District ","54.2","63.2 ","66.1 ","65.0","0171711","201415"
"1447","Sit & Reach ","87.7","N/A ","N/A ","N/A","0171711","201516"
"1448","Curl Up ","95.4","N/A ","N/A ","N/A","0171711","201516"
"1449","Push Up ","80","N/A ","N/A ","N/A","0171711","201516"
"1450","Mile Run/PACER ","95.4","N/A ","N/A ","N/A","0171711","201516"
"1451","All Tests - School ","70.8","N/A ","N/A ","N/A","0171711","201516"
"1452","All Tests - District ","50","65.4 ","65.1 ","63.2","0171711","201516"
"1453","Sit & Reach ","62.3",". ",". ",".","0171911","201314"
"1454","Curl Up ","93.4",". ",". ",".","0171911","201314"
"1455","Push Up ","65.6",". ",". ",".","0171911","201314"
"1456","Mile Run/PACER ","82",". ",". ",".","0171911","201314"
"1457","All Tests - School ","44.3",". ",". ",".","0171911","201314"
"1458","All Tests - District ","53.2","61.5 ","67.4 ","65.9","0171911","201314"
"1459","Sit & Reach ","64.9","N/A ","N/A ","N/A","0171911","201415"
"1460","Curl Up ","89.2","N/A ","N/A ","N/A","0171911","201415"
"1461","Push Up ","66.2","N/A ","N/A ","N/A","0171911","201415"
"1462","Mile Run/PACER ","82.4","N/A ","N/A ","N/A","0171911","201415"
"1463","All Tests - School ","44.6","N/A ","N/A ","N/A","0171911","201415"
"1464","All Tests - District ","54.2","63.2 ","66.1 ","65.0","0171911","201415"
"1465","Sit & Reach ","78.8","N/A ","N/A ","N/A","0171911","201516"
"1466","Curl Up ","97","N/A ","N/A ","N/A","0171911","201516"
"1467","Push Up ","74.2","N/A ","N/A ","N/A","0171911","201516"
"1468","Mile Run/PACER ","87.9","N/A ","N/A ","N/A","0171911","201516"
"1469","All Tests - School ","53","N/A ","N/A ","N/A","0171911","201516"
"1470","All Tests - District ","50","65.4 ","65.1 ","63.2","0171911","201516"
"1471","Sit & Reach ","87.9","90.8","95.7",".","0172011","201314"
"1472","Curl Up ","94.9","95.9","96.7",".","0172011","201314"
"1473","Push Up ","57.6","49","59.8",".","0172011","201314"
"1474","Mile Run/PACER ","92.9","99","92.4",".","0172011","201314"
"1475","All Tests - School ","54.5","48","56.5",".","0172011","201314"
"1476","All Tests - District ","53.2","61.5","67.4","65.9","0172011","201314"
"1477","Sit & Reach ","94.2","93.8","96.4","N/A","0172011","201415"
"1478","Curl Up ","97.5","95","95.2","N/A","0172011","201415"
"1479","Push Up ","66.1","56.3","64.3","N/A","0172011","201415"
"1480","Mile Run/PACER ","97.5","95","95.2","N/A","0172011","201415"
"1481","All Tests - School ","65.3","52.5","63.1","N/A","0172011","201415"
"1482","All Tests - District ","54.2","63.2","66.1","65.0","0172011","201415"
"1483","Sit & Reach ","86.2","90","96.9","N/A","0172011","201516"
"1484","Curl Up ","92.6","96","96.9","N/A","0172011","201516"
"1485","Push Up ","64.9","64","56.1","N/A","0172011","201516"
"1486","Mile Run/PACER ","94.7","93","92.9","N/A","0172011","201516"
"1487","All Tests - School ","56.4","64","56.1","N/A","0172011","201516"
"1488","All Tests - District ","50","65.4","65.1","63.2","0172011","201516"
"1489","Sit & Reach ",". ","89.2","92.2",".","0175111","201314"
"1490","Curl Up ",". ","86.5","94.1",".","0175111","201314"
"1491","Push Up ",". ","74.9","79.4",".","0175111","201314"
"1492","Mile Run/PACER ",". ","83.9","82.4",".","0175111","201314"
"1493","All Tests - School ",". ","61.4","68.1",".","0175111","201314"
"1494","All Tests - District ","53.2 ","61.5","67.4","65.9","0175111","201314"
"1495","Sit & Reach ","N/A ","83.1","91.7","N/A","0175111","201415"
"1496","Curl Up ","N/A ","81.6","89.8","N/A","0175111","201415"
"1497","Push Up ","N/A ","71.3","79.9","N/A","0175111","201415"
"1498","Mile Run/PACER ","N/A ","87.7","87.1","N/A","0175111","201415"
"1499","All Tests - School ","N/A ","63.2","68.9","N/A","0175111","201415"
"1500","All Tests - District ","54.2 ","63.2","66.1","65.0","0175111","201415"
"1501","Sit & Reach ","N/A ","83.1","91.7","N/A","0175111","201516"
"1502","Curl Up ","N/A ","81.6","89.8","N/A","0175111","201516"
"1503","Push Up ","N/A ","71.3","79.9","N/A","0175111","201516"
"1504","Mile Run/PACER ","N/A ","87.7","87.1","N/A","0175111","201516"
"1505","All Tests - School ","N/A ","63.2","68.9","N/A","0175111","201516"
"1506","All Tests - District ","50.0 ","65.4","65.1","63.2","0175111","201516"
"1507","Sit & Reach ",". ","86.7","96.6",".","0175211","201314"
"1508","Curl Up ",". ","85.8","92.7",".","0175211","201314"
"1509","Push Up ",". ","75.8","83.7",".","0175211","201314"
"1510","Mile Run/PACER ",". ","90","90.4",".","0175211","201314"
"1511","All Tests - School ",". ","63.3","75.8",".","0175211","201314"
"1512","All Tests - District ","53.2 ","61.5","67.4","65.9","0175211","201314"
"1513","Sit & Reach ","N/A ","88.7","89.4","N/A","0175211","201415"
"1514","Curl Up ","N/A ","80.1","92.4","N/A","0175211","201415"
"1515","Push Up ","N/A ","71.5","71.2","N/A","0175211","201415"
"1516","Mile Run/PACER ","N/A ","90.7","84.8","N/A","0175211","201415"
"1517","All Tests - School ","N/A ","60.3","59.1","N/A","0175211","201415"
"1518","All Tests - District ","54.2 ","63.2","66.1","65.0","0175211","201415"
"1519","Sit & Reach ","N/A ","84.1","84.9","N/A","0175211","201516"
"1520","Curl Up ","N/A ","83.3","81.7","N/A","0175211","201516"
"1521","Push Up ","N/A ","72","73.8","N/A","0175211","201516"
"1522","Mile Run/PACER ","N/A ","94.7","86.5","N/A","0175211","201516"
"1523","All Tests - School ","N/A ","62.1","60.3","N/A","0175211","201516"
"1524","All Tests - District ","50.0 ","65.4","65.1","63.2","0175211","201516"
"1525","Sit & Reach ",". ",". ",". ","87.1","0176111","201314"
"1526","Curl Up ",". ",". ",". ","63.2","0176111","201314"
"1527","Push Up ",". ",". ",". ","78.4","0176111","201314"
"1528","Mile Run/PACER ",". ",". ",". ","83.2","0176111","201314"
"1529","All Tests - School ",". ",". ",". ","58.4","0176111","201314"
"1530","All Tests - District ","53.2 ","61.5 ","67.4 ","65.9","0176111","201314"
"1531","Sit & Reach ","N/A ","N/A ","N/A ","86.3","0176111","201415"
"1532","Curl Up ","N/A ","N/A ","N/A ","91.3","0176111","201415"
"1533","Push Up ","N/A ","N/A ","N/A ","78.3","0176111","201415"
"1534","Mile Run/PACER ","N/A ","N/A ","N/A ","72.9","0176111","201415"
"1535","All Tests - School ","N/A ","N/A ","N/A ","65.7","0176111","201415"
"1536","All Tests - District ","54.2 ","63.2 ","66.1 ","65","0176111","201415"
"1537","Sit & Reach ","N/A ","N/A ","N/A ","85.5","0176111","201516"
"1538","Curl Up ","N/A ","N/A ","N/A ","92","0176111","201516"
"1539","Push Up ","N/A ","N/A ","N/A ","75.9","0176111","201516"
"1540","Mile Run/PACER ","N/A ","N/A ","N/A ","66.3","0176111","201516"
"1541","All Tests - School ","N/A ","N/A ","N/A ","61.8","0176111","201516"
"1542","All Tests - District ","50.0 ","65.4 ","65.1 ","63.2","0176111","201516"
"1543","Sit & Reach ",". ",". ",". ","94.3","0176211","201314"
"1544","Curl Up ",". ",". ",". ","90.5","0176211","201314"
"1545","Push Up ",". ",". ",". ","74.9","0176211","201314"
"1546","Mile Run/PACER ",". ",". ",". ","75.9","0176211","201314"
"1547","All Tests - School ",". ",". ",". ","73.3","0176211","201314"
"1548","All Tests - District ","53.2 ","61.5 ","67.4 ","65.9","0176211","201314"
