"school_id","year","attendance"
"2130412","201415",293
"2130412","201516",266
"2130512","201314",254
"2130512","201415",239
"2130512","201516",238
"2135112","201314",334
"2135112","201415",338
"2135112","201516",318
"2136112","201314",576
"2136112","201415",556
"2136112","201516",556
"2140112","201314",283
"2140112","201415",264
"2140112","201516",256
"2140212","201314",379
"2140212","201415",359
"2140212","201516",365
"2145112","201314",371
"2145112","201415",364
"2145112","201516",339
"2146112","201314",801
"2146112","201415",751
"2146112","201516",750
"2150412","201314",373
"2150412","201415",378
"2150412","201516",372
"2150512","201314",430
"2150512","201415",391
"2150512","201516",353
"2150612","201314",367
"2150612","201415",348
"2150612","201516",329
"2150712","201314",553
"2150712","201415",521
"2150712","201516",517
"2155112","201314",530
"2155112","201415",545
"2155112","201516",549
"2155212","201314",471
"2155212","201415",460
"2155212","201516",446
"2156212","201314",1254
"2156212","201415",1204
"2156212","201516",1185
"2160112","201314",422
"2160112","201415",420
"2160112","201516",380
"2160512","201516",616
"2165112","201314",560
"2165112","201415",570
"2165112","201516",568
"2166012","201314",715
"2166012","201415",680
"2166012","201516",685
"2170112","201314",251
"2170112","201415",235
"2170112","201516",220
"2170212","201314",307
"2170212","201415",299
"2170212","201516",278
"2170312","201314",292
"2170312","201415",264
"2170312","201516",256
"2175112","201314",800
"2175112","201415",762
"2175112","201516",746
"2176112","201314",619
"2176112","201415",615
"2176112","201516",618
"2180112","201314",207
"2180112","201415",215
"2180112","201516",204
"2180212","201314",246
"2180212","201415",221
"2180212","201516",266
"2180312","201314",159
"2180312","201415",126
"2180312","201516",46
"2185112","201314",365
"2185112","201415",352
"2185112","201516",351
"2186112","201314",428
"2186112","201415",437
"2186112","201516",460
"2196112","201314",1196
"2196112","201415",1152
"2196112","201516",1153
"2410114","201314",410
"2410114","201415",435
"2410114","201516",451
"2410214","201314",441
"2410214","201415",446
"2410214","201516",457
"2410314","201314",392
"2410314","201415",468
"2410314","201516",455
"2410414","201314",415
"2410414","201415",465
"2410414","201516",467
"2410514","201314",405
"2410514","201415",459
"2410514","201516",468
"2410614","201314",217
"2410614","201415",313
"2410614","201516",354
"2410714","201314",222
"2410714","201415",297
"2410714","201516",343
"2413114","201314",342
"2413114","201415",357
"2413114","201516",354
"2415014","201314",660
"2415014","201415",664
"2415014","201516",654
"2415114","201314",562
"2415114","201415",636
"2415114","201516",702
"2415214","201314",404
"2415214","201415",519
"2415214","201516",455
"2415314","201314",327
"2415314","201415",328
"2415314","201516",337
"2416114","201314",722
"2416114","201415",736
"2416114","201516",726
"2416414","201314",438
"2416414","201415",457
"2416414","201516",440
"2416514","201314",361
"2416514","201415",529
"2416514","201516",517
"2416714","201314",189
"2416714","201415",303
"2416714","201516",399
"2418114","201314",282
"2418114","201415",356
"2418114","201516",405
"2430114","201314",471
"2430114","201415",459
"2430114","201516",468
"2440314","201314",631
"2440314","201415",631
"2440314","201516",632
"2445114","201314",711
"2445114","201415",713
"2445114","201516",726
"2450114","201314",533
"2450114","201415",533
"2450114","201516",535
"2450214","201314",513
"2450214","201415",512
"2450214","201516",505
"2450314","201314",235
"2450314","201415",307
"2450314","201516",370
"2455014","201314",118
"2455014","201415",138
"2455014","201516",145
"2456014","201314",392
"2456014","201415",407
"2456014","201516",434
"2456114","201314",253
"2456114","201415",272
"2456114","201516",271
"2456214","201314",61
"2456214","201415",61
"2456214","201516",67
"2536014","201314",144
"2536014","201415",141
"2536014","201516",129
"2536114","201314",127
"2536114","201415",160
"2536114","201516",179
"2610113","201314",704
"2610113","201415",716
"2610113","201516",734
"2635113","201314",325
"2635113","201415",328
"2635113","201516",328
"2640113","201314",330
"2640113","201415",331
"2640113","201516",331
"2655113","201314",246
"2655113","201415",262
"2655113","201516",271
"2686113","201314",180
"2686113","201415",180
"2686113","201516",186
"2696113","201314",277
"2696113","201415",275
"2696113","201516",279
"2700113","201314",235
"2700113","201415",235
"2700113","201516",236
"2726113","201314",83
"2726113","201415",88
"2726113","201516",92
"2785113","201314",162
"2785113","201415",119
"2785113","201516",125
"2795113","201314",937
"2795113","201415",984
"2795113","201516",1036
"2800113","201314",402
"2800113","201415",473
"2800113","201516",499
"2826013","201314",147
"2826013","201415",141
"2826013","201516",150
"2835113","201314",260
"2835113","201415",360
"2835113","201516",360
"2850113","201314",835
"2850113","201415",977
"2850113","201516",1016
"2860113","201314",361
"2860113","201415",403
"2860113","201516",462
"2880113","201314",870
"2880113","201415",954
"2890113","201314",624
"2890113","201415",635
"2890113","201516",703
"2900113","201314",115
"2900113","201415",150
"2900113","201516",186
"2910113","201415",70
"2910113","201516",113
"2930113","201415",132
"2930113","201516",143
"2940113","201415",127
"2940113","201516",226
"2950113","201415",91
"2950113","201516",180
"2960113","201516",164
"2970113","201516",249
"3360115","201314",9
"3360115","201415",8
"3360115","201516",6
"3360215","201314",3
"3360215","201415",2
"3360215","201516",1
