"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2012-13"

"",,,,"English Learner Status",,
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",475,29,504
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",734,15,749
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",624,0,624
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","*","*",585
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","*","*",462
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",385,33,418
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","*","*",401
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",332,18,350
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",363,0,363
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","*","*",403
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","*","*",340
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",1156,27,1183
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","*","*",352
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",494,12,506
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","*","*",566
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",323,9,332
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","*","*",292
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","*","*",592
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","*","*",1070
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",353,9,362
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","*","*",348
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",100,0,100
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",449,14,463
"Hamden School District","=""0620011""","Church Street School","=""0620211""",317,53,370
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",289,19,308
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1766,36,1802
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",881,18,899
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",266,22,288
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",309,25,334
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",298,38,336
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",422,7,429
"Hamden School District","=""0620011""","West Woods School","=""0621411""",443,18,461
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",116,0,116
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",379,177,556
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",433,87,520
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",252,71,323
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",75,12,87
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",208,14,222
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",342,13,355
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",315,92,407
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",403,183,586
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",321,277,598
"Hartford School District","=""0640011""","Burr School","=""0642311""",505,224,729
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",658,16,674
"Hartford School District","=""0640011""","Clark School","=""0642411""",309,70,379
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",684,17,701
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",213,31,244
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",42,15,57
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",535,35,570
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",557,145,702
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",393,27,420
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",261,13,274
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",313,125,438
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",427,106,533
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",357,132,489
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",778,42,820
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",33,7,40
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",324,49,373
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",169,26,195
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",512,191,703
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",707,53,760
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",342,191,533
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",359,23,382
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",261,124,385
"Hartford School District","=""0640011""","Milner School","=""0641911""",278,95,373
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",273,6,279
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",575,148,723
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",99,11,110
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",435,129,564
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",312,17,329
"Hartford School District","=""0640011""","Rawson School","=""0641711""",543,29,572
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""","*","*",121
"Hartford School District","=""0640011""","SAND School","=""0640111""",381,103,484
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",337,19,356
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",313,181,494
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",293,33,326
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",636,56,692
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",387,16,403
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",607,19,626
"Hartford School District","=""0640011""","West Middle School","=""0642111""",450,185,635
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",316,76,392
"Hartland School District","=""0650011""","Hartland School","=""0650111""",214,0,214
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",352,0,352
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","*","*",584
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",341,0,341
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",297,33,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",165,26,191
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",589,0,589
"Kent School District","=""0680011""","Kent Center School","=""0680111""","*","*",271
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","*","*",87
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",454,11,465
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",885,8,893
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",780,11,791
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",409,27,436
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",321,0,321
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",90,16,106
"Learn","=""2450014""","Learn Special Education","=""2459014""",28,0,28
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","*","*",178
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",466,83,549
"Learn","=""2450014""","The Friendship School","=""2450214""",504,9,513
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",33,0,33
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",438,0,438
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","*","*",368
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","*","*",423
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",219,6,225
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",348,7,355
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","*","*",284
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","*","*",418
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",954,7,961
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","*","*",348
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",21,0,21
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","*","*",422
"Litchfield School District","=""0740011""","Center School","=""0740211""",280,0,280
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","*","*",498
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",251,0,251
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*","*",1255
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","*","*",533
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","*","*",266
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",456,6,462
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",224,0,224
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",48,0,48
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","*","*",591
"Manchester School District","=""0770011""","Bowers School","=""0770111""",386,21,407
"Manchester School District","=""0770011""","Buckley School","=""0770311""",318,14,332
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",385,21,406
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",254,10,264
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",761,35,796
"Manchester School District","=""0770011""","Keeney School","=""0770611""",339,7,346
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",1630,63,1693
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",192,0,192
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","*","*",80
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",14,0,14
"Manchester School District","=""0770011""","Martin School","=""0771611""",267,23,290
"Manchester School District","=""0770011""","Robertson School","=""0771011""",321,34,355
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",293,37,330
"Manchester School District","=""0770011""","Waddell School","=""0771311""",328,24,352
"Manchester School District","=""0770011""","Washington School","=""0771411""",342,37,379
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",266,8,274
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",205,16,221
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",561,9,570
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",241,11,252
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*","*",639
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",549,61,610
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",468,32,500
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",527,67,594
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",1055,162,1217
"Meriden School District","=""0800011""","Hanover School","=""0800311""",476,93,569
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",497,67,564
"Meriden School District","=""0800011""","John Barry School","=""0800511""",417,62,479
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",656,99,755
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",1103,71,1174
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",432,68,500
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",300,128,428
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",703,80,783
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",283,22,305
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",309,18,327
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",327,6,333
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",311,16,327
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",249,13,262
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",1280,27,1307
"Middletown School District","=""0830011""","Moody School","=""0831211""",282,8,290
"Middletown School District","=""0830011""","Snow School","=""0831111""",352,10,362
"Middletown School District","=""0830011""","Spencer School","=""0830111""",334,12,346
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""",14,0,14
"Middletown School District","=""0830011""","Wesley School","=""0831411""",315,14,329
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",662,16,678
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","*","*",269
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","*","*",492
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","*","*",614
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",372,28,400
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","*","*",1001
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","*","*",1000
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",294,13,307
"Milford School District","=""0840011""","Mathewson School","=""0841711""",371,35,406
"Milford School District","=""0840011""","Meadowside School","=""0840711""","*","*",447
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","*","*",395
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","*","*",356
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",385,7,392
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",553,11,564
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",517,6,523
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","*","*",853
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",1227,0,1227
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",370,0,370
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",494,9,503
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",358,6,364
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",591,6,597
"Montville School District","=""0860011""","Mohegan School","=""0860111""",321,47,368
"Montville School District","=""0860011""","Montville High School","=""0866111""",699,22,721
"Montville School District","=""0860011""","Oakdale School","=""0860511""","*","*",373
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",23,0,23
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",231,16,247
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",20,0,20
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",679,24,703
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",244,8,252
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",119,0,119
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",399,15,414
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",325,28,353
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",496,25,521
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",1263,36,1299
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",248,23,271
"Naugatuck School District","=""0880011""","Western School","=""0880711""",270,10,280
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""","*","*",399
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",38,10,48
"New Britain School District","=""0890011""","CLIMB","=""0899411""","*","*",13
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",507,57,564
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",471,430,901
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",525,54,579
"New Britain School District","=""0890011""","Holmes School","=""0890611""",361,47,408
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",169,0,169
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",369,113,482
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",640,114,754
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2101,429,2530
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",38,9,47
"New Britain School District","=""0890011""","Northend School","=""0890911""",149,6,155
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",398,119,517
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",387,40,427
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",659,67,726
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",484,72,556
"New Britain School District","=""0890011""","Smith School","=""0891311""",651,81,732
"New Britain School District","=""0890011""","Vance School","=""0891511""",566,57,623
"New Canaan School District","=""0900011""","East School","=""0900411""",559,6,565
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",1268,7,1275
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",1274,14,1288
"New Canaan School District","=""0900011""","South School","=""0900211""","*","*",554
"New Canaan School District","=""0900011""","West School","=""0900311""","*","*",531
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",518,17,535
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",591,8,599
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",1010,0,1010
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","*","*",654
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","*","*",343
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",110,0,110
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","*","*",112
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",442,7,449
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",520,37,557
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",458,55,513
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",516,38,554
"New Haven School District","=""0930011""","Beecher School","=""0930311""",475,11,486
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",516,45,561
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",466,22,488
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",482,34,516
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",379,26,405
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",436,17,453
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",403,164,567
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",269,198,467
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",567,58,625
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",624,14,638
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",190,7,197
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",502,9,511
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","*","*",41
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",46,0,46
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",117,0,117
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",371,63,434
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","*","*",387
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",343,362,705
"New Haven School District","=""0930011""","Headstart","=""0938011""",334,0,334
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",281,0,281
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",223,18,241
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",297,166,463
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",654,44,698
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",892,84,976
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",402,106,508
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",351,186,537
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",567,13,580
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",364,20,384
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",502,44,546
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",367,17,384
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",280,7,287
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*",25
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",208,57,265
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",104,9,113
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",438,87,525
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",543,53,596
"New Haven School District","=""0930011""","Sound School","=""0936711""","*","*",334
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",358,119,477
"New Haven School District","=""0930011""","Truman School","=""0932911""",315,181,496
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",215,11,226
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",403,7,410
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1127,231,1358
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",369,44,413
"New London School District","=""0950011""","Jennings School","=""0950311""",319,211,530
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",470,123,593
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",393,73,466
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",12,6,18
"New London School District","=""0950011""","New London High School","=""0956111""",775,158,933
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",470,58,528
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",421,43,464
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",409,10,419
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",11,0,11
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",1461,19,1480
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","*","*",481
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",999,32,1031
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",702,12,714
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",444,27,471
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",294,10,304
"Newington School District","=""0940011""","John Paterson School","=""0940811""",423,26,449
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",689,16,705
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",570,7,577
"Newington School District","=""0940011""","Newington High School","=""0946111""",1391,31,1422
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",364,30,394
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*","*",361
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","*","*",339
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","*","*",451
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","*","*",1760
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","*","*",892
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",56,0,56
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","*","*",819
"Newtown School District","=""0970011""","STARR","=""0979011""","*",0,"*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",454,0,454
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",116,0,116
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","*",0,"*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","*","*",441
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",630,6,636
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","*","*",536
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","*",0,"*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","*","*",468
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","*","*",315
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",369,8,377
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",379,15,394
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",358,7,365
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1179,8,1187
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",763,10,773
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",398,6,404
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",385,0,385
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",203,0,203
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",176,0,176
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1534,124,1658
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",414,106,520
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",315,13,328
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",455,48,503
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",413,43,456
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",458,121,579
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",418,130,548
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",388,96,484
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",408,54,462
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",574,36,610
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1441,98,1539
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",46,6,52
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",558,53,611
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",412,33,445
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",417,44,461
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",349,121,470
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",299,95,394
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",602,48,650
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",268,34,302
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",2134,130,2264
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",16,0,16
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","*","*",36
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","*","*",16
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",318,94,412
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",634,65,699
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",354,92,446
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",435,28,463
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",396,55,451
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",316,23,339
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",242,35,277
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",312,32,344
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""",14,0,14
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",262,16,278
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",324,0,324
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",404,11,415
