"Student Counts by School and Gender"
"All Districts, All Schools"
"2013-14"

"",,,,"Gender",,
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",220,224,444
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",386,393,779
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",209,196,405
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",1300,1336,2636
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",192,194,386
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",195,183,378
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",168,176,344
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",114,150,264
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",221,226,447
"Greenwich School District","=""0570011""","North Street School","=""0570811""",184,210,394
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",208,220,428
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",123,142,265
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",228,268,496
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",230,274,504
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",363,423,786
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",296,306,602
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",293,284,577
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",212,237,449
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",176,235,411
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",197,188,385
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",191,171,362
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",204,218,422
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",198,212,410
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",141,153,294
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",556,567,1123
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",163,170,333
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",236,244,480
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",292,288,580
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",147,166,313
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",123,164,287
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",300,283,583
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",521,546,1067
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",170,173,343
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",157,180,337
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",56,81,137
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",223,226,449
"Hamden School District","=""0620011""","Church Street School","=""0620211""",173,179,352
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",158,151,309
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",865,946,1811
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",410,455,865
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",146,184,330
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",127,172,299
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",161,167,328
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",219,216,435
"Hamden School District","=""0620011""","West Woods School","=""0621411""",213,237,450
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",45,66,111
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",305,330,635
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",232,295,527
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",136,142,278
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",66,107,173
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",120,132,252
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",191,170,361
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",166,212,378
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",195,298,493
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",255,286,541
"Hartford School District","=""0640011""","Burr School","=""0642311""",324,384,708
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",345,356,701
"Hartford School District","=""0640011""","Clark School","=""0642411""",190,179,369
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",389,301,690
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",140,154,294
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",255,341,596
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",290,303,593
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",258,234,492
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",152,97,249
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",110,304,414
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",224,257,481
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",326,132,458
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",518,400,918
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""",69,51,120
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",8,35,43
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",167,176,343
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",97,104,201
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",327,331,658
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",504,315,819
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",304,265,569
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",138,178,316
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",142,149,291
"Hartford School District","=""0640011""","Milner School","=""0641911""",204,172,376
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",140,151,291
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",87,71,158
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",318,342,660
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",53,46,99
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",261,282,543
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",109,221,330
"Hartford School District","=""0640011""","Rawson School","=""0641711""",228,270,498
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",74,54,128
"Hartford School District","=""0640011""","SAND School","=""0640111""",215,244,459
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",143,216,359
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",233,259,492
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",144,153,297
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",322,383,705
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",124,284,408
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",320,355,675
"Hartford School District","=""0640011""","West Middle School","=""0642111""",236,262,498
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",159,195,354
"Hartland School District","=""0650011""","Hartland School","=""0650111""",94,110,204
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",160,184,344
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",258,265,523
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",181,180,361
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",163,167,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",139,107,246
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",384,320,704
"Kent School District","=""0680011""","Kent Center School","=""0680111""",119,153,272
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",41,60,101
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",204,223,427
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",442,413,855
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",386,375,761
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",237,213,450
"Killingly School District","=""0690011""","Sunrise Community School","=""0690411""",9,38,47
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",224,168,392
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",64,54,118
"Learn","=""2450014""","Learn Special Education","=""2459014""","*","*",32
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",126,127,253
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",271,262,533
"Learn","=""2450014""","Riverside Magnet School at Goodwin College","=""2450314""",116,119,235
"Learn","=""2450014""","The Friendship School","=""2450214""",247,266,513
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",39,22,61
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",178,214,392
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",162,196,358
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",229,167,396
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",102,123,225
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",183,177,360
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",134,140,274
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",198,220,418
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",499,434,933
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",165,182,347
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",184,212,396
"Litchfield School District","=""0740011""","Center School","=""0740211""",132,136,268
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",223,249,472
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",132,113,245
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",628,623,1251
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",266,280,546
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",137,159,296
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",142,201,343
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",115,127,242
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",16,29,45
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",273,287,560
"Manchester School District","=""0770011""","Bowers School","=""0770111""",203,222,425
"Manchester School District","=""0770011""","Buckley School","=""0770311""",161,199,360
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",178,196,374
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",123,144,267
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",375,426,801
"Manchester School District","=""0770011""","Keeney School","=""0770611""",170,166,336
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",827,792,1619
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",85,106,191
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",28,64,92
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",8,7,15
"Manchester School District","=""0770011""","Martin School","=""0771611""",156,126,282
"Manchester School District","=""0770011""","Robertson School","=""0771011""",206,174,380
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",171,193,364
"Manchester School District","=""0770011""","Waddell School","=""0771311""",152,190,342
"Manchester School District","=""0770011""","Washington School","=""0771411""",168,194,362
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",127,129,256
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",89,112,201
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",267,279,546
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",126,116,242
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",289,316,605
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",289,323,612
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",198,216,414
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",282,299,581
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",559,614,1173
"Meriden School District","=""0800011""","Hanover School","=""0800311""",277,325,602
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",311,300,611
"Meriden School District","=""0800011""","John Barry School","=""0800511""",244,265,509
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",362,407,769
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",547,609,1156
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",230,247,477
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",232,214,446
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",364,397,761
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",153,169,322
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",184,183,367
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",175,144,319
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",143,160,303
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",102,102,204
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",629,623,1252
"Middletown School District","=""0830011""","Moody School","=""0831211""",129,154,283
"Middletown School District","=""0830011""","Snow School","=""0831111""",185,214,399
"Middletown School District","=""0830011""","Spencer School","=""0830111""",154,176,330
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""",7,11,18
"Middletown School District","=""0830011""","Wesley School","=""0831411""",157,165,322
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",325,341,666
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",125,129,254
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",229,237,466
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",259,295,554
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",186,195,381
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",515,498,1013
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",458,505,963
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",146,164,310
"Milford School District","=""0840011""","Mathewson School","=""0841711""",181,196,377
"Milford School District","=""0840011""","Meadowside School","=""0840711""",204,257,461
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",167,221,388
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",173,168,341
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",192,182,374
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",237,286,523
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",241,281,522
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",379,433,812
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",579,609,1188
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",182,189,371
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",245,229,474
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",167,187,354
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",284,292,576
"Montville School District","=""0860011""","Mohegan School","=""0860111""",200,165,365
"Montville School District","=""0860011""","Montville High School","=""0866111""",350,352,702
"Montville School District","=""0860011""","Oakdale School","=""0860511""",174,212,386
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",7,18,25
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",108,131,239
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""","*","*",16
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",335,344,679
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",145,144,289
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",61,65,126
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",148,212,360
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",140,186,326
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",239,270,509
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",604,663,1267
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",119,155,274
"Naugatuck School District","=""0880011""","Western School","=""0880711""",130,131,261
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",202,200,402
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",11,38,49
"New Britain School District","=""0890011""","CLIMB","=""0899411""",8,17,25
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",228,273,501
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",419,360,779
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",251,342,593
"New Britain School District","=""0890011""","Holmes School","=""0890611""",224,265,489
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",86,81,167
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",216,208,424
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",349,359,708
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1182,1299,2481
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",12,28,40
"New Britain School District","=""0890011""","Northend School","=""0890911""",138,150,288
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",282,351,633
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",177,217,394
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",301,317,618
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",296,358,654
"New Britain School District","=""0890011""","Smith School","=""0891311""",321,350,671
"New Britain School District","=""0890011""","Vance School","=""0891511""",270,267,537
"New Canaan School District","=""0900011""","East School","=""0900411""",243,287,530
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",625,639,1264
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",648,666,1314
"New Canaan School District","=""0900011""","South School","=""0900211""",265,270,535
"New Canaan School District","=""0900011""","West School","=""0900311""",272,265,537
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",255,294,549
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",266,294,560
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",464,526,990
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",302,324,626
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",173,150,323
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",58,59,117
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",51,53,104
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",222,226,448
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",259,295,554
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",244,243,487
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",282,300,582
"New Haven School District","=""0930011""","Beecher School","=""0930311""",228,257,485
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",241,291,532
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",321,149,470
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",240,265,505
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",222,260,482
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",198,196,394
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",269,288,557
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",227,221,448
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",315,323,638
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",424,211,635
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",44,164,208
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",267,249,516
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","*","*",42
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",14,16,30
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",50,69,119
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",245,242,487
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",150,339,489
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",377,382,759
"New Haven School District","=""0930011""","Headstart","=""0938011""",192,165,357
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",143,125,268
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",160,102,262
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",214,236,450
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",396,287,683
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",449,532,981
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",245,268,513
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",251,263,514
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",294,318,612
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",155,188,343
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",227,321,548
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",209,180,389
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",148,129,277
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",14,0,14
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",182,147,329
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",41,63,104
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",242,249,491
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",352,299,651
"New Haven School District","=""0930011""","Sound School","=""0936711""",134,200,334
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",212,238,450
"New Haven School District","=""0930011""","Truman School","=""0932911""",223,239,462
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",98,124,222
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",176,224,400
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",702,719,1421
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",210,204,414
"New London School District","=""0950011""","Jennings School","=""0950311""",308,280,588
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",260,293,553
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",257,273,530
"New London School District","=""0950011""","New London High School","=""0956111""",374,507,881
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",220,297,517
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",216,257,473
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",198,188,386
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","*","*",11
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",716,710,1426
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",210,250,460
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",486,567,1053
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",334,341,675
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",229,243,472
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",150,152,302
"Newington School District","=""0940011""","John Paterson School","=""0940811""",203,224,427
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",321,379,700
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",295,299,594
"Newington School District","=""0940011""","Newington High School","=""0946111""",697,664,1361
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",194,170,364
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",173,176,349
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",146,157,303
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",209,209,418
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",831,882,1713
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",409,446,855
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",25,45,70
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",367,420,787
"Newtown School District","=""0970011""","STARR","=""0979011""","*","*","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",211,184,395
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",53,59,112
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","*","*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",173,242,415
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",309,301,610
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",260,248,508
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","*","*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",236,235,471
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",149,146,295
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",152,188,340
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",179,200,379
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",174,163,337
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",578,545,1123
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",360,423,783
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",199,205,404
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",190,188,378
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",105,113,218
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",57,97,154
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",859,820,1679
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",242,286,528
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",170,153,323
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",230,264,494
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",207,237,444
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",276,305,581
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",267,305,572
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",231,263,494
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",229,226,455
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",287,292,579
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",751,788,1539
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",38,28,66
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",316,316,632
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",206,223,429
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",222,229,451
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",234,244,478
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",188,197,385
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",302,352,654
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",137,171,308
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",1249,1075,2324
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",105,113,218
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",11,21,32
