"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2008-09"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",6,512,7,525
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",11,506,13,530
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",54,416,18,488
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",10,647,7,664
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",40,1074,14,1128
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","*",451,"*",473
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",11,720,6,737
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","*",364,"*",379
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","*",335,"*",350
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",10,313,7,330
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",46,629,15,690
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",14,395,6,415
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",15,721,11,747
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",9,265,9,283
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",177,2388,112,2677
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",121,198,62,381
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",16,352,7,375
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",60,264,14,338
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",47,143,37,227
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","*",452,"*",457
"Greenwich School District","=""0570011""","North Street School","=""0570811""","*","*",0,497
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","*","*",0,441
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","*",324,"*",328
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","*","*",0,517
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",81,367,46,494
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",248,627,56,931
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",120,619,27,766
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",94,296,28,418
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",14,347,13,374
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",216,213,39,468
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",73,296,65,434
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",117,212,40,369
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",99,237,96,432
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",48,214,64,326
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",27,369,16,412
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",57,238,27,322
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",256,995,137,1388
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",11,325,8,344
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",60,176,29,265
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",24,534,16,574
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",13,299,7,319
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","*",319,"*",335
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",18,576,10,604
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",41,1077,20,1138
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","*",422,"*",438
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",12,331,14,357
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",0,91,0,91
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",39,409,16,464
"Hamden School District","=""0620011""","Church Street School","=""0620211""",213,120,75,408
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",74,223,35,332
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",415,1574,124,2113
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",255,531,80,866
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",140,136,30,306
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",125,152,37,314
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",192,131,0,323
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",62,269,16,347
"Hamden School District","=""0620011""","West Woods School","=""0621411""",37,442,22,501
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",17,124,8,149
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",355,0,0,355
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",546,0,0,546
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",439,0,0,439
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",54,34,14,102
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",109,195,38,342
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",1381,0,0,1381
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",534,0,0,534
"Hartford School District","=""0640011""","Burr School","=""0642311""",520,0,0,520
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",113,105,53,271
"Hartford School District","=""0640011""","Clark School","=""0642411""",466,0,0,466
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",266,332,99,697
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",221,0,0,221
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",428,0,0,428
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",407,0,0,407
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",537,0,0,537
"Hartford School District","=""0640011""","Fox Middle School","=""0645111""",163,0,0,163
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",149,42,17,208
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",255,289,69,613
"Hartford School District","=""0640011""","Hartford Public High School","=""0646211""",1539,0,0,1539
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",59,0,0,59
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""",62,0,0,62
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",799,0,0,799
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",569,0,0,569
"Hartford School District","=""0640011""","Little Owls Learning Center","=""0648011""",17,0,0,17
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",783,0,0,783
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",522,0,0,522
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",396,0,0,396
"Hartford School District","=""0640011""","Milner School","=""0641911""",417,0,0,417
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",13,81,7,101
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",608,0,0,608
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",578,0,0,578
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",175,167,49,391
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",568,0,0,568
"Hartford School District","=""0640011""","Rawson School","=""0641711""",755,0,0,755
"Hartford School District","=""0640011""","SAND School","=""0640111""",442,0,0,442
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",376,0,0,376
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",528,0,0,528
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",347,0,0,347
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",578,0,0,578
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",130,175,41,346
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",871,0,0,871
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",302,253,55,610
"Hartford School District","=""0640011""","West Middle School","=""0642111""",670,0,0,670
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",424,0,0,424
"Hartland School District","=""0650011""","Hartland School","=""0650111""",0,238,0,238
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*",478,"*",489
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",22,650,11,683
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",132,110,58,300
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",42,262,26,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",96,67,19,182
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",153,211,48,412
"Kent School District","=""0680011""","Kent Center School","=""0680111""",18,253,13,284
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",9,68,6,83
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",134,293,38,465
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",207,508,79,794
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",235,497,100,832
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",181,299,51,531
"Learn","=""2450014""","Learn Special Education","=""2459014""","*","*",0,29
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",155,291,63,509
"Learn","=""2450014""","The Friendship School","=""2450214""",116,339,44,499
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",73,438,10,521
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",33,363,17,413
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",40,543,16,599
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",9,192,7,208
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","*",314,"*",345
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","*",336,"*",351
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","*",380,"*",404
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",64,888,25,977
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",27,413,15,455
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",0,"*",0,"*"
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",43,483,31,557
"Litchfield School District","=""0740011""","Center School","=""0740211""",10,327,11,348
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",29,528,21,578
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",12,255,9,276
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",18,1205,7,1230
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",8,577,8,593
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","*",299,"*",323
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","*",600,"*",604
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",0,"*","*",320
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","*",629,"*",639
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",200,76,35,311
"Manchester School District","=""0770011""","Bowers School","=""0770111""",118,252,42,412
"Manchester School District","=""0770011""","Buckley School","=""0770311""",51,246,16,313
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",175,240,52,467
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",53,220,9,282
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",315,471,85,871
"Manchester School District","=""0770011""","Keeney School","=""0770611""",70,307,18,395
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",577,1266,194,2037
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",54,31,7,92
"Manchester School District","=""0770011""","Martin School","=""0771611""",46,148,14,208
"Manchester School District","=""0770011""","Robertson School","=""0771011""",150,235,35,420
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",202,155,38,395
"Manchester School District","=""0770011""","Waddell School","=""0771311""",113,171,52,336
"Manchester School District","=""0770011""","Washington School","=""0771411""",195,88,41,324
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",15,224,10,249
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",40,147,15,202
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",59,492,29,580
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",33,202,12,247
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",19,642,12,673
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",353,262,33,648
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",245,202,19,466
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",440,217,39,696
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",558,668,58,1284
"Meriden School District","=""0800011""","Hanover School","=""0800311""",214,280,26,520
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",327,213,21,561
"Meriden School District","=""0800011""","John Barry School","=""0800511""",434,70,29,533
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",410,308,34,752
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",590,535,57,1182
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",327,202,25,554
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",236,237,33,506
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",523,337,51,911
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",97,191,29,317
"Middletown School District","=""0830011""","DEAL Program","=""0839011""",12,"*","*",25
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",78,193,32,303
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",115,230,30,375
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",55,238,21,314
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",131,59,28,218
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",358,868,113,1339
"Middletown School District","=""0830011""","Moody School","=""0831211""",114,307,28,449
"Middletown School District","=""0830011""","Snow School","=""0831111""",100,227,25,352
"Middletown School District","=""0830011""","Spencer School","=""0830111""",102,235,31,368
"Middletown School District","=""0830011""","Wesley School","=""0831411""",87,234,28,349
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",181,471,77,729
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",22,288,11,321
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",49,536,29,614
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",48,480,27,555
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",40,331,21,392
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",176,823,56,1055
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",97,881,53,1031
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",26,309,10,345
"Milford School District","=""0840011""","Mathewson School","=""0841711""",17,445,10,472
"Milford School District","=""0840011""","Meadowside School","=""0840711""",38,288,34,360
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",35,434,16,485
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",27,383,17,427
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",43,243,24,310
"Milford School District","=""0840011""","Simon Lake School","=""0841411""",59,270,34,363
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",98,435,42,575
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""",17,603,19,639
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*",545,"*",565
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",20,619,20,659
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",42,1275,28,1345
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","*",327,"*",348
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",15,466,8,489
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",63,302,31,396
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",82,520,41,643
"Montville School District","=""0860011""","Mohegan School","=""0860111""",72,297,56,425
"Montville School District","=""0860011""","Montville High School","=""0866111""",92,669,69,830
"Montville School District","=""0860011""","Oakdale School","=""0860511""",55,384,21,460
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*","*",0,23
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",65,147,15,227
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",91,173,41,305
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",107,316,49,472
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",101,261,45,407
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",102,0,0,102
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",121,182,50,353
"Naugatuck School District","=""0880011""","Hillside Middle School","=""0885211""",77,172,56,305
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",95,188,27,310
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",80,339,36,455
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",287,953,127,1367
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",74,135,41,250
"Naugatuck School District","=""0880011""","Western School","=""0880711""",73,165,24,262
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",227,89,42,358
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",302,99,37,438
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",531,186,78,795
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",229,215,46,490
"New Britain School District","=""0890011""","Holmes School","=""0890611""",275,188,30,493
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",43,101,18,162
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",235,115,49,399
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",391,175,55,621
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1678,1042,252,2972
"New Britain School District","=""0890011""","Northend School","=""0890911""",231,34,30,295
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",518,118,68,704
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",351,80,46,477
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",407,174,82,663
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",535,105,93,733
"New Britain School District","=""0890011""","Smith School","=""0891311""",407,144,87,638
"New Britain School District","=""0890011""","Vance School","=""0891511""",307,150,68,525
"New Canaan School District","=""0900011""","East School","=""0900411""",0,547,0,547
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,1222,0,1222
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",0,1266,0,1266
"New Canaan School District","=""0900011""","South School","=""0900211""",0,535,0,535
"New Canaan School District","=""0900011""","West School","=""0900311""",0,519,0,519
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",18,636,10,664
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",28,616,24,668
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",32,915,25,972
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",27,700,21,748
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",8,318,12,338
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","*",151,"*",159
"New Hartford School District","=""0920011""","Bridges I","=""0929011""",0,7,0,7
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","*",109,"*",116
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",201,159,91,451
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",249,220,86,555
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",413,72,64,549
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",265,165,49,479
"New Haven School District","=""0930011""","Beecher School","=""0930311""",312,124,56,492
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",203,202,67,472
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",249,127,82,458
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",219,89,45,353
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",286,136,45,467
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""",102,22,8,132
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",412,94,40,546
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",316,29,51,396
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",383,149,97,629
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",195,198,61,454
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",90,77,25,192
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",218,111,62,391
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""","*",34,"*",43
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",39,59,9,107
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",410,103,77,590
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",25,41,14,80
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",453,61,47,561
"New Haven School District","=""0930011""","Headstart","=""0938011""",318,"*","*",413
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",422,0,0,422
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",149,121,41,311
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",365,55,19,439
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",272,330,107,709
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",537,406,72,1015
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",366,79,85,530
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",413,112,55,580
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",147,36,11,194
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",279,107,55,441
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",250,53,20,323
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",72,50,22,144
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",99,63,38,200
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0936511""",23,"*","*",33
"New Haven School District","=""0930011""","Riverside Education Academy","=""0936911""",128,14,16,158
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",339,33,17,389
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",358,118,57,533
"New Haven School District","=""0930011""","Sheridan Communications and Technology Magnet School","=""0935311""",115,46,34,195
"New Haven School District","=""0930011""","Sound School","=""0936711""",86,206,40,332
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",145,30,24,199
"New Haven School District","=""0930011""","Truman School","=""0932911""",479,37,40,556
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0935111""",23,11,0,34
"New Haven School District","=""0930011""","Vincent E. Mauro Elementary Math, Science and Technology Magnet School","=""0932511""",247,116,77,440
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",142,50,34,226
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",340,60,52,452
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1029,484,148,1661
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",104,268,33,405
"New London School District","=""0950011""","Jennings School","=""0950311""",400,147,26,573
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",417,130,74,621
"New London School District","=""0950011""","Dual Language Arts Academy/Academia Bilingue de las Artes","=""0955211""",24,16,10,50
"New London School District","=""0950011""","Harbor School","=""0950211""",162,135,35,332
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",173,118,15,306
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","*","*",0,16
"New London School District","=""0950011""","New London High School","=""0956111""",518,256,97,871
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",42,41,8,91
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",153,65,7,225
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",31,409,21,461
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",47,415,17,479
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",73,1430,39,1542
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",21,508,12,541
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",81,953,61,1095
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",54,680,42,776
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",62,376,17,455
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",38,248,22,308
"Newington School District","=""0940011""","John Paterson School","=""0940811""",27,412,32,471
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",43,645,63,751
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",98,531,52,681
"Newington School District","=""0940011""","Newington High School","=""0946111""",111,1274,80,1465
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",36,314,29,379
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*",388,"*",403
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","*",415,"*",430
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",12,497,7,516
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",33,1652,19,1704
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",29,882,18,929
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",0,54,0,54
"Newtown School District","=""0970011""","Newtown Preschool at RIS","=""0978111""",0,30,0,30
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",31,860,11,902
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",19,607,7,633
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",14,134,6,154
"Norfolk School District","=""0980011""","IEP Program","=""0989011""","*","*",0,"*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",15,311,13,339
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",50,630,21,701
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",43,548,31,622
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""",15,229,6,250
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",30,438,18,486
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",44,278,16,338
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",27,316,10,353
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",14,400,12,426
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",26,429,23,478
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",69,1116,37,1222
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",51,829,29,909
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",10,396,13,419
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",38,320,23,381
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",19,195,13,227
