"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"District","District Code","School","School Code","Subject","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%"
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","ELA",147,147,100.0,147,24,16.3,34,23.1,49,33.3,40,27.2,89,60.5
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","Math",148,148,100.0,148,27,18.2,46,31.1,51,34.5,24,16.2,75,50.7
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","ELA",454,448,98.7,448,57,12.7,94,21.0,198,44.2,99,22.1,297,66.3
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","Math",454,448,98.7,448,106,23.7,154,34.4,97,21.7,91,20.3,188,42.0
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","ELA",528,506,95.8,506,34,6.7,109,21.5,216,42.7,147,29.1,363,71.7
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","Math",527,501,95.1,501,77,15.4,125,25.0,143,28.5,156,31.1,299,59.7
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","ELA",181,177,97.8,177,21,11.9,42,23.7,66,37.3,48,27.1,114,64.4
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","Math",181,177,97.8,177,25,14.1,56,31.6,65,36.7,31,17.5,96,54.2
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","ELA",134,131,97.8,131,20,15.3,27,20.6,37,28.2,47,35.9,84,64.1
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","Math",134,131,97.8,131,21,16.0,34,26.0,46,35.1,30,22.9,76,58.0
"Milford School District","=""0840011""","Mathewson School","=""0841711""","ELA",211,205,97.2,205,23,11.2,42,20.5,67,32.7,73,35.6,140,68.3
"Milford School District","=""0840011""","Mathewson School","=""0841711""","Math",211,202,95.7,202,26,12.9,58,28.7,70,34.7,48,23.8,118,58.4
"Milford School District","=""0840011""","Meadowside School","=""0840711""","ELA",145,140,96.6,140,29,20.7,24,17.1,45,32.1,42,30.0,87,62.1
"Milford School District","=""0840011""","Meadowside School","=""0840711""","Math",145,140,96.6,140,23,16.4,47,33.6,47,33.6,23,16.4,70,50.0
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","ELA",194,191,98.5,191,29,15.2,35,18.3,61,31.9,66,34.6,127,66.5
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","Math",194,191,98.5,191,26,13.6,50,26.2,64,33.5,51,26.7,115,60.2
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","ELA",168,167,99.4,167,19,11.4,31,18.6,52,31.1,65,38.9,117,70.1
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","Math",168,167,99.4,167,18,10.8,53,31.7,60,35.9,36,21.6,96,57.5
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","ELA",136,135,99.3,135,31,23.0,29,21.5,38,28.1,37,27.4,75,55.6
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","Math",135,134,99.3,134,19,14.2,39,29.1,44,32.8,32,23.9,76,56.7
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","ELA",447,443,99.1,443,69,15.6,139,31.4,167,37.7,68,15.3,235,53.0
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","Math",447,443,99.1,443,122,27.5,143,32.3,94,21.2,84,19.0,178,40.2
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","ELA",259,257,99.2,257,19,7.4,32,12.5,58,22.6,148,57.6,206,80.2
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","Math",259,257,99.2,257,13,5.1,42,16.3,88,34.2,114,44.4,202,78.6
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","ELA",786,782,99.5,782,55,7.0,128,16.4,339,43.4,260,33.2,599,76.6
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","Math",786,781,99.4,781,115,14.7,205,26.2,255,32.7,206,26.4,461,59.0
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","ELA",167,163,97.6,163,"*","*","*","*",45,27.6,101,62.0,146,89.6
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","Math",167,163,97.6,163,6,3.7,21,12.9,54,33.1,82,50.3,136,83.4
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","ELA",233,231,99.1,231,20,8.7,36,15.6,73,31.6,102,44.2,175,75.8
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","Math",234,232,99.1,232,20,8.6,52,22.4,72,31.0,88,37.9,160,69.0
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","ELA",182,182,100.0,182,30,16.5,48,26.4,48,26.4,56,30.8,104,57.1
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","Math",182,182,100.0,182,39,21.4,53,29.1,53,29.1,37,20.3,90,49.5
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","ELA",546,544,99.6,544,87,16.0,143,26.3,228,41.9,86,15.8,314,57.7
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","Math",545,543,99.6,543,139,25.6,202,37.2,136,25.0,66,12.2,202,37.2
"Montville School District","=""0860011""","Mohegan School","=""0860111""","ELA",165,165,100.0,165,35,21.2,42,25.5,48,29.1,40,24.2,88,53.3
"Montville School District","=""0860011""","Mohegan School","=""0860111""","Math",165,165,100.0,165,30,18.2,56,33.9,54,32.7,25,15.2,79,47.9
"Montville School District","=""0860011""","Oakdale School","=""0860511""","ELA",152,152,100.0,152,8,5.3,19,12.5,38,25.0,87,57.2,125,82.2
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Math",152,152,100.0,152,9,5.9,29,19.1,53,34.9,61,40.1,114,75.0
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","ELA",102,101,99.0,101,34,33.7,25,24.8,21,20.8,21,20.8,42,41.6
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Math",102,101,99.0,101,25,24.8,29,28.7,27,26.7,20,19.8,47,46.5
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","ELA",677,673,99.4,673,174,25.9,175,26.0,239,35.5,85,12.6,324,48.1
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Math",677,673,99.4,673,325,48.3,198,29.4,108,16.0,42,6.2,150,22.3
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","ELA",312,311,99.7,311,62,19.9,90,28.9,87,28.0,72,23.2,159,51.1
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","Math",312,311,99.7,311,99,31.8,111,35.7,64,20.6,37,11.9,101,32.5
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","ELA",323,323,100.0,323,86,26.6,78,24.1,115,35.6,44,13.6,159,49.2
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","Math",323,323,100.0,323,130,40.2,115,35.6,55,17.0,23,7.1,78,24.1
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""","ELA",120,119,99.2,119,26,21.8,33,27.7,37,31.1,23,19.3,60,50.4
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""","Math",120,119,99.2,119,17,14.3,40,33.6,39,32.8,23,19.3,62,52.1
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""","ELA",203,203,100.0,203,47,23.2,56,27.6,50,24.6,50,24.6,100,49.3
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""","Math",203,203,100.0,203,37,18.2,78,38.4,64,31.5,24,11.8,88,43.3
"Naugatuck School District","=""0880011""","Salem School","=""0880611""","ELA",99,99,100.0,99,29,29.3,27,27.3,19,19.2,24,24.2,43,43.4
"Naugatuck School District","=""0880011""","Salem School","=""0880611""","Math",99,99,100.0,99,18,18.2,33,33.3,24,24.2,24,24.2,48,48.5
"Naugatuck School District","=""0880011""","Western School","=""0880711""","ELA",118,118,100.0,118,41,34.7,25,21.2,23,19.5,29,24.6,52,44.1
"Naugatuck School District","=""0880011""","Western School","=""0880711""","Math",118,118,100.0,118,25,21.2,40,33.9,35,29.7,18,15.3,53,44.9
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","ELA",237,237,100.0,237,86,36.3,76,32.1,56,23.6,19,8.0,75,31.6
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","Math",237,237,100.0,237,109,46.0,81,34.2,37,15.6,10,4.2,47,19.8
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","ELA",24,23,95.8,23,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Math",24,22,91.7,22,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","Behavior Support","=""0891011""","ELA",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Behavior Support","=""0891011""","Math",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","ELA",227,227,100.0,227,118,52.0,45,19.8,35,15.4,29,12.8,64,28.2
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","Math",224,224,100.0,224,138,61.6,49,21.9,26,11.6,11,4.9,37,16.5
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","ELA",482,482,100.0,482,263,54.6,125,25.9,70,14.5,24,5.0,94,19.5
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","Math",482,482,100.0,482,309,64.1,122,25.3,40,8.3,11,2.3,51,10.6
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","ELA",191,191,100.0,191,101,52.9,44,23.0,26,13.6,20,10.5,46,24.1
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","Math",191,189,99.0,189,107,56.6,50,26.5,22,11.6,10,5.3,32,16.9
"New Britain School District","=""0890011""","Hartford Detention Center","=""3480315""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Hartford Detention Center","=""3480315""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","ELA",213,213,100.0,213,87,40.8,40,18.8,45,21.1,41,19.2,86,40.4
"New Britain School District","=""0890011""","Holmes School","=""0890611""","Math",212,212,100.0,212,74,34.9,76,35.8,43,20.3,19,9.0,62,29.2
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","ELA",150,149,99.3,149,"*","*","*","*",72,48.3,63,42.3,135,90.6
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","Math",150,149,99.3,149,"*","*","*","*",61,40.9,42,28.2,103,69.1
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","ELA",212,211,99.5,211,96,45.5,55,26.1,36,17.1,24,11.4,60,28.4
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","Math",212,211,99.5,211,103,48.8,73,34.6,27,12.8,8,3.8,35,16.6
"New Britain School District","=""0890011""","KEY Middle","=""0891711""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","KEY Middle","=""0891711""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","ELA",270,267,98.9,267,132,49.4,67,25.1,52,19.5,16,6.0,68,25.5
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","Math",270,267,98.9,267,160,59.9,68,25.5,"*","*","*","*",39,14.6
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","ELA",27,26,96.3,25,23,92.0,"*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Math",28,27,96.4,27,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","Northend School","=""0890911""","ELA",137,137,100.0,137,79,57.7,30,21.9,21,15.3,7,5.1,28,20.4
"New Britain School District","=""0890011""","Northend School","=""0890911""","Math",134,134,100.0,134,98,73.1,27,20.1,9,6.7,0,0.0,9,6.7
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","ELA",754,751,99.6,751,446,59.4,180,24.0,114,15.2,11,1.5,125,16.6
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","Math",750,743,99.1,742,537,72.4,161,21.7,36,4.9,8,1.1,44,5.9
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","ELA",725,720,99.3,720,445,61.8,176,24.4,93,12.9,6,0.8,99,13.8
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","Math",725,719,99.2,719,515,71.6,161,22.4,36,5.0,7,1.0,43,6.0
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","ELA",300,299,99.7,299,226,75.6,51,17.1,"*","*","*","*",22,7.4
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","Math",301,300,99.7,300,248,82.7,"*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Smith School","=""0891311""","ELA",282,282,100.0,282,159,56.4,61,21.6,42,14.9,20,7.1,62,22.0
"New Britain School District","=""0890011""","Smith School","=""0891311""","Math",283,283,100.0,283,145,51.2,92,32.5,39,13.8,7,2.5,46,16.3
"New Britain School District","=""0890011""","Steps","=""0891811""","ELA",33,33,100.0,33,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","Steps","=""0891811""","Math",32,32,100.0,31,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""","ELA",11,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""","Math",11,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Sunrise Primary","=""0890211""","ELA",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Sunrise Primary","=""0890211""","Math",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Vance School","=""0891511""","ELA",275,274,99.6,274,127,46.4,81,29.6,45,16.4,21,7.7,66,24.1
"New Britain School District","=""0890011""","Vance School","=""0891511""","Math",266,265,99.6,265,154,58.1,76,28.7,29,10.9,6,2.3,35,13.2
"New Canaan School District","=""0900011""","East School","=""0900411""","ELA",245,243,99.2,243,13,5.3,11,4.5,52,21.4,167,68.7,219,90.1
"New Canaan School District","=""0900011""","East School","=""0900411""","Math",245,243,99.2,243,"*","*","*","*",70,28.8,154,63.4,224,92.2
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","ELA",1331,1325,99.5,1325,63,4.8,190,14.3,521,39.3,551,41.6,1072,80.9
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","Math",1332,1325,99.5,1325,70,5.3,286,21.6,355,26.8,614,46.3,969,73.1
"New Canaan School District","=""0900011""","South School","=""0900211""","ELA",241,237,98.3,237,6,2.5,29,12.2,49,20.7,153,64.6,202,85.2
"New Canaan School District","=""0900011""","South School","=""0900211""","Math",241,237,98.3,237,7,3.0,19,8.0,71,30.0,140,59.1,211,89.0
"New Canaan School District","=""0900011""","West School","=""0900311""","ELA",209,209,100.0,209,10,4.8,13,6.2,36,17.2,150,71.8,186,89.0
"New Canaan School District","=""0900011""","West School","=""0900311""","Math",210,210,100.0,210,"*","*","*","*",64,30.5,126,60.0,190,90.5
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","ELA",488,465,95.3,465,51,11.0,74,15.9,137,29.5,203,43.7,340,73.1
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","Math",488,459,94.1,458,37,8.1,117,25.5,162,35.4,142,31.0,304,66.4
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","ELA",580,520,89.7,520,44,8.5,106,20.4,210,40.4,160,30.8,370,71.2
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","Math",580,513,88.4,513,80,15.6,140,27.3,144,28.1,149,29.0,293,57.1
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","ELA",295,283,95.9,283,25,8.8,61,21.6,84,29.7,113,39.9,197,69.6
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","Math",295,283,95.9,283,46,16.3,88,31.1,98,34.6,51,18.0,149,52.7
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","ELA",283,283,100.0,283,99,35.0,74,26.1,54,19.1,56,19.8,110,38.9
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Math",283,281,99.3,281,141,50.2,81,28.8,23,8.2,36,12.8,59,21.0
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","ELA",307,297,96.7,297,63,21.2,92,31.0,97,32.7,45,15.2,142,47.8
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Math",308,297,96.4,297,88,29.6,113,38.0,65,21.9,31,10.4,96,32.3
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","ELA",300,295,98.3,295,180,61.0,66,22.4,43,14.6,6,2.0,49,16.6
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Math",301,296,98.3,296,217,73.3,64,21.6,15,5.1,0,0.0,15,5.1
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","ELA",298,296,99.3,296,164,55.4,65,22.0,55,18.6,12,4.1,67,22.6
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Math",298,296,99.3,296,172,58.1,84,28.4,33,11.1,7,2.4,40,13.5
"New Haven School District","=""0930011""","Beecher School","=""0930311""","ELA",283,276,97.5,276,112,40.6,79,28.6,57,20.7,28,10.1,85,30.8
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Math",283,275,97.2,275,149,54.2,91,33.1,26,9.5,9,3.3,35,12.7
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","ELA",292,291,99.7,291,87,29.9,82,28.2,89,30.6,33,11.3,122,41.9
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Math",292,291,99.7,291,147,50.5,90,30.9,40,13.7,14,4.8,54,18.6
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","ELA",444,442,99.5,442,118,26.7,140,31.7,133,30.1,51,11.5,184,41.6
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Math",444,439,98.9,439,189,43.1,158,36.0,60,13.7,32,7.3,92,21.0
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","ELA",303,303,100.0,303,138,45.5,87,28.7,56,18.5,22,7.3,78,25.7
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Math",303,302,99.7,302,159,52.6,95,31.5,"*","*","*","*",48,15.9
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","ELA",210,210,100.0,210,112,53.3,58,27.6,28,13.3,12,5.7,40,19.0
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Math",211,210,99.5,210,147,70.0,48,22.9,9,4.3,6,2.9,15,7.1
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","ELA",350,348,99.4,348,186,53.4,93,26.7,57,16.4,12,3.4,69,19.8
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Math",350,347,99.1,347,207,59.7,104,30.0,29,8.4,7,2.0,36,10.4
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","ELA",336,336,100.0,336,164,48.8,98,29.2,57,17.0,17,5.1,74,22.0
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Math",336,336,100.0,336,178,53.0,108,32.1,"*","*","*","*",50,14.9
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","ELA",273,268,98.2,268,94,35.1,92,34.3,68,25.4,14,5.2,82,30.6
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","Math",273,268,98.2,268,122,45.5,114,42.5,"*","*","*","*",32,11.9
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","ELA",398,395,99.2,395,106,26.8,110,27.8,137,34.7,42,10.6,179,45.3
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Math",398,395,99.2,395,180,45.6,123,31.1,69,17.5,23,5.8,92,23.3
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","ELA",292,292,100.0,292,81,27.7,73,25.0,90,30.8,48,16.4,138,47.3
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Math",292,292,100.0,292,122,41.8,90,30.8,54,18.5,26,8.9,80,27.4
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","ELA",42,36,85.7,35,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Math",42,36,85.7,36,36,100.0,0,0.0,0,0.0,0,0.0,0,0.0
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","ELA",273,270,98.9,270,91,33.7,83,30.7,67,24.8,29,10.7,96,35.6
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Math",273,271,99.3,271,119,43.9,92,33.9,44,16.2,16,5.9,60,22.1
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","ELA",272,272,100.0,272,47,17.3,69,25.4,101,37.1,55,20.2,156,57.4
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Math",272,272,100.0,272,61,22.4,92,33.8,52,19.1,67,24.6,119,43.8
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","ELA",545,542,99.4,538,359,66.7,121,22.5,51,9.5,7,1.3,58,10.8
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Math",546,538,98.5,530,420,79.2,90,17.0,"*","*","*","*",20,3.8
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","ELA",311,309,99.4,309,159,51.5,84,27.2,60,19.4,6,1.9,66,21.4
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Math",311,310,99.7,310,178,57.4,97,31.3,28,9.0,7,2.3,35,11.3
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","ELA",271,269,99.3,269,86,32.0,82,30.5,76,28.3,25,9.3,101,37.5
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Math",271,269,99.3,269,112,41.6,98,36.4,44,16.4,15,5.6,59,21.9
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","ELA",337,337,100.0,337,135,40.1,118,35.0,69,20.5,15,4.5,84,24.9
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Math",337,337,100.0,337,161,47.8,130,38.6,38,11.3,8,2.4,46,13.6
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","ELA",243,240,98.8,240,118,49.2,54,22.5,51,21.3,17,7.1,68,28.3
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","Math",243,240,98.8,240,136,56.7,74,30.8,"*","*","*","*",30,12.5
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","ELA",304,300,98.7,300,122,40.7,80,26.7,75,25.0,23,7.7,98,32.7
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Math",304,299,98.4,299,156,52.2,93,31.1,38,12.7,12,4.0,50,16.7
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","ELA",160,158,98.8,158,76,48.1,51,32.3,23,14.6,8,5.1,31,19.6
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Math",161,159,98.8,159,73,45.9,60,37.7,"*","*","*","*",26,16.4
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","ELA",285,284,99.6,284,66,23.2,70,24.6,92,32.4,56,19.7,148,52.1
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Math",285,281,98.6,281,93,33.1,101,35.9,54,19.2,33,11.7,87,31.0
"New Haven School District","=""0930011""","NHPS Self Contained Autism","=""0934411""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","NHPS Self Contained Autism","=""0934411""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","NHPS Self Contained Intellectually Disabled","=""0935011""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","NHPS Self Contained Intellectually Disabled","=""0935011""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""","ELA",126,126,100.0,126,68,54.0,25,19.8,22,17.5,11,8.7,33,26.2
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""","Math",126,126,100.0,126,56,44.4,44,34.9,20,15.9,6,4.8,26,20.6
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","ELA",399,399,100.0,399,165,41.4,99,24.8,103,25.8,32,8.0,135,33.8
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Math",398,398,100.0,398,223,56.0,128,32.2,36,9.0,11,2.8,47,11.8
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","ELA",165,165,100.0,165,75,45.5,46,27.9,27,16.4,17,10.3,44,26.7
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Math",166,166,100.0,166,79,47.6,60,36.1,"*","*","*","*",27,16.3
"New Haven School District","=""0930011""","Truman School","=""0932911""","ELA",318,317,99.7,317,175,55.2,83,26.2,47,14.8,12,3.8,59,18.6
"New Haven School District","=""0930011""","Truman School","=""0932911""","Math",319,318,99.7,318,183,57.5,95,29.9,33,10.4,7,2.2,40,12.6
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","ELA",68,68,100.0,68,26,38.2,17,25.0,16,23.5,9,13.2,25,36.8
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","Math",68,68,100.0,68,18,26.5,16,23.5,28,41.2,6,8.8,34,50.0
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","ELA",254,252,99.2,246,123,50.0,69,28.0,41,16.7,13,5.3,54,22.0
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Math",254,252,99.2,246,151,61.4,73,29.7,"*","*","*","*",22,8.9
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","ELA",283,272,96.1,272,32,11.8,39,14.3,81,29.8,120,44.1,201,73.9
