"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2012-13"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",60,946,19,1025
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","*",361,"*",386
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",30,713,16,759
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",23,288,18,329
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","*",301,"*",327
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",24,265,14,303
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",56,527,16,599
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",32,393,9,434
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",20,749,13,782
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",19,377,11,407
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",291,2304,82,2677
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",167,193,49,409
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",17,341,11,369
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",83,246,15,344
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",115,105,41,261
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","*",445,"*",465
"Greenwich School District","=""0570011""","North Street School","=""0570811""","*",402,"*",414
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","*",413,"*",425
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","*",267,"*",272
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","*","*",0,482
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",144,309,51,504
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",202,507,40,749
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",132,455,37,624
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",151,385,49,585
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",107,321,34,462
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",289,116,13,418
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",91,231,79,401
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",181,136,33,350
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",82,200,81,363
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",71,311,21,403
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",107,198,35,340
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",330,738,115,1183
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",50,284,18,352
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",209,213,84,506
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",28,521,17,566
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",17,308,7,332
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","*",275,"*",292
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",28,551,13,592
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",57,977,36,1070
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",15,340,7,362
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",18,321,9,348
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",16,78,6,100
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",56,387,20,463
"Hamden School District","=""0620011""","Church Street School","=""0620211""",243,73,54,370
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",105,166,37,308
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",497,1136,169,1802
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",292,524,83,899
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",151,94,43,288
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",172,127,35,334
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",171,138,27,336
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",75,341,13,429
"Hamden School District","=""0620011""","West Woods School","=""0621411""",39,410,12,461
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",20,90,6,116
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",556,0,0,556
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",520,0,0,520
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",238,76,9,323
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""","*",43,"*",87
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",120,84,18,222
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",138,181,36,355
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",407,0,0,407
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",586,0,0,586
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",598,0,0,598
"Hartford School District","=""0640011""","Burr School","=""0642311""",729,0,0,729
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",246,386,42,674
"Hartford School District","=""0640011""","Clark School","=""0642411""",379,0,0,379
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",220,413,68,701
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",244,0,0,244
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",57,0,0,57
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",570,0,0,570
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","*",0,"*",702
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",420,0,0,420
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",114,135,25,274
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",438,0,0,438
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","*","*",0,533
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",489,0,0,489
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",341,385,94,820
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",37,"*","*",40
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",211,156,6,373
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",195,0,0,195
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",703,0,0,703
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",760,0,0,760
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",533,0,0,533
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",382,0,0,382
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",385,0,0,385
"Hartford School District","=""0640011""","Milner School","=""0641911""",373,0,0,373
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",49,223,7,279
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",723,0,0,723
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",110,0,0,110
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",564,0,0,564
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",116,189,24,329
"Hartford School District","=""0640011""","Rawson School","=""0641711""",572,0,0,572
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",86,28,7,121
"Hartford School District","=""0640011""","SAND School","=""0640111""","*","*",0,484
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",109,239,8,356
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",494,0,0,494
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",326,0,0,326
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",692,0,0,692
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",104,265,34,403
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",224,351,51,626
"Hartford School District","=""0640011""","West Middle School","=""0642111""",635,0,0,635
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",392,0,0,392
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*",199,"*",214
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",16,326,10,352
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",14,552,18,584
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",171,99,71,341
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",71,230,29,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",104,64,23,191
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",271,247,71,589
"Kent School District","=""0680011""","Kent Center School","=""0680111""",23,235,13,271
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",18,69,0,87
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",180,249,36,465
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",250,569,74,893
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",295,430,66,791
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",201,216,19,436
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",88,204,29,321
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",59,36,11,106
"Learn","=""2450014""","Learn Special Education","=""2459014""","*","*",0,28
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",13,148,17,178
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",215,288,46,549
"Learn","=""2450014""","The Friendship School","=""2450214""",240,240,33,513
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","*",16,"*",33
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",64,360,14,438
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",42,314,12,368
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",40,367,16,423
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*",195,"*",225
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",74,273,8,355
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",45,226,13,284
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",63,338,17,418
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",145,787,29,961
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",58,274,16,348
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",9,"*","*",21
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",71,335,16,422
"Litchfield School District","=""0740011""","Center School","=""0740211""","*",252,"*",280
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",38,452,8,498
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",22,223,6,251
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",40,1202,13,1255
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",19,508,6,533
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",23,236,7,266
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","*",451,"*",462
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","*",213,"*",224
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",0,"*","*",48
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",15,562,14,591
"Manchester School District","=""0770011""","Bowers School","=""0770111""",158,216,33,407
"Manchester School District","=""0770011""","Buckley School","=""0770311""",77,231,24,332
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",200,162,44,406
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",98,159,7,264
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",398,331,67,796
"Manchester School District","=""0770011""","Keeney School","=""0770611""",88,233,25,346
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",706,854,133,1693
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",159,33,0,192
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",55,"*","*",80
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","*","*",0,14
"Manchester School District","=""0770011""","Martin School","=""0771611""",123,151,16,290
"Manchester School District","=""0770011""","Robertson School","=""0771011""",155,169,31,355
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",223,75,32,330
"Manchester School District","=""0770011""","Waddell School","=""0771311""",158,150,44,352
"Manchester School District","=""0770011""","Washington School","=""0771411""",280,62,37,379
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",47,216,11,274
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",40,170,11,221
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",86,445,39,570
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",60,174,18,252
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",37,590,12,639
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",386,192,32,610
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",290,175,35,500
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",450,99,45,594
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",677,444,96,1217
"Meriden School District","=""0800011""","Hanover School","=""0800311""",303,225,41,569
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",386,141,37,564
"Meriden School District","=""0800011""","John Barry School","=""0800511""",378,72,29,479
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",489,219,47,755
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",713,374,87,1174
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",357,108,35,500
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",203,201,24,428
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",486,229,68,783
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",141,147,17,305
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",167,138,22,327
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",135,175,23,333
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",63,243,21,327
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",196,50,16,262
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",458,762,87,1307
"Middletown School District","=""0830011""","Moody School","=""0831211""",36,247,7,290
"Middletown School District","=""0830011""","Snow School","=""0831111""",129,205,28,362
"Middletown School District","=""0830011""","Spencer School","=""0830111""",140,175,31,346
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""",0,14,0,14
"Middletown School District","=""0830011""","Wesley School","=""0831411""",115,202,12,329
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",270,367,41,678
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",48,205,16,269
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",56,417,19,492
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",67,528,19,614
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",104,278,18,400
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",206,740,55,1001
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",132,816,52,1000
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",40,256,11,307
"Milford School District","=""0840011""","Mathewson School","=""0841711""",49,345,12,406
"Milford School District","=""0840011""","Meadowside School","=""0840711""",57,376,14,447
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",52,335,8,395
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",49,287,20,356
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",103,254,35,392
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",134,386,44,564
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",21,492,10,523
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",47,786,20,853
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",37,1162,28,1227
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",27,337,6,370
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",21,471,11,503
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",110,228,26,364
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",165,376,56,597
"Montville School District","=""0860011""","Mohegan School","=""0860111""",124,199,45,368
"Montville School District","=""0860011""","Montville High School","=""0866111""",143,509,69,721
"Montville School District","=""0860011""","Oakdale School","=""0860511""",53,280,40,373
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",8,15,0,23
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",131,98,18,247
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""","*",18,"*",20
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",259,355,89,703
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",59,157,36,252
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",81,"*","*",119
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",165,207,42,414
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",133,199,21,353
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",137,335,49,521
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",430,720,149,1299
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",116,117,38,271
"Naugatuck School District","=""0880011""","Western School","=""0880711""",89,174,17,280
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",281,68,50,399
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",38,"*","*",48
"New Britain School District","=""0890011""","CLIMB","=""0899411""","*","*",0,13
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",437,84,43,564
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",713,133,55,901
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",359,184,36,579
"New Britain School District","=""0890011""","Holmes School","=""0890611""",244,121,43,408
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",79,69,21,169
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",353,95,34,482
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",563,132,59,754
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1690,625,215,2530
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",37,"*","*",47
"New Britain School District","=""0890011""","Northend School","=""0890911""",112,15,28,155
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",404,81,32,517
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",346,47,34,427
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",559,112,55,726
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",472,50,34,556
"New Britain School District","=""0890011""","Smith School","=""0891311""",573,103,56,732
"New Britain School District","=""0890011""","Vance School","=""0891511""",490,82,51,623
"New Canaan School District","=""0900011""","East School","=""0900411""",0,565,0,565
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,1275,0,1275
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",0,1288,0,1288
"New Canaan School District","=""0900011""","South School","=""0900211""",0,554,0,554
"New Canaan School District","=""0900011""","West School","=""0900311""",0,531,0,531
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",38,485,12,535
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",47,533,19,599
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",65,915,30,1010
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",49,584,21,654
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",18,306,19,343
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","*",108,"*",110
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","*",100,"*",112
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",276,130,43,449
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",347,158,52,557
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",447,44,22,513
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",340,175,39,554
"New Haven School District","=""0930011""","Beecher School","=""0930311""",298,157,31,486
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",414,97,50,561
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",314,133,41,488
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",393,89,34,516
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",346,39,20,405
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",319,110,24,453
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",468,88,11,567
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",373,70,24,467
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",431,133,61,625
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",399,165,74,638
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",124,45,28,197
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",354,108,49,511
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",35,6,0,41
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",16,30,0,46
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",69,"*","*",117
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",296,82,56,434
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",197,162,28,387
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",574,99,32,705
"New Haven School District","=""0930011""","Headstart","=""0938011""",163,171,0,334
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",232,"*","*",281
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",174,39,28,241
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",339,111,13,463
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",491,131,76,698
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",732,173,71,976
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",375,110,23,508
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",473,35,29,537
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",453,77,50,580
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",288,86,10,384
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",390,85,71,546
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",198,128,58,384
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",182,73,32,287
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*",0,25
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",198,55,12,265
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",97,7,9,113
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",455,55,15,525
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",452,107,37,596
"New Haven School District","=""0930011""","Sound School","=""0936711""",136,156,42,334
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",299,165,13,477
"New Haven School District","=""0930011""","Truman School","=""0932911""",438,41,17,496
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",168,41,17,226
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",312,75,23,410
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1009,276,73,1358
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",171,212,30,413
"New London School District","=""0950011""","Jennings School","=""0950311""",411,90,29,530
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",485,56,52,593
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",380,56,30,466
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","*","*",0,18
"New London School District","=""0950011""","New London High School","=""0956111""",539,334,60,933
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",365,114,49,528
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",83,355,26,464
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",62,329,28,419
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",0,11,0,11
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",162,1232,86,1480
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",62,403,16,481
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",137,817,77,1031
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",113,552,49,714
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",73,374,24,471
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",59,226,19,304
"Newington School District","=""0940011""","John Paterson School","=""0940811""",53,375,21,449
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",92,573,40,705
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",116,426,35,577
"Newington School District","=""0940011""","Newington High School","=""0946111""",205,1116,101,1422
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",44,329,21,394
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*",339,"*",361
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","*",324,"*",339
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","*",425,"*",451
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",75,1650,35,1760
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",51,813,28,892
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",0,56,0,56
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",44,749,26,819
"Newtown School District","=""0970011""","STARR","=""0979011""",0,"*",0,"*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","*",431,"*",454
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","*",99,"*",116
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",0,"*",0,"*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",39,383,19,441
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",51,551,34,636
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",56,448,32,536
"North Branford School District","=""0990011""","School to Work Program","=""0999011""",0,"*",0,"*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",46,405,17,468
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",63,242,10,315
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",35,316,26,377
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",25,358,11,394
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",27,309,29,365
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",110,1013,64,1187
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",54,679,40,773
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",27,364,13,404
