"Student Counts by School and Race"
"All Districts, All Schools"
"2012-13"

"",,,,"Race",,,,,,,
"District","District Code","School","School Code","American Indian or Alaska Native","Asian","Black or African American","Hispanic/Latino of any race","Native Hawaiian or Other Pacific Islander","Two or More Races","White","Total"
"Windham School District","=""1630011""","Early Headstart","=""1638011""",0,0,0,"*",0,0,"*",22
"Windham School District","=""1630011""","Natchaug School","=""1630111""",0,"*",18,256,0,"*",75,366
"Windham School District","=""1630011""","North Windham School","=""1630311""","*","*",14,365,0,11,116,511
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""","*","*",18,242,0,13,74,350
"Windham School District","=""1630011""","Windham Center School","=""1630511""","*","*",6,188,0,9,126,332
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",0,0,"*",165,0,"*",41,217
"Windham School District","=""1630011""","Windham High School","=""1636111""","*","*",32,415,0,9,208,673
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",9,7,44,475,0,8,175,718
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",0,43,"*",63,"*",43,274,460
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",0,33,37,"*",0,"*",255,362
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","*",42,45,42,0,"*",416,552
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""","*",37,33,27,0,"*",261,372
"Windsor School District","=""1640011""","Clover Street School","=""1640111""","*",16,139,41,"*",9,92,299
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",0,21,185,88,0,24,123,441
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",0,"*",161,59,"*",35,162,444
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""","*",16,119,41,0,"*",64,254
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""","*",35,352,107,0,"*",224,751
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",0,46,626,155,0,26,346,1199
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",0,8,6,17,0,11,281,323
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",0,12,9,17,0,10,304,352
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",0,12,12,19,0,22,575,640
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""","*","*",12,17,0,15,341,392
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","*",12,11,37,"*",20,782,865
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""","*",111,26,39,"*",12,547,744
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","*",70,"*",32,0,15,926,1055
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",0,"*","*",16,0,14,465,499
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",0,"*","*",12,0,9,365,394

