"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2013-14"

"",,,,"English Learner Status",,
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",408,36,444
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",755,24,779
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",386,19,405
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",2559,77,2636
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",340,46,386
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",365,13,378
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",304,40,344
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",207,57,264
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",421,26,447
"Greenwich School District","=""0570011""","North Street School","=""0570811""",377,17,394
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",405,23,428
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",256,9,265
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",451,45,496
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",467,37,504
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",777,9,786
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",602,0,602
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","*","*",577
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","*","*",449
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",392,19,411
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",385,0,385
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",353,9,362
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",404,18,422
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","*","*",410
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","*","*",294
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",1101,22,1123
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",324,9,333
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",466,14,480
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",571,9,580
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",304,9,313
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",280,7,287
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","*","*",583
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","*","*",1067
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","*","*",343
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","*","*",337
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",137,0,137
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",437,12,449
"Hamden School District","=""0620011""","Church Street School","=""0620211""",305,47,352
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",296,13,309
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1767,44,1811
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",842,23,865
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",302,28,330
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",283,16,299
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",293,35,328
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","*","*",435
"Hamden School District","=""0620011""","West Woods School","=""0621411""",431,19,450
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",111,0,111
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",430,205,635
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",416,111,527
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",242,36,278
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",146,27,173
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",244,8,252
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",338,23,361
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",282,96,378
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",314,179,493
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",306,235,541
"Hartford School District","=""0640011""","Burr School","=""0642311""",490,218,708
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",674,27,701
"Hartford School District","=""0640011""","Clark School","=""0642411""",306,63,369
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",669,21,690
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",246,48,294
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",564,32,596
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",474,119,593
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",452,40,492
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",239,10,249
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",281,133,414
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",358,123,481
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",325,133,458
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",867,51,918
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""",120,0,120
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",33,10,43
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",291,52,343
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",172,29,201
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",466,192,658
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",764,55,819
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",374,195,569
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",290,26,316
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",205,86,291
"Hartford School District","=""0640011""","Milner School","=""0641911""",298,78,376
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",282,9,291
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",158,0,158
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",523,137,660
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",91,8,99
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",409,134,543
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",316,14,330
"Hartford School District","=""0640011""","Rawson School","=""0641711""",459,39,498
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",128,0,128
"Hartford School District","=""0640011""","SAND School","=""0640111""",384,75,459
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",344,15,359
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",316,176,492
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",254,43,297
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",648,57,705
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",388,20,408
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",652,23,675
"Hartford School District","=""0640011""","West Middle School","=""0642111""",350,148,498
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",291,63,354
"Hartland School District","=""0650011""","Hartland School","=""0650111""",204,0,204
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",344,0,344
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","*","*",523
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",361,0,361
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",303,27,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",208,38,246
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",704,0,704
"Kent School District","=""0680011""","Kent Center School","=""0680111""","*","*",272
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",101,0,101
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",411,16,427
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",847,8,855
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",750,11,761
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",418,32,450
"Killingly School District","=""0690011""","Sunrise Community School","=""0690411""","*","*",47
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","*","*",392
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",102,16,118
"Learn","=""2450014""","Learn Special Education","=""2459014""",32,0,32
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","*","*",253
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",449,84,533
"Learn","=""2450014""","Riverside Magnet School at Goodwin College","=""2450314""",235,0,235
"Learn","=""2450014""","The Friendship School","=""2450214""",500,13,513
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",61,0,61
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","*","*",392
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",358,0,358
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",396,0,396
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*","*",225
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","*","*",360
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","*","*",274
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","*","*",418
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",925,8,933
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","*","*",347
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","*","*",396
"Litchfield School District","=""0740011""","Center School","=""0740211""",268,0,268
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","*","*",472
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",245,0,245
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*","*",1251
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","*","*",546
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",288,8,296
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","*","*",343
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","*","*",242
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",45,0,45
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","*","*",560
"Manchester School District","=""0770011""","Bowers School","=""0770111""",397,28,425
"Manchester School District","=""0770011""","Buckley School","=""0770311""",345,15,360
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",359,15,374
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",256,11,267
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",763,38,801
"Manchester School District","=""0770011""","Keeney School","=""0770611""",322,14,336
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",1560,59,1619
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",191,0,191
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","*","*",92
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","*","*",15
"Manchester School District","=""0770011""","Martin School","=""0771611""",261,21,282
"Manchester School District","=""0770011""","Robertson School","=""0771011""",350,30,380
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",306,58,364
"Manchester School District","=""0770011""","Waddell School","=""0771311""",318,24,342
"Manchester School District","=""0770011""","Washington School","=""0771411""",327,35,362
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",250,6,256
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",183,18,201
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",532,14,546
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",228,14,242
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*","*",605
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",545,67,612
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",390,24,414
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",532,49,581
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",1020,153,1173
"Meriden School District","=""0800011""","Hanover School","=""0800311""",504,98,602
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",541,70,611
"Meriden School District","=""0800011""","John Barry School","=""0800511""",454,55,509
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",666,103,769
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",1069,87,1156
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",412,65,477
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",301,145,446
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",666,95,761
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",307,15,322
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",342,25,367
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","*","*",319
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",293,10,303
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",193,11,204
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",1229,23,1252
"Middletown School District","=""0830011""","Moody School","=""0831211""",275,8,283
"Middletown School District","=""0830011""","Snow School","=""0831111""",384,15,399
"Middletown School District","=""0830011""","Spencer School","=""0830111""",312,18,330
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","*","*",18
"Middletown School District","=""0830011""","Wesley School","=""0831411""",313,9,322
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",654,12,666
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","*","*",254
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","*","*",466
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","*","*",554
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",359,22,381
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","*","*",1013
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","*","*",963
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",299,11,310
"Milford School District","=""0840011""","Mathewson School","=""0841711""",343,34,377
"Milford School District","=""0840011""","Meadowside School","=""0840711""",451,10,461
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","*","*",388
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",335,6,341
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",362,12,374
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",517,6,523
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*","*",522
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","*","*",812
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","*","*",1188
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","*","*",371
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",467,7,474
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",344,10,354
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",568,8,576
"Montville School District","=""0860011""","Mohegan School","=""0860111""",318,47,365
"Montville School District","=""0860011""","Montville High School","=""0866111""",684,18,702
"Montville School District","=""0860011""","Oakdale School","=""0860511""","*","*",386
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",25,0,25
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",228,11,239
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",16,0,16
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",655,24,679
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",283,6,289
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",126,0,126
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",351,9,360
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",299,27,326
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",489,20,509
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",1237,30,1267
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",251,23,274
"Naugatuck School District","=""0880011""","Western School","=""0880711""",254,7,261
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""","*","*",402
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",41,8,49
"New Britain School District","=""0890011""","CLIMB","=""0899411""","*","*",25
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",467,34,501
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",477,302,779
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",550,43,593
"New Britain School District","=""0890011""","Holmes School","=""0890611""",400,89,489
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","*","*",167
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",345,79,424
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",591,117,708
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2029,452,2481
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",28,12,40
"New Britain School District","=""0890011""","Northend School","=""0890911""",255,33,288
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",516,117,633
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",354,40,394
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",546,72,618
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",526,128,654
"New Britain School District","=""0890011""","Smith School","=""0891311""",597,74,671
"New Britain School District","=""0890011""","Vance School","=""0891511""",482,55,537
"New Canaan School District","=""0900011""","East School","=""0900411""",515,15,530
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",1257,7,1264
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",1303,11,1314
"New Canaan School District","=""0900011""","South School","=""0900211""",525,10,535
"New Canaan School District","=""0900011""","West School","=""0900311""",526,11,537
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",532,17,549
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",548,12,560
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","*","*",990
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",620,6,626
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","*","*",323
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",117,0,117
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","*","*",104
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",442,6,448
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",517,37,554
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",431,56,487
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",542,40,582
"New Haven School District","=""0930011""","Beecher School","=""0930311""",474,11,485
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",495,37,532
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",452,18,470
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",474,31,505
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",453,29,482
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",370,24,394
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",385,172,557
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",270,178,448
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",579,59,638
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",619,16,635
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",200,8,208
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","*","*",516
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","*","*",42
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",30,0,30
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",119,0,119
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",424,63,487
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","*","*",489
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",342,417,759
"New Haven School District","=""0930011""","Headstart","=""0938011""",357,0,357
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",268,0,268
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",242,20,262
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",307,143,450
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",648,35,683
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",894,87,981
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",416,97,513
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",317,197,514
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",603,9,612
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",324,19,343
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",511,37,548
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",371,18,389
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","*","*",277
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*",14
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",244,85,329
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",93,11,104
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",394,97,491
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",609,42,651
"New Haven School District","=""0930011""","Sound School","=""0936711""","*","*",334
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",330,120,450
"New Haven School District","=""0930011""","Truman School","=""0932911""",281,181,462
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",214,8,222
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",387,13,400
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1179,242,1421
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",367,47,414
"New London School District","=""0950011""","Jennings School","=""0950311""",363,225,588
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",438,115,553
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",439,91,530
"New London School District","=""0950011""","New London High School","=""0956111""",725,156,881
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",450,67,517
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",427,46,473
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",375,11,386
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",11,0,11
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",1407,19,1426
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",454,6,460
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",1022,31,1053
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",668,7,675
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",442,30,472
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",280,22,302
"Newington School District","=""0940011""","John Paterson School","=""0940811""",389,38,427
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",691,9,700
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","*","*",594
"Newington School District","=""0940011""","Newington High School","=""0946111""",1333,28,1361
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",340,24,364
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*","*",349
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","*","*",303
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","*","*",418
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","*","*",1713
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",855,0,855
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",70,0,70
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","*","*",787
"Newtown School District","=""0970011""","STARR","=""0979011""","*",0,"*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","*","*",395
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",112,0,112
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","*",0,"*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",408,7,415
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",604,6,610
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",508,0,508
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","*",0,"*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","*","*",471
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","*","*",295
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",329,11,340
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",368,11,379
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",329,8,337
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1115,8,1123
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",775,8,783
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",396,8,404
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",378,0,378
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",218,0,218
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",154,0,154
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1552,127,1679
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",411,117,528
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",309,14,323
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",448,46,494
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",414,30,444
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",456,125,581
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",450,122,572
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",404,90,494
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",406,49,455
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",542,37,579
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1438,101,1539
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",57,9,66
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",579,53,632
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",393,36,429
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",420,31,451
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",357,121,478
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",283,102,385
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",604,50,654
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",276,32,308
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",2170,154,2324
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",218,0,218
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","*","*",32
