"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2011-12"

"",,,,"English Learner Status",,
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",448,26,474
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",709,18,727
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",652,0,652
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","*","*",586
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","*","*",355
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",452,34,486
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","*","*",392
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",321,13,334
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""","*","*",407
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",373,0,373
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","*","*",425
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","*","*",356
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",1211,26,1237
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","*","*",321
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",257,11,268
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","*","*",585
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",302,11,313
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","*","*",327
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","*","*",551
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","*","*",1131
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",383,6,389
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","*","*",360
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",89,0,89
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",458,10,468
"Hamden School District","=""0620011""","Church Street School","=""0620211""",350,56,406
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",301,20,321
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1826,27,1853
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",886,21,907
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",251,16,267
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",296,25,321
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",298,39,337
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",379,15,394
"Hamden School District","=""0620011""","West Woods School","=""0621411""",457,19,476
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",126,0,126
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",307,142,449
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",498,67,565
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",236,79,315
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",164,7,171
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",343,12,355
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",318,81,399
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",431,194,625
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",339,257,596
"Hartford School District","=""0640011""","Burr School","=""0642311""",557,250,807
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",504,17,521
"Hartford School District","=""0640011""","Clark School","=""0642411""",340,57,397
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",694,20,714
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",255,42,297
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",100,46,146
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",329,29,358
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",585,164,749
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",396,21,417
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",304,129,433
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",176,45,221
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",327,69,396
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",278,100,378
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",675,41,716
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","*","*",32
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",282,39,321
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",273,44,317
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",592,207,799
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",643,47,690
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",304,175,479
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",378,23,401
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",333,118,451
"Hartford School District","=""0640011""","Milner School","=""0641911""",317,105,422
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""","*","*",240
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",569,135,704
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",105,11,116
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",423,108,531
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",313,14,327
"Hartford School District","=""0640011""","Rawson School","=""0641711""",440,12,452
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",105,0,105
"Hartford School District","=""0640011""","SAND School","=""0640111""",370,101,471
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",329,15,344
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",284,185,469
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""",195,7,202
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",323,24,347
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",590,47,637
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",378,11,389
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",566,16,582
"Hartford School District","=""0640011""","West Middle School","=""0642111""",462,195,657
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",322,70,392
"Hartland School District","=""0650011""","Hartland School","=""0650111""",225,0,225
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",400,0,400
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",648,0,648
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",337,0,337
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",317,13,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",171,20,191
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","*","*",488
"Kent School District","=""0680011""","Kent Center School","=""0680111""","*","*",278
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","*","*",100
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",479,14,493
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",807,15,822
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",801,11,812
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",429,20,449
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",246,0,246
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",63,19,82
"Learn","=""2450014""","Learn Special Education","=""2459014""",28,0,28
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","*","*",110
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",447,92,539
"Learn","=""2450014""","The Friendship School","=""2450214""",502,7,509
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",452,0,452
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",386,0,386
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",445,0,445
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*","*",224
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",338,14,352
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","*","*",270
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","*","*",413
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","*","*",934
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",384,6,390
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",24,0,24
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","*","*",453
"Litchfield School District","=""0740011""","Center School","=""0740211""",316,0,316
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","*","*",543
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",263,0,263
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*","*",1257
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","*","*",541
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","*","*",285
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",467,6,473
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",250,0,250
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",40,0,40
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","*","*",605
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",260,27,287
"Manchester School District","=""0770011""","Bowers School","=""0770111""",382,19,401
"Manchester School District","=""0770011""","Buckley School","=""0770311""",418,20,438
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",394,17,411
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",803,33,836
"Manchester School District","=""0770011""","Keeney School","=""0770611""",313,14,327
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",1730,49,1779
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",194,0,194
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","*","*",93
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",9,0,9
"Manchester School District","=""0770011""","Martin School","=""0771611""",240,12,252
"Manchester School District","=""0770011""","Robertson School","=""0771011""",344,31,375
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",315,43,358
"Manchester School District","=""0770011""","Waddell School","=""0771311""",307,36,343
"Manchester School District","=""0770011""","Washington School","=""0771411""",271,31,302
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",263,6,269
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",212,11,223
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",569,6,575
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",241,16,257
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*","*",672
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",545,63,608
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",461,34,495
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",636,69,705
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",1100,159,1259
"Meriden School District","=""0800011""","Hanover School","=""0800311""",431,90,521
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",470,68,538
"Meriden School District","=""0800011""","John Barry School","=""0800511""",449,61,510
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",642,81,723
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",1022,78,1100
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",462,68,530
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",296,131,427
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",752,84,836
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",326,7,333
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",342,10,352
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",341,7,348
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",332,18,350
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",252,10,262
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",1289,25,1314
"Middletown School District","=""0830011""","Moody School","=""0831211""",332,6,338
"Middletown School District","=""0830011""","Snow School","=""0831111""","*","*",368
"Middletown School District","=""0830011""","Spencer School","=""0830111""",319,16,335
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""",7,0,7
"Middletown School District","=""0830011""","Wesley School","=""0831411""",315,13,328
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",688,17,705
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","*","*",310
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","*","*",502
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","*","*",607
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",403,21,424
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","*","*",1016
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","*","*",993
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",294,11,305
"Milford School District","=""0840011""","Mathewson School","=""0841711""",378,27,405
"Milford School District","=""0840011""","Meadowside School","=""0840711""",477,11,488
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","*","*",401
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","*","*",383
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",384,8,392
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","*","*",580
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*","*",556
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","*","*",888
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","*","*",1272
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","*","*",380
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","*","*",485
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","*","*",363
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",622,16,638
"Montville School District","=""0860011""","Mohegan School","=""0860111""",323,53,376
"Montville School District","=""0860011""","Montville High School","=""0866111""",752,20,772
"Montville School District","=""0860011""","Oakdale School","=""0860511""",387,7,394
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",26,0,26
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",182,12,194
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",20,0,20
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",223,13,236
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",688,21,709
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",276,8,284
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",105,0,105
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",390,18,408
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",318,21,339
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",335,24,359
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",1315,29,1344
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",212,17,229
"Naugatuck School District","=""0880011""","Western School","=""0880711""",279,13,292
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",361,0,361
"New Britain School District","=""0890011""","Brook Side School","=""0899111""","*","*",39
"New Britain School District","=""0890011""","CLIMB","=""0899411""","*","*",30
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",490,38,528
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",448,475,923
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",526,37,563
"New Britain School District","=""0890011""","Holmes School","=""0890611""",376,35,411
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",165,0,165
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",355,118,473
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",477,172,649
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2090,426,2516
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",25,6,31
"New Britain School District","=""0890011""","Northend School","=""0890911""",341,16,357
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",390,141,531
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",398,44,442
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",648,51,699
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",521,50,571
"New Britain School District","=""0890011""","Smith School","=""0891311""",607,53,660
"New Britain School District","=""0890011""","Vance School","=""0891511""",554,23,577
"New Canaan School District","=""0900011""","East School","=""0900411""",515,7,522
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","*","*",1310
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",1225,7,1232
"New Canaan School District","=""0900011""","South School","=""0900211""","*","*",586
"New Canaan School District","=""0900011""","West School","=""0900311""",505,6,511
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",576,12,588
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",584,9,593
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",1004,0,1004
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","*","*",684
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","*","*",349
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",118,0,118
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",115,0,115
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","*","*",445
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",517,37,554
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",457,57,514
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",530,31,561
"New Haven School District","=""0930011""","Beecher School","=""0930311""",459,11,470
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",521,41,562
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",478,11,489
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",451,46,497
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",329,15,344
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",423,21,444
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",401,161,562
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",268,205,473
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",546,55,601
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",643,12,655
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""","*","*",209
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",505,9,514
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","*","*",33
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",48,0,48
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",121,0,121
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",369,52,421
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","*","*",320
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",339,351,690
"New Haven School District","=""0930011""","Headstart","=""0938011""",386,0,386
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",263,0,263
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",256,17,273
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",230,162,392
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",660,43,703
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",883,97,980
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",426,115,541
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",355,172,527
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",567,12,579
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",339,20,359
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",512,51,563
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",320,19,339
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",252,10,262
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*",26
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",116,12,128
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",456,79,535
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",524,51,575
"New Haven School District","=""0930011""","Sound School","=""0936711""",328,9,337
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",315,107,422
"New Haven School District","=""0930011""","Truman School","=""0932911""",332,195,527
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",230,15,245
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",391,7,398
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1013,226,1239
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",397,34,431
"New London School District","=""0950011""","Jennings School","=""0950311""",298,231,529
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",453,118,571
"New London School District","=""0950011""","Harbor School","=""0950211""",276,29,305
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",242,42,284
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","*","*",22
"New London School District","=""0950011""","New London High School","=""0956111""",759,175,934
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",274,45,319
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",417,41,458
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",403,32,435
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","*",0,"*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",1496,15,1511
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",516,8,524
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",1004,31,1035
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",686,11,697
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",444,26,470
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",293,6,299
"Newington School District","=""0940011""","John Paterson School","=""0940811""",436,23,459
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",660,18,678
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",578,12,590
"Newington School District","=""0940011""","Newington High School","=""0946111""",1411,38,1449
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",379,29,408
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*","*",384
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","*","*",342
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","*","*",476
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","*","*",1740
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","*","*",871
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",82,0,82
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","*","*",878
"Newtown School District","=""0970011""","STARR","=""0979011""","*",0,"*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","*","*",521
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",118,0,118
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",6,0,6
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",453,9,462
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","*","*",649
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",566,7,573
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","*","*",494
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",302,6,308
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",382,11,393
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",379,8,387
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",354,10,364
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1177,9,1186
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",789,8,797
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",411,10,421
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",384,0,384
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","*","*",216
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",181,0,181
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1594,136,1730
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",439,100,539
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",298,12,310
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",430,44,474
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",450,38,488
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",465,119,584
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",375,122,497
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",408,101,509
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",399,69,468
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",579,34,613
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1431,100,1531
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","*","*",69
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",561,48,609
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",402,38,440
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",414,40,454
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",308,120,428
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",312,89,401
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",621,43,664
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",266,35,301
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",2214,101,2315
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",17,0,17
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","*","*",44
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","*","*",16
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",318,84,402
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",560,64,624
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",354,72,426
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",435,28,463
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",436,58,494
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","*","*",76
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",320,24,344
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",275,56,331
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",286,34,320
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",245,15,260
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",314,0,314
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",410,22,432
