"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades, All Students"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","School","School Code","Grade","Subject","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%","AverageVSS"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"ELA",74,73,98.6,73,31,42.5,25,34.2,11,15.1,6,8.2,17,23.3,2429
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"Math",74,73,98.6,73,32,43.8,34,46.6,7,9.6,0,0.0,7,9.6,2414
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"ELA",74,74,100.0,74,20,27.0,16,21.6,27,36.5,11,14.9,38,51.4,2498
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"Math",74,74,100.0,74,40,54.1,27,36.5,"*","*","*","*",7,9.5,2445
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"ELA",71,71,100.0,71,13,18.3,27,38.0,23,32.4,8,11.3,31,43.7,2525
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"Math",71,71,100.0,71,40,56.3,21,29.6,"*","*","*","*",10,14.1,2466
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"ELA",70,69,98.6,69,19,27.5,15,21.7,23,33.3,12,17.4,35,50.7,2546
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"Math",70,69,98.6,69,32,46.4,22,31.9,"*","*","*","*",15,21.7,2494
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"ELA",63,63,100.0,63,15,23.8,21,33.3,19,30.2,8,12.7,27,42.9,2551
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"Math",63,63,100.0,63,33,52.4,15,23.8,"*","*","*","*",15,23.8,2502
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"ELA",43,43,100.0,43,"*","*","*","*",10,23.3,21,48.8,31,72.1,2465
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"Math",43,43,100.0,43,8,18.6,6,14.0,18,41.9,11,25.6,29,67.4,2447
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"ELA",41,41,100.0,41,"*","*","*","*",10,24.4,24,58.5,34,82.9,2544
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"Math",41,41,100.0,41,0,0.0,10,24.4,16,39.0,15,36.6,31,75.6,2528
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"ELA",38,38,100.0,38,9,23.7,"*","*",17,44.7,"*","*","*","*",2500
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"Math",38,38,100.0,38,18,47.4,11,28.9,"*","*","*","*",9,23.7,2468
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"ELA",48,48,100.0,48,"*","*",19,39.6,16,33.3,"*","*","*","*",2556
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"Math",48,48,100.0,48,21,43.8,18,37.5,9,18.8,0,0.0,9,18.8,2488
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"ELA",31,31,100.0,31,"*","*",11,35.5,11,35.5,"*","*","*","*",2564
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"Math",31,31,100.0,31,"*","*",11,35.5,10,32.3,"*","*","*","*",2563
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"ELA",49,48,98.0,48,"*","*",15,31.3,20,41.7,"*","*","*","*",2573
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"Math",49,48,98.0,47,18,38.3,17,36.2,"*","*","*","*",12,25.5,2529
"Avon School District","=""0040011""","Avon High School","=""0046111""",11,"ELA",246,232,94.3,230,29,12.6,28,12.2,69,30.0,104,45.2,173,75.2,2641
"Avon School District","=""0040011""","Avon High School","=""0046111""",11,"Math",246,231,93.9,231,38,16.5,53,22.9,69,29.9,71,30.7,140,60.6,2651
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"ELA",272,272,100.0,272,11,4.0,32,11.8,122,44.9,107,39.3,229,84.2,2622
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"Math",272,272,100.0,272,15,5.5,59,21.7,69,25.4,129,47.4,198,72.8,2621
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"ELA",275,272,98.9,272,"*","*","*","*",113,41.5,112,41.2,225,82.7,2641
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"Math",275,275,100.0,275,22,8.0,41,14.9,78,28.4,134,48.7,212,77.1,2641
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"ELA",113,109,96.5,109,0,0.0,"*","*","*","*",68,62.4,"*","*",2511
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"Math",113,113,100.0,113,"*","*","*","*",43,38.1,50,44.2,93,82.3,2491
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"ELA",143,140,97.9,140,13,9.3,19,13.6,33,23.6,75,53.6,108,77.1,2523
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"Math",143,143,100.0,143,12,8.4,27,18.9,52,36.4,52,36.4,104,72.7,2518
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"ELA","*","*","*","*","*","*",12,11.3,"*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"Math","*","*","*","*","*","*","*","*","*","*",56,52.8,"*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"ELA",128,128,100.0,128,10,7.8,20,15.6,23,18.0,75,58.6,98,76.6,2537
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"Math",128,128,100.0,128,"*","*",27,21.1,47,36.7,"*","*","*","*",2531
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"ELA",281,278,98.9,278,15,5.4,35,12.6,94,33.8,134,48.2,228,82.0,2568
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"Math",281,279,99.3,279,32,11.5,68,24.4,86,30.8,93,33.3,179,64.2,2546
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"ELA",276,274,99.3,273,14,5.1,27,9.9,111,40.7,121,44.3,232,85.0,2604
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"Math",276,275,99.6,275,20,7.3,47,17.1,85,30.9,123,44.7,208,75.6,2594
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"ELA",48,"*","*","*",11,24.4,7,15.6,12,26.7,15,33.3,"*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"Math",48,"*","*","*",15,33.3,"*","*",15,33.3,"*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"ELA",48,46,95.8,46,"*","*",7,15.2,"*","*",23,50.0,"*","*",2512
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"Math",48,46,95.8,46,"*","*",22,47.8,13,28.3,"*","*","*","*",2460
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"ELA","*",46,"*",46,"*","*","*","*",17,37.0,16,34.8,33,71.7,2540
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"Math","*",46,"*",46,11,23.9,19,41.3,"*","*","*","*","*","*",2501
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"ELA",61,60,98.4,59,"*","*",13,22.0,32,54.2,"*","*","*","*",2569
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"Math",61,59,96.7,59,12,20.3,16,27.1,20,33.9,11,18.6,31,52.5,2544
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",11,"ELA",248,238,96.0,204,64,31.4,66,32.4,49,24.0,25,12.3,74,36.3,2547
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",11,"Math",248,238,96.0,221,67,30.3,71,32.1,52,23.5,31,14.0,83,37.6,2595
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"ELA",242,242,100.0,242,24,9.9,57,23.6,106,43.8,55,22.7,161,66.5,2560
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"Math",242,241,99.6,241,47,19.5,96,39.8,59,24.5,39,16.2,98,40.7,2531
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,"ELA",215,215,100.0,215,27,12.6,52,24.2,100,46.5,36,16.7,136,63.3,2572
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,"Math",214,214,100.0,214,37,17.3,74,34.6,60,28.0,43,20.1,103,48.1,2561
