"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2007-08"

"",,,,"English Learner Status",,
"Willington School District","=""1600011""","Center School","=""1600111""","*","*",248
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",351,0,351
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""","*","*",1015
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",1034,12,1046
"Wilton School District","=""1610011""","Ina E. Driscoll School","=""1610611""","*","*",510
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",527,9,536
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",1250,6,1256
"Winchester School District","=""1620011""","ABLE","=""1629011""",7,0,7
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",320,8,328
"Winchester School District","=""1620011""","Bridges 2","=""1629111""","*",0,"*"
"Winchester School District","=""1620011""","Joy D. Rice School","=""1626111""",11,0,11
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""",353,19,372
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",323,18,341
"Windham School District","=""1630011""","Early Headstart","=""1638011""",97,0,97
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","=""1639011""","*","*",56
"Windham School District","=""1630011""","Natchaug School","=""1630111""",266,44,310
"Windham School District","=""1630011""","North Windham School","=""1630311""",343,102,445
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",247,95,342
"Windham School District","=""1630011""","Windham Center School","=""1630511""",181,78,259
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",177,0,177
"Windham School District","=""1630011""","Windham High School","=""1636111""",833,153,986
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",736,224,960
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",377,33,410
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",416,13,429
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",569,15,584
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",397,8,405
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",270,11,281
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",379,17,396
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",433,17,450
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",297,16,313
"Windsor School District","=""1640011""","Roger Wolcott Early Child Center","=""1641011""",235,22,257
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",909,12,921
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",1458,14,1472
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",381,13,394
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",382,12,394
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""","*","*",758
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",444,12,456
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","*","*",916
"Woodbridge School District","=""1670011""","Beecher Road Intermediate School","=""1670211""","*","*",467
"Woodbridge School District","=""1670011""","Beecher Road Primary School","=""1670111""",311,8,319
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",1153,0,1153
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",487,9,496
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""","*","*",448

