"Student Counts by School and Gender"
"All Districts, All Schools"
"2014-15"

"",,,,"Gender",,
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",150,169,319
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",33,78,111
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",824,717,1541
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",717,725,1442
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",437,478,915
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",208,199,407
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",126,198,324
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",233,209,442
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",204,209,413
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",211,230,441
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",254,249,503
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",194,204,398
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",397,408,805
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",247,228,475
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",211,249,460
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",362,358,720
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",14,19,33
"Farmington School District","=""0520011""","East Farms School","=""0520411""",218,227,445
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","*","*",13
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",33,45,78
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",587,677,1264
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",271,299,570
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",168,166,334
"Farmington School District","=""0520011""","Union School","=""0520111""",149,156,305
"Farmington School District","=""0520011""","West District School","=""0520311""",149,166,315
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",347,326,673
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",78,89,167
"Glastonbury School District","=""0540011""","Alternate Program","=""0541311""","*","*","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",229,221,450
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",134,126,260
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",276,243,519
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",1070,968,2038
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",190,207,397
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",193,218,411
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",6,10,16
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""",11,6,17
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",207,180,387
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",278,272,550
"Glastonbury School District","=""0540011""","PreK-Eastbury","=""0540511""",9,9,18
"Glastonbury School District","=""0540011""","PreK-Nayaug","=""0541011""",9,11,20
"Glastonbury School District","=""0540011""","Pride-Hebron Avenue","=""0541111""","*","*","*"
"Glastonbury School District","=""0540011""","Pride-Nayaug","=""0541211""","*","*",8
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",501,530,1031
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",189,189,378
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",322,361,683
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",162,168,330
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",140,140,280
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",140,143,283
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",67,60,127
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",269,309,578
"Greenwich School District","=""0570011""","Community Connections","=""0571211""","*","*",10
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",204,234,438
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",393,418,811
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",219,205,424
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",23,23,46
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",1263,1238,2501
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",200,191,391
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",191,179,370
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",174,195,369
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",122,142,264
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",239,248,487
"Greenwich School District","=""0570011""","North Street School","=""0570811""",176,208,384
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",214,218,432
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",121,137,258
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",228,269,497
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",259,273,532
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","*","*",15
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",352,404,756
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",303,268,571
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",272,275,547
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",236,225,461
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",175,225,400
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",172,186,358
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",183,173,356
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",195,201,396
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",191,208,399
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",138,149,287
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",526,563,1089
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",134,175,309
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",243,230,473
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",258,276,534
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",153,169,322
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",103,159,262
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",287,272,559
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",535,541,1076
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",153,176,329
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",156,162,318
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",51,99,150
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",230,218,448
"Hamden School District","=""0620011""","Church Street School","=""0620211""",158,169,327
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",143,153,296
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",23,49,72
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",807,889,1696
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",399,404,803
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",145,186,331
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",153,169,322
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",143,177,320
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",218,216,434
"Hamden School District","=""0620011""","West Woods School","=""0621411""",214,216,430
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",40,65,105
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",320,342,662
"Hartford School District","=""0640011""","Autism Program - Clark School","=""0644511""","*","*",18
"Hartford School District","=""0640011""","Autism Program - Fred D. Wish Museum School","=""0644211""","*","*",24
"Hartford School District","=""0640011""","Autism Program - Hooker School","=""0644311""","*","*",7
"Hartford School District","=""0640011""","Autism Program - Naylor School","=""0645711""",8,15,23
"Hartford School District","=""0640011""","Autism Program - Rawson School","=""0644411""","*","*",12
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",220,246,466
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",145,143,288
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",98,155,253
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",153,165,318
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",197,160,357
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",177,196,373
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",215,274,489
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",264,317,581
"Hartford School District","=""0640011""","Burr School","=""0642311""",314,370,684
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""",34,13,47
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",324,348,672
"Hartford School District","=""0640011""","Clark School","=""0642411""",178,157,335
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",387,315,702
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",125,150,275
"Hartford School District","=""0640011""","EDP - Betances School","=""0645811""",0,8,8
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""",0,"*","*"
"Hartford School District","=""0640011""","EDP - HPHS Engineering and Green Technology Academy","=""0648211""","*","*",19
"Hartford School District","=""0640011""","EDP - M.D. Fox School","=""0645911""","*","*",28
"Hartford School District","=""0640011""","EDP - McDonough Middle School","=""0648111""","*","*","*"
"Hartford School District","=""0640011""","Early Childhood Development Center (ECDC)","=""0644111""",0,"*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",270,337,607
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",285,292,577
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",322,299,621
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",156,100,256
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",79,293,372
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",178,211,389
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",268,125,393
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",551,450,1001
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""",74,70,144
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",121,135,256
"Hartford School District","=""0640011""","High Step Transition","=""0648411""","*","*",10
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",104,86,190
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",297,324,621
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",558,326,884
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",310,292,602
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",140,189,329
"Hartford School District","=""0640011""","MDP - Batchelder School","=""0644811""","*","*",12
"Hartford School District","=""0640011""","MDP - Bulkeley High School","=""0645011""",8,13,21
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""",10,13,23
"Hartford School District","=""0640011""","MDP - Moylan School","=""0648511""",0,"*","*"
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",119,133,252
"Hartford School District","=""0640011""","Milner School","=""0641911""",182,148,330
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",166,157,323
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",119,93,212
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",334,348,682
"Hartford School District","=""0640011""","New Visions Program","=""0642711""",13,38,51
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",72,55,127
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",257,275,532
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",114,261,375
"Hartford School District","=""0640011""","Rawson School","=""0641711""",215,269,484
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",47,36,83
"Hartford School District","=""0640011""","SAND School","=""0640111""",193,209,402
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",144,216,360
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",256,229,485
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",156,139,295
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",312,390,702
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",137,286,423
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",339,339,678
"Hartford School District","=""0640011""","West Middle School","=""0642111""",172,208,380
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",152,151,303
"Hartland School District","=""0650011""","Hartland School","=""0650111""",95,106,201
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",134,160,294
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",239,252,491
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",208,195,403
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",163,168,331
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",129,133,262
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",388,328,716
"Kent School District","=""0680011""","Kent Center School","=""0680111""",114,140,254
"Kent School District","=""0680011""","LEAPSS","=""0680211""","*","*","*"
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",47,64,111
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""",10,11,21
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",183,199,382
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",405,387,792
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",354,361,715
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",241,242,483
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",231,176,407
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",77,61,138
"Learn","=""2450014""","Learn ABA Program at Center School","=""2451214""","*","*","*"
"Learn","=""2450014""","Learn Haynes Elementary Intensive Program","=""2451114""","*","*",10
"Learn","=""2450014""","Learn High School ABA","=""2450614""",0,"*","*"
"Learn","=""2450014""","Learn Kelly Middle School Intensive Program","=""2450914""","*","*","*"
"Learn","=""2450014""","Learn Ledyard RICHES Program","=""2450714""","*","*","*"
"Learn","=""2450014""","Learn Pathways Program","=""2450514""","*","*","*"
"Learn","=""2450014""","Learn SAILS Middle School Program","=""2450814""",0,6,6
"Learn","=""2450014""","Learn SAILS Program at Salem","=""2451014""",0,6,6
"Learn","=""2450014""","Learn STS 18-21 Year Old Program","=""2450414""",0,"*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",139,133,272
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",273,260,533
"Learn","=""2450014""","Riverside Magnet School at Goodwin College","=""2450314""",155,152,307
"Learn","=""2450014""","The Friendship School","=""2450214""",239,273,512
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",34,27,61
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",173,205,378
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",160,176,336
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",214,167,381
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",95,98,193
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",183,179,362
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",143,151,294
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",193,222,415
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",471,425,896
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",163,187,350
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",190,208,398
"Litchfield School District","=""0740011""","Center School","=""0740211""",130,142,272
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",225,252,477
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",111,118,229
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",596,633,1229
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",201,287,488
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",134,139,273
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",150,189,339
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",118,119,237
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",16,27,43
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",298,254,552
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",21,30,51
"Manchester School District","=""0770011""","Bowers School","=""0770111""",199,218,417
"Manchester School District","=""0770011""","Buckley School","=""0770311""",152,197,349
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",202,202,404
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",127,147,274
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",389,418,807
"Manchester School District","=""0770011""","Keeney School","=""0770611""",172,164,336
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",786,740,1526
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",79,86,165
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",16,43,59
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","*","*",12
"Manchester School District","=""0770011""","Martin School","=""0771611""",144,121,265
"Manchester School District","=""0770011""","New Horizons","=""0770711""",8,21,29
"Manchester School District","=""0770011""","Robertson School","=""0771011""",213,194,407
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",189,223,412
"Manchester School District","=""0770011""","Waddell School","=""0771311""",154,188,342
"Manchester School District","=""0770011""","Washington School","=""0771411""",182,191,373
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",126,134,260
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",112,107,219
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",236,283,519
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",133,108,241
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",277,322,599
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",309,337,646
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",184,203,387
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",270,287,557
"Meriden School District","=""0800011""","Community Classroom Collaborative-Meriden School District","=""0800211""","*","*",8
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",589,621,1210
"Meriden School District","=""0800011""","Hanover School","=""0800311""",292,336,628
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",290,290,580
"Meriden School District","=""0800011""","John Barry School","=""0800511""",241,268,509
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",372,384,756
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",512,585,1097
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",238,260,498
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",233,233,466
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",329,367,696
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",158,151,309
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""",10,14,24
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",189,183,372
"Middletown School District","=""0830011""","ICM - Farm Hill","=""0830611""",0,"*","*"
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""",0,"*","*"
"Middletown School District","=""0830011""","ICM - Macdonough","=""0831011""",0,10,10
"Middletown School District","=""0830011""","ICM - Wesley","=""0830811""","*","*","*"
"Middletown School District","=""0830011""","ICM- Woodrow Wilson Middle School","=""0830411""","*","*","*"
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",180,180,360
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",135,146,281
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","*","*",8
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","*","*",11
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",103,110,213
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",608,589,1197
"Middletown School District","=""0830011""","Moody School","=""0831211""",119,142,261
"Middletown School District","=""0830011""","OASIS","=""0830311""","*","*","*"
"Middletown School District","=""0830011""","Snow School","=""0831111""",178,227,405
"Middletown School District","=""0830011""","Spencer School","=""0830111""",140,159,299
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""",6,20,26
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","*","*",9
"Middletown School District","=""0830011""","Wesley School","=""0831411""",134,143,277
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",333,312,645
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",127,132,259
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",253,234,487
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",251,310,561
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",192,188,380
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",469,456,925
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",441,478,919
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",147,152,299
"Milford School District","=""0840011""","Mathewson School","=""0841711""",179,190,369
"Milford School District","=""0840011""","Meadowside School","=""0840711""",175,218,393
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",185,255,440
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",163,162,325
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",178,196,374
"Milford School District","=""0840011""","The Academy","=""0840311""",21,32,53
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",221,245,466
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",239,273,512
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",372,386,758
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","*","*",16
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",560,603,1163
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",180,183,363
"Monroe School District","=""0850011""","REAL","=""0850411""","*","*",6
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",242,225,467
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",163,181,344
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",270,282,552
"Montville School District","=""0860011""","Mohegan School","=""0860111""",187,166,353
"Montville School District","=""0860011""","Montville High School","=""0866111""",352,348,700
"Montville School District","=""0860011""","Oakdale School","=""0860511""",143,166,309
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",7,20,27
"Montville School District","=""0860011""","Pre School Program","=""0860311""",19,43,62
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",114,132,246
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""","*","*",24
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",302,378,680
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",166,180,346
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",64,57,121
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",138,166,304
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",148,189,337
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",225,250,475
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",605,654,1259
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",114,135,249
"Naugatuck School District","=""0880011""","Western School","=""0880711""",128,137,265
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",234,239,473
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",15,35,50
"New Britain School District","=""0890011""","CLIMB","=""0899411""",7,22,29
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",252,276,528
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",416,355,771
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",235,334,569
"New Britain School District","=""0890011""","Holmes School","=""0890611""",253,253,506
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",81,78,159
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",221,221,442
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",340,385,725
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1156,1301,2457
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",20,30,50
"New Britain School District","=""0890011""","Northend School","=""0890911""",129,145,274
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",342,427,769
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",349,427,776
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",315,387,702
"New Britain School District","=""0890011""","Smith School","=""0891311""",320,376,696
"New Britain School District","=""0890011""","Vance School","=""0891511""",265,248,513
"New Canaan School District","=""0900011""","East School","=""0900411""",257,309,566
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",617,633,1250
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",638,653,1291
"New Canaan School District","=""0900011""","South School","=""0900211""",261,286,547
"New Canaan School District","=""0900011""","West School","=""0900311""",271,276,547
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","*","*",9
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",252,292,544
"New Fairfield School District","=""0910011""","Day Alternative Learning Program","=""0910411""",7,7,14
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",257,269,526
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",438,495,933
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",298,331,629
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",161,149,310
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",65,50,115
"New Hartford School District","=""0920011""","Bridges II at Ann Antolini School","=""0920411""","*","*","*"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",39,36,75
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",212,227,439
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",261,291,552
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",251,239,490
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",273,287,560
"New Haven School District","=""0930011""","Beecher School","=""0930311""",237,265,502
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",246,271,517
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",310,149,459
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",262,235,497
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","*","*",20
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",236,272,508
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",181,181,362
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",284,315,599
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",223,228,451
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",321,319,640
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",421,193,614
