"District","District Code","School","School Code","English Learner Status","Count","%"
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","English Learner Status","N/A","*"
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","English Learner Status","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","English Learner Status","N/A","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","English Learner Status","N/A","*"
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","English Learner Status","N/A","*"
"Regional School District 18","=""2180012""","Center School","=""2180312""","English Learner Status","N/A","*"
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","English Learner Status","N/A","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","English Learner Status","N/A","*"
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","English Learner Status","N/A","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","English Learner Status","*","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","English Learner Status",38,27.7
"New London School District","=""0950011""","Harbor School","=""0950211""","English Learner Status","*","*"
"New London School District","=""0950011""","Jennings School","=""0950311""","English Learner Status","N/A","N/A"
"New London School District","=""0950011""","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","=""0950911""","English Learner Status","*","*"
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","English Learner Status","N/A","*"
"New London School District","=""0950011""","New London High School","=""0956111""","English Learner Status",55,30.1
"New London School District","=""0950011""","Shoreline Academy","=""0950511""","English Learner Status","*","*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","English Learner Status","*","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","English Learner Status","N/A","N/A"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","English Learner Status","*","*"
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""","English Learner Status","*","*"
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","English Learner Status","N/A","*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","English Learner Status","*","*"
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","English Learner Status","N/A","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","English Learner Status","N/A","*"
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","English Learner Status","N/A","*"
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","English Learner Status","N/A","*"
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","English Learner Status","N/A","*"
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","English Learner Status","N/A","*"
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","English Learner Status","N/A","*"
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","English Learner Status","N/A","*"
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","English Learner Status","N/A","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","English Learner Status","N/A","*"
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","English Learner Status","N/A","*"
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","English Learner Status","N/A","*"
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""","English Learner Status","N/A","*"
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","English Learner Status","N/A","*"
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","English Learner Status","N/A","*"
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""","English Learner Status","N/A","N/A"
"West Haven School District","=""1560011""","Anna V. Molloy School","=""1561311""","English Learner Status","N/A","N/A"
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","English Learner Status",8,13.1
"West Haven School District","=""1560011""","Clarence E. Thompson School","=""1561011""","English Learner Status","N/A","N/A"
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""","English Learner Status","N/A","N/A"
"West Haven School District","=""1560011""","Forest School","=""1560311""","English Learner Status","*","*"
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""","English Learner Status","*","*"
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""","English Learner Status","*","*"
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""","English Learner Status","*","*"
"West Haven School District","=""1560011""","Washington School","=""1561211""","English Learner Status","N/A","N/A"
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","English Learner Status",18,28.6
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","English Learner Status","N/A","*"
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""","English Learner Status","N/A","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","English Learner Status","N/A","*"
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""","English Learner Status","*","*"
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","English Learner Status","N/A","*"
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","English Learner Status","N/A","*"
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""","English Learner Status","N/A","*"
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","English Learner Status","N/A","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","English Learner Status","N/A","*"
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","English Learner Status","N/A","*"
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""","English Learner Status","N/A","*"

