"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2010-11"

"",,,,"English Learner Status",,
"District","District Code","School","School Code","No","Yes","Total"
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",458,55,513
"West Haven School District","=""1560011""","Washington School","=""1561211""",390,69,459
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",364,36,400
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",883,66,949
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",358,41,399
"West Haven School District","=""1560011""","Forest School","=""1560311""",347,117,464
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",932,59,991
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",412,105,517
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",399,72,471
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",1480,65,1545
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",317,19,336
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","*","*",301
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","*","*",309
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""",533,9,542
"Weston School District","=""1570011""","Weston High School","=""1576111""",780,0,780
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","*","*",594
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","*","*",607
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",823,10,833
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","*","*",477
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",484,7,491
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",458,7,465
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""",478,8,486
"Westport School District","=""1580011""","Long Lots School","=""1580711""",597,9,606
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",518,12,530
"Westport School District","=""1580011""","Staples High School","=""1586111""","*","*",1832
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",55,0,55
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",365,30,395
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",287,37,324
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",423,26,449
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",407,12,419
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",385,25,410
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",598,21,619
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",1147,33,1180
"Willington School District","=""1600011""","Center School","=""1600111""","*","*",211
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","*","*",300
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""","*","*",1033
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","*","*",1022
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",973,15,988
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","*","*",1276
"Winchester School District","=""1620011""","Batcheller - Bridges 1","=""1629211""","*",0,"*"
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""","*","*",118
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""","*","*",403
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",411,11,422
"Windham School District","=""1630011""","Early Headstart","=""1638011""",32,0,32
"Windham School District","=""1630011""","Natchaug School","=""1630111""",199,54,253
"Windham School District","=""1630011""","North Windham School","=""1630311""",306,117,423
"Windham School District","=""1630011""","Partial Day Program","=""1638411""","*","*",10
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",208,133,341
"Windham School District","=""1630011""","Windham Center School","=""1630511""",190,120,310
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",209,0,209
"Windham School District","=""1630011""","Windham High School","=""1636111""",628,183,811
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",764,222,986
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",422,27,449
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",365,13,378
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",535,9,544
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",405,9,414
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",264,15,279
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",309,15,324
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",364,11,375
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",279,8,287
"Windsor School District","=""1640011""","Roger Wolcott Early Child Center","=""1641011""",232,12,244
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",791,23,814
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",1288,13,1301
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","*","*",341
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",371,16,387
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""","*","*",683
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",418,12,430
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","*","*",900
"Woodbridge School District","=""1670011""","Beecher Road Intermediate School","=""1670211""",403,9,412
"Woodbridge School District","=""1670011""","Beecher Road Primary School","=""1670111""",300,11,311
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","*","*",1096
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""","*","*",518
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""","*","*",407

