"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2014-15"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",99,200,27,326
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",131,223,23,377
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",216,424,69,709
"Enfield School District","=""0490011""","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""","*","*",0,6
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",106,164,16,286
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""","*","*",0,10
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",165,653,69,887
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",136,201,23,360
"Enfield School District","=""0490011""","Head Start Program","=""0498011""","*","*",0,104
"Enfield School District","=""0490011""","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""","*","*",0,"*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",136,199,21,356
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",319,686,94,1099
"Enfield School District","=""0490011""","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""","*","*",0,6
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",45,169,9,223
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","*","*",0,6
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",126,223,40,389
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",34,409,8,451
"Explorations District","=""2720013""","Explorations","=""2726113""","*",61,"*",88
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",20,399,9,428
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","*",305,"*",319
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",6,105,0,111
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",96,1425,20,1541
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",159,1238,45,1442
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",55,838,22,915
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",46,338,23,407
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","*",299,"*",324
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",106,309,27,442
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","*",394,"*",413
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","*",416,"*",441
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",16,487,0,503
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","*",382,"*",398
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",24,767,14,805
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","*",452,"*",475
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","*",449,"*",460
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",92,597,31,720
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","*",20,"*",33
"Farmington School District","=""0520011""","East Farms School","=""0520411""","*",407,"*",445
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","*","*",0,13
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""","*",70,"*",78
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",118,1119,27,1264
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",52,506,12,570
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",31,297,6,334
"Farmington School District","=""0520011""","Union School","=""0520111""",48,251,6,305
"Farmington School District","=""0520011""","West District School","=""0520311""","*",285,"*",315
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",55,610,8,673
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","*",143,"*",167
"Glastonbury School District","=""0540011""","Alternate Program","=""0541311""",0,"*",0,"*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",26,417,7,450
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","*","*",0,260
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",36,473,10,519
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",156,1830,52,2038
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",7,384,6,397
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",14,391,6,411
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""","*",11,"*",16
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""","*",15,"*",17
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",89,280,18,387
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",24,518,8,550
"Glastonbury School District","=""0540011""","PreK-Eastbury","=""0540511""",0,18,0,18
"Glastonbury School District","=""0540011""","PreK-Nayaug","=""0541011""",0,20,0,20
"Glastonbury School District","=""0540011""","Pride-Hebron Avenue","=""0541111""","*","*",0,"*"
"Glastonbury School District","=""0540011""","Pride-Nayaug","=""0541211""",0,8,0,8
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",75,939,17,1031
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","*",347,"*",378
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",44,622,17,683
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",31,291,8,330
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",21,253,6,280
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","*",250,"*",283
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",96,20,11,127
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",61,504,13,578
"Greenwich School District","=""0570011""","Community Connections","=""0571211""",0,10,0,10
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",29,397,12,438
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",21,776,14,811
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",13,398,13,424
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","*",22,"*",46
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",278,2127,96,2501
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",157,174,60,391
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",17,346,7,370
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",95,264,10,369
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",110,108,46,264
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","*",470,"*",487
"Greenwich School District","=""0570011""","North Street School","=""0570811""","*",375,"*",384
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",9,417,6,432
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","*",248,"*",258
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",6,491,0,497
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",146,336,50,532
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","*","*",0,15
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",263,450,43,756
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",145,387,39,571
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",189,315,43,547
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",120,313,28,461
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",240,133,27,400
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",78,202,78,358
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",235,95,26,356
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",136,193,67,396
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",86,298,15,399
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",106,151,30,287
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",362,644,83,1089
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",65,232,12,309
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",246,158,69,473
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",34,485,15,534
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","*",288,"*",322
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","*",240,"*",262
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",34,504,21,559
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",64,976,36,1076
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","*",303,"*",329
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",18,280,20,318
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",46,90,14,150
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",56,376,16,448
"Hamden School District","=""0620011""","Church Street School","=""0620211""",237,50,40,327
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",119,141,36,296
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",50,"*","*",72
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",518,1020,158,1696
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",282,452,69,803
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",179,121,31,331
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",162,119,41,322
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",165,136,19,320
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",79,349,6,434
"Hamden School District","=""0620011""","West Woods School","=""0621411""",30,386,14,430
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","*",79,"*",105
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",565,97,0,662
"Hartford School District","=""0640011""","Autism Program - Clark School","=""0644511""",18,0,0,18
"Hartford School District","=""0640011""","Autism Program - Fred D. Wish Museum School","=""0644211""","*","*",0,24
"Hartford School District","=""0640011""","Autism Program - Hooker School","=""0644311""",7,0,0,7
"Hartford School District","=""0640011""","Autism Program - Naylor School","=""0645711""",17,6,0,23
"Hartford School District","=""0640011""","Autism Program - Rawson School","=""0644411""","*","*",0,12
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",397,69,0,466
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",145,134,9,288
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",137,110,6,253
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",134,167,17,318
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",167,146,44,357
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",344,29,0,373
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",371,"*","*",489
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",496,85,0,581
"Hartford School District","=""0640011""","Burr School","=""0642311""",608,76,0,684
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""",31,"*","*",47
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",389,221,62,672
"Hartford School District","=""0640011""","Clark School","=""0642411""",286,49,0,335
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",299,330,73,702
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",249,"*","*",275
"Hartford School District","=""0640011""","EDP - Betances School","=""0645811""",8,0,0,8
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","*",0,0,"*"
"Hartford School District","=""0640011""","EDP - HPHS Engineering and Green Technology Academy","=""0648211""","*","*",0,19
"Hartford School District","=""0640011""","EDP - M.D. Fox School","=""0645911""","*","*",0,28
"Hartford School District","=""0640011""","EDP - McDonough Middle School","=""0648111""","*",0,0,"*"
"Hartford School District","=""0640011""","Early Childhood Development Center (ECDC)","=""0644111""",0,"*",0,"*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",543,"*","*",607
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",479,"*","*",577
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",561,60,0,621
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",128,103,25,256
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",344,"*","*",372
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",361,"*","*",389
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",368,25,0,393
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",506,405,90,1001
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""",52,83,9,144
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",198,50,8,256
"Hartford School District","=""0640011""","High Step Transition","=""0648411""","*","*",0,10
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",135,49,6,190
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",553,68,0,621
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",746,"*","*",884
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",501,101,0,602
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",265,64,0,329
"Hartford School District","=""0640011""","MDP - Batchelder School","=""0644811""","*","*",0,12
"Hartford School District","=""0640011""","MDP - Bulkeley High School","=""0645011""",21,0,0,21
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","*","*",0,23
"Hartford School District","=""0640011""","MDP - Moylan School","=""0648511""","*",0,0,"*"
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",219,33,0,252
"Hartford School District","=""0640011""","Milner School","=""0641911""",296,34,0,330
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",87,221,15,323
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",90,100,22,212
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",609,73,0,682
"Hartford School District","=""0640011""","New Visions Program","=""0642711""",45,6,0,51
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",116,"*","*",127
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",444,88,0,532
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",193,155,27,375
"Hartford School District","=""0640011""","Rawson School","=""0641711""",427,57,0,484
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",54,"*","*",83
"Hartford School District","=""0640011""","SAND School","=""0640111""",352,50,0,402
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",152,189,19,360
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",409,76,0,485
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",263,32,0,295
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",623,"*","*",702
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",148,239,36,423
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",311,315,52,678
"Hartford School District","=""0640011""","West Middle School","=""0642111""",338,42,0,380
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",279,24,0,303
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*",181,"*",201
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",17,268,9,294
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",24,454,13,491
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",200,122,81,403
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",86,218,27,331
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",147,93,22,262
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",298,341,77,716
"Kent School District","=""0680011""","Kent Center School","=""0680111""",23,225,6,254
"Kent School District","=""0680011""","LEAPSS","=""0680211""","*","*",0,"*"
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","*",73,"*",111
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""",13,"*","*",21
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",142,213,27,382
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",217,508,67,792
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",265,375,75,715
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",218,233,32,483
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",221,150,36,407
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",76,44,18,138
"Learn","=""2450014""","Learn ABA Program at Center School","=""2451214""",0,"*",0,"*"
"Learn","=""2450014""","Learn Haynes Elementary Intensive Program","=""2451114""","*","*",0,10
"Learn","=""2450014""","Learn High School ABA","=""2450614""","*","*",0,"*"
"Learn","=""2450014""","Learn Kelly Middle School Intensive Program","=""2450914""","*","*",0,"*"
"Learn","=""2450014""","Learn Ledyard RICHES Program","=""2450714""",0,"*",0,"*"
"Learn","=""2450014""","Learn Pathways Program","=""2450514""","*","*",0,"*"
"Learn","=""2450014""","Learn SAILS Middle School Program","=""2450814""","*","*","*",6
"Learn","=""2450014""","Learn SAILS Program at Salem","=""2451014""","*","*",0,6
"Learn","=""2450014""","Learn STS 18-21 Year Old Program","=""2450414""",0,"*",0,"*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",59,184,29,272
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",208,276,49,533
"Learn","=""2450014""","Riverside Magnet School at Goodwin College","=""2450314""",136,147,24,307
"Learn","=""2450014""","The Friendship School","=""2450214""",237,248,27,512
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","*",38,"*",61
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",65,292,21,378
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",53,274,9,336
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",32,333,16,381
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",31,154,8,193
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",107,239,16,362
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",32,248,14,294
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",64,335,16,415
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",149,723,24,896
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",63,274,13,350
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",80,307,11,398
"Litchfield School District","=""0740011""","Center School","=""0740211""","*",235,"*",272
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",41,424,12,477
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",32,188,9,229
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",47,1169,13,1229
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",15,467,6,488
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",11,256,6,273
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","*",327,"*",339
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","*",224,"*",237
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""","*","*",0,43
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","*",523,"*",552
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",28,"*","*",51
"Manchester School District","=""0770011""","Bowers School","=""0770111""",167,225,25,417
"Manchester School District","=""0770011""","Buckley School","=""0770311""",82,243,24,349
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",199,175,30,404
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",105,163,6,274
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",421,322,64,807
"Manchester School District","=""0770011""","Keeney School","=""0770611""",95,226,15,336
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",675,737,114,1526
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",131,34,0,165
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",40,"*","*",59
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",0,"*","*",12
"Manchester School District","=""0770011""","Martin School","=""0771611""",126,127,12,265
"Manchester School District","=""0770011""","New Horizons","=""0770711""",18,"*","*",29
"Manchester School District","=""0770011""","Robertson School","=""0771011""",190,181,36,407
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",279,100,33,412
"Manchester School District","=""0770011""","Waddell School","=""0771311""",158,156,28,342
"Manchester School District","=""0770011""","Washington School","=""0771411""",294,59,20,373
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",53,201,6,260
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",45,164,10,219
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",104,396,19,519
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",50,174,17,241
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",39,550,10,599
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",364,233,49,646
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",215,133,39,387
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",398,105,54,557
"Meriden School District","=""0800011""","Community Classroom Collaborative-Meriden School District","=""0800211""","*","*",0,8
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",681,441,88,1210
"Meriden School District","=""0800011""","Hanover School","=""0800311""",341,239,48,628
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",378,153,49,580
"Meriden School District","=""0800011""","John Barry School","=""0800511""",416,62,31,509
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",458,238,60,756
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",684,327,86,1097
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",340,119,39,498
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",217,216,33,466
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",457,188,51,696
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",175,115,19,309
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""",15,"*","*",24
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",204,153,15,372
"Middletown School District","=""0830011""","ICM - Farm Hill","=""0830611""","*","*",0,"*"
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""",0,"*",0,"*"
"Middletown School District","=""0830011""","ICM - Macdonough","=""0831011""",7,"*","*",10
"Middletown School District","=""0830011""","ICM - Wesley","=""0830811""","*","*",0,"*"
"Middletown School District","=""0830011""","ICM- Woodrow Wilson Middle School","=""0830411""","*","*",0,"*"
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",135,195,30,360
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",60,203,18,281
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","*",0,"*",8
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","*","*",0,11
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",158,42,13,213
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",445,665,87,1197
"Middletown School District","=""0830011""","Moody School","=""0831211""",35,218,8,261
"Middletown School District","=""0830011""","OASIS","=""0830311""","*","*",0,"*"
"Middletown School District","=""0830011""","Snow School","=""0831111""",174,206,25,405
"Middletown School District","=""0830011""","Spencer School","=""0830111""",147,133,19,299
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""",11,15,0,26
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","*","*","*",9
"Middletown School District","=""0830011""","Wesley School","=""0831411""",81,180,16,277
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",264,343,38,645
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",42,204,13,259
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",78,384,25,487
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",53,493,15,561
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",111,250,19,380
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",194,672,59,925
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",101,783,35,919
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",40,250,9,299
"Milford School District","=""0840011""","Mathewson School","=""0841711""","*",315,"*",369
"Milford School District","=""0840011""","Meadowside School","=""0840711""",44,334,15,393
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",68,365,7,440
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",40,260,25,325
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",105,247,22,374
"Milford School District","=""0840011""","The Academy","=""0840311""","*",29,"*",53
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",118,316,32,466
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",31,474,7,512
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",56,682,20,758
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""",7,9,0,16
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",61,1073,29,1163
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",19,338,6,363
"Monroe School District","=""0850011""","REAL","=""0850411""",0,6,0,6
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",26,431,10,467
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",106,203,35,344
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",154,348,50,552
"Montville School District","=""0860011""","Mohegan School","=""0860111""",121,193,39,353
"Montville School District","=""0860011""","Montville High School","=""0866111""",158,477,65,700
"Montville School District","=""0860011""","Oakdale School","=""0860511""",53,227,29,309
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*",15,"*",27
"Montville School District","=""0860011""","Pre School Program","=""0860311""","*",50,"*",62
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",136,94,16,246
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",0,24,0,24
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",214,388,78,680
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",100,209,37,346
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",76,37,8,121
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",141,132,31,304
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",153,159,25,337
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",104,337,34,475
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",436,736,87,1259
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",126,105,18,249
"Naugatuck School District","=""0880011""","Western School","=""0880711""",102,146,17,265
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",244,192,37,473
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",41,"*","*",50
"New Britain School District","=""0890011""","CLIMB","=""0899411""",22,"*","*",29
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",413,75,40,528
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",595,115,61,771
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",376,145,48,569
"New Britain School District","=""0890011""","Holmes School","=""0890611""",273,186,47,506
