"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"District Code","District","School Code","School","Subject","English Learner Status (EL)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0170011""","Bristol School District","=""0170911""","Greene-Hills GOAL","ELA","Non-ELL","*","*","*"
"=""0170011""","Bristol School District","=""0170911""","Greene-Hills GOAL","Math","Non-ELL","*","*","*"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","ELA","ELL",18,"*","*"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","ELA","Non-ELL",421,"43.2%","64.8%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Math","ELL",21,"42.9%","77.2%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Math","Non-ELL",421,"38.5%","62.3%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","ELA","ELL","*","*","*"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","ELA","Non-ELL","*","46.1%","67.0%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Math","ELL",6,"*","*"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Math","Non-ELL",128,"46.1%","70.5%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","ELA","ELL","*","*","*"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","ELA","Non-ELL","*","45.2%","66.1%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Math","ELL","*","*","*"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Math","Non-ELL","*","39.1%","68.5%"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL","ELA","Non-ELL","*","*","*"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL","Math","Non-ELL","*","*","*"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","ELA","ELL",6,"*","*"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","ELA","Non-ELL",389,"48.6%","69.4%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Math","ELL",7,"*","*"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Math","Non-ELL",389,"47.6%","67.5%"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","ELA","Non-ELL","*","*","*"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","Math","Non-ELL","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","ELA","ELL","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","ELA","Non-ELL","*","42.6%","69.9%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Math","ELL","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Math","Non-ELL","*","36.1%","57.3%"
"=""0170011""","Bristol School District","=""0173211""","Stafford Autism","ELA","Non-ELL","*","*","*"
"=""0170011""","Bristol School District","=""0173211""","Stafford Autism","Math","Non-ELL","*","*","*"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","ELA","ELL","*","*","*"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","ELA","Non-ELL","*","41.2%","68.0%"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","Math","ELL",6,"*","*"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","Math","Non-ELL",136,"51.5%","78.0%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","ELA","ELL",13,"*","*"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","ELA","Non-ELL",447,"45.9%","68.7%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","Math","ELL",17,"*","*"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","Math","Non-ELL",447,"46.1%","67.8%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","ELA","ELL",7,"*","*"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","ELA","Non-ELL",197,"37.1%","62.0%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","Math","ELL",6,"*","*"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","Math","Non-ELL",197,"34.0%","62.3%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","ELA","ELL",7,"*","*"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","ELA","Non-ELL",746,"45.3%","63.5%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","Math","ELL",9,"*","*"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","Math","Non-ELL",745,"48.6%","69.2%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","ELA","ELL","*","*","*"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","ELA","Non-ELL","*","59.2%","82.8%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","Math","ELL","*","*","*"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","Math","Non-ELL","*","51.4%","82.0%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","ELA","Non-ELL",351,"46.4%","66.0%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","Math","Non-ELL",350,"36.0%","54.0%"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","ELA","ELL","*","*","*"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","ELA","Non-ELL","*","56.8%","72.9%"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","Math","ELL","*","*","*"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","Math","Non-ELL","*","21.6%","44.8%"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","ELA","Non-ELL",36,"41.7%","72.0%"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","Math","Non-ELL",36,"55.6%","84.9%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","ELA","Non-ELL",212,"44.8%","66.0%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","Math","Non-ELL",212,"42.5%","64.7%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","ELA","ELL","*","*","*"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","ELA","Non-ELL","*","51.2%","72.6%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","Math","ELL","*","*","*"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","Math","Non-ELL","*","51.2%","74.6%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","ELA","Non-ELL",270,"51.5%","69.0%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","Math","Non-ELL",270,"60.4%","79.1%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","ELA","Non-ELL",88,"35.2%","56.8%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","Math","Non-ELL",87,"13.8%","31.6%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","ELA","ELL",14,"*","*"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","ELA","Non-ELL",313,"34.8%","54.3%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","Math","ELL",12,"*","*"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","Math","Non-ELL",299,"37.8%","54.4%"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","ELA","ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","ELA","Non-ELL","*","30.3%","66.9%"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","Math","ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","Math","Non-ELL","*","36.4%","69.6%"
"=""2410014""","Capitol Region Education Council","=""2419214""","Farmington Valley Regional Diagnostic Center","ELA","Non-ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2419214""","Farmington Valley Regional Diagnostic Center","Math","Non-ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","ELA","ELL",9,"*","*"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","ELA","Non-ELL",118,"49.2%","77.0%"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","Math","ELL",9,"*","*"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","Math","Non-ELL",118,"47.5%","77.1%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","ELA","ELL",10,"*","*"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","ELA","Non-ELL",286,"44.4%","64.1%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","Math","ELL",9,"*","*"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","Math","Non-ELL",280,"41.1%","61.1%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","ELA","ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","ELA","Non-ELL","*","45.6%","70.1%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","Math","ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","Math","Non-ELL","*","40.7%","69.1%"
"=""2410014""","Capitol Region Education Council","=""2419014""","John J. Allison Polaris Center","ELA","Non-ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2419014""","John J. Allison Polaris Center","Math","Non-ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","ELA","ELL",10,"*","*"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","ELA","Non-ELL",185,"40.0%","65.0%"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","Math","ELL",10,"*","*"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","Math","Non-ELL",186,"23.7%","42.5%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","ELA","ELL",9,"*","*"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","ELA","Non-ELL",286,"43.7%","62.6%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","Math","ELL",10,"*","*"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","Math","Non-ELL",284,"33.5%","55.2%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School","ELA","ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School","ELA","Non-ELL","*","44.7%","66.8%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School","Math","ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School","Math","Non-ELL","*","35.3%","57.6%"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy","ELA","ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy","ELA","Non-ELL","*","40.3%","69.9%"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy","Math","ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy","Math","Non-ELL","*","47.4%","75.4%"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy","ELA","ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy","ELA","Non-ELL","*","42.0%","62.0%"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy","Math","ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy","Math","Non-ELL","*","31.7%","49.5%"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts","ELA","ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts","ELA","Non-ELL","*","37.0%","68.4%"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts","Math","ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts","Math","Non-ELL","*","39.4%","69.5%"
"=""2410014""","Capitol Region Education Council","=""2419314""","River Street School","ELA","Non-ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2419314""","River Street School","Math","Non-ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2411214""","Soundbridge @ Museum Academy","ELA","Non-ELL",6,"*","*"
"=""2410014""","Capitol Region Education Council","=""2411214""","Soundbridge @ Museum Academy","Math","Non-ELL",6,"*","*"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School","ELA","ELL",27,"29.6%","46.7%"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School","ELA","Non-ELL",595,"34.6%","53.1%"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School","Math","ELL",27,"25.9%","50.7%"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School","Math","Non-ELL",594,"34.8%","52.8%"
"=""2410014""","Capitol Region Education Council","=""2410214""","University of Hartford Magnet School","ELA","ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410214""","University of Hartford Magnet School","ELA","Non-ELL","*","57.0%","78.2%"
"=""2410014""","Capitol Region Education Council","=""2410214""","University of Hartford Magnet School","Math","ELL","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410214""","University of Hartford Magnet School","Math","Non-ELL","*","69.2%","90.4%"
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School","ELA","Non-ELL",43,"55.8%","79.0%"
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School","Math","Non-ELL",42,"31.0%","43.8%"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School","ELA","Non-ELL",152,"63.2%","81.3%"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School","Math","Non-ELL",152,"70.4%","89.9%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School","ELA","Non-ELL",697,"42.5%","58.3%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School","Math","ELL","*","*","*"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School","Math","Non-ELL","*","47.9%","64.1%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School","ELA","ELL","*","*","*"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School","ELA","Non-ELL","*","56.9%","75.4%"
