"Student Counts by School and Gender"
"All Districts, All Schools"
"2009-10"

"",,,,"Gender",,
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",171,172,343
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",106,113,219
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",229,226,455
"Greenwich School District","=""0570011""","North Street School","=""0570811""",229,257,486
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",227,218,445
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",139,180,319
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",238,264,502
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",231,259,490
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",451,462,913
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",371,369,740
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",183,224,407
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",168,182,350
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",234,237,471
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",175,205,380
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",191,197,388
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",202,207,409
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",160,178,338
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",215,222,437
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",146,166,312
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",678,628,1306
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",171,191,362
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",141,135,276
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",249,295,544
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",177,144,321
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",167,165,332
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",309,310,619
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",570,545,1115
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",209,224,433
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",172,175,347
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",36,60,96
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",231,226,457
"Hamden School District","=""0620011""","Church Street School","=""0620211""",196,215,411
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",156,170,326
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",934,1038,1972
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",411,470,881
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",127,172,299
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",143,171,314
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",162,151,313
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",169,189,358
"Hamden School District","=""0620011""","West Woods School","=""0621411""",248,264,512
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",55,88,143
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",143,185,328
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",270,298,568
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",175,170,345
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",65,64,129
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",176,176,352
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",282,288,570
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",328,438,766
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",292,292,584
"Hartford School District","=""0640011""","Burr School","=""0642311""",291,334,625
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",155,121,276
"Hartford School District","=""0640011""","Clark School","=""0642411""",191,225,416
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",403,310,713
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",130,135,265
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",216,219,435
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",175,170,345
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",302,308,610
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",185,191,376
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",86,292,378
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",187,186,373
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",203,168,371
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",302,92,394
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",316,295,611
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","*","*",35
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""",14,61,75
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",99,98,197
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",77,88,165
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",421,374,795
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",357,261,618
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",392,409,801
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",252,260,512
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",162,196,358
"Hartford School District","=""0640011""","Milner School","=""0641911""",196,204,400
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",68,81,149
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",354,348,702
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",49,41,90
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",248,266,514
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",148,203,351
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",120,123,243
"Hartford School District","=""0640011""","Rawson School","=""0641711""",339,395,734
"Hartford School District","=""0640011""","SAND School","=""0640111""",219,194,413
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",112,141,253
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",241,252,493
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",220,217,437
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",310,292,602
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",141,221,362
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",165,170,335
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",293,326,619
"Hartford School District","=""0640011""","West Middle School","=""0642111""",349,349,698
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",200,226,426
"Hartland School District","=""0650011""","Hartland School","=""0650111""",108,119,227
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",250,254,504
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",304,364,668
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",157,146,303
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",160,170,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",96,86,182
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",241,193,434
"Kent School District","=""0680011""","Kent Center School","=""0680111""",131,151,282
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",40,58,98
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",245,257,502
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",418,371,789
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",356,434,790
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",248,254,502
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",43,24,67
"Learn","=""2450014""","Learn Special Education","=""2459014""","*","*",33
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",273,251,524
"Learn","=""2450014""","The Friendship School","=""2450214""",224,273,497
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",232,262,494
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",208,196,404
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",314,235,549
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",97,122,219
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",179,169,348
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",154,161,315
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",200,205,405
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",501,425,926
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",211,237,448
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",14,8,22
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",254,291,545
"Litchfield School District","=""0740011""","Center School","=""0740211""",165,179,344
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",291,277,568
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",142,147,289
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",630,634,1264
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",282,305,587
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",165,152,317
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",261,287,548
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",143,168,311
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",10,19,29
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",310,298,608
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",133,127,260
"Manchester School District","=""0770011""","Bowers School","=""0770111""",201,230,431
"Manchester School District","=""0770011""","Buckley School","=""0770311""",168,177,345
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",198,254,452
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",110,168,278
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",440,509,949
"Manchester School District","=""0770011""","Keeney School","=""0770611""",204,197,401
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",999,979,1978
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",85,100,185
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",28,70,98
"Manchester School District","=""0770011""","Martin School","=""0771611""",121,139,260
"Manchester School District","=""0770011""","Robertson School","=""0771011""",156,179,335
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",146,145,291
"Manchester School District","=""0770011""","Waddell School","=""0771311""",152,159,311
"Manchester School District","=""0770011""","Washington School","=""0771411""",145,165,310
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",129,145,274
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",87,109,196
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",271,292,563
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",116,122,238
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",345,324,669
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",309,301,610
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",195,263,458
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",332,348,680
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",618,610,1228
"Meriden School District","=""0800011""","Hanover School","=""0800311""",258,295,553
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",234,310,544
"Meriden School District","=""0800011""","John Barry School","=""0800511""",248,274,522
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",347,395,742
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",582,532,1114
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",239,287,526
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",250,261,511
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",413,460,873
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",152,170,322
"Middletown School District","=""0830011""","DEAL Program","=""0839011""","*","*",16
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",136,171,307
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",180,189,369
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",167,179,346
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",110,101,211
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",655,669,1324
"Middletown School District","=""0830011""","Moody School","=""0831211""",203,235,438
"Middletown School District","=""0830011""","Snow School","=""0831111""",182,171,353
"Middletown School District","=""0830011""","Spencer School","=""0830111""",193,186,379
"Middletown School District","=""0830011""","Wesley School","=""0831411""",177,195,372
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",361,383,744
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",153,149,302
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",245,315,560
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",290,294,584
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",178,181,359
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",497,509,1006
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",541,511,1052
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",155,173,328
"Milford School District","=""0840011""","Mathewson School","=""0841711""",231,257,488
"Milford School District","=""0840011""","Meadowside School","=""0840711""",176,182,358
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",218,251,469
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",199,215,414
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",134,156,290
"Milford School District","=""0840011""","Simon Lake School","=""0841411""",176,183,359
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",275,285,560
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""",279,298,577
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",245,285,530
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",329,348,677
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",635,667,1302
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",162,196,358
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",217,233,450
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",172,192,364
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",322,337,659
"Montville School District","=""0860011""","Mohegan School","=""0860111""",219,193,412
"Montville School District","=""0860011""","Montville High School","=""0866111""",379,413,792
"Montville School District","=""0860011""","Oakdale School","=""0860511""",208,233,441
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",9,12,21
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",107,120,227
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",150,134,284
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",233,238,471
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",182,206,388
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",47,57,104
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",166,202,368
"Naugatuck School District","=""0880011""","Hillside Middle School","=""0885211""",142,164,306
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",160,160,320
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",221,238,459
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",705,729,1434
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",115,131,246
"Naugatuck School District","=""0880011""","Western School","=""0880711""",119,155,274
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",195,165,360
"New Britain School District","=""0890011""","Academic Extension Center","=""0899211""",7,14,21
"New Britain School District","=""0890011""","Behavior Support Program","=""0899311""","*","*",12
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",202,273,475
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",470,324,794
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",227,295,522
"New Britain School District","=""0890011""","Holmes School","=""0890611""",212,256,468
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",85,70,155
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",187,236,423
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",292,319,611
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1293,1466,2759
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",10,26,36
"New Britain School District","=""0890011""","Northend School","=""0890911""",134,162,296
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",291,358,649
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",215,227,442
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",356,360,716
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",346,365,711
"New Britain School District","=""0890011""","Smith School","=""0891311""",295,316,611
"New Britain School District","=""0890011""","Vance School","=""0891511""",254,269,523
"New Canaan School District","=""0900011""","East School","=""0900411""",275,264,539
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",655,632,1287
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",614,604,1218
"New Canaan School District","=""0900011""","South School","=""0900211""",270,271,541
"New Canaan School District","=""0900011""","West School","=""0900311""",233,259,492
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",304,345,649
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",276,361,637
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",502,518,1020
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",346,377,723
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",175,186,361
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",80,74,154
"New Hartford School District","=""0920011""","Bridges I","=""0929011""","*","*",6
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",57,53,110
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",225,234,459
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",259,274,533
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",236,289,525
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",248,256,504
"New Haven School District","=""0930011""","Beecher School","=""0930311""",218,260,478
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",223,273,496
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",299,174,473
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",220,227,447
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",217,248,465
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""",66,84,150
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",221,234,455
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",234,193,427
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",324,311,635
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",376,165,541
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",41,151,192
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",192,221,413
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",18,29,47
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",60,58,118
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",241,262,503
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",57,101,158
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",288,331,619
"New Haven School District","=""0930011""","Headstart","=""0938011""",219,222,441
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",134,140,274
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",188,139,327
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",179,186,365
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",448,251,699
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",445,503,948
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",279,253,532
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",310,278,588
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",88,88,176
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",233,242,475
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",155,162,317
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",252,344,596
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",86,98,184
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",130,109,239
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",26,0,26
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",91,99,190
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",188,195,383
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",268,268,536
"New Haven School District","=""0930011""","Sound School","=""0936711""",154,174,328
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",130,137,267
"New Haven School District","=""0930011""","Truman School","=""0932911""",279,270,549
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0939011""",9,25,34
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",106,124,230
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",248,213,461
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",772,848,1620
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",217,216,433
"New London School District","=""0950011""","Jennings School","=""0950311""",287,257,544
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",265,345,610
"New London School District","=""0950011""","Harbor School","=""0950211""",130,158,288
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",127,146,273
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",7,15,22
"New London School District","=""0950011""","New London High School","=""0956111""",417,518,935
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",50,53,103
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",94,130,224
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",199,250,449
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",204,244,448
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","*","*",7
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",782,784,1566
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",261,273,534
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",532,554,1086
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",401,373,774
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",213,232,445
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",149,159,308
"Newington School District","=""0940011""","John Paterson School","=""0940811""",211,279,490
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",386,342,728
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",306,327,633
"Newington School District","=""0940011""","Newington High School","=""0946111""",706,762,1468
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",202,193,395
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",191,229,420
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",159,216,375
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",258,237,495
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",868,863,1731
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",447,449,896
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",37,50,87
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",403,458,861
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",291,334,625
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",69,68,137
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","*","*","*"
"Norfolk School District","=""0980011""","IEP Program","=""0989011""","*","*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",153,174,327
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",351,335,686
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",287,322,609
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""",135,116,251
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",245,220,465
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",171,157,328
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",175,221,396
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",192,201,393
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",217,198,415
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",602,579,1181
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",426,446,872
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",208,220,428
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",165,218,383
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",105,121,226
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",89,93,182
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",874,820,1694
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",214,269,483
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",188,160,348
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",221,260,481
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",206,254,460
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",255,284,539
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",222,261,483
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",222,235,457
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",219,218,437
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",290,298,588
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",766,737,1503
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",35,64,99
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",312,374,686
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",207,193,400
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",229,239,468
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",171,166,337
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",192,209,401
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",324,339,663
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",156,173,329
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",1269,1152,2421
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",89,84,173
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",10,37,47
"Norwich School District","=""1040011""","Greeneville School","=""1040611""",157,171,328
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","*","*",19
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",164,189,353
