"CT School Day SAT, 2015-16"
"All Districts, All Subjects, Gender"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","School","School Code","Subject","Gender","Total Numberwith Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","AverageScore"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","ELA","Male",116,"*","*",19,16.4,69,59.5,"*","*","*","*",529
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Math","Female",98,"*","*",54,55.1,27,27.6,"*","*","*","*",502
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Math","Male",116,"*","*",58,50.0,38,32.8,"*","*","*","*",512
"Milford School District","=""0840011""","The Academy","=""0840311""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","ELA","Female",130,10,7.7,7,5.4,74,56.9,39,30.0,113,86.9,571
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","ELA","Male",139,10,7.2,22,15.8,72,51.8,35,25.2,107,77.0,554
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Math","Female",130,12,9.2,36,27.7,62,47.7,20,15.4,82,63.1,549
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Math","Male",138,13,9.4,41,29.7,60,43.5,24,17.4,84,60.9,555
"Montville School District","=""0860011""","Montville High School","=""0866111""","ELA","Female",64,"*","*",11,17.2,40,62.5,"*","*","*","*",535
"Montville School District","=""0860011""","Montville High School","=""0866111""","ELA","Male",69,"*","*",12,17.4,40,58.0,"*","*","*","*",504
"Montville School District","=""0860011""","Montville High School","=""0866111""","Math","Female",64,"*","*",27,42.2,25,39.1,"*","*","*","*",507
"Montville School District","=""0860011""","Montville High School","=""0866111""","Math","Male",68,"*","*",31,45.6,19,27.9,"*","*","*","*",499
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","ELA","Female",140,"*","*",42,30.0,67,47.9,"*","*","*","*",485
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","ELA","Male",150,55,36.7,"*","*",60,40.0,"*","*","*","*",462
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Math","Female",139,53,38.1,62,44.6,24,17.3,0,0.0,24,17.3,447
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Math","Male",148,59,39.9,56,37.8,"*","*","*","*",33,22.3,449
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","ELA","Female",230,107,46.5,54,23.5,63,27.4,6,2.6,69,30.0,437
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","ELA","Male",231,134,58.0,47,20.3,42,18.2,8,3.5,50,21.6,419
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Math","Female",230,120,52.2,83,36.1,"*","*","*","*",27,11.7,422
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Math","Male",231,128,55.4,77,33.3,"*","*","*","*",26,11.3,421
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","ELA","Female",155,"*","*","*","*",84,54.2,63,40.6,147,94.8,601
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","ELA","Male",163,"*","*","*","*",85,52.1,74,45.4,159,97.5,612
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Math","Female",155,"*","*","*","*",73,47.1,51,32.9,124,80.0,596
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Math","Male",163,"*","*","*","*",78,47.9,65,39.9,143,87.7,622
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","ELA","Female",102,"*","*","*","*",63,61.8,24,23.5,87,85.3,566
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","ELA","Male",125,"*","*","*","*",67,53.6,37,29.6,104,83.2,562
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Math","Female",102,11,10.8,50,49.0,31,30.4,10,9.8,41,40.2,519
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Math","Male",125,17,13.6,42,33.6,53,42.4,13,10.4,66,52.8,526
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","ELA","Female",102,"*","*",24,23.5,51,50.0,"*","*","*","*",492
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","ELA","Male",53,17,32.1,"*","*",26,49.1,"*","*","*","*",465
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Math","Female",102,41,40.2,49,48.0,"*","*","*","*","*","*",442
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Math","Male",53,"*","*",25,47.2,"*","*",0,0.0,"*","*",426
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","ELA","Female",22,"*","*","*","*",14,63.6,"*","*","*","*",555
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","ELA","Male",48,"*","*","*","*",25,52.1,"*","*","*","*",501
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Math","Female",22,"*","*",10,45.5,6,27.3,"*","*","*","*",547
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Math","Male",48,"*","*",27,56.3,10,20.8,"*","*","*","*",492
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","ELA","Female",25,"*","*","*","*","*","*","*","*","*","*",471
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","ELA","Male",19,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Math","Female",25,"*","*","*","*","*","*","*","*","*","*",416
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Math","Male",19,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","ELA","Female",79,25,31.6,"*","*",29,36.7,"*","*","*","*",456
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","ELA","Male",64,23,35.9,"*","*",24,37.5,"*","*","*","*",461
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Math","Female",79,28,35.4,38,48.1,13,16.5,0,0.0,13,16.5,441
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Math","Male",64,24,37.5,29,45.3,"*","*","*","*",11,17.2,442
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","ELA","Female",13,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","ELA","Male",20,"*","*","*","*","*","*","*","*","*","*",447
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Math","Female",13,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Math","Male",20,"*","*","*","*","*","*",0,0.0,"*","*",426
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","ELA","Female",87,49,56.3,19,21.8,"*","*","*","*",19,21.8,422
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","ELA","Male",91,53,58.2,25,27.5,13,14.3,0,0.0,13,14.3,410
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Math","Female",87,53,60.9,29,33.3,"*","*","*","*","*","*",402
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Math","Male",91,56,61.5,"*","*","*","*",0,0.0,"*","*",395
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","ELA","Female",45,15,33.3,"*","*",17,37.8,"*","*","*","*",452
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","ELA","Male",41,15,36.6,"*","*",13,31.7,"*","*","*","*",449
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Math","Female",45,"*","*",23,51.1,"*","*",0,0.0,"*","*",436
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Math","Male",41,"*","*",19,46.3,"*","*",0,0.0,"*","*",432
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","ELA","Female",29,"*","*",7,24.1,14,48.3,"*","*","*","*",473
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","ELA","Male",27,7,25.9,"*","*",11,40.7,"*","*","*","*",470
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Math","Female",29,"*","*",14,48.3,"*","*",0,0.0,"*","*",458
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Math","Male",27,"*","*",15,55.6,"*","*",0,0.0,"*","*",444
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","ELA","Female",36,"*","*",9,25.0,19,52.8,"*","*","*","*",506
"New Haven School District","=""0930011""","Sound School","=""0936711""","ELA","Male",36,"*","*",7,19.4,17,47.2,"*","*","*","*",508
"New Haven School District","=""0930011""","Sound School","=""0936711""","Math","Female",36,11,30.6,16,44.4,9,25.0,0,0.0,9,25.0,460
"New Haven School District","=""0930011""","Sound School","=""0936711""","Math","Male",36,"*","*",13,36.1,10,27.8,"*","*","*","*",485
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","ELA","Female",157,77,49.0,32,20.4,40,25.5,8,5.1,48,30.6,442
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","ELA","Male",125,60,48.0,25,20.0,31,24.8,9,7.2,40,32.0,445
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Math","Female",157,88,56.1,55,35.0,"*","*","*","*",14,8.9,413
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Math","Male",125,55,44.0,54,43.2,"*","*","*","*",16,12.8,435
"New London School District","=""0950011""","New London High School","=""0956111""","ELA","Female",86,29,33.7,"*","*",24,27.9,"*","*","*","*",464
"New London School District","=""0950011""","New London High School","=""0956111""","ELA","Male",82,36,43.9,"*","*",22,26.8,"*","*","*","*",444
"New London School District","=""0950011""","New London High School","=""0956111""","Math","Female",86,36,41.9,30,34.9,"*","*","*","*",20,23.3,447
"New London School District","=""0950011""","New London High School","=""0956111""","Math","Male",82,39,47.6,25,30.5,"*","*","*","*",18,22.0,444
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","ELA","Female",148,10,6.8,25,16.9,88,59.5,25,16.9,113,76.4,542
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","ELA","Male",153,18,11.8,22,14.4,85,55.6,28,18.3,113,73.9,536
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Math","Female",148,12,8.1,77,52.0,45,30.4,14,9.5,59,39.9,521
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Math","Male",153,23,15.0,49,32.0,59,38.6,22,14.4,81,52.9,531
"Newington School District","=""0940011""","Newington High School","=""0946111""","ELA","Female",164,11,6.7,26,15.9,95,57.9,32,19.5,127,77.4,540
"Newington School District","=""0940011""","Newington High School","=""0946111""","ELA","Male",134,13,9.7,28,20.9,68,50.7,25,18.7,93,69.4,530
"Newington School District","=""0940011""","Newington High School","=""0946111""","Math","Female",164,19,11.6,66,40.2,63,38.4,16,9.8,79,48.2,522
"Newington School District","=""0940011""","Newington High School","=""0946111""","Math","Male",134,15,11.2,59,44.0,48,35.8,12,9.0,60,44.8,524
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","ELA","Female",186,"*","*","*","*",114,61.3,52,28.0,166,89.2,574
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","ELA","Male",217,"*","*","*","*",122,56.2,69,31.8,191,88.0,579
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Math","Female",186,8,4.3,60,32.3,89,47.8,29,15.6,118,63.4,557
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Math","Male",217,17,7.8,54,24.9,99,45.6,47,21.7,146,67.3,567
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","ELA","Female",78,8,10.3,16,20.5,42,53.8,12,15.4,54,69.2,525
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","ELA","Male",76,17,22.4,14,18.4,37,48.7,8,10.5,45,59.2,494
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Math","Female",77,"*","*",33,42.9,25,32.5,"*","*","*","*",501
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Math","Male",76,"*","*",31,40.8,22,28.9,"*","*","*","*",485
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","ELA","Female",133,7,5.3,21,15.8,78,58.6,27,20.3,105,78.9,543
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","ELA","Male",109,9,8.3,14,12.8,66,60.6,20,18.3,86,78.9,542
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Math","Female",133,21,15.8,55,41.4,48,36.1,9,6.8,57,42.9,505
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Math","Male",109,19,17.4,40,36.7,39,35.8,11,10.1,50,45.9,512
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","ELA","Female",21,"*","*","*","*",13,61.9,"*","*","*","*",552
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","ELA","Male",34,"*","*","*","*",19,55.9,"*","*","*","*",545
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Math","Female",21,0,0.0,"*","*",12,57.1,"*","*","*","*",549
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Math","Male",34,"*","*",8,23.5,11,32.4,"*","*","*","*",532
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","ELA","Female",194,33,17.0,43,22.2,94,48.5,24,12.4,118,60.8,509
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","ELA","Male",213,60,28.2,35,16.4,99,46.5,19,8.9,118,55.4,486
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Math","Female",194,44,22.7,88,45.4,41,21.1,21,10.8,62,32.0,494
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Math","Male",213,65,30.5,82,38.5,50,23.5,16,7.5,66,31.0,477
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","ELA","Female",137,22,16.1,30,21.9,68,49.6,17,12.4,85,62.0,510
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","ELA","Male",183,25,13.7,44,24.0,99,54.1,15,8.2,114,62.3,505
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Math","Female",137,"*","*",74,54.0,31,22.6,"*","*","*","*",479
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Math","Male",183,"*","*",93,50.8,49,26.8,"*","*","*","*",491
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","ELA","Female",10,"*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","ELA","Male",11,"*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Math","Female",10,"*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Math","Male",11,"*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","ELA","Female",311,62,19.9,53,17.0,147,47.3,49,15.8,196,63.0,516
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","ELA","Male",258,62,24.0,37,14.3,111,43.0,48,18.6,159,61.6,507
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Math","Female",310,82,26.5,125,40.3,87,28.1,16,5.2,103,33.2,482
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Math","Male",258,71,27.5,99,38.4,57,22.1,31,12.0,88,34.1,488
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","ELA","Female",50,"*","*","*","*",29,58.0,10,20.0,39,78.0,551
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","ELA","Male",46,"*","*","*","*",27,58.7,11,23.9,38,82.6,549
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Math","Female",50,"*","*",22,44.0,18,36.0,"*","*","*","*",518
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Math","Male",46,"*","*",15,32.6,18,39.1,"*","*","*","*",550
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","ELA","Female",72,"*","*","*","*",45,62.5,17,23.6,62,86.1,558
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","ELA","Male",89,"*","*","*","*",54,60.7,18,20.2,72,80.9,553
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Math","Female",72,"*","*",41,56.9,21,29.2,"*","*","*","*",517
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Math","Male",89,"*","*",39,43.8,27,30.3,"*","*","*","*",522
"Path Academy District","=""2930013""","Path Academy","=""2930113""","ELA","Female",6,"*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Math","Female",6,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","ELA","Female",80,"*","*",20,25.0,47,58.8,"*","*","*","*",500
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","ELA","Male",66,"*","*",13,19.7,30,45.5,"*","*","*","*",517
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Math","Female",80,"*","*",43,53.8,18,22.5,"*","*","*","*",472
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Math","Male",66,"*","*",32,48.5,15,22.7,"*","*","*","*",485
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","ELA","Female",88,10,11.4,24,27.3,46,52.3,8,9.1,54,61.4,505
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","ELA","Male",93,16,17.2,19,20.4,46,49.5,12,12.9,58,62.4,511
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Math","Female",88,"*","*",50,56.8,19,21.6,"*","*","*","*",485
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Math","Male",93,26,28.0,"*","*",35,37.6,"*","*","*","*",505
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","ELA","Female",45,"*","*",11,24.4,19,42.2,"*","*","*","*",489
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","ELA","Male",65,"*","*",15,23.1,38,58.5,"*","*","*","*",501
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Math","Female",45,"*","*",20,44.4,13,28.9,"*","*","*","*",469
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Math","Male",65,"*","*",27,41.5,20,30.8,"*","*","*","*",484
"Portland School District","=""1130011""","Portland High School","=""1136111""","ELA","Female",47,"*","*","*","*",30,63.8,9,19.1,39,83.0,556
"Portland School District","=""1130011""","Portland High School","=""1136111""","ELA","Male",45,"*","*","*","*",25,55.6,14,31.1,39,86.7,571
"Portland School District","=""1130011""","Portland High School","=""1136111""","Math","Female",47,"*","*",23,48.9,13,27.7,"*","*","*","*",525
"Portland School District","=""1130011""","Portland High School","=""1136111""","Math","Male",45,"*","*",13,28.9,19,42.2,"*","*","*","*",563
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","ELA","Female",32,8,25.0,"*","*",13,40.6,"*","*","*","*",477
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","ELA","Male",21,7,33.3,"*","*",10,47.6,"*","*","*","*",480
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Math","Female",32,13,40.6,16,50.0,"*","*","*","*","*","*",448
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Math","Male",21,8,38.1,9,42.9,"*","*","*","*","*","*",452
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","ELA","Female",63,"*","*","*","*",35,55.6,13,20.6,48,76.2,543
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","ELA","Male",44,"*","*","*","*",22,50.0,10,22.7,32,72.7,529
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Math","Female",63,"*","*",25,39.7,23,36.5,"*","*","*","*",491
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Math","Male",44,"*","*",21,47.7,16,36.4,"*","*","*","*",520
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","ELA","Female",77,"*","*","*","*",33,42.9,29,37.7,62,80.5,577
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","ELA","Male",67,"*","*","*","*",33,49.3,19,28.4,52,77.6,557
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Math","Female",77,11,14.3,29,37.7,26,33.8,11,14.3,37,48.1,527
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Math","Male",67,12,17.9,23,34.3,22,32.8,10,14.9,32,47.8,523
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","ELA","Female",163,10,6.1,13,8.0,87,53.4,53,32.5,140,85.9,582
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","ELA","Male",180,14,7.8,19,10.6,92,51.1,55,30.6,147,81.7,572
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Math","Female",163,12,7.4,46,28.2,67,41.1,38,23.3,105,64.4,565
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Math","Male",180,18,10.0,47,26.1,71,39.4,44,24.4,115,63.9,563
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","ELA","Female",60,"*","*",11,18.3,36,60.0,"*","*","*","*",538
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","ELA","Male",53,"*","*",8,15.1,34,64.2,"*","*","*","*",534
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Math","Female",60,"*","*",26,43.3,23,38.3,"*","*","*","*",506
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Math","Male",53,"*","*",19,35.8,22,41.5,"*","*","*","*",510
"Regional School District 07","=""2070012""","AIM","=""2079112""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","AIM","=""2079112""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","ELA","Female",108,"*","*","*","*",67,62.0,25,23.1,92,85.2,566
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","ELA","Male",74,"*","*","*","*",41,55.4,20,27.0,61,82.4,553
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Math","Female",108,7,6.5,39,36.1,47,43.5,15,13.9,62,57.4,544
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Math","Male",74,10,13.5,20,27.0,36,48.6,8,10.8,44,59.5,537
"Regional School District 07","=""2070012""","STEP","=""2079312""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","ELA","Female",121,"*","*","*","*",75,62.0,36,29.8,111,91.7,584
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","ELA","Male",120,"*","*","*","*",66,55.0,31,25.8,97,80.8,549
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Math","Female",121,8,6.6,28,23.1,58,47.9,27,22.3,85,70.2,569
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Math","Male",119,10,8.4,40,33.6,43,36.1,26,21.8,69,58.0,559
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","ELA","Female",118,"*","*","*","*",70,59.3,39,33.1,109,92.4,593
