district,school,assignment_category,educator_type,dist_code,check_dist_col,district_code,school_code,check_sch_col,drg,year,count,total,pct
New Haven School District,New Horizons High School,General Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0932211,New Horizons High School,I,2015-16,8.4,14.8,0.567567567568
New Haven School District,New Horizons High School,Special Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0932211,New Horizons High School,I,2015-16,2.0,14.8,0.135135135135
New Haven School District,New Horizons High School,Instructional Specialists Who Support Teachers,Certified,0930011,New Haven School District,0930011,0932211,New Horizons High School,I,2015-16,1.0,14.8,0.0675675675676
New Light High School,Administrators  Coordinators and Department Chairs - School Level,Certified,.,,,,,,,2015-16,,,
New Light High School,Counselors  Social Workers  and School Psychologists,Certified,.,,,,,,,2015-16,,,
New Light High School,General Education - Teachers and Instructors,Certified,.,,,,,,,2015-16,,,
New Light High School,Special Education - Teachers and Instructors,Certified,.,,,,,,,2015-16,,,
New London School District,Jennings School,Administrators  Coordinators and Department Chairs - School Level,Certified,0950011,New London School District,0950011,0950311,Jennings School,I,2015-16,2.0,64.5,0.031007751938
New London School District,Jennings School,Counselors  Social Workers  and School Psychologists,Certified,0950011,New London School District,0950011,0950311,Jennings School,I,2015-16,1.0,64.5,0.015503875969
New London School District,Jennings School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0950011,New London School District,0950011,0950311,Jennings School,I,2015-16,4.0,64.5,0.062015503876
New London School District,Jennings School,General Education - Teachers and Instructors,Certified,0950011,New London School District,0950011,0950311,Jennings School,I,2015-16,31.0,64.5,0.480620155039
New London School District,Jennings School,Library/Media - Support Staff,Non-Certified,0950011,New London School District,0950011,0950311,Jennings School,I,2015-16,1.0,64.5,0.015503875969
New London School District,Jennings School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0950011,New London School District,0950011,0950311,Jennings School,I,2015-16,10.0,64.5,0.15503875969
New London School District,Jennings School,School Nurses,Non-Certified,0950011,New London School District,0950011,0950311,Jennings School,I,2015-16,2.5,64.5,0.0387596899225
New London School District,Jennings School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0950011,New London School District,0950011,0950311,Jennings School,I,2015-16,5.0,64.5,0.077519379845
New London School District,Jennings School,Special Education - Teachers and Instructors,Certified,0950011,New London School District,0950011,0950311,Jennings School,I,2015-16,5.0,64.5,0.077519379845
New London School District,Jennings School,Instructional Specialists Who Support Teachers,Certified,0950011,New London School District,0950011,0950311,Jennings School,I,2015-16,3.0,64.5,0.046511627907
New London School District,Bennie Dover Jackson Middle School,Administrators  Coordinators and Department Chairs - School Level,Certified,0950011,New London School District,0950011,0955111,Bennie Dover Jackson Middle School,I,2015-16,3.6,94.8,0.0379746835443
New London School District,Bennie Dover Jackson Middle School,Counselors  Social Workers  and School Psychologists,Certified,0950011,New London School District,0950011,0955111,Bennie Dover Jackson Middle School,I,2015-16,5.0,94.8,0.0527426160338
New London School District,Bennie Dover Jackson Middle School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0950011,New London School District,0950011,0955111,Bennie Dover Jackson Middle School,I,2015-16,4.0,94.8,0.042194092827
New London School District,Bennie Dover Jackson Middle School,General Education - Teachers and Instructors,Certified,0950011,New London School District,0950011,0955111,Bennie Dover Jackson Middle School,I,2015-16,46.4,94.8,0.489451476793
New London School District,Bennie Dover Jackson Middle School,Library/Media - Support Staff,Non-Certified,0950011,New London School District,0950011,0955111,Bennie Dover Jackson Middle School,I,2015-16,1.0,94.8,0.0105485232068
New London School District,Bennie Dover Jackson Middle School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0950011,New London School District,0950011,0955111,Bennie Dover Jackson Middle School,I,2015-16,21.0,94.8,0.221518987342
New London School District,Bennie Dover Jackson Middle School,School Nurses,Non-Certified,0950011,New London School District,0950011,0955111,Bennie Dover Jackson Middle School,I,2015-16,2.0,94.8,0.0210970464135
New London School District,Bennie Dover Jackson Middle School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0950011,New London School District,0950011,0955111,Bennie Dover Jackson Middle School,I,2015-16,2.0,94.8,0.0210970464135
New London School District,Bennie Dover Jackson Middle School,Special Education - Teachers and Instructors,Certified,0950011,New London School District,0950011,0955111,Bennie Dover Jackson Middle School,I,2015-16,7.0,94.8,0.0738396624473
New London School District,Bennie Dover Jackson Middle School,Instructional Specialists Who Support Teachers,Certified,0950011,New London School District,0950011,0955111,Bennie Dover Jackson Middle School,I,2015-16,2.8,94.8,0.0295358649789
New London School District,Harbor School,Administrators  Coordinators and Department Chairs - School Level,Certified,0950011,New London School District,0950011,0950211,Harbor School,I,2015-16,,,
New London School District,Harbor School,Counselors  Social Workers  and School Psychologists,Certified,0950011,New London School District,0950011,0950211,Harbor School,I,2015-16,,,
New London School District,Harbor School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0950011,New London School District,0950011,0950211,Harbor School,I,2015-16,,,
New London School District,Harbor School,General Education - Teachers and Instructors,Certified,0950011,New London School District,0950011,0950211,Harbor School,I,2015-16,,,
New London School District,Harbor School,Library/Media - Support Staff,Non-Certified,0950011,New London School District,0950011,0950211,Harbor School,I,2015-16,,,
New London School District,Harbor School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0950011,New London School District,0950011,0950211,Harbor School,I,2015-16,,,
New London School District,Harbor School,School Nurses,Non-Certified,0950011,New London School District,0950011,0950211,Harbor School,I,2015-16,,,
New London School District,Harbor School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0950011,New London School District,0950011,0950211,Harbor School,I,2015-16,,,
New London School District,Harbor School,Special Education - Teachers and Instructors,Certified,0950011,New London School District,0950011,0950211,Harbor School,I,2015-16,,,
New London School District,Harbor School,Instructional Specialists Who Support Teachers,Certified,0950011,New London School District,0950011,0950211,Harbor School,I,2015-16,,,
New London School District,Nathan Hale Arts Magnet School,Administrators  Coordinators and Department Chairs - School Level,Certified,0950011,New London School District,0950011,0950911,Nathan Hale Arts Magnet School,I,2015-16,2.0,57.0,0.0350877192982
New London School District,Nathan Hale Arts Magnet School,Counselors  Social Workers  and School Psychologists,Certified,0950011,New London School District,0950011,0950911,Nathan Hale Arts Magnet School,I,2015-16,2.0,57.0,0.0350877192982
New London School District,Nathan Hale Arts Magnet School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0950011,New London School District,0950011,0950911,Nathan Hale Arts Magnet School,I,2015-16,3.0,57.0,0.0526315789474
New London School District,Nathan Hale Arts Magnet School,General Education - Teachers and Instructors,Certified,0950011,New London School District,0950011,0950911,Nathan Hale Arts Magnet School,I,2015-16,29.0,57.0,0.508771929825
New London School District,Nathan Hale Arts Magnet School,Library/Media - Support Staff,Non-Certified,0950011,New London School District,0950011,0950911,Nathan Hale Arts Magnet School,I,2015-16,0.0,57.0,0.0
New London School District,Nathan Hale Arts Magnet School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0950011,New London School District,0950011,0950911,Nathan Hale Arts Magnet School,I,2015-16,10.0,57.0,0.175438596491
New London School District,Nathan Hale Arts Magnet School,School Nurses,Non-Certified,0950011,New London School District,0950011,0950911,Nathan Hale Arts Magnet School,I,2015-16,2.0,57.0,0.0350877192982
New London School District,Nathan Hale Arts Magnet School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0950011,New London School District,0950011,0950911,Nathan Hale Arts Magnet School,I,2015-16,0.0,57.0,0.0
New London School District,Nathan Hale Arts Magnet School,Special Education - Teachers and Instructors,Certified,0950011,New London School District,0950011,0950911,Nathan Hale Arts Magnet School,I,2015-16,7.0,57.0,0.122807017544
New London School District,Nathan Hale Arts Magnet School,Instructional Specialists Who Support Teachers,Certified,0950011,New London School District,0950011,0950911,Nathan Hale Arts Magnet School,I,2015-16,2.0,57.0,0.0350877192982
New London School District,New London Clinical Day Program,Counselors  Social Workers  and School Psychologists,Certified,0950011,New London School District,0950011,0959111,New London Clinical Day Program,I,2015-16,,0.0,
New London School District,New London Clinical Day Program,General Education - Paraprofessional Instructional Assistants,Non-Certified,0950011,New London School District,0950011,0959111,New London Clinical Day Program,I,2015-16,0.0,0.0,
New London School District,New London Clinical Day Program,General Education - Teachers and Instructors,Certified,0950011,New London School District,0950011,0959111,New London Clinical Day Program,I,2015-16,,0.0,
New London School District,New London Clinical Day Program,Library/Media - Support Staff,Non-Certified,0950011,New London School District,0950011,0959111,New London Clinical Day Program,I,2015-16,0.0,0.0,
New London School District,New London Clinical Day Program,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0950011,New London School District,0950011,0959111,New London Clinical Day Program,I,2015-16,0.0,0.0,
New London School District,New London Clinical Day Program,School Nurses,Non-Certified,0950011,New London School District,0950011,0959111,New London Clinical Day Program,I,2015-16,0.0,0.0,
New London School District,New London Clinical Day Program,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0950011,New London School District,0950011,0959111,New London Clinical Day Program,I,2015-16,0.0,0.0,
New London School District,New London Clinical Day Program,Special Education - Teachers and Instructors,Certified,0950011,New London School District,0950011,0959111,New London Clinical Day Program,I,2015-16,,0.0,
New London School District,New London Clinical Day Program,Instructional Specialists Who Support Teachers,Certified,0950011,New London School District,0950011,0959111,New London Clinical Day Program,I,2015-16,,0.0,
New London School District,New London High School,Administrators  Coordinators and Department Chairs - School Level,Certified,0950011,New London School District,0950011,0956111,New London High School,I,2015-16,9.8,118.8,0.0824915824916
New London School District,New London High School,Counselors  Social Workers  and School Psychologists,Certified,0950011,New London School District,0950011,0956111,New London High School,I,2015-16,5.8,118.8,0.0488215488215
