district,school,assignment_category,educator_type,dist_code,check_dist_col,district_code,school_code,check_sch_col,drg,year,count,total,pct
New Haven School District,Metropolitan Business Academy,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0930011,New Haven School District,0930011,0936011,Metropolitan Business Academy,I,2015-16,11.9,48.9,0.243353783231
New Haven School District,Metropolitan Business Academy,School Nurses,Non-Certified,0930011,New Haven School District,0930011,0936011,Metropolitan Business Academy,I,2015-16,0.2,48.9,0.0040899795501
New Haven School District,Metropolitan Business Academy,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0936011,Metropolitan Business Academy,I,2015-16,0.0,48.9,0.0
New Haven School District,Metropolitan Business Academy,Special Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0936011,Metropolitan Business Academy,I,2015-16,2.0,48.9,0.040899795501
New Haven School District,Metropolitan Business Academy,Instructional Specialists Who Support Teachers,Certified,0930011,New Haven School District,0930011,0936011,Metropolitan Business Academy,I,2015-16,,48.9,
New Haven School District,Metropolitan Business Academy,Library/Media - Specialists (Certified),Certified,0930011,New Haven School District,0930011,0936011,Metropolitan Business Academy,I,2015-16,1.0,48.9,0.0204498977505
New Haven School District,New Haven Academy,Administrators  Coordinators and Department Chairs - School Level,Certified,0930011,New Haven School District,0930011,0937011,New Haven Academy,I,2015-16,1.0,32.2,0.0310559006211
New Haven School District,New Haven Academy,Counselors  Social Workers  and School Psychologists,Certified,0930011,New Haven School District,0930011,0937011,New Haven Academy,I,2015-16,1.4,32.2,0.0434782608696
New Haven School District,New Haven Academy,General Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0937011,New Haven Academy,I,2015-16,0.0,32.2,0.0
New Haven School District,New Haven Academy,General Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0937011,New Haven Academy,I,2015-16,18.4,32.2,0.571428571429
New Haven School District,New Haven Academy,Library/Media - Support Staff,Non-Certified,0930011,New Haven School District,0930011,0937011,New Haven Academy,I,2015-16,0.0,32.2,0.0
New Haven School District,New Haven Academy,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0930011,New Haven School District,0930011,0937011,New Haven Academy,I,2015-16,5.0,32.2,0.155279503106
New Haven School District,New Haven Academy,School Nurses,Non-Certified,0930011,New Haven School District,0930011,0937011,New Haven Academy,I,2015-16,0.2,32.2,0.00621118012422
New Haven School District,New Haven Academy,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0937011,New Haven Academy,I,2015-16,1.0,32.2,0.0310559006211
New Haven School District,New Haven Academy,Special Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0937011,New Haven Academy,I,2015-16,2.0,32.2,0.0621118012422
New Haven School District,New Haven Academy,Instructional Specialists Who Support Teachers,Certified,0930011,New Haven School District,0930011,0937011,New Haven Academy,I,2015-16,2.2,32.2,0.0683229813665
New Haven School District,New Haven Academy,Library/Media - Specialists (Certified),Certified,0930011,New Haven School District,0930011,0937011,New Haven Academy,I,2015-16,1.0,32.2,0.0310559006211
New Haven School District,Polly T. McCabe Center,Administrators  Coordinators and Department Chairs - School Level,Certified,0930011,,0930011,,,I,2015-16,1.0,3.8,0.263157894737
New Haven School District,Polly T. McCabe Center,Counselors  Social Workers  and School Psychologists,Certified,0930011,,0930011,,,I,2015-16,,3.8,
New Haven School District,Polly T. McCabe Center,General Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,,0930011,,,I,2015-16,0.0,3.8,0.0
New Haven School District,Polly T. McCabe Center,General Education - Teachers and Instructors,Certified,0930011,,0930011,,,I,2015-16,,3.8,
New Haven School District,Polly T. McCabe Center,,,0930011,,0930011,,,I,2015-16,0.5,3.8,0.131578947368
New Haven School District,Polly T. McCabe Center,Library/Media - Support Staff,Non-Certified,0930011,,0930011,,,I,2015-16,0.0,3.8,0.0
New Haven School District,Polly T. McCabe Center,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0930011,,0930011,,,I,2015-16,1.0,3.8,0.263157894737
New Haven School District,Polly T. McCabe Center,School Nurses,Non-Certified,0930011,,0930011,,,I,2015-16,0.3,3.8,0.0789473684211
New Haven School District,Polly T. McCabe Center,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,,0930011,,,I,2015-16,1.0,3.8,0.263157894737
New Haven School District,Polly T. McCabe Center,Special Education - Teachers and Instructors,Certified,0930011,,0930011,,,I,2015-16,,3.8,
New Haven School District,Instructional Specialists Who Support Teachers,Certified,.,0930011,,0930011,,,I,2015-16,,,
New Haven School District,Riverside Education Academy,Administrators  Coordinators and Department Chairs - School Level,Certified,0930011,,0930011,,,I,2015-16,1.0,21.5,0.046511627907
New Haven School District,Riverside Education Academy,Counselors  Social Workers  and School Psychologists,Certified,0930011,,0930011,,,I,2015-16,1.7,21.5,0.0790697674419
New Haven School District,Riverside Education Academy,General Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,,0930011,,,I,2015-16,0.0,21.5,0.0
New Haven School District,Riverside Education Academy,General Education - Teachers and Instructors,Certified,0930011,,0930011,,,I,2015-16,1.0,21.5,0.046511627907
New Haven School District,Riverside Education Academy,,,0930011,,0930011,,,I,2015-16,11.4,21.5,0.53023255814
New Haven School District,Riverside Education Academy,Library/Media - Support Staff,Non-Certified,0930011,,0930011,,,I,2015-16,0.0,21.5,0.0
New Haven School District,Riverside Education Academy,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0930011,,0930011,,,I,2015-16,3.2,21.5,0.148837209302
New Haven School District,Riverside Education Academy,School Nurses,Non-Certified,0930011,,0930011,,,I,2015-16,0.2,21.5,0.0093023255814
New Haven School District,Riverside Education Academy,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,,0930011,,,I,2015-16,0.0,21.5,0.0
New Haven School District,Riverside Education Academy,Special Education - Teachers and Instructors,Certified,0930011,,0930011,,,I,2015-16,3.0,21.5,0.139534883721
New Haven School District,Riverside Education Academy,Instructional Specialists Who Support Teachers,Certified,0930011,,0930011,,,I,2015-16,,21.5,
New Haven School District,Library/Media - Specialists (Certified),Certified,1.0,0930011,,0930011,,,I,2015-16,,,
New Haven School District,Roberto Clemente Leadership Academy for Global Awareness,Administrators  Coordinators and Department Chairs - School Level,Certified,0930011,,0930011,,,I,2015-16,3.0,67.1,0.0447093889717
New Haven School District,Roberto Clemente Leadership Academy for Global Awareness,Counselors  Social Workers  and School Psychologists,Certified,0930011,,0930011,,,I,2015-16,3.2,67.1,0.0476900149031
New Haven School District,Roberto Clemente Leadership Academy for Global Awareness,General Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,,0930011,,,I,2015-16,5.0,67.1,0.0745156482861
New Haven School District,Roberto Clemente Leadership Academy for Global Awareness,General Education - Teachers and Instructors,Certified,0930011,,0930011,,,I,2015-16,31.7,67.1,0.472429210134
New Haven School District,Roberto Clemente Leadership Academy for Global Awareness,Library/Media - Support Staff,Non-Certified,0930011,,0930011,,,I,2015-16,0.0,67.1,0.0
New Haven School District,Roberto Clemente Leadership Academy for Global Awareness,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0930011,,0930011,,,I,2015-16,13.8,67.1,0.20566318927
New Haven School District,Roberto Clemente Leadership Academy for Global Awareness,School Nurses,Non-Certified,0930011,,0930011,,,I,2015-16,1.0,67.1,0.0149031296572
New Haven School District,Roberto Clemente Leadership Academy for Global Awareness,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,,0930011,,,I,2015-16,3.0,67.1,0.0447093889717
New Haven School District,Roberto Clemente Leadership Academy for Global Awareness,Special Education - Teachers and Instructors,Certified,0930011,,0930011,,,I,2015-16,4.0,67.1,0.0596125186289
New Haven School District,Roberto Clemente Leadership Academy for Global Awareness,Instructional Specialists Who Support Teachers,Certified,0930011,,0930011,,,I,2015-16,2.4,67.1,0.0357675111773
New Haven School District,Roberto Clemente Leadership Academy for Global Awareness,Library/Media - Specialists (Certified),Certified,0930011,,0930011,,,I,2015-16,,67.1,
New Haven School District,Ross/Woodward School,Administrators  Coordinators and Department Chairs - School Level,Certified,0930011,New Haven School District,0930011,0931011,Ross/Woodward School,I,2015-16,3.0,75.1,0.0399467376831
New Haven School District,Ross/Woodward School,Counselors  Social Workers  and School Psychologists,Certified,0930011,New Haven School District,0930011,0931011,Ross/Woodward School,I,2015-16,2.4,75.1,0.0319573901465
New Haven School District,Ross/Woodward School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0931011,Ross/Woodward School,I,2015-16,12.0,75.1,0.159786950732
New Haven School District,Ross/Woodward School,General Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0931011,Ross/Woodward School,I,2015-16,35.8,75.1,0.476697736352
New Haven School District,Ross/Woodward School,Library/Media - Support Staff,Non-Certified,0930011,New Haven School District,0930011,0931011,Ross/Woodward School,I,2015-16,0.0,75.1,0.0
New Haven School District,Ross/Woodward School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0930011,New Haven School District,0930011,0931011,Ross/Woodward School,I,2015-16,12.0,75.1,0.159786950732
New Haven School District,Ross/Woodward School,School Nurses,Non-Certified,0930011,New Haven School District,0930011,0931011,Ross/Woodward School,I,2015-16,0.8,75.1,0.0106524633822
New Haven School District,Ross/Woodward School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0931011,Ross/Woodward School,I,2015-16,0.0,75.1,0.0
New Haven School District,Ross/Woodward School,Special Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0931011,Ross/Woodward School,I,2015-16,3.4,75.1,0.0452729693742
New Haven School District,Ross/Woodward School,Instructional Specialists Who Support Teachers,Certified,0930011,New Haven School District,0930011,0931011,Ross/Woodward School,I,2015-16,4.7,75.1,0.0625832223702
New Haven School District,Ross/Woodward School,Library/Media - Specialists (Certified),Certified,0930011,New Haven School District,0930011,0931011,Ross/Woodward School,I,2015-16,1.0,75.1,0.0133155792277
New Haven School District,Sound School,Administrators  Coordinators and Department Chairs - School Level,Certified,0930011,New Haven School District,0930011,0936711,Sound School,I,2015-16,3.0,52.5,0.0571428571429
New Haven School District,Sound School,Counselors  Social Workers  and School Psychologists,Certified,0930011,New Haven School District,0930011,0936711,Sound School,I,2015-16,2.0,52.5,0.0380952380952
New Haven School District,Sound School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0936711,Sound School,I,2015-16,0.0,52.5,0.0
New Haven School District,Sound School,General Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0936711,Sound School,I,2015-16,34.6,52.5,0.659047619048
New Haven School District,Sound School,Library/Media - Support Staff,Non-Certified,0930011,New Haven School District,0930011,0936711,Sound School,I,2015-16,0.0,52.5,0.0
New Haven School District,Sound School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0930011,New Haven School District,0930011,0936711,Sound School,I,2015-16,8.5,52.5,0.161904761905
New Haven School District,Sound School,School Nurses,Non-Certified,0930011,New Haven School District,0930011,0936711,Sound School,I,2015-16,0.2,52.5,0.00380952380952
New Haven School District,Sound School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0936711,Sound School,I,2015-16,0.0,52.5,0.0
New Haven School District,Sound School,Special Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0936711,Sound School,I,2015-16,3.0,52.5,0.0571428571429
New Haven School District,Sound School,Instructional Specialists Who Support Teachers,Certified,0930011,New Haven School District,0930011,0936711,Sound School,I,2015-16,0.2,52.5,0.00380952380952
New Haven School District,Sound School,Library/Media - Specialists (Certified),Certified,0930011,New Haven School District,0930011,0936711,Sound School,I,2015-16,1.0,52.5,0.0190476190476
New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,Administrators  Coordinators and Department Chairs - School Level,Certified,0930011,New Haven School District,0930011,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,I,2015-16,3.0,62.4,0.0480769230769
New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,Counselors  Social Workers  and School Psychologists,Certified,0930011,New Haven School District,0930011,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,I,2015-16,1.9,62.4,0.0304487179487
New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,I,2015-16,12.0,62.4,0.192307692308
New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,General Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,I,2015-16,23.9,62.4,0.383012820513
New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,Library/Media - Support Staff,Non-Certified,0930011,New Haven School District,0930011,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,I,2015-16,0.0,62.4,0.0
New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0930011,New Haven School District,0930011,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,I,2015-16,7.6,62.4,0.121794871795
New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,School Nurses,Non-Certified,0930011,New Haven School District,0930011,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,I,2015-16,0.6,62.4,0.00961538461538
New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,I,2015-16,7.0,62.4,0.112179487179
New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,Special Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,I,2015-16,2.0,62.4,0.0320512820513
New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,Instructional Specialists Who Support Teachers,Certified,0930011,New Haven School District,0930011,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,I,2015-16,4.4,62.4,0.0705128205128
New Haven School District,Truman School,Administrators  Coordinators and Department Chairs - School Level,Certified,0930011,New Haven School District,0930011,0932911,Truman School,I,2015-16,3.0,57.9,0.0518134715026
New Haven School District,Truman School,Counselors  Social Workers  and School Psychologists,Certified,0930011,New Haven School District,0930011,0932911,Truman School,I,2015-16,1.8,57.9,0.0310880829016
New Haven School District,Truman School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0932911,Truman School,I,2015-16,3.0,57.9,0.0518134715026
New Haven School District,Truman School,General Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0932911,Truman School,I,2015-16,28.3,57.9,0.488773747841
New Haven School District,Truman School,Library/Media - Support Staff,Non-Certified,0930011,New Haven School District,0930011,0932911,Truman School,I,2015-16,0.0,57.9,0.0
New Haven School District,Truman School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0930011,New Haven School District,0930011,0932911,Truman School,I,2015-16,11.3,57.9,0.195164075993
New Haven School District,Truman School,School Nurses,Non-Certified,0930011,New Haven School District,0930011,0932911,Truman School,I,2015-16,0.9,57.9,0.0155440414508
New Haven School District,Truman School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0932911,Truman School,I,2015-16,2.0,57.9,0.0345423143351
New Haven School District,Truman School,Special Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0932911,Truman School,I,2015-16,4.1,57.9,0.0708117443869
New Haven School District,Truman School,Instructional Specialists Who Support Teachers,Certified,0930011,New Haven School District,0930011,0932911,Truman School,I,2015-16,2.5,57.9,0.0431778929188
New Haven School District,Truman School,Library/Media - Specialists (Certified),Certified,0930011,New Haven School District,0930011,0932911,Truman School,I,2015-16,1.0,57.9,0.0172711571675
New Haven School District,West Rock Authors Academy,Administrators  Coordinators and Department Chairs - School Level,Certified,0930011,New Haven School District,0930011,0934911,West Rock Authors Academy,I,2015-16,3.0,46.7,0.0642398286938
New Haven School District,West Rock Authors Academy,Counselors  Social Workers  and School Psychologists,Certified,0930011,New Haven School District,0930011,0934911,West Rock Authors Academy,I,2015-16,1.9,46.7,0.0406852248394
New Haven School District,West Rock Authors Academy,General Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0934911,West Rock Authors Academy,I,2015-16,8.0,46.7,0.17130620985
New Haven School District,West Rock Authors Academy,General Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0934911,West Rock Authors Academy,I,2015-16,19.4,46.7,0.415417558887
New Haven School District,West Rock Authors Academy,Library/Media - Support Staff,Non-Certified,0930011,New Haven School District,0930011,0934911,West Rock Authors Academy,I,2015-16,0.0,46.7,0.0
New Haven School District,West Rock Authors Academy,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0930011,New Haven School District,0930011,0934911,West Rock Authors Academy,I,2015-16,5.8,46.7,0.124197002141
New Haven School District,West Rock Authors Academy,School Nurses,Non-Certified,0930011,New Haven School District,0930011,0934911,West Rock Authors Academy,I,2015-16,0.2,46.7,0.00428265524625
New Haven School District,West Rock Authors Academy,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0934911,West Rock Authors Academy,I,2015-16,3.0,46.7,0.0642398286938
New Haven School District,West Rock Authors Academy,Special Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0934911,West Rock Authors Academy,I,2015-16,3.3,46.7,0.0706638115632
New Haven School District,West Rock Authors Academy,Instructional Specialists Who Support Teachers,Certified,0930011,New Haven School District,0930011,0934911,West Rock Authors Academy,I,2015-16,2.1,46.7,0.0449678800857
New Haven School District,West Rock Authors Academy,Library/Media - Specialists (Certified),Certified,0930011,New Haven School District,0930011,0934911,West Rock Authors Academy,I,2015-16,,46.7,
New Haven School District,Wexler/Grant Community School,Administrators  Coordinators and Department Chairs - School Level,Certified,0930011,New Haven School District,0930011,0933211,Wexler/Grant Community School,I,2015-16,2.0,56.4,0.0354609929078
New Haven School District,Wexler/Grant Community School,Counselors  Social Workers  and School Psychologists,Certified,0930011,New Haven School District,0930011,0933211,Wexler/Grant Community School,I,2015-16,3.7,56.4,0.0656028368794
New Haven School District,Wexler/Grant Community School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0933211,Wexler/Grant Community School,I,2015-16,6.0,56.4,0.106382978723
New Haven School District,Wexler/Grant Community School,General Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0933211,Wexler/Grant Community School,I,2015-16,21.1,56.4,0.374113475177
New Haven School District,Wexler/Grant Community School,Library/Media - Support Staff,Non-Certified,0930011,New Haven School District,0930011,0933211,Wexler/Grant Community School,I,2015-16,0.0,56.4,0.0
New Haven School District,Wexler/Grant Community School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0930011,New Haven School District,0930011,0933211,Wexler/Grant Community School,I,2015-16,9.3,56.4,0.164893617021
New Haven School District,Wexler/Grant Community School,School Nurses,Non-Certified,0930011,New Haven School District,0930011,0933211,Wexler/Grant Community School,I,2015-16,0.8,56.4,0.0141843971631
New Haven School District,Wexler/Grant Community School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0933211,Wexler/Grant Community School,I,2015-16,4.0,56.4,0.0709219858156
New Haven School District,Wexler/Grant Community School,Special Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0933211,Wexler/Grant Community School,I,2015-16,5.0,56.4,0.0886524822695
New Haven School District,Wexler/Grant Community School,Instructional Specialists Who Support Teachers,Certified,0930011,New Haven School District,0930011,0933211,Wexler/Grant Community School,I,2015-16,3.5,56.4,0.0620567375887
New Haven School District,Wexler/Grant Community School,Library/Media - Specialists (Certified),Certified,0930011,New Haven School District,0930011,0933211,Wexler/Grant Community School,I,2015-16,1.0,56.4,0.0177304964539
New Haven School District,Wilbur Cross High School,Administrators  Coordinators and Department Chairs - School Level,Certified,0930011,New Haven School District,0930011,0936111,Wilbur Cross High School,I,2015-16,7.0,188.4,0.0371549893843
New Haven School District,Wilbur Cross High School,Counselors  Social Workers  and School Psychologists,Certified,0930011,New Haven School District,0930011,0936111,Wilbur Cross High School,I,2015-16,11.0,188.4,0.0583864118896
New Haven School District,Wilbur Cross High School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0936111,Wilbur Cross High School,I,2015-16,0.0,188.4,0.0
New Haven School District,Wilbur Cross High School,General Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0936111,Wilbur Cross High School,I,2015-16,110.0,188.4,0.583864118896
New Haven School District,Wilbur Cross High School,Library/Media - Support Staff,Non-Certified,0930011,New Haven School District,0930011,0936111,Wilbur Cross High School,I,2015-16,0.0,188.4,0.0
New Haven School District,Wilbur Cross High School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0930011,New Haven School District,0930011,0936111,Wilbur Cross High School,I,2015-16,25.9,188.4,0.137473460722
New Haven School District,Wilbur Cross High School,School Nurses,Non-Certified,0930011,New Haven School District,0930011,0936111,Wilbur Cross High School,I,2015-16,1.0,188.4,0.00530785562633
New Haven School District,Wilbur Cross High School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0936111,Wilbur Cross High School,I,2015-16,17.0,188.4,0.0902335456476
New Haven School District,Wilbur Cross High School,Special Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0936111,Wilbur Cross High School,I,2015-16,15.0,188.4,0.0796178343949
New Haven School District,Wilbur Cross High School,Instructional Specialists Who Support Teachers,Certified,0930011,New Haven School District,0930011,0936111,Wilbur Cross High School,I,2015-16,0.5,188.4,0.00265392781316
New Haven School District,Wilbur Cross High School,Library/Media - Specialists (Certified),Certified,0930011,New Haven School District,0930011,0936111,Wilbur Cross High School,I,2015-16,1.0,188.4,0.00530785562633
New Haven School District,Worthington Hooker School,Administrators  Coordinators and Department Chairs - School Level,Certified,0930011,New Haven School District,0930011,0933811,Worthington Hooker School,I,2015-16,2.0,47.2,0.0423728813559
New Haven School District,Worthington Hooker School,Counselors  Social Workers  and School Psychologists,Certified,0930011,New Haven School District,0930011,0933811,Worthington Hooker School,I,2015-16,1.0,47.2,0.021186440678
New Haven School District,Worthington Hooker School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0933811,Worthington Hooker School,I,2015-16,4.0,47.2,0.0847457627119
New Haven School District,Worthington Hooker School,General Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0933811,Worthington Hooker School,I,2015-16,23.6,47.2,0.5
New Haven School District,Worthington Hooker School,Library/Media - Support Staff,Non-Certified,0930011,New Haven School District,0930011,0933811,Worthington Hooker School,I,2015-16,0.0,47.2,0.0
New Haven School District,Worthington Hooker School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0930011,New Haven School District,0930011,0933811,Worthington Hooker School,I,2015-16,9.0,47.2,0.190677966102
New Haven School District,Worthington Hooker School,School Nurses,Non-Certified,0930011,New Haven School District,0930011,0933811,Worthington Hooker School,I,2015-16,0.6,47.2,0.0127118644068
New Haven School District,Worthington Hooker School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0933811,Worthington Hooker School,I,2015-16,2.0,47.2,0.0423728813559
New Haven School District,Worthington Hooker School,Special Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0933811,Worthington Hooker School,I,2015-16,2.0,47.2,0.0423728813559
New Haven School District,Worthington Hooker School,Instructional Specialists Who Support Teachers,Certified,0930011,New Haven School District,0930011,0933811,Worthington Hooker School,I,2015-16,2.0,47.2,0.0423728813559
New Haven School District,Worthington Hooker School,Library/Media - Specialists (Certified),Certified,0930011,New Haven School District,0930011,0933811,Worthington Hooker School,I,2015-16,1.0,47.2,0.021186440678
New Haven School District,Quinnipiac Real World Math STEM School,Administrators  Coordinators and Department Chairs - School Level,Certified,0930011,New Haven School District,0930011,0933511,Quinnipiac Real World Math STEM School,I,2015-16,3.0,40.9,0.0733496332518
New Haven School District,Quinnipiac Real World Math STEM School,Counselors  Social Workers  and School Psychologists,Certified,0930011,New Haven School District,0930011,0933511,Quinnipiac Real World Math STEM School,I,2015-16,0.5,40.9,0.0122249388753
New Haven School District,Quinnipiac Real World Math STEM School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0933511,Quinnipiac Real World Math STEM School,I,2015-16,8.0,40.9,0.195599022005
New Haven School District,Quinnipiac Real World Math STEM School,General Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0933511,Quinnipiac Real World Math STEM School,I,2015-16,16.4,40.9,0.40097799511
New Haven School District,Quinnipiac Real World Math STEM School,Library/Media - Support Staff,Non-Certified,0930011,New Haven School District,0930011,0933511,Quinnipiac Real World Math STEM School,I,2015-16,0.0,40.9,0.0
New Haven School District,Quinnipiac Real World Math STEM School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0930011,New Haven School District,0930011,0933511,Quinnipiac Real World Math STEM School,I,2015-16,7.5,40.9,0.18337408313
New Haven School District,Quinnipiac Real World Math STEM School,School Nurses,Non-Certified,0930011,New Haven School District,0930011,0933511,Quinnipiac Real World Math STEM School,I,2015-16,0.5,40.9,0.0122249388753
New Haven School District,Quinnipiac Real World Math STEM School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0930011,New Haven School District,0930011,0933511,Quinnipiac Real World Math STEM School,I,2015-16,0.0,40.9,0.0
New Haven School District,Quinnipiac Real World Math STEM School,Special Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0933511,Quinnipiac Real World Math STEM School,I,2015-16,2.0,40.9,0.0488997555012
New Haven School District,Quinnipiac Real World Math STEM School,Instructional Specialists Who Support Teachers,Certified,0930011,New Haven School District,0930011,0933511,Quinnipiac Real World Math STEM School,I,2015-16,3.0,40.9,0.0733496332518
New Haven School District,Early Childhood Learning Center,Special Education - Teachers and Instructors,Certified,0930011,,0930011,,,I,2015-16,1.0,1.0,1.0
New Haven School District,Other,General Education - Teachers and Instructors,Certified,0930011,,0930011,,,I,2015-16,3.8,3.8,1.0
New Haven School District,Other,Special Education - Teachers and Instructors,Certified,0930011,,0930011,,,I,2015-16,,3.8,
New Haven School District,BOE-Zigler Head Start,Special Education - Teachers and Instructors,Certified,0930011,,0930011,,,I,2015-16,0.1,0.1,1.0
New Haven School District,LULAC Head Start-Fay Miller,Special Education - Teachers and Instructors,Certified,0930011,,0930011,,,I,2015-16,0.1,0.1,1.0
New Haven School District,New Haven Adult Education,Administrators  Coordinators and Department Chairs - School Level,Certified,0930011,New Haven School District,0930011,0930117,New Haven Adult Education,I,2015-16,,,
New Haven School District,New Haven Adult Education,Counselors  Social Workers  and School Psychologists,Certified,0930011,New Haven School District,0930011,0930117,New Haven Adult Education,I,2015-16,,,
New Haven School District,New Haven Adult Education,General Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0930117,New Haven Adult Education,I,2015-16,,,
New Haven School District,New Haven Adult Education,Special Education - Teachers and Instructors,Certified,0930011,New Haven School District,0930011,0930117,New Haven Adult Education,I,2015-16,,,
New Haven School District,New Horizons High School,Administrators  Coordinators and Department Chairs - School Level,Certified,0930011,New Haven School District,0930011,0932211,New Horizons High School,I,2015-16,2.0,14.8,0.135135135135
New Haven School District,New Horizons High School,Counselors  Social Workers  and School Psychologists,Certified,0930011,New Haven School District,0930011,0932211,New Horizons High School,I,2015-16,1.4,14.8,0.0945945945946
