district_code,district,school_code,school,grade,diff,drg,year
0880011,Naugatuck School District,0880811,Andrew Avenue School,86.3437879572,-20.096196527,G,2014-15
0920011,New Hartford School District,0920311,Ann Antolini School,73.6458342783,-15.649143272,C,2015-16
0920011,New Hartford School District,0920311,Ann Antolini School,89.2949775503,-15.649143272,C,2014-15
0430011,East Hartford School District,0430911,Anna E. Norris School,62.0776237102,-1.37490064373,H,2015-16
0430011,East Hartford School District,0430911,Anna E. Norris School,63.4525243539,-1.37490064373,H,2014-15
0090011,Bethel School District,0090411,Anna H. Rockwell School,89.2415808355,6.1968819401,D,2015-16
0090011,Bethel School District,0090411,Anna H. Rockwell School,83.0446988954,6.1968819401,D,2014-15
0940011,Newington School District,0940611,Anna Reynolds School,91.4890290311,-4.14690876982,D,2015-16
0940011,Newington School District,0940611,Anna Reynolds School,95.635937801,-4.14690876982,D,2014-15
0780011,Mansfield School District,0780411,Annie E. Vinton School,88.8268097941,-0.0676669247402,C,2015-16
0780011,Mansfield School District,0780411,Annie E. Vinton School,88.8944767189,-0.0676669247402,C,2014-15
0020011,Ansonia School District,0026111,Ansonia High School,69.723979671,-1.54619585723,H,2015-16
0020011,Ansonia School District,0026111,Ansonia High School,71.2701755283,-1.54619585723,H,2014-15
0020011,Ansonia School District,0025111,Ansonia Middle School,61.6647099955,-5.93554428339,H,2014-15
0020011,Ansonia School District,0025111,Ansonia Middle School,55.7291657121,-5.93554428339,H,2015-16
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),2536014,Arts at the Capitol Theater Magnet School (ACT),74.503209466,1.27902623885,,2015-16
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),2536014,Arts at the Capitol Theater Magnet School (ACT),73.2241832271,1.27902623885,,2014-15
0030011,Ashford School District,0030111,Ashford School,79.4132746893,-9.42930863905,E,2014-15
0030011,Ashford School District,0030111,Ashford School,69.9839660503,-9.42930863905,E,2015-16
0640011,Hartford School District,0640711,Asian Studies Academy at Bellizzi School,41.8261381181,-5.72603213485,I,2015-16
0640011,Hartford School District,0640711,Asian Studies Academy at Bellizzi School,47.552170253,-5.72603213485,I,2014-15
0930011,New Haven School District,0931511,Augusta Lewis Troup School,49.7911248394,-3.45265636903,I,2014-15
0930011,New Haven School District,0931511,Augusta Lewis Troup School,46.3384684703,-3.45265636903,I,2015-16
0040011,Avon School District,0046111,Avon High School,86.1788135896,2.78589742724,B,2014-15
0040011,Avon School District,0046111,Avon High School,88.9647110168,2.78589742724,B,2015-16
0040011,Avon School District,0045111,Avon Middle School,86.6904893486,-8.2573742184,B,2014-15
0040011,Avon School District,0045111,Avon Middle School,78.4331151302,-8.2573742184,B,2015-16
1510011,Waterbury School District,1512111,B. W. Tinker School,64.6566300618,-8.2095091411,I,2015-16
1510011,Waterbury School District,1512111,B. W. Tinker School,72.8661392029,-8.2095091411,I,2014-15
0280011,Colchester School District,0286111,Bacon Academy,80.2468054257,3.82396525128,D,2015-16
0280011,Colchester School District,0286111,Bacon Academy,76.4228401744,3.82396525128,D,2014-15
0920011,New Hartford School District,0920111,Bakerville Consolidated School,100.0,-4.81481481481,C,2014-15
0920011,New Hartford School District,0920111,Bakerville Consolidated School,95.1851851852,-4.81481481481,C,2015-16
0050011,Barkhamsted School District,0050111,Barkhamsted Elementary School,72.8303558491,-10.1275723178,C,2015-16
0050011,Barkhamsted School District,0050111,Barkhamsted Elementary School,82.9579281668,-10.1275723178,C,2014-15
1180011,Ridgefield School District,1180811,Barlow Mountain Elementary School,89.5115196819,-0.166888737497,A,2015-16
1180011,Ridgefield School District,1180811,Barlow Mountain Elementary School,89.6784084194,-0.166888737497,A,2014-15
0930011,New Haven School District,0930211,Barnard Environmental Magnet School,60.535713479,-3.74297894237,I,2014-15
0930011,New Haven School District,0930211,Barnard Environmental Magnet School,56.7927345366,-3.74297894237,I,2015-16
0150011,Bridgeport School District,0150111,Barnum School,49.9148107768,-7.92591407433,I,2015-16
0150011,Bridgeport School District,0150111,Barnum School,57.8407248511,-7.92591407433,I,2014-15
0150011,Bridgeport School District,0156111,Bassick High School,44.468369436,-0.562197670037,I,2015-16
0150011,Bridgeport School District,0156111,Bassick High School,45.030567106,-0.562197670037,I,2014-15
0640011,Hartford School District,0640411,Batchelder School,58.1954104639,-1.07688382849,I,2014-15
0640011,Hartford School District,0640411,Batchelder School,57.1185266354,-1.07688382849,I,2015-16
1620011,Winchester School District,1620411,Batcheller Early Education Center,65.0696954053,0.166842637028,G,2014-15
1620011,Winchester School District,1620411,Batcheller Early Education Center,65.2365380423,0.166842637028,G,2015-16
0620011,Hamden School District,0621211,Bear Path School,67.2376980767,-14.4769958859,G,2015-16
0620011,Hamden School District,0621211,Bear Path School,81.7146939626,-14.4769958859,G,2014-15
0150011,Bridgeport School District,0150211,Beardsley School,59.4187694026,-3.29309060497,I,2014-15
0150011,Bridgeport School District,0150211,Beardsley School,56.1256787976,-3.29309060497,I,2015-16
1580011,Westport School District,1585111,Bedford Middle School,74.152673326,-15.2780017609,A,2015-16
1580011,Westport School District,1585111,Bedford Middle School,89.4306750869,-15.2780017609,A,2014-15
1670011,Woodbridge School District,1670311,Beecher Road School,88.8976405178,2.97196410778,B,2015-16
1670011,Woodbridge School District,1670311,Beecher Road School,85.92567641,2.97196410778,B,2014-15
0930011,New Haven School District,0930311,Beecher School,59.3870115989,3.64642648249,I,2015-16
0930011,New Haven School District,0930311,Beecher School,55.7405851164,3.64642648249,I,2014-15
0800011,Meriden School District,0800111,Benjamin Franklin School,69.9660023819,-1.68533845507,H,2015-16
0800011,Meriden School District,0800111,Benjamin Franklin School,71.6513408369,-1.68533845507,H,2014-15
0930011,New Haven School District,0931811,Benjamin Jepson Magnet School,64.2756341402,4.09146152923,I,2014-15
0930011,New Haven School District,0931811,Benjamin Jepson Magnet School,68.3670956694,4.09146152923,I,2015-16
0950011,New London School District,0955111,Bennie Dover Jackson Middle School,53.6450492255,-6.20505835657,I,2015-16
0950011,New London School District,0955111,Bennie Dover Jackson Middle School,59.8501075821,-6.20505835657,I,2014-15
0070011,Berlin School District,0076111,Berlin High School,81.175359727,8.9101039764,D,2015-16
0070011,Berlin School District,0076111,Berlin High School,72.2652557506,8.9101039764,D,2014-15
0640011,Hartford School District,0642811,Betances Early Reading Lab Magnet School,63.4662393571,-1.61131099971,I,2014-15
0640011,Hartford School District,0642811,Betances Early Reading Lab Magnet School,61.8549283574,-1.61131099971,I,2015-16
0080011,Bethany School District,0080111,Bethany Community School,80.1278904294,-3.00170856504,C,2014-15
0080011,Bethany School District,0080111,Bethany Community School,77.1261818644,-3.00170856504,C,2015-16
0090011,Bethel School District,0096111,Bethel High School,80.2464287542,-1.23968066506,D,2015-16
0090011,Bethel School District,0096111,Bethel High School,81.4861094192,-1.23968066506,D,2014-15
0090011,Bethel School District,0095111,Bethel Middle School,77.6569158726,-3.9509204849,D,2015-16
0090011,Bethel School District,0095111,Bethel Middle School,81.6078363575,-3.9509204849,D,2014-15
2140012,Regional School District 14,2140112,Bethlehem Elementary School,76.968597973,-12.6588848555,C,2015-16
2140012,Regional School District 14,2140112,Bethlehem Elementary School,89.6274828285,-12.6588848555,C,2014-15
0930011,New Haven School District,0935511,Betsy Ross Arts Magnet School,67.1241314202,2.26309732689,I,2015-16
0930011,New Haven School District,0935511,Betsy Ross Arts Magnet School,64.8610340934,2.26309732689,I,2014-15
0830011,Middletown School District,0830211,Bielefield School,67.953690643,-5.7336040147,G,2015-16
0830011,Middletown School District,0830211,Bielefield School,73.6872946577,-5.7336040147,G,2014-15
0150011,Bridgeport School District,0150611,"Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus",49.6193558296,2.85306286823,I,2014-15
0150011,Bridgeport School District,0150611,"Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus",52.4724186978,2.85306286823,I,2015-16
1420011,Tolland School District,1420111,Birch Grove Primary School,91.4814814815,-8.51851851852,C,2015-16
1420011,Tolland School District,1420111,Birch Grove Primary School,100.0,-8.51851851852,C,2014-15
0930011,New Haven School District,0934311,Bishop Woods School,59.0898534039,2.51761503211,I,2014-15
0930011,New Haven School District,0934311,Bishop Woods School,61.607468436,2.51761503211,I,2015-16
0150011,Bridgeport School District,0150311,Black Rock School,67.3991946937,1.39545249054,I,2014-15
0150011,Bridgeport School District,0150311,Black Rock School,68.7946471842,1.39545249054,I,2015-16
1400011,Thomaston School District,1400111,Black Rock School,84.2370604873,-5.92978641507,E,2014-15
1400011,Thomaston School District,1400111,Black Rock School,78.3072740722,-5.92978641507,E,2015-16
0150011,Bridgeport School District,0154011,Blackham School,58.9663201748,3.51873788772,I,2014-15
0150011,Bridgeport School District,0154011,Blackham School,62.4850580625,3.51873788772,I,2015-16
0110011,Bloomfield School District,0116111,Bloomfield High School,77.5929169485,-5.03597641792,G,2014-15
0110011,Bloomfield School District,0116111,Bloomfield High School,72.5569405306,-5.03597641792,G,2015-16
0120011,Bolton School District,0120111,Bolton Center School,78.6243876742,-4.18062076244,C,2015-16
0120011,Bolton School District,0120111,Bolton Center School,82.8050084366,-4.18062076244,C,2014-15
0120011,Bolton School District,0126111,Bolton High School,87.6604357297,0.0657061976481,C,2014-15
0120011,Bolton School District,0126111,Bolton High School,87.7261419273,0.0657061976481,C,2015-16
2950013,Booker T. Washington Academy District,2950113,Booker T. Washington Academy,0.25974025974,35.1349773822,,2014-15
2950013,Booker T. Washington Academy District,2950113,Booker T. Washington Academy,35.3947176419,35.1349773822,,2015-16
2120012,Regional School District 12,2120212,Booth Free School,96.1015764237,-3.06741727226,C,2014-15
2120012,Regional School District 12,2120212,Booth Free School,93.0341591514,-3.06741727226,C,2015-16
1440011,Trumbull School District,1440111,Booth Hill School,92.0176500316,2.72538232837,B,2015-16
1260011,Shelton School District,1261011,Booth Hill School,87.1322115428,-1.82839965527,D,2015-16
1440011,Trumbull School District,1440111,Booth Hill School,89.2922677033,2.72538232837,B,2014-15
1260011,Shelton School District,1261011,Booth Hill School,88.9606111981,-1.82839965527,D,2014-15
0980011,Norfolk School District,0980111,Botelle Elementary School,85.7196816227,-6.67779994935,E,2014-15
0980011,Norfolk School District,0980111,Botelle Elementary School,79.0418816734,-6.67779994935,E,2015-16
0770011,Manchester School District,0770111,Bowers School,63.187192307,-7.67981979327,G,2015-16
0770011,Manchester School District,0770111,Bowers School,70.8670121003,-7.67981979327,G,2014-15
0370011,Derby School District,0370611,Bradley School,78.304100059,-9.93812426745,H,2014-15
0370011,Derby School District,0370611,Bradley School,68.3659757915,-9.93812426745,H,2015-16
1550011,West Hartford School District,1550211,Braeburn School,89.6060103387,-2.28177067307,B,2014-15
1550011,West Hartford School District,1550211,Braeburn School,87.3242396657,-2.28177067307,B,2015-16
1180011,Ridgefield School District,1180611,Branchville Elementary School,92.0512171265,-5.20398196934,A,2014-15
1180011,Ridgefield School District,1180611,Branchville Elementary School,86.8472351571,-5.20398196934,A,2015-16
0140011,Branford School District,0146111,Branford High School,75.1312856889,4.26419931552,D,2014-15
0140011,Branford School District,0146111,Branford High School,79.3954850044,4.26419931552,D,2015-16
2900013,Brass City Charter School District,2900113,Brass City Charter School,97.4826234301,30.1142023775,,2015-16
2900013,Brass City Charter School District,2900113,Brass City Charter School,67.3684210526,30.1142023775,,2014-15
0640011,Hartford School District,0643511,Breakthrough II Magnet School,63.6448096641,-3.55750898093,I,2015-16
0640011,Hartford School District,0643511,Breakthrough II Magnet School,67.202318645,-3.55750898093,I,2014-15
0640011,Hartford School District,0643311,Breakthrough Magnet School,77.2197476907,-9.94885592293,I,2014-15
0640011,Hartford School District,0643311,Breakthrough Magnet School,67.2708917678,-9.94885592293,I,2015-16
0150011,Bridgeport School District,0151611,Bridgeport Military Academy,45.0511972796,2.90466162826,I,2015-16
0150011,Bridgeport School District,0151611,Bridgeport Military Academy,42.1465356513,2.90466162826,I,2014-15
1030011,Norwalk School District,1036211,Brien McMahon High School,73.6788768844,1.59604253711,H,2015-16
1030011,Norwalk School District,1036211,Brien McMahon High School,72.0828343473,1.59604253711,H,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,71.0730274798,-0.0323411791724,G,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,71.0406863006,-0.0323411791724,G,2015-16
0170011,Bristol School District,0176211,Bristol Eastern High School,74.3373886261,0.848516099404,G,2015-16
0170011,Bristol School District,0176211,Bristol Eastern High School,73.4888725267,0.848516099404,G,2014-15
1550011,West Hartford School District,1555311,Bristow Middle School,76.3644637165,-12.5137060575,B,2015-16
1550011,West Hartford School District,1555311,Bristow Middle School,88.8781697739,-12.5137060575,B,2014-15
0470011,East Windsor School District,0470111,Broad Brook Elementary School,75.9263779271,-4.42098834341,F,2015-16
0470011,East Windsor School District,0470111,Broad Brook Elementary School,80.3473662705,-4.42098834341,F,2014-15
0340011,Danbury School District,0345111,Broadview Middle School,69.7840986615,-2.41615014758,H,2014-15
0340011,Danbury School District,0345111,Broadview Middle School,67.367948514,-2.41615014758,H,2015-16
0180011,Brookfield School District,0186111,Brookfield High School,86.5002814282,7.09670058793,B,2015-16
0180011,Brookfield School District,0186111,Brookfield High School,79.4035808403,7.09670058793,B,2014-15
0190011,Brooklyn School District,0190111,Brooklyn Elementary School,82.3478937012,-4.5224993557,E,2015-16
0190011,Brooklyn School District,0190111,Brooklyn Elementary School,86.8703930569,-4.5224993557,E,2014-15
0190011,Brooklyn School District,0195111,Brooklyn Middle School,67.9843018002,-9.92447318982,E,2015-16
0190011,Brooklyn School District,0195111,Brooklyn Middle School,77.90877499,-9.92447318982,E,2014-15
1030011,Norwalk School District,1030211,Brookside Elementary School,72.1135776705,-7.99621434758,H,2015-16
1030011,Norwalk School District,1030211,Brookside Elementary School,80.1097920181,-7.99621434758,H,2014-15
1130011,Portland School District,1130511,Brownstone Intermediate School,84.0231060352,1.64139660269,E,2015-16
1130011,Portland School District,1130511,Brownstone Intermediate School,82.3817094325,1.64139660269,E,2014-15
0150011,Bridgeport School District,0150411,Bryant School,55.513212785,1.79635718259,I,2014-15
0150011,Bridgeport School District,0150411,Bryant School,57.3095699676,1.79635718259,I,2015-16
0770011,Manchester School District,0770311,Buckley School,74.6768951561,-6.02819199145,G,2015-16
0770011,Manchester School District,0770311,Buckley School,80.7050871476,-6.02819199145,G,2014-15
1510011,Waterbury School District,1510511,Bucks Hill School,55.2622446266,-2.78820859391,I,2014-15
1510011,Waterbury School District,1510511,Bucks Hill School,52.4740360327,-2.78820859391,I,2015-16
1550011,West Hartford School District,1550411,Bugbee School,97.5095259133,-7.73668875416,B,2014-15
1550011,West Hartford School District,1550411,Bugbee School,89.7728371591,-7.73668875416,B,2015-16
0640011,Hartford School District,0646111,Bulkeley High School Lower School,43.0700466111,-16.372445225,I,2014-15
0640011,Hartford School District,0646111,Bulkeley High School Lower School,26.6976013861,-16.372445225,I,2015-16
0640011,Hartford School District,0647111,Bulkeley High School Upper School,53.4996891524,2.34060470596,I,2015-16
0640011,Hartford School District,0647111,Bulkeley High School Upper School,51.1590844464,2.34060470596,I,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,73.4405787599,-5.85394844279,,2014-15
9000016,Connecticut Technical High School System,9001116,Bullard-Havens Technical High School,67.5866303172,-5.85394844279,,2015-16
1240011,Seymour School District,1240111,Bungay School,81.319873204,-8.31519976475,F,2014-15
1240011,Seymour School District,1240111,Bungay School,73.0046734392,-8.31519976475,F,2015-16
1510011,Waterbury School District,1510611,Bunker Hill School,58.9282994568,1.6936741118,I,2014-15
1510011,Waterbury School District,1510611,Bunker Hill School,60.6219735686,1.6936741118,I,2015-16
1380011,Stratford School District,1386211,Bunnell High School,76.2094088555,-2.73333476818,G,2014-15
1380011,Stratford School District,1386211,Bunnell High School,73.4760740874,-2.73333476818,G,2015-16
0640011,Hartford School District,0640611,Burns Latino Studies Academy,47.8642888606,3.01793172798,I,2015-16
0640011,Hartford School District,0640611,Burns Latino Studies Academy,44.8463571326,3.01793172798,I,2014-15
2170012,Regional School District 17,2170212,Burr District Elementary School,89.0296083343,1.06862839141,C,2014-15
2170012,Regional School District 17,2170212,Burr District Elementary School,90.0982367257,1.06862839141,C,2015-16
0510011,Fairfield School District,0510211,Burr Elementary School,91.2290009515,-3.43350543902,B,2014-15
0510011,Fairfield School District,0510211,Burr Elementary School,87.7954955125,-3.43350543902,B,2015-16
0640011,Hartford School District,0642311,Burr School,49.9454828392,-5.77609579614,I,2015-16
0640011,Hartford School District,0642311,Burr School,55.7215786353,-5.77609579614,I,2014-15
0540011,Glastonbury School District,0540211,Buttonball Lane School,82.4304810294,-5.136581958,B,2015-16
0540011,Glastonbury School District,0540211,Buttonball Lane School,87.5670629874,-5.136581958,B,2014-15
0840011,Milford School District,0840111,Calf Pen Meadow School,76.9301970371,0.909435050749,D,2014-15
0840011,Milford School District,0840111,Calf Pen Meadow School,77.8396320879,0.909435050749,D,2015-16
0600011,Guilford School District,0600411,Calvin Leete School,94.8837319676,-8.44340429838,B,2014-15
0600011,Guilford School District,0600411,Calvin Leete School,86.4403276693,-8.44340429838,B,2015-16
0220011,Canterbury School District,0220211,Canterbury Elementary School,86.6439188727,-2.2631193371,F,2014-15
0220011,Canterbury School District,0220211,Canterbury Elementary School,84.3807995356,-2.2631193371,F,2015-16
0230011,Canton School District,0236111,Canton High School,85.4595029872,-0.13678691024,C,2014-15
0230011,Canton School District,0236111,Canton High School,85.322716077,-0.13678691024,C,2015-16
0230011,Canton School District,0230311,Canton Intermediate School,76.9455602217,-0.29770277999,C,2015-16
0230011,Canton School District,0230311,Canton Intermediate School,77.2432630017,-0.29770277999,C,2014-15
0230011,Canton School District,0235111,Canton Middle School,79.9867488348,1.08293019249,C,2014-15
0230011,Canton School District,0235111,Canton Middle School,81.0696790273,1.08293019249,C,2015-16
0640011,Hartford School District,0643911,Capital Community College Magnet Academy,31.4178895877,-7.29620490688,I,2015-16
0640011,Hartford School District,0643911,Capital Community College Magnet Academy,38.7140944946,-7.29620490688,I,2014-15
0640011,Hartford School District,0646911,Capital Preparatory Magnet School,65.4293884805,-8.6709016825,I,2015-16
0640011,Hartford School District,0646911,Capital Preparatory Magnet School,74.100290163,-8.6709016825,I,2014-15
0320011,Coventry School District,0325111,Capt. Nathan Hale School,80.8419056947,-0.431453408322,E,2015-16
0320011,Coventry School District,0325111,Capt. Nathan Hale School,81.2733591031,-0.431453408322,E,2014-15
0440011,East Haven School District,0441711,Carbone School/East Haven Academy,75.5544254368,0.33255626286,G,2014-15
0440011,East Haven School District,0441711,Carbone School/East Haven Academy,75.8869816997,0.33255626286,G,2015-16
0590011,Groton School District,0595311,Carl C. Cutler Middle School,71.7220282499,-8.54433223856,G,2015-16
0590011,Groton School District,0595311,Carl C. Cutler Middle School,80.2663604885,-8.54433223856,G,2014-15
0110011,Bloomfield School District,0110711,Carmen Arace Intermediate School,76.7462130588,-2.70750851816,G,2014-15
0110011,Bloomfield School District,0110711,Carmen Arace Intermediate School,74.0387045407,-2.70750851816,G,2015-16
0110011,Bloomfield School District,0115211,Carmen Arace Middle School,71.8692992127,-5.45446583312,G,2014-15
0110011,Bloomfield School District,0115211,Carmen Arace Middle School,66.4148333796,-5.45446583312,G,2015-16
1560011,West Haven School District,1565311,Carrigan 5/6 Intermediate School,69.6852639637,-0.265480032184,H,2014-15
1560011,West Haven School District,1565311,Carrigan 5/6 Intermediate School,69.4197839315,-0.265480032184,H,2015-16
1510011,Waterbury School District,1512711,Carrington School,68.0494622211,-2.48984015353,I,2014-15
1510011,Waterbury School District,1512711,Carrington School,65.5596220676,-2.48984015353,I,2015-16
0800011,Meriden School District,0801111,Casimir Pulaski School,75.0211744071,3.00384544408,H,2015-16
0800011,Meriden School District,0801111,Casimir Pulaski School,72.017328963,3.00384544408,H,2014-15
0590011,Groton School District,0592011,Catherine Kolnaski Magnet School,69.2101086144,-0.730077811872,G,2015-16
0590011,Groton School District,0592011,Catherine Kolnaski Magnet School,69.9401864263,-0.730077811872,G,2014-15
0070011,Berlin School District,0075111,Catherine M. McGee Middle School,72.3071878674,-10.0254838819,D,2015-16
0070011,Berlin School District,0075111,Catherine M. McGee Middle School,82.3326717492,-10.0254838819,D,2014-15
0930011,New Haven School District,0934811,"Celentano BioTech, Health and Medical Magnet School",57.0987788168,4.47771943423,I,2015-16
0930011,New Haven School District,0934811,"Celentano BioTech, Health and Medical Magnet School",52.6210593825,4.47771943423,I,2014-15
0180011,Brookfield School District,0180311,Center Elementary School,96.4864864865,-3.51351351351,B,2015-16
0180011,Brookfield School District,0180311,Center Elementary School,100.0,-3.51351351351,B,2014-15
1460011,Vernon School District,1461411,Center Road School,75.4030929106,2.73574491795,G,2015-16
1460011,Vernon School District,1461411,Center Road School,72.6673479926,2.73574491795,G,2014-15
1600011,Willington School District,1600111,Center School,85.3146986827,-6.17862711838,E,2014-15
1600011,Willington School District,1600111,Center School,79.1360715644,-6.17862711838,E,2015-16
0480011,Ellington School District,0480111,Center School,85.1650692756,-4.70367124626,C,2015-16
0740011,Litchfield School District,0740211,Center School,98.9541957416,-15.2253821823,E,2014-15
0740011,Litchfield School District,0740211,Center School,83.7288135593,-15.2253821823,E,2015-16
0420011,East Hampton School District,0420311,Center School,73.1802741026,-8.32504456188,D,2015-16
0420011,East Hampton School District,0420311,Center School,81.5053186645,-8.32504456188,D,2014-15
0480011,Ellington School District,0480111,Center School,89.8687405218,-4.70367124626,C,2014-15
0150011,Bridgeport School District,0156211,Central High School,59.1338900605,-1.61361417408,I,2015-16
0150011,Bridgeport School District,0156211,Central High School,60.7475042346,-1.61361417408,I,2014-15
0570011,Greenwich School District,0575111,Central Middle School,73.1955382621,-11.2752508089,B,2015-16
0570011,Greenwich School District,0575111,Central Middle School,84.470789071,-11.2752508089,B,2014-15
1280011,Simsbury School District,1280111,Central School,91.7084513791,-6.48426098923,B,2014-15
1280011,Simsbury School District,1280111,Central School,85.2241903898,-6.48426098923,B,2015-16
0150011,Bridgeport School District,0151411,Cesar Batalla School,55.5487109209,-0.204551210067,I,2015-16
0150011,Bridgeport School District,0151411,Cesar Batalla School,55.7532621309,-0.204551210067,I,2014-15
0890011,New Britain School District,0890311,Chamberlain  Elementary School,60.6661826105,-6.51656828989,I,2014-15
0890011,New Britain School District,0890311,Chamberlain  Elementary School,54.1496143206,-6.51656828989,I,2015-16
1380011,Stratford School District,1380311,Chapel School,70.63031077,-7.79224714905,G,2015-16
1380011,Stratford School District,1380311,Chapel School,78.4225579191,-7.79224714905,G,2014-15
0240011,Chaplin School District,0240211,Chaplin Elementary School,70.2652428023,-6.71865032307,E,2015-16
0240011,Chaplin School District,0240211,Chaplin Elementary School,76.9838931254,-6.71865032307,E,2014-15
0250011,Cheshire School District,0250111,Chapman School,87.848371109,-3.67944479588,B,2014-15
0250011,Cheshire School District,0250111,Chapman School,84.1689263131,-3.67944479588,B,2015-16
0590011,Groton School District,0591811,Charles Barnum School,88.6314412201,-5.87036214692,G,2014-15
0590011,Groton School District,0591811,Charles Barnum School,82.7610790732,-5.87036214692,G,2015-16
1630011,Windham School District,1630411,Charles H. Barrows STEM Academy,79.3289194415,0.434224641156,I,2014-15
1630011,Windham School District,1630411,Charles H. Barrows STEM Academy,79.7631440827,0.434224641156,I,2015-16
1590011,Wethersfield School District,1591011,Charles Wright School,82.4897188309,-0.758993434364,D,2015-16
1590011,Wethersfield School District,1591011,Charles Wright School,83.2487122653,-0.758993434364,D,2014-15
1550011,West Hartford School District,1550511,Charter Oak International Academy,84.7779373489,-8.69611143512,B,2014-15
1550011,West Hartford School District,1550511,Charter Oak International Academy,76.0818259138,-8.69611143512,B,2015-16
1240011,Seymour School District,1240211,Chatfield-LoPresti School,82.7806539208,-1.93991284777,F,2015-16
1240011,Seymour School District,1240211,Chatfield-LoPresti School,84.7205667686,-1.93991284777,F,2014-15
0230011,Canton School District,0230211,Cherry Brook Primary School,82.33900009,-0.423891299638,C,2015-16
0230011,Canton School District,0230211,Cherry Brook Primary School,82.7628913896,-0.423891299638,C,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,86.4828333197,3.11155692004,B,2015-16
0250011,Cheshire School District,0256111,Cheshire High School,83.3712763996,3.11155692004,B,2014-15
0260011,Chester School District,0260111,Chester Elementary School,80.3359499238,-12.7233195574,E,2015-16
0260011,Chester School District,0260111,Chester Elementary School,93.0592694812,-12.7233195574,E,2014-15
3470015,Unified School District #2,3470115,Children's Place School,86.6666666667,-7.19026226576,,2015-16
3470015,Unified School District #2,3470115,Children's Place School,93.8569289324,-7.19026226576,,2014-15
0170011,Bristol School District,0175111,Chippens Hill Middle School,75.4652647077,-6.98518284809,G,2014-15
0170011,Bristol School District,0175111,Chippens Hill Middle School,68.4800818596,-6.98518284809,G,2015-16
0620011,Hamden School District,0620211,Church Street School,62.3112216672,-2.56016202477,G,2015-16
0620011,Hamden School District,0620211,Church Street School,64.871383692,-2.56016202477,G,2014-15
1610011,Wilton School District,1610711,Cider Mill School,82.0679541828,-5.75255374466,A,2015-16
1610011,Wilton School District,1610711,Cider Mill School,87.8205079275,-5.75255374466,A,2014-15
0880011,Naugatuck School District,0885111,City Hill Middle School,70.7438577352,-8.83538436501,G,2014-15
0880011,Naugatuck School District,0885111,City Hill Middle School,61.9084733701,-8.83538436501,G,2015-16
1520011,Waterford School District,1525111,Clark Lane Middle School,80.2773228033,-11.5368852625,D,2014-15
1520011,Waterford School District,1525111,Clark Lane Middle School,68.7404375408,-11.5368852625,D,2015-16
0640011,Hartford School District,0642411,Clark School,42.0283117966,5.7196175511,I,2014-15
0640011,Hartford School District,0642411,Clark School,47.7479293477,5.7196175511,I,2015-16
0640011,Hartford School District,0646411,Classical Magnet School,64.8838520298,-8.63547589527,I,2015-16
0640011,Hartford School District,0646411,Classical Magnet School,73.5193279251,-8.63547589527,I,2014-15
0150011,Bridgeport School District,0152111,Classical Studies Academy,72.6002214372,-5.58840716465,I,2014-15
0150011,Bridgeport School District,0152111,Classical Studies Academy,67.0118142726,-5.58840716465,I,2015-16
0590011,Groton School District,0590311,Claude Chester School,73.4124107875,-3.95517169703,G,2014-15
0590011,Groton School District,0590311,Claude Chester School,69.4572390905,-3.95517169703,G,2015-16
0930011,New Haven School District,0934211,Clemente Leadership Academy,57.7900448083,9.99796295092,I,2015-16
0930011,New Haven School District,0934211,Clemente Leadership Academy,47.7920818574,9.99796295092,I,2014-15
0930011,New Haven School District,0930611,Clinton Avenue School,54.6144525132,6.63482403018,I,2014-15
0930011,New Haven School District,0930611,Clinton Avenue School,61.2492765433,6.63482403018,I,2015-16
1010011,North Haven School District,1010811,Clintonville Elementary School,84.0155656635,6.07445151802,D,2015-16
1010011,North Haven School District,1010811,Clintonville Elementary School,77.9411141455,6.07445151802,D,2014-15
1350011,Stamford School District,1355611,Cloonan School,54.0042490822,-10.3189956647,H,2015-16
1350011,Stamford School District,1355611,Cloonan School,64.3232447469,-10.3189956647,H,2014-15
1640011,Windsor School District,1640111,Clover Street School,72.2296729655,-7.15606420043,D,2015-16
1640011,Windsor School District,1640111,Clover Street School,79.385737166,-7.15606420043,D,2014-15
2130012,Regional School District 13,2136112,Coginchaug Regional High School,82.4971019852,2.17850117959,C,2014-15
2130012,Regional School District 13,2136112,Coginchaug Regional High School,84.6756031648,2.17850117959,C,2015-16
0280011,Colchester School District,0280411,Colchester Elementary School,94.8101265823,7.32668287367,D,2015-16
0280011,Colchester School District,0280411,Colchester Elementary School,87.4834437086,7.32668287367,D,2014-15
0290011,Colebrook School District,0290111,Colebrook Consolidated School,84.9546980416,-10.0599080094,E,2015-16
0290011,Colebrook School District,0290111,Colebrook Consolidated School,95.014606051,-10.0599080094,E,2014-15
1580011,Westport School District,1580311,Coleytown Elementary School,89.4145047551,-3.582856251,A,2015-16
